Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],MAJ Lith. Prefix,MAJ Lith. Principal name,MAJ Lith. Suffix,MAJ Lith. prefix+name+suffix [read only],TEPHRA type,Amount of ash in lithology,Amount of ash in lithology rank [read only],Sediment structures,MAJ Lith. color,Bioturbation intensity,Bioturbation intensity rank [read only],Clast abundance,Number of clasts (>2mm),Clast 1 igneous -  grain size,Clast 1 igneous -  roundness,Clast 2 sediment - grain size,Clast 2 sediment - roundness,Clast 3 metamorphic - grain size,Clast 3 metamorphic - roundness,Lith. accessory shell fragment,Lith. accessory cement,Lith. accessory nodule/concretion,Lith. accessory sulfide,Lithological accessories comment,Macrofossil,MAJ Lith. prefix + name,MAJ Lith. name+suffix,MAJ Lith. abundance [%],MAJ Lith. ave. grain size ,MAJ Lith. ave. grain size rank [read only],MAJ Lith. max. grain size,MAJ Lith. max. grain size rank [read only],Diagenetic constituent,Diagenetic constituent composition,Deformational structures,structure,General interval comment,MIN Lith. Prefix,MIN Lith. Principal name,MIN Lith. Suffix,MIN Lith. prefix + name,MIN Lith. prefix+name+suffix,MIN Lith. name+suffix,MIN Lith. color,MIN Lith. abundance [%],MIN Lith. ave. grain size ,MIN Lith. ave. grain size rank,MIN Lith. max. grain size ,MIN Lith. max. grain size rank,Lith. abundance sum [%],Bottom contact or boundary type,Bottom contact geometry,Ship File Links,Shore File Links,File Data
346-U1425B-8H-6-A,40,41,73.7,73.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nodule,carbonate,,,,,,,,,,,,,,,,,,,,,
346-U1425B-8H-6-A,120,122,74.5,74.52,,tephra [FS84],,tephra ,vitric,,,,,,,,,,,,,,,,,,,,,tephra ,tephra ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1425B-8H-6-A,122,150,74.52,74.8,diatom bearing,silty clay [MMK88],,diatom bearing silty clay ,,,,,10BG 7/1 (light greenish gray),heavy [DB86],3,,,,,,,,,,,,,,,diatom bearing  silty clay ,silty clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1425B-8H-7-A,0,56,74.8,75.36,diatom bearing,silty clay [MMK88],,diatom bearing silty clay ,,,,,10BG 7/1 (light greenish gray),heavy [DB86],3,,,,,,,,,,,,,,,diatom bearing  silty clay ,silty clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1425B-8H-CC-A,0,27,75.36,75.63,diatom bearing,silty clay [MMK88],,diatom bearing silty clay ,,,,,10BG 7/1 (light greenish gray),heavy [DB86],3,,,,,,,,,,,,,,,diatom bearing  silty clay ,silty clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1425B-9H-1-A,0,54,75.3,75.84,,silty clay [MMK88],,silty clay ,,,,,2.5Y 5/4 (light olive brown),heavy [DB86],3,,,,,,,,,,,,,,,silty clay ,silty clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1425B-9H-1-A,54,110,75.84,76.4,diatom bearing,silty clay [MMK88],,diatom bearing silty clay ,,,,,10BG 7/1 (light greenish gray),heavy [DB86],3,,,,,,,,,,,,,,,diatom bearing  silty clay ,silty clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1425B-9H-1-A,102,107,76.32,76.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nodule,dolomite,,,,,,,,,,,,,,,,,,,,,
346-U1425B-9H-1-A,110,150,76.4,76.8,,silty clay [MMK88],,silty clay ,,,,,2.5Y 5/4 (light olive brown),heavy [DB86],3,,,,,,,,,,,,,,,silty clay ,silty clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1425B-9H-2-A,0,150,76.8,78.3,,silty clay [MMK88],,silty clay ,,,,,2.5Y 5/4 (light olive brown),heavy [DB86],3,,,,,,,,,,,,,,,silty clay ,silty clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1425B-9H-3-A,0,67,78.3,78.97,,silty clay [MMK88],,silty clay ,,,,,2.5Y 5/4 (light olive brown),heavy [DB86],3,,,,,,,,,,,,,,,silty clay ,silty clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1425B-9H-3-A,53,58,78.83,78.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nodule,dolomite,,,,,,,,,,,,,,,,,,,,,
346-U1425B-9H-3-A,67,67.5,78.97,78.975,,tephra [FS84],,tephra ,vitric,,,,,,,,,,,,,,,,,,,,,tephra ,tephra ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1425B-9H-3-A,67.5,150,78.975,79.8,,silty clay [MMK88],,silty clay ,,,,,2.5Y 5/4 (light olive brown),heavy [DB86],3,,,,,,,,,,,,,,,silty clay ,silty clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1425B-9H-4-A,0,27,79.8,80.07,diatom bearing,silty clay [MMK88],,diatom bearing silty clay ,,,,,10BG 7/1 (light greenish gray),heavy [DB86],3,,,,,,,,,,,,,,,diatom bearing  silty clay ,silty clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1425B-9H-4-A,27,55,80.07,80.35,,silty clay [MMK88],,silty clay ,,,,,2.5Y 5/4 (light olive brown),heavy [DB86],3,,,,,,,,,,,,,,,silty clay ,silty clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1425B-9H-4-A,55,110,80.35,80.9,diatom rich,silty clay [MMK88],,diatom rich silty clay ,,,,,10BG 7/1 (light greenish gray),heavy [DB86],3,,,,,,,,,,,,,,,diatom rich  silty clay ,silty clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1425B-9H-4-A,110,150,80.9,81.3,,silty clay [MMK88],,silty clay ,,,,,2.5Y 5/4 (light olive brown),heavy [DB86],3,,,,,,,,,,,,,,,silty clay ,silty clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1425B-9H-5-A,0,122,81.3,82.52,,silty clay [MMK88],,silty clay ,,,,,2.5Y 5/4 (light olive brown),heavy [DB86],3,,,,,,,,,,,,,,,silty clay ,silty clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1425B-9H-5-A,122,123,82.52,82.53,,tephra [FS84],,tephra ,vitric,,,,,,,,,,,,,,,,,,,,,tephra ,tephra ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1425B-9H-5-A,123,150,82.53,82.8,,silty clay [MMK88],,silty clay ,,,,,2.5Y 5/4 (light olive brown),heavy [DB86],3,,,,,,,,,,,,,,,silty clay ,silty clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1425B-9H-6-A,0,19,82.8,82.99,diatom bearing,silty clay [MMK88],,diatom bearing silty clay ,,,,,10BG 7/1 (light greenish gray),heavy [DB86],3,,,,,,,,,,,,,,,diatom bearing  silty clay ,silty clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1425B-9H-6-A,19,22,82.99,83.02,,tephra [FS84],,tephra ,vitric,,,,,,,,,,,,,,,,,,,,,tephra ,tephra ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1425B-9H-6-A,22,30,83.02,83.1,diatom bearing,silty clay [MMK88],,diatom bearing silty clay ,,,,,10BG 7/1 (light greenish gray),heavy [DB86],3,,,,,,,,,,,,,,,diatom bearing  silty clay ,silty clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1425B-9H-6-A,30,150,83.1,84.3,,silty clay [MMK88],,silty clay ,,,,,2.5Y 5/4 (light olive brown),heavy [DB86],3,,,,,,,,,,,,,,,silty clay ,silty clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1425B-9H-7-A,0,33,84.3,84.63,diatom bearing,silty clay [MMK88],,diatom bearing silty clay ,,,,,10BG 7/1 (light greenish gray),heavy [DB86],3,,,,,,,,,,,,,,,diatom bearing  silty clay ,silty clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1425B-9H-7-A,33,59,84.63,84.89,,silty clay [MMK88],,silty clay ,,,,,2.5Y 5/4 (light olive brown),heavy [DB86],3,,,,,,,,,,,,,,,silty clay ,silty clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1425B-9H-CC-A,0,28,84.89,85.17,,silty clay [MMK88],,silty clay ,,,,,2.5Y 5/4 (light olive brown),heavy [DB86],3,,,,,,,,,,,,,,,silty clay ,silty clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1425B-10H-1-A,0,150,84.8,86.3,,silty clay [MMK88],,silty clay ,,,,,2.5Y 5/4 (light olive brown),heavy [DB86],3,,,,,,,,,,,,,,,silty clay ,silty clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1425B-10H-2-A,0,88,86.3,87.18,,silty clay [MMK88],,silty clay ,,,,,2.5Y 5/4 (light olive brown),heavy [DB86],3,,,,,,,,,,,,,,,silty clay ,silty clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1425B-10H-2-A,88,89,87.18,87.19,,tephra [FS84],,tephra ,vitric,,,,,,,,,,,,,,,,,,,,,tephra ,tephra ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1425B-10H-2-A,89,125,87.19,87.55,,silty clay [MMK88],,silty clay ,,,,,2.5Y 5/4 (light olive brown),heavy [DB86],3,,,,,,,,,,,,,,,silty clay ,silty clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1425B-10H-2-A,125,126,87.55,87.56,,tephra [FS84],,tephra ,pumice,,,,,,,,,,,,,,,,,,,,,tephra ,tephra ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1425B-10H-2-A,126,150,87.56,87.8,,silty clay [MMK88],,silty clay ,,,,,2.5Y 5/4 (light olive brown),heavy [DB86],3,,,,,,,,,,,,,,,silty clay ,silty clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1425B-10H-3-A,0,150,87.8,89.3,,silty clay [MMK88],,silty clay ,,,,,2.5Y 5/4 (light olive brown),heavy [DB86],3,,,,,,,,,,,,,,,silty clay ,silty clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1425B-10H-4-A,0,150,89.3,90.8,,silty clay [MMK88],,silty clay ,,,,,2.5Y 5/4 (light olive brown),heavy [DB86],3,,,,,,,,,,,,,,,silty clay ,silty clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1425B-10H-5-A,0,120,90.8,92,,silty clay [MMK88],,silty clay ,,,,,2.5Y 5/4 (light olive brown),heavy [DB86],3,,,,,,,,,,,,,,,silty clay ,silty clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1425B-10H-5-A,120,150,92,92.3,,diatom ooze [Leg339],,diatom ooze ,,,,,2.5Y 6/1 (gray),heavy [DB86],3,,,,,,,,,,,,,,,diatom ooze ,diatom ooze ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1425B-10H-6-A,0,30,92.3,92.6,,diatom ooze [Leg339],,diatom ooze ,,,,,2.5Y 6/1 (gray),heavy [DB86],3,,,,,,,,,,,,,,,diatom ooze ,diatom ooze ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1425B-10H-6-A,30,150,92.6,93.8,,silty clay [MMK88],,silty clay ,,,,,2.5Y 5/4 (light olive brown),heavy [DB86],3,,,,,,,,,,,,,,,silty clay ,silty clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1425B-10H-7-A,0,60,93.8,94.4,,silty clay [MMK88],,silty clay ,,,,,2.5Y 5/4 (light olive brown),heavy [DB86],3,,,,,,,,,,,,,,,silty clay ,silty clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1425B-10H-CC-A,0,42,94.4,94.82,,silty clay [MMK88],,silty clay ,,,,,2.5Y 5/4 (light olive brown),heavy [DB86],3,,,,,,,,,,,,,,,silty clay ,silty clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1425B-11H-1-A,0,150,94.3,95.8,clayey [Leg339],diatom ooze [Leg339],,clayey  diatom ooze ,,,,,10Y 4/1 (dark greenish gray),heavy [DB86],3,,,,,,,,,,,,,,,clayey   diatom ooze ,diatom ooze ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,
346-U1425B-11H-2-A,0,150,95.8,97.3,clayey [Leg339],diatom ooze [Leg339],,clayey  diatom ooze ,,,,,10Y 4/1 (dark greenish gray),heavy [DB86],3,,,,,,,,,,,,,,,clayey   diatom ooze ,diatom ooze ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,
346-U1425B-11H-2-A,26,27,96.06,96.07,,,,,pumice,trace amount,1,patch or bleb,N 8 (white),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1425B-11H-3-A,0,150,97.3,98.8,clayey [Leg339],diatom ooze [Leg339],,clayey  diatom ooze ,,,,,10Y 4/1 (dark greenish gray),heavy [DB86],3,,,,,,,,,,,,,,,clayey   diatom ooze ,diatom ooze ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,
346-U1425B-11H-4-A,0,150,98.8,100.3,clayey [Leg339],diatom ooze [Leg339],,clayey  diatom ooze ,,,,,10Y 4/1 (dark greenish gray),heavy [DB86],3,,,,,,,,,,,,,,,clayey   diatom ooze ,diatom ooze ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,
346-U1425B-11H-5-A,0,150,100.3,101.8,clayey [Leg339],diatom ooze [Leg339],,clayey  diatom ooze ,,,,,10Y 4/1 (dark greenish gray),heavy [DB86],3,,,,,,,,,,,,,,,clayey   diatom ooze ,diatom ooze ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,
346-U1425B-11H-5-A,100,114,101.3,101.44,,,,,,,,mottling [BJ80],10Y 4/1 (dark greenish gray),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1425B-11H-6-A,0,140,101.8,103.2,clayey [Leg339],diatom ooze [Leg339],,clayey  diatom ooze ,,,,mottling [BJ80],10Y 4/1 (dark greenish gray),heavy [DB86],3,,,,,,,,,,,,,,,clayey   diatom ooze ,diatom ooze ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,
346-U1425B-11H-6-A,140,142,103.2,103.22,,tephra [FS84],,tephra ,vitric,,,,N 8 (white),,,,,,,,,,,,,,,,,tephra ,tephra ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,
346-U1425B-11H-6-A,142,150,103.22,103.3,clayey [Leg339],diatom ooze [Leg339],,clayey  diatom ooze ,,,,mottling [BJ80],10Y 4/1 (dark greenish gray),heavy [DB86],3,,,,,,,,,,,,,,,clayey   diatom ooze ,diatom ooze ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,
346-U1425B-11H-7-A,0,51,103.3,103.81,clayey [Leg339],diatom ooze [Leg339],,clayey  diatom ooze ,,,,,2.5Y 4/1 (dark gray),heavy [DB86],3,,,,,,,,,,,,,,,clayey   diatom ooze ,diatom ooze ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,
346-U1425B-11H-7-A,10,47,103.4,103.77,,,,,vitric,trace amount,1,patch or bleb,N 5 (gray),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1425B-11H-CC-A,0,23,103.81,104.04,clayey [Leg339],diatom ooze [Leg339],,clayey  diatom ooze ,,,,,2.5Y 4/1 (dark gray),heavy [DB86],3,,,,,,,,,,,,,,,clayey   diatom ooze ,diatom ooze ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,
346-U1425B-12H-1-A,0,81,103.8,104.61,,diatom ooze [Leg339],,diatom ooze ,,,,,10Y 4/1 (dark greenish gray),heavy [DB86],3,,,,,,,,,,,,,,,diatom ooze ,diatom ooze ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,
346-U1425B-12H-1-A,66,69,104.46,104.49,,,,,,,,patch or bleb,2.5Y 7/4 (pale yellow),,,,,,,,,,,,,,,,,,,,,,,,concretion,carbonate,,,,,,,,,,,,,,,,,,,,,
346-U1425B-13X-1-A,0,10,104.6,104.7,,carbonate ooze [Leg178],,carbonate ooze ,,,,,N 7 (light gray),,,,,,,,,,,,,,,,,carbonate ooze ,carbonate ooze ,100,,,,,cement,dolomite,,layering,"Bloody big layer of dolomite, extremely hard, fully dolomitized. 20 mins for XCB to get through.",,,,,,,,,,,,,100,,,,,
346-U1425B-13X-1-A,10,150,104.7,106.1,,diatom ooze [Leg339],,diatom ooze ,,,,,10Y 4/1 (dark greenish gray),heavy [DB86],3,,,,,,,,,,,,,,,diatom ooze ,diatom ooze ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,
346-U1425B-13X-1-A,113,114,105.73,105.74,,,,,,,,patch or bleb,2.5Y 7/3 (pale yellow),,,,,,,,,,,,,,,,,,,,,,,,concretion,carbonate,,,,,,,,,,,,,,,,,,,,,
346-U1425B-13X-CC-A,0,21,106.1,106.31,,diatom ooze [Leg339],,diatom ooze ,,,,,10Y 4/1 (dark greenish gray),heavy [DB86],3,,,,,,,,,,,,,,,diatom ooze ,diatom ooze ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,
346-U1425B-14H-1-A,0,150,106,107.5,,diatom ooze [Leg339],,diatom ooze ,,,,mottling [BJ80],10Y 4/1 (dark greenish gray),heavy [DB86],3,,,,,,,,,,,,,,,diatom ooze ,diatom ooze ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,
346-U1425B-14H-2-A,0,150,107.5,109,,clay [Leg210],with diatoms [Leg339],clay  with diatoms ,,,,mottling [BJ80],10Y 4/1 (dark greenish gray),heavy [DB86],3,,,,,,,,,,,,,,,clay ,clay   with diatoms ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,
346-U1425B-14H-2-A,24,25,107.74,107.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,concretion,dolomite,,,,,,,,,,,,,,,,,,,,,
346-U1425B-14H-2-A,79,80,108.29,108.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nodule,dolomite,,,,,,,,,,,,,,,,,,,,,
346-U1425B-14H-3-A,0,153,109,110.53,clayey [Leg339],diatom ooze [Leg339],,clayey  diatom ooze ,,,,mottling [BJ80],10Y 4/1 (dark greenish gray),heavy [DB86],3,,,,,,,,,,,,,,,clayey   diatom ooze ,diatom ooze ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,
346-U1425B-14H-3-A,137,141,110.37,110.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,concretion,dolomite,,,,,,,,,,,,,,,,,,,,,
346-U1425B-14H-4-A,0,150,110.53,112.03,clayey [Leg339],diatom ooze [Leg339],,clayey  diatom ooze ,,,,mottling [BJ80],10Y 4/1 (dark greenish gray),heavy [DB86],3,,,,,,,,,,,,,,,clayey   diatom ooze ,diatom ooze ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,
346-U1425B-14H-4-A,17,18,110.7,110.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,concretion,dolomite,,,,,,,,,,,,,,,,,,,,,
346-U1425B-14H-5-A,0,150,112.03,113.53,clayey [Leg339],diatom ooze [Leg339],,clayey  diatom ooze ,,,,mottling [BJ80],10Y 4/1 (dark greenish gray),heavy [DB86],3,,,,,,,,,,,,,,,clayey   diatom ooze ,diatom ooze ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,
346-U1425B-14H-5-A,76,78,112.79,112.81,,,,,,,,patch or bleb,,,,,,,,,,,,,,,,,,,,,,,,,concretion,carbonate,,,,,,,,,,,,,,,,,,,,,
346-U1425B-14H-6-A,0,150,113.53,115.03,,diatom ooze [Leg339],,diatom ooze ,,,,mottling [BJ80],10Y 4/1 (dark greenish gray),heavy [DB86],3,,,,,,,,,,,,,,,diatom ooze ,diatom ooze ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,
346-U1425B-14H-7-A,0,58,115.03,115.61,,diatom ooze [Leg339],,diatom ooze ,,,,,10Y 4/1 (dark greenish gray),heavy [DB86],3,,,,,,,,,,,,,,,diatom ooze ,diatom ooze ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,
346-U1425B-14H-7-A,55,56,115.58,115.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,concretion,carbonate,,,,,,,,,,,,,,,,,,,,,
346-U1425B-14H-CC-A,0,20,115.61,115.81,,diatom ooze [Leg339],,diatom ooze ,,,,,10Y 4/1 (dark greenish gray),heavy [DB86],3,,,,,,,,,,,,,,,diatom ooze ,diatom ooze ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,
346-U1425B-16X-1-A,0,2,115.6,115.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,concretion,dolomite,,,,,,,,,,,,,,,,,,,,,
346-U1425B-16X-1-A,0,107,115.6,116.67,clayey [Leg339],diatom ooze [Leg339],,clayey  diatom ooze ,,,,,5Y 3/1 (very dark gray),heavy [DB86],3,,,,,,,,,,,,,,,clayey   diatom ooze ,diatom ooze ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,
346-U1425B-17H-2-A,0,31,119.3,119.61,,diatom ooze [Leg339],,diatom ooze ,,,,,10Y 3/1 (very dark greenish gray),heavy [DB86],3,,,,,,,,,,,,,,,diatom ooze ,diatom ooze ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,
346-U1425B-17H-2-A,31,33,119.61,119.63,,tephra [FS84],,tephra ,vitric,,,,N 7 (light gray),,,,,,,,,,,,,,,,,tephra ,tephra ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,
346-U1425B-17H-2-A,33,150,119.63,120.8,,diatom ooze [Leg339],,diatom ooze ,,,,,10Y 3/1 (very dark greenish gray),heavy [DB86],3,,,,,,,,,,,,,,,diatom ooze ,diatom ooze ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,
346-U1425B-17H-3-A,0,150,120.8,122.3,,diatom ooze [Leg339],,diatom ooze ,,,,mottling [BJ80],10Y 3/1 (very dark greenish gray),heavy [DB86],3,,,,,,,,,,,,,,,diatom ooze ,diatom ooze ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,
346-U1425B-17H-CC-A,0,24,122.3,122.54,,diatom ooze [Leg339],,diatom ooze ,,,,,10Y 3/1 (very dark greenish gray),heavy [DB86],3,,,,,,,,,,,,,,,diatom ooze ,diatom ooze ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,
346-U1425B-18H-2-A,0,150,124,125.5,,diatom ooze [Leg339],,diatom ooze ,,,,,10Y 3/1 (very dark greenish gray),heavy [DB86],3,,,,,,,,,,,,,,,diatom ooze ,diatom ooze ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,
346-U1425B-18H-3-A,0,110,125.5,126.6,biosiliceous rich,clay [Leg210],,biosiliceous rich clay ,,,,,10Y 3/1 (very dark greenish gray),heavy [DB86],3,,,,,,,,,,,,,,,biosiliceous rich  clay ,clay ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,
346-U1425B-18H-3-A,56,66,126.06,126.16,,,,,,,,patch or bleb,,,,,,,,,,,,,,,,,,,,,,,,,concretion,dolomite,,,,,,,,,,,,,,,,,,,,,
346-U1425B-18H-3-A,91,95,126.41,126.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,concretion,dolomite,,,,,,,,,,,,,,,,,,,,,
346-U1425B-18H-4-A,0,52,126.6,127.12,,diatom ooze [Leg339],,diatom ooze ,,,,mottling [BJ80],10Y 3/1 (very dark greenish gray),heavy [DB86],3,,,,,,,,,,,,,,,diatom ooze ,diatom ooze ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,
346-U1425B-18H-CC-A,0,21,127.12,127.33,,diatom ooze [Leg339],,diatom ooze ,,,,,10Y 3/1 (very dark greenish gray),heavy [DB86],3,,,,,,,,,,,,,,,diatom ooze ,diatom ooze ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,
346-U1425B-19H-1-A,0,143,127.2,128.63,clayey [Leg339],diatom ooze [Leg339],,clayey  diatom ooze ,,,,,5Y 3/1 (very dark gray),heavy [DB86],3,,,,,,,,,,,,,,,clayey   diatom ooze ,diatom ooze ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,
346-U1425B-19H-2-A,0,123,128.63,129.86,clayey [Leg339],diatom ooze [Leg339],,clayey  diatom ooze ,,,,,5Y 3/1 (very dark gray),heavy [DB86],3,,,,,,,,,,,,,,,clayey   diatom ooze ,diatom ooze ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,
346-U1425B-19H-3-A,0,119,129.86,131.05,clayey [Leg339],diatom ooze [Leg339],,clayey  diatom ooze ,,,,,5Y 3/1 (very dark gray),heavy [DB86],3,,,,,,,,,,,,,,,clayey   diatom ooze ,diatom ooze ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,
346-U1425B-19H-CC-A,0,18,131.05,131.23,clayey [Leg339],diatom ooze [Leg339],,clayey  diatom ooze ,,,,,5Y 3/1 (very dark gray),heavy [DB86],3,,,,,,,,,,,,,,,clayey   diatom ooze ,diatom ooze ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,
346-U1425B-20H-1-A,0,150,131.9,133.4,,diatom ooze [Leg339],,diatom ooze ,,,,,5G 3/1 (very dark greenish gray),heavy [DB86],3,,,,,,,,,,,,,,,diatom ooze ,diatom ooze ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,
346-U1425B-20H-1-A,76,78,132.66,132.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,concretion,carbonate,,,,,,,,,,,,,,,,,,,,,
346-U1425B-20H-2-A,0,150,133.4,134.9,,diatom ooze [Leg339],,diatom ooze ,,,,,5Y 3/1 (very dark gray),heavy [DB86],3,,,,,,,,,,,,,,,diatom ooze ,diatom ooze ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,
346-U1425B-20H-2-A,65,68,134.05,134.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,concretion,carbonate,,,,,,,,,,,,,,,,,,,,,
346-U1425B-20H-3-A,0,110,134.9,136,,diatom ooze [Leg339],,diatom ooze ,,,,mottling [BJ80],5Y 3/1 (very dark gray),heavy [DB86],3,,,,,,,,,,,,,,,diatom ooze ,diatom ooze ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,
346-U1425B-20H-4-A,0,54,136,136.54,,diatom ooze [Leg339],,diatom ooze ,,,,,5Y 3/1 (very dark gray),heavy [DB86],3,,,,,,,,,,,,,,,diatom ooze ,diatom ooze ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,
346-U1425B-20H-4-A,14,17,136.14,136.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,concretion,carbonate,,,,,,,,,,,,,,,,,,,,,
346-U1425B-21H-1-A,0,10,136.6,136.7,,,,,,,,,,,,present [A79],2,,,,,,,,,,,,,,,,,,,,concretion,carbonate,,,,,,,,,,,,,,,,,,,,,
346-U1425B-21H-1-A,0,150,136.6,138.1,,diatom ooze [Leg339],,diatom ooze ,,,,mottling [BJ80],5Y 3/1 (very dark gray),heavy [DB86],3,,,,,,,,,,,,,,,diatom ooze ,diatom ooze ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,
346-U1425B-21H-1-A,142,144,138.02,138.04,,,,,,,,,,,,present [A79],1,,,,,,,,,,,,,,,,,,,,concretion,dolomite,,,,,,,,,,,,,,,,,,,,,
346-U1425B-21H-2-A,0,150,138.1,139.6,,diatom ooze [Leg339],,diatom ooze ,,,,mottling [BJ80],5Y 3/1 (very dark gray),heavy [DB86],3,,,,,,,,,,,,,,,diatom ooze ,diatom ooze ,100,,,,,,,,,,,,,,,,,,,,,,100,,,,,
