Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithification,MAJ Lith. Prefix,MAJ Lith. Principal name,Texture Rank,MAJ Lith. Suffix,MAJ Lith. prefix+name+suffix [read only],"FACIES (neritic, hemipelagic, pelagic)",MAJ lith color (simple),Fossil,Sedimentary structure,Diagenetic structure,Layer or bedding thickness,Bioturbation intensity,Bioturbation intensity rank [read only],Bottom contact or boundary definition,Bottom contact or boundary attitude,General interval comment,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W
356-U1459B-31F-CC-A,0,6,151.15,151.21,unlithified [Leg194],foraminifer rich,packstone [E&K72; D62],3,with glauconite [2014],foraminifer rich packstone with glauconite,hemipelagic,creamy gray,foraminifera (small benthic),,,,absent [B06],0,,,Unlithified creamy gray foraminifer-rich packstone.,,,,356,U1459,B,31,F,CC,A
356-U1459B-32F-1-A,0,80,151.1,151.9,unlithified [Leg194],glauconite rich,packstone [E&K72; D62],3,,glauconite rich packstone,hemipelagic,light greenish gray,bivalve,,,,,,wavy,sub-horizontal,"Unlithified, light greenish gray, glauconite-rich packstone.The basal contact is wavy and sub-horizontal. Bivalve fragment.",,,,356,U1459,B,32,F,1,A
356-U1459B-32F-1-A,80,150,151.9,152.6,partially lithified,,packstone [E&K72; D62],3,with glauconite [2014],packstone with glauconite,hemipelagic,light gray,,,,,,,,,"Partly lithified, light gray, packstone with glauconite.",,,,356,U1459,B,32,F,1,A
356-U1459B-32F-2-A,0,49,152.6,153.09,partially lithified,,packstone [E&K72; D62],3,with glauconite [2014],packstone with glauconite,hemipelagic,light gray,,,,,,,,,"Partly lithified, packstone with glauconite",,,,356,U1459,B,32,F,2,A
356-U1459B-32F-2-A,49,65,153.09,153.25,lithified [B84],,packstone [E&K72; D62],3,with glauconite [2014],packstone with glauconite,hemipelagic,creamy gray,,,,,,,,,"Lithified interval, fractured during coring. Packstone, creamy gray.",,,,356,U1459,B,32,F,2,A
356-U1459B-32F-2-A,65,137,153.25,153.97,partially lithified,,packstone [E&K72; D62],3,with glauconite [2014],packstone with glauconite,hemipelagic,cream,,,,,,,,,"Partly lithified, cream, packstone with glauconite",,,,356,U1459,B,32,F,2,A
356-U1459B-32F-2-A,137,145,153.97,154.05,partially lithified,,wackestone [E&K72; D62],2,,wackestone,hemipelagic,cream,,,,,,,,,"Partly lithified, cream wackestone. We note that there is more mud in this interval but it is coarse grained.",,,,356,U1459,B,32,F,2,A
356-U1459B-32F-3-A,0,14,154.1,154.24,partially lithified,,wackestone [E&K72; D62],2,,wackestone,hemipelagic,cream,,,,,,,,,"Slightly lithified, cream wackestone",,,,356,U1459,B,32,F,3,A
356-U1459B-32F-3-A,14,110,154.24,155.2,partially lithified,,packstone [E&K72; D62],3,with glauconite [2014],packstone with glauconite,hemipelagic,cream,,,,,,,,,"Partly lithified, cream packstone with slight disseminated glauconite",,,,356,U1459,B,32,F,3,A
356-U1459B-32F-4-A,0,67,155.2,155.87,unlithified [Leg194],,packstone [E&K72; D62],3,with glauconite [2014],packstone with glauconite,hemipelagic,light gray,,,,,,,,,"Unilithified, light gray packstone with slight disseminated glauonite",,,,356,U1459,B,32,F,4,A
356-U1459B-32F-CC-A,0,10,155.87,155.97,unlithified [Leg194],,packstone [E&K72; D62],3,with glauconite [2014],packstone with glauconite,hemipelagic,light gray,,,,,,,,,"Unlithified and/or slightly lithified, light gray packstone with slight disseminated glauconite",,,,356,U1459,B,32,F,CC,A
356-U1459B-33F-1-A,0,150,155.8,157.3,partially lithified,,packstone [E&K72; D62],3,with glauconite [2014],packstone with glauconite,hemipelagic,light gray,,,,,,,,,"Partly lithified, light gray, packstone with slight disseminated glauconite. Faint color banding cream and light gray from 80 to base of Section. Bands are 5 cm thick but very faint.",,,,356,U1459,B,33,F,1,A
356-U1459B-33F-2-A,0,9,157.3,157.39,,,,,,,,,,,,,,,,,Void,,,,356,U1459,B,33,F,2,A
356-U1459B-33F-2-A,9,48,157.39,157.78,partially lithified,,packstone [E&K72; D62],3,with glauconite [2014],packstone with glauconite,hemipelagic,light gray,,,,,,,,,"Partly lithified, light gray, packstone with slight disseminated glauconite",,,,356,U1459,B,33,F,2,A
356-U1459B-33F-2-A,48,51,157.78,157.81,lithified [B84],,grainstone [E&K72; D62],4,,grainstone,hemipelagic,light gray,foraminifera,,,,,,,,"Lithified, light gray grainstone with glauconite. Dark band within cemented interval has higher concentration of glauconite. Contains benthic forams and traces of bivalevs",,,,356,U1459,B,33,F,2,A
356-U1459B-33F-2-A,48,51,157.78,157.81,,,,,,,,,bivalve,,,,,,,,,,,,356,U1459,B,33,F,2,A
356-U1459B-33F-2-A,51,74,157.81,158.04,partially lithified,,packstone [E&K72; D62],3,with glauconite [2014],packstone with glauconite,hemipelagic,light gray,,,,,,,,,"Partly lithified, light gray, packstone with slight disseminated glauconite",,,,356,U1459,B,33,F,2,A
356-U1459B-33F-2-A,74,77,158.04,158.07,lithified [B84],,grainstone [E&K72; D62],4,,grainstone,hemipelagic,light gray,foraminifera,,,,,,,,"Lithified, light gray grainstone with glauconite. Dark band within cemented interval has higher concentration of glauconite. Contains benthic forams and traces of bivales",,,,356,U1459,B,33,F,2,A
356-U1459B-33F-2-A,74,77,158.04,158.07,,,,,,,,,bivalve,,,,,,,,,,,,356,U1459,B,33,F,2,A
356-U1459B-33F-2-A,77,150,158.07,158.8,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,cream,,,,,,,,,"Unlithified, cream, wackestone. Contains mud.",,,,356,U1459,B,33,F,2,A
356-U1459B-33F-3-A,0,109,158.8,159.89,partially lithified,,packstone [E&K72; D62],3,with glauconite [2014],packstone with glauconite,hemipelagic,light gray,,,,,,,,,"Partly lithified with intervals (~5 cm tick) of lithified sediment. Four more lithified intervals at: 12-15 cm, 40-43 cm, 49-52 cm, 72-75 cm",,,,356,U1459,B,33,F,3,A
356-U1459B-33F-4-A,0,54,159.89,160.43,partially lithified,,packstone [E&K72; D62],3,with glauconite [2014],packstone with glauconite,hemipelagic,cream,,,,,,,,,"Partly lithified, cream packstone with rare disseminated glauconite",,,,356,U1459,B,33,F,4,A
356-U1459B-33F-CC-A,0,12,160.43,160.55,partially lithified,,grainstone [E&K72; D62],4,with glauconite [2014],grainstone with glauconite,hemipelagic,light bluish gray,,,,,,,,,"Partly lithified, light gray, grainstone. Possibly lost mud with water during coring. Therefore the change in lithology",,,,356,U1459,B,33,F,CC,A
356-U1459B-34F-1-A,0,150,160.5,162.0,partially lithified,,grainstone [E&K72; D62],4,with glauconite [2014],grainstone with glauconite,hemipelagic,light gray,,,,,,,,,"Partly lithified, light gray grainstone with rare disseminated glauconite",,,,356,U1459,B,34,F,1,A
356-U1459B-34F-2-A,0,145,162.0,163.45,unlithified [Leg194],,grainstone [E&K72; D62],4,with glauconite [2014],grainstone with glauconite,hemipelagic,light gray,,,,,,,,,"Unlithified to partly lithified, light gray, grainstone with rare disseminated glauconite. The Sectin was soupy and there is a possibility of mixing.",,,,356,U1459,B,34,F,2,A
356-U1459B-34F-3-A,0,110,163.5,164.6,unlithified [Leg194],,grainstone [E&K72; D62],4,with glauconite [2014],grainstone with glauconite,hemipelagic,light gray,,,,,,,,,"Unlithified to partly lithified (in some intervals), light gray grainstone with rare disseminated glauconite. Soupy and the possibility of mixing within the Section.",,,,356,U1459,B,34,F,3,A
356-U1459B-34F-4-A,0,48,164.6,165.08,unlithified [Leg194],,grainstone [E&K72; D62],4,with glauconite [2014],grainstone with glauconite,hemipelagic,light gray,,,,,,,,,"Unlithified, light gray grainstone with rare disseminated glauconite. This Section as the three precious could have undergone mixing and compacation due to water content in the coring process.",,,,356,U1459,B,34,F,4,A
356-U1459B-34F-CC-A,0,13,165.08,165.21,unlithified [Leg194],,grainstone [E&K72; D62],4,with glauconite [2014],grainstone with glauconite,hemipelagic,light gray,,,,,,,,,"Unlithified to partly lithified, light gray grainstone. Disturbed during coring",,,,356,U1459,B,34,F,CC,A
356-U1459B-35F-1-A,0,150,165.2,166.7,unlithified [Leg194],,grainstone [E&K72; D62],4,with glauconite [2014],grainstone with glauconite,hemipelagic,light gray,,,,,,,,,"Unlithified, light gray grainstone with rare diseminated glauconite. Likely disturbed due to water content (mixing and compaction.",,,,356,U1459,B,35,F,1,A
356-U1459B-35F-2-A,0,150,166.7,168.2,partially lithified,,grainstone [E&K72; D62],4,with glauconite [2014],grainstone with glauconite,hemipelagic,light gray,,,,,,,,,"Unlithified to partially lithified, light gray grainstone with rare disseminated glauconite",,,,356,U1459,B,35,F,2,A
356-U1459B-35F-3-A,0,152,168.2,169.72,unlithified [Leg194],,grainstone [E&K72; D62],4,with glauconite [2014],grainstone with glauconite,hemipelagic,light gray,,,,,,,,,"unlithified, light gray, grainstone with rare disseminated glauconite.",,,,356,U1459,B,35,F,3,A
356-U1459B-35F-CC-A,0,15,169.72,169.87,unlithified [Leg194],,grainstone [E&K72; D62],4,with glauconite [2014],grainstone with glauconite,hemipelagic,light gray,,,,,,,,,"Unlithified, light gray, grainstone with rare disseminated glauconite",,,,356,U1459,B,35,F,CC,A
356-U1459B-36F-1-A,0,150,169.9,171.4,unlithified [Leg194],,grainstone [E&K72; D62],4,with glauconite [2014],grainstone with glauconite,hemipelagic,creamy gray,,,,,,,,,"Unlithified, creamy gray grainstone with rare disseminated glauconite. Glauconite grains are small. It is possible that the Section was mixed sue to water content during coring operations",,,,356,U1459,B,36,F,1,A
356-U1459B-36F-2-A,0,145,171.4,172.85,unlithified [Leg194],,grainstone [E&K72; D62],4,with glauconite [2014],grainstone with glauconite,hemipelagic,creamy gray,,,,,,,,,"Unlithified, creamy gray, grainstone with disseminated glauconite.",,,,356,U1459,B,36,F,2,A
356-U1459B-36F-3-A,0,78,172.9,173.68,unlithified [Leg194],,grainstone [E&K72; D62],4,with glauconite [2014],grainstone with glauconite,hemipelagic,light gray,,,,,,,,,"Unlithified and moderately compacted, light gray, grainstone. Moderate disseminated glauconite. It also contains mud.",,,,356,U1459,B,36,F,3,A
356-U1459B-36F-CC-A,0,6,173.68,173.74,unlithified [Leg194],,grainstone [E&K72; D62],4,,grainstone,hemipelagic,creamy gray,,,,,,,,,"Unlithified but compacted, creamy gray, grainstone with moderate disseminated glauconite.",,,,356,U1459,B,36,F,CC,A
356-U1459B-37F-1-A,0,150,174.6,176.1,unlithified [Leg194],,packstone [E&K72; D62],3,with glauconite [2014],packstone with glauconite,hemipelagic,creamy gray,,,,,,,,,"Unlithified, creamy gray, packstone with moderate disseminated glauconite. It contains mud (moderate). Moderately compacted due to coring process and water extrusion",,,,356,U1459,B,37,F,1,A
356-U1459B-37F-2-A,0,150,176.1,177.6,unlithified [Leg194],,packstone [E&K72; D62],3,with glauconite [2014],packstone with glauconite,hemipelagic,creamy gray,,,,,,,,,"Unlithified, but compacted, creamy gray, grainstone with rare disseminated glauconite. It contains mud (moderate). Compaction is likely due to coring process and extrusion of water.",,,,356,U1459,B,37,F,2,A
356-U1459B-37F-3-A,0,110,177.6,178.7,unlithified [Leg194],,packstone [E&K72; D62],3,with glauconite [2014],packstone with glauconite,hemipelagic,creamy gray,,,,,,,,,"Unlithified, but compacted, creamy gray to light brown, grainstone with disseminated glauconite. It contains moderate clay. Compaction could be due to coring process and extrusion of water. The packstone is a very well sorted and fine-grained sand",,,,356,U1459,B,37,F,3,A
356-U1459B-37F-4-A,0,63,178.7,179.33,unlithified [Leg194],,packstone [E&K72; D62],3,with glauconite [2014],packstone with glauconite,hemipelagic,creamy gray,,,,,,,,,"Unlithified, but compacted, creamy gray to light brown, packstone with disseminated glauconite (moderate). The glauconite grains are very small. The Section also contains moderate mud. Compaction can also be due to coring process and removal of water.",,,,356,U1459,B,37,F,4,A
356-U1459B-37F-CC-A,0,17,179.33,179.5,unlithified [Leg194],,packstone [E&K72; D62],3,with glauconite [2014],packstone with glauconite,hemipelagic,creamy gray,,,,,,,,,"Unlithified, but compacted, creamy gray to light brown, packstone with moderate, disseminated glauconite. Glauconite grains are very small. It also contains moderate mud. Compaction due to coring process",,,,356,U1459,B,37,F,CC,A
356-U1459B-38F-1-A,0,150,179.3,180.8,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,light brown,,,,,,,,,"Unlithified, but compacted. Light brown, grading into darker grayish brown through Sections 1, 2, 3 and 4, packstone with dolomite. It contains moderate mud.",,,,356,U1459,B,38,F,1,A
356-U1459B-38F-2-A,0,150,180.8,182.3,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,light brown,,,,,,,,,"Unlithified, light brown grading into brown through Sections 1, 2, 3 and 4. Packstone with dolomite.",,,,356,U1459,B,38,F,2,A
356-U1459B-38F-3-A,0,105,182.3,183.35,unlithified [Leg194],dolomitic,packstone [E&K72; D62],3,,dolomitic packstone,hemipelagic,light brown,,,,,,,,,"Unlithified, but compacted. Light brown grading into dark brown through Sections 1, 2, 3 and 4. Dolomitic packstone.",,,,356,U1459,B,38,F,3,A
356-U1459B-38F-4-A,0,54,183.4,183.94,unlithified [Leg194],dolomitic,packstone [E&K72; D62],3,,dolomitic packstone,hemipelagic,light brown,,,,,,,,,"Unlithified but compacted dolomitic packstone. Light brown grading into brown through Sections 1, 2, 3, and 4. It has rare mud.",,,,356,U1459,B,38,F,4,A
356-U1459B-38F-CC-A,0,11,183.94,184.05,unlithified [Leg194],dolomitic,packstone [E&K72; D62],3,,dolomitic packstone,hemipelagic,dark brown,,,,,,,,,"Unlithified but compacted, brown, dolomitic packstone",,,,356,U1459,B,38,F,CC,A
356-U1459B-39F-1-A,0,150,184.0,185.5,unlithified [Leg194],dolomitic,packstone [E&K72; D62],3,,dolomitic packstone,hemipelagic,brown,,,,,,,,,"Unlithified and partially lithified, greenish brown, dolomitic packstone. Small carbonate, unidentified grains. Maybe due to contamination along the margins of the liner.",,,,356,U1459,B,39,F,1,A
356-U1459B-39F-2-A,0,123,185.5,186.73,unlithified [Leg194],dolomitic,packstone [E&K72; D62],3,,dolomitic packstone,hemipelagic,dark brown,,,,,,,,,"Unlithified and partly lithified, compacted, dolomitic packstone. The color is dark greenish brown",,,,356,U1459,B,39,F,2,A
356-U1459B-39F-CC-A,0,14,186.73,186.87,unlithified [Leg194],dolomitic,packstone [E&K72; D62],3,,dolomitic packstone,hemipelagic,brown,,,,,,,,,Unilthified and partially lithified and compacted dolomitic packstone. It is greenish brown.,,,,356,U1459,B,39,F,CC,A
356-U1459B-40F-1-A,0,97,188.7,189.67,unlithified [Leg194],quartz rich,sandstone [USGS],,,quartz rich sandstone,hemipelagic,dark grayish green,,,,,,,,,"Unlithified, quartz rich sandstone, dark grayish green. (Fine-grained, very well sorted sand)",,,,356,U1459,B,40,F,1,A
356-U1459B-40F-1-A,97,101,189.67,189.71,unlithified [Leg194],,grainstone [E&K72; D62],4,,grainstone,hemipelagic,beige,,,,,,,,,"Coarse sand and/or gravel size particles beige, light brown and hematite coated (to be identified)",,,,356,U1459,B,40,F,1,A
356-U1459B-40F-2-A,0,3,189.71,189.74,unlithified [Leg194],quartz rich,sandstone [USGS],,,quartz rich sandstone,neritic,light greenish gray,bivalve,,,,,,,,"Fine grained, very well sorted, light brown, greenish gray quartz rich sand containing gravel size grains: white, light brown and hematite rich particles). They are being id. Contains bivalves and sponge spicules",,,,356,U1459,B,40,F,2,A
356-U1459B-40F-2-A,0,3,189.71,189.74,,,,,,,,,Sponge spicules N/A,,,,,,,,,,,,356,U1459,B,40,F,2,A
356-U1459B-40F-2-A,3,10,189.74,189.81,unlithified [Leg194],,sandstone [USGS],,,sandstone,neritic,creamy gray,,,concretion [BJ80],,,,,,"Creamy gray concretion in the light brown, greenish gray, quartz rich sand",,,,356,U1459,B,40,F,2,A
356-U1459B-40F-2-A,10,75,189.81,190.46,unlithified [Leg194],quartz rich,sandstone [USGS],,,quartz rich sandstone,neritic,light greenish gray,bivalve,,,,,,,,"Light, brownish, greenish gray, fine grained, well-sorted, quartz rich sand with gravel towards the base of the Section. Contains bivalves and sponge spicules. Partly lithified in the lower 5 cm (70-75 cm)",,,,356,U1459,B,40,F,2,A
356-U1459B-40F-2-A,10,75,189.81,190.46,,,,,,,,,Sponge spicules N/A,,,,,,,,,,,,356,U1459,B,40,F,2,A
356-U1459B-40F-CC-A,0,7,190.46,190.53,partially lithified,quartz rich,sandstone [USGS],,,quartz rich sandstone,neritic,light greenish gray,bivalve,,,,,,,,"Partly lithified, fine-grained, very well-sorted, quartz-rich sandstone. It contains gravel particles (brownish, cream and hematite coated) and bivalves, and sponge spicules. Particles being ID",,,,356,U1459,B,40,F,CC,A
356-U1459B-40F-CC-A,0,12,190.46,190.58,,,,,,,,,Sponge spicules N/A,,,,,,,,,,,,356,U1459,B,40,F,CC,A
356-U1459B-41F-1-A,0,13,193.4,193.53,unlithified [Leg194],,sandstone [USGS],,,sandstone,neritic,light greenish gray,bivalve,,,,,,,,"Unlithified, mixed gravel with beige, gray, hematite coated grains (to be ID) and shell fragments (bivalve.",,,,356,U1459,B,41,F,1,A
356-U1459B-41F-1-A,13,150,193.53,194.9,unlithified [Leg194],,grainstone [E&K72; D62],4,with glauconite [2014],grainstone with glauconite,hemipelagic,light gray,,,,,,,,,"Unlithified, light gray, grainstone with glauconite",,,,356,U1459,B,41,F,1,A
356-U1459B-41F-2-A,0,145,194.9,196.35,unlithified [Leg194],,grainstone [E&K72; D62],4,with glauconite [2014],grainstone with glauconite,hemipelagic,light gray,,,,,,,,,"Unlithified, light gray, grainstone with glauconite",,,,356,U1459,B,41,F,2,A
356-U1459B-41F-3-A,0,101,196.4,197.41,unlithified [Leg194],,grainstone [E&K72; D62],4,with glauconite [2014],grainstone with glauconite,hemipelagic,light gray,,,,,,,,,"Unlithified, light gray grainstone with dolomite",,,,356,U1459,B,41,F,3,A
356-U1459B-41F-4-A,0,53,197.41,197.94,unlithified [Leg194],,grainstone [E&K72; D62],4,with glauconite [2014],grainstone with glauconite,hemipelagic,light gray,,,,,,,,,"unlithified, light gray grainstone with glauconite",,,,356,U1459,B,41,F,4,A
356-U1459B-41F-CC-A,0,8,197.94,198.02,unlithified [Leg194],,grainstone [E&K72; D62],4,with glauconite [2014],grainstone with glauconite,hemipelagic,light gray,,,,,,,,,To paleo but same grainstone lithology,,,,356,U1459,B,41,F,CC,A
356-U1459B-42F-1-A,0,113,198.1,199.23,unlithified [Leg194],,grainstone [E&K72; D62],4,,grainstone,hemipelagic,light gray,,,,,,,,,"Unlithified, light gray packstone. No visible fossils",,,,356,U1459,B,42,F,1,A
356-U1459B-42F-2-A,0,100,199.23,200.23,unlithified [Leg194],,grainstone [E&K72; D62],4,,grainstone,hemipelagic,light gray,,,,,,,,,"Unlithified, light gray grainstone. (very fine grained and well-sorted sand-size sediment)",,,,356,U1459,B,42,F,2,A
356-U1459B-42F-3-A,0,71,200.23,200.94,unlithified [Leg194],,grainstone [E&K72; D62],4,,grainstone,hemipelagic,light gray,,,,,,,,,"Unlithified, light gray, grainstone",,,,356,U1459,B,42,F,3,A
356-U1459B-42F-CC-A,0,20,200.94,201.14,unlithified [Leg194],,grainstone [E&K72; D62],4,,grainstone,hemipelagic,light gray,,,,,,,,,"Unlithified,light gray grainstone",,,,356,U1459,B,42,F,CC,A
356-U1459B-42F-CC-A,0,25,200.94,201.19,,,,,,,,,,,,,,,,,"Unlithified, light gray grainstone",,,,356,U1459,B,42,F,CC,A
356-U1459B-43F-1-A,0,53,202.8,203.33,unlithified [Leg194],dolomitic,grainstone [E&K72; D62],4,,dolomitic grainstone,neritic,brown,,,,,,,,,"Unlithified, dolomitic, brown grainstone",,,,356,U1459,B,43,F,1,A
356-U1459B-43F-2-A,0,12,203.33,203.45,unlithified [Leg194],dolomitic,packstone [E&K72; D62],3,,dolomitic packstone,neritic,brown,,,,,,,,,"Unlithified, brown, dolomitic packstone",,,,356,U1459,B,43,F,2,A
356-U1459B-43F-2-A,12,28,203.45,203.61,unlithified [Leg194],dolomitic,packstone [E&K72; D62],3,,dolomitic packstone,neritic,brown,bivalve,,,,,,,,"Gravel bed within the dolomitic packstone containing: bivalves, echinoderms and hematite covered particles.",,,,356,U1459,B,43,F,2,A
356-U1459B-43F-2-A,12,28,203.45,203.61,,,,,,,,,echinoderm,,,,,,,,,,,,356,U1459,B,43,F,2,A
356-U1459B-43F-2-A,28,148,203.61,204.81,unlithified [Leg194],dolomitic,packstone [E&K72; D62],3,,dolomitic packstone,neritic,brown,,,,,,,,,"Unlithified, brown. dolomitic packstone",,,,356,U1459,B,43,F,2,A
356-U1459B-44F-1-A,0,60,207.5,208.1,unlithified [Leg194],,grainstone [E&K72; D62],4,,grainstone,neritic,light gray,,,,,,,,,"Unlithified, light gray, grainstone.",,,,356,U1459,B,44,F,1,A
356-U1459B-44F-2-A,0,27,208.1,208.37,unlithified [Leg194],quartz rich,grainstone [E&K72; D62],4,,quartz rich grainstone,neritic,light gray,,,,,,,,,"Unlithified, light gray,quartz rich grainstone",,,,356,U1459,B,44,F,2,A
356-U1459B-44F-2-A,27,44,208.37,208.54,unlithified [Leg194],skeletal,grainstone [E&K72; D62],4,with quartz,skeletal grainstone with quartz,neritic,cream,bivalve,,,,,,sharp,sub-horizontal,"Unlithified, skeletal, gravel sized grainstone containing bivalves, gastropods and sea urchin spines. Cream to light gray. Gravel sized grains range at ~ 2mm in size",,,,356,U1459,B,44,F,2,A
356-U1459B-44F-2-A,27,44,208.37,208.54,,,,,,,,,echinoderm,,,,,,,,,,,,356,U1459,B,44,F,2,A
356-U1459B-44F-2-A,27,44,208.37,208.54,,,,,,,,,gastropod,,,,,,,,,,,,356,U1459,B,44,F,2,A
356-U1459B-44F-2-A,44,49,208.54,208.59,unlithified [Leg194],quartz rich,grainstone [E&K72; D62],4,,quartz rich grainstone,neritic,light gray,,,,,,,,,"Unlithified, light gray,quartz rich grainstone",,,,356,U1459,B,44,F,2,A
356-U1459B-44F-2-A,49,77,208.59,208.87,unlithified [Leg194],skeletal,grainstone [E&K72; D62],4,with quartz,skeletal grainstone with quartz,neritic,cream,echinoderm,,,,,,sharp,sub-horizontal,"Unlithified, skeletal, gravel sized grainstone containing bivalves, gastropods and sea urchin spines. Cream to light gray. Gravel sized grains range at ~ 2mm in size. Few partly lithified grains",,,,356,U1459,B,44,F,2,A
356-U1459B-44F-2-A,49,77,208.59,208.87,,,,,,,,,bivalve,,,,,,,,,,,,356,U1459,B,44,F,2,A
356-U1459B-44F-2-A,49,77,208.59,208.87,,,,,,,,,gastropod,,,,,,,,,,,,356,U1459,B,44,F,2,A
356-U1459B-44F-2-A,77,111,208.87,209.21,partially lithified,quartz rich,grainstone [E&K72; D62],4,,quartz rich grainstone,neritic,dark gray,,,,,,,,,"Partly lithified, dark gray grainstone. No obvious fossils",,,,356,U1459,B,44,F,2,A
356-U1459B-44F-3-A,0,55,209.21,209.76,unlithified [Leg194],quartz rich,grainstone [E&K72; D62],4,,quartz rich grainstone,neritic,light gray,,,,,,,,,"Partly lithified to unlithified, light gray, quartz-rich grainstone",,,,356,U1459,B,44,F,3,A
356-U1459B-46F-1-A,0,62,216.9,217.52,unlithified [Leg194],dolomitic,grainstone [E&K72; D62],4,,dolomitic grainstone,neritic,dark brown,,,,,,,wavy,sub-horizontal,"Unlithified to partly lithified, dark brown dolomitic grainstone",,,,356,U1459,B,46,F,1,A
356-U1459B-46F-1-A,62,78,217.52,217.68,unlithified [Leg194],skeletal,grainstone [E&K72; D62],4,,skeletal grainstone,neritic,cream,bivalve,,,,,,,,"Unlithified, skeletal grainstone, containing gravel size, cream to light gray in color bivalve fragments, benthic forams,",,,,356,U1459,B,46,F,1,A
356-U1459B-46F-1-A,62,78,217.52,217.68,,,,,,,,,foraminifera,,,,,,,,,,,,356,U1459,B,46,F,1,A
356-U1459B-46F-1-A,78,116,217.68,218.06,partially lithified,dolomitic,grainstone [E&K72; D62],4,,dolomitic grainstone,neritic,dark brown,,,,,,,,,"Partly lithified, dark brown dolomitic grainstone",,,,356,U1459,B,46,F,1,A
356-U1459B-46F-2-A,0,71,218.06,218.77,partially lithified,dolomitic,grainstone [E&K72; D62],4,,dolomitic grainstone,neritic,dark brown,,,,,,,,,"Partly lithified, dark brown, dolomitic grainstone",,,,356,U1459,B,46,F,2,A
356-U1459B-46F-CC-A,0,12,218.77,218.89,partially lithified,dolomitic,grainstone [E&K72; D62],4,,dolomitic grainstone,neritic,dark brown,,,,,,,,,"Partly lithified, dark brown, dolomitic grainstone",,,,356,U1459,B,46,F,CC,A
356-U1459B-47X-CC-A,0,6,218.9,218.96,,,,,,,,,,,,,,,,,sample to paleo,,,,356,U1459,B,47,X,CC,A
356-U1459B-47X-CC-A,6,21,218.96,219.11,partially lithified,dolomitic,grainstone [E&K72; D62],4,,dolomitic grainstone,neritic,dark brown,,,,,,,,,"Partly lithified, dark brown, dolomitic grainstone.",,,,356,U1459,B,47,X,CC,A
356-U1459B-47X-CC-A,21,23,219.11,219.13,partially lithified,,mudstone [E&K72; D62],1,,mudstone,neritic,light gray,,parallel lamination,,,,,sharp,inclined,"Partly lithified, light gray micrite mudstone, sharp, inclined contact with the homogeneous mudstone beneath. The bed contains parallel laminae",,,,356,U1459,B,47,X,CC,A
356-U1459B-47X-CC-A,23,25,219.13,219.15,lithified [B84],dolomitic,grainstone [E&K72; D62],4,,dolomitic grainstone,neritic,dark gray,,,,,,,,,"Lithified, light gray, dolomitic grainstone",,,,356,U1459,B,47,X,CC,A
356-U1459B-47X-CC-A,25,28,219.15,219.18,partially lithified,,mudstone [E&K72; D62],1,,mudstone,neritic,light gray,,parallel lamination,,,,,sharp,sub-horizontal,"Partly lithified, light gray micrite mudstone. It contains parallel laminations and the basal contact is sharp and sub-horizontal",,,,356,U1459,B,47,X,CC,A
356-U1459B-47X-CC-A,28,35,219.18,219.25,partially lithified,,mudstone [E&K72; D62],1,,mudstone,neritic,light gray,,,,,,,,,"Partly lithified, light gray micrite mudstone rubble from the bed above",,,,356,U1459,B,47,X,CC,A
356-U1459B-49X-CC-A,0,10,228.9,229.0,lithified [B84],,grainstone [E&K72; D62],4,,grainstone,hemipelagic,creamy gray,,,,,,,,,"Lithified, creamy gray grainstone",,,,356,U1459,B,49,X,CC,A
356-U1459B-50X-CC-A,0,12,232.9,233.02,lithified [B84],,grainstone [E&K72; D62],4,,grainstone,hemipelagic,light gray,,,,,,,,,"Lithified, light gray grainstone",,,,356,U1459,B,50,X,CC,A
