Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithification,MAJ Lith. Prefix,MAJ Lith. Principal name,Texture Rank,MAJ Lith. Suffix,MAJ Lith. prefix+name+suffix [read only],"FACIES (neritic, hemipelagic, pelagic)",MAJ lith color (simple),Fossil,Sedimentary structure,Diagenetic structure,Layer or bedding thickness,Bioturbation intensity,Bioturbation intensity rank [read only],Bottom contact or boundary definition,Bottom contact or boundary attitude,General interval comment,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W
356-U1459B-4F-2-A,0,82,28.7,29.52,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,beige,bivalve,,,,,,,,"Unlithified, beige, packstone with rare gastropods, a bivalve fragment at 78-79 cm. The main lithology is either coarse silt or v.f. sand",,,,356,U1459,B,4,F,2,A
356-U1459B-4F-2-A,0,82,28.7,29.52,,,,,,,,,gastropod,,,,,,,,,,,,356,U1459,B,4,F,2,A
356-U1459B-4F-2-A,82,121,29.52,29.91,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,creamy gray,bivalve,,,,,,,,"Transition zone between packstone and grainstone mainly noticed by changes in grain size and a mixture of color. The packstone above is beige, the grainstone below is cream. It is also a zone of bioturbation. Gastropods, clams and urchin spines are present in this transition zone.",,,,356,U1459,B,4,F,2,A
356-U1459B-4F-2-A,82,121,29.52,29.91,,,,,,,,,echinoderm,,,,,,,,,,,,356,U1459,B,4,F,2,A
356-U1459B-4F-2-A,82,121,29.52,29.91,,,,,,,,,gastropod,,,,,,,,,,,,356,U1459,B,4,F,2,A
356-U1459B-4F-2-A,121,150,29.91,30.2,partially lithified,,grainstone [E&K72; D62],4,,grainstone,hemipelagic,cream,bivalve,,,,,,,,"Increasing lithtification, quite litthified in the bottom also containing grains of glauconite. Rare shell fragments",,,,356,U1459,B,4,F,2,A
356-U1459B-4F-3-A,0,119,30.2,31.39,partially lithified,,grainstone [E&K72; D62],4,,grainstone,hemipelagic,cream,bryozoa,,,,,,,,"Very fine grained, partially lithtified, cream, grainstone. Bryozoan fragment Rare scattered glauconite pocket at 79-81 cm.",,,,356,U1459,B,4,F,3,A
356-U1459B-4F-CC-A,0,16,31.39,31.55,partially lithified,,grainstone [E&K72; D62],4,,grainstone,hemipelagic,cream,,,,,,,,,"Very fine grained, partly littified, cream, grainstone. No visible macrofossils",,,,356,U1459,B,4,F,CC,A
356-U1459B-5F-1-A,0,35,31.9,32.25,unlithified [Leg194],,grainstone [E&K72; D62],4,,grainstone,hemipelagic,beige,bivalve,,,,,,,,"The upper 35 cm are unlithified, beige, grainstone likely the result of caved-in material from the Hole. Fossils are composed of urchin spines, bivalves",,,,356,U1459,B,5,F,1,A
356-U1459B-5F-1-A,0,35,31.9,32.25,,,,,,,,,echinoderm,,,,,,,,"The upper 35 cm are unlithified, beige, grainstone likely the result of caved-in material from the Hole.",,,,356,U1459,B,5,F,1,A
356-U1459B-5F-1-A,35,52,32.25,32.42,unlithified [Leg194],,grainstone [E&K72; D62],4,,grainstone,hemipelagic,cream,bryozoa,,,,,,,,"Unlithified, very fine grainstone. Contains some of the cave in material. Rare bryozoan.",,,,356,U1459,B,5,F,1,A
356-U1459B-5F-2-A,0,145,32.42,33.87,unlithified [Leg194],,grainstone [E&K72; D62],4,,grainstone,hemipelagic,cream,bryozoa,,,,,,,,"Unlithified, cream, grainstone (coarser grained sand than Core 4F) with echinoderm fragments, bryozoans",,,,356,U1459,B,5,F,2,A
356-U1459B-5F-2-A,0,145,32.42,33.87,,,,,,,,,echinoderm,,,,,,,,"Unlithified, cream, grainstone with echinoderm fragments, bryozoans",,,,356,U1459,B,5,F,2,A
356-U1459B-5F-3-A,0,88,33.92,34.8,unlithified [Leg194],,grainstone [E&K72; D62],4,with glauconite [2014],grainstone with glauconite,hemipelagic,creamy gray,bryozoa,,,,,,,,"Unlithified, creamy gray, grainstone. It contains abundant glauconite and the sand is coarser grained in association with the glauconite intervals that are abundant in the Section. Possible bryozoan fragment and few unidentified fossil fragments.",,,,356,U1459,B,5,F,3,A
356-U1459B-6X-CC-A,0,4,34.8,34.84,lithified [B84],glauconite rich,grainstone [E&K72; D62],4,with bivalves,glauconite rich grainstone with bivalves,hemipelagic,gray,bryozoa,,,,,,,,"Lithified gray, glauconite-rich, grainstone with abundant bivalves. Fossils present include bryozoans, gastropods, and benthic foraminferas. It also contains cavities. Only the core catcher was recovered.",,,,356,U1459,B,6,X,CC,A
356-U1459B-6X-CC-A,0,4,34.8,34.84,,,,,,,,,bivalve,,,,,,,,"Lithified gray, glauconite-rich, grainstone with abundant bivalves. Fossils presents include bryozoans, gastropods, and benthic foraminfers. It also contains cavities. Only the core catcher was recovered.",,,,356,U1459,B,6,X,CC,A
356-U1459B-6X-CC-A,0,4,34.8,34.84,,,,,,,,,foraminifera,,,,,,,,,,,,356,U1459,B,6,X,CC,A
356-U1459B-6X-CC-A,0,4,34.8,34.84,,,,,,,,,gastropod,,,,,,,,,,,,356,U1459,B,6,X,CC,A
356-U1459B-7F-1-A,0,65,40.0,40.65,unlithified [Leg194],,grainstone [E&K72; D62],4,,grainstone,hemipelagic,gray,bivalve,,,,,,,,"The upper 65 cm are composed of unlithified grainstone (gravel size). But the material is caved-in from the Hole. Fossils include: urchin spines, bivalves, bryozoans,",,,,356,U1459,B,7,F,1,A
356-U1459B-7F-1-A,0,65,40.0,40.65,,,,,,,,,bryozoa,,,,,,,,,,,,356,U1459,B,7,F,1,A
356-U1459B-7F-1-A,0,65,40.0,40.65,,,,,,,,,echinoderm,,,,,,,,The upper 65 cm are composed of unlithified grainstone (gravel size). But the material is caved-in from the Hole.,,,,356,U1459,B,7,F,1,A
356-U1459B-7F-1-A,65,150,40.65,41.5,unlithified [Leg194],,grainstone [E&K72; D62],4,with glauconite [2014],grainstone with glauconite,hemipelagic,creamy gray,bivalve,,,,,,,,"Unlithified, creamy gray, grainstone with glauconite. Fossils include urchin spines, bivalves, bryozoan,",,,,356,U1459,B,7,F,1,A
356-U1459B-7F-1-A,65,150,40.65,41.5,,,,,,,,,bryozoa,,,,,,,,,,,,356,U1459,B,7,F,1,A
356-U1459B-7F-1-A,65,150,40.65,41.5,,,,,,,,,echinoderm,,,,,,,,,,,,356,U1459,B,7,F,1,A
356-U1459B-7F-2-A,0,150,41.5,43.0,partially lithified,glauconite rich,grainstone [E&K72; D62],4,,glauconite rich grainstone,hemipelagic,creamy gray,bryozoa,,,,,,,,"Partially lithified, creamy gray, glauconite rich grainstone. From 113 cm t o 150 cm the glauconite is less abundant forming bands rather than being disseminated within the sediment as in the upper 113 cm of the Section. It is also more cream rather than creamy gray. Fossils include bryozoan fragments and other unidentified fossils.",,,,356,U1459,B,7,F,2,A
356-U1459B-7F-3-A,0,110,43.0,44.1,unlithified [Leg194],,grainstone [E&K72; D62],4,with glauconite [2014],grainstone with glauconite,hemipelagic,cream,bryozoa,,,,,,,,"Unlithified, cream, grainstone. The glauconite exhibits a gradation to less abundance: the upper 45 cm contain bands of glauconite, several centimeters thick. The lower part of the Section contains scattered lenses of glauconite. A single bryozoan fragment is only microfossil.",,,,356,U1459,B,7,F,3,A
356-U1459B-7F-3-A,110,116,44.1,44.16,,,,,,,,,,,,,,,,,void,,,,356,U1459,B,7,F,3,A
356-U1459B-7F-CC-A,0,15,44.16,44.31,unlithified [Leg194],,grainstone [E&K72; D62],4,with glauconite [2014],grainstone with glauconite,hemipelagic,cream,,,,,,,,,"Unlithfied, cream, grainstone with glauconite. The glauconite is lesser in abundance than in the core top.",,,,356,U1459,B,7,F,CC,A
356-U1459B-8F-1-A,0,28,44.7,44.98,unlithified [Leg194],,grainstone [E&K72; D62],4,,grainstone,hemipelagic,gray,echinoderm,,,,,,,,"The upper 28 cm are unlithified, gray, gravel size grainstone. Sea urchin spines are quite abundant.",,,,356,U1459,B,8,F,1,A
356-U1459B-8F-1-A,28,150,44.98,46.2,unlithified [Leg194],glauconite rich,grainstone [E&K72; D62],4,,glauconite rich grainstone,hemipelagic,light greenish gray,,,,,,,,,"Unlithfied, light greenish gray, glauconite-rich grainstone. No visible fossils.",,,,356,U1459,B,8,F,1,A
356-U1459B-8F-2-A,0,16,46.2,46.36,unlithified [Leg194],glauconite rich,grainstone [E&K72; D62],4,,glauconite rich grainstone,hemipelagic,light greenish gray,,,,,,,wavy,inclined,"Unlithfied, light greenish gray, glauconite-rich grainstone. The basal contact is sharp and wavy.",,,,356,U1459,B,8,F,2,A
356-U1459B-8F-2-A,16,70,46.36,46.9,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,light brown,,,,,,,,,"Unlithified, light brown mudstone with patches of glauconite. No visible fossils. The lithology is fine sand with silt.",,,,356,U1459,B,8,F,2,A
356-U1459B-8F-2-A,70,94,46.9,47.14,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,cream,,,,,,,,,"Unlithfied, cream, mudstone, with more clay component than the interval above.",,,,356,U1459,B,8,F,2,A
356-U1459B-8F-2-A,94,122,47.14,47.42,unlithified [Leg194],,mudstone [E&K72; D62],1,with glauconite [2014],mudstone with glauconite,hemipelagic,light brown,,,,,,,sharp,sub-horizontal,"Unlithified, light brown, mudstone with glauconte. No visible fossils.",,,,356,U1459,B,8,F,2,A
356-U1459B-8F-2-A,122,151,47.42,47.71,unlithified [Leg194],,mudstone [E&K72; D62],1,with glauconite [2014],mudstone with glauconite,hemipelagic,cream,bryozoa,,,,,,,,"Unlithified, cream mudstone with the upper 4 cm enriched with glauconite. Visible fossils include: urchin spine and bryozoan.",,,,356,U1459,B,8,F,2,A
356-U1459B-8F-2-A,122,151,47.42,47.71,,,,,,,,,echinoderm,,,,,,,,,,,,356,U1459,B,8,F,2,A
356-U1459B-8F-3-A,0,105,47.71,48.76,unlithified [Leg194],,grainstone [E&K72; D62],4,with glauconite [2014],grainstone with glauconite,hemipelagic,creamy gray,echinoderm,,,,,,gradational,sub-horizontal,"Unlithified, creay gray, grainstone with glauconite. Few slightly lithified patches. Fossils: sand dollar, sea urchin spine.",,,,356,U1459,B,8,F,3,A
356-U1459B-8F-3-A,105,142,48.76,49.13,partially lithified,,grainstone [E&K72; D62],4,,grainstone,hemipelagic,cream,bryozoa,,,,,,,,"Slightly lithtified, cream grainstone with little glauconite. Rare bryozoan fragments.",,,,356,U1459,B,8,F,3,A
356-U1459B-9F-1-A,0,15,49.4,49.55,unlithified [Leg194],,grainstone [E&K72; D62],4,with glauconite [2014],grainstone with glauconite,hemipelagic,creamy gray,bryozoa,,,,,,,,"Unlithified, creamy gray, gravel size grainstone with glauconite. Fossils present inludeechinoderms, bryozoa",,,,356,U1459,B,9,F,1,A
356-U1459B-9F-1-A,0,15,49.4,49.55,,,,,,,,,echinoderm,,,,,,,,,,,,356,U1459,B,9,F,1,A
356-U1459B-9F-1-A,15,150,49.55,50.9,unlithified [Leg194],,grainstone [E&K72; D62],4,with glauconite [2014],grainstone with glauconite,hemipelagic,creamy gray,echinoderm,,,,,,,,"Unlithified, creamy gray, sand size grainstone with glauconite. There are patches of slightly lithified sediment especially towards the base of the Section. Sea urchin spines visible.",,,,356,U1459,B,9,F,1,A
356-U1459B-9F-2-A,0,104,50.9,51.94,unlithified [Leg194],,grainstone [E&K72; D62],4,with glauconite [2014],grainstone with glauconite,hemipelagic,creamy gray,,,,,,,,,"This Section is very soupy and highly disturbed during coring. Core 10X only recovered a core catcher with a cemented lithology. Unlithified, creamy gray, grainstone with glauconite. Patches of slightly lithified grainstone are scattered throughout the Section. No visible fossils.",,,,356,U1459,B,9,F,2,A
356-U1459B-9F-3-A,0,123,51.94,53.17,partially lithified,glauconite rich,grainstone [E&K72; D62],4,,glauconite rich grainstone,hemipelagic,light greenish gray,bryozoa,,,,,,,,"Partly lithified, likely fractured during coring, light greenish gray, glauconite-rich, grainstone. Fossils present are bivalves until the last 20 cm where bryozoans become abundant.",,,,356,U1459,B,9,F,3,A
356-U1459B-9F-3-A,0,123,51.94,53.17,,,,,,,,,bivalve,,,,,,,,,,,,356,U1459,B,9,F,3,A
356-U1459B-9F-CC-A,0,4,53.17,53.21,lithified [B84],glauconite rich,grainstone [E&K72; D62],4,,glauconite rich grainstone,hemipelagic,light greenish gray,foraminifera,,,,,,,,"Lithified and unlithified, light greenish gray, glauconite-rich grainstone. Abundant fragments of branching bryozoans and one benthic foram",,,,356,U1459,B,9,F,CC,A
356-U1459B-9F-CC-A,0,4,53.17,53.21,,,,,,,,,bryozoa,,,,,,,,,,,,356,U1459,B,9,F,CC,A
356-U1459B-9F-CC-A,4,14,53.21,53.31,unlithified [Leg194],glauconite rich,grainstone [E&K72; D62],4,,glauconite rich grainstone,hemipelagic,light greenish gray,,,,,,,,,Unlithified light greenish gray glauctonite-rich grainstone. Hemipelagic.,,,,356,U1459,B,9,F,CC,A
356-U1459B-10X-CC-A,0,5,53.5,53.55,lithified [B84],glauconite rich,grainstone [E&K72; D62],4,,glauconite rich grainstone,hemipelagic,dark greenish gray,bivalve,,,,,,,,"Only core catcher recovered, rest of core lost during coring operations. Lithified, dark greenish gray, glauconite-rich grainstone. Fossils present are: bivalves, bryozoan.",,,,356,U1459,B,10,X,CC,A
356-U1459B-10X-CC-A,0,5,53.5,53.55,,,,,,,,,bryozoa,,,,,,,,,,,,356,U1459,B,10,X,CC,A
356-U1459B-11F-1-A,0,50,55.0,55.5,unlithified [Leg194],,grainstone [E&K72; D62],4,with glauconite [2014],grainstone with glauconite,hemipelagic,creamy gray,echinoderm,,,,,,,,"The upper 50 cm are unlithified, creamy gray, grainstone with glauconite. Sand dollars (echinoderm fragments) are common.",,,,356,U1459,B,11,F,1,A
356-U1459B-11F-1-A,50,150,55.5,56.5,partially lithified,glauconite rich,grainstone [E&K72; D62],4,,glauconite rich grainstone,hemipelagic,creamy gray,bryozoa,,,,,,,,"From 50 to 150 cm creamy gray, grainstone with glauconite and glauconite rich grainstone. Interbedded in the grainstone are up to 5 cm thick cemented intervals fractured during coring and unlithified sediments. Echinoderm fragments sand dollars up to a few cm long), sea urchin spines, large bryozoans",,,,356,U1459,B,11,F,1,A
356-U1459B-11F-1-A,50,150,55.5,56.5,,,,,,,,,echinoderm,,,,,,,,,,,,356,U1459,B,11,F,1,A
356-U1459B-11F-2-A,0,150,56.5,58.0,partially lithified,glauconite rich,grainstone [E&K72; D62],4,,glauconite rich grainstone,hemipelagic,light greenish gray,,,,,,,,,"Partly to well lithified towards the base, light greenish gray, glauconite rich grainstone.",,,,356,U1459,B,11,F,2,A
356-U1459B-11F-3-A,0,129,58.0,59.29,partially lithified,glauconite rich,grainstone [E&K72; D62],4,,glauconite rich grainstone,hemipelagic,light greenish gray,,,,,,,,,"Slightly lithified and unlithified, light greenish gray, grainstone.",,,,356,U1459,B,11,F,3,A
356-U1459B-12F-1-A,0,23,59.7,59.93,unlithified [Leg194],glauconite rich,grainstone [E&K72; D62],4,,glauconite rich grainstone,hemipelagic,light greenish gray,bivalve,,,,,,,,"The upper 23 cm are unlithified, light greeneish gray, gravel size, glauconite rich grainstone. Fragments of hematite, sand dollars, urchin spines, bryozoan and bivalves",,,,356,U1459,B,12,F,1,A
356-U1459B-12F-1-A,0,23,59.7,59.93,,,,,,,,,bryozoa,,,,,,,,,,,,356,U1459,B,12,F,1,A
356-U1459B-12F-1-A,0,23,59.7,59.93,,,,,,,,,echinoderm,,,,,,,,,,,,356,U1459,B,12,F,1,A
356-U1459B-12F-1-A,23,73,59.93,60.43,partially lithified,glauconite rich,grainstone [E&K72; D62],4,,glauconite rich grainstone,hemipelagic,light greenish gray,echinoderm,,,,,,,,"Partly lithified, light greenish gray, glauconite rich, grainstone. Rare bivalves, sand dollar fragments",,,,356,U1459,B,12,F,1,A
356-U1459B-12F-1-A,23,73,59.93,60.43,,,,,,,,,bivalve,,,,,,,,,,,,356,U1459,B,12,F,1,A
356-U1459B-12F-1-A,73,92,60.43,60.62,lithified [B84],,grainstone [E&K72; D62],4,with glauconite [2014],grainstone with glauconite,hemipelagic,cream,gastropod,,,,,,,,"Lithified, cream grainstone with glauconite. Contains rounded cavities probably due to bioerosion and dissolution. Thin section taken from this section. Well-preserved- 3 cm long gastropod.",,,,356,U1459,B,12,F,1,A
356-U1459B-12F-1-A,92,112,60.62,60.82,partially lithified,glauconite rich,grainstone [E&K72; D62],4,,glauconite rich grainstone,hemipelagic,light greenish gray,,,,,,,,,"Partly lithified, light greenish gray, glauconite rich, grainstone",,,,356,U1459,B,12,F,1,A
356-U1459B-12F-1-A,112,150,60.82,61.2,unlithified [Leg194],,grainstone [E&K72; D62],4,,grainstone,hemipelagic,cream,,,,,,,,,"Partly to non-lithified (from top to bottom), cream, grainstone",,,,356,U1459,B,12,F,1,A
356-U1459B-12F-2-A,0,77,61.2,61.97,partially lithified,,grainstone [E&K72; D62],4,,grainstone,hemipelagic,creamy gray,bivalve,,,,,,,,"Partly lithified and unlithified intervals. The unlithified intervals are glauconite rich. The partly lithified intervals contain a mold of possibly a solitary coral, a few cm's long, very-well preserved. Also present are bivalves. This suggests that there was solution of the aragonite, corals, but not the bivalves. .Present in the unlithified sediment are urchins.",,,,356,U1459,B,12,F,2,A
356-U1459B-12F-2-A,0,77,61.2,61.97,,,,,,,,,coral (solitary),,,,,,,,,,,,356,U1459,B,12,F,2,A
356-U1459B-12F-2-A,0,77,61.2,61.97,,,,,,,,,echinoderm,,,,,,,,,,,,356,U1459,B,12,F,2,A
356-U1459B-12F-2-A,77,150,61.97,62.7,partially lithified,,grainstone [E&K72; D62],4,,grainstone,hemipelagic,cream,,,,,,,,,"Partly lithified at top to unlithified at the base, cream, grainstone.",,,,356,U1459,B,12,F,2,A
356-U1459B-12F-3-A,0,130,62.7,64.0,unlithified [Leg194],,grainstone [E&K72; D62],4,with glauconite [2014],grainstone with glauconite,hemipelagic,light gray,bivalve,,,,,,,,"Unlithified to partly lithified, light gray grainstone with some glauconite. Tubes, bivalve shell fragments, branching bryozoans",,,,356,U1459,B,12,F,3,A
356-U1459B-12F-3-A,0,130,62.7,64.0,,,,,,,,,bryozoa,,,,,,,,,,,,356,U1459,B,12,F,3,A
356-U1459B-12F-CC-A,0,20,64.0,64.2,partially lithified,glauconite rich,grainstone [E&K72; D62],4,,glauconite rich grainstone,hemipelagic,dark greenish gray,,,,,,,,,"Partly lithtified, dark greenish gray, glauconite rich, granstone. It has been fractured during coring.",,,,356,U1459,B,12,F,CC,A
356-U1459B-13F-1-A,0,95,64.4,65.35,partially lithified,glauconite rich,grainstone [E&K72; D62],4,,glauconite rich grainstone,hemipelagic,dark greenish gray,bivalve,,,,,,,,"Partly lithified, fragmented, dark greenish gray, glauconite-rich grainstone. Gastropod and bivalve",,,,356,U1459,B,13,F,1,A
356-U1459B-13F-1-A,0,95,64.4,65.35,,,,,,,,,gastropod,,,,,,,,,,,,356,U1459,B,13,F,1,A
356-U1459B-13F-1-A,95,150,65.35,65.9,partially lithified,,grainstone [E&K72; D62],4,with glauconite [2014],grainstone with glauconite,hemipelagic,light brown,,,,,,,,,"Partly lithtified, fragmented, light brown grainstone with glauconite. No visible fossils",,,,356,U1459,B,13,F,1,A
356-U1459B-13F-2-A,0,50,65.9,66.4,partially lithified,,grainstone [E&K72; D62],4,,grainstone,hemipelagic,cream,,,,,,,,,"Partly lithified,cream grainstone",,,,356,U1459,B,13,F,2,A
356-U1459B-13F-2-A,50,111,66.4,67.01,partially lithified,,grainstone [E&K72; D62],4,with glauconite [2014],grainstone with glauconite,hemipelagic,creamy gray,,,,,,,,,"Partly lithtified, creamy green, grainstone with patches of glauconite",,,,356,U1459,B,13,F,2,A
356-U1459B-13F-2-A,111,150,67.01,67.4,partially lithified,,grainstone [E&K72; D62],4,,grainstone,hemipelagic,cream,echinoderm,,,,,,,,"Partly lithified to unlithified, cream, grainstone with one patch of glauconite at the base of the Section. One echinoderm spine.",,,,356,U1459,B,13,F,2,A
356-U1459B-13F-3-A,0,140,67.4,68.8,unlithified [Leg194],,grainstone [E&K72; D62],4,with glauconite [2014],grainstone with glauconite,hemipelagic,creamy gray,echinoderm,,,,,,,,"Unlithified with patches of partly lithified sediment, creamy gray, grainstone. Glauconite occurs in patches but it is not very abundant. Urchin plate",,,,356,U1459,B,13,F,3,A
356-U1459B-14F-1-A,0,150,69.1,70.6,unlithified [Leg194],,grainstone [E&K72; D62],4,,grainstone,hemipelagic,creamy gray,,,,,,,,,"Unlithified, creamy gray, grainstone, with rare patches of glauconite",,,,356,U1459,B,14,F,1,A
356-U1459B-14F-2-A,0,61,70.6,71.21,unlithified [Leg194],,grainstone [E&K72; D62],4,with glauconite [2014],grainstone with glauconite,hemipelagic,creamy gray,,,,,,,,,"Unlithified, creamy gray grainstone., with glauconite",,,,356,U1459,B,14,F,2,A
356-U1459B-14F-2-A,61,74,71.21,71.34,unlithified [Leg194],,grainstone [E&K72; D62],4,,grainstone,hemipelagic,light gray,,,,,,,,,"Unlithified, light gray grainstone with some small patches of cementation",,,,356,U1459,B,14,F,2,A
356-U1459B-14F-2-A,74,146,71.34,72.06,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,light brown,bryozoa,,,,,,,,"Unlithified, light brown, mudstone. A bryozoan fragment",,,,356,U1459,B,14,F,2,A
356-U1459B-14F-3-A,0,145,72.11,73.56,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,light brown,,,,,,,,,"Unlithified, light brown, mudstone.",,,,356,U1459,B,14,F,3,A
356-U1459B-15F-1-A,0,150,73.8,75.3,unlithified [Leg194],,mudstone [E&K72; D62],1,with clay [2014],mudstone with clay,hemipelagic,light brown,bivalve,,,,,,,,"Unlithified, light brown mudstone with clay. Slightly glauconitic towards the base of the Section. Bivalve fragment",,,,356,U1459,B,15,F,1,A
356-U1459B-15F-2-A,0,150,75.3,76.8,unlithified [Leg194],,mudstone [E&K72; D62],1,with glauconite [2014],mudstone with glauconite,hemipelagic,light brown,bivalve,,,,,,,,"Unlithified, light brown mudstone with clay and slightly glauconitic throughout the Section. Rare bivalve",,,,356,U1459,B,15,F,2,A
356-U1459B-15F-3-A,0,143,76.8,78.23,unlithified [Leg194],,grainstone [E&K72; D62],4,,grainstone,hemipelagic,cream,,,,,,,,,"Unlithified with zone of slight cementation (small nodules), cream grainstone, very lightly glauconitic",,,,356,U1459,B,15,F,3,A
356-U1459B-15F-CC-A,0,11,78.23,78.34,unlithified [Leg194],,grainstone [E&K72; D62],4,,grainstone,hemipelagic,creamy gray,,,,,,,,,"Unlithified, creamy gray, grainstone",,,,356,U1459,B,15,F,CC,A
356-U1459B-16F-1-A,0,150,78.5,80.0,unlithified [Leg194],,grainstone [E&K72; D62],4,,grainstone,hemipelagic,light gray,,,,,,,,,"Unlithified, light gray, grainstone, slightly glauconitic",,,,356,U1459,B,16,F,1,A
356-U1459B-16F-2-A,0,145,80.0,81.45,unlithified [Leg194],,grainstone [E&K72; D62],4,with glauconite [2014],grainstone with glauconite,hemipelagic,creamy gray,,,,,,,,,"Unlithified, cream gray, grainstone with glauconite",,,,356,U1459,B,16,F,2,A
356-U1459B-16F-3-A,0,56,81.5,82.06,unlithified [Leg194],,grainstone [E&K72; D62],4,with glauconite [2014],grainstone with glauconite,hemipelagic,light gray,,,,,,,,,"Unlithified, light gray, grainstone, with glauconite disseminated in the sediment",,,,356,U1459,B,16,F,3,A
356-U1459B-16F-3-A,56,73,82.06,82.23,unlithified [Leg194],,grainstone [E&K72; D62],4,,grainstone,hemipelagic,cream,,,,,,,,,"Unlithified, cream grainstone",,,,356,U1459,B,16,F,3,A
356-U1459B-16F-3-A,73,92,82.23,82.42,unlithified [Leg194],,grainstone [E&K72; D62],4,with glauconite [2014],grainstone with glauconite,hemipelagic,light gray,bivalve,,,,,,,,"Unlithified, light gray, grainstone, with glauconite (low abudnace). Intact clam with two valves.",,,,356,U1459,B,16,F,3,A
