Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology 1 prefix,Lithology 1 principal name,Lithology 1 suffix,LITH 1 prefix+name [read only],LITH 1 prefix+name+suffix [read only],LITH 1 abundance [%],LITH 1 color,LITH 1 lithification,LITH 1 ave. grain size class,LITH 1 ave. grain size rank [read only],LITH 1 max. grain size class,LITH 1 max. grain size rank [read only],LITH 1 grain sorting,LITH 1 Ash abundance name,LITH 1 Ash abundance rank (read only),LITH 1 comment,Bottom contact geometry,Bottom contact attitude,LITH 1 Layer or bedding thickness,LITH 1 Sedimentary structure,LITH 1 Bioturbation intensity,LITH 1 Bioturbation intensity rank [read only],LITH 1 Deformational structure,LITH 1 Deformational structure attitude,LITH 1 Diagenetic structure,LITH 1 Diagenetic constituent,LITH 1 Diagenetic constituent composition,Lithology 2 prefix,Lithology 2 principal name,Lithology 2 suffix,LITH 2 prefix+name [read only],LITH 2 prefix+name+suffix [read only],LITH 2 abundance [%],LITH 2 color,LITH 2 lithification,LITH 2 ave. grain size class,LITH 2 ave. grain size rank [read only],LITH 2 max. grain size class,LITH 2 max. grain size rank [read only],LITH 2 grain sorting,LITH 2 Ash abundance name,LITH 2 Ash abundance rank (read only),General interval comment,LITH 1 Macrofossil,LITH 1 Macrofossil abundance name,LITH 2 Macrofossil,LITH 1 Clast abundance,LITH 1 Number of clasts (>2mm),LITH 1 Clast 1 igneous [%],LITH 1 Clast 1 igneous -  grain size,LITH 1 Clast 1 igneous -  roundness,LITH 1 Clast 1 igneous -  lithology,LITH 1 Clast 2 sediment [%],LITH 1 Clast 2 sediment - grain size,LITH 1 Clast 2 sediment - roundness,LITH 1 Clast 3 -other LITH [%],LITH 1 Clast 3 metamorphic - grain size,LITH 1 Clast 3 metamorphic - roundness,Total clasts calculated LITH 1 [%],LITH 1 Matrix 1 igneous - pumiceous [%],LITH 1 Matrix 2 igneous - scoriaceous [%],LITH 1 Matrix 5 volcaniclastic [%],LITH 1 Matrix 6 sediment [%],LITH 1 Matrix 7 -other LITH [%],LITH 1 Matrix biogenic carbonate [%],LITH 1 Matrix detritical carbonate [%],LITH 1 Matrix carbonate [%],Total matrix calculated LITH 1 [%],LITH 1 Matrix sorting,LITH 1 Matrix alteration intensity,LITH 1 Matrix alteration rank,LITH 1 Matrix comments,Clast comment,File Data,Exp,Site,Hole,Core,Type,Section,A/W
368-U1501C-26F-1-A,0,150.0,194.4,195.9,clay rich,nannofossil ooze [Leg339],,clay rich nannofossil ooze,clay rich nannofossil ooze,,GLEY 1 6/5GY (greenish gray),well consolidated [B84],clay [W22_1],1,very fine sand [W22_2],3,well [2014],,,pyrite patches,,,,,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,lens or pod [BJ84],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,C,26,F,1,A
368-U1501C-26F-2-A,0,150.0,195.9,197.4,clay rich,nannofossil ooze [Leg339],,clay rich nannofossil ooze,clay rich nannofossil ooze,,GLEY 1 6/5GY (greenish gray),well consolidated [B84],clay [W22_1],1,very fine sand [W22_2],3,well [2014],,,pyrite patches,,,,,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,C,26,F,2,A
368-U1501C-26F-3-A,0,68.0,197.4,198.08,clay rich,nannofossil ooze [Leg339],,clay rich nannofossil ooze,clay rich nannofossil ooze,,GLEY 1 6/5GY (greenish gray),well consolidated [B84],clay [W22_1],1,very fine sand [W22_2],3,well [2014],,,pyrite patches,,,,,heavy [DB86],3,contorted strata [BJ80],inclined,,,,,,,,,,,,,,,,,,,lens or pod [BJ84],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,C,26,F,3,A
368-U1501C-26F-CC-A,0,23.0,198.08,198.31,clay rich,nannofossil ooze [Leg339],,clay rich nannofossil ooze,clay rich nannofossil ooze,,GLEY 1 6/5GY (greenish gray),well consolidated [B84],clay [W22_1],1,very fine sand [W22_2],3,well [2014],,,,,,,,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,C,26,F,CC,A
368-U1501C-27F-1-A,0,81.0,199.1,199.91,clay rich,nannofossil ooze [Leg339],,clay rich nannofossil ooze,clay rich nannofossil ooze,,GLEY 1 6/10GY (greenish gray),well consolidated [B84],clay [W22_1],1,very fine sand [W22_2],3,well [2014],,,1 cm thick patch (29 - 30 cm) of clay sized calcite or dolomite.,irregular,horizontal,,,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,C,27,F,1,A
368-U1501C-27F-1-A,81,150.0,199.91,200.6,clay rich,nannofossil ooze [Leg339],,clay rich nannofossil ooze,clay rich nannofossil ooze,,GLEY 1 6/5GY (greenish gray),well consolidated [B84],clay [W22_1],1,very fine sand [W22_2],3,well [2014],,,,,,,,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,C,27,F,1,A
368-U1501C-27F-2-A,0,141.0,200.6,202.01,clay rich,nannofossil ooze [Leg339],,clay rich nannofossil ooze,clay rich nannofossil ooze,,GLEY 1 6/5GY (greenish gray),well consolidated [B84],clay [W22_1],1,very fine sand [W22_2],3,well [2014],,,,,,,,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,C,27,F,2,A
368-U1501C-27F-3-A,0,113.0,202.1,203.23,clay rich,nannofossil ooze [Leg339],,clay rich nannofossil ooze,clay rich nannofossil ooze,,GLEY 1 6/5GY (greenish gray),well consolidated [B84],clay [W22_1],1,very fine sand [W22_2],3,well [2014],,,,,,,,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,lens or pod [BJ84],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,C,27,F,3,A
368-U1501C-27F-4-A,0,51.0,203.23,203.74,clay rich,nannofossil ooze [Leg339],,clay rich nannofossil ooze,clay rich nannofossil ooze,,GLEY 1 6/5GY (greenish gray),well consolidated [B84],clay [W22_1],1,very fine sand [W22_2],3,well [2014],,,,,,,,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,C,27,F,4,A
368-U1501C-27F-CC-A,0,29.0,203.74,204.03,clay rich,nannofossil ooze [Leg339],,clay rich nannofossil ooze,clay rich nannofossil ooze,,GLEY 1 6/5GY (greenish gray),well consolidated [B84],clay [W22_1],1,very fine sand [W22_2],3,well [2014],,,,,,,,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,C,27,F,CC,A
368-U1501C-28F-1-A,0,150.0,203.8,205.3,clay rich,nannofossil ooze [Leg339],,clay rich nannofossil ooze,clay rich nannofossil ooze,,GLEY 1 6/5GY (greenish gray),well consolidated [B84],clay [W22_1],1,very fine sand [W22_2],3,well [2014],,,,,,,,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,lens or pod [BJ84],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,C,28,F,1,A
368-U1501C-28F-2-A,0,150.0,205.3,206.8,clay rich,nannofossil ooze [Leg339],,clay rich nannofossil ooze,clay rich nannofossil ooze,,GLEY 1 6/5GY (greenish gray),well consolidated [B84],clay [W22_1],1,very fine sand [W22_2],3,well [2014],,,,,,,,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,lens or pod [BJ84],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,C,28,F,2,A
368-U1501C-28F-3-A,0,113.0,206.8,207.93,clay rich,nannofossil ooze [Leg339],,clay rich nannofossil ooze,clay rich nannofossil ooze,,GLEY 1 6/5GY (greenish gray),well consolidated [B84],clay [W22_1],1,very fine sand [W22_2],3,well [2014],,,,,,,,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,lens or pod [BJ84],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,C,28,F,3,A
368-U1501C-28F-4-A,0,52.0,207.93,208.45,clay rich,nannofossil ooze [Leg339],,clay rich nannofossil ooze,clay rich nannofossil ooze,,GLEY 1 6/5GY (greenish gray),well consolidated [B84],clay [W22_1],1,very fine sand [W22_2],3,well [2014],,,,,,,,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,lens or pod [BJ84],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,C,28,F,4,A
368-U1501C-28F-CC-A,0,20.0,208.45,208.65,clay rich,nannofossil ooze [Leg339],,clay rich nannofossil ooze,clay rich nannofossil ooze,,GLEY 1 6/5GY (greenish gray),well consolidated [B84],clay [W22_1],1,very fine sand [W22_2],3,well [2014],,,,,,,,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,lens or pod [BJ84],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,C,28,F,CC,A
368-U1501C-29F-1-A,0,150.0,208.5,210.0,clay rich,nannofossil ooze [Leg339],,clay rich nannofossil ooze,clay rich nannofossil ooze,,GLEY 1 6/5GY (greenish gray),well consolidated [B84],clay [W22_1],1,very fine sand [W22_2],3,well [2014],,,pyrite patches and two pyrite rich thin layers at 10 and 12 cm depth.,,,,,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,lens or pod [BJ84],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,C,29,F,1,A
368-U1501C-29F-2-A,0,140.0,210.0,211.4,clay rich,nannofossil ooze [Leg339],,clay rich nannofossil ooze,clay rich nannofossil ooze,,GLEY 1 6/5GY (greenish gray),well consolidated [B84],clay [W22_1],1,very fine sand [W22_2],3,well [2014],,,pyrite patches,,,,,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,lens or pod [BJ84],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,C,29,F,2,A
368-U1501C-29F-3-A,0,100.0,211.5,212.5,clay rich,nannofossil ooze [Leg339],,clay rich nannofossil ooze,clay rich nannofossil ooze,,GLEY 1 6/5GY (greenish gray),well consolidated [B84],clay [W22_1],1,very fine sand [W22_2],3,well [2014],,,pyrite patches,,,,,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,lens or pod [BJ84],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,C,29,F,3,A
368-U1501C-29F-CC-A,0,19.0,212.5,212.69,clay rich,nannofossil ooze [Leg339],,clay rich nannofossil ooze,clay rich nannofossil ooze,,GLEY 1 6/5GY (greenish gray),well consolidated [B84],clay [W22_1],1,very fine sand [W22_2],3,well [2014],,,,,,,,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,C,29,F,CC,A
368-U1501C-30F-1-A,0,150.0,213.2,214.7,clay rich,nannofossil ooze [Leg339],,clay rich nannofossil ooze,clay rich nannofossil ooze,,GLEY 1 6/5GY (greenish gray),well consolidated [B84],clay [W22_1],1,very fine sand [W22_2],3,well [2014],,,pyrite patches and two pyrite rich thin layers at 19 and 21 cm depth.,,,,,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,lens or pod [BJ84],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,C,30,F,1,A
368-U1501C-30F-2-A,0,150.0,214.7,216.2,clay rich,nannofossil ooze [Leg339],,clay rich nannofossil ooze,clay rich nannofossil ooze,,GLEY 1 6/5GY (greenish gray),well consolidated [B84],clay [W22_1],1,very fine sand [W22_2],3,well [2014],,,pyrite patches,,,,,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,lens or pod [BJ84],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,C,30,F,2,A
368-U1501C-30F-3-A,0,112.0,216.2,217.32,clay rich,nannofossil ooze [Leg339],,clay rich nannofossil ooze,clay rich nannofossil ooze,,GLEY 1 6/5GY (greenish gray),well consolidated [B84],clay [W22_1],1,very fine sand [W22_2],3,well [2014],,,pyrite patches,,,,,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,lens or pod [BJ84],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,C,30,F,3,A
368-U1501C-30F-CC-A,0,22.0,217.32,217.54,clay rich,nannofossil ooze [Leg339],,clay rich nannofossil ooze,clay rich nannofossil ooze,,GLEY 1 6/5GY (greenish gray),well consolidated [B84],clay [W22_1],1,very fine sand [W22_2],3,well [2014],,,pyrite patches,,,,,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,lens or pod [BJ84],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,C,30,F,CC,A
368-U1501C-31F-1-A,0,150.0,217.9,219.4,clay rich,nannofossil ooze [Leg339],,clay rich nannofossil ooze,clay rich nannofossil ooze,,GLEY 1 6/10GY (greenish gray),well consolidated [B84],clay [W22_1],1,silt [W22_1],2,well [2014],,,pyrite patches,,,,,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,lens or pod [BJ84],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,C,31,F,1,A
368-U1501C-31F-2-A,0,132.0,219.4,220.72,clay rich,nannofossil ooze [Leg339],,clay rich nannofossil ooze,clay rich nannofossil ooze,,GLEY 1 6/5GY (greenish gray),well consolidated [B84],clay [W22_1],1,silt [W22_1],2,well [2014],,,pyrite patches,,,,,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,lens or pod [BJ84],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,C,31,F,2,A
368-U1501C-31F-3-A,0,52.0,220.82,221.34,clay rich,nannofossil ooze [Leg339],,clay rich nannofossil ooze,clay rich nannofossil ooze,,GLEY 1 6/5GY (greenish gray),well consolidated [B84],clay [W22_1],1,silt [W22_1],2,well [2014],,,pyrite patches,,,,,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,lens or pod [BJ84],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,C,31,F,3,A
368-U1501C-31F-CC-A,0,20.0,221.34,221.54,clay rich,nannofossil ooze [Leg339],,clay rich nannofossil ooze,clay rich nannofossil ooze,,GLEY 1 6/10GY (greenish gray),well consolidated [B84],clay [W22_1],1,silt [W22_1],2,well [2014],,,pyrite patches,,,,,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,lens or pod [BJ84],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,C,31,F,CC,A
368-U1501C-32F-1-A,0,150.0,222.6,224.1,clay rich,nannofossil ooze [Leg339],,clay rich nannofossil ooze,clay rich nannofossil ooze,,GLEY 1 6/10GY (greenish gray),well consolidated [B84],clay [W22_1],1,silt [W22_1],2,well [2014],,,pyrite patches,,,,,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,lens or pod [BJ84],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,C,32,F,1,A
368-U1501C-32F-2-A,0,150.0,224.1,225.6,clay rich,nannofossil ooze [Leg339],,clay rich nannofossil ooze,clay rich nannofossil ooze,,GLEY 1 6/10GY (greenish gray),well consolidated [B84],clay [W22_1],1,silt [W22_1],2,well [2014],,,pyrite patches,,,,,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,lens or pod [BJ84],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,C,32,F,2,A
368-U1501C-32F-3-A,0,58.0,225.6,226.18,clay rich,nannofossil ooze [Leg339],,clay rich nannofossil ooze,clay rich nannofossil ooze,,GLEY 1 6/10GY (greenish gray),well consolidated [B84],clay [W22_1],1,silt [W22_1],2,well [2014],,,pyrite patches,,,,,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,lens or pod [BJ84],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,C,32,F,3,A
368-U1501C-32F-CC-A,0,24.0,226.18,226.42,clay rich,nannofossil ooze [Leg339],,clay rich nannofossil ooze,clay rich nannofossil ooze,,GLEY 1 6/10GY (greenish gray),well consolidated [B84],clay [W22_1],1,silt [W22_1],2,well [2014],,,pyrite patches,,,,,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,lens or pod [BJ84],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,C,32,F,CC,A
368-U1501C-33F-1-A,0,147.0,227.3,228.77,clay rich,nannofossil ooze [Leg339],,clay rich nannofossil ooze,clay rich nannofossil ooze,,GLEY 1 6/10GY (greenish gray),well consolidated [B84],clay [W22_1],1,silt [W22_1],2,well [2014],,,pyrite patches,,,,,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,lens or pod [BJ84],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,C,33,F,1,A
368-U1501C-33F-2-A,0,140.5,228.77,230.175,clay rich,nannofossil ooze [Leg339],,clay rich nannofossil ooze,clay rich nannofossil ooze,,GLEY 1 6/10GY (greenish gray),well consolidated [B84],clay [W22_1],1,silt [W22_1],2,well [2014],,,pyrite patches,,,,,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,lens or pod [BJ84],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,C,33,F,2,A
368-U1501C-33F-3-A,0,121.0,230.27,231.48,clay rich,nannofossil ooze [Leg339],,clay rich nannofossil ooze,clay rich nannofossil ooze,,GLEY 1 6/10GY (greenish gray),well consolidated [B84],clay [W22_1],1,silt [W22_1],2,well [2014],,,pyrite patches,,,,,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,lens or pod [BJ84],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,C,33,F,3,A
368-U1501C-33F-CC-A,0,28.0,231.48,231.76,clay rich,nannofossil ooze [Leg339],,clay rich nannofossil ooze,clay rich nannofossil ooze,,GLEY 1 6/10GY (greenish gray),well consolidated [B84],clay [W22_1],1,silt [W22_1],2,well [2014],,,pyrite patches,,,,,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,lens or pod [BJ84],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,C,33,F,CC,A
368-U1501C-34F-1-A,0,150.0,232.0,233.5,clay rich,nannofossil ooze [Leg339],,clay rich nannofossil ooze,clay rich nannofossil ooze,,GLEY 1 6/10GY (greenish gray),well consolidated [B84],clay [W22_1],1,silt [W22_1],2,well [2014],,,pyrite patches,,,,,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,lens or pod texture due to intense bioturbation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,C,34,F,1,A
368-U1501C-34F-2-A,0,140.0,233.5,234.9,clay rich,nannofossil ooze [Leg339],,clay rich nannofossil ooze,clay rich nannofossil ooze,,GLEY 1 6/10GY (greenish gray),well consolidated [B84],clay [W22_1],1,silt [W22_1],2,well [2014],,,pyrite patches,,,,,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,lens or pod texture due to intense bioturbation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,C,34,F,2,A
368-U1501C-34F-3-A,0,51.0,234.9,235.41,clay rich,nannofossil ooze [Leg339],,clay rich nannofossil ooze,clay rich nannofossil ooze,,GLEY 1 6/10GY (greenish gray),well consolidated [B84],clay [W22_1],1,silt [W22_1],2,well [2014],,,pyrite patches,,,,,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,lens or pod texture due to intense bioturbation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,C,34,F,3,A
368-U1501C-34F-CC-A,0,25.0,235.41,235.66,clay rich,nannofossil ooze [Leg339],,clay rich nannofossil ooze,clay rich nannofossil ooze,,GLEY 1 6/10GY (greenish gray),well consolidated [B84],clay [W22_1],1,silt [W22_1],2,well [2014],,,pyrite patches,,,,,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,lens or pod texture due to intense bioturbation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,C,34,F,CC,A
368-U1501C-35F-1-A,0,150.0,236.7,238.2,clay rich,nannofossil ooze [Leg339],,clay rich nannofossil ooze,clay rich nannofossil ooze,,GLEY 1 6/10GY (greenish gray),well consolidated [B84],clay [W22_1],1,silt [W22_1],2,well [2014],,,pyrite patches,,,,,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,lens or pod texture due to intense bioturbation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,C,35,F,1,A
368-U1501C-35F-2-A,0,110.0,238.2,239.3,clay rich,nannofossil ooze [Leg339],,clay rich nannofossil ooze,clay rich nannofossil ooze,,GLEY 1 6/10GY (greenish gray),well consolidated [B84],clay [W22_1],1,silt [W22_1],2,well [2014],,,pyrite patches,,,,,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,lens or pod texture due to intense bioturbation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,C,35,F,2,A
368-U1501C-35F-3-A,0,52.0,239.4,239.92,clay rich,nannofossil ooze [Leg339],,clay rich nannofossil ooze,clay rich nannofossil ooze,,GLEY 1 6/10GY (greenish gray),well consolidated [B84],clay [W22_1],1,silt [W22_1],2,well [2014],,,pyrite patches,,,,,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,lens or pod texture due to intense bioturbation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,C,35,F,3,A
368-U1501C-35F-CC-A,0,15.0,239.92,240.07,clay rich,nannofossil ooze [Leg339],,clay rich nannofossil ooze,clay rich nannofossil ooze,,GLEY 1 6/10GY (greenish gray),well consolidated [B84],clay [W22_1],1,silt [W22_1],2,well [2014],,,pyrite patches,,,,,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,lens or pod texture due to intense bioturbation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,C,35,F,CC,A
368-U1501C-36F-1-A,0,150.0,241.4,242.9,clay rich,nannofossil ooze [Leg339],,clay rich nannofossil ooze,clay rich nannofossil ooze,,GLEY 1 6/10GY (greenish gray),well consolidated [B84],clay [W22_1],1,silt [W22_1],2,well [2014],,,pyrite patches,,,,,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,lens or pod texture due to intense bioturbation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,C,36,F,1,A
368-U1501C-36F-2-A,0,150.0,242.9,244.4,clay rich,nannofossil ooze [Leg339],,clay rich nannofossil ooze,clay rich nannofossil ooze,,GLEY 1 6/10GY (greenish gray),well consolidated [B84],clay [W22_1],1,silt [W22_1],2,well [2014],,,pyrite patches,,,,,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,lens or pod texture due to intense bioturbation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,C,36,F,2,A
368-U1501C-36F-3-A,0,58.0,244.4,244.98,clay rich,nannofossil ooze [Leg339],,clay rich nannofossil ooze,clay rich nannofossil ooze,,GLEY 1 6/10GY (greenish gray),well consolidated [B84],clay [W22_1],1,silt [W22_1],2,well [2014],,,pyrite patches,,,,,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,lens or pod texture due to intense bioturbation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,C,36,F,3,A
368-U1501C-36F-CC-A,0,24.5,244.98,245.225,clay rich,nannofossil ooze [Leg339],,clay rich nannofossil ooze,clay rich nannofossil ooze,,GLEY 1 6/10GY (greenish gray),well consolidated [B84],clay [W22_1],1,silt [W22_1],2,well [2014],,,pyrite patches,,,,,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,lens or pod texture due to intense bioturbation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,C,36,F,CC,A
368-U1501C-37F-1-A,0,139.0,246.1,247.49,clay rich,nannofossil ooze [Leg339],,clay rich nannofossil ooze,clay rich nannofossil ooze,,GLEY 1 6/10GY (greenish gray),well consolidated [B84],clay [W22_1],1,silt [W22_1],2,well [2014],,,pyrite patches,,,,,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,lens or pod texture due to intense bioturbation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,C,37,F,1,A
368-U1501C-37F-2-A,0,146.0,247.59,249.05,clay rich,nannofossil ooze [Leg339],,clay rich nannofossil ooze,clay rich nannofossil ooze,,GLEY 1 6/10GY (greenish gray),well consolidated [B84],clay [W22_1],1,silt [W22_1],2,well [2014],,,pyrite patches,,,,,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,lens or pod texture due to intense bioturbation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,C,37,F,2,A
368-U1501C-37F-CC-A,0,24.0,249.05,249.29,clay rich,nannofossil ooze [Leg339],,clay rich nannofossil ooze,clay rich nannofossil ooze,99,GLEY 1 6/10GY (greenish gray),well consolidated [B84],clay [W22_1],1,silt [W22_1],2,well [2014],,,pyrite patches,,,,,heavy [DB86],3,,,,,,,foraminiferal sand [X363],,foraminiferal sand,foraminiferal sand,1,10yr 5/2 (grayish brown),slightly consolidated [B84],fine sand [W22_2],4,,,,,,lens or pod texture due to intense bioturbation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,C,37,F,CC,A
368-U1501C-38F-1-A,0,150.0,250.8,252.3,clay rich,nannofossil ooze [Leg339],,clay rich nannofossil ooze,clay rich nannofossil ooze,,GLEY 1 6/10GY (greenish gray),well consolidated [B84],clay [W22_1],1,silt [W22_1],2,well [2014],,,pyrite patches,,,,,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,lens or pod texture due to intense bioturbation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,C,38,F,1,A
368-U1501C-38F-2-A,0,94.0,252.3,253.24,clay rich,nannofossil ooze [Leg339],,clay rich nannofossil ooze,clay rich nannofossil ooze,,GLEY 1 6/10GY (greenish gray),well consolidated [B84],clay [W22_1],1,silt [W22_1],2,well [2014],,,pyrite patches,,,,,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,lens or pod texture due to intense bioturbation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,C,38,F,2,A
368-U1501C-38F-CC-A,0,24.0,253.24,253.48,clay rich,nannofossil ooze [Leg339],,clay rich nannofossil ooze,clay rich nannofossil ooze,,GLEY 1 6/10GY (greenish gray),well consolidated [B84],clay [W22_1],1,silt [W22_1],2,well [2014],,,pyrite patches,,,,,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,lens or pod texture due to intense bioturbation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,C,38,F,CC,A
368-U1501C-39F-1-A,0,13.0,255.5,255.63,clay rich,nannofossil ooze [Leg339],,clay rich nannofossil ooze,clay rich nannofossil ooze,,GLEY 1 6/10GY (greenish gray),well consolidated [B84],clay [W22_1],1,silt [W22_1],2,well [2014],,,pyrite patches,,,,,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,C,39,F,1,A
368-U1501C-39F-1-A,15,90.5,255.65,256.405,clay rich,nannofossil ooze [Leg339],,clay rich nannofossil ooze,clay rich nannofossil ooze,,GLEY 1 6/10GY (greenish gray),well consolidated [B84],clay [W22_1],1,silt [W22_1],2,well [2014],,,pyrite patches,,,,,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,C,39,F,1,A
