Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology 1 prefix,Lithology 1 principal name,Lithology 1 suffix,LITH 1 prefix+name [read only],LITH 1 prefix+name+suffix [read only],LITH 1 abundance [%],LITH 1 color,LITH 1 lithification,LITH 1 ave. grain size class,LITH 1 ave. grain size rank [read only],LITH 1 max. grain size class,LITH 1 max. grain size rank [read only],LITH 1 grain sorting,LITH 1 Ash abundance name,LITH 1 Ash abundance rank (read only),LITH 1 comment,Bottom contact geometry,Bottom contact attitude,LITH 1 Layer or bedding thickness,LITH 1 Sedimentary structure,LITH 1 Bioturbation intensity,LITH 1 Bioturbation intensity rank [read only],LITH 1 Deformational structure,LITH 1 Deformational structure attitude,LITH 1 Diagenetic structure,LITH 1 Diagenetic constituent,LITH 1 Diagenetic constituent composition,Lithology 2 prefix,Lithology 2 principal name,Lithology 2 suffix,LITH 2 prefix+name [read only],LITH 2 prefix+name+suffix [read only],LITH 2 abundance [%],LITH 2 color,LITH 2 lithification,LITH 2 ave. grain size class,LITH 2 ave. grain size rank [read only],LITH 2 max. grain size class,LITH 2 max. grain size rank [read only],LITH 2 grain sorting,LITH 2 Ash abundance name,LITH 2 Ash abundance rank (read only),General interval comment,LITH 1 Macrofossil,LITH 1 Macrofossil abundance name,LITH 2 Macrofossil,LITH 1 Clast abundance,LITH 1 Number of clasts (>2mm),LITH 1 Clast 1 igneous [%],LITH 1 Clast 1 igneous -  grain size,LITH 1 Clast 1 igneous -  roundness,LITH 1 Clast 1 igneous -  lithology,LITH 1 Clast 2 sediment [%],LITH 1 Clast 2 sediment - grain size,LITH 1 Clast 2 sediment - roundness,LITH 1 Clast 3 -other LITH [%],LITH 1 Clast 3 metamorphic - grain size,LITH 1 Clast 3 metamorphic - roundness,Total clasts calculated LITH 1 [%],LITH 1 Matrix 1 igneous - pumiceous [%],LITH 1 Matrix 2 igneous - scoriaceous [%],LITH 1 Matrix 5 volcaniclastic [%],LITH 1 Matrix 6 sediment [%],LITH 1 Matrix 7 -other LITH [%],LITH 1 Matrix biogenic carbonate [%],LITH 1 Matrix detritical carbonate [%],LITH 1 Matrix carbonate [%],Total matrix calculated LITH 1 [%],LITH 1 Matrix sorting,LITH 1 Matrix alteration intensity,LITH 1 Matrix alteration rank,LITH 1 Matrix comments,Clast comment,File Data,Exp,Site,Hole,Core,Type,Section,A/W
368-U1501C-1H-6-A,0,101.0,7.5,8.51,clay rich,calcareous ooze [Leg339],with silt [2014],clay rich calcareous ooze,clay rich calcareous ooze with silt,,GLEY 1 4/10Y (dark greenish gray),,clay [W22_1],1,,,,,,,,,,,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,C,1,H,6,A
368-U1501C-1H-7-A,0,54.0,8.51,9.05,clay rich,calcareous ooze [Leg339],,clay rich calcareous ooze,clay rich calcareous ooze,,GLEY 1 4/10Y (dark greenish gray),,clay [W22_1],1,,,,,,,,,,,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,C,1,H,7,A
368-U1501C-1H-CC-A,0,14.0,9.05,9.19,clay rich,calcareous ooze [Leg339],,clay rich calcareous ooze,clay rich calcareous ooze,,GLEY 1 4/10Y (dark greenish gray),,clay [W22_1],1,,,,,,,,,,,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,C,1,H,CC,A
368-U1501C-2H-1-A,0,150.0,9.3,10.8,clay rich,nannofossil ooze [Leg339],,clay rich nannofossil ooze,clay rich nannofossil ooze,,GLEY 1 4/10Y (dark greenish gray),,clay [W22_1],1,,,,,,,,,,,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,C,2,H,1,A
368-U1501C-2H-2-A,0,84.0,10.8,11.64,clay rich,nannofossil ooze [Leg339],,clay rich nannofossil ooze,clay rich nannofossil ooze,,GLEY 1 4/10Y (dark greenish gray),,clay [W22_1],1,,,,,,,gradational,horizontal,,,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,C,2,H,2,A
368-U1501C-2H-2-A,84,143.0,11.64,12.23,clay rich,nannofossil ooze [Leg339],,clay rich nannofossil ooze,clay rich nannofossil ooze,,GLEY 1 4/10Y (dark greenish gray),,clay [W22_1],1,,,,,,,,,,,complete [DB86],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,C,2,H,2,A
368-U1501C-2H-3-A,0,150.0,12.28,13.78,clay rich,nannofossil ooze [Leg339],,clay rich nannofossil ooze,clay rich nannofossil ooze,,GLEY 1 4/10Y (dark greenish gray),,clay [W22_1],1,,,,,,,,,,,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,C,2,H,3,A
368-U1501C-2H-4-A,0,150.0,13.78,15.28,clay rich,nannofossil ooze [Leg339],,clay rich nannofossil ooze,clay rich nannofossil ooze,,GLEY 1 4/10Y (dark greenish gray),,clay [W22_1],1,,,,,,,,,,,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,C,2,H,4,A
368-U1501C-2H-5-A,0,143.0,15.28,16.71,clay rich,nannofossil ooze [Leg339],,clay rich nannofossil ooze,clay rich nannofossil ooze,,GLEY 1 4/10Y (dark greenish gray),,clay [W22_1],1,,,,,,,,,,,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,C,2,H,5,A
368-U1501C-2H-6-A,0,98.0,16.77,17.75,clay rich,nannofossil ooze [Leg339],,clay rich nannofossil ooze,clay rich nannofossil ooze,,GLEY 1 4/10Y (dark greenish gray),,clay [W22_1],1,,,,,,,,,,,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,C,2,H,6,A
368-U1501C-2H-CC-A,0,17.0,17.75,17.92,clay rich,nannofossil ooze [Leg339],,clay rich nannofossil ooze,clay rich nannofossil ooze,,GLEY 1 4/10Y (dark greenish gray),,clay [W22_1],1,,,,,,,,,,,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,C,2,H,CC,A
368-U1501C-3H-1-A,0,20.0,18.8,19.0,clay rich,nannofossil ooze [Leg339],,clay rich nannofossil ooze,clay rich nannofossil ooze,,GLEY 1 5/10Y (greenish gray),,clay [W22_1],1,,,,,,,gradational,horizontal,,,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,C,3,H,1,A
368-U1501C-3H-1-A,20,150.0,19.0,20.3,clay rich,nannofossil ooze [Leg339],,clay rich nannofossil ooze,clay rich nannofossil ooze,99,GLEY 1 4/10Y (dark greenish gray),,clay [W22_1],1,,,,,,,,,,,moderate [DB86],2,,,,,,,ash(tuff) [MMK88m],,ash(tuff),ash(tuff),1,GLEY 1 7/N (light gray),,silt [W22_1],2,,,,P [A92],1,cm-sized round pod of light ash in host matrix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,C,3,H,1,A
368-U1501C-3H-1-A,29,29.0,19.09,19.09,,,,,,,,,,,,,,P [A92],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,C,3,H,1,A
368-U1501C-3H-2-A,0,144.0,20.3,21.74,clay rich,nannofossil ooze [Leg339],,clay rich nannofossil ooze,clay rich nannofossil ooze,,GLEY 1 4/10Y (dark greenish gray),,clay [W22_1],1,,,,,,,,,,,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,C,3,H,2,A
368-U1501C-3H-3-A,0,150.0,21.79,23.29,clay rich,nannofossil ooze [Leg339],,clay rich nannofossil ooze,clay rich nannofossil ooze,,GLEY 1 4/10Y (dark greenish gray),,clay [W22_1],1,,,,,,,,,,,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,C,3,H,3,A
368-U1501C-3H-4-A,0,96.0,23.29,24.25,clay rich,nannofossil ooze [Leg339],,clay rich nannofossil ooze,clay rich nannofossil ooze,,GLEY 1 4/10Y (dark greenish gray),,clay [W22_1],1,,,,,,,gradational,horizontal,,,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,C,3,H,4,A
368-U1501C-3H-4-A,96,150.0,24.25,24.79,clay rich,nannofossil ooze [Leg339],,clay rich nannofossil ooze,clay rich nannofossil ooze,,GLEY 1 4/10Y (dark greenish gray),,clay [W22_1],1,,,,,,,,,medium bed [B01],,moderate [DB86],2,,steeply dipping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,C,3,H,4,A
368-U1501C-3H-5-A,0,23.0,24.79,25.02,clay rich,nannofossil ooze [Leg339],,clay rich nannofossil ooze,clay rich nannofossil ooze,,GLEY 1 4/10Y (dark greenish gray),,clay [W22_1],1,,,,,,,planar,horizontal,,,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,C,3,H,5,A
368-U1501C-3H-5-A,23,41.0,25.02,25.2,clay rich,nannofossil ooze [Leg339],,clay rich nannofossil ooze,clay rich nannofossil ooze,,GLEY 1 5/10Y (greenish gray),,clay [W22_1],1,,,,,,,planar,horizontal,,,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,C,3,H,5,A
368-U1501C-3H-5-A,41,143.0,25.2,26.22,clay rich,nannofossil ooze [Leg339],,clay rich nannofossil ooze,clay rich nannofossil ooze,,GLEY 1 5/10Y (greenish gray),,clay [W22_1],1,,,,,,,,,,convolute bedding,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,C,3,H,5,A
368-U1501C-3H-6-A,0,151.0,26.28,27.79,clay rich,nannofossil ooze [Leg339],,clay rich nannofossil ooze,clay rich nannofossil ooze,,GLEY 1 5/10Y (greenish gray),,clay [W22_1],1,,,,,,,,,,convolute bedding,moderate [DB86],2,,steeply dipping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,C,3,H,6,A
368-U1501C-3H-7-A,0,57.0,27.79,28.36,clay rich,nannofossil ooze [Leg339],,clay rich nannofossil ooze,clay rich nannofossil ooze,,GLEY 1 5/10Y (greenish gray),,clay [W22_1],1,,,,,,,,,,convolute bedding,moderate [DB86],2,,steeply dipping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,C,3,H,7,A
368-U1501C-3H-CC-A,0,15.0,28.36,28.51,clay rich,nannofossil ooze [Leg339],,clay rich nannofossil ooze,clay rich nannofossil ooze,,GLEY 1 5/10Y (greenish gray),,clay [W22_1],1,,,,,,,,,,,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,C,3,H,CC,A
368-U1501C-4H-1-A,0,150.0,28.3,29.8,clay rich,nannofossil ooze [Leg339],,clay rich nannofossil ooze,clay rich nannofossil ooze,,GLEY 1 5/10Y (greenish gray),,clay [W22_1],1,coarse sand [W22_2],6,well [2014],,,,,,,,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,C,4,H,1,A
368-U1501C-4H-2-A,0,81.0,29.8,30.61,clay rich,nannofossil ooze [Leg339],,clay rich nannofossil ooze,clay rich nannofossil ooze,,GLEY 1 5/10Y (greenish gray),,clay [W22_1],1,coarse sand [W22_2],6,well [2014],,,,planar,horizontal,,,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,C,4,H,2,A
368-U1501C-4H-2-A,81,145.0,30.61,31.25,clay rich,nannofossil ooze [Leg339],,clay rich nannofossil ooze,clay rich nannofossil ooze,,GLEY 1 5/N (gray),,clay [W22_1],1,coarse sand [W22_2],6,well [2014],,,,,,,,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,C,4,H,2,A
368-U1501C-4H-3-A,0,78.0,31.3,32.08,clay rich,nannofossil ooze [Leg339],,clay rich nannofossil ooze,clay rich nannofossil ooze,,GLEY 1 5/N (gray),,clay [W22_1],1,coarse sand [W22_2],6,well [2014],,,,bioturbated,curved,,,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,C,4,H,3,A
368-U1501C-4H-3-A,78,126.0,32.08,32.56,clay rich,nannofossil ooze [Leg339],,clay rich nannofossil ooze,clay rich nannofossil ooze,,2.5Y 5/1 (gray),,clay [W22_1],1,coarse sand [W22_2],6,well [2014],,,,,,,,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,C,4,H,3,A
368-U1501C-4H-3-A,126,150.0,32.56,32.8,clay rich,nannofossil ooze [Leg339],,clay rich nannofossil ooze,clay rich nannofossil ooze,,2.5Y 5/1 (gray),,clay [W22_1],1,coarse sand [W22_2],6,well [2014],,,,,,,,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,C,4,H,3,A
368-U1501C-4H-4-A,0,148.0,32.8,34.28,clay rich,nannofossil ooze [Leg339],,clay rich nannofossil ooze,clay rich nannofossil ooze,,2.5Y 5/1 (gray),,clay [W22_1],1,coarse sand [W22_2],6,well [2014],,,,planar,horizontal,,,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,C,4,H,4,A
368-U1501C-4H-4-A,148,150.0,34.28,34.3,clay rich,nannofossil ooze [Leg339],,clay rich nannofossil ooze,clay rich nannofossil ooze,,GLEY 1 5/10Y (greenish gray),,clay [W22_1],1,coarse sand [W22_2],6,well [2014],,,,,,,,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,C,4,H,4,A
368-U1501C-4H-5-A,0,145.0,34.3,35.75,clay rich,nannofossil ooze [Leg339],,clay rich nannofossil ooze,clay rich nannofossil ooze,,GLEY 1 5/10Y (greenish gray),,clay [W22_1],1,coarse sand [W22_2],6,well [2014],,,,,,,,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,C,4,H,5,A
368-U1501C-4H-6-A,0,150.0,35.8,37.3,clay rich,nannofossil ooze [Leg339],,clay rich nannofossil ooze,clay rich nannofossil ooze,,GLEY 1 5/10Y (greenish gray),,clay [W22_1],1,coarse sand [W22_2],6,well [2014],,,,,,,,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,C,4,H,6,A
368-U1501C-4H-7-A,0,58.0,37.3,37.88,clay rich,nannofossil ooze [Leg339],,clay rich nannofossil ooze,clay rich nannofossil ooze,,GLEY 1 5/10Y (greenish gray),,clay [W22_1],1,coarse sand [W22_2],6,well [2014],,,,,,,,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,C,4,H,7,A
368-U1501C-4H-CC-A,0,14.0,37.88,38.02,clay rich,nannofossil ooze [Leg339],,clay rich nannofossil ooze,clay rich nannofossil ooze,,GLEY 1 5/10Y (greenish gray),,clay [W22_1],1,coarse sand [W22_2],6,well [2014],,,,,,,,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,C,4,H,CC,A
368-U1501C-5H-1-A,0,150.0,37.8,39.3,clay rich,nannofossil ooze [Leg339],,clay rich nannofossil ooze,clay rich nannofossil ooze,,GLEY 1 5/10Y (greenish gray),,clay [W22_1],1,coarse sand [W22_2],6,well [2014],,,,,,,,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,C,5,H,1,A
368-U1501C-5H-2-A,0,145.0,39.3,40.75,clay rich,nannofossil ooze [Leg339],,clay rich nannofossil ooze,clay rich nannofossil ooze,,GLEY 1 5/10Y (greenish gray),,clay [W22_1],1,coarse sand [W22_2],6,well [2014],,,,,,,,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,C,5,H,2,A
368-U1501C-5H-3-A,0,87.0,40.81,41.68,clay rich,nannofossil ooze [Leg339],,clay rich nannofossil ooze,clay rich nannofossil ooze,,GLEY 1 5/10Y (greenish gray),,clay [W22_1],1,coarse sand [W22_2],6,well [2014],,,,gradational,horizontal,,,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,C,5,H,3,A
368-U1501C-5H-3-A,87,100.0,41.68,41.81,clay rich,nannofossil ooze [Leg339],,clay rich nannofossil ooze,clay rich nannofossil ooze,,GLEY 1 5/10Y (greenish gray),,clay [W22_1],1,coarse sand [W22_2],6,well [2014],,,,gradational,horizontal,,,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,C,5,H,3,A
368-U1501C-5H-3-A,100,148.0,41.81,42.29,clay rich,nannofossil ooze [Leg339],,clay rich nannofossil ooze,clay rich nannofossil ooze,,GLEY 1 5/10Y (greenish gray),,clay [W22_1],1,coarse sand [W22_2],6,well [2014],,,,planar,horizontal,,,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,C,5,H,3,A
368-U1501C-5H-3-A,148,150.0,42.29,42.31,clay rich,nannofossil ooze [Leg339],,clay rich nannofossil ooze,clay rich nannofossil ooze,,GLEY 1 4/10Y (dark greenish gray),,clay [W22_1],1,coarse sand [W22_2],6,well [2014],,,,,,,,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,C,5,H,3,A
368-U1501C-5H-4-A,0,11.0,42.31,42.42,clay rich,nannofossil ooze [Leg339],,clay rich nannofossil ooze,clay rich nannofossil ooze,,GLEY 1 4/10Y (dark greenish gray),,clay [W22_1],1,coarse sand [W22_2],6,well [2014],,,,planar,inclined,,,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,C,5,H,4,A
368-U1501C-5H-4-A,11,150.0,42.42,43.81,clay rich,nannofossil ooze [Leg339],,clay rich nannofossil ooze,clay rich nannofossil ooze,,GLEY 1 5/10Y (greenish gray),,clay [W22_1],1,coarse sand [W22_2],6,well [2014],,,,,,,,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,C,5,H,4,A
368-U1501C-5H-5-A,0,145.0,43.81,45.26,clay rich,nannofossil ooze [Leg339],,clay rich nannofossil ooze,clay rich nannofossil ooze,,GLEY 1 5/10Y (greenish gray),,clay [W22_1],1,coarse sand [W22_2],6,well [2014],,,,,,,,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,C,5,H,5,A
368-U1501C-5H-6-A,0,146.0,45.31,46.77,clay rich,nannofossil ooze [Leg339],,clay rich nannofossil ooze,clay rich nannofossil ooze,,GLEY 1 5/10Y (greenish gray),,clay [W22_1],1,coarse sand [W22_2],6,well [2014],,,,,,,,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,C,5,H,6,A
368-U1501C-5H-CC-A,0,13.0,46.77,46.9,clay rich,nannofossil ooze [Leg339],,clay rich nannofossil ooze,clay rich nannofossil ooze,,GLEY 1 5/10Y (greenish gray),,clay [W22_1],1,coarse sand [W22_2],6,well [2014],,,,,,,,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,C,5,H,CC,A
