Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Lithology prefix,Lithology principal name,Lithology suffix,Lithology prefix+name [read only],Lithology prefix+name+suffix [read only],Lithology name+suffix [read only],Lithology  abundance [%],Lithology color (Munsell),Bottom contact or boundary geometry,Bottom contact or boundary definition,Bottom contact or boundary geometry+definition [read only],Bottom contact or boundary attitude,Layer or bedding thickness,Lithology lithification,Lithology max. grain size class,Lithology max. grain size rank [read only],Grading,Sorting,Upper boundary ave. grain size class,Lowerr boundary ave. grain size class,General interval comment,Sedimentary structure,Bioturbation intensity,Bioturbation intensity rank [read only],Primary trace fossils,Secondary trace fossils,Minor trace fossils,Lithological asseccories,Diagenetic structure,Macrofossil,Macrofossil abundance name,Clasts (>2 mm) DOMINANT,Clasts (>2 mm) 2ND ORDER,DOMINANT clast roundness,Clast comments,Matrix comments,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W
362-U1480F-28F-1-A,70.0,80.0,236.5,236.6,IIA,,clay,,clay,clay,clay,,GLEY 1 4/N (dark gray),curviplanar,gradational,curviplanar gradational,horizontal,medium bed,unlithified,very fine sand,3.0,normal grading,well,clay,very fine sand,Bed disturbed by drilling disturbance,structureless,absent,1.0,,,,,,,,,,,,,,,,362,U1480,F,28,F,1,A
362-U1480F-28F-1-A,80.0,87.5,236.6,236.675,IIA,,clay,,clay,clay,clay,,GLEY 1 4/N (dark gray),curviplanar,gradational,curviplanar gradational,horizontal,thin bed,unlithified,very fine sand,3.0,normal grading,well,clay,very fine sand,Bed disturbed by drilling disturbance,structureless,slight,3.0,Planolites,,,,,,,,,,,,,,,362,U1480,F,28,F,1,A
362-U1480F-28F-1-A,87.5,121.0,236.675,237.01,IIA,,clay,,clay,clay,clay,,GLEY 1 4/N (dark gray),curviplanar,sharp,curviplanar sharp,horizontal,thick bed,unlithified,very fine sand,3.0,normal grading,well,clay,very fine sand,Bed disturbed by drilling disturbance,structureless,slight,3.0,Planolites,,,,,,,,,,,,,,,362,U1480,F,28,F,1,A
362-U1480F-28F-1-A,121.0,130.0,237.01,237.1,IIA,,very fine sand,with clay,very fine sand,very fine sand with clay,very fine sand with clay,,GLEY 1 4/N (dark gray),,,,,,unlithified,fine sand,4.0,non-graded,moderate,,,Bed disturbed by drilling disturbance,structureless,absent,1.0,,,,,,,,,,,,,,,,362,U1480,F,28,F,1,A
362-U1480F-28F-2-A,0.0,9.0,237.3,237.39,IIA,,very fine sand,with clay,very fine sand,very fine sand with clay,very fine sand with clay,,GLEY 1 4/N (dark gray),,,,,,unlithified,fine sand,4.0,non-graded,moderate,,,Bed disturbed by drilling disturbance,structureless,absent,1.0,,,,,,,,,,,,,,,,362,U1480,F,28,F,2,A
362-U1480F-28F-2-A,9.0,10.5,237.39,237.405,IIA,,clay,,clay,clay,clay,,GLEY 1 4/N (dark gray),curviplanar,gradational,curviplanar gradational,horizontal,very thin bed,unlithified,very fine sand,3.0,normal grading,well,clay,very fine sand,Bed disturbed by drilling disturbance,structureless,absent,1.0,,,,,,,,,,,,,,,,362,U1480,F,28,F,2,A
362-U1480F-28F-2-A,10.5,12.0,237.405,237.42,IIA,,very fine sand,with clay,very fine sand,very fine sand with clay,very fine sand with clay,,GLEY 1 4/N (dark gray),,,,,,unlithified,fine sand,4.0,non-graded,moderate,,,Bed disturbed by drilling disturbance,structureless,absent,1.0,,,,,,,,,,,,,,,,362,U1480,F,28,F,2,A
362-U1480F-28F-2-A,12.0,20.0,237.42,237.5,IIA,,clay,,clay,clay,clay,,GLEY 1 4/N (dark gray),curviplanar,gradational,curviplanar gradational,horizontal,thin bed,unlithified,very fine sand,3.0,normal grading,well,clay,very fine sand,Bed disturbed by drilling disturbance,structureless,slight,3.0,Planolites,,,,,,,,,,,,,,,362,U1480,F,28,F,2,A
362-U1480F-28F-2-A,20.0,110.0,237.5,238.4,IIA,,very fine sand,with clay,very fine sand,very fine sand with clay,very fine sand with clay,,GLEY 1 4/N (dark gray),,,,,,unlithified,fine sand,4.0,non-graded,moderate,,,Bed disturbed by drilling disturbance,structureless,absent,1.0,,,,,,,,,,,,,,,,362,U1480,F,28,F,2,A
362-U1480F-28F-2-A,110.0,130.0,238.4,238.6,IIA,,fine sand,,fine sand,fine sand,fine sand,,GLEY 1 5/N (gray),planar,gradational,planar gradational,horizontal,medium bed,unlithified,fine sand,4.0,non-graded,moderate,fine sand,very fine sand,,structureless,absent,1.0,,,,,,,,,,,,,,,,362,U1480,F,28,F,2,A
362-U1480F-28F-2-A,130.0,150.0,238.6,238.8,IIA,,very fine sand,with clay,very fine sand,very fine sand with clay,very fine sand with clay,,GLEY 1 4/N (dark gray),,,,,,unlithified,fine sand,4.0,non-graded,moderate,,,Bed disturbed by drilling disturbance,structureless,absent,1.0,,,,,,,,,,,,,,,,362,U1480,F,28,F,2,A
362-U1480F-28F-3-A,0.0,101.0,238.8,239.81,IIA,,alternating sand/mud layers,with clay,alternating sand/mud layers,alternating sand/mud layers with clay,alternating sand/mud layers with clay,,GLEY 1 4/N (dark gray),planar,sharp,planar sharp,vertical,,unlithified,fine sand,4.0,non-graded,moderate,,,Bed strongly disturbed by drilling disturbance,structureless,absent,1.0,,,,,,,,,,,,,,,,362,U1480,F,28,F,3,A
362-U1480F-28F-4-A,0.0,70.0,239.81,240.51,IIA,,alternating sand/mud layers,with clay,alternating sand/mud layers,alternating sand/mud layers with clay,alternating sand/mud layers with clay,,GLEY 1 4/N (dark gray),planar,sharp,planar sharp,vertical,,unlithified,fine sand,4.0,non-graded,moderate,,,Bed disturbed by drilling disturbance,structureless,absent,1.0,,,,,,,,,,,,,,,,362,U1480,F,28,F,4,A
362-U1480F-28F-CC-A,0.0,16.0,240.51,240.67,IIA,,alternating sand/mud layers,with clay,alternating sand/mud layers,alternating sand/mud layers with clay,alternating sand/mud layers with clay,,GLEY 1 4/N (dark gray),planar,sharp,planar sharp,vertical,,unlithified,fine sand,4.0,non-graded,moderate,,,Bed disturbed by drilling disturbance,structureless,absent,1.0,,,,,,,,,,,,,,,,362,U1480,F,28,F,CC,A
362-U1480F-29F-1-A,0.0,13.0,240.5,240.63,IIA,,fine sand,,fine sand,fine sand,fine sand,,GLEY 1 5/N (gray),irregular,,irregular ,,medium bed,unlithified,fine sand,4.0,non-graded,well,fine sand,very fine sand,Bed disturbed by drilling disturbance,structureless,absent,1.0,,,,,,,,,,,,,,,,362,U1480,F,29,F,1,A
362-U1480F-29F-1-A,13.0,53.0,240.63,241.03,IIA,,clay,,clay,clay,clay,,GLEY 1 5/10Y (greenish gray),irregular,sharp,irregular sharp,inclined,thick bed,unlithified,very fine sand,3.0,non-graded,moderate,very fine sand,clay,Bed disturbed by drilling disturbance,structureless,absent,1.0,,,,,,,,,,,,,,,,362,U1480,F,29,F,1,A
362-U1480F-29F-1-A,53.0,59.0,241.03,241.09,IIA,,very fine sand,with clay,very fine sand,very fine sand with clay,very fine sand with clay,,GLEY 1 4/N (dark gray),irregular,sharp,irregular sharp,sub-horizontal,thin bed,unlithified,fine sand,4.0,non-graded,poor,fine sand,clay,Bed disturbed by drilling disturbance,structureless,absent,1.0,,,,,,,,,,,,,,,,362,U1480,F,29,F,1,A
362-U1480F-29F-1-A,59.0,109.0,241.09,241.59,IIA,,alternating sand/mud layers,,alternating sand/mud layers,alternating sand/mud layers,alternating sand/mud layers,,GLEY 1 4/N (dark gray),,,,,thick bed,unlithified,fine sand,4.0,non-graded,poor,fine sand,clay,Bed disturbed by drilling disturbance,structureless,absent,1.0,,,,,,,,,,,,,,,,362,U1480,F,29,F,1,A
362-U1480F-29F-CC-A,0.0,12.0,241.8,241.92,IIA,,alternating sand/mud layers,,alternating sand/mud layers,alternating sand/mud layers,alternating sand/mud layers,,GLEY 1 4/N (dark gray),,,,,thick bed,unlithified,fine sand,4.0,non-graded,poor,fine sand,clay,Bed disturbed by drilling disturbance,structureless,absent,1.0,,,,,,,,,,,,,,,,362,U1480,F,29,F,CC,A
362-U1480F-31F-1-A,0.0,59.0,250.2,250.79,IIA,,fine sand,,fine sand,fine sand,fine sand,,GLEY 1 5/N (gray),,,,,,unlithified,fine sand,4.0,normal grading,well,silt,fine sand,Clay chunks at the base of the core (55-59 cm).,structureless,absent,1.0,,,,,,,,,,,,,,,,362,U1480,F,31,F,1,A
362-U1480F-33F-1-A,0.0,5.0,259.9,259.95,IIA,,clay,,clay,clay,clay,,GLEY 1 5/N (gray),planar,sharp,planar sharp,horizontal,,unlithified,clay,1.0,non-graded,well,,,,structureless,sparse,2.0,Nereites,,,,,,,,,,,,,,,362,U1480,F,33,F,1,A
362-U1480F-33F-1-A,5.0,15.5,259.95,260.055,IIA,,fine sand,with silt,fine sand,fine sand with silt,fine sand with silt,,GLEY 1 4/N (dark gray),planar,sharp,planar sharp,horizontal,,unlithified,fine sand,4.0,non-graded,moderate,,,,structureless,absent,1.0,,,,,,,,,,,,,,,,362,U1480,F,33,F,1,A
362-U1480F-33F-1-A,15.5,20.0,260.055,260.1,IIA,,clay,,clay,clay,clay,,GLEY 1 5/N (gray),planar,sharp,planar sharp,horizontal,,unlithified,clay,1.0,non-graded,well,,,,structureless,sparse,2.0,Nereites,,,,,,,,,,,,,,,362,U1480,F,33,F,1,A
362-U1480F-33F-1-A,20.0,108.0,260.1,260.98,IIA,,fine sand,with silt,fine sand,fine sand with silt,fine sand with silt,,GLEY 1 4/N (dark gray),irregular,sharp,irregular sharp,sub-horizontal,,unlithified,fine sand,4.0,normal grading,moderate,silt,fine sand,"3-5 cm-wide, 1-2 cm-thick clay clasts at 26 cm. Due to coring disturbance ?",structureless,absent,1.0,,,,,,,,,,,,,,,,362,U1480,F,33,F,1,A
362-U1480F-33F-1-A,108.0,122.0,260.98,261.12,IIA,,clay,,clay,clay,clay,,GLEY 1 5/N (gray),planar,sharp,planar sharp,horizontal,,unlithified,clay,1.0,non-graded,well,,,Elongated shape due to coring disturbance,structureless,sparse,2.0,Nereites,,,,,,,,,,,,,,,362,U1480,F,33,F,1,A
362-U1480F-33F-1-A,122.0,134.5,261.12,261.245,IIA,,fine sand,with silt,fine sand,fine sand with silt,fine sand with silt,,GLEY 1 4/N (dark gray),irregular,sharp,irregular sharp,sub-horizontal,,unlithified,fine sand,4.0,normal grading,moderate,silt,fine sand,"3-5 cm-wide, 1-2 cm-thick clay clasts at 129 cm. Due to coring disturbance ?",structureless,absent,1.0,,,,,,,,,,,,,,,,362,U1480,F,33,F,1,A
362-U1480F-33F-1-A,134.5,141.0,261.245,261.31,IIA,,clay,,clay,clay,clay,,GLEY 1 5/N (gray),planar,sharp,planar sharp,horizontal,,unlithified,clay,1.0,non-graded,well,,,,structureless,sparse,2.0,Nereites,,,,,,,,,,,,,,,362,U1480,F,33,F,1,A
362-U1480F-33F-1-A,141.0,150.0,261.31,261.4,IIA,,alternating sand/mud layers,,alternating sand/mud layers,alternating sand/mud layers,alternating sand/mud layers,,GLEY 1 5/N (gray),,,,,,unlithified,silt,2.0,non-graded,moderate,,,Severe coring disturbance. Silt beds are light colored and likely well sorted,structureless,absent,1.0,,,,,,,,,,,,,,,,362,U1480,F,33,F,1,A
362-U1480F-33F-2-A,0.0,97.0,261.4,262.37,IIA,,alternating sand/mud layers,,alternating sand/mud layers,alternating sand/mud layers,alternating sand/mud layers,,GLEY 1 5/N (gray),,,,,,unlithified,silt,2.0,non-graded,moderate,,,Severe coring disturbance. Silt beds are light colored and likely well sorted,structureless,absent,1.0,,,,,,,,,,,,,,,,362,U1480,F,33,F,2,A
362-U1480F-33F-CC-A,0.0,20.0,262.57,262.77,IIA,,alternating sand/mud layers,,alternating sand/mud layers,alternating sand/mud layers,alternating sand/mud layers,,GLEY 1 5/N (gray),,,,,,unlithified,silt,2.0,non-graded,moderate,,,Severe coring disturbance. Silt beds are light colored and likely well sorted,structureless,absent,1.0,,,,,,,,,,,,,,,,362,U1480,F,33,F,CC,A
362-U1480F-34X-CC-A,0.0,28.0,264.6,264.88,IIA,,alternating sand/mud layers,,alternating sand/mud layers,alternating sand/mud layers,alternating sand/mud layers,,GLEY 1 5/N (gray),planar,sharp,planar sharp,horizontal,very thin bed,unlithified,fine sand,4.0,non-graded,moderate,,,Individual beds are normally graded from fine sand-silt to clay. The boundary characteristics of the unit apply to all beds.,planar lamination,absent,1.0,,,,,,,,,,,,,,,,362,U1480,F,34,X,CC,A
362-U1480F-34X-CC-A,28.0,44.0,264.88,265.04,IIA,,fine sand,with silt,fine sand,fine sand with silt,fine sand with silt,,GLEY 1 4/N (dark gray),,,,,,unlithified,fine sand,4.0,normal grading,moderate,silt,fine sand,,planar lamination,absent,1.0,,,,,,,,,,,,,,,,362,U1480,F,34,X,CC,A
362-U1480F-35X-1-A,0.0,30.0,270.4,270.7,IIA,,sand-silt-clay,,sand-silt-clay,sand-silt-clay,sand-silt-clay,,GLEY 1 4/N (dark gray),irregular,sharp,irregular sharp,sub-horizontal,very thin bed,unlithified,medium sand,5.0,non-graded,moderate,,,"Several cm-scale, well sorted medium sand with an irregular and non continuous shape, possible deformed Thallasinoides burrows. Several mottled clays, also possible burrows.",structureless,moderate,4.0,,,,,,,,,,,,,,,,362,U1480,F,35,X,1,A
362-U1480F-35X-1-A,30.0,65.0,270.7,271.05,IIA,,fine sand,with silt,fine sand,fine sand with silt,fine sand with silt,,GLEY 1 4/10GY (dark greenish gray),,,,,,unlithified,medium sand,5.0,inverse grading,moderate,medium sand,fine sand,The inverse grading is either due to coring disturbance or stacking of several sand beds.,structureless,absent,1.0,,,,,,,,,,,,,,,,362,U1480,F,35,X,1,A
362-U1480F-36F-1-A,0.0,150.0,280.1,281.6,IIA,,fine sand,with silt,fine sand,fine sand with silt,fine sand with silt,,GLEY 1 3/N (very dark gray),,,,,,unlithified,very fine sand,3.0,non-graded,poor,,,,structureless,absent,1.0,,,,,,,,,,,,,,,,362,U1480,F,36,F,1,A
362-U1480F-36F-1-A,0.0,150.0,280.1,281.6,IIA,,,,,,,,,,,,,,,,3.0,,,,,,,,1.0,,,,,,,,,,,,,,,,362,U1480,F,36,F,1,A
362-U1480F-36F-2-A,0.0,100.0,281.6,282.6,IIA,,fine sand,with silt,fine sand,fine sand with silt,fine sand with silt,,GLEY 1 3/N (very dark gray),,,,,,unlithified,very fine sand,3.0,non-graded,poor,,,,structureless,absent,1.0,,,,,,,,,,,,,,,,362,U1480,F,36,F,2,A
362-U1480F-36F-2-A,0.0,100.0,281.6,282.6,IIA,,,,,,,,,,,,,,,,3.0,,,,,,,,1.0,,,,,,,,,,,,,,,,362,U1480,F,36,F,2,A
362-U1480F-36F-3-A,0.0,91.0,282.6,283.51,IIA,,fine sand,with silt,fine sand,fine sand with silt,fine sand with silt,,GLEY 1 3/N (very dark gray),,,,,,unlithified,very fine sand,3.0,non-graded,poor,,,,structureless,absent,1.0,,,,,,,,,,,,,,,,362,U1480,F,36,F,3,A
362-U1480F-36F-3-A,0.0,91.0,282.6,283.51,IIA,,,,,,,,,,,,,,,,3.0,,,,,,,,1.0,,,,,,,,,,,,,,,,362,U1480,F,36,F,3,A
362-U1480F-36F-CC-A,0.0,4.5,283.51,283.555,IIA,,fine sand,with silt,fine sand,fine sand with silt,fine sand with silt,,GLEY 1 3/N (very dark gray),,,,,,unlithified,very fine sand,3.0,non-graded,poor,,,,structureless,absent,1.0,,,,,,,,,,,,,,,,362,U1480,F,36,F,CC,A
362-U1480F-37X-1-A,0.0,19.0,284.8,284.99,IIA,,clay,,clay,clay,clay,,GLEY 1 5/N (gray),planar,sharp,planar sharp,horizontal,,unlithified,,,non-graded,poor,,,,structureless,absent,1.0,,,,,,,,,,,,,,,,362,U1480,F,37,X,1,A
362-U1480F-37X-1-A,19.0,43.0,284.99,285.23,IIA,,alternating sand/mud layers,with clay,alternating sand/mud layers,alternating sand/mud layers with clay,alternating sand/mud layers with clay,,GLEY 1 5/N (gray),planar,sharp,planar sharp,horizontal,very thin bed,unlithified,silt,2.0,non-graded,poor,,,Moderate drilling disturbance.,structureless,absent,1.0,,,,,,,,,,,,,,,,362,U1480,F,37,X,1,A
362-U1480F-37X-2-A,0.0,14.0,285.46,285.6,IIA,,clay,,clay,clay,clay,,GLEY 1 5/N (gray),planar,sharp,planar sharp,horizontal,,unlithified,,,non-graded,poor,,,,structureless,absent,1.0,,,,,,,,,,,,,,,,362,U1480,F,37,X,2,A
362-U1480F-37X-2-A,14.0,46.0,285.6,285.92,IIA,,alternating sand/mud layers,with clay,alternating sand/mud layers,alternating sand/mud layers with clay,alternating sand/mud layers with clay,,GLEY 1 5/N (gray),planar,sharp,planar sharp,horizontal,thin bed,unlithified,,,non-graded,poor,,,,structureless,absent,1.0,,,,,,,,,,,,,,,,362,U1480,F,37,X,2,A
362-U1480F-37X-CC-A,0.0,51.0,285.92,286.43,IIA,,alternating sand/mud layers,with clay,alternating sand/mud layers,alternating sand/mud layers with clay,alternating sand/mud layers with clay,,GLEY 1 5/N (gray),planar,sharp,planar sharp,horizontal,medium bed,unlithified,,,non-graded,poor,,,,structureless,absent,1.0,,,,,,,,,,,,,,,,362,U1480,F,37,X,CC,A
362-U1480F-39F-CC-A,0.0,4.5,294.8,294.845,IIA,,silty clay,,silty clay,silty clay,silty clay,,GLEY 1 4/N (dark gray),,,,,,unlithified,silt,2.0,non-graded,poor,,,Probably disturbed sediment,,,,,,,,,,,,,,,,,,,362,U1480,F,39,F,CC,A
362-U1480F-41F-1-A,0.0,7.0,304.5,304.57,IIA,,clay,,clay,clay,clay,,GLEY 1 4/N (dark gray),irregular,sharp,irregular sharp,sub-horizontal,,unlithified,clay,1.0,non-graded,moderate,,,,structureless,absent,1.0,,,,,,,,,,,,,,,,362,U1480,F,41,F,1,A
362-U1480F-41F-1-A,7.0,100.0,304.57,305.5,IIA,,fine sand,,fine sand,fine sand,fine sand,,GLEY 1 3/N (very dark gray),,,,,,unlithified,fine sand,4.0,inverse grading,well,fine sand,fine sand,,structureless,absent,1.0,,,,,,mullosks,Tr,,,,,,,,,362,U1480,F,41,F,1,A
362-U1480F-41F-2-A,0.0,36.0,305.5,305.86,IIA,,fine sand,,fine sand,fine sand,fine sand,,GLEY 1 3/N (very dark gray),irregular,sharp,irregular sharp,sub-horizontal,,unlithified,fine sand,4.0,inverse grading,well,fine sand,silt,,structureless,absent,1.0,,,,,,mullosks,Tr,,,,,,,,,362,U1480,F,41,F,2,A
362-U1480F-41F-2-A,36.0,86.0,305.86,306.36,IIA,,alternating sand/mud layers,,alternating sand/mud layers,alternating sand/mud layers,alternating sand/mud layers,,GLEY 1 4/N (dark gray),,,,,,unlithified,silt,2.0,non-graded,moderate,,,Severe coring disturbance. Alternation of clay and silt beds,planar lamination,absent,1.0,,,,,,,,,,,,,,,,362,U1480,F,41,F,2,A
362-U1480F-41F-3-A,0.0,90.0,306.5,307.4,IIA,,alternating sand/mud layers,,alternating sand/mud layers,alternating sand/mud layers,alternating sand/mud layers,,GLEY 1 4/N (dark gray),,,,,,unlithified,silt,2.0,non-graded,moderate,,,Severe coring disturbance. Alternation of clay and silt beds,planar lamination,absent,1.0,,,,,,,,,,,,,,,,362,U1480,F,41,F,3,A
362-U1480F-41F-4-A,0.0,52.0,307.6,308.12,IIA,,alternating sand/mud layers,,alternating sand/mud layers,alternating sand/mud layers,alternating sand/mud layers,,GLEY 1 4/N (dark gray),,,,,,unlithified,silt,2.0,non-graded,moderate,,,Severe coring disturbance. Alternation of clay and silt beds,planar lamination,absent,1.0,,,,,,,,,,,,,,,,362,U1480,F,41,F,4,A
362-U1480F-43F-1-A,0.0,10.0,314.2,314.3,IIA,,fine sand,,fine sand,fine sand,fine sand,,GLEY 1 3/N (very dark gray),irregular,sharp,irregular sharp,sub-horizontal,,unlithified,fine sand,4.0,inverse grading,well,fine sand,fine sand,,structureless,absent,1.0,,,,,,mullosks,Tr,,,,,,,,,362,U1480,F,43,F,1,A
362-U1480F-43F-1-A,10.0,19.0,314.3,314.39,IIA,,sand-silt-clay,,sand-silt-clay,sand-silt-clay,sand-silt-clay,,GLEY 1 4/N (dark gray),irregular,sharp,irregular sharp,sub-horizontal,,unlithified,fine sand,4.0,non-graded,poor,,,"Mostly clay material with several 1 cm-thick, 3-7 cm-wide burrow-shaped structures filled by fine sand. They might be coring induced structures (?)",structureless,absent,1.0,,,,,,,,,,,,,,,,362,U1480,F,43,F,1,A
362-U1480F-43F-1-A,19.0,107.0,314.39,315.27,IIA,,fine sand,,fine sand,fine sand,fine sand,,GLEY 1 3/N (very dark gray),,,,,,unlithified,fine sand,4.0,inverse grading,well,fine sand,fine sand,,structureless,absent,1.0,,,,,,mullosks,Tr,,,,,,,,,362,U1480,F,43,F,1,A
362-U1480F-43F-2-A,0.0,62.0,315.27,315.89,IIA,,fine sand,,fine sand,fine sand,fine sand,,GLEY 1 3/N (very dark gray),planar,sharp,planar sharp,sub-horizontal,,unlithified,fine sand,4.0,inverse grading,well,fine sand,fine sand,"Slight coring disturbance that may explain the presence of cm-wide, angular clay chunks at 27-50 cm.",structureless,absent,1.0,,,,,,mullosks,Tr,,,,,,,,,362,U1480,F,43,F,2,A
362-U1480F-43F-2-A,62.0,132.0,315.89,316.59,IIA,,silt,with clay,silt,silt with clay,silt with clay,,GLEY 1 3/N (very dark gray),,,,,,unlithified,silt,2.0,normal grading,moderate,silt,silt,,structureless,absent,1.0,,,,,,,,,,,,,,,,362,U1480,F,43,F,2,A
362-U1480F-45F-1-A,0.0,51.0,323.9,324.41,IIA,,fine sand,,fine sand,fine sand,fine sand,,GLEY 1 4/N (dark gray),planar,sharp,planar sharp,horizontal,,unlithified,fine sand,4.0,non-graded,well,,,,structureless,absent,1.0,,,,,,,,,,,,,,,,362,U1480,F,45,F,1,A
362-U1480F-45F-1-A,51.0,76.0,324.41,324.66,IIA,,alternating sand/mud layers,with clay,alternating sand/mud layers,alternating sand/mud layers with clay,alternating sand/mud layers with clay,,GLEY 1 5/N (gray),planar,sharp,planar sharp,horizontal,thin bed,unlithified,fine sand,4.0,non-graded,poor,clay,fine sand,"Thin, normally graded, gray fine sand with prominent base @ 57 and 75 cm.",structureless,absent,1.0,,,,,,,,,,,,,,,,362,U1480,F,45,F,1,A
362-U1480F-45F-1-A,76.0,100.0,324.66,324.9,IIA,,silt,with clay,silt,silt with clay,silt with clay,,GLEY 1 5/N (gray),,,,,,unlithified,silt,2.0,non-graded,poor,,,,structureless,absent,1.0,,,,,,,,,,,,,,,,362,U1480,F,45,F,1,A
362-U1480F-45F-2-A,0.0,82.0,325.1,325.92,IIA,,silt,with clay,silt,silt with clay,silt with clay,,GLEY 1 5/N (gray),,,,,,unlithified,silt,2.0,non-graded,poor,,,"mm-scale plant material aligned vertically within sand @ 37 cm, 78 cm, 81 cm,",structureless,absent,1.0,,,,,,,,,,,,,,,,362,U1480,F,45,F,2,A
362-U1480F-45F-CC-A,0.0,16.0,326.02,326.18,IIA,,silt,with clay,silt,silt with clay,silt with clay,,GLEY 1 5/N (gray),,,,,,unlithified,silt,2.0,non-graded,poor,,,,structureless,absent,1.0,,,,,,,,,,,,,,,,362,U1480,F,45,F,CC,A
362-U1480F-47F-1-A,0.0,113.0,333.6,334.73,IIA,,alternating sand/mud layers,with clay,alternating sand/mud layers,alternating sand/mud layers with clay,alternating sand/mud layers with clay,,GLEY 1 5/N (gray),planar,sharp,planar sharp,inclined,thin bed,unlithified,fine sand,4.0,non-graded,poor,,,Locally severe drilling disturbance.,structureless,absent,1.0,,,,,,,,,,,,,,,,362,U1480,F,47,F,1,A
362-U1480F-47F-2-A,0.0,130.0,334.73,336.03,IIA,,alternating sand/mud layers,with clay,alternating sand/mud layers,alternating sand/mud layers with clay,alternating sand/mud layers with clay,,GLEY 1 5/N (gray),planar,sharp,planar sharp,inclined,thin bed,unlithified,fine sand,4.0,non-graded,poor,,,Severe drilling disturbance with beds mostly sub vertical..,structureless,absent,1.0,,,,,,,,,,,,,,,,362,U1480,F,47,F,2,A
362-U1480F-47F-3-A,0.0,97.0,336.23,337.2,IIA,,very fine sand,with clay,very fine sand,very fine sand with clay,very fine sand with clay,,GLEY 1 5/N (gray),,,,,,unlithified,fine sand,4.0,non-graded,poor,,,Extremely severe drilling disturbance.,structureless,absent,1.0,,,,,,,,,,,,,,,,362,U1480,F,47,F,3,A
362-U1480F-47F-CC-A,0.0,16.0,337.32,337.48,IIA,,very fine sand,with clay,very fine sand,very fine sand with clay,very fine sand with clay,,GLEY 1 5/N (gray),,,,,,unlithified,fine sand,4.0,non-graded,poor,,,Extremely severe drilling disturbance.,structureless,absent,1.0,,,,,,,,,,,,,,,,362,U1480,F,47,F,CC,A
362-U1480F-49F-1-A,0.0,16.0,343.3,343.46,IIA,calcareous,clay,,calcareous clay,calcareous clay,clay,,GLEY 1 5/10Y (greenish gray),,,,,,unlithified,,,,,,,First preserved occurrence of this lithology in Site 362-U1480-49-F.,,,,,,,,,,,,,,,,,,,362,U1480,F,49,F,1,A
362-U1480F-49F-1-A,16.0,37.0,343.46,343.67,IIA,,silt,with clay,silt,silt with clay,silt with clay,,GLEY 1 4/N (dark gray),planar,sharp,planar sharp,horizontal,medium bed,unlithified,silt,2.0,non-graded,well,,,,structureless,absent,1.0,,,,,,,,,,,,,,,,362,U1480,F,49,F,1,A
362-U1480F-49F-1-A,37.0,43.0,343.67,343.73,IIB,,clay,,clay,clay,clay,,GLEY 1 5/N (gray),planar,sharp,planar sharp,horizontal,medium bed,unlithified,silt,2.0,normal grading,well,clay,silt,,lenticular bedded,,,,,,,,,,,,,,,,,,362,U1480,F,49,F,1,A
