Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Lithology prefix,Lithology principal name,Lithology suffix,Lithology prefix+name [read only],Lithology prefix+name+suffix [read only],Lithology name+suffix [read only],Lithology  abundance [%],Lithology color (Munsell),Bottom contact or boundary geometry,Bottom contact or boundary definition,Bottom contact or boundary geometry+definition [read only],Bottom contact or boundary attitude,Layer or bedding thickness,Lithology lithification,Lithology max. grain size class,Lithology max. grain size rank [read only],Grading,Sorting,Upper boundary ave. grain size class,Lowerr boundary ave. grain size class,General interval comment,Sedimentary structure,Bioturbation intensity,Bioturbation intensity rank [read only],Primary trace fossils,Secondary trace fossils,Minor trace fossils,Lithological asseccories,Diagenetic structure,Macrofossil,Macrofossil abundance name,Clasts (>2 mm) DOMINANT,Clasts (>2 mm) 2ND ORDER,DOMINANT clast roundness,Clast comments,Matrix comments,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W
362-U1480F-55X-1-A,69.5,77.5,387.695,387.775,IIB,,alternating sand/mud layers,,alternating sand/mud layers,alternating sand/mud layers,alternating sand/mud layers,,GLEY 1 4/N (dark gray),planar,sharp,planar sharp,horizontal,thin bed,partially lithified,very fine sand,3.0,normal grading,well,clay,very fine sand,,planar lamination,absent,1.0,,,,,,,,,,,,,,,,362,U1480,F,55,X,1,A
362-U1480F-55X-1-A,77.5,91.0,387.775,387.91,IIB,,clay,,clay,clay,clay,,GLEY 1 4/10GY (dark greenish gray),,,,,,partially lithified,silt,2.0,non-graded,well,,,,structureless,moderate,4.0,Nereites,Planolites,,,,,,,,,,,,,,362,U1480,F,55,X,1,A
362-U1480F-55X-1-A,91.0,94.0,387.91,387.94,IIB,,alternating sand/mud layers,,alternating sand/mud layers,alternating sand/mud layers,alternating sand/mud layers,,GLEY 1 5/10Y (greenish gray),planar,sharp,planar sharp,horizontal,very thin bed,partially lithified,silt,2.0,normal grading,well,clay,silt,,planar lamination,absent,1.0,,,,,,,,,,,,,,,,362,U1480,F,55,X,1,A
362-U1480F-55X-1-A,94.0,97.5,387.94,387.975,IIB,,clay,,clay,clay,clay,,GLEY 1 4/10GY (dark greenish gray),,,,,,partially lithified,silt,2.0,non-graded,well,,,,structureless,moderate,4.0,Nereites,Planolites,,,,,,,,,,,,,,362,U1480,F,55,X,1,A
362-U1480F-55X-1-A,97.5,99.0,387.975,387.99,IIB,,alternating sand/mud layers,,alternating sand/mud layers,alternating sand/mud layers,alternating sand/mud layers,,GLEY 1 5/N (gray),planar,sharp,planar sharp,horizontal,very thin bed,partially lithified,silt,2.0,normal grading,well,clay,silt,,planar lamination,absent,1.0,,,,,,,,,,,,,,,,362,U1480,F,55,X,1,A
362-U1480F-55X-1-A,99.0,150.0,387.99,388.5,IIB,,clay,,clay,clay,clay,,GLEY 1 4/10GY (dark greenish gray),,,,,,partially lithified,silt,2.0,non-graded,well,,,,structureless,moderate,4.0,Nereites,Planolites,,,,,,,,,,,,,,362,U1480,F,55,X,1,A
362-U1480F-55X-2-A,0.0,16.5,388.5,388.665,IIB,,clay,,clay,clay,clay,,GLEY 1 4/10GY (dark greenish gray),,,,,,partially lithified,silt,2.0,non-graded,well,,,,structureless,moderate,4.0,Nereites,Planolites,,,,,,,,,,,,,,362,U1480,F,55,X,2,A
362-U1480F-55X-2-A,16.5,19.5,388.665,388.695,IIB,,alternating sand/mud layers,,alternating sand/mud layers,alternating sand/mud layers,alternating sand/mud layers,,GLEY 1 5/N (gray),irregular,sharp,irregular sharp,sub-horizontal,very thin bed,partially lithified,silt,2.0,normal grading,well,clay,silt,,planar lamination,absent,1.0,,,,,,,,,,,,,,,,362,U1480,F,55,X,2,A
362-U1480F-55X-2-A,19.5,35.0,388.695,388.85,IIB,,clay,,clay,clay,clay,,GLEY 1 4/10GY (dark greenish gray),,,,,,partially lithified,silt,2.0,non-graded,well,,,,structureless,moderate,4.0,Nereites,Planolites,,,,,,,,,,,,,,362,U1480,F,55,X,2,A
362-U1480F-55X-2-A,35.0,61.0,388.85,389.11,IIB,,alternating sand/mud layers,,alternating sand/mud layers,alternating sand/mud layers,alternating sand/mud layers,,GLEY 1 5/N (gray),planar,sharp,planar sharp,horizontal,medium bed,partially lithified,silt,2.0,normal grading,well,clay,silt,,planar lamination,moderate,4.0,Nereites,Chondrites,,,,,,,,,,,,,,362,U1480,F,55,X,2,A
362-U1480F-55X-2-A,61.0,91.0,389.11,389.41,IIB,,clay,,clay,clay,clay,,GLEY 1 4/10GY (dark greenish gray),,,,,,partially lithified,silt,2.0,non-graded,well,,,,structureless,moderate,4.0,Nereites,Planolites,,,,,,,,,,,,,,362,U1480,F,55,X,2,A
362-U1480F-55X-2-A,91.0,118.0,389.41,389.68,IIB,,alternating sand/mud layers,,alternating sand/mud layers,alternating sand/mud layers,alternating sand/mud layers,,GLEY 1 4/N (dark gray),planar,sharp,planar sharp,horizontal,medium bed,partially lithified,silt,2.0,normal grading,,clay,silt,,planar lamination,slight,3.0,Planolites,,,,,,,,,,,,,,,362,U1480,F,55,X,2,A
362-U1480F-55X-2-A,118.0,131.0,389.68,389.81,IIB,,clay,,clay,clay,clay,,GLEY 1 4/10GY (dark greenish gray),,,,,,partially lithified,silt,2.0,non-graded,well,,,,structureless,moderate,4.0,Nereites,Planolites,,,,,,,,,,,,,,362,U1480,F,55,X,2,A
362-U1480F-55X-3-A,0.0,2.5,390.0,390.025,IIB,,alternating sand/mud layers,,alternating sand/mud layers,alternating sand/mud layers,alternating sand/mud layers,,GLEY 1 6/5GY (greenish gray),planar,sharp,planar sharp,horizontal,very thin bed,partially lithified,silt,2.0,normal grading,well,clay,silt,,planar lamination,absent,1.0,,,,,,,,,,,,,,,,362,U1480,F,55,X,3,A
362-U1480F-55X-3-A,2.5,34.5,390.025,390.345,IIB,,clay,,clay,clay,clay,,GLEY 1 4/10GY (dark greenish gray),,,,,,partially lithified,silt,2.0,non-graded,well,,,,structureless,moderate,4.0,Chondrites,Nereites,,,,,,,,,,,,,,362,U1480,F,55,X,3,A
362-U1480F-55X-3-A,34.5,44.5,390.345,390.445,IIB,,alternating sand/mud layers,,alternating sand/mud layers,alternating sand/mud layers,alternating sand/mud layers,,GLEY 1 5/N (gray),planar,sharp,planar sharp,horizontal,thin bed,partially lithified,silt,2.0,normal grading,well,clay,silt,,planar lamination,moderate,4.0,Planolites,,,,,,,,,,,,,,,362,U1480,F,55,X,3,A
362-U1480F-55X-3-A,44.5,50.5,390.445,390.505,IIB,,clay,,clay,clay,clay,,GLEY 1 4/10GY (dark greenish gray),,,,,,partially lithified,silt,2.0,non-graded,well,,,,structureless,moderate,4.0,Chondrites,Nereites,,,,,,,,,,,,,,362,U1480,F,55,X,3,A
362-U1480F-55X-3-A,50.5,79.5,390.505,390.795,IIB,,alternating sand/mud layers,,alternating sand/mud layers,alternating sand/mud layers,alternating sand/mud layers,,GLEY 1 4/N (dark gray),planar,sharp,planar sharp,horizontal,medium bed,partially lithified,silt,2.0,normal grading,well,clay,silt,,planar lamination,moderate,4.0,Chondrites,Planolites,,,,,,,,,,,,,,362,U1480,F,55,X,3,A
362-U1480F-55X-3-A,79.5,88.0,390.795,390.88,IIB,,clay,,clay,clay,clay,,GLEY 1 4/10GY (dark greenish gray),,,,,,partially lithified,silt,2.0,non-graded,well,,,,structureless,moderate,4.0,Chondrites,Nereites,,,,,,,,,,,,,,362,U1480,F,55,X,3,A
362-U1480F-55X-3-A,88.0,89.5,390.88,390.895,IIB,,alternating sand/mud layers,,alternating sand/mud layers,alternating sand/mud layers,alternating sand/mud layers,,GLEY 1 4/5GY (dark greenish gray),planar,sharp,planar sharp,horizontal,very thin bed,partially lithified,silt,2.0,normal grading,well,clay,silt,,planar lamination,slight,3.0,Planolites,,,,,,,,,,,,,,,362,U1480,F,55,X,3,A
362-U1480F-55X-3-A,89.5,96.0,390.895,390.96,IIB,,clay,,clay,clay,clay,,GLEY 1 4/10GY (dark greenish gray),,,,,,partially lithified,silt,2.0,non-graded,well,,,,structureless,moderate,4.0,Chondrites,Nereites,,,,,,,,,,,,,,362,U1480,F,55,X,3,A
362-U1480F-55X-3-A,96.0,118.5,390.96,391.185,IIB,,alternating sand/mud layers,,alternating sand/mud layers,alternating sand/mud layers,alternating sand/mud layers,,GLEY 1 5/N (gray),planar,sharp,planar sharp,horizontal,medium bed,partially lithified,silt,2.0,normal grading,well,clay,silt,,planar lamination,slight,3.0,Chondrites,,,,,,,,,,,,,,,362,U1480,F,55,X,3,A
362-U1480F-55X-3-A,118.5,130.0,391.185,391.3,IIB,,clay,,clay,clay,clay,,GLEY 1 4/10GY (dark greenish gray),,,,,,partially lithified,silt,2.0,non-graded,well,,,,structureless,moderate,4.0,Chondrites,Nereites,,,,,,,,,,,,,,362,U1480,F,55,X,3,A
362-U1480F-55X-3-A,130.0,140.5,391.3,391.405,IIB,,alternating sand/mud layers,,alternating sand/mud layers,alternating sand/mud layers,alternating sand/mud layers,,GLEY 1 5/N (gray),planar,sharp,planar sharp,horizontal,medium bed,partially lithified,silt,2.0,normal grading,well,clay,silt,,planar lamination,slight,3.0,Chondrites,,,,,,,,,,,,,,,362,U1480,F,55,X,3,A
362-U1480F-55X-3-A,140.5,146.5,391.405,391.465,IIB,,clay,,clay,clay,clay,,GLEY 1 4/10GY (dark greenish gray),,,,,,partially lithified,silt,2.0,non-graded,well,,,,structureless,moderate,4.0,Chondrites,Nereites,,,,,,,,,,,,,,362,U1480,F,55,X,3,A
362-U1480F-55X-3-A,146.5,150.0,391.465,391.5,IIB,,alternating sand/mud layers,,alternating sand/mud layers,alternating sand/mud layers,alternating sand/mud layers,,GLEY 1 5/N (gray),planar,sharp,planar sharp,horizontal,medium bed,partially lithified,silt,2.0,normal grading,well,clay,silt,,planar lamination,absent,1.0,,,,,,,,,,,,,,,,362,U1480,F,55,X,3,A
362-U1480F-55X-4-A,0.0,2.0,391.5,391.52,IIB,,alternating sand/mud layers,,alternating sand/mud layers,alternating sand/mud layers,alternating sand/mud layers,,GLEY 1 5/N (gray),planar,sharp,planar sharp,horizontal,medium bed,partially lithified,silt,2.0,normal grading,well,clay,silt,,planar lamination,absent,1.0,,,,,,,,,,,,,,,,362,U1480,F,55,X,4,A
362-U1480F-55X-4-A,2.0,17.0,391.52,391.67,IIB,,clay,,clay,clay,clay,,GLEY 1 4/10GY (dark greenish gray),,,,,,partially lithified,silt,2.0,non-graded,well,,,,structureless,moderate,4.0,Chondrites,Nereites,,,,plant fragment,R,,,,,,,,,362,U1480,F,55,X,4,A
362-U1480F-55X-4-A,17.0,20.5,391.67,391.705,IIB,,alternating sand/mud layers,,alternating sand/mud layers,alternating sand/mud layers,alternating sand/mud layers,,GLEY 1 3/N (very dark gray),curviplanar,sharp,curviplanar sharp,horizontal,thin bed,partially lithified,very fine sand,3.0,normal grading,well,clay,very fine sand,,planar lamination,slight,3.0,Thalassinoides,,,,,,,,,,,,,,,362,U1480,F,55,X,4,A
362-U1480F-55X-4-A,20.5,63.0,391.705,392.13,IIB,,clay,,clay,clay,clay,,GLEY 1 4/10GY (dark greenish gray),,,,,,partially lithified,silt,2.0,non-graded,well,,,,structureless,moderate,4.0,Chondrites,Nereites,,,,,,,,,,,,,,362,U1480,F,55,X,4,A
362-U1480F-55X-4-A,63.0,85.0,392.13,392.35,IIB,,alternating sand/mud layers,,alternating sand/mud layers,alternating sand/mud layers,alternating sand/mud layers,,GLEY 1 5/N (gray),planar,sharp,planar sharp,horizontal,medium bed,partially lithified,medium sand,5.0,normal grading,moderate,clay,medium sand,,planar lamination,slight,3.0,Thalassinoides,,,,,,,,,,,,,,,362,U1480,F,55,X,4,A
362-U1480F-55X-4-A,85.0,116.0,392.35,392.66,IIB,,alternating sand/mud layers,,alternating sand/mud layers,alternating sand/mud layers,alternating sand/mud layers,,GLEY 1 5/N (gray),planar,sharp,planar sharp,horizontal,thick bed,partially lithified,silt,2.0,normal grading,well,clay,silt,,planar lamination,absent,1.0,,,,,,,,,,,,,,,,362,U1480,F,55,X,4,A
362-U1480F-55X-4-A,116.0,144.5,392.66,392.945,IIB,,clay,,clay,clay,clay,,GLEY 1 4/10GY (dark greenish gray),,,,,,partially lithified,silt,2.0,non-graded,well,,,,structureless,moderate,4.0,Chondrites,Nereites,,,,,,,,,,,,,,362,U1480,F,55,X,4,A
362-U1480F-55X-4-A,144.5,150.0,392.945,393.0,IIB,,alternating sand/mud layers,,alternating sand/mud layers,alternating sand/mud layers,alternating sand/mud layers,,GLEY 1 5/N (gray),planar,sharp,planar sharp,horizontal,thin bed,partially lithified,silt,2.0,normal grading,well,clay,silt,,planar lamination,absent,1.0,,,,,,,,,,,,,,,,362,U1480,F,55,X,4,A
362-U1480F-55X-5-A,0.0,48.5,393.0,393.485,IIB,,clay,,clay,clay,clay,,GLEY 1 4/10GY (dark greenish gray),,,,,,partially lithified,silt,2.0,non-graded,well,,,,structureless,moderate,4.0,Chondrites,Nereites,,,,,,,,,,,,,,362,U1480,F,55,X,5,A
362-U1480F-55X-5-A,48.5,49.5,393.485,393.495,IIB,,alternating sand/mud layers,,alternating sand/mud layers,alternating sand/mud layers,alternating sand/mud layers,,GLEY 1 4/N (dark gray),planar,sharp,planar sharp,horizontal,very thin bed,partially lithified,very fine sand,3.0,normal grading,well,clay,very fine sand,,planar lamination,absent,1.0,,,,,,,,,,,,,,,,362,U1480,F,55,X,5,A
362-U1480F-55X-5-A,49.5,70.0,393.495,393.7,IIB,,clay,,clay,clay,clay,,GLEY 1 4/10GY (dark greenish gray),,,,,,partially lithified,silt,2.0,non-graded,well,,,,structureless,moderate,4.0,Chondrites,Nereites,,,,,,,,,,,,,,362,U1480,F,55,X,5,A
362-U1480F-55X-5-A,70.0,73.5,393.7,393.735,IIB,,alternating sand/mud layers,,alternating sand/mud layers,alternating sand/mud layers,alternating sand/mud layers,,GLEY 1 5/N (gray),planar,sharp,planar sharp,horizontal,thin bed,partially lithified,silt,2.0,normal grading,well,clay,silt,,cross-lamination,absent,1.0,,,,,,,,,,,,,,,,362,U1480,F,55,X,5,A
362-U1480F-55X-5-A,73.5,132.5,393.735,394.325,IIB,,clay,,clay,clay,clay,,GLEY 1 4/10GY (dark greenish gray),,,,,,partially lithified,silt,2.0,non-graded,well,,,,structureless,moderate,4.0,Chondrites,Nereites,,,,,,,,,,,,,,362,U1480,F,55,X,5,A
362-U1480F-55X-6-A,0.0,40.5,394.52,394.925,IIB,,clay,,clay,clay,clay,,GLEY 1 4/10GY (dark greenish gray),,,,,,partially lithified,silt,2.0,non-graded,well,,,,structureless,moderate,4.0,Chondrites,Nereites,,,,,,,,,,,,,,362,U1480,F,55,X,6,A
362-U1480F-55X-6-A,40.5,46.5,394.925,394.985,IIB,,alternating sand/mud layers,,alternating sand/mud layers,alternating sand/mud layers,alternating sand/mud layers,,GLEY 1 5/N (gray),planar,sharp,planar sharp,horizontal,thin bed,partially lithified,silt,2.0,normal grading,moderate,clay,silt,,cross-lamination,absent,1.0,,,,,,,,,,,,,,,,362,U1480,F,55,X,6,A
362-U1480F-55X-6-A,46.5,151.0,394.985,396.03,IIB,,clay,,clay,clay,clay,,GLEY 1 4/10GY (dark greenish gray),,,,,,partially lithified,silt,2.0,non-graded,well,,,,structureless,moderate,4.0,Chondrites,Nereites,,,,,,,,,,,,,,362,U1480,F,55,X,6,A
362-U1480F-55X-7-A,0.0,49.0,396.03,396.52,IIB,,clay,,clay,clay,clay,,GLEY 1 4/10GY (dark greenish gray),,,,,,partially lithified,silt,2.0,non-graded,well,,,,structureless,moderate,4.0,Chondrites,Nereites,,,,,,,,,,,,,,362,U1480,F,55,X,7,A
362-U1480F-55X-CC-A,9.5,21.0,396.615,396.73,IIB,,clay,,clay,clay,clay,,GLEY 1 4/10GY (dark greenish gray),,,,,,partially lithified,silt,2.0,non-graded,well,,,,structureless,moderate,4.0,Chondrites,Nereites,,,,,,,,,,,,,,362,U1480,F,55,X,CC,A
362-U1480F-55X-CC-A,21.0,34.5,396.73,396.865,IIB,,silt,,silt,silt,silt,,GLEY 1 4/N (dark gray),,,,,,partially lithified,very fine sand,3.0,normal grading,moderate,clay,very fine sand,,planar lamination,moderate,4.0,Planolites,,,,,,,,,,,,,,,362,U1480,F,55,X,CC,A
362-U1480F-56X-1-A,0.0,21.0,396.8,397.01,IIB,,silty clay,,silty clay,silty clay,silty clay,,GLEY 1 5/10GY (greenish gray),,,,,medium bed,partially lithified,silt,2.0,non-graded,moderate,,,Core is disturbed by drilling,structureless,absent,1.0,,,,,,,,,,,,,,,,362,U1480,F,56,X,1,A
362-U1480F-56X-1-A,21.0,130.0,397.01,398.1,IIB,,alternating sand/mud layers,,alternating sand/mud layers,alternating sand/mud layers,alternating sand/mud layers,,GLEY 1 4/10GY (dark greenish gray),planar,sharp,planar sharp,horizontal,thin bed,partially lithified,silt,2.0,non-graded,well,,,alternating clay to silt (fine sand) beds; often parallel and cross laminated and some load structures and small-scaled slumping features are evident.,planar lamination,heavy,4.0,Phycosiphon,Planolites,,,,,,,,,,,,,,362,U1480,F,56,X,1,A
362-U1480F-56X-2-A,0.0,35.0,398.3,398.65,IIB,,alternating sand/mud layers,,alternating sand/mud layers,alternating sand/mud layers,alternating sand/mud layers,,GLEY 1 4/10GY (dark greenish gray),planar,sharp,planar sharp,horizontal,thin bed,partially lithified,silt,2.0,non-graded,well,,,alternating clay to silt (fine sand) beds; often parallel and cross laminated and some load structures and small-scaled slumping features are evident.,planar lamination,moderate,4.0,Phycosiphon,Planolites,,,,,,,,,,,,,,362,U1480,F,56,X,2,A
362-U1480F-56X-2-A,35.0,44.5,398.65,398.745,IIB,,silt,,silt,silt,silt,,GLEY 1 4/N (dark gray),planar,sharp,planar sharp,horizontal,thin bed,partially lithified,fine sand,4.0,normal grading,well,clay,fine sand,,planar lamination,absent,1.0,,,,,,,,,,,,,,,,362,U1480,F,56,X,2,A
362-U1480F-56X-2-A,44.5,132.0,398.745,399.62,IIB,,alternating sand/mud layers,,alternating sand/mud layers,alternating sand/mud layers,alternating sand/mud layers,,GLEY 1 4/10GY (dark greenish gray),planar,sharp,planar sharp,horizontal,thin bed,partially lithified,silt,2.0,non-graded,well,,,alternating clay to silt (fine sand) beds; often parallel and cross laminated and some load structures and small-scaled slumping features are evident.,planar lamination,moderate,4.0,Phycosiphon,Planolites,,,,,,,,,,,,,,362,U1480,F,56,X,2,A
362-U1480F-56X-3-A,0.0,101.0,399.81,400.82,IIB,,alternating sand/mud layers,,alternating sand/mud layers,alternating sand/mud layers,alternating sand/mud layers,,GLEY 1 4/10GY (dark greenish gray),planar,sharp,planar sharp,horizontal,thin bed,partially lithified,silt,2.0,non-graded,well,,,alternating clay to silt (fine sand) beds; often parallel and cross laminated and some load structures and small-scaled slumping features are evident.,planar lamination,moderate,4.0,Phycosiphon,Planolites,,,,,,,,,,,,,,362,U1480,F,56,X,3,A
362-U1480F-56X-3-A,101.0,105.0,400.82,400.86,IIB,,sand-silt-clay,,sand-silt-clay,sand-silt-clay,sand-silt-clay,,GLEY 1 4/N (dark gray),irregular,sharp,irregular sharp,sub-horizontal,thin bed,partially lithified,fine sand,4.0,non-graded,poor,,,,planar lamination,slight,3.0,Thalassinoides,,,,,plant fragment,C,,,,,,,,,362,U1480,F,56,X,3,A
362-U1480F-56X-3-A,105.0,120.0,400.86,401.01,IIB,,silty clay,,silty clay,silty clay,silty clay,,GLEY 1 5/N (gray),planar,sharp,planar sharp,horizontal,thin bed,partially lithified,silt,2.0,non-graded,well,,,alternating clay to silt (fine sand) beds; often parallel and cross laminated and some load structures and small-scaled slumping features are evident.,planar lamination,moderate,4.0,Planolites,Planolites,,,,,,,,,,,,,,362,U1480,F,56,X,3,A
362-U1480F-56X-4-A,0.0,47.5,401.01,401.485,IIB,,silty clay,,silty clay,silty clay,silty clay,,GLEY 1 5/N (gray),planar,sharp,planar sharp,horizontal,thin bed,partially lithified,silt,2.0,non-graded,well,,,alternating clay to silt (fine sand) beds; often parallel and cross laminated and some load structures and small-scaled slumping features are evident.,planar lamination,moderate,4.0,Planolites,Planolites,,,,,,,,,,,,,,362,U1480,F,56,X,4,A
362-U1480F-56X-4-A,47.5,87.0,401.485,401.88,IIB,,very fine sand,,very fine sand,very fine sand,very fine sand,,GLEY 1 5/N (gray),planar,sharp,planar sharp,horizontal,thin bed,partially lithified,very fine sand,3.0,non-graded,moderate,,,alternating silty clay to fine sand beds; often parallel and cross laminated.,planar lamination,slight,3.0,Planolites,,,,,plant fragment,C,,,,,,,,,362,U1480,F,56,X,4,A
362-U1480F-56X-CC-A,11.0,28.0,401.99,402.16,IIB,,very fine sand,,very fine sand,very fine sand,very fine sand,,GLEY 1 5/N (gray),planar,sharp,planar sharp,horizontal,thin bed,partially lithified,very fine sand,3.0,non-graded,moderate,,,alternating silty clay to fine sand beds; often parallel and cross laminated.,planar lamination,slight,3.0,Planolites,,,,,plant fragment,C,,,,,,,,,362,U1480,F,56,X,CC,A
362-U1480F-57X-CC-A,0.0,3.0,406.6,406.63,IIB,,sand-silt-clay,,sand-silt-clay,sand-silt-clay,sand-silt-clay,,GLEY 1 5/N (gray),irregular,sharp,irregular sharp,sub-horizontal,,unlithified,fine sand,4.0,non-graded,poor,,,Severe coring disturbance,,,,,,,,,,,,,,,,,,,362,U1480,F,57,X,CC,A
362-U1480F-57X-CC-A,3.0,14.0,406.63,406.74,IIB,,silt,,silt,silt,silt,,GLEY 1 5/N (gray),planar,gradational,planar gradational,horizontal,,partially lithified,silt,2.0,non-graded,moderate,,,,cross-lamination,absent,1.0,,,,,,,,,,,,,,,,362,U1480,F,57,X,CC,A
362-U1480F-57X-CC-A,14.0,29.0,406.74,406.89,IIB,,fine sand,,fine sand,fine sand,fine sand,,GLEY 1 4/N (dark gray),planar,sharp,planar sharp,horizontal,,partially lithified,fine sand,4.0,normal grading,moderate,fine sand,silt,,planar lamination,absent,1.0,,,,,,,,,,,,,,,,362,U1480,F,57,X,CC,A
362-U1480F-57X-CC-A,29.0,30.0,406.89,406.9,IIB,,clay,with silt,clay,clay with silt,clay with silt,,GLEY 1 5/N (gray),,,,,,partially lithified,silt,2.0,non-graded,moderate,,,,planar lamination,absent,1.0,,,,,,,,,,,,,,,,362,U1480,F,57,X,CC,A
362-U1480F-58X-1-A,0.0,7.0,416.3,416.37,IIB,,sand-silt-clay,,sand-silt-clay,sand-silt-clay,sand-silt-clay,,,irregular,sharp,irregular sharp,sub-horizontal,,,,,,,,,Severe coring disturbance,,,,,,,,,,,,,,,,,,,362,U1480,F,58,X,1,A
362-U1480F-58X-1-A,7.0,31.0,416.37,416.61,IIB,,silty clay,,silty clay,silty clay,silty clay,,GLEY 1 3/N (very dark gray),planar,sharp,planar sharp,horizontal,thin lamina,partially lithified,silt,2.0,normal grading,moderate,clay,silt,,planar lamination,absent,1.0,,,,,,,,,,,,,,,,362,U1480,F,58,X,1,A
362-U1480F-58X-1-A,31.0,72.0,416.61,417.02,IIB,,silt,with clay,silt,silt with clay,silt with clay,,GLEY 1 3/N (very dark gray),,,,,very thin bed,partially lithified,silt,2.0,non-graded,moderate,,,cross-laminated beds are typically 1 cm-thick.,cross-lamination,absent,1.0,,,,,,,,,,,,,,,,362,U1480,F,58,X,1,A
362-U1480F-58X-1-A,72.0,77.0,417.02,417.07,IIB,,silty clay,,silty clay,silty clay,silty clay,,GLEY 1 5/N (gray),,,,,,,,,non-graded,moderate,,,"Clay-clast shaped chunk, probably induced by coring. This unit could also be the base of a debris flow deposit.",mottling,,,,,,,,,,,,,,,,,,362,U1480,F,58,X,1,A
362-U1480F-59X-1-A,0.0,7.0,426.1,426.17,IIB,,silty clay,,silty clay,silty clay,silty clay,,GLEY 1 4/N (dark gray),,,,,thin lamina,partially lithified,silt,2.0,non-graded,moderate,,,,structureless,slight,3.0,Phycosiphon,Planolites,,,,,,,,,,,,,,362,U1480,F,59,X,1,A
362-U1480F-59X-1-A,7.0,13.0,426.17,426.23,IIB,,silt,,silt,silt,silt,,GLEY 1 5/N (gray),planar,sharp,planar sharp,horizontal,thin bed,partially lithified,silt,2.0,normal grading,moderate,clay,silt,,cross-lamination,absent,1.0,,,,,,,,,,,,,,,,362,U1480,F,59,X,1,A
362-U1480F-59X-1-A,13.0,15.0,426.23,426.25,IIB,,silty clay,,silty clay,silty clay,silty clay,,GLEY 1 4/N (dark gray),,,,,thin lamina,partially lithified,silt,2.0,non-graded,moderate,,,,structureless,slight,3.0,Phycosiphon,Planolites,,,,,,,,,,,,,,362,U1480,F,59,X,1,A
362-U1480F-59X-1-A,15.0,28.0,426.25,426.38,IIB,,silt,,silt,silt,silt,,GLEY 1 5/N (gray),planar,sharp,planar sharp,horizontal,very thin bed,partially lithified,silt,2.0,non-graded,moderate,,,,cross-lamination,absent,1.0,,,,,,,,,,,,,,,,362,U1480,F,59,X,1,A
362-U1480F-59X-1-A,28.0,96.0,426.38,427.06,IIB,,silty clay,,silty clay,silty clay,silty clay,,GLEY 1 4/N (dark gray),,,,,thin lamina,partially lithified,silt,2.0,non-graded,moderate,,,"Laminae of cross-laminated silt at 41, 43, 49, 51, 66, 85 cm",structureless,slight,3.0,Phycosiphon,Planolites,,,,,,,,,,,,,,362,U1480,F,59,X,1,A
362-U1480F-59X-1-A,96.0,117.0,427.06,427.27,IIB,,silt,,silt,silt,silt,,GLEY 1 5/N (gray),planar,sharp,planar sharp,horizontal,thin bed,partially lithified,silt,2.0,normal grading,moderate,clay,silt,,cross-lamination,absent,1.0,,,,,,,,,,,,,,,,362,U1480,F,59,X,1,A
362-U1480F-59X-1-A,117.0,130.0,427.27,427.4,IIB,,silty clay,,silty clay,silty clay,silty clay,,GLEY 1 4/N (dark gray),,,,,thin lamina,partially lithified,silt,2.0,non-graded,moderate,,,,structureless,slight,3.0,Phycosiphon,Planolites,,,,,,,,,,,,,,362,U1480,F,59,X,1,A
362-U1480F-59X-2-A,0.0,37.0,427.6,427.97,IIB,,silty clay,,silty clay,silty clay,silty clay,,GLEY 1 4/N (dark gray),,,,,thin lamina,partially lithified,silt,2.0,non-graded,moderate,,,,structureless,slight,3.0,Phycosiphon,Nereites,,,,,,,,,,,,,,362,U1480,F,59,X,2,A
362-U1480F-59X-2-A,37.0,88.0,427.97,428.48,IIB,,silt,,silt,silt,silt,,GLEY 1 5/N (gray),planar,sharp,planar sharp,horizontal,thin lamina,partially lithified,silt,2.0,non-graded,moderate,,,normal faults at 42-49 and 82-86 cm.,cross-lamination,absent,1.0,,,,,,,,,,,,,,,,362,U1480,F,59,X,2,A
362-U1480F-59X-2-A,88.0,104.0,428.48,428.64,IIB,,silty clay,,silty clay,silty clay,silty clay,,GLEY 1 4/N (dark gray),,,,,thin lamina,partially lithified,silt,2.0,non-graded,moderate,,,,structureless,slight,3.0,Phycosiphon,Nereites,,,,,,,,,,,,,,362,U1480,F,59,X,2,A
362-U1480F-59X-2-A,104.0,112.0,428.64,428.72,IIB,,silt,,silt,silt,silt,,GLEY 1 5/N (gray),planar,sharp,planar sharp,horizontal,thin lamina,partially lithified,silt,2.0,non-graded,moderate,,,,cross-lamination,absent,1.0,,,,,,,,,,,,,,,,362,U1480,F,59,X,2,A
362-U1480F-59X-2-A,112.0,118.0,428.72,428.78,IIB,,silty clay,,silty clay,silty clay,silty clay,,GLEY 1 4/N (dark gray),,,,,thin lamina,partially lithified,silt,2.0,non-graded,moderate,,,,structureless,slight,3.0,Phycosiphon,Nereites,,,,,,,,,,,,,,362,U1480,F,59,X,2,A
