Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology 1 prefix,Lithology 1 principal name,Lithology 1 suffix,LITH 1 prefix+name [read only],LITH 1 prefix+name+suffix [read only],LITH 1 abundance [%],LITH 1 color,LITH 1 lithification,LITH 1 ave. grain size class,LITH 1 ave. grain size rank [read only],LITH 1 max. grain size class,LITH 1 max. grain size rank [read only],LITH 1 grain sorting,LITH 1 Ash abundance name,LITH 1 Ash abundance rank (read only),LITH 1 comment,Lithology 2 prefix,Lithology 2 principal name,Lithology 2 suffix,LITH 2 prefix+name [read only],LITH 2 prefix+name+suffix [read only],LITH 2 abundance [%],Total LITH abundance [%],LITH 2 Ash abundance name,LITH 2 Ash abundance rank (read only),General interval comment,Bottom contact geometry,Bottom contact attitude,LITH 1 Layer or bedding thickness,LITH 1 Sedimentary structure,LITH 1 Bioturbation intensity,LITH 1 Bioturbation intensity rank [read only],LITH 1 Deformational structure,LITH 1 Deformational structure attitude,LITH 1 Diagenetic structure,LITH 1 Diagenetic constituent,LITH 1 Diagenetic constituent composition,LITH 1 Macrofossil,LITH 1 Macrofossil abundance name,LITH 2 Macrofossil,LITH 1 Clast abundance,LITH 1 Number of clasts (>2mm),LITH 1 Clast 1 igneous [%],LITH 1 Clast 1 igneous -  grain size,LITH 1 Clast 1 igneous -  roundness,LITH 1 Clast 1 igneous -  lithology,LITH 1 Clast 2 sediment [%],LITH 1 Clast 2 sediment - grain size,LITH 1 Clast 2 sediment - roundness,LITH 1 Clast 3 -other LITH [%],LITH 1 Clast 3 metamorphic - grain size,LITH 1 Clast 3 metamorphic - roundness,Total clasts calculated LITH 1 [%],LITH 1 Matrix 1 igneous - pumiceous [%],LITH 1 Matrix 2 igneous - scoriaceous [%],LITH 1 Matrix 3 igneous - massive [%],LITH 1 Matrix 4 igneous - vesicular [%],LITH 1 Matrix 5 volcaniclastic [%],LITH 1 Matrix 6 sediment [%],LITH 1 Matrix 7 -other LITH [%],LITH 1 Matrix biogenic carbonate [%],LITH 1 Matrix detritical carbonate [%],LITH 1 Matrix carbonate [%],Total matrix calculated LITH 1 [%],LITH 1 Matrix sorting,LITH 1 Matrix alteration intensity,LITH 1 Matrix alteration rank,LITH 1 Matrix comments,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W
349-U1431B-1H-14-A,0,2,7.0,7.02,,silty clay [MMK88],,silty clay ,silty clay ,,2.5Y 4/1 (dark gray),very slightly consolidated [B84],clay [W22_1],1,silt [W22_1],2,moderate [BP01],,,,,,,,,,,,,,erosive,,thin bed [B01],,none [DB86],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,B,1,H,14,A
349-U1431B-1H-14-A,2,17,7.02,7.17,,silty clay [MMK88],,silty clay ,silty clay ,,2.5Y 4/1 (dark gray),very slightly consolidated [B84],clay [W22_1],1,silt [W22_1],2,moderate [BP01],,,,,,,,,,,,,,gradational,horizontal,medium bed [B01],graded bedding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,B,1,H,14,A
349-U1431B-1H-14-A,17,25,7.17,7.25,,silty clay [MMK88],,silty clay ,silty clay ,,2.5Y 4/1 (dark gray),very slightly consolidated [B84],clay [W22_1],1,silt [W22_1],2,moderate [BP01],,,,,,,,,,,,,,erosive,,medium bed [B01],graded bedding,none [DB86],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,B,1,H,14,A
349-U1431B-1H-14-A,25,47,7.25,7.47,,Clay [Leg339],with silt [Leg339],Clay ,Clay with silt ,,GLEY 1 4/10Y (dark greenish gray),very slightly consolidated [B84],clay [W22_1],1,silt [W22_1],2,moderate [BP01],,,,,,,,,,,,,,erosive,horizontal,medium bed [B01],graded bedding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,B,1,H,14,A
349-U1431B-1H-14-A,47,50,7.47,7.5,,Clay [Leg339],with silt [Leg339],Clay ,Clay with silt ,,GLEY 1 4/10Y (dark greenish gray),very slightly consolidated [B84],clay [W22_1],1,silt [W22_1],2,moderate [BP01],,,,,,,,,,,,,,,,thin bed [B01],,complete [DB86],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,B,1,H,14,A
349-U1431B-1H-2-A,0,40,1.0,1.4,,silty clay [MMK88],,silty clay ,silty clay ,,GLEY 1 4/N (dark gray),very slightly consolidated [B84],clay [W22_1],1,silt [W22_1],2,well [BP01],,,,,,,,,,,,,,gradational,horizontal,very thick bed [B01],,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,B,1,H,2,A
349-U1431B-1H-3-A,0,27,1.5,1.77,,clayey silt [MMK88],with volcanic ash [Leg339],clayey silt ,clayey silt with volcanic ash ,,GLEY 1 5/10Y (greenish gray),very slightly consolidated [B84],silt [W22_1],2,silt [W22_1],2,moderate [BP01],,,,,,,,,,,,,,erosive,curved,medium bed [B01],graded bedding,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,B,1,H,3,A
349-U1431B-1H-3-A,27,40,1.77,1.9,,silty clay [MMK88],with volcanic ash [Leg339],silty clay ,silty clay with volcanic ash ,,GLEY 1 4/N (dark gray),very slightly consolidated [B84],clay [W22_1],1,silt [W22_1],2,well [BP01],,,,,,,,,,,,,,gradational,horizontal,medium bed [B01],,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,B,1,H,3,A
349-U1431B-1H-4-A,0,33,2.0,2.33,,clayey silt [MMK88],with volcanic ash [Leg339],clayey silt ,clayey silt with volcanic ash ,,GLEY 1 3/N (very dark gray),very slightly consolidated [B84],silt [W22_1],2,silt [W22_1],2,moderate [BP01],,,,,,,,,,,,,,irregular,horizontal,medium bed [B01],cataclastic,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,B,1,H,4,A
349-U1431B-1H-4-A,33,41,2.33,2.41,,ash(tuff) [MMK88m],with clay [Leg339],ash(tuff) ,ash(tuff) with clay ,,GLEY 1 5/10Y (greenish gray),very slightly consolidated [B84],silt [W22_1],2,silt [W22_1],2,moderate [BP01],P [A92],1.0,,,,,,,,,,,,irregular,horizontal,medium bed [B01],graded bedding,none [DB86],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,B,1,H,4,A
349-U1431B-1H-5-A,0,40,2.5,2.9,,silty clay [MMK88],,silty clay ,silty clay ,,2.5Y 4/1 (dark gray),very slightly consolidated [B84],clay [W22_1],1,silt [W22_1],2,moderate [BP01],,,,,,,,,,,,,,gradational,horizontal,medium bed [B01],graded bedding,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,B,1,H,5,A
349-U1431B-1H-6-A,0,39,3.0,3.39,,silty clay [MMK88],,silty clay ,silty clay ,,2.5Y 4/1 (dark gray),very slightly consolidated [B84],clay [W22_1],1,silt [W22_1],2,moderate [BP01],,,,,,,,,,,,,,gradational,horizontal,medium bed [B01],graded bedding,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,B,1,H,6,A
349-U1431B-1H-7-A,0,41,3.5,3.91,,silty clay [MMK88],,silty clay ,silty clay ,,2.5Y 4/1 (dark gray),very slightly consolidated [B84],clay [W22_1],1,silt [W22_1],2,moderate [BP01],,,,,,,,,,,,,,gradational,horizontal,medium bed [B01],graded bedding,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,B,1,H,7,A
349-U1431B-1H-8-A,0,6,4.0,4.06,foraminifer rich,silty sand [Leg339],with clay [Leg339],foraminifer rich silty sand ,foraminifer rich silty sand with clay ,,GLEY 1 6/10Y (greenish gray),very slightly consolidated [B84],clay [W22_1],1,very fine sand [W22_2],3,moderate [BP01],,,,,,,,,,,,,,irregular,horizontal,thick bed [B01],graded bedding,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,B,1,H,8,A
349-U1431B-1H-8-A,6,39,4.06,4.39,,silty clay [MMK88],,silty clay ,silty clay ,,2.5Y 4/1 (dark gray),very slightly consolidated [B84],clay [W22_1],1,silt [W22_1],2,moderate [BP01],,,,,,,,,,,,,,gradational,horizontal,medium bed [B01],lamination,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,B,1,H,8,A
349-U1431B-1H-9-A,0,19,4.5,4.69,,Clay [Leg339],with silt [Leg339],Clay ,Clay with silt ,,GLEY 1 5/10Y (greenish gray),very slightly consolidated [B84],clay [W22_1],1,silt [W22_1],2,moderate [BP01],,,,,,,,,,,,,,gradational,horizontal,medium bed [B01],graded bedding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,B,1,H,9,A
349-U1431B-1H-9-A,19,26,4.69,4.76,,silty clay [MMK88],,silty clay ,silty clay ,,2.5Y 4/1 (dark gray),very slightly consolidated [B84],clay [W22_1],1,silt [W22_1],2,moderate [BP01],,,,,,,,,,,,,,erosive,horizontal,medium bed [B01],graded bedding,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,B,1,H,9,A
349-U1431B-1H-9-A,26,37,4.76,4.87,,Clay [Leg339],with silt [Leg339],Clay ,Clay with silt ,,GLEY 1 5/10Y (greenish gray),very slightly consolidated [B84],clay [W22_1],1,silt [W22_1],2,moderate [BP01],,,,,,,,,,,,,,planar,horizontal,medium bed [B01],,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,B,1,H,9,A
349-U1431B-1H-9-A,37,39,4.87,4.89,,silty clay [MMK88],,silty clay ,silty clay ,,2.5Y 4/1 (dark gray),very slightly consolidated [B84],clay [W22_1],1,silt [W22_1],2,moderate [BP01],,,,,,,,,,,,,,,,thin bed [B01],graded bedding,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,B,1,H,9,A
349-U1431B-1H-CC-A,0,8,7.5,7.58,,foraminiferal ooze [Leg339],with clay [Leg339],foraminiferal ooze ,foraminiferal ooze with clay ,,GLEY 1 6/10Y (greenish gray),very slightly consolidated [B84],clay [W22_1],1,silt [W22_1],2,moderate [BP01],,,,,,,,,,,,,,,,medium bed [B01],graded bedding,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,B,1,H,CC,A
349-U1431B-2H-1-A,0,140,7.5,8.9,,silty clay [MMK88],,silty clay ,silty clay ,,2.5Y 4/1 (dark gray),very slightly consolidated [B84],clay [W22_1],1,silt [W22_1],2,moderate [BP01],,,,,,,,,,,,,,,horizontal,medium bed [B01],graded bedding,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,B,2,H,1,A
349-U1431B-2H-2-A,0,32,9.0,9.32,foraminifer rich,sand [Leg339],,foraminifer rich sand ,foraminifer rich sand ,,GLEY 1 7/5G (light grrenish grey),very slightly consolidated [B84],fine sand [W22_2],4,fine sand [W22_2],4,moderately well [BP01],,,,,,,,,,,,,sandy turbidite layer,irregular,horizontal,medium bed [B01],graded bedding,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,B,2,H,2,A
349-U1431B-2H-2-A,32,140,9.32,10.4,,silty clay [MMK88],,silty clay ,silty clay ,,GLEY 1 4/10Y (dark greenish gray),very slightly consolidated [B84],silt [W22_1],2,silt [W22_1],2,moderate [BP01],,,,,,,,,,,,,clayey silt to clay turbidite cycles with intervals of 15-30 cm,,horizontal,medium bed [B01],graded bedding,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,B,2,H,2,A
349-U1431B-2H-3-A,0,140,10.5,11.9,,silty clay [MMK88],with volcanic ash [Leg339],silty clay ,silty clay with volcanic ash ,,GLEY 1 4/10Y (dark greenish gray),very slightly consolidated [B84],silt [W22_1],2,silt [W22_1],2,moderate [BP01],P [A92],1.0,,,,,,,,,,,clayey silt to clay turbidite cycles with intervals of 15-30 cm,,horizontal,medium bed [B01],graded bedding,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,B,2,H,3,A
349-U1431B-2H-4-A,0,140,12.0,13.4,,silty clay [MMK88],with volcanic ash [Leg339],silty clay ,silty clay with volcanic ash ,,GLEY 1 4/10Y (dark greenish gray),very slightly consolidated [B84],silt [W22_1],2,silt [W22_1],2,moderate [BP01],P [A92],1.0,,,,,,,,,,,clayey silt to clay turbidite cycles with intervals of 15-30 cm,,horizontal,medium bed [B01],graded bedding,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,B,2,H,4,A
349-U1431B-2H-5-A,0,140,13.5,14.9,,silty clay [MMK88],,silty clay ,silty clay ,,GLEY 1 4/10Y (dark greenish gray),very slightly consolidated [B84],silt [W22_1],2,silt [W22_1],2,moderate [BP01],,,,,,,,,,,,,clayey silt to clay turbidite cycles with intervals of 15-30 cm,,horizontal,medium bed [B01],graded bedding,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,B,2,H,5,A
349-U1431B-2H-6-A,0,91,15.0,15.91,,silty clay [MMK88],,silty clay ,silty clay ,,GLEY 1 4/10Y (dark greenish gray),very slightly consolidated [B84],silt [W22_1],2,silt [W22_1],2,moderate [BP01],,,,,,,,,,,,,,,horizontal,medium bed [B01],graded bedding,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,B,2,H,6,A
349-U1431B-2H-7-A,0,84,16.0,16.84,,silty clay [MMK88],,silty clay ,silty clay ,,GLEY 1 4/10Y (dark greenish gray),slightly consolidated [B84],clay [W22_1],1,silt [W22_1],2,well [BP01],,,,,,,,,,,,,,,horizontal,medium bed [B01],,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1431,B,2,H,7,A
