Sample,Exp,,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],MAJ Lith. Prefix,MAJ Lith. Principal name,MAJ Lith. Suffix,MAJ Lith. prefix+name+suffix,MAJ Lith. color,"Layer, boundary, lamination, grading",Diagenetic constituent,Diagenetic constituent composition,Bioturbation intensity,Bioturbation intensity rank,Deformational structures,General interval comment,MIN Lith. Prefix,MIN Lith. Principal name,MIN Lith. Suffix,MIN Lith. prefix + name,MIN Lith. prefix+name+suffix,MIN Lith. name+suffix,MIN Lith. color,MIN Lith. abundance [%],MIN Lith. ave. grain size ,MIN Lith. ave. grain size rank,MIN Lith. max. grain size ,MIN Lith. max. grain size rank,Lith. abundance sum [%],Bottom contact or boundary type,Bottom contact geometry,Bottom contact definition,Layer or bedding thickness,Clasts abundance,Clast 1 igneous [%],Clast 1 igneous -  grain size,Clast 2 sediment [%],Clast 2 sediment grain size,Clast 3 -other lithology [%],Clast 3 -other lithology grain size,Diagenetic structure,Macrofossil,Macrofossil abundance name,MAJ Lith. prefix + name,MAJ Lith. name+suffix,MAJ Lith. Abundance (%),MAJ Lith. Ave. grain size,MAJ Lith. ave. grain size rank,MAJ Lith. max. grain size,MAJ Lith. max. grain size rank,File Data
342-U1406A-14H-1-A,342,,U1406,A,14,14-1,H,1,A,32,36,120.52,120.56,,nannofossil ooze [Leg339],,nannofossil ooze ,5G 5/1 (greenish gray),,,,moderate_339 [DB91],4,,greenish-gray interval,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1406A-14H-1-A,342,,U1406,A,14,14-1,H,1,A,36,150,120.56,121.7,,nannofossil ooze [Leg339],,nannofossil ooze ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,"slight mottling, greenish-gray (5G 5/1) and beige-grayish patches (10Y 6/1), trace of disseminated sulfides",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1406A-14H-2-A,342,,U1406,A,14,14-2,H,2,A,0,21,121.7,121.91,,nannofossil ooze [Leg339],,nannofossil ooze ,5G 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1406A-14H-2-A,342,,U1406,A,14,14-2,H,2,A,21,68,121.91,122.38,,nannofossil ooze [Leg339],,nannofossil ooze ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1406A-14H-2-A,342,,U1406,A,14,14-2,H,2,A,68,70,122.38,122.4,,nannofossil ooze [Leg339],,nannofossil ooze ,5G 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1406A-14H-2-A,342,,U1406,A,14,14-2,H,2,A,70,150,122.4,123.2,,nannofossil ooze [Leg339],,nannofossil ooze ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,"mottling, disturbed layers of greenish gray (5G 6/1) and beige-grayish patches (10Y 6/1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1406A-14H-3-A,342,,U1406,A,14,14-3,H,3,A,0,127,123.2,124.47,,nannofossil ooze [Leg339],,nannofossil ooze ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1406A-14H-3-A,342,,U1406,A,14,14-3,H,3,A,127,150,124.47,124.7,,nannofossil ooze [Leg339],,nannofossil ooze ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,"gets gradually darker below 127 cm, mottling of glaucontish greenish-gray patches (5G 4/1) and sulfide-rich dark blebs (10GY 4/1) ",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1406A-14H-4-A,342,,U1406,A,14,14-4,H,4,A,0,24,124.7,124.94,,nannofossil ooze [Leg339],,nannofossil ooze ,5GY 4/1 (dark greenish gray),,,,moderate_339 [DB91],4,,"strongly mottled, dark grayish to light grayish colors (5GY 4/1-6/1), sharp basal boundary developed",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1406A-14H-4-A,342,,U1406,A,14,14-4,H,4,A,24,106,124.94,125.81,,nannofossil ooze [Leg339],,nannofossil ooze ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,"""evenly"" spaced, but weakly developed thin (1-2 cm) greenish-gray layers",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1406A-14H-5-A,342,,U1406,A,14,14-5,H,5,A,0,58,125.81,126.39,,nannofossil ooze [Leg339],,nannofossil ooze ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,"rather uniform, slightly mottled",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1406A-14H-6-A,342,,U1406,A,14,14-6,H,6,A,0,42,126.39,127.34,,nannofossil ooze [Leg339],,nannofossil ooze ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,"slightly mottled, wekly developed greenish-gray layer (5G 6/1) between 27 and 32 cm; cm-sized beige-grayish plebs (10Y 3/1) become common towards the base of this section",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1406A-14H-6-A,342,,U1406,A,14,14-6,H,6,A,62,95,126.39,127.34,,nannofossil ooze [Leg339],,nannofossil ooze ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,"slightly mottled, wekly developed greenish-gray layer (5G 6/1) between 27 and 32 cm; cm-sized beige-grayish plebs (10Y 3/1) become common towards the base of this section",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1406A-14H-7-A,342,,U1406,A,14,14-7,H,7,A,0,118,127.34,128.52,,nannofossil ooze [Leg339],,nannofossil ooze ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,"slightly disturbed interval, disseminated sulfides are common, moderately mottled",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1406A-15H-1-A,342,,U1406,A,15,15-1,H,1,A,0,150,129.7,131.2,,nannofossil ooze [Leg339],,nannofossil ooze ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1406A-15H-2-A,342,,U1406,A,15,15-2,H,2,A,0,135,131.2,132.55,,nannofossil ooze [Leg339],,nannofossil ooze ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1406A-15H-2-A,342,,U1406,A,15,15-2,H,2,A,135,151,132.55,132.71,,nannofossil ooze [Leg339],,nannofossil ooze ,10GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1406A-15H-3-A,342,,U1406,A,15,15-3,H,3,A,0,152,132.71,134.23,,nannofossil ooze [Leg339],,nannofossil ooze ,10GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1406A-15H-4-A,342,,U1406,A,15,15-4,H,4,A,0,153,134.23,135.76,,nannofossil ooze [Leg339],,nannofossil ooze ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1406A-15H-5-A,342,,U1406,A,15,15-5,H,5,A,0,151,135.76,137.27,,nannofossil ooze [Leg339],,nannofossil ooze ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1406A-15H-6-A,342,,U1406,A,15,15-6,H,6,A,0,137,137.27,138.77,,nannofossil ooze [Leg339],,nannofossil ooze ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1406A-15H-7-A,342,,U1406,A,15,15-7,H,7,A,0,65,138.77,139.42,,nannofossil ooze [Leg339],,nannofossil ooze ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1406A-15H-CC-A,342,,U1406,A,15,15-CC,H,CC,A,0,22,139.42,139.71,,nannofossil ooze [Leg339],,nannofossil ooze ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1406A-16H-1-A,342,,U1406,A,16,16-1,H,1,A,0,150,139.2,140.7,,nannofossil ooze [Leg339],,nannofossil ooze ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,Top 28 cm disturbed,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1406A-16H-2-A,342,,U1406,A,16,16-2,H,2,A,0,150,140.7,142.2,,nannofossil ooze [Leg339],,nannofossil ooze ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,Darker interval from 20 to 45 cm stippled with lighter Chondrities-like burrows.,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1406A-16H-3-A,342,,U1406,A,16,16-3,H,3,A,0,150,142.2,143.7,,nannofossil ooze [Leg339],,nannofossil ooze ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1406A-16H-4-A,342,,U1406,A,16,16-4,H,4,A,0,150,143.7,145.2,,nannofossil ooze [Leg339],,nannofossil ooze ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1406A-16H-5-A,342,,U1406,A,16,16-5,H,5,A,0,145,145.2,146.7,,nannofossil ooze [Leg339],,nannofossil ooze ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1406A-16H-6-A,342,,U1406,A,16,16-6,H,6,A,0,92,146.7,147.62,,nannofossil ooze [Leg339],,nannofossil ooze ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,Zoophycos burrows,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1406A-16H-CC-A,342,,U1406,A,16,16-CC,H,CC,A,0,35,147.62,148.1,,nannofossil ooze [Leg339],,nannofossil ooze ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1406A-17H-1-A,342,,U1406,A,17,17-1,H,1,A,0,85,148.1,149.6,,nannofossil ooze [Leg339],,nannofossil ooze ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1406A-17H-1-A,342,,U1406,A,17,17-1,H,1,A,85,114,148.95,149.24,,nannofossil ooze [Leg339],,nannofossil ooze ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,fault,"microfault, slumped interval lacking bedding features",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342-U1406A-17H-1-A,342,,U1406,A,17,17-1,H,1,A,114,150,149.24,149.6,,nannofossil ooze [Leg339],,nannofossil ooze ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342-U1406A-17H-2-A,342,,U1406,A,17,17-2,H,2,A,0,150,149.6,151.1,,nannofossil ooze [Leg339],,nannofossil ooze ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,fault,microfaults,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1406A-17H-3-A,342,,U1406,A,17,17-3,H,3,A,0,150,151.1,152.6,,nannofossil ooze [Leg339],,nannofossil ooze ,5GY 6/1 (greenish gray),,mineral,glauconite,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1406A-17H-4-A,342,,U1406,A,17,17-4,H,4,A,0,85,152.6,153.45,,nannofossil ooze [Leg339],,nannofossil ooze ,5GY 6/1 (greenish gray),,mineral,glauconite,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1406A-17H-4-A,342,,U1406,A,17,17-4,H,4,A,85,150,153.45,154.1,,nannofossil ooze [Leg339],,nannofossil ooze ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,contorted strata [BJ80],Below 85 cm ooze is convoluted with disrupted bedding from slumping,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1406A-17H-5-A,342,,U1406,A,17,17-5,H,5,A,0,140,154.1,155.6,,nannofossil ooze [Leg339],,nannofossil ooze ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,contorted strata [BJ80],disrupted bedding from slumping (does not appear to be a drilling artifact) ,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1406A-17H-6-A,342,,U1406,A,17,17-6,H,6,A,0,125,155.6,156.85,,nannofossil ooze [Leg339],,nannofossil ooze ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,contorted strata [BJ80],disrupted bedding from slumping ,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1406A-17H-CC-A,342,,U1406,A,17,17-CC,H,CC,A,0,38,156.85,157.3,,nannofossil ooze [Leg339],,nannofossil ooze ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1406A-18H-1-A,342,,U1406,A,18,18-1,H,1,A,0,134,157.3,158.64,,nannofossil ooze [Leg339],,nannofossil ooze ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1406A-18H-2-A,342,,U1406,A,18,18-2,H,2,A,0,92,158.64,159.56,,nannofossil ooze [Leg339],,nannofossil ooze ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,fault,"Section 2, 66 to 92 cm has a vertical, disjointed sulfide infilled crack.  ",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1406A-18H-2-A,342,,U1406,A,18,18-2,H,2,A,119,150,158.64,160.14,,nannofossil ooze [Leg339],,nannofossil ooze ,5Y 6/1 (gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1406A-18H-2-A,342,,U1406,A,18,18-2,H,2,A,92,119,159.56,159.83,,nannofossil ooze [Leg339],,nannofossil ooze ,5Y 6/1 (gray),,,,moderate_339 [DB91],4,,"Slightly more gray (5Y 6/1) interval with more prominent bioturbation, ",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1406A-18H-3-A,342,,U1406,A,18,18-3,H,3,A,0,59,160.14,160.73,,nannofossil ooze [Leg339],,nannofossil ooze ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,fault,"Section 3, 32 to 44 cm has a microfault",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1406A-18H-3-A,342,,U1406,A,18,18-3,H,3,A,59,115,160.73,161.29,,nannofossil ooze [Leg339],,nannofossil ooze ,5Y 6/1 (gray),,,,moderate_339 [DB91],4,,"Slightly more gray (5Y 6/1) interval with more prominent bioturbation,  ",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1406A-18H-3-A,342,,U1406,A,18,18-3,H,3,A,115,150,161.29,161.64,,nannofossil ooze [Leg339],,nannofossil ooze ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1406A-18H-4-A,342,,U1406,A,18,18-4,H,4,A,0,86,161.64,162.5,,nannofossil ooze [Leg339],,nannofossil ooze ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1406A-18H-4-A,342,,U1406,A,18,18-4,H,4,A,127,140,161.64,163.14,,nannofossil ooze [Leg339],,nannofossil ooze ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1406A-18H-4-A,342,,U1406,A,18,18-4,H,4,A,86,127,162.5,162.91,,nannofossil ooze [Leg339],,nannofossil ooze ,5Y 6/1 (gray),,,,moderate_339 [DB91],4,,"Slightly more gray (5Y 6/1) interval with more prominent bioturbation, ",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1406A-18H-5-A,342,,U1406,A,18,18-5,H,5,A,0,154,163.14,164.68,,nannofossil ooze [Leg339],,nannofossil ooze ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1406A-19H-1-A,342,,U1406,A,19,19-1,H,1,A,0,150,164.7,166.2,,nannofossil ooze [Leg339],,nannofossil ooze ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1406A-19H-2-A,342,,U1406,A,19,19-2,H,2,A,0,150,166.2,167.7,,nannofossil ooze [Leg339],,nannofossil ooze ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1406A-19H-3-A,342,,U1406,A,19,19-3,H,3,A,0,100,167.7,168.7,,nannofossil ooze [Leg339],,nannofossil ooze ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1406A-19H-3-A,342,,U1406,A,19,19-3,H,3,A,44,60,168.14,168.3,,,,,,,,,,,fault,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342-U1406A-19H-3-A,342,,U1406,A,19,19-3,H,3,A,100,111,168.7,168.81,,,,,,,,,,,fault,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342-U1406A-19H-3-A,342,,U1406,A,19,19-3,H,3,A,100,150,168.7,169.2,,nannofossil ooze [Leg339],,nannofossil ooze ,10GY 7/1 (light greenish gray),,,,moderate_339 [DB91],4,,rheology of this interval suggests that it is more carbonate rich,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1406A-19H-4-A,342,,U1406,A,19,19-4,H,4,A,0,150,169.2,170.7,,nannofossil ooze [Leg339],,nannofossil ooze ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1406A-19H-4-A,342,,U1406,A,19,19-4,H,4,A,32,33,169.52,169.53,,,,,,layering,mineral,glauconite,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342-U1406A-19H-5-A,342,,U1406,A,19,19-5,H,5,A,0,140,170.7,172.2,,nannofossil ooze [Leg339],,nannofossil ooze ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1406A-19H-6-A,342,,U1406,A,19,19-6,H,6,A,0,154,172.2,173.79,,nannofossil ooze [Leg339],,nannofossil ooze ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1406A-20H-1-A,342,,U1406,A,20,20-1,H,1,A,0,141,173.7,175.11,,nannofossil ooze [Leg339],,nannofossil ooze ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1406A-20H-2-A,342,,U1406,A,20,20-2,H,2,A,0,150,175.11,176.61,,nannofossil ooze [Leg339],,nannofossil ooze ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1406A-20H-3-A,342,,U1406,A,20,20-3,H,3,A,0,150,176.61,178.11,,nannofossil ooze [Leg339],,nannofossil ooze ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1406A-20H-3-A,342,,U1406,A,20,20-3,H,3,A,35,36,176.96,176.97,,nannofossil ooze [Leg339],,nannofossil ooze ,5GY 6/1 (greenish gray),,,,,,,potential ice rafted debris clast,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1406A-20H-4-A,342,,U1406,A,20,20-4,H,4,A,0,87,178.11,178.98,,nannofossil ooze [Leg339],,nannofossil ooze ,10Y 6/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1406A-20H-4-A,342,,U1406,A,20,20-4,H,4,A,87,150,178.98,179.61,,nannofossil ooze [Leg339],,nannofossil ooze ,10Y 6/1 (greenish gray),,mineral,sulfide,moderate_339 [DB91],4,,"vertical, wavy mm-width sulfide layers, similar to flow-in but cross-cut by horizontal bioturbation. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1406A-20H-5-A,342,,U1406,A,20,20-5,H,5,A,0,113,179.61,180.92,,nannofossil ooze [Leg339],,nannofossil ooze ,10Y 6/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1406A-20H-6-A,342,,U1406,A,20,20-6,H,6,A,0,67,180.92,181.59,,nannofossil ooze [Leg339],,nannofossil ooze ,10Y 6/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1406A-20H-CC-A,342,,U1406,A,20,20-CC,H,CC,A,0,11,181.59,181.76,,nannofossil ooze [Leg339],,nannofossil ooze ,10Y 6/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1406A-21H-1-A,342,,U1406,A,21,21-1,H,1,A,0,150,181.7,183.2,,nannofossil ooze [Leg339],,nannofossil ooze ,10Y 6/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1406A-21H-2-A,342,,U1406,A,21,21-2,H,2,A,0,75,183.2,183.95,,nannofossil ooze [Leg339],,nannofossil ooze ,10Y 6/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1406A-21H-3-A,342,,U1406,A,21,21-3,H,3,A,0,138,183.95,185.33,,nannofossil ooze [Leg339],,nannofossil ooze ,10Y 6/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1406A-21H-4-A,342,,U1406,A,21,21-4,H,4,A,0,136,185.33,186.69,,nannofossil ooze [Leg339],,nannofossil ooze ,10Y 6/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1406A-21H-5-A,342,,U1406,A,21,21-5,H,5,A,0,138,186.69,188.07,,nannofossil ooze [Leg339],,nannofossil ooze ,10Y 6/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1406A-21H-6-A,342,,U1406,A,21,21-6,H,6,A,0,139,188.07,189.46,,nannofossil ooze [Leg339],,nannofossil ooze ,10Y 6/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1406A-21H-7-A,342,,U1406,A,21,21-7,H,7,A,0,145,189.46,190.91,,nannofossil ooze [Leg339],,nannofossil ooze ,10Y 6/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1406A-21H-CC-A,342,,U1406,A,21,21-CC,H,CC,A,0,57,190.91,191.53,,nannofossil ooze [Leg339],,nannofossil ooze ,10Y 6/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1406A-22H-1-A,342,,U1406,A,22,22-1,H,1,A,0,146,191.2,192.66,,nannofossil ooze [Leg339],,nannofossil ooze ,5GY 7/1 (light greenish gray),,,,heavy_339 [DB91],5,,color is actually lighter (8/1) but is not in DESClogik,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,
