Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithification,MAJ Lith. Prefix,MAJ Lith. Principal name,Texture Rank,MAJ Lith. Suffix,MAJ Lith. prefix+name+suffix [read only],"FACIES (neritic, hemipelagic, pelagic)",MAJ lith color (simple),Fossil,Sedimentary structure,Diagenetic structure,Layer or bedding thickness,Bioturbation intensity,Bioturbation intensity rank [read only],Bottom contact or boundary definition,Bottom contact or boundary attitude,General interval comment,Ship File Links,Shore File Links,File Data
356-U1463C-22H-2-A,0,150,193.1,194.6,partially lithified,,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,foraminifera (small benthic),,,,slight [B06],2,,,"Partially lithified, homogeneous olive gray wackestone with very fine sand to fine sand size grains. It contains sparse small benthic foraminifers and unidentified bioclasts.",,,
356-U1463C-22H-2-A,0,150,193.1,194.6,,,,,,,,,scaphopod,,,,,,,,,,,
356-U1463C-22H-3-A,0,150,194.6,196.1,partially lithified,,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,foraminifera (small benthic),,,,moderate [B06],3,,,"At the middle part of the section (91-93 cm depth), a large vertical burrow occurs.",,,
356-U1463C-22H-4-A,0,150,196.1,197.6,partially lithified,,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,foraminifera (small benthic),,,,slight [B06],2,,,"Partially lithified, homogeneous olive gray wackestone with very fine sand size grains. It contains partially lithified concretion bands throughout the core.",,,
356-U1463C-22H-5-A,0,150,197.6,199.1,partially lithified,,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,foraminifera (small benthic),,,,slight [B06],2,,,"Partially lithified, homogeneous olive gray wackestone with very fine sand size grains. It contains partially lithified concretion bands throughout the core.",,,
356-U1463C-22H-6-A,0,150,199.1,200.6,partially lithified,,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,foraminifera (small benthic),,,,slight [B06],2,,,"Partially lithified, homogeneous olive gray wackestone with very fine sand size grains. It contains partially lithified concretion bands throughout the core.",,,
356-U1463C-22H-7-A,0,66,200.6,201.26,partially lithified,,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,foraminifera (small benthic),,,,slight [B06],2,,,"Partially lithified, homogeneous olive gray wackestone with very fine sand size grains. It contains partially lithified concretion bands throughout the core.",,,
356-U1463C-22H-CC-A,0,6,201.26,201.32,partially lithified,,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,foraminifera (small benthic),,,,slight [B06],2,,,"Partially lithified, homogeneous olive gray wackestone with very fine sand size grains. It contains partially lithified concretion bands throughout the core.",,,
356-U1463C-22H-CC-A,6,11,201.32,201.37,,,,,,,,,,,,,,,,,PAL,,,
356-U1463C-23H-1-A,0,150,201.1,202.6,partially lithified,,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,foraminifera (small benthic),,concretion [BJ80],,slight [B06],2,,,"Partially lithified, homogeneous olive gray wackestone with very fine sand size grains. It contains partially lithified concretion bands throughout the core.",,,
356-U1463C-23H-2-A,0,150,202.6,204.1,partially lithified,,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,foraminifera (small benthic),,concretion [BJ80],,slight [B06],2,,,"Partially lithified, homogeneous olive gray wackestone with very fine sand size grains. It contains partially lithified concretion bands throughout the core.",,,
356-U1463C-23H-3-A,0,150,204.1,205.6,partially lithified,,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,foraminifera (small benthic),,concretion [BJ80],,slight [B06],2,,,"Partially lithified, homogeneous olive gray wackestone with very fine sand size grains. It contains partially lithified concretion bands throughout the core.",,,
356-U1463C-23H-4-A,0,134,205.6,206.94,partially lithified,,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,foraminifera (small benthic),,concretion [BJ80],,slight [B06],2,,,"Partially lithified, homogeneous olive gray wackestone with very fine sand size grains. It contains partially lithified concretion bands throughout the core.",,,
356-U1463C-23H-4-A,134,150,206.94,207.1,partially lithified,,mudstone [E&K72; D62],1,,mudstone,hemipelagic,olive gray,foraminifera (small benthic),,concretion [BJ80],,slight [B06],2,,,"Partially lithified, homogeneous mudstone",,,
356-U1463C-23H-5-A,0,150,207.1,208.6,partially lithified,,mudstone [E&K72; D62],1,,mudstone,hemipelagic,olive gray,foraminifera (small benthic),,,,slight [B06],2,,,"Partially lithified, homogeneous mudstone",,,
356-U1463C-23H-6-A,0,150,208.6,210.1,partially lithified,,mudstone [E&K72; D62],1,,mudstone,hemipelagic,olive gray,foraminifera (small benthic),,,,moderate [B06],3,,,"Partially lithified, homogeneous mudstone. Moderate bioturbation.",,,
356-U1463C-23H-7-A,0,68,210.1,210.78,partially lithified,,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,foraminifera (small benthic),,,,moderate [B06],3,,,Partially lithified olive gray wackestone with fine sand grains. Wacktone patches occur throughout the section due to bioturbation.,,,
356-U1463C-23H-7-A,0,68,210.1,210.78,,,,,,,,,bivalve,,,,,,,,,,,
356-U1463C-23H-CC-A,0,20,210.78,210.98,partially lithified,,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,,,,,,,,,Partially lithified olive gray wackestone with fine sand grains.,,,
356-U1463C-24H-1-A,0,26,210.6,210.86,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,foraminifera (small benthic),,,,,,wavy,sub-horizontal,Partially lithified olive gray wackestone with fine sand grains.,,,
356-U1463C-24H-1-A,0,150,210.6,212.1,,,,,,,,,echinoderm,,,,,,,,,,,
356-U1463C-24H-1-A,26,150,210.86,212.1,,,mudstone [E&K72; D62],1,,mudstone,hemipelagic,dark grayish green,foraminifera (small benthic),,,,,,,,Partially lithified dark grayish green mudstone with unidentified bioclasts.,,,
356-U1463C-24H-2-A,0,41,212.1,212.51,partially lithified,,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,foraminifera (small benthic),,,,slight [B06],2,bioturbated,sub-horizontal,"Partially lithified wackestone with bivalve fragments and forams, unidentified bioclasts.",,,
356-U1463C-24H-2-A,0,41,212.1,212.51,,,,,,,,,bivalve,,,,,,,,"Olive gray mudstone with silt to vfs size grains. It contains wackestone patches. Forams, unidentified bioclasts occur.",,,
356-U1463C-24H-2-A,41,150,212.51,213.6,partially lithified,,mudstone [E&K72; D62],1,,mudstone,hemipelagic,olive gray,foraminifera (small benthic),,,,,,,,Partially lithified homogeneous olive gray mudstone.,,,
356-U1463C-24H-3-A,0,84,213.6,214.44,partially lithified,,mudstone [E&K72; D62],1,,mudstone,hemipelagic,olive gray,foraminifera (small benthic),,,,moderate [B06],3,bioturbated,sub-horizontal,Mixed bed partially lithified mudstone with wackesttone. Moderate bioturbation.,,,
356-U1463C-24H-3-A,0,84,213.6,214.44,,,,,,,,,bivalve,,,,,,,,,,,
356-U1463C-24H-3-A,84,150,214.44,215.1,partially lithified,,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,foraminifera (small benthic),,,,moderate [B06],3,,,"Partially lithified, wackestone with sparse forams and shell fragments.",,,
356-U1463C-24H-4-A,0,150,215.1,216.6,partially lithified,,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,foraminifera (small benthic),,,,moderate [B06],3,,,"Partially lithified, homogeneous wackestone with fine sand size grains. It contains sparce forams and unidentified bioclasts.",,,
356-U1463C-24H-5-A,0,150,216.6,218.1,partially lithified,,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,foraminifera (small benthic),,concretion [BJ80],,moderate [B06],3,,,"Celestite concretion occur at the 42-44 cm depth. The bed contains dark gray grains patches, possibly pyrite.",,,
356-U1463C-24H-6-A,0,150,218.1,219.6,partially lithified,,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,foraminifera (small benthic),,pyrite (disseminated),,moderate [B06],3,,,Homogeneous wackestone with disseminated pyrite patches. Moderate bioturbation.,,,
356-U1463C-24H-7-A,0,69,219.6,220.29,partially lithified,,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,foraminifera (small benthic),,concretion [BJ80],,,,,,Homogeneous wackestone with disseminated pyrite patches. It contains partially lithified concretions. Moderate bioturbation.,,,
356-U1463C-24H-CC-A,0,20,220.29,220.49,partially lithified,,mudstone [E&K72; D62],1,,mudstone,hemipelagic,dark grayish green,,,,,,,,,Partially lithified homogeneous mudstone.,,,
356-U1463C-24H-CC-A,20,25,220.49,220.54,,,,,,,,,,,,,,,,,PAL,,,
356-U1463C-25H-1-A,0,54,220.1,220.64,partially lithified,,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,foraminifera (small benthic),,,,common [B06],4,,,Bioturbated wackestone with fine sand size grains.,,,
356-U1463C-25H-1-A,54,83,220.64,220.93,partially lithified,,mudstone [E&K72; D62],1,,mudstone,hemipelagic,olive gray,,,,,,,,,"Partially lithified, homogeneous olive gray mudstone.",,,
356-U1463C-25H-1-A,83,150,220.93,221.6,partially lithified,,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,foraminifera (small benthic),,,,common [B06],4,,,"Partially lithified, homogeneous wackestone with forams.",,,
356-U1463C-25H-2-A,0,150,221.6,223.1,partially lithified,,mudstone [E&K72; D62],1,,mudstone,hemipelagic,olive gray,foraminifera (small benthic),,pyrite (disseminated),,common [B06],4,,,"Mixed bed of partially lithified homogeneous wackestone and mudstone, mudstone rich. Dark gray grain rich patches occur, possibly disseminated pyrite. Common bioturbation.",,,
356-U1463C-25H-3-A,0,150,223.1,224.6,partially lithified,,mudstone [E&K72; D62],1,,mudstone,hemipelagic,olive gray,foraminifera (small benthic),,,,common [B06],4,,,"Mixed bed of partially lithified homogeneous wackestone and mudstone, mudstone rich. Common bioturbation.",,,
356-U1463C-25H-4-A,0,150,224.6,226.1,partially lithified,,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,foraminifera (small benthic),,concretion [BJ80],,moderate [B06],3,,,Partially lithified concretions are intercalated with wackestone throughout the section.,,,
356-U1463C-25H-5-A,0,150,226.1,227.6,partially lithified,,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,foraminifera (small benthic),,concretion [BJ80],,moderate [B06],3,,,"Partially lithified, olive gray homogeneous wackestone with fine sand size grains. It contains partially lithified concretions. Moderate bioturbation.",,,
356-U1463C-25H-6-A,0,150,227.6,229.1,partially lithified,,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,foraminifera (small benthic),,concretion [BJ80],,moderate [B06],3,,,"Partially lithified, olive gray homogeneous wackestone with fine sand size grains. It contains partially lithified concretions. Moderate bioturbation.",,,
356-U1463C-25H-7-A,0,65,229.1,229.75,partially lithified,,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,foraminifera (small benthic),,concretion [BJ80],,moderate [B06],3,,,"Partially lithified, olive gray homogeneous wackestone with fine sand size grains. It contains partially lithified concretions. Moderate bioturbation.",,,
356-U1463C-25H-CC-A,0,22,229.75,229.97,partially lithified,,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,foraminifera (small benthic),,,,moderate [B06],3,,,"Partially lithified, olive gray homogeneous wackestone with fine sand size grains. Moderate bioturbation.",,,
356-U1463C-25H-CC-A,22,27,229.97,230.02,,,,,,,,,,,,,,,,,PAL,,,
356-U1463C-26H-1-A,0,87,229.6,230.47,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,,,,,,,,,Soopy facies due to drilling disturbance.,,,
356-U1463C-26H-1-A,87,150,230.47,231.1,partially lithified,,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,foraminifera (small benthic),,,,moderate [B06],3,,,"Partially lithified, olive gray homogeneous wackestone with fine sand size grains. Moderate bioturbation.",,,
356-U1463C-26H-2-A,0,150,231.1,232.6,partially lithified,,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,foraminifera (small benthic),,,,moderate [B06],3,,,"Partially lithified, olive gray homogeneous wackestone with fine sand size grains. Moderate bioturbation.",,,
356-U1463C-26H-3-A,0,150,232.6,234.1,partially lithified,,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,foraminifera (small benthic),,,,moderate [B06],3,,,"Partially lithified, olive gray homogeneous wackestone with fine sand size grains. Moderate bioturbation.",,,
356-U1463C-26H-4-A,0,150,234.1,235.6,partially lithified,,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,foraminifera (small benthic),,pyrite (disseminated),,moderate [B06],3,,,"Partially lithified, olive gray homogeneous wackestone with fine sand size grains. It contains disseminated pyrite patches. Moderate bioturbation.",,,
356-U1463C-26H-5-A,0,150,235.6,237.1,partially lithified,,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,foraminifera (small benthic),,pyrite (disseminated),,moderate [B06],3,,,"Partially lithified, olive gray homogeneous wackestone with fine sand size grains. It contains disseminated pyrite patches. Moderate bioturbation.",,,
356-U1463C-26H-6-A,0,102,237.1,238.12,partially lithified,,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,foraminifera (small benthic),,pyrite (disseminated),,moderate [B06],3,,,"Partially lithified, olive gray homogeneous wackestone with fine sand size grains. It contains disseminated pyrite patches, and bivalve fragments. Moderate bioturbation.",,,
356-U1463C-26H-6-A,0,102,237.1,238.12,,,,,,,,,bivalve,,,,,,,,,,,
356-U1463C-26H-7-A,0,72,238.12,238.84,partially lithified,,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,foraminifera (small benthic),,concretion [BJ80],,moderate [B06],3,,,"Partially lithified, olive gray homogeneous wackestone with fine sand size grains. It contains partially lithified concretions. Moderate bioturbation.",,,
356-U1463C-26H-CC-A,0,5,238.84,238.89,,,,,,,,,,,,,,,,,ATP,,,
356-U1463C-27H-1-A,0,150,237.1,238.6,partially lithified,,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,foraminifera (small benthic),,concretion [BJ80],,moderate [B06],3,,,"Partially lithified, olive gray homogeneous wackestone with fine sand size grains. It contains partially lithified concretions. Moderate bioturbation.",,,
356-U1463C-27H-2-A,0,150,238.6,240.1,partially lithified,,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,foraminifera (small benthic),,concretion [BJ80],,moderate [B06],3,,,"Partially lithified, olive gray homogeneous wackestone with fine sand size grains. It contains partially lithified concretions. Moderate bioturbation.",,,
356-U1463C-27H-3-A,0,150,240.1,241.6,partially lithified,,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,foraminifera (small benthic),,concretion [BJ80],,moderate [B06],3,,,"Partially lithified, olive gray homogeneous wackestone with fine sand size grains. It contains partially lithified concretions. Moderate bioturbation.",,,
356-U1463C-27H-4-A,0,150,241.6,243.1,partially lithified,,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,foraminifera (small benthic),,concretion [BJ80],,moderate [B06],3,,,"Partially lithified, olive gray homogeneous wackestone with fine sand size grains. It contains partially lithified concretions. Moderate bioturbation.",,,
356-U1463C-27H-5-A,0,150,243.1,244.6,partially lithified,,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,foraminifera (small benthic),,concretion [BJ80],,moderate [B06],3,,,"Partially lithified, olive gray homogeneous wackestone with fine sand size grains. It contains partially lithified concretions. Moderate bioturbation.",,,
356-U1463C-27H-6-A,0,150,244.6,246.1,partially lithified,,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,foraminifera (small benthic),,concretion [BJ80],,moderate [B06],3,,,"Partially lithified, olive gray homogeneous wackestone with fine sand size grains. It contains partially lithified concretions, and disseminated pyrite patches. Moderate bioturbation.",,,
356-U1463C-27H-6-A,0,150,244.6,246.1,,,,,,,,,,,pyrite (disseminated),,,,,,,,,
356-U1463C-27H-7-A,0,62,246.1,246.72,partially lithified,,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,foraminifera (small benthic),,concretion [BJ80],,moderate [B06],3,,,"Partially lithified, olive gray homogeneous wackestone with fine sand size grains. It contains partially lithified concretions, and disseminated pyrite patches. Moderate bioturbation.",,,
356-U1463C-27H-7-A,0,62,246.1,246.72,,,,,,,,,,,pyrite (disseminated),,,,,,,,,
356-U1463C-27H-CC-A,0,24,246.72,246.96,partially lithified,,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,foraminifera (small benthic),,concretion [BJ80],,moderate [B06],3,,,"Partially lithified, olive gray homogeneous wackestone with fine sand size grains. It contains partially lithified concretions. Moderate bioturbation.",,,
356-U1463C-28H-1-A,0,150,246.6,248.1,partially lithified,,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light olive gray,,,concretion [BJ80],,,,,,"Partially lithified with lithified intervals, light olive gray homogeneous wackestone with fine sand sand. A concretion (few cm) of the same mudstone material. Slight disseminated pyrite",,,
356-U1463C-28H-2-A,0,150,248.1,249.6,partially lithified,,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light olive gray,,,,,,,,,"Partially lithified with lithified intervals, light olive gray homogeneous wackestone with fine sand sand. A concretion (few mm) of the same mudstone material. Slight disseminated pyrite",,,
356-U1463C-28H-3-A,0,150,249.6,251.1,partially lithified,,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light olive gray,,,,,moderate [B06],3,,,"Partially lithified with lithified intervals, light olive gray homogeneous wackestone with fine sand sand. A concretion (few mm) of the same mudstone material. Slight disseminated pyrite . Large burrow (several cm's thick and the width of the core)",,,
356-U1463C-28H-4-A,0,150,251.1,252.6,partially lithified,,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light olive gray,,,pyrite (disseminated),,slight [B06],2,,,"Partially lithified with lithified intervals, light olive gray homogeneous wackestone with fine sand sand. A concretion (few mm) of the same mudstone material. Slight disseminated pyrite but most concentrated in burrows. Shell fragments (sand size)",,,
356-U1463C-28H-5-A,0,150,252.6,254.1,partially lithified,,mudstone [E&K72; D62],1,,mudstone,hemipelagic,olive gray,,,concretion [BJ80],,common [B06],4,,,"Partially lithified with lithified intervals, olive gray, homogeneous mudstone with fine sand size grains. Carbonate concretions (up to 3 cm long) associated to large bivavles and smaller (<05 cm long). Pyrite nodules (1-2 mm long) and disseminated pyrite. Pyrite tends to also be concentrated in burrows. Bioturbation common",,,
356-U1463C-28H-5-A,0,150,252.6,254.1,,,,,,,,,,,pyrite (disseminated),,,,,,,,,
356-U1463C-28H-5-A,0,150,252.6,254.1,,,,,,,,,,,pyrite nodule,,,,,,,,,
356-U1463C-28H-6-A,0,150,254.1,255.6,lithified [B84],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,olive gray,,,concretion [BJ80],,common [B06],4,,,"Partially lithified with lithified intervals, olive gray, homogeneous mudstone with fine sand size grains. Carbonate concretions (3 cm long) associated to large bivalves also present smaller concretions (<1 cm long). Pyrite nodules (<0.5 mm) and disseminated pyrite. Pyrite tends to be concentrated in burrows. Bivalve fragments sand up to small gravel size (1-4 mm)",,,
356-U1463C-28H-6-A,0,150,254.1,255.6,,,,,,,,,,,pyrite (disseminated),,,,,,,,,
356-U1463C-28H-6-A,0,150,254.1,255.6,,,,,,,,,,,pyrite nodule,,,,,,,,,
356-U1463C-28H-7-A,0,72,255.6,256.32,partially lithified,,mudstone [E&K72; D62],1,,mudstone,hemipelagic,olive gray,,,pyrite nodule,,common [B06],4,,,"Partially lithified olive gray, homogeneous mudstone with fine sand size grains. Few (mm) pyrite granules. Pyrite disseminated throughout the matrix and concentrated in burrows. Common bioturbation. Sand size bivalve fragments",,,
356-U1463C-28H-7-A,0,72,255.6,256.32,,,,,,,,,,,pyrite (disseminated),,,,,,,,,
356-U1463C-28H-CC-A,0,24,256.32,256.56,partially lithified,,mudstone [E&K72; D62],1,,mudstone,hemipelagic,olive gray,,,pyrite (disseminated),,common [B06],4,,,"Partially lithified olive gray, homogeneous mudstone with fine sand size grains. Few (mm) pyrite granules. Pyrite disseminated throughout the matrix and concentrated in burrows. Common bioturbation. Sand size bivalve fragments",,,
356-U1463C-29H-1-A,0,150,256.1,257.6,partially lithified,,mudstone [E&K72; D62],1,,mudstone,hemipelagic,olive gray,,,pyrite (disseminated),,common [B06],4,,,"Partially lithified olive gray, homogeneous mudstone with fine sand size grains. Few (mm) pyrite granules. Pyrite disseminated throughout the matrix and concentrated in burrows. Common bioturbation. Sand size bivalve fragments",,,
356-U1463C-29H-2-A,0,150,257.6,259.1,partially lithified,,mudstone [E&K72; D62],1,,mudstone,hemipelagic,olive gray,,,pyrite (disseminated),,common [B06],4,,,"Partially lithified olive gray, homogeneous mudstone with fine sand size grains decreasing in abundance in the lower 30 cm of the Section. Few (mm) pyrite granules. Pyrite disseminated throughout the matrix and concentrated in burrows. Common bioturbation. Sand size bivalve fragments",,,
356-U1463C-29H-2-A,0,150,257.6,259.1,,,,,,,,,,,pyrite nodule,,,,,,,,,
356-U1463C-29H-3-A,0,150,259.1,260.6,partially lithified,,mudstone [E&K72; D62],1,,mudstone,hemipelagic,olive gray,,,pyrite (disseminated),,common [B06],4,,,"Partially lithified olive gray, homogeneous mudstone. Few (mm) pyrite granules. Pyrite disseminated throughout the matrix and concentrated in burrows. Common bioturbation. Sand size bivalve fragments. A reddish brown coarse sand size grain and a tube fragment",,,
356-U1463C-29H-3-A,0,150,259.1,260.6,,,,,,,,,,,pyrite nodule,,,,,,,,,
356-U1463C-29H-4-A,0,150,260.6,262.1,partially lithified,,mudstone [E&K72; D62],1,,mudstone,hemipelagic,olive gray,,,phosphatic nodule,,common [B06],4,,,"Partially lithified olive gray, homogeneous mudstone with fine sand size grains. Few (mm) pyrite granules. Pyrite disseminated throughout the matrix and concentrated in burrows. Common bioturbation. Sand size bivalve fragments",,,
356-U1463C-29H-4-A,0,150,260.6,262.1,,,,,,,,,,,pyrite nodule,,,,,,,,,
356-U1463C-29H-5-A,0,150,262.1,263.6,partially lithified,,mudstone [E&K72; D62],1,,mudstone,hemipelagic,olive gray,,,pyrite (disseminated),,common [B06],4,,,"Partially lithified olive gray, homogeneous mudstone with fine sand size grains. Few (mm) pyrite granules. Pyrite disseminated throughout the matrix and concentrated in burrows. Common bioturbation. Sand size shell fragments",,,
356-U1463C-29H-5-A,0,150,262.1,263.6,,,,,,,,,,,pyrite nodule,,,,,,,,,
356-U1463C-29H-6-A,0,143,263.6,265.03,partially lithified,,mudstone [E&K72; D62],1,,mudstone,hemipelagic,olive gray,,,pyrite nodule,,common [B06],4,,,"Partially lithified olive gray, homogeneous mudstone with fine sand size grains. Pyrite disseminated throughout the matrix and concentrated in burrows. Common bioturbation. Sand size bivalve fragments in different degreees of alteration",,,
356-U1463C-29H-7-A,0,55,265.03,265.58,partially lithified,,mudstone [E&K72; D62],1,,mudstone,hemipelagic,olive gray,,,pyrite (disseminated),,common [B06],4,,,"Partially lithified olive gray, homogeneous mudstone.Sparse pyrite disseminated throughout the matrix and concentrated in burrows. Common bioturbation. Sand size bivalve fragments",,,
356-U1463C-29H-CC-A,0,5,265.58,265.63,,,,,,,,,,,,,,,,,all to pal,,,
356-U1463C-30H-1-A,0,150,265.6,267.1,partially lithified,,mudstone [E&K72; D62],1,,mudstone,neritic,olive gray,,,pyrite (disseminated),,common [B06],4,,,"Partially lithified olive gray, homogeneous mudstone.Sparse pyrite disseminated throughout the matrix and concentrated in burrows. Common bioturbation. Sand size shell fragments one bryozoan and one benthic foram and a few fragments of bivalves",,,
356-U1463C-30H-2-A,0,150,267.1,268.6,partially lithified,,mudstone [E&K72; D62],1,,mudstone,hemipelagic,olive gray,,,pyrite (disseminated),,common [B06],4,,,"Partially lithified olive gray, homogeneous mudstone with fine sand size grains to 92 cm.Sparse pyrite disseminated throughout the matrix and concentrated in burrows. Common bioturbation. Sand size shell fragments. Sand size carbonate concretion",,,
356-U1463C-30H-3-A,0,150,268.6,270.1,partially lithified,,mudstone [E&K72; D62],1,,mudstone,hemipelagic,olive gray,,,pyrite (disseminated),,common [B06],4,,,"Partially lithified olive gray, homogeneous mudstone. Sparse pyrite disseminated throughout the matrix but mainly concentrated in burrows. Common bioturbation. Sand size shell fragments. A mudstone nodule",,,
356-U1463C-30H-4-A,0,150,270.1,271.6,partially lithified,,mudstone [E&K72; D62],1,,mudstone,hemipelagic,olive gray,,,pyrite (disseminated),,common [B06],4,,,"Partially lithified olive gray, homogeneous mudstone. Very sparse pyrite disseminated throughout the matrix, mainly concentrated in burrows. Common bioturbation. Sand size shell fragments (bryozoan)",,,
356-U1463C-30H-5-A,0,150,271.6,273.1,partially lithified,,mudstone [E&K72; D62],1,,mudstone,hemipelagic,olive gray,,,pyrite (disseminated),,common [B06],4,,,"Partially lithified olive gray, homogeneous mudstone. Very sparse pyrite disseminated throughout, mainly concentrated in burrows. Common bioturbation. Sand size bivalve fragments",,,
356-U1463C-30H-6-A,0,73,273.1,273.83,partially lithified,,mudstone [E&K72; D62],1,,mudstone,hemipelagic,olive gray,,,pyrite (disseminated),,common [B06],4,,,"Partially lithified olive gray, homogeneous mudstone. A (mm) pyrite granule. Pyrite concentrated in burrows. Common bioturbation. Sand size bivalve fragments",,,
356-U1463C-30H-6-A,73,78,273.83,273.88,,,,,,,,,,,,,,,,,to pal,,,
356-U1463C-31H-1-A,0,150,273.8,275.3,partially lithified,,mudstone [E&K72; D62],1,,mudstone,hemipelagic,olive gray,,,pyrite (disseminated),,common [B06],4,,,"Partially lithified olive gray, homogeneous mudstone. Pyrite concentrated mainly in burrows. Common bioturbation. Sand size bivalve fragments Between 62-97 cm an interval with fine sand size, burrows and common bivalve (up to 1 cm lont), shell fragments, benthic forams. Below 97 cm, homogenous mudstone with sparse sand size shell fragments scattered througout",,,
356-U1463C-31H-2-A,0,150,275.3,276.8,partially lithified,,mudstone [E&K72; D62],1,,mudstone,hemipelagic,olive gray,,,pyrite (disseminated),,common [B06],4,,,"Partially lithified, olive gray, homogeneous mudstone. Pyrite concentrated in burrows. Small benthic forams and sand size shell fragments",,,
356-U1463C-31H-3-A,0,150,276.8,278.3,partially lithified,,mudstone [E&K72; D62],1,,mudstone,hemipelagic,olive gray,,,pyrite (disseminated),,moderate [B06],3,,,"Partially lithified olive gray, homogeneous mudstone. Pyrite concentrated in a few burrows. Moderate bioturbation. An interval with fine sand size between 59-71 cm . Occasional benthic foram and a bryozoan fragments",,,
356-U1463C-31H-4-A,0,150,278.3,279.8,partially lithified,,mudstone [E&K72; D62],1,,mudstone,hemipelagic,olive gray,,,,,slight [B06],2,,,"Partially lithified olive gray, homogeneous mudstone. Few pyrite granules in a burrow. Pyrite concnetrated in a few burrows. Very slight bioturbation. Sand size bivalve shell fragments",,,
356-U1463C-31H-5-A,0,87,279.8,280.67,partially lithified,,mudstone [E&K72; D62],1,,mudstone,hemipelagic,olive gray,,,pyrite (disseminated),,slight [B06],2,,,"Partially lithified olive gray, homogeneous mudstone. Few (mm) pyrite granules and pyrite concentrated in a few burrows. Slight bioturbation. Fine sand size grains in the upper part of the Section. Very sparse sand size shell fragments",,,
356-U1463C-32F-1-A,0,150,280.7,282.2,partially lithified,,mudstone [E&K72; D62],1,,mudstone,hemipelagic,olive gray,,,pyrite (disseminated),,slight [B06],2,,,"Partially lithified olive gray, homogeneous mudstone. Disseminated pyrite in a few burrows. Sparse sand size shell fragments and small benthic forams.",,,
356-U1463C-32F-2-A,0,150,282.2,283.7,partially lithified,,mudstone [E&K72; D62],1,,mudstone,hemipelagic,olive gray,,,pyrite (disseminated),,slight [B06],2,,,"Partially lithified, olive gray, homogeneous mudstone. Disseminated pyrite concentrated in burrows. Very slight bioturbation. Carbonate concretions beginning to form between 73-78 cm. Sparse sand size bivalve fragments scattered throughout and few benthic forams",,,
356-U1463C-32F-2-A,0,150,282.2,283.7,,,,,,,,,,,concretion [BJ80],,,,,,,,,
