Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithification,MAJ Lith. Prefix,MAJ Lith. Principal name,Texture Rank,MAJ Lith. Suffix,MAJ Lith. prefix+name+suffix [read only],"FACIES (neritic, hemipelagic, pelagic)",MAJ lith color (simple),Fossil,Sedimentary structure,Diagenetic structure,Layer or bedding thickness,Bioturbation intensity,Bioturbation intensity rank [read only],Bottom contact or boundary definition,Bottom contact or boundary attitude,General interval comment,Ship File Links,Shore File Links,File Data
356-U1463C-2H-5-A,0,113,10.12,11.25,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,neritic,light greenish gray,bivalve,,,,,,bioturbated,sub-horizontal,"Unlithified, homogeneous light greenish gray mudstone with macrofossils fragments.",,,
356-U1463C-2H-5-A,0,150,10.12,11.62,,,,,,,,,echinoderm,,,,,,,,,,,
356-U1463C-2H-5-A,0,150,10.12,11.62,,,,,,,,,gastropod,,,,,,,,,,,
356-U1463C-2H-5-A,0,150,10.12,11.62,,,,,,,,,serpulid,,,,,,,,,,,
356-U1463C-2H-5-A,0,150,10.12,11.62,,,,,,,,,trace fossil,,,,,,,,,,,
356-U1463C-2H-5-A,113,150,11.25,11.62,unlithified [Leg194],skeletal,packstone [E&K72; D62],3,,skeletal packstone,neritic,creamy gray,bivalve,,,,moderate [B06],3,,,"Unlithified, skeletal packstone with abundant mollusk fossils.",,,
356-U1463C-2H-6-A,0,39,11.62,12.01,unlithified [Leg194],skeletal,packstone [E&K72; D62],3,,skeletal packstone,neritic,creamy gray,bivalve,,,,moderate [B06],3,bioturbated,sub-horizontal,"Unlithified, poor-sorted skeletal creamy gray packstone.",,,
356-U1463C-2H-6-A,0,39,11.62,12.01,,,,,,,,,echinoderm,,,,,,,,,,,
356-U1463C-2H-6-A,0,39,11.62,12.01,,,,,,,,,gastropod,,,,,,,,,,,
356-U1463C-2H-6-A,0,39,11.62,12.01,,,,,,,,,trace fossil,,,,,,,,,,,
356-U1463C-2H-6-A,0,101,11.62,12.63,,,,,,,,,echinoderm,,,,,,,,,,,
356-U1463C-2H-6-A,0,101,11.62,12.63,,,,,,,,,trace fossil,,,,,,,,,,,
356-U1463C-2H-6-A,39,101,12.01,12.63,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,neritic,light greenish gray,bivalve,,,,moderate [B06],3,,,"Unlithified, poor-sorted light greenish gray packstone. It contains fish otolith.",,,
356-U1463C-2H-7-A,0,60,12.63,13.23,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,neritic,light greenish gray,bivalve,,,,,,,,,,,
356-U1463C-2H-7-A,0,60,12.63,13.23,,,,,,,,,echinoderm,,,,,,,,,,,
356-U1463C-2H-CC-A,0,17,13.23,13.4,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,neritic,light greenish gray,echinoderm,,,,,,,,"Unlithified, poor-sorted light greenish gray packstone.",,,
356-U1463C-2H-CC-A,17,22,13.4,13.45,,,,,,,,,,,,,,,,,PAL,,,
356-U1463C-3H-1-A,0,5,13.6,13.65,unlithified [Leg194],skeletal,packstone [E&K72; D62],3,,skeletal packstone,hemipelagic,light greenish gray,bivalve,,,,,,erosive,sub-vertical,possibly fall-in,,,
356-U1463C-3H-1-A,0,5,13.6,13.65,,,,,,,,,gastropod,,,,,,,,,,,
356-U1463C-3H-1-A,5,150,13.65,15.1,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light greenish gray,pteropod,,,,,,,,"Unlithified, homogeneous wackestone with vfs to fs size grains.",,,
356-U1463C-3H-2-A,0,150,15.1,16.6,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,neritic,light greenish gray,bryozoa,,,,,,,,"Unlithified, homogeneous wackestone with fine sand size grains.",,,
356-U1463C-3H-2-A,0,150,15.1,16.6,,,,,,,,,foraminifera (small benthic),,,,,,,,,,,
356-U1463C-3H-3-A,0,150,16.6,18.1,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light greenish gray,foraminifera (small benthic),,,,,,,,"Unlithified, homogeneous wackestone with fine sand size grains.",,,
356-U1463C-3H-4-A,0,150,18.1,19.6,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light greenish gray,foraminifera (small benthic),,,,,,,,"Unlithified, homogeneous wackestone with vfs to fine sand size grains.",,,
356-U1463C-3H-5-A,0,150,19.6,21.1,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light greenish gray,foraminifera (small benthic),,,,,,,,"Unlithified, homogeneous wackestone with vfs to fine sand size grains.",,,
356-U1463C-3H-6-A,0,150,21.1,22.6,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light greenish gray,foraminifera (small benthic),,,,,,,,"Unlithified, homogeneous wackestone with silt to vfs sand size grains.",,,
356-U1463C-3H-7-A,0,51,22.6,23.11,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light greenish gray,foraminifera (small benthic),,,,,,,,"Unlithified, homogeneous wackestone with silt to vfs sand size grains.",,,
356-U1463C-3H-CC-A,0,10,23.11,23.21,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light greenish gray,foraminifera (small benthic),,,,,,,,"Unlithified, homogeneous wackestone with silt to vfs sand size grains.",,,
356-U1463C-3H-CC-A,10,15,23.21,23.26,,,,,,,,,,,,,,,,,PAL,,,
356-U1463C-4H-1-A,0,150,23.1,24.6,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,light greenish gray,foraminifera (small benthic),,,,moderate [B06],3,,,"Unlithified, packstone with fine sand size grains. It contains dark gray medium sand size grains, benthic foraminifers, bryozoas,",,,
356-U1463C-4H-1-A,0,150,23.1,24.6,,,,,,,,,bryozoa,,,,,,,,,,,
356-U1463C-4H-1-A,0,150,23.1,24.6,,,,,,,,,echinoderm,,,,,,,,,,,
356-U1463C-4H-2-A,0,11,24.6,24.71,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,light greenish gray,foraminifera (small benthic),,,,,,gradational,sub-horizontal,"Unlithified, packstone with fine sand size grains. It contains dark gray medium sand size grains, benthic foraminifers",,,
356-U1463C-4H-2-A,11,150,24.71,26.1,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,dark greenish gray,foraminifera (small benthic),intraclasts,,,moderate [B06],3,,,"Unlithified, poor-sorted dark greenish gray packstone with fine to medium sand size grains. It commonly contains small benthic foraminifers, bivalves, scaphopods. Intraclasts and mud putches occur throuought the section. Moderate to complete bioturbation.",,,
356-U1463C-4H-2-A,11,150,24.71,26.1,,,,,,,,,bivalve,,,,,,,,,,,
356-U1463C-4H-2-A,11,150,24.71,26.1,,,,,,,,,scaphopod,,,,,,,,,,,
356-U1463C-4H-3-A,0,59,26.1,26.69,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,light greenish gray,bivalve,,,,moderate [B06],3,erosive,sub-horizontal,,,,
356-U1463C-4H-3-A,0,59,26.1,26.69,,,,,,,,,bryozoa,,,,,,,,,,,
356-U1463C-4H-3-A,0,59,26.1,26.69,,,,,,,,,gastropod,,,,,,,,,,,
356-U1463C-4H-3-A,0,59,26.1,26.69,,,,,,,,,scaphopod,,,,,,,,,,,
356-U1463C-4H-3-A,59,150,26.69,27.6,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,light greenish gray,,,,,moderate [B06],3,,,"Unlithified, light greenish gray packstone with sand size grains and up to gravel size bioclasts. The most abundant are bivalves. Also present scaphophods, crustacean fragment. Vf sand size black grains (pyrite and/or glauconite)",,,
356-U1463C-4H-4-A,0,150,27.6,29.1,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,creamy gray,,,,,,,,,"Unlithified, creamy gray mudstone with vf sand size grains and scattered and sparse gravel size bioclasts (scaphopods, bivalve fragments). Vf sand size black grains abundant",,,
356-U1463C-4H-5-A,0,150,29.1,30.6,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,creamy gray,,,pyrite nodule,,,,,,"Unlithified, creamy gray wackestone with vf sand size grains and sparse bioclasts sand size bivalves. Vf sand size black grains (pyrite and/or glauconite) abundant",,,
356-U1463C-4H-5-A,0,150,29.1,30.6,,,,,,,,,,,pyrite (disseminated),,,,,,,,,
356-U1463C-4H-6-A,0,100,30.6,31.6,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,light greenish gray,,,,,,,,,"Unlithified, light greenish gray packstone with sand size grains and bioclasts up to gravel size (mineralized structure, bivalves, gastropod, crustacean fragment, forams fairly common). Fine and sand size black grains are throughout the Section common",,,
356-U1463C-4H-7-A,0,77,31.6,32.37,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light greenish gray,,,,,,,,,"Unlithified, light greenish gray wackestone with sand size grains and abundant vf to fine sand size black grains scattered throughout. Sparse, sand size bivalve fragments and benthic forams",,,
356-U1463C-4H-CC-A,0,9,32.37,32.46,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light greenish gray,,,,,,,,,"Unlithified, light greenish gray wackestone with sand size grains and abundant vf to fine sand size black grains scattered throughout. Sparse, sand size bivalve fragments and benthic forams",,,
356-U1463C-4H-CC-A,9,14,32.46,32.51,,,,,,,,,,,,,,,,,to pal,,,
356-U1463C-5H-1-A,0,20,32.6,32.8,unlithified [Leg194],,grainstone [E&K72; D62],4,,grainstone,hemipelagic,creamy gray,,,,,,,,,"Likely caved in material abundant bivalve up to pebble size, gastropods, urchin spines, bryozoa mineralized grains up to gravel size, echinoderm test",,,
356-U1463C-5H-1-A,20,150,32.8,34.1,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,creamy gray,,,,,,,,,"Unlithified, creamy gray, homogeneous mudstone with fine sand size grains. Black specks are vf sand size and sparse",,,
356-U1463C-5H-2-A,0,150,34.1,35.6,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,creamy gray,,,,,,,,,"Unlithified, creamy gray, homogeneous mudstone. No visible macrofossils",,,
356-U1463C-5H-3-A,0,150,35.6,37.1,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,creamy gray,,,,,,,,,"Unlithified, creamy gray, homogeneous mudstone. No visible macrofossils",,,
356-U1463C-5H-4-A,0,150,37.1,38.6,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,creamy gray,,,,,,,,,"Unlithified, creamy gray, homogeneous mudstone. No visible macrofossils . Black grains very sparse and vf sand size",,,
356-U1463C-5H-5-A,0,150,38.6,40.1,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,creamy gray,,,,,,,,,"Unlithified, creamy gray homogeneous mudstone with no visible macrofossils",,,
356-U1463C-5H-6-A,0,101,40.1,41.11,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,creamy gray,,,,,,,,,"Unlithified, creamy gray homogeneous mudstone with vf sand size grains and no apparent macrofossils",,,
356-U1463C-5H-7-A,0,52,41.11,41.63,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,creamy gray,,,,,,,,,"Unlithified, creamy gray, homogeneous mudstone with no apparent macrofossils",,,
356-U1463C-5H-CC-A,0,14,41.63,41.77,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,creamy gray,,,,,,,,,"Unlithified, creamy gray homogeneous mudstone with no apparent macrofossils",,,
356-U1463C-5H-CC-A,14,19,41.77,41.82,,,,,,,,,,,,,,,,,to pal,,,
356-U1463C-6H-1-A,0,26,42.1,42.36,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,light greenish gray,,,,,,,,,"Mudstone composed mainly of gravel size macrofossils. Could be caved in but the macrofossils have not been previously seen which argues for a transported deposit. Macrofossils include scaphopod, dendrophylliid coral (siphunculid associate), gastropod, gravel size dark grains, rugosa coral, free living bryozoan. This ecosystem is different than previous caved in material",,,
356-U1463C-6H-1-A,26,150,42.36,43.6,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,light greenish gray,,,,,,,,,Unlithified ceamy gray homogeneous mudstone with no visible macrofossils,,,
356-U1463C-6H-2-A,0,150,43.6,45.1,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,light greenish gray,,,,,,,,,"Unlithified, light greenish gray, homogeneous mudstone with very sparse sand size macrofossils",,,
356-U1463C-6H-3-A,0,150,45.1,46.6,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light greenish gray,,,,,,,,,"Unlithified, light greenish gray, homogeneous wackestone with vf sand size grains with sand size near the base. Macrofossils not common but those present are sand size",,,
356-U1463C-6H-4-A,0,71,46.6,47.31,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light greenish gray,,,,,,,gradational,sub-horizontal,"Unlithified, light greenish gray, homogeneous wackestone with sand size grains",,,
356-U1463C-6H-4-A,71,150,47.31,48.1,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light greenish gray,,,,,,,,,"Unlithified, light greenish gray, homogeneous wackestone with very sparse coarse sand size macrofossils, bivalves",,,
356-U1463C-6H-5-A,0,150,48.1,49.6,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light greenish gray,,,,,,,,,"Unlithified, light greenish gray, homogeneous wackestone with vf sand size grains and no visible macrofossils",,,
356-U1463C-6H-6-A,0,150,49.6,51.1,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,neritic,light greenish gray,,,,,,,,,"Unlithified, light greenish gray homogeneous mudstone with fine sand size grains and no apparent macrofossils. No black grains",,,
356-U1463C-6H-7-A,0,51,51.1,51.61,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,light greenish gray,,,,,,,,,"Unlithified, light greenish gray homogeneous mudstone with fine sand size grains and no apparent macrofossils. No black grains",,,
356-U1463C-6H-CC-A,0,5,51.61,51.66,lithified [B84],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,light greenish gray,,,,,,,,,"Unlithified, light greenish gray homogeneous mudstone with fine sand size grains and no apparent macrofossils. No black grains",,,
356-U1463C-6H-CC-A,5,10,51.66,51.71,,,,,,,,,,,,,,,,,to pal,,,
356-U1463C-7H-1-A,0,34,51.6,51.94,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,light greenish gray,,,,,,,,,"Unlithified, light greenish gray homogeneous mudstone with no visible macrofossils",,,
356-U1463C-7H-1-A,34,46,51.94,52.06,unlithified [Leg194],,grainstone [E&K72; D62],4,,grainstone,hemipelagic,dark greenish gray,,,,,,,,,"Unlithified, dark greenish gray grainstone composed of up to gravel size macrofossils: bivalves, gastropods, scaphopods, mineralized fragments and macrofossils. Sharp basal and top contacts",,,
356-U1463C-7H-1-A,46,150,52.06,53.1,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,light greenish gray,,,,,,,,,"Unlithfied, light greenish gray homogeneous mudstone with no visible macrofossils",,,
356-U1463C-7H-2-A,0,150,53.1,54.6,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,light olive gray,,,,,slight [B06],2,,,"Unlithified, light olive gray to creamy gray near the base, homogeneous mudstone with vf sand size grains and no visible macrofossils. Burrows towards the base of the Section noted by lighter creamy gray",,,
356-U1463C-7H-3-A,0,89,54.6,55.49,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light olive gray,,,,,,,sharp,sub-horizontal,"Unlithified, light olive gray wackestone with sand size grains and pebble size macrofossils and mineralized grains, quite abundant but floating in the matrix. Macros include bivalves, gastropods. The grains are more abundant towards the contact. The wackestone below this contact is lithified for ~5 cm",,,
356-U1463C-7H-3-A,89,150,55.49,56.1,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,creamy gray,,,,,,,,,"Unlithified, creamy gray, homogeneous wackestone with fine sand size grains and no visible macrofossils. The upper 5 cm are lithified (beneath the contact)",,,
356-U1463C-7H-4-A,0,150,56.1,57.6,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,creamy gray,,,,,,,,,"Unlithified, creamy gray mudstone with vf sand size grains and no apparent macrofossils",,,
356-U1463C-7H-5-A,0,150,57.6,59.1,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,creamy gray,,,,,,,,,"Unlithified, creamy gray, homogeneous mudstone with vf sand size grains and no visible macrofossils",,,
356-U1463C-7H-6-A,0,150,59.1,60.6,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,light greenish gray,,,,,,,,,"Unlithified, light greenish gray homogeneous mudstone. A burrow 12x2 cm long. Filled with unlthified mudstone and containing pebble size macrofossils including a bryozoan and bivalve fagments. Rimmed by a beige discolored zone about 2 cm wide.",,,
356-U1463C-7H-7-A,0,65,60.6,61.25,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,light greenish gray,,,,,,,,,"Unlithified, light greenish gray homogeneous mudstone with fine size grains and no visible macrofossils",,,
356-U1463C-7H-CC-A,0,18,61.25,61.43,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,creamy gray,,,,,,,,,"Unlithified, creamy gray homogeneous mudstone with fine sand size grains and no apparent macrofossils. No black grains",,,
356-U1463C-7H-CC-A,18,23,61.43,61.48,,,,,,,,,,,,,,,,,to pal,,,
356-U1463C-8H-1-A,0,150,61.1,62.6,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,light greenish gray,,,,,,,,,"Unlithified, light greenish gray, homogeneous mudstone with vf sand size grains and no visible macrofossils",,,
356-U1463C-8H-2-A,0,150,62.6,64.1,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,light greenish gray,,,,,,,,,"Unlithified, light greenish gray mudstone with vf sand size grains. Few macrofossils (bivalves) one 3 cm long poorly preserved",,,
356-U1463C-8H-3-A,0,150,64.1,65.6,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,light greenish gray,bivalve,,,,,,,,"Unlithified, homogeneous light greenish gray mudstone with bivalve fragments.",,,
356-U1463C-8H-4-A,0,150,65.6,67.1,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light greenish gray,,,,,,,,,"Unlithified with partially lithified secions, light greenish gray wackestone with sparse bivalves sand size fragments and occasional benthic forams",,,
356-U1463C-8H-5-A,0,150,67.1,68.6,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light greenish gray,,,,,,,,,"Unlithified with partially lithified intervals, light greenish gray, homogeneous wackestone with sand size grains. Macrofossils a single bivalve fragment. Black and green sand size grains in burrows (look fresh)",,,
356-U1463C-8H-6-A,0,121,68.6,69.81,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light greenish gray,,,,,,,,,"Unlithified, light greenish gray homogenous wackestone with fine sand size grains and no visible macrofossils. A 7 cm long burrow infilled with mud but rimmed with a light green aureola 2 cm wide.",,,
356-U1463C-8H-7-A,0,64,69.81,70.45,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,light olive gray,,,,,,,,,"Unlithified to partially lithified (in places), light olive gray homogeneous packstone with sand size grains and cm's long macrofossils (bivalves) and carbonate cement grains.",,,
356-U1463C-8H-CC-A,0,8,70.45,70.53,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,light olive gray,,,,,,,,,"Unlithified to partially lithified (in places), light olive gray homogeneous packstone with sand size grains and cm's long macrofossils (bivalves) and carbonate cement grains.",,,
356-U1463C-9H-1-A,0,28,70.6,70.88,unlithified [Leg194],,grainstone [E&K72; D62],4,,grainstone,hemipelagic,light greenish gray,,,,,,,,,"Up to gravel size bryozoa (live), gastropod, bivalve, cement and mineralized grains",,,
356-U1463C-9H-1-A,28,150,70.88,72.1,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,creamy gray,,,,,,,,,"Unlithified, creamy gray homogeneous mudstone with no visible macrofossils",,,
356-U1463C-9H-2-A,0,150,72.1,73.6,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,creamy gray,,,,,,,,,Unlithified creamy gray homogeneous mudstone with no visible macrofossils,,,
356-U1463C-9H-3-A,0,150,73.6,75.1,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,light olive gray,,,,,,,,,"Unlithified, olive gray, homogeneous mudstone with a few sand size macrofossil fragments near the base of the Section",,,
356-U1463C-9H-4-A,0,94,75.1,76.04,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,olive gray,,,,,slight [B06],2,,,"Unlithfied, olive gray homogeneous mudstone with sparse lenses of dark grains infilling burrows",,,
356-U1463C-9H-4-A,94,150,76.04,76.6,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,light greenish gray,,,,,moderate [B06],3,,,"Unlithified, light greenish gray to creamy gray mudstone with coarse sand size grains and sparse gravel size macrofossils (gastropod) and cement grains",,,
356-U1463C-9H-5-A,0,126,76.6,77.86,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,creamy gray,,,,,,,,,"Unlithified with partially lithified intervals, creamy gray packstone with up to pebble size grains. Grains include cement and macrofossils (bivalves up to 3 cm long, fragments of bryozoan",,,
356-U1463C-9H-6-A,0,72,77.86,78.58,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,creamy gray,foraminifera (large benthic),,,,,,,,Unlithified with partially lithified intervals creamy gray packstone with large benthic foramiifers.,,,
356-U1463C-9H-CC-A,0,5,78.58,78.63,,,,,,,,,,,,,,,,,to pal,,,
356-U1463C-9H-CC-A,5,15,78.63,78.73,lithified [B84],,packstone [E&K72; D62],3,,packstone,hemipelagic,creamy gray,foraminifera (large benthic),,,,,,,,Unlithified with partially lithified intervals creamy gray packstone with large benthic foramiifers.,,,
356-U1463C-10H-1-A,0,68,77.6,78.28,unlithified [Leg194],,grainstone [E&K72; D62],4,,grainstone,hemipelagic,creamy gray,foraminifera (large benthic),,,,,,,,"Unlithified with partially lithified pieces creamy gray grainstone with up to pebble size grains. Grains composed of macrofossils (mainly large benthic forams, bivalves, sea urchin spines) glauconite grains sand size",,,
356-U1463C-10H-1-A,68,150,78.28,79.1,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,neritic,creamy gray,,,,,,,,,Unlithified with partially lithified intervals creamy gray packstone with sand size grains and sparse macrofossils a 3 cm long bivalve,,,
356-U1463C-10H-2-A,0,73,79.1,79.83,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,creamy gray,,,,,,,gradational,sub-horizontal,"Unlithified, creamy gray homogeneous packstone with sand size grains. Few fragments of bivalves",,,
356-U1463C-10H-2-A,73,150,79.83,80.6,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light olive gray,,,,,,,,,"Unlithified, light olive gray wackestone homogeneous with fine sand size fragments. Occasional small benthic forams and shell fragments. Glauconite grains small and sparse",,,
