Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],MAJ Lith. prefix,MAJ Lith. principal name,MAJ Lith. suffix,MAJ Lith. prefix + name,MAJ Lith. prefix+name+suffix,MAJ Lith. name+suffix,MAJ Lith. abundance [%],MAJ Lith. color,MAJ Lith. ave. grain size ,MAJ Lith. ave. grain size rank,MAJ Lith. max. grain size,MAJ Lith. max. grain size rank,MIN Lith. prefix,MIN Lith. principal name,MIN Lith. suffix,MIN Lith. prefix + name,MIN Lith. prefix+name+suffix,MIN Lith. name+suffix,MIN Lith. abundance [%],MIN Lith. color,MIN Lith. ave. grain size ,MIN Lith. ave. grain size rank,MIN Lith. max. grain size ,MIN Lith. max. grain size rank,Lith. abundance sum [%],Bottom contact or boundary type,"Layer, boundary, lamination, grading",Layer or bedding thickness,Clasts abundance,Diagenetic constituent,Diagenetic structure,Bioturbation intensity,Bioturbation intensity rank,Macrofossil abundance name,Deformational structures,General interval comment,MAJ Lith. prefix abundance plot [%],MAJ Lith. principal name abundance plot [%],Ship File Links,Shore File Links
"339-U1385B-1H-1-A, 0-101",339,U1385,B,1,1-1,H,1,A,0,101,0.0,1.01,muddy ,nannofossil ooze ,,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,100,5Y 4/3 (dark olive),clay ,1,medium sand ,5,,,,,,,,,,,,,100,sharp contact,,,,,,moderate_339 ,4,,,"Dark olive foram-rich clay (nanno?), extensively bioturbated, sharp contact at the bottom.",100,100,,
"339-U1385B-1H-1-A, 101-127",339,U1385,B,1,1-1,H,1,A,101,127,1.01,1.27,muddy ,nannofossil ooze ,,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,100,10YR 5/4 (yellowish brown),clay ,1,medium sand ,5,,,,,,,,,,,,,100,sharp contact,,,,,,slight_339 ,3,,,"Yellowish-brown, foram (nanno?)-rich clay. Extensively bioturbated, Sharp bottom contact. Apparently disturbed by drilling (second movement of pipe?)",100,100,,
"339-U1385B-1H-1-A, 127-150",339,U1385,B,1,1-1,H,1,A,127,150,1.27,1.5,muddy ,nannofossil ooze ,,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,100,5Y 4/2 (grayish olive),clay ,1,medium sand ,5,,,,,,,,,,,,,100,,,,,,,moderate_339 ,4,,,"Grayish olive foram/nanno-rich clay, extensively bioturbated.",100,100,,
"339-U1385B-1H-2-A, 0-27",339,U1385,B,1,1-2,H,2,A,0,27,1.5,1.77,muddy ,nannofossil ooze ,,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,100,5Y 5/2 (grayish olive),clay ,1,medium sand ,5,,,,,,,,,,,,,100,sharp contact,,,,,,moderate_339 ,4,,,"Grayish olive, bioturbated, foram (nanno?) clay, sharp bottom contact (possibly chemical)",100,100,,
"339-U1385B-1H-2-A, 27-150",339,U1385,B,1,1-2,H,2,A,27,150,1.77,3.0,muddy ,nannofossil ooze ,,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,100,5Y 5/1 (gray),clay ,1,medium sand ,5,,,,,,,,,,,,,100,sharp contact,,,,,,moderate_339 ,4,,,"Gray foram (nanno?) clay, extensively bioturbated, sharp bottom contact at flow-in",100,100,,
"339-U1385B-1H-3-A, 0-145",339,U1385,B,1,1-3,H,3,A,0,145,3.0,4.45,muddy ,nannofossil ooze ,,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,100,5Y 5/2 (grayish olive),clay ,1,medium sand ,5,,,,,,,,,,,,,100,,,,,,,moderate_339 ,4,,,Flow is evident by vertical orientation,100,100,,
"339-U1385B-1H-4-A, 0-141",339,U1385,B,1,1-4,H,4,A,0,141,4.5,5.91,muddy ,nannofossil ooze ,,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,100,5Y 5/2 (grayish olive),clay ,1,medium sand ,5,,,,,,,,,,,,,100,,,,,,,moderate_339 ,4,,,,100,100,,
"339-U1385B-1H-CC-A, 0-23",339,U1385,B,1,1-CC,H,CC,A,0,23,5.91,6.14,muddy ,nannofossil ooze ,,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,100,5Y 5/2 (grayish olive),clay ,1,medium sand ,5,,,,,,,,,,,,,100,,,,,,,moderate_339 ,4,,,,100,100,,
"339-U1385B-2H-1-A, 0-150",339,U1385,B,2,2-1,H,1,A,0,150,6.1,7.6,muddy ,nannofossil ooze ,,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,100,5Y 5/2 (grayish olive),clay ,1,medium sand ,5,,,,,,,,,,,,,100,,,,,,,moderate_339 ,4,,,Flow-in at margins of core. 75 and 81 cm: cracking due to water sample ,100,100,,
"339-U1385B-2H-2-A, 0-150",339,U1385,B,2,2-2,H,2,A,0,150,7.6,9.1,muddy ,nannofossil ooze ,,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,100,5Y 5/2 (grayish olive),clay ,1,medium sand ,5,,,,,,,,,,,,,100,,,,,,,moderate_339 ,4,,,70 and 74 cm: cracking due to water sampling.,100,100,,
"339-U1385B-2H-3-A, 0-150",339,U1385,B,2,2-3,H,3,A,0,150,9.1,10.6,muddy ,nannofossil ooze ,,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,100,5Y 5/2 (grayish olive),clay ,1,medium sand ,5,,,,,,,,,,,,,100,,,,,,,moderate_339 ,4,,,82 cm: cracking due to water sampling.,100,100,,
"339-U1385B-2H-4-A, 0-150",339,U1385,B,2,2-4,H,4,A,0,150,10.6,12.1,muddy ,nannofossil ooze ,,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,100,5Y 5/2 (grayish olive),clay ,1,medium sand ,5,,,,,,,,,,,,,100,,,,,,,moderate_339 ,4,,,78 and 82 cm: cracking to water sampling,100,100,,
"339-U1385B-2H-5-A, 0-150",339,U1385,B,2,2-5,H,5,A,0,150,12.1,13.6,muddy ,nannofossil ooze ,,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,100,5Y 5/2 (grayish olive),clay ,1,medium sand ,5,,,,,,,,,,,,,100,,,,,,,moderate_339 ,4,,,70 and 77 cm: cracking to water sampling.,100,100,,
"339-U1385B-2H-6-A, 0-145",339,U1385,B,2,2-6,H,6,A,0,145,13.6,15.05,muddy ,nannofossil ooze ,,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,100,5Y 5/2 (grayish olive),clay ,1,medium sand ,5,,,,,,,,,,,,,100,,,,,,,moderate_339 ,4,,,73 and 84 cm: cracking to water sampling.,100,100,,
"339-U1385B-2H-7-A, 0-74",339,U1385,B,2,2-7,H,7,A,0,74,15.1,15.84,muddy ,nannofossil ooze ,,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,100,5Y 5/2 (grayish olive),clay ,1,medium sand ,5,,,,,,,,,,,,,100,,,,,,,moderate_339 ,4,,,"Distinct Zoophycos-type burrows at 3-4 cm, 7-8 cm, 13 cm, 15 cm, 34 cm.",100,100,,
"339-U1385B-2H-CC-A, 0-16",339,U1385,B,2,2-CC,H,CC,A,0,16,15.85,16.01,muddy ,nannofossil ooze ,,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,100,5Y 5/2 (grayish olive),clay ,1,medium sand ,5,,,,,,,,,,,,,100,,,,,,,moderate_339 ,4,,,,100,100,,
"339-U1385B-3H-1-A, 0-150",339,U1385,B,3,3-1,H,1,A,0,150,15.6,17.1,muddy ,nannofossil ooze ,,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,60,2.5Y 4/2 (dark grayish brown),clay ,1,medium sand ,5,,nannofossil ooze ,with mud ,nannofossil ooze ,nannofossil ooze  with mud ,nannofossil ooze   with mud ,40.0,2.5Y 4/3 (olive brown),clay ,1.0,medium sand ,5.0,100,bioturbated boundary or contact,layering,thick bed ,,,,slight_339 ,3,,,,60,60,,
"339-U1385B-3H-2-A, 0-150",339,U1385,B,3,3-2,H,2,A,0,150,17.1,18.6,muddy ,nannofossil ooze ,,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,60,2.5Y 4/2 (dark grayish brown),clay ,1,medium sand ,5,,nannofossil ooze ,with mud ,nannofossil ooze ,nannofossil ooze  with mud ,nannofossil ooze   with mud ,40.0,2.5Y 4/3 (olive brown),clay ,1.0,medium sand ,5.0,100,bioturbated boundary or contact,layering,thick bed ,,,,slight_339 ,3,,,,60,60,,
"339-U1385B-3H-3-A, 0-150",339,U1385,B,3,3-3,H,3,A,0,150,18.6,20.1,muddy ,nannofossil ooze ,,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,60,2.5Y 4/2 (dark grayish brown),clay ,1,medium sand ,5,,nannofossil ooze ,with mud ,nannofossil ooze ,nannofossil ooze  with mud ,nannofossil ooze   with mud ,40.0,2.5Y 4/3 (olive brown),clay ,1.0,medium sand ,5.0,100,bioturbated boundary or contact,layering,thick bed ,,,,slight_339 ,3,,,,60,60,,
"339-U1385B-3H-4-A, 0-150",339,U1385,B,3,3-4,H,4,A,0,150,20.1,21.6,muddy ,nannofossil ooze ,,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,60,2.5Y 4/2 (dark grayish brown),clay ,1,medium sand ,5,,nannofossil ooze ,with mud ,nannofossil ooze ,nannofossil ooze  with mud ,nannofossil ooze   with mud ,40.0,2.5Y 4/3 (olive brown),clay ,1.0,medium sand ,5.0,100,bioturbated boundary or contact,layering,thick bed ,,,,slight_339 ,3,,,,60,60,,
"339-U1385B-3H-5-A, 0-150",339,U1385,B,3,3-5,H,5,A,0,150,21.6,23.1,muddy ,nannofossil ooze ,,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,60,2.5Y 4/2 (dark grayish brown),clay ,1,medium sand ,5,,nannofossil ooze ,with mud ,nannofossil ooze ,nannofossil ooze  with mud ,nannofossil ooze   with mud ,40.0,2.5Y 4/3 (olive brown),clay ,1.0,medium sand ,5.0,100,bioturbated boundary or contact,layering,thick bed ,,,,slight_339 ,3,,,,60,60,,
"339-U1385B-3H-6-A, 0-150",339,U1385,B,3,3-6,H,6,A,0,150,23.1,24.6,muddy ,nannofossil ooze ,,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,60,2.5Y 4/2 (dark grayish brown),clay ,1,medium sand ,5,,nannofossil ooze ,with mud ,nannofossil ooze ,nannofossil ooze  with mud ,nannofossil ooze   with mud ,40.0,2.5Y 4/3 (olive brown),clay ,1.0,medium sand ,5.0,100,bioturbated boundary or contact,layering,thick bed ,,,,slight_339 ,3,,,,60,60,,
"339-U1385B-3H-7-A, 0-52",339,U1385,B,3,3-7,H,7,A,0,52,24.6,25.12,muddy ,nannofossil ooze ,,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,60,2.5Y 4/2 (dark grayish brown),clay ,1,medium sand ,5,,nannofossil ooze ,with mud ,nannofossil ooze ,nannofossil ooze  with mud ,nannofossil ooze   with mud ,40.0,2.5Y 4/3 (olive brown),clay ,1.0,medium sand ,5.0,100,bioturbated boundary or contact,layering,thick bed ,,,,slight_339 ,3,,,,60,60,,
"339-U1385B-3H-CC-A, 0-32",339,U1385,B,3,3-CC,H,CC,A,0,32,25.12,25.44,muddy ,nannofossil ooze ,,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,60,2.5Y 4/2 (dark grayish brown),clay ,1,medium sand ,5,,nannofossil ooze ,with mud ,nannofossil ooze ,nannofossil ooze  with mud ,nannofossil ooze   with mud ,40.0,2.5Y 4/3 (olive brown),clay ,1.0,medium sand ,5.0,100,bioturbated boundary or contact,layering,thick bed ,,,,slight_339 ,3,,,,60,60,,
"339-U1385B-4H-1-A, 0-150",339,U1385,B,4,4-1,H,1,A,0,150,25.1,26.6,muddy ,nannofossil ooze ,,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,70,5Y 4/1 (dark gray),clay ,1,medium sand ,5,,nannofossil ooze ,with mud ,nannofossil ooze ,nannofossil ooze  with mud ,nannofossil ooze   with mud ,30.0,2.5Y 4/1 (dark gray),clay ,1.0,medium sand ,5.0,100,bioturbated boundary or contact,layering,medium bed ,,,,slight_339 ,3,,,,70,70,,
"339-U1385B-4H-2-A, 0-150",339,U1385,B,4,4-2,H,2,A,0,150,26.6,28.1,muddy ,nannofossil ooze ,,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,70,5Y 4/1 (dark gray),clay ,1,medium sand ,5,,nannofossil ooze ,with mud ,nannofossil ooze ,nannofossil ooze  with mud ,nannofossil ooze   with mud ,30.0,2.5Y 4/1 (dark gray),clay ,1.0,medium sand ,5.0,100,bioturbated boundary or contact,layering,medium bed ,,,,slight_339 ,3,present ,,Cold-water coral specimen at 80-82 cm.,70,70,,
"339-U1385B-4H-3-A, 0-150",339,U1385,B,4,4-3,H,3,A,0,150,28.1,29.6,muddy ,nannofossil ooze ,,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,70,5Y 4/1 (dark gray),clay ,1,medium sand ,5,,nannofossil ooze ,with mud ,nannofossil ooze ,nannofossil ooze  with mud ,nannofossil ooze   with mud ,30.0,2.5Y 4/1 (dark gray),clay ,1.0,medium sand ,5.0,100,bioturbated boundary or contact,layering,medium bed ,,,,slight_339 ,3,,,,70,70,,
"339-U1385B-4H-3-A, 10-20",339,U1385,B,4,4-3,H,3,A,10,20,28.2,28.3,muddy ,nannofossil ooze ,,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,100,2.5Y 4/1 (dark gray),clay ,1,medium sand ,5,,,,,,,,,,,,,100,color contact,,,,,,slight_339 ,3,,,,100,100,,
"339-U1385B-4H-4-A, 0-150",339,U1385,B,4,4-4,H,4,A,0,150,29.6,31.1,muddy ,nannofossil ooze ,,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,70,5Y 4/1 (dark gray),clay ,1,medium sand ,5,,nannofossil ooze ,with mud ,nannofossil ooze ,nannofossil ooze  with mud ,nannofossil ooze   with mud ,30.0,2.5Y 4/1 (dark gray),clay ,1.0,medium sand ,5.0,100,bioturbated boundary or contact,layering,medium bed ,,,,slight_339 ,3,,,,70,70,,
"339-U1385B-4H-5-A, 0-150",339,U1385,B,4,4-5,H,5,A,0,150,31.1,32.6,muddy ,nannofossil ooze ,,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,70,5Y 4/1 (dark gray),clay ,1,medium sand ,5,,nannofossil ooze ,with mud ,nannofossil ooze ,nannofossil ooze  with mud ,nannofossil ooze   with mud ,30.0,2.5Y 4/1 (dark gray),clay ,1.0,medium sand ,5.0,100,bioturbated boundary or contact,layering,medium bed ,,,,slight_339 ,3,,,,70,70,,
"339-U1385B-4H-6-A, 0-150",339,U1385,B,4,4-6,H,6,A,0,150,32.6,34.1,muddy ,nannofossil ooze ,,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,70,5Y 4/1 (dark gray),clay ,1,medium sand ,5,,nannofossil ooze ,with mud ,nannofossil ooze ,nannofossil ooze  with mud ,nannofossil ooze   with mud ,30.0,2.5Y 4/1 (dark gray),clay ,1.0,medium sand ,5.0,100,bioturbated boundary or contact,layering,medium bed ,,,,slight_339 ,3,,,,70,70,,
"339-U1385B-4H-7-A, 0-79",339,U1385,B,4,4-7,H,7,A,0,79,34.1,34.89,muddy ,nannofossil ooze ,,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,70,5Y 4/1 (dark gray),clay ,1,medium sand ,5,,nannofossil ooze ,with mud ,nannofossil ooze ,nannofossil ooze  with mud ,nannofossil ooze   with mud ,30.0,2.5Y 4/1 (dark gray),clay ,1.0,medium sand ,5.0,100,bioturbated boundary or contact,layering,medium bed ,,,,slight_339 ,3,,,,70,70,,
"339-U1385B-4H-CC-A, 0-23",339,U1385,B,4,4-CC,H,CC,A,0,23,34.89,35.12,muddy ,nannofossil ooze ,,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,70,5Y 4/1 (dark gray),clay ,1,medium sand ,5,,nannofossil ooze ,with mud ,nannofossil ooze ,nannofossil ooze  with mud ,nannofossil ooze   with mud ,30.0,2.5Y 4/1 (dark gray),clay ,1.0,medium sand ,5.0,100,bioturbated boundary or contact,layering,medium bed ,,,,slight_339 ,3,,,,70,70,,
"339-U1385B-5H-1-A, 0-80",339,U1385,B,5,5-1,H,1,A,0,80,34.6,35.4,muddy ,nannofossil ooze ,,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,70,5Y 4/1 (dark gray),clay ,1,medium sand ,5,,nannofossil ooze ,with mud ,nannofossil ooze ,nannofossil ooze  with mud ,nannofossil ooze   with mud ,30.0,2.5Y 4/1 (dark gray),clay ,1.0,medium sand ,5.0,100,bioturbated boundary or contact,layering,medium bed ,,,,slight_339 ,3,,,,70,70,,
"339-U1385B-5H-1-A, 80-150",339,U1385,B,5,5-1,H,1,A,80,150,35.4,36.1,muddy ,nannofossil ooze ,,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,60,2.5Y 4/1 (dark gray),clay ,1,medium sand ,5,,nannofossil ooze ,with clay ,nannofossil ooze ,nannofossil ooze  with clay ,nannofossil ooze   with clay ,40.0,2.5Y 5/1 (gray),clay ,1.0,medium sand ,5.0,100,bioturbated boundary or contact,bed,thick bed ,,,,slight_339 ,3,,fault,"Near-vertical fault at 80-88 cm, showing ~5 cm of offset.",60,60,,
"339-U1385B-5H-2-A, 0-150",339,U1385,B,5,5-2,H,2,A,0,150,36.1,37.6,muddy ,nannofossil ooze ,,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,60,2.5Y 4/1 (dark gray),clay ,1,medium sand ,5,,nannofossil ooze ,with clay ,nannofossil ooze ,nannofossil ooze  with clay ,nannofossil ooze   with clay ,40.0,2.5Y 5/1 (gray),clay ,1.0,medium sand ,5.0,100,bioturbated boundary or contact,bed,thick bed ,,,,slight_339 ,3,,,,60,60,,
"339-U1385B-5H-3-A, 0-150",339,U1385,B,5,5-3,H,3,A,0,150,37.6,39.1,muddy ,nannofossil ooze ,,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,60,2.5Y 4/1 (dark gray),clay ,1,medium sand ,5,,nannofossil ooze ,with clay ,nannofossil ooze ,nannofossil ooze  with clay ,nannofossil ooze   with clay ,40.0,2.5Y 5/1 (gray),clay ,1.0,medium sand ,5.0,100,bioturbated boundary or contact,bed,thick bed ,,,,slight_339 ,3,,fault,"Near-vertical fault at 21-30 cm, showing offset of ~3 cm.",60,60,,
"339-U1385B-5H-4-A, 0-150",339,U1385,B,5,5-4,H,4,A,0,150,39.1,40.6,muddy ,nannofossil ooze ,,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,60,2.5Y 4/1 (dark gray),clay ,1,medium sand ,5,,nannofossil ooze ,with clay ,nannofossil ooze ,nannofossil ooze  with clay ,nannofossil ooze   with clay ,40.0,2.5Y 5/1 (gray),clay ,1.0,medium sand ,5.0,100,bioturbated boundary or contact,bed,thick bed ,,,,slight_339 ,3,,,,60,60,,
"339-U1385B-5H-5-A, 0-68",339,U1385,B,5,5-5,H,5,A,0,68,40.6,41.28,muddy ,nannofossil ooze ,,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,60,2.5Y 4/1 (dark gray),clay ,1,medium sand ,5,,nannofossil ooze ,with clay ,nannofossil ooze ,nannofossil ooze  with clay ,nannofossil ooze   with clay ,40.0,2.5Y 5/1 (gray),clay ,1.0,medium sand ,5.0,100,bioturbated boundary or contact,bed,thick bed ,,,,slight_339 ,3,,,,60,60,,
"339-U1385B-5H-5-A, 68-150",339,U1385,B,5,5-5,H,5,A,68,150,41.28,42.1,muddy ,nannofossil ooze ,,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,90,2.5Y 4/1 (dark gray),clay ,1,medium sand ,5,,nannofossil ooze ,with clay ,nannofossil ooze ,nannofossil ooze  with clay ,nannofossil ooze   with clay ,10.0,2.5Y 5/1 (gray),clay ,1.0,medium sand ,5.0,100,bioturbated boundary or contact,bed,medium bed ,,,,slight_339 ,3,,,Beds of muddy nannofossil ooze ~20-100 cm thick; beds of nannofossil ooze with clay ~15 - 50 cm thick.  Beds of muddy nannofossil ooze tend to darken upcore.,90,90,,
"339-U1385B-5H-6-A, 0-114",339,U1385,B,5,5-6,H,6,A,0,114,42.1,43.24,muddy ,nannofossil ooze ,,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,90,2.5Y 4/1 (dark gray),clay ,1,medium sand ,5,,nannofossil ooze ,with clay ,nannofossil ooze ,nannofossil ooze  with clay ,nannofossil ooze   with clay ,10.0,2.5Y 5/1 (gray),clay ,1.0,medium sand ,5.0,100,bioturbated boundary or contact,bed,medium bed ,,,,slight_339 ,3,,,Beds of muddy nannofossil ooze ~20-100 cm thick; beds of nannofossil ooze with clay ~15 - 50 cm thick.  Beds of muddy nannofossil ooze tend to darken upcore.,90,90,,
"339-U1385B-5H-6-A, 114-150",339,U1385,B,5,5-6,H,6,A,114,150,43.24,43.6,muddy ,nannofossil ooze ,,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,70,2.5Y 4/1 (dark gray),clay ,1,medium sand ,5,muddy ,nannofossil ooze ,,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,30.0,10Y 4/1 (dark greenish gray),clay ,1.0,medium sand ,5.0,100,bioturbated boundary or contact,bed,thick bed ,,,,slight_339 ,3,,,,70,70,,
"339-U1385B-5H-7-A, 0-83",339,U1385,B,5,5-7,H,7,A,0,83,43.6,44.43,muddy ,nannofossil ooze ,,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,70,2.5Y 4/1 (dark gray),clay ,1,medium sand ,5,muddy ,nannofossil ooze ,,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,30.0,10Y 4/1 (dark greenish gray),clay ,1.0,medium sand ,5.0,100,,bed,thick bed ,,,,slight_339 ,3,,,,70,70,,
"339-U1385B-5H-CC-A, 0-35",339,U1385,B,5,5-CC,H,CC,A,0,35,44.43,44.78,muddy ,nannofossil ooze ,,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,70,2.5Y 4/1 (dark gray),clay ,1,medium sand ,5,muddy ,nannofossil ooze ,,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,30.0,10Y 4/1 (dark greenish gray),clay ,1.0,medium sand ,5.0,100,contact not recovered,bed,thick bed ,,,,slight_339 ,3,,,,70,70,,
"339-U1385B-6H-1-A, 0-150",339,U1385,B,6,6-1,H,1,A,0,150,44.1,45.6,,nannofossil ooze ,with clay ,nannofossil ooze ,nannofossil ooze  with clay ,nannofossil ooze   with clay ,60,2.5Y 6/1 (gray),clay ,1,medium sand ,5,muddy ,nannofossil ooze ,,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,40.0,2.5Y 4/1 (dark gray),clay ,1.0,medium sand ,5.0,100,bioturbated boundary or contact,bed,medium bed ,,,,slight_339 ,3,,,,60,60,,
"339-U1385B-6H-2-A, 0-150",339,U1385,B,6,6-2,H,2,A,0,150,45.6,47.1,,nannofossil ooze ,with clay ,nannofossil ooze ,nannofossil ooze  with clay ,nannofossil ooze   with clay ,60,2.5Y 6/1 (gray),clay ,1,medium sand ,5,muddy ,nannofossil ooze ,,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,40.0,2.5Y 4/1 (dark gray),clay ,1.0,medium sand ,5.0,100,bioturbated boundary or contact,bed,medium bed ,,,,slight_339 ,3,,,,60,60,,
"339-U1385B-6H-2-A, 131-135",339,U1385,B,6,6-2,H,2,A,131,135,46.91,46.95,,nannofossil ooze ,,nannofossil ooze ,nannofossil ooze ,nannofossil ooze ,100,5BG 6/1 (greenish gray),clay ,1,medium sand ,5,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 ,3,,,,100,100,,
"339-U1385B-6H-3-A, 0-150",339,U1385,B,6,6-3,H,3,A,0,150,47.1,48.6,,nannofossil ooze ,with clay ,nannofossil ooze ,nannofossil ooze  with clay ,nannofossil ooze   with clay ,60,2.5Y 6/1 (gray),clay ,1,medium sand ,5,muddy ,nannofossil ooze ,,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,40.0,2.5Y 4/1 (dark gray),clay ,1.0,medium sand ,5.0,100,bioturbated boundary or contact,bed,medium bed ,,,,slight_339 ,3,,,,60,60,,
"339-U1385B-6H-4-A, 0-69",339,U1385,B,6,6-4,H,4,A,0,69,48.6,49.29,,nannofossil ooze ,with clay ,nannofossil ooze ,nannofossil ooze  with clay ,nannofossil ooze   with clay ,60,2.5Y 6/1 (gray),clay ,1,medium sand ,5,muddy ,nannofossil ooze ,,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,40.0,2.5Y 4/1 (dark gray),clay ,1.0,medium sand ,5.0,100,bioturbated boundary or contact,bed,medium bed ,,,,slight_339 ,3,,,,60,60,,
"339-U1385B-6H-4-A, 69-150",339,U1385,B,6,6-4,H,4,A,69,150,49.29,50.1,,nannofossil ooze ,with clay ,nannofossil ooze ,nannofossil ooze  with clay ,nannofossil ooze   with clay ,100,5Y 7/1 (light gray),clay ,1,medium sand ,5,,,,,,,,,,,,,100,,,,,,,slight_339 ,3,,,,100,100,,
"339-U1385B-6H-5-A, 0-110",339,U1385,B,6,6-5,H,5,A,0,110,50.1,51.2,,nannofossil ooze ,with clay ,nannofossil ooze ,nannofossil ooze  with clay ,nannofossil ooze   with clay ,100,5Y 7/1 (light gray),clay ,1,medium sand ,5,,,,,,,,,,,,,100,bioturbated boundary or contact,,,,,,slight_339 ,3,,,,100,100,,
"339-U1385B-6H-5-A, 110-150",339,U1385,B,6,6-5,H,5,A,110,150,51.2,51.6,muddy [Leg339],nannofossil ooze [Leg339],,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,70,2.5Y 4/1 (dark gray),clay [W22_1],1,medium sand [W22_2],5,,nannofossil ooze [Leg339],with clay [Leg339],nannofossil ooze ,nannofossil ooze  with clay ,nannofossil ooze   with clay ,30.0,2.5Y 6/1 (gray),clay [W22_1],1.0,medium sand [W22_2],5.0,100,bioturbated boundary or contact,bed,medium bed [B01],,,,slight_339 [DB91],3,,,,70,70,,
"339-U1385B-6H-6-A, 0-120",339,U1385,B,6,6-6,H,6,A,0,120,51.6,52.8,muddy [Leg339],nannofossil ooze [Leg339],,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,70,2.5Y 4/1 (dark gray),clay [W22_1],1,medium sand [W22_2],5,,nannofossil ooze [Leg339],with clay [Leg339],nannofossil ooze ,nannofossil ooze  with clay ,nannofossil ooze   with clay ,30.0,2.5Y 6/1 (gray),clay [W22_1],1.0,medium sand [W22_2],5.0,100,bioturbated boundary or contact,bed,medium bed [B01],,,,slight_339 [DB91],3,,,,70,70,,
