Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],MAJ Lith. Prefix,MAJ Lith. Principal name,MAJ Lith. prefix+name [read only],Sediment structures,MAJ Lith. color,Bioturbation intensity,Clast abundance,Macrofossil,MAJ Lith. ave. grain size ,Diagenetic constituent,Diagenetic constituent composition,General interval comment,MIN Lith. color,MIN Lith. abundance [%],MIN Lith. ave. grain size ,MIN Lith. ave. grain size rank,MIN Lith. max. grain size ,MIN Lith. max. grain size rank,Lith. abundance sum [%],Bottom contact or boundary type,Bottom contact geometry,Ship File Links,Shore File Links,File Data
363-U1487B-2H-4-A,126,131,8.46,8.51,,ash(tuff) [MMK88m],ash(tuff),,10YR 4/1 (dark gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1487B-2H-4-A,131,150,8.51,8.7,clay-bearing nannofossil-rich [X363],foraminiferal ooze [Leg339],clay-bearing nannofossil-rich foraminiferal ooze,,10Y 7/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1487B-2H-5-A,0,10,8.7,8.8,clay-bearing nannofossil-rich [X363],foraminiferal ooze [Leg339],clay-bearing nannofossil-rich foraminiferal ooze,,10Y 7/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1487B-2H-5-A,10,150,8.8,10.2,clay-bearing nannofossil-rich [X363],foraminiferal ooze [Leg339],clay-bearing nannofossil-rich foraminiferal ooze,,5Y 6/2 (light olive gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1487B-2H-6-A,0,7,10.2,10.27,clay-bearing nannofossil-rich [X363],foraminiferal ooze [Leg339],clay-bearing nannofossil-rich foraminiferal ooze,,5Y 6/2 (light olive gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1487B-2H-6-A,7,30,10.27,10.5,clay-bearing nannofossil-rich [X363],foraminiferal ooze [Leg339],clay-bearing nannofossil-rich foraminiferal ooze,,5Y 6/1 (gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1487B-2H-6-A,30,131,10.5,11.51,clay-bearing nannofossil-rich [X363],foraminiferal ooze [Leg339],clay-bearing nannofossil-rich foraminiferal ooze,,5Y 6/2 (light olive gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1487B-2H-7-A,0,18,11.51,11.69,clay-bearing nannofossil-rich [X363],foraminiferal ooze [Leg339],clay-bearing nannofossil-rich foraminiferal ooze,,5Y 6/2 (light olive gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1487B-2H-7-A,18,26,11.69,11.77,ash-rich [X363],foraminiferal ooze [Leg339],ash-rich foraminiferal ooze,,5Y 5/1 (gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1487B-2H-7-A,26,67,11.77,12.18,clay-bearing nannofossil-rich [X363],foraminiferal ooze [Leg339],clay-bearing nannofossil-rich foraminiferal ooze,,5Y 6/2 (light olive gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1487B-2H-CC-A,0,18,12.18,12.36,clay-bearing nannofossil-rich [X363],foraminiferal ooze [Leg339],clay-bearing nannofossil-rich foraminiferal ooze,,5Y 6/2 (light olive gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1487B-3H-1-A,0,150,12.2,13.7,clay-bearing nannofossil-rich [X363],foraminiferal ooze [Leg339],clay-bearing nannofossil-rich foraminiferal ooze,,5Y 7/2 (light gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1487B-3H-2-A,0,82,13.7,14.52,clay-bearing nannofossil-rich [X363],foraminiferal ooze [Leg339],clay-bearing nannofossil-rich foraminiferal ooze,,5Y 7/2 (light gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1487B-3H-2-A,82,143,14.52,15.13,clay-bearing nannofossil-rich [X363],foraminiferal ooze [Leg339],clay-bearing nannofossil-rich foraminiferal ooze,,5Y 6/2 (light olive gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1487B-3H-2-A,143,150,15.13,15.2,clay-bearing nannofossil-rich [X363],foraminiferal ooze [Leg339],clay-bearing nannofossil-rich foraminiferal ooze,,5Y 7/2 (light gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1487B-3H-3-A,0,150,15.2,16.7,clay-bearing nannofossil-rich [X363],foraminiferal ooze [Leg339],clay-bearing nannofossil-rich foraminiferal ooze,,5Y 7/2 (light gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1487B-3H-4-A,0,150,16.7,18.2,clay-bearing nannofossil-rich [X363],foraminiferal ooze [Leg339],clay-bearing nannofossil-rich foraminiferal ooze,,5Y 6/2 (light olive gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1487B-3H-5-A,0,150,18.2,19.7,clay-bearing nannofossil-rich [X363],foraminiferal ooze [Leg339],clay-bearing nannofossil-rich foraminiferal ooze,,5Y 7/2 (light gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1487B-3H-6-A,0,38,19.7,20.08,clay-bearing nannofossil-rich [X363],foraminiferal ooze [Leg339],clay-bearing nannofossil-rich foraminiferal ooze,,5Y 7/2 (light gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1487B-3H-6-A,38,64,20.08,20.34,clay-bearing nannofossil-rich [X363],foraminiferal ooze [Leg339],clay-bearing nannofossil-rich foraminiferal ooze,,5Y 6/2 (light olive gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1487B-3H-6-A,64,82,20.34,20.52,ash-rich [X363],foraminiferal ooze [Leg339],ash-rich foraminiferal ooze,,5Y 5/1 (gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1487B-3H-6-A,82,150,20.52,21.2,clay-bearing nannofossil-rich [X363],foraminiferal ooze [Leg339],clay-bearing nannofossil-rich foraminiferal ooze,,5Y 6/2 (light olive gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1487B-3H-7-A,0,73,21.2,21.93,clay-bearing nannofossil-rich [X363],foraminiferal ooze [Leg339],clay-bearing nannofossil-rich foraminiferal ooze,,5Y 6/2 (light olive gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1487B-3H-CC-A,0,26,21.93,22.19,clay-bearing nannofossil-rich [X363],foraminiferal ooze [Leg339],clay-bearing nannofossil-rich foraminiferal ooze,,5Y 6/2 (light olive gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1487B-4H-1-A,0,105,21.7,22.75,clay-bearing nannofossil-rich [X363],foraminiferal ooze [Leg339],clay-bearing nannofossil-rich foraminiferal ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1487B-4H-1-A,105,130,22.75,23,clay-bearing nannofossil-rich [X363],foraminiferal ooze [Leg339],clay-bearing nannofossil-rich foraminiferal ooze,,10Y 7/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1487B-4H-1-A,130,150,23,23.2,clay-bearing nannofossil-rich [X363],foraminiferal ooze [Leg339],clay-bearing nannofossil-rich foraminiferal ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1487B-4H-2-A,0,54,23.2,23.74,clay-bearing nannofossil-rich [X363],foraminiferal ooze [Leg339],clay-bearing nannofossil-rich foraminiferal ooze,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1487B-4H-2-A,54,63,23.74,23.83,,ash(tuff) [MMK88m],ash(tuff),,10Y 3/1 (very dark greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,
363-U1487B-4H-2-A,63,80,23.83,24,clay-bearing nannofossil-rich [X363],foraminiferal ooze [Leg339],clay-bearing nannofossil-rich foraminiferal ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1487B-4H-2-A,80,129,24,24.49,clay-bearing nannofossil-rich [X363],foraminiferal ooze [Leg339],clay-bearing nannofossil-rich foraminiferal ooze,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1487B-4H-2-A,129,150,24.49,24.7,clay-bearing nannofossil-rich [X363],foraminiferal ooze [Leg339],clay-bearing nannofossil-rich foraminiferal ooze,,10GY 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1487B-4H-3-A,0,41,24.7,25.11,clay-bearing nannofossil-rich [X363],foraminiferal ooze [Leg339],clay-bearing nannofossil-rich foraminiferal ooze,,10Y 7/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1487B-4H-3-A,41,60,25.11,25.3,ash-rich [X363],foraminiferal ooze [Leg339],ash-rich foraminiferal ooze,,10Y 5/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1487B-4H-3-A,60,104,25.3,25.74,ash-rich [X363],foraminiferal ooze [Leg339],ash-rich foraminiferal ooze,,5Y 5/1 (gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1487B-4H-3-A,104,110,25.74,25.8,,ash(tuff) [MMK88m],ash(tuff),,10YR 3/2 (very dark grayish brown),slight [DB86],,,,,,,,,,,,,,,,,,
363-U1487B-4H-3-A,110,150,25.8,26.2,ash-rich [X363],foraminiferal ooze [Leg339],ash-rich foraminiferal ooze,,10Y 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1487B-4H-4-A,0,117,26.2,27.37,ash-rich [X363],foraminiferal ooze [Leg339],ash-rich foraminiferal ooze,,10Y 5/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1487B-4H-4-A,117,150,27.37,27.7,clay-bearing nannofossil-rich [X363],foraminiferal ooze [Leg339],clay-bearing nannofossil-rich foraminiferal ooze,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1487B-4H-5-A,0,17,27.7,27.87,clay-bearing nannofossil-rich [X363],foraminiferal ooze [Leg339],clay-bearing nannofossil-rich foraminiferal ooze,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1487B-4H-5-A,17,47,27.87,28.17,ash-rich [X363],foraminiferal ooze [Leg339],ash-rich foraminiferal ooze,,10Y 5/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1487B-4H-5-A,47,67,28.17,28.37,clay-bearing nannofossil-rich [X363],foraminiferal ooze [Leg339],clay-bearing nannofossil-rich foraminiferal ooze,,10Y 7/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1487B-4H-5-A,67,121,28.37,28.91,ash-rich [X363],foraminiferal ooze [Leg339],ash-rich foraminiferal ooze,,10Y 5/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1487B-4H-5-A,121,150,28.91,29.2,ash-rich [X363],foraminiferal ooze [Leg339],ash-rich foraminiferal ooze,,10Y 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1487B-4H-6-A,0,8,29.2,29.28,ash-rich [X363],foraminiferal ooze [Leg339],ash-rich foraminiferal ooze,,10Y 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1487B-4H-6-A,8,14,29.28,29.34,,ash(tuff) [MMK88m],ash(tuff),,5Y 3/1 (very dark gray),slight [DB86],,,,,,,,,,,,,,,,,,
363-U1487B-4H-6-A,14,131,29.34,30.51,ash-rich [X363],foraminiferal ooze [Leg339],ash-rich foraminiferal ooze,,10Y 5/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1487B-4H-7-A,0,61,30.51,31.12,ash-rich [X363],foraminiferal ooze [Leg339],ash-rich foraminiferal ooze,,10Y 5/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1487B-4H-CC-A,0,27,31.12,31.39,ash-rich [X363],foraminiferal ooze [Leg339],ash-rich foraminiferal ooze,,10Y 5/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1487B-5H-1-A,0,10,31.2,31.3,clay-bearing nannofossil-rich [X363],foraminiferal ooze [Leg339],clay-bearing nannofossil-rich foraminiferal ooze,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1487B-5H-1-A,10,27,31.3,31.47,ash-rich [X363],foraminiferal ooze [Leg339],ash-rich foraminiferal ooze,,10Y 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1487B-5H-1-A,27,53,31.47,31.73,clay-bearing nannofossil-rich [X363],foraminiferal ooze [Leg339],clay-bearing nannofossil-rich foraminiferal ooze,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1487B-5H-1-A,53,64,31.73,31.84,ash-rich [X363],foraminiferal ooze [Leg339],ash-rich foraminiferal ooze,,10Y 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1487B-5H-1-A,64,68,31.84,31.88,,ash(tuff) [MMK88m],ash(tuff),,10YR 3/1 (very dark gray),slight [DB86],,,,,,,,,,,,,,,,,,
363-U1487B-5H-1-A,68,79,31.88,31.99,ash-rich [X363],foraminiferal ooze [Leg339],ash-rich foraminiferal ooze,,10Y 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1487B-5H-1-A,79,125,31.99,32.45,clay-bearing nannofossil-rich [X363],foraminiferal ooze [Leg339],clay-bearing nannofossil-rich foraminiferal ooze,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1487B-5H-1-A,125,136,32.45,32.56,ash-rich [X363],foraminiferal ooze [Leg339],ash-rich foraminiferal ooze,,5G 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1487B-5H-1-A,136,150,32.56,32.7,ash-rich [X363],foraminiferal ooze [Leg339],ash-rich foraminiferal ooze,,10Y 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1487B-5H-2-A,0,4,32.7,32.74,ash-rich [X363],foraminiferal ooze [Leg339],ash-rich foraminiferal ooze,,10Y 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1487B-5H-2-A,4,9,32.74,32.79,,ash(tuff) [MMK88m],ash(tuff),,10YR 2/1 (black),slight [DB86],,,,,,,,,,,,,,,,,,
363-U1487B-5H-2-A,9,17,32.79,32.87,,ash(tuff) [MMK88m],ash(tuff),,N 3 (very dark gray),slight [DB86],,,,,,,,,,,,,,,,,,
363-U1487B-5H-2-A,17,33,32.87,33.03,clay-bearing nannofossil-rich [X363],foraminiferal ooze [Leg339],clay-bearing nannofossil-rich foraminiferal ooze,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1487B-5H-2-A,33,42,33.03,33.12,ash-rich [X363],foraminiferal ooze [Leg339],ash-rich foraminiferal ooze,,10Y 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1487B-5H-2-A,42,109,33.12,33.79,clay-bearing nannofossil-rich [X363],foraminiferal ooze [Leg339],clay-bearing nannofossil-rich foraminiferal ooze,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1487B-5H-2-A,109,144,33.79,34.14,clay-bearing nannofossil-rich [X363],foraminiferal ooze [Leg339],clay-bearing nannofossil-rich foraminiferal ooze,,10Y 7/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1487B-5H-2-A,144,150,34.14,34.2,ash-rich [X363],foraminiferal ooze [Leg339],ash-rich foraminiferal ooze,,10Y 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1487B-5H-3-A,0,9,34.2,34.29,ash-rich [X363],foraminiferal ooze [Leg339],ash-rich foraminiferal ooze,,10Y 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1487B-5H-3-A,9,108,34.29,35.28,clay-bearing nannofossil-rich [X363],foraminiferal ooze [Leg339],clay-bearing nannofossil-rich foraminiferal ooze,,10Y 7/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1487B-5H-3-A,108,112,35.28,35.32,,ash(tuff) [MMK88m],ash(tuff),,5YR 6/2 (pinkish gray),slight [DB86],,,,,,,,,,,,,,,,,,
363-U1487B-5H-3-A,112,135,35.32,35.55,clay-bearing nannofossil-rich [X363],foraminiferal ooze [Leg339],clay-bearing nannofossil-rich foraminiferal ooze,,10Y 7/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1487B-5H-3-A,135,150,35.55,35.7,,ash(tuff) [MMK88m],ash(tuff),,5YR 6/3 (light reddish brown),slight [DB86],,,,,,,,,,,,,,,,,,
363-U1487B-5H-4-A,0,9,35.7,35.79,clay-bearing nannofossil-rich [X363],foraminiferal ooze [Leg339],clay-bearing nannofossil-rich foraminiferal ooze,,10Y 7/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1487B-5H-4-A,9,25,35.79,35.95,clay-bearing nannofossil-rich [X363],foraminiferal ooze [Leg339],clay-bearing nannofossil-rich foraminiferal ooze,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1487B-5H-4-A,25,75,35.95,36.45,clay-bearing nannofossil-rich [X363],foraminiferal ooze [Leg339],clay-bearing nannofossil-rich foraminiferal ooze,,10Y 7/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1487B-5H-4-A,75,84,36.45,36.54,ash-rich [X363],foraminiferal ooze [Leg339],ash-rich foraminiferal ooze,,10Y 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1487B-5H-4-A,84,150,36.54,37.2,clay-bearing nannofossil-rich [X363],foraminiferal ooze [Leg339],clay-bearing nannofossil-rich foraminiferal ooze,,10Y 7/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1487B-5H-5-A,0,125,37.2,38.45,clay-bearing nannofossil-rich [X363],foraminiferal ooze [Leg339],clay-bearing nannofossil-rich foraminiferal ooze,,10Y 7/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1487B-5H-5-A,125,136,38.45,38.56,clay-bearing nannofossil-rich [X363],foraminiferal ooze [Leg339],clay-bearing nannofossil-rich foraminiferal ooze,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1487B-5H-5-A,136,150,38.56,38.7,ash-rich [X363],foraminiferal ooze [Leg339],ash-rich foraminiferal ooze,,10Y 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1487B-5H-6-A,0,64,38.7,39.34,clay-bearing nannofossil-rich [X363],foraminiferal ooze [Leg339],clay-bearing nannofossil-rich foraminiferal ooze,,10Y 7/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1487B-5H-6-A,64,121,39.34,39.91,clay-bearing nannofossil-rich [X363],foraminiferal ooze [Leg339],clay-bearing nannofossil-rich foraminiferal ooze,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1487B-5H-7-A,0,72,39.91,40.63,clay-bearing nannofossil-rich [X363],foraminiferal ooze [Leg339],clay-bearing nannofossil-rich foraminiferal ooze,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1487B-5H-CC-A,0,15,40.63,40.78,clay-bearing nannofossil-rich [X363],foraminiferal ooze [Leg339],clay-bearing nannofossil-rich foraminiferal ooze,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1487B-6H-1-A,0,19,40.7,40.89,clay-bearing nannofossil-rich [X363],foraminiferal ooze [Leg339],clay-bearing nannofossil-rich foraminiferal ooze,,5Y 6/1 (gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1487B-6H-1-A,19,75,40.89,41.45,ash-rich [X363],foraminiferal ooze [Leg339],ash-rich foraminiferal ooze,,5Y 5/2 (olive gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1487B-6H-1-A,75,150,41.45,42.2,clay-bearing nannofossil-rich [X363],foraminiferal ooze [Leg339],clay-bearing nannofossil-rich foraminiferal ooze,,5Y 6/1 (gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1487B-6H-2-A,0,150,42.2,43.7,clay-bearing nannofossil-rich [X363],foraminiferal ooze [Leg339],clay-bearing nannofossil-rich foraminiferal ooze,,5Y 6/1 (gray),moderate [DB86],,,,,,Two dark inclined layers that are foraminfer rich between 36 and 42 cm.,,,,,,,,,,,,
363-U1487B-6H-3-A,0,19,43.7,43.89,clay-bearing nannofossil-rich [X363],foraminiferal ooze [Leg339],clay-bearing nannofossil-rich foraminiferal ooze,,5Y 6/1 (gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1487B-6H-3-A,19,24,43.89,43.94,,ashy sand [X363],ashy sand,,5YR 5/1 (gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1487B-6H-3-A,24,86,43.94,44.56,clay-bearing nannofossil-rich [X363],foraminiferal ooze [Leg339],clay-bearing nannofossil-rich foraminiferal ooze,,5Y 6/1 (gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1487B-6H-3-A,86,91,44.56,44.61,,ash(tuff) [MMK88m],ash(tuff),,5Y 3/1 (very dark gray),slight [DB86],,,,,,,,,,,,,,,,,,
363-U1487B-6H-3-A,91,150,44.61,45.2,clay-bearing nannofossil-rich [X363],foraminiferal ooze [Leg339],clay-bearing nannofossil-rich foraminiferal ooze,,5Y 6/1 (gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1487B-6H-4-A,0,6,45.2,45.26,clay-bearing nannofossil-rich [X363],foraminiferal ooze [Leg339],clay-bearing nannofossil-rich foraminiferal ooze,,5Y 6/1 (gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1487B-6H-4-A,6,15,45.26,45.35,ash-rich [X363],foraminiferal ooze [Leg339],ash-rich foraminiferal ooze,,10Y 5/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1487B-6H-4-A,15,64,45.35,45.84,clay-bearing nannofossil-rich [X363],foraminiferal ooze [Leg339],clay-bearing nannofossil-rich foraminiferal ooze,,5Y 7/1 (light gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1487B-6H-4-A,64,80,45.84,46,ash-rich [X363],foraminiferal ooze [Leg339],ash-rich foraminiferal ooze,,5Y 4/1 (dark gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1487B-6H-4-A,80,150,46,46.7,clay-bearing nannofossil-rich [X363],foraminiferal ooze [Leg339],clay-bearing nannofossil-rich foraminiferal ooze,,5Y 6/1 (gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1487B-6H-5-A,0,23,46.7,46.93,clay-bearing nannofossil-rich [X363],foraminiferal ooze [Leg339],clay-bearing nannofossil-rich foraminiferal ooze,,5Y 6/1 (gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1487B-6H-5-A,23,39,46.93,47.09,,ashy sand [X363],ashy sand,,10YR 3/1 (very dark gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1487B-6H-5-A,39,53,47.09,47.23,clay-bearing nannofossil-rich [X363],foraminiferal ooze [Leg339],clay-bearing nannofossil-rich foraminiferal ooze,,5Y 6/1 (gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1487B-6H-5-A,53,127,47.23,47.97,ash-rich [X363],foraminiferal ooze [Leg339],ash-rich foraminiferal ooze,,5Y 5/1 (gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1487B-6H-5-A,127,137,47.97,48.07,,ash(tuff) [MMK88m],ash(tuff),,5Y 4/1 (dark gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1487B-6H-5-A,137,150,48.07,48.2,ash-rich [X363],foraminiferal ooze [Leg339],ash-rich foraminiferal ooze,,5Y 5/1 (gray),moderate [DB86],,,,,,,,,,,,,,,,,,
