Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],MAJ Lith. Prefix,MAJ Lith. Principal name,Texture Rank [read only],MAJ Lith. prefix+name [read only],Lithification,Lithification rank [read only],MAJ Lith. color,MAJ Lith. ave. grain size ,Grain size rank [read only],Skeletal components MAJOR,Skeletal components MAJOR comment,Skeletal components INTERMEDIATE,Skeletal components INTERMEDIATE comment,Skeletal components MINOR,Skeletal components MINOR comment,Non-skeletal components,Non-skeletal components comment,Sedimentary structure,Diagenetic structure,Diagenetic structure comment,Layer or bedding thickness,Bioturbation intensity,Bioturbation intensity rank [read only],Bioturbation type,Bottom contact or boundary definition,Bottom contact or boundary attitude,General interval comment,Ship File Links,Shore File Links,File Data
359-U1467D-16H-CC-A,0,25,143.92,144.17,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,2.5Y 6/2 (light brownish gray),fine sand,4,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,"WACKESTONE. Partially unlithified Fine-grained foraminifera. Planktic foraminifera (A), Benthic foraminifera (C) Organics (F) and Otoliths (F).",,,
359-U1467D-17H-1-A,0,150,144,145.5,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,2.5Y 6/2 (light brownish gray),fine sand,4,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,"WACKESTONE to PACKSTONE. Partially lithified Fine-grained foraminifera. Planktic foraminifera (A), Benthic foraminifera (C)and Bioclasts (F). More packstone in burrow and some burrows are more lithified with Celestine (?).",,,
359-U1467D-17H-2-A,0,150,145.5,147,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,2.5Y 6/2 (light brownish gray),fine sand,4,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,"WACKESTONE. Partially unlithified Fine-grained foraminifera. Planktic foraminifera (A), Benthic foraminifera (C) Bioclast (F) and Otoliths (F).",,,
359-U1467D-17H-3-A,0,150,147,148.5,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,2.5Y 6/2 (light brownish gray),fine sand,4,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,"WACKESTONE. Partially unlithified Fine-grained foraminifera. Planktic foraminifera (A), Benthic foraminifera (C) and Bioclasts (F).",,,
359-U1467D-17H-4-A,0,150,148.5,150,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,2.5Y 6/2 (light brownish gray),fine sand,4,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,"WACKESTONE. Partially unlithified Fine-grained foraminifera. Planktic foraminifera (A), Benthic foraminifera (C) and Bioclasts (F). Burrows are more lithified with Celestine.",,,
359-U1467D-17H-5-A,0,150,150,151.5,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,2.5Y 6/2 (light brownish gray),fine sand,4,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,"WACKESTONE to PACKSTONE. Partially lithified Fine-grained foraminifera. Planktic foraminifera (A), Benthic foraminifera (C)and Bioclasts (F). More packstone in burrow and some burrows are more lithified with Celestine (?).",,,
359-U1467D-17H-6-A,0,150,151.5,153,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,2.5Y 6/2 (light brownish gray),fine sand,4,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,"WACKESTONE to PACKSTONE. Partially lithified Fine-grained foraminifera. Planktic foraminifera (A), Benthic foraminifera (C)and Bioclasts (F). More packstone in burrow and some burrows are more lithified with Celestine (?).",,,
359-U1467D-17H-7-A,0,56,153,153.56,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,2.5Y 6/2 (light brownish gray),fine sand,4,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,WACKESTONE. Partially unlithified Fine-grained foraminifera. Planktic foraminifera (A) and Benthic foraminifera (C).,,,
359-U1467D-17H-CC-A,0,16,153.56,153.72,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,2.5Y 6/2 (light brownish gray),fine sand,4,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,WACKESTONE. Partially unlithified Fine-grained foraminifera. Planktic foraminifera (A) and Benthic foraminifera (C).,,,
359-U1467D-18H-1-A,0,150,153.5,155,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,2.5Y 6/2 (light brownish gray),fine sand,4,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,"WACKESTONE. Partially unlithified Fine-grained foraminifera. Planktic foraminifera (A), Benthic foraminifera (C) Organics (F) and Otoliths (F).",,,
359-U1467D-18H-2-A,0,150,155,156.5,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,2.5Y 7/2 (light gray),fine sand,4,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,"WACKESTONE. Partially unlithified Fine-grained foraminifera. Planktic foraminifera (A), Benthic foraminifera (C) and Organics (F). Some organics have Celestine crystals.",,,
359-U1467D-18H-3-A,0,150,156.5,158,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,2.5Y 7/2 (light gray),fine sand,4,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,WACKESTONE. Partially unlithified Fine-grained foraminifera. Planktic foraminifera (A) and Benthic foraminifera (C). There are some lithified pieces with Celestine.,,,
359-U1467D-18H-4-A,0,150,158,159.5,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,2.5Y 7/2 (light gray),fine sand,4,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,WACKESTONE. Partially unlithified Fine-grained foraminifera. Planktic foraminifera (A) and Benthic foraminifera (C). There are some lithified burrows with Celestine.,,,
359-U1467D-18H-5-A,0,150,159.5,161,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,2.5Y 7/1 (light gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,WACKESTONE. Partially unlithified v. fine-grained foraminifera. Planktic foraminifera (A) and Benthic foraminifera (C).,,,
359-U1467D-18H-6-A,0,150,161,162.5,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,2.5Y 7/1 (light gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,WACKESTONE. Partially unlithified v. fine-grained foraminifera. Planktic foraminifera (A) and Benthic foraminifera (C).,,,
359-U1467D-18H-7-A,0,54,162.5,163.04,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,2.5Y 7/1 (light gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,WACKESTONE. Partially unlithified v. fine-grained foraminifera. Planktic foraminifera (A) and Benthic foraminifera (C).,,,
359-U1467D-18H-CC-A,0,18,163.04,163.22,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,2.5Y 7/1 (light gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,WACKESTONE. Partially unlithified v. fine-grained foraminifera. Planktic foraminifera (A) and Benthic foraminifera (C).,,,
359-U1467D-19H-1-A,0,150,163,164.5,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,2.5Y 7/1 (light gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,WACKESTONE. Partially unlithified v. fine-grained foraminifera. Planktic foraminifera (A) and Benthic foraminifera (C).,,,
359-U1467D-19H-2-A,0,150,164.5,166,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,2.5Y 7/1 (light gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,WACKESTONE. Partially unlithified v. fine-grained foraminifera. Planktic foraminifera (A) and Benthic foraminifera (C).,,,
359-U1467D-19H-3-A,0,56,166,166.56,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,2.5Y 7/1 (light gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,gradational,,WACKESTONE. Partially unlithified v. fine-grained foraminifera. Planktic foraminifera (A) and Benthic foraminifera (C). Gradational color change.,,,
359-U1467D-19H-3-A,56,150,166.56,167.5,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,2.5Y 6/2 (light brownish gray),fine sand,4,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,WACKESTONE. Partially unlithified fine-grained foraminifera. Planktic foraminifera (A) and Benthic foraminifera (C).,,,
359-U1467D-19H-4-A,0,62,167.5,168.12,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,gradational,,WACKESTONE. Partially unlithified v. fine-grained foraminifera. Planktic foraminifera (A) and Benthic foraminifera (C). Gradational color change.,,,
359-U1467D-19H-4-A,62,150,168.12,169,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,2.5Y 7/1 (light gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,WACKESTONE. Partially unlithified v. fine-grained foraminifera. Planktic foraminifera (A) and Benthic foraminifera (C).,,,
359-U1467D-19H-5-A,0,46,169,169.46,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,2.5Y 7/1 (light gray),fine sand,4,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,gradational,,WACKESTONE. Partially unlithified fine-grained foraminifera. Planktic foraminifera (A) and Benthic foraminifera (C). Gradational color change.,,,
359-U1467D-19H-5-A,46,150,169.46,170.5,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,2.5Y 6/2 (light brownish gray),fine sand,4,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,WACKESTONE. Partially unlithified fine-grained foraminifera. Planktic foraminifera (A) and Benthic foraminifera (C).,,,
359-U1467D-19H-6-A,0,62,170.5,171.12,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,2.5Y 7/1 (light gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,gradational,,WACKESTONE. Partially unlithified v. fine-grained foraminifera. Planktic foraminifera (A) and Benthic foraminifera (C).,,,
359-U1467D-19H-6-A,62,150,171.12,172,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,WACKESTONE. Partially unlithified v. fine-grained foraminifera. Planktic foraminifera (A) and Benthic foraminifera (C).,,,
359-U1467D-19H-7-A,0,58,172,172.58,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,2.5Y 6/2 (light brownish gray),fine sand,4,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,WACKESTONE. unlithified to partially unlithified fine-grained foraminifera. Planktic foraminifera (A) and Benthic foraminifera (C).,,,
359-U1467D-19H-CC-A,0,19,172.58,172.77,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,WACKESTONE. Unlithified to partially unlithified v. fine-grained foraminifera. Planktic foraminifera (A) and Benthic foraminifera (C).,,,
359-U1467D-20H-1-A,0,150,172.5,174,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,2.5Y 7/1 (light gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,WACKESTONE. Partially unlithified v. fine-grained foraminifera. Planktic foraminifera (A) and Benthic foraminifera (C).,,,
359-U1467D-20H-2-A,0,150,174,175.5,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,2.5Y 7/1 (light gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,WACKESTONE. Partially unlithified v. fine-grained foraminifera. Planktic foraminifera (A) and Benthic foraminifera (C).,,,
359-U1467D-20H-3-A,0,54,175.5,176.04,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,2.5Y 7/1 (light gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,gradational,,WACKESTONE. Partially unlithified v. fine-grained foraminifera. Planktic foraminifera (A) and Benthic foraminifera (C).,,,
359-U1467D-20H-3-A,54,150,176.04,177,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,WACKESTONE. Partially unlithified v. fine-grained foraminifera. Planktic foraminifera (A) and Benthic foraminifera (C). Silicified benthic foraminifera.,,,
359-U1467D-20H-4-A,0,150,177,178.5,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,2.5Y 7/2 (light gray),fine sand,4,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,WACKESTONE. Partially unlithified fine-grained foraminifera. Planktic foraminifera (A) and Benthic foraminifera (C).,,,
359-U1467D-20H-5-A,0,150,178.5,180,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,2.5Y 7/2 (light gray),fine sand,4,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,WACKESTONE. Partially unlithified fine-grained foraminifera. Planktic foraminifera (A) and Benthic foraminifera (C).,,,
359-U1467D-20H-6-A,0,150,180,181.5,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,2.5Y 6/2 (light brownish gray),fine sand,4,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,WACKESTONE. Partially unlithified fine-grained foraminifera. Planktic foraminifera (A) and Benthic foraminifera (C).,,,
359-U1467D-20H-7-A,0,74,181.5,182.24,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,WACKESTONE. Partially unlithified v. fine-grained foraminifera. Planktic foraminifera (A) and Benthic foraminifera (C).,,,
359-U1467D-20H-CC-A,0,12,182.24,182.36,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,WACKESTONE. Partially unlithified v. fine-grained foraminifera. Planktic foraminifera (A) and Benthic foraminifera (C).,,,
359-U1467D-21H-1-A,0,22,182,182.22,skeletal,rudstone,6,skeletal rudstone,,,2.5Y 5/2 (grayish brown),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,RUDSTONE. Fragmented/Caved in material made up of lithoclasts from uphole.,,,
359-U1467D-21H-1-A,22,53,182.22,182.53,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,2.5Y 5/2 (grayish brown),fine sand,4,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,"WACKESTONE to PACKSTONE. Lithified fine-grained foraminifera. Planktic foraminifera (A), Benthic foraminifera (C) and bioclasts (A).",,,
359-U1467D-21H-1-A,53,105,182.53,183.05,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,2.5Y 5/2 (grayish brown),fine sand,4,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,"WACKESTONE to PACKSTONE. Lithified fine-grained foraminifera. Planktic foraminifera (A), Benthic foraminifera (C) and bioclasts (A). Celestine is present.",,,
359-U1467D-21H-1-A,105,125,183.05,183.25,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,2.5Y 5/2 (grayish brown),fine sand,4,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,"WACKESTONE to PACKSTONE. Lithified fine-grained foraminifera. Planktic foraminifera (A), Benthic foraminifera (C) and bioclasts (A).",,,
359-U1467D-21H-1-A,125,150,183.25,183.5,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,2.5Y 5/2 (grayish brown),fine sand,4,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,"WACKESTONE to PACKSTONE. Lithified to partially lithified fine-grained foraminifera. Planktic foraminifera (A), Benthic foraminifera (C) and bioclasts (A). Celestine is present from 068-090.",,,
359-U1467D-21H-2-A,0,35,183.5,183.85,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,2.5Y 6/2 (light brownish gray),fine sand,4,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,sharp,,"WACKESTONE to PACKSTONE. Lithified to partially lithified fine-grained foraminifera. Planktic foraminifera (A), Benthic foraminifera (C) and bioclasts (A). Celestine is present from 068-090.",,,
359-U1467D-21H-2-A,35,68,183.85,184.18,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,lithified,5,2.5Y 6/2 (light brownish gray),fine sand,4,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,sharp,,"WACKESTONE to PACKSTONE. Lithified to partially lithified fine-grained foraminifera. Planktic foraminifera (A), Benthic foraminifera (C) and bioclasts (A). Celestine is present from 068-090.",,,
359-U1467D-21H-2-A,68,93,184.18,184.43,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,2.5Y 6/2 (light brownish gray),fine sand,4,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,sharp,,"WACKESTONE to PACKSTONE. Lithified to partially lithified fine-grained foraminifera. Planktic foraminifera (A), Benthic foraminifera (C) and bioclasts (A). Celestine is present from 068-090.",,,
359-U1467D-21H-2-A,93,126,184.43,184.76,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,lithified,5,2.5Y 6/2 (light brownish gray),fine sand,4,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,sharp,,"WACKESTONE to PACKSTONE. Lithified to partially lithified fine-grained foraminifera. Planktic foraminifera (A), Benthic foraminifera (C) and bioclasts (A). Celestine is present from 068-090.",,,
359-U1467D-21H-2-A,126,137,184.76,184.87,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,2.5Y 6/2 (light brownish gray),fine sand,4,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,sharp,,"WACKESTONE to PACKSTONE. Lithified to partially lithified fine-grained foraminifera. Planktic foraminifera (A), Benthic foraminifera (C) and bioclasts (A). Celestine is present from 068-090.",,,
359-U1467D-21H-2-A,137,150,184.87,185,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,lithified,5,2.5Y 6/2 (light brownish gray),fine sand,4,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,"WACKESTONE to PACKSTONE. Lithified to partially lithified fine-grained foraminifera. Planktic foraminifera (A), Benthic foraminifera (C) and bioclasts (A). Celestine is present from 068-090.",,,
359-U1467D-21H-3-A,0,27,185,185.27,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,2.5Y 6/2 (light brownish gray),fine sand,4,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,sharp,,"WACKESTONE to PACKSTONE. Lithified to partially lithified fine-grained foraminifera. Planktic foraminifera (A), Benthic foraminifera (C to P) and bioclasts (A).",,,
359-U1467D-21H-3-A,27,76,185.27,185.76,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,lithified,5,2.5Y 6/2 (light brownish gray),fine sand,4,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,sharp,,"WACKESTONE to PACKSTONE. Lithified to partially lithified fine-grained foraminifera. Planktic foraminifera (A), Benthic foraminifera (C to P) and bioclasts (A).",,,
359-U1467D-21H-3-A,76,101,185.76,186.01,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,2.5Y 6/2 (light brownish gray),fine sand,4,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,sharp,,"WACKESTONE to PACKSTONE. Lithified to partially lithified fine-grained foraminifera. Planktic foraminifera (A), Benthic foraminifera (C to P) and bioclasts (A).",,,
359-U1467D-21H-3-A,101,124,186.01,186.24,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,lithified,5,2.5Y 6/2 (light brownish gray),fine sand,4,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,sharp,,"WACKESTONE to PACKSTONE. Lithified to partially lithified fine-grained foraminifera. Planktic foraminifera (A), Benthic foraminifera (C to P) and bioclasts (A).",,,
359-U1467D-21H-3-A,124,150,186.24,186.5,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,"WACKESTONE to PACKSTONE. Lithified to partially lithified fine to v. fine-grained foraminifera. Planktic foraminifera (A), Benthic foraminifera (C to P) and bioclasts (A).",,,
359-U1467D-21H-4-A,0,58,186.5,187.08,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,lithified,5,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,sharp,,"WACKESTONE to PACKSTONE. Lithified to partially lithified fine to v. fine-grained foraminifera. Planktic foraminifera (A), Benthic foraminifera (C to P) and bioclasts (A).",,,
359-U1467D-21H-4-A,58,84,187.08,187.34,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,sharp,,"WACKESTONE to PACKSTONE. Lithified to partially lithified fine to v. fine-grained foraminifera. Planktic foraminifera (A), Benthic foraminifera (C to P) and bioclasts (A).",,,
359-U1467D-21H-4-A,84,126,187.34,187.76,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,lithified,5,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,sharp,,"WACKESTONE to PACKSTONE. Lithified to partially lithified fine to v. fine-grained foraminifera. Planktic foraminifera (A), Benthic foraminifera (C to P) and bioclasts (A). Celestine in diagonal burrow.",,,
359-U1467D-21H-4-A,126,149,187.76,187.99,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,"WACKESTONE to PACKSTONE. Lithified to partially lithified fine to v. fine-grained foraminifera. Planktic foraminifera (A), Benthic foraminifera (C to P) and bioclasts (A). Benthic foraminifera about 250um become common.",,,
359-U1467D-21H-5-A,0,68,188,188.68,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,2.5Y 6/2 (light brownish gray),fine sand,4,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,sharp,,WACKESTONE to PACKSTONE. Partially unlithified to lithified fine to v. fine-grained foraminifera. Planktic foraminifera (A) and relatively large Benthic foraminifera (C).,,,
359-U1467D-21H-5-A,68,124,188.68,189.24,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,lithified,5,2.5Y 6/2 (light brownish gray),fine sand,4,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,sharp,,WACKESTONE to PACKSTONE. Partially unlithified to lithified fine to v. fine-grained foraminifera. Planktic foraminifera (A) and relatively large Benthic foraminifera (C).,,,
359-U1467D-21H-5-A,124,150,189.24,189.5,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,2.5Y 6/2 (light brownish gray),fine sand,4,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,sharp,,WACKESTONE to PACKSTONE. Partially unlithified to lithified fine to v. fine-grained foraminifera. Planktic foraminifera (A) and relatively large Benthic foraminifera (C).,,,
359-U1467D-21H-6-A,0,25,189.5,189.75,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,lithified,5,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,sharp,,WACKESTONE to PACKSTONE. Partially unlithified to lithified v. fine to fine-grained foraminifera. Planktic foraminifera (A) and medium sized Benthic foraminifera (C).,,,
359-U1467D-21H-6-A,25,46,189.75,189.96,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,sharp,,WACKESTONE to PACKSTONE. Partially unlithified to lithified v. fine to fine-grained foraminifera. Planktic foraminifera (A) and medium sized Benthic foraminifera (C).,,,
359-U1467D-21H-6-A,46,68,189.96,190.18,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,lithified,5,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,sharp,,WACKESTONE to PACKSTONE. Partially unlithified to lithified v. fine to fine-grained foraminifera. Planktic foraminifera (A) and medium sized Benthic foraminifera (C).,,,
359-U1467D-21H-6-A,68,113,190.18,190.63,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,sharp,,WACKESTONE to PACKSTONE. Partially unlithified to lithified v. fine to fine-grained foraminifera. Planktic foraminifera (A) and medium sized Benthic foraminifera (C).,,,
359-U1467D-21H-6-A,113,152,190.63,191.02,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,lithified,5,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,WACKESTONE to PACKSTONE. Partially unlithified to lithified v. fine to fine-grained foraminifera. Planktic foraminifera (A) and medium sized Benthic foraminifera (C).,,,
359-U1467D-21H-7-A,0,46,191.02,191.48,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,sharp,,WACKESTONE. Partially unlithified to lithified v. fine-grained foraminifera. Planktic foraminifera (A) and medium sized Benthic foraminifera (C).,,,
359-U1467D-21H-7-A,46,66,191.48,191.68,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,lithified,5,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,sharp,,WACKESTONE. Partially unlithified to lithified v. fine-grained foraminifera. Planktic foraminifera (A) and medium sized Benthic foraminifera (C).,,,
