Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Bottom contact or boundary geometry,Bottom contact or boundary definition,Bottom contact or boundary attitude,Lithology Prefix,Lithology Principal Name,Lithology Suffix,Lithology prefix+name [read only],Lithology prefix+name+suffix [read only],Lithology name+suffix [read only],Lithology  abundance [%],Lithology color (Munsell),Layer or bedding thickness,Lithology lithification,Lithology ave. grain size class,Lithology ave. grain size rank [read only],Lithology max. grain size class,Lithology max. grain size rank [read only],General interval comment,Sorting,Grading,Sedimentary structure,Bioturbation intensity,Bioturbation intensity rank [read only],Lithological asseccories,Diagenetic structure,Macrofossil,Macrofossil abundance name,Clasts (>2 mm) DOMINANT,Clasts (>2 mm) 2ND ORDER,DOMINANT clast roundness,Clast comments,"Matrix, fines (<2 mm) DOMINANT",Matrix sorting,Matrix comments,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Minor Lithology Prefix,Minor Lithology Name,Minor Lithology Suffix
352-U1440A-6H-5-A,0.0,140.0,45.5,46.9,IIA,,,,silty,mud,,silty mud,silty mud,mud,,10YR 6/4 (light yellowish brown),,unconsolidated,silt,2.0,granule,8.0,,poor,non-graded,,moderate,2.0,scattered pumice,,,,,,,,,,,,,,352,U1440,A,6,H,5,A,,,
352-U1440A-6H-5-A,140.0,142.0,46.9,46.92,IIA,irregular,gradational,sub-horizontal,silty,volcanic breccia-conglomerate,with pumice lapilli,silty volcanic breccia-conglomerate,silty volcanic breccia-conglomerate with pumice lapilli,volcanic breccia-conglomerate with pumice lapilli,,10YR 6/3 (pale brown),,unconsolidated,silt,2.0,pebble,9.0,,poor,non-graded,,moderate,2.0,scattered pumice,,,,,,angular,"Pumice clasts are mostly angular, less than 1 cm in size",,,,,,,352,U1440,A,6,H,5,A,,,
352-U1440A-6H-5-A,142.0,150.0,46.92,47.0,IIA,irregular,gradational,sub-horizontal,silty,volcanic breccia-conglomerate,with pumice lapilli,silty volcanic breccia-conglomerate,silty volcanic breccia-conglomerate with pumice lapilli,volcanic breccia-conglomerate with pumice lapilli,,10YR 6/3 (pale brown),,unconsolidated,silt,2.0,pebble,9.0,,poor,non-graded,,moderate,2.0,scattered pumice,,,,,,angular,"Pumice clasts are mostly angular, less than 1 cm in size",,,,,,,352,U1440,A,6,H,5,A,,,
352-U1440A-6H-6-A,0.0,13.0,47.0,47.13,IIA,,,,silty,mud,,silty mud,silty mud,mud,,10YR 6/4 (light yellowish brown),,unconsolidated,silt,2.0,granule,8.0,,poor,non-graded,,moderate,2.0,scattered pumice,,,,,,,,,,,,,,352,U1440,A,6,H,6,A,,,
352-U1440A-6H-6-A,13.0,17.0,47.13,47.17,IIA,irregular,gradational,sub-horizontal,silty,volcanic breccia-conglomerate,with pumice lapilli,silty volcanic breccia-conglomerate,silty volcanic breccia-conglomerate with pumice lapilli,volcanic breccia-conglomerate with pumice lapilli,,10YR 6/3 (pale brown),,unconsolidated,silt,2.0,pebble,9.0,,poor,non-graded,,moderate,2.0,scattered pumice,,,,,,angular,"Pumice clasts are mostly angular, less than 1 cm in size",,,,,,,352,U1440,A,6,H,6,A,,,
352-U1440A-6H-6-A,17.0,26.0,47.17,47.26,IIA,,,,silty,mud,,silty mud,silty mud,mud,,10YR 6/4 (light yellowish brown),,unconsolidated,silt,2.0,granule,8.0,,poor,non-graded,,moderate,2.0,scattered pumice,,,,,,,,,,,,,,352,U1440,A,6,H,6,A,,,
352-U1440A-6H-6-A,26.0,35.0,47.26,47.35,IIA,irregular,gradational,sub-horizontal,silty,volcanic breccia-conglomerate,with pumice lapilli,silty volcanic breccia-conglomerate,silty volcanic breccia-conglomerate with pumice lapilli,volcanic breccia-conglomerate with pumice lapilli,,10YR 6/3 (pale brown),,unconsolidated,silt,2.0,pebble,9.0,,poor,non-graded,,moderate,2.0,scattered pumice,,,,,,angular,"Pumice clasts are mostly angular, less than 1 cm in size",,,,,,,352,U1440,A,6,H,6,A,,,
352-U1440A-6H-6-A,35.0,49.0,47.35,47.49,IIA,,,,silty,mud,,silty mud,silty mud,mud,,10YR 6/4 (light yellowish brown),,unconsolidated,silt,2.0,granule,8.0,,poor,non-graded,,moderate,2.0,scattered pumice,,,,,,,,,,,,,,352,U1440,A,6,H,6,A,,,
352-U1440A-6H-6-A,49.0,70.0,47.49,47.7,IIA,irregular,gradational,sub-horizontal,silty,volcanic breccia-conglomerate,with pumice lapilli,silty volcanic breccia-conglomerate,silty volcanic breccia-conglomerate with pumice lapilli,volcanic breccia-conglomerate with pumice lapilli,,10YR 6/3 (pale brown),,unconsolidated,silt,2.0,pebble,9.0,,poor,non-graded,,moderate,2.0,scattered pumice,,,,,,angular,"Pumice clasts are mostly angular, less than 1 cm in size",,,,,,,352,U1440,A,6,H,6,A,,,
352-U1440A-6H-6-A,70.0,80.0,47.7,47.8,IIA,,,,silty,mud,,silty mud,silty mud,mud,,10YR 6/4 (light yellowish brown),,unconsolidated,silt,2.0,granule,8.0,,poor,non-graded,,moderate,2.0,scattered pumice,,,,,,,,,,,,,,352,U1440,A,6,H,6,A,,,
352-U1440A-6H-6-A,80.0,87.0,47.8,47.87,IIA,irregular,gradational,sub-horizontal,silty,volcanic breccia-conglomerate,with pumice lapilli,silty volcanic breccia-conglomerate,silty volcanic breccia-conglomerate with pumice lapilli,volcanic breccia-conglomerate with pumice lapilli,,10YR 6/3 (pale brown),,unconsolidated,silt,2.0,pebble,9.0,,poor,non-graded,,moderate,2.0,scattered pumice,,,,,,angular,"Pumice clasts are mostly angular, less than 1 cm in size",,,,,,,352,U1440,A,6,H,6,A,,,
352-U1440A-6H-6-A,87.0,111.0,47.87,48.11,IIA,,,,silty,mud,,silty mud,silty mud,mud,,10YR 6/4 (light yellowish brown),,unconsolidated,silt,2.0,granule,8.0,,poor,non-graded,,moderate,2.0,scattered pumice,,,,,,,,,,,,,,352,U1440,A,6,H,6,A,,,
352-U1440A-6H-6-A,111.0,120.0,48.11,48.2,IIA,irregular,gradational,sub-horizontal,silty,volcanic breccia-conglomerate,with pumice lapilli,silty volcanic breccia-conglomerate,silty volcanic breccia-conglomerate with pumice lapilli,volcanic breccia-conglomerate with pumice lapilli,,10YR 6/3 (pale brown),,unconsolidated,silt,2.0,pebble,9.0,,poor,non-graded,,moderate,2.0,scattered pumice,,,,,,angular,"Pumice clasts are mostly angular, less than 1 cm in size",,,,,,,352,U1440,A,6,H,6,A,,,
352-U1440A-6H-7-A,0.0,40.0,48.2,48.6,IIA,irregular,gradational,sub-horizontal,silty,volcanic breccia-conglomerate,with pumice lapilli,silty volcanic breccia-conglomerate,silty volcanic breccia-conglomerate with pumice lapilli,volcanic breccia-conglomerate with pumice lapilli,,10YR 6/3 (pale brown),,unconsolidated,silt,2.0,pebble,9.0,,poor,non-graded,,moderate,2.0,scattered pumice,,,,,,angular,"Pumice clasts are mostly angular, less than 1 cm in size",,,,,,,352,U1440,A,6,H,7,A,,,
352-U1440A-6H-7-A,40.0,55.0,48.6,48.75,IIA,,,,silty,mud,,silty mud,silty mud,mud,,10YR 6/4 (light yellowish brown),,unconsolidated,silt,2.0,granule,8.0,,poor,non-graded,,moderate,2.0,scattered pumice,,,,,,,,,,,,,,352,U1440,A,6,H,7,A,,,
352-U1440A-6H-CC-A,0.0,19.0,48.75,48.94,IIA,irregular,gradational,sub-horizontal,silty,volcanic breccia-conglomerate,with pumice lapilli,silty volcanic breccia-conglomerate,silty volcanic breccia-conglomerate with pumice lapilli,volcanic breccia-conglomerate with pumice lapilli,,10YR 6/3 (pale brown),,unconsolidated,silt,2.0,pebble,9.0,,poor,non-graded,,moderate,2.0,scattered pumice,,,,,,angular,"Pumice clasts are mostly angular, less than 1 cm in size",,,,,,,352,U1440,A,6,H,CC,A,,,
352-U1440A-6H-CC-A,19.0,37.0,48.94,49.12,IIA,,,,silty,mud,,silty mud,silty mud,mud,,10YR 6/4 (light yellowish brown),,unconsolidated,silt,2.0,granule,8.0,,poor,non-graded,,moderate,2.0,scattered pumice,,,,,,,,,,,,,,352,U1440,A,6,H,CC,A,,,
352-U1440A-7H-1-A,0.0,85.0,49.0,49.85,IIA,,,,silty,breccia-conglomerate,with pumice lapilli,silty breccia-conglomerate,silty breccia-conglomerate with pumice lapilli,breccia-conglomerate with pumice lapilli,,10YR 6/3 (pale brown),,unconsolidated,granule,8.0,pebble,9.0,,,,,,,,,,,,,sub-rounded,pumice clasts,,,,,,,352,U1440,A,7,H,1,A,,,
352-U1440A-7H-1-A,85.0,150.0,49.85,50.5,IIA,,,,silty,mud,,silty mud,silty mud,mud,,10YR 7/4 (very pale brown),,unconsolidated,silt,2.0,fine sand,4.0,,,,,,,,,,,,,,,,,,,,,352,U1440,A,7,H,1,A,,,
352-U1440A-7H-2-A,0.0,150.0,50.5,52.0,IIA,irregular,gradational,sub-horizontal,silty,mud,with pumice lapilli,silty mud,silty mud with pumice lapilli,mud with pumice lapilli,,2.5Y 3/1 (very dark gray),,unconsolidated,silt,2.0,coarse sand,6.0,,poor,non-graded,,slight,1.0,scattered pumice,,,,,,angular,variable lithology,,,,,,,352,U1440,A,7,H,2,A,,,
352-U1440A-7H-3-A,0.0,145.0,52.0,53.45,IIA,irregular,gradational,sub-horizontal,silty,mud,with pumice lapilli,silty mud,silty mud with pumice lapilli,mud with pumice lapilli,,2.5Y 3/1 (very dark gray),,unconsolidated,silt,2.0,coarse sand,6.0,,poor,non-graded,,slight,1.0,scattered pumice,,,,,,angular,variable lithology,,,,,,,352,U1440,A,7,H,3,A,,,
352-U1440A-7H-3-A,145.0,150.0,53.45,53.5,,,,,,,,,,,,,,,,,,,IW,,,,,,,,,,,,,,,,,,,,352,U1440,A,7,H,3,A,,,
352-U1440A-7H-4-A,0.0,150.0,53.5,55.0,IIA,irregular,gradational,sub-horizontal,silty,mud,with pumice lapilli,silty mud,silty mud with pumice lapilli,mud with pumice lapilli,,2.5Y 4/1 (dark gray),,unconsolidated,silt,2.0,coarse sand,6.0,,poor,non-graded,,slight,1.0,scattered pumice,,,,,,angular,variable lithology,,,,,,,352,U1440,A,7,H,4,A,,,
352-U1440A-7H-5-A,0.0,53.0,55.0,55.53,IIA,irregular,gradational,sub-horizontal,silty,mud,with pumice lapilli,silty mud,silty mud with pumice lapilli,mud with pumice lapilli,,2.5Y 4/1 (dark gray),,unconsolidated,silt,2.0,coarse sand,6.0,,poor,non-graded,,slight,1.0,scattered pumice,,,,,,angular,variable lithology,,,,,,,352,U1440,A,7,H,5,A,,,
352-U1440A-7H-5-A,53.0,55.0,55.53,55.55,IIA,irregular,sharp,sub-horizontal,,ash,,ash,ash,ash,,5YR 3/1 (very dark gray),,unconsolidated,medium sand,5.0,coarse sand,6.0,,well,normally graded,,none,0.0,,,,,,,,,,,,,,,352,U1440,A,7,H,5,A,,,
352-U1440A-7H-5-A,55.0,113.0,55.55,56.13,IIA,irregular,gradational,sub-horizontal,silty,mud,with pumice lapilli,silty mud,silty mud with pumice lapilli,mud with pumice lapilli,,2.5Y 4/2 (dark grayish brown),,unconsolidated,silt,2.0,coarse sand,6.0,,poor,non-graded,,slight,1.0,scattered pumice,,,,,,angular,variable lithology,,,,,,,352,U1440,A,7,H,5,A,,,
352-U1440A-7H-5-A,113.0,150.0,56.13,56.5,IIA,curviplanar,gradational,sub-horizontal,silty,mud,,silty mud,silty mud,mud,,5YR 4/3 (reddish brown),,unconsolidated,clay,1.0,silt,2.0,,poor,non-graded,,moderate,2.0,,,,,,,,,,,,,,,352,U1440,A,7,H,5,A,,,
352-U1440A-7H-6-A,0.0,92.0,56.5,57.42,IIA,irregular,gradational,sub-horizontal,silty,mud,,silty mud,silty mud,mud,,5YR 4/3 (reddish brown),,unconsolidated,clay,1.0,silt,2.0,,poor,non-graded,,moderate,2.0,,,,,,,,,,,,,,,352,U1440,A,7,H,6,A,,,
352-U1440A-7H-6-A,92.0,102.0,57.42,57.52,IIA,irregular,gradational,sub-horizontal,sandy,breccia-conglomerate,with pumice lapilli,sandy breccia-conglomerate,sandy breccia-conglomerate with pumice lapilli,breccia-conglomerate with pumice lapilli,,5YR 4/1 (dark gray),,unconsolidated,granule,8.0,pebble,9.0,,poor,non-graded,,slight,1.0,,,,,,,angular,variable lithology,,,,,,,352,U1440,A,7,H,6,A,,,
352-U1440A-7H-7-A,0.0,99.0,57.52,58.51,IIA,irregular,gradational,sub-horizontal,silty,mud,,silty mud,silty mud,mud,,5YR 4/3 (reddish brown),,unconsolidated,clay,1.0,silt,2.0,,poor,non-graded,,moderate,2.0,,,,,"volcanic, mafic",,angular,large lithic clast (altered basalt) at 44 to 46,,,,,,,352,U1440,A,7,H,7,A,,,
352-U1440A-7H-CC-A,0.0,21.0,58.51,58.72,IIA,irregular,gradational,sub-horizontal,silty,mud,,silty mud,silty mud,mud,,10YR 4/1 (dark gray),,unconsolidated,clay,1.0,silt,2.0,,poor,non-graded,,moderate,2.0,,,,,,,,,,,,,,,352,U1440,A,7,H,CC,A,,,
352-U1440A-8H-1-A,0.0,150.0,58.5,60.0,IIB,,,,muddy,breccia-conglomerate,with gravel,muddy breccia-conglomerate,muddy breccia-conglomerate with gravel,breccia-conglomerate with gravel,,7.5YR 4/3 (brown),,unconsolidated,silt,2.0,granule,8.0,alternations of higher and lower percentage of clasts versus matrix,poor,non-graded,,slight,1.0,scattered lithic grains,,,,"volcanic, mafic",,angular,Mixed pumice and altered basalt,,,,,,,352,U1440,A,8,H,1,A,,,
352-U1440A-8H-2-A,0.0,145.0,60.0,61.45,IIB,,,,muddy,breccia-conglomerate,with gravel,muddy breccia-conglomerate,muddy breccia-conglomerate with gravel,breccia-conglomerate with gravel,,7.5YR 4/3 (brown),,unconsolidated,silt,2.0,granule,8.0,alternations of higher and lower percentage of clasts versus matrix,poor,non-graded,,slight,1.0,scattered lithic grains,,,,"volcanic, mafic",,angular,Mixed pumice and altered basalt,,,,,,,352,U1440,A,8,H,2,A,,,
352-U1440A-8H-2-A,145.0,150.0,61.45,61.5,,,,,,,,,,,,,,,,,,,IW,,,,,,,,,,,,,,,,,,,,352,U1440,A,8,H,2,A,,,
352-U1440A-8H-3-A,0.0,150.0,61.5,63.0,IIB,,,,muddy,breccia-conglomerate,with gravel,muddy breccia-conglomerate,muddy breccia-conglomerate with gravel,breccia-conglomerate with gravel,,7.5YR 4/3 (brown),,unconsolidated,silt,2.0,granule,8.0,alternations of higher and lower percentage of clasts versus matrix,poor,non-graded,,slight,1.0,scattered lithic grains,,,,"volcanic, mafic",,angular,Mixed pumice and altered basalt,,,,,,,352,U1440,A,8,H,3,A,,,
352-U1440A-8H-4-A,0.0,150.0,63.0,64.5,IIB,,,,muddy,breccia-conglomerate,with gravel,muddy breccia-conglomerate,muddy breccia-conglomerate with gravel,breccia-conglomerate with gravel,,7.5YR 4/3 (brown),,unconsolidated,silt,2.0,granule,8.0,alternations of higher and lower percentage of clasts versus matrix,poor,non-graded,,slight,1.0,scattered lithic grains,,,,"volcanic, mafic","volcanic, felsic",angular,Mixed pumice and altered basalt,,,,,,,352,U1440,A,8,H,4,A,,,
352-U1440A-8H-5-A,0.0,150.0,64.5,66.0,IIB,,,,muddy,breccia-conglomerate,with gravel,muddy breccia-conglomerate,muddy breccia-conglomerate with gravel,breccia-conglomerate with gravel,,10YR 4/4 (dark yellowish brown),,unconsolidated,silt,2.0,granule,8.0,alternations of higher and lower percentage of clasts versus matrix,poor,non-graded,,slight,1.0,scattered lithic grains,,,,"volcanic, mafic",,angular,Mixed pumice and altered basalt,,,,,,,352,U1440,A,8,H,5,A,,,
352-U1440A-8H-6-A,0.0,102.0,66.0,67.02,IIB,,,,muddy,breccia-conglomerate,with gravel,muddy breccia-conglomerate,muddy breccia-conglomerate with gravel,breccia-conglomerate with gravel,,10YR 4/4 (dark yellowish brown),,unconsolidated,silt,2.0,granule,8.0,alternations of higher and lower percentage of clasts versus matrix,poor,non-graded,,slight,1.0,scattered lithic grains,,,,"volcanic, mafic",,angular,Mixed pumice and altered basalt,,,,,,,352,U1440,A,8,H,6,A,,,
352-U1440A-8H-7-A,0.0,53.0,67.02,67.55,IIB,,,,muddy,breccia-conglomerate,with gravel,muddy breccia-conglomerate,muddy breccia-conglomerate with gravel,breccia-conglomerate with gravel,,10YR 4/4 (dark yellowish brown),,unconsolidated,silt,2.0,granule,8.0,alternations of higher and lower percentage of clasts versus matrix,poor,non-graded,,slight,1.0,scattered lithic grains,,,,"volcanic, mafic",,angular,Mixed pumice and altered basalt,,,,,,,352,U1440,A,8,H,7,A,,,
352-U1440A-8H-CC-A,0.0,27.0,67.55,67.82,IIB,,,,muddy,breccia-conglomerate,with gravel,muddy breccia-conglomerate,muddy breccia-conglomerate with gravel,breccia-conglomerate with gravel,,10YR 6/3 (pale brown),,unconsolidated,silt,2.0,granule,8.0,alternations of higher and lower percentage of clasts versus matrix,poor,non-graded,,slight,1.0,scattered lithic grains,,,,"volcanic, mafic",,angular,Mixed pumice and altered basalt,,,,,,,352,U1440,A,8,H,CC,A,,,
352-U1440A-9H-1-A,0.0,150.0,68.0,69.5,IIB,,,,muddy,volcanic breccia-conglomerate,with gravel,muddy volcanic breccia-conglomerate,muddy volcanic breccia-conglomerate with gravel,volcanic breccia-conglomerate with gravel,,2.5YR 6/3 (light reddish brown),,,,,,,matrix-supported texture,poor,non-graded,,slight,1.0,,,,,,,,pumice clasts at 133 cm,,,locally Mn rich,,,,352,U1440,A,9,H,1,A,,,
352-U1440A-9H-2-A,0.0,96.0,69.5,70.46,IIB,,,,muddy,volcanic breccia-conglomerate,with gravel,muddy volcanic breccia-conglomerate,muddy volcanic breccia-conglomerate with gravel,volcanic breccia-conglomerate with gravel,,2.5YR 6/3 (light reddish brown),,,,,,,matrix-supported texture,poor,non-graded,,slight,1.0,,,,,,,,pumice clasts at 81 cm,,,locally Mn rich,,,,352,U1440,A,9,H,2,A,,,
352-U1440A-9H-2-A,96.0,101.0,70.46,70.51,,,,,,,,,,,,,,,,,,,IW,,,,,,,,,,,,,,,,,,,,352,U1440,A,9,H,2,A,,,
352-U1440A-9H-3-A,0.0,62.0,70.51,71.13,IIB,,,,muddy,volcanic breccia-conglomerate,with gravel,muddy volcanic breccia-conglomerate,muddy volcanic breccia-conglomerate with gravel,volcanic breccia-conglomerate with gravel,,10GY 3/1 (very dark greenish gray),,,,,,,matrix-supported texture,poor,non-graded,,slight,1.0,,,,,,,,small pumice clasts cm,,,locally Mn rich,,,,352,U1440,A,9,H,3,A,,,
352-U1440A-10H-1-A,0.0,150.0,77.5,79.0,III,,,,silty,mud,,silty mud,silty mud,mud,,2.5Y 7/3 (pale yellow),,,,,,,,poor,non-graded,,slight,1.0,,,,,,,,,,,,,,,352,U1440,A,10,H,1,A,,,
352-U1440A-10H-2-A,0.0,122.0,79.0,80.22,III,,,,silty,mud,,silty mud,silty mud,mud,,2.5Y 7/3 (pale yellow),,,,,,,,poor,non-graded,,slight,1.0,,,,,,,,,,,,,,,352,U1440,A,10,H,2,A,,,
352-U1440A-10H-2-A,122.0,150.0,80.22,80.5,III,,,,silty,mud,with gravel,silty mud,silty mud with gravel,mud with gravel,,2.5Y 7/3 (pale yellow),,,,,,,,poor,non-graded,,slight,1.0,,,,,,,,,,,,,,,352,U1440,A,10,H,2,A,,,
352-U1440A-10H-3-A,0.0,145.0,80.5,81.95,III,,,,silty,mud,with gravel,silty mud,silty mud with gravel,mud with gravel,,2.5Y 7/3 (pale yellow),,,,,,,,poor,non-graded,,slight,1.0,,,,,,,,,,,,,,,352,U1440,A,10,H,3,A,,,
352-U1440A-10H-3-A,145.0,150.0,81.95,82.0,,,,,,,,,,,,,,,,,,,IW,,,,,,,,,,,,,,,,,,,,352,U1440,A,10,H,3,A,,,
352-U1440A-10H-4-A,0.0,150.0,82.0,83.5,III,,,,silty,mud,with gravel,silty mud,silty mud with gravel,mud with gravel,,2.5Y 7/3 (pale yellow),,,,,,,,poor,non-graded,,slight,1.0,,,,,,,,,,,,,,,352,U1440,A,10,H,4,A,,,
352-U1440A-10H-5-A,0.0,140.0,83.5,84.9,III,,,,silty,mud,with gravel,silty mud,silty mud with gravel,mud with gravel,,2.5Y 7/3 (pale yellow),,,,,,,,poor,non-graded,,slight,1.0,,,,,,,,,,,,,,,352,U1440,A,10,H,5,A,,,
352-U1440A-10H-5-A,140.0,150.0,84.9,85.0,III,,,,silty,mud,with gravel,silty mud,silty mud with gravel,mud with gravel,,2.5Y 7/3 (pale yellow),,,,,,,,poor,non-graded,,slight,1.0,,,,,,,,,,,,,,,352,U1440,A,10,H,5,A,,,
352-U1440A-10H-6-A,0.0,150.0,85.0,86.5,III,,,,silty,mud,with gravel,silty mud,silty mud with gravel,mud with gravel,,2.5Y 7/3 (pale yellow),,,,,,,,poor,non-graded,,slight,1.0,,,,,,,,,,,,,,,352,U1440,A,10,H,6,A,,,
352-U1440A-10H-7-A,0.0,60.0,86.5,87.1,III,,,,silty,mud,with gravel,silty mud,silty mud with gravel,mud with gravel,,2.5Y 7/3 (pale yellow),,,,,,,,poor,non-graded,,slight,1.0,,,,,,,,,,,,,,,352,U1440,A,10,H,7,A,,,
352-U1440A-10H-CC-A,0.0,16.0,87.1,87.26,III,,,,silty,mud,with gravel,silty mud,silty mud with gravel,mud with gravel,,2.5Y 7/3 (pale yellow),,,,,,,,poor,non-graded,,slight,1.0,,,,,,,,,,,,,,,352,U1440,A,10,H,CC,A,,,
352-U1440A-11H-1-A,0.0,32.0,87.0,87.32,III,,,,silty,mud,,silty mud,silty mud,mud,,10YR 4/3 (brown),,,,,,,,poor,non-graded,,slight,1.0,,,,,,,,,,,,,,,352,U1440,A,11,H,1,A,,,
352-U1440A-11H-1-A,32.0,51.0,87.32,87.51,III,,,,,mud,,mud,mud,mud,,5YR 7/3 (pink),,,,,,,,poor,non-graded,,slight,1.0,,,,,,,,,,,,,,,352,U1440,A,11,H,1,A,,,
352-U1440A-11H-1-A,51.0,150.0,87.51,88.5,III,,,,,mud,with gravel,mud,mud with gravel,mud with gravel,,2.5YR 6/2 (pale red),,,,,,,matrix-supported,poor,non-graded,,slight,1.0,,,,,,,,,,,,,,,352,U1440,A,11,H,1,A,,,
352-U1440A-11H-2-A,0.0,150.0,88.5,90.0,III,,,,,mud,with gravel,mud,mud with gravel,mud with gravel,,2.5YR 6/2 (pale red),,,,,,,matrix-supported,poor,non-graded,,slight,1.0,,,,,,,,,,,,,,,352,U1440,A,11,H,2,A,,,
352-U1440A-11H-3-A,0.0,57.0,90.0,90.57,III,,,,,mud,with gravel,mud,mud with gravel,mud with gravel,,2.5YR 6/2 (pale red),,,,,,,matrix-supported,poor,non-graded,,slight,1.0,,,,,volcanic intermediate,,sub-rounded,,,,matrix-supported,,,,352,U1440,A,11,H,3,A,,,
352-U1440A-11H-3-A,57.0,63.0,90.57,90.63,III,,,,,ash,,ash,ash,ash,,5YR 8/2 (pinkish white),,unconsolidated,fine sand,4.0,medium sand,5.0,strongly altered disseminated lenses of ash within this horizon probably disturbed bt drilling,well,non-graded,,,,,,,,,,,,,,,,,,352,U1440,A,11,H,3,A,,,
352-U1440A-11H-3-A,63.0,145.0,90.63,91.45,III,,,,,mud,with gravel,mud,mud with gravel,mud with gravel,,2.5YR 6/2 (pale red),,,,,,,matrix-supported,poor,non-graded,,slight,1.0,,,,,volcanic intermediate,,sub-rounded,,,,matrix-supported,,,,352,U1440,A,11,H,3,A,,,
352-U1440A-11H-3-A,145.0,150.0,91.45,91.5,,,,,,,,,,,,,,,,,,,IW,,,,,,,,,,,,,,,,,,,,352,U1440,A,11,H,3,A,,,
352-U1440A-11H-4-A,0.0,94.0,91.5,92.44,III,,,,,mud,with gravel,mud,mud with gravel,mud with gravel,,2.5YR 6/2 (pale red),,,,,,,matrix-supported,poor,non-graded,,slight,1.0,,,,,,,,,,,,,,,352,U1440,A,11,H,4,A,,,
352-U1440A-11H-4-A,94.0,112.0,92.44,92.62,III,curviplanar,sharp,sub-horizontal,,mud,with gravel,mud,mud with gravel,mud with gravel,,5YR 7/2 (pinkish gray),thin bed,,clay,1.0,silt,2.0,,poor,non-graded,,slight,1.0,,,,,,,,,,,,,,,352,U1440,A,11,H,4,A,,,
352-U1440A-11H-4-A,112.0,114.0,92.62,92.64,III,,,,,mud,with gravel,mud,mud with gravel,mud with gravel,,2.5YR 6/2 (pale red),,,,,,,matrix-supported,poor,non-graded,,slight,1.0,,,,,,,,,,,,,,,352,U1440,A,11,H,4,A,,,
352-U1440A-11H-4-A,114.0,116.0,92.64,92.66,III,curviplanar,sharp,sub-horizontal,,mud,with gravel,mud,mud with gravel,mud with gravel,,5YR 7/2 (pinkish gray),thin bed,,clay,1.0,silt,2.0,,poor,non-graded,,slight,1.0,,,,,,,,,,,,,,,352,U1440,A,11,H,4,A,,,
352-U1440A-11H-4-A,116.0,121.0,92.66,92.71,III,,,,,mud,with gravel,mud,mud with gravel,mud with gravel,,2.5YR 6/2 (pale red),,,,,,,matrix-supported,poor,non-graded,,slight,1.0,,,,,,,,,,,,,,,352,U1440,A,11,H,4,A,,,
352-U1440A-11H-4-A,121.0,143.0,92.71,92.93,III,curviplanar,sharp,sub-horizontal,,mud,with gravel,mud,mud with gravel,mud with gravel,,5YR 7/2 (pinkish gray),thin bed,,clay,1.0,silt,2.0,,poor,non-graded,,slight,1.0,,,,,,,,,,,,,,,352,U1440,A,11,H,4,A,,,
352-U1440A-11H-4-A,143.0,148.0,92.93,92.98,III,,,,,mud,with gravel,mud,mud with gravel,mud with gravel,,2.5YR 6/2 (pale red),,,,,,,matrix-supported,poor,non-graded,,slight,1.0,,,,,,,,,,,,,,,352,U1440,A,11,H,4,A,,,
352-U1440A-11H-5-A,0.0,127.0,92.98,94.25,III,,,,,mud,with gravel,mud,mud with gravel,mud with gravel,,2.5YR 6/2 (pale red),,,,,,,matrix-supported,poor,non-graded,,slight,1.0,,,,,,,,,,,,,,,352,U1440,A,11,H,5,A,,,
352-U1440A-11H-5-A,127.0,150.0,94.25,94.48,III,curviplanar,sharp,sub-horizontal,,mud,with gravel,mud,mud with gravel,mud with gravel,,5YR 7/2 (pinkish gray),thin bed,,clay,1.0,silt,2.0,,poor,non-graded,,slight,1.0,,,,,,,,,,,,,,,352,U1440,A,11,H,5,A,,,
352-U1440A-11H-6-A,0.0,85.0,94.48,95.33,III,curviplanar,sharp,sub-horizontal,,mud,with gravel,mud,mud with gravel,mud with gravel,,5YR 7/2 (pinkish gray),thin bed,,clay,1.0,silt,2.0,,poor,non-graded,,slight,1.0,,,,,,,,,,,,,,,352,U1440,A,11,H,6,A,,,
352-U1440A-11H-6-A,85.0,90.0,95.33,95.38,III,,,,,mud,with gravel,mud,mud with gravel,mud with gravel,,2.5YR 6/2 (pale red),,,,,,,matrix-supported,poor,non-graded,,slight,1.0,,,,,,,,,,,,,,,352,U1440,A,11,H,6,A,,,
352-U1440A-11H-6-A,90.0,94.0,95.38,95.42,III,curviplanar,sharp,sub-horizontal,,mud,,mud,mud,mud,,2.5YR 3/1 (dark reddish gray),thin bed,,clay,1.0,silt,2.0,,poor,non-graded,,slight,1.0,,,,,,,,,,,,,,,352,U1440,A,11,H,6,A,,,
352-U1440A-11H-6-A,94.0,101.0,95.42,95.49,III,,,,,mud,with gravel,mud,mud with gravel,mud with gravel,,2.5YR 6/2 (pale red),,,,,,,matrix-supported,poor,non-graded,,slight,1.0,,,,,,,,,,,,,,,352,U1440,A,11,H,6,A,,,
352-U1440A-11H-6-A,101.0,102.0,95.49,95.5,III,curviplanar,sharp,sub-horizontal,,mud,,mud,mud,mud,,2.5YR 3/1 (dark reddish gray),thin bed,,clay,1.0,silt,2.0,,poor,non-graded,,slight,1.0,,,,,,,,,,,,,,,352,U1440,A,11,H,6,A,,,
