Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),MAJ Lith. Prefix,MAJ Lith. Principal name,MAJ Lith. Suffix,MAJ Lith. prefix+name+suffix [read only],TEPHRA type,Sediment structures,MAJ lith color (simple),MAJ Lith. color,MAJ Lith. abundance [%],MAJ Lith. ave. grain size ,MAJ Lith. ave. grain size rank [read only],MAJ Lith. max. grain size,MAJ Lith. max. grain size rank [read only],MAJ lithology comment,MIN Lith. Prefix,MIN Lith. Principal name,MIN Lith. Suffix,MIN Lith. prefix + name,MIN Lith. prefix+name+suffix,MIN Lith. name+suffix,MIN lith color (simple),MIN Lith. color,MIN Lith. abundance [%],MIN Lith. ave. grain size ,MIN Lith. ave. grain size rank,MIN Lith. max. grain size ,MIN Lith. max. grain size rank,MIN lithology comment,Lith. abundance sum [%],Bottom contact or boundary geometry,Bottom contact or boundary definition,Bottom contact or boundary attitude,Layer or bedding thickness,Grading,Amount of ash in lithology,Amount of ash in lithology rank [read only],Sedimentary structure comment,Bioturbation intensity,Bioturbation intensity rank [read only],Diagenetic structure,Macrofossil,General interval comment,Ship File Links,Shore File Links,File Data
355-U1456E-5R-1-A,27,51,980.87,981.11,,nannofossil rich,claystone,,nannofossil rich claystone,,burrows,light green,GLEY 1 5/5GY (greenish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,,,,,,,,,slight,2,,,,,,
355-U1456E-5R-1-A,51,90,981.11,981.5,,,breccia,,breccia,,tilted bedding,gray,GLEY 1 4/5GY (dark greenish gray),70,pebble,9,pebble,9,,nannofossil rich,claystone,,nannofossil rich claystone,nannofossil rich claystone,claystone,light grayish green,GLEY 1 5/5GY (greenish gray),30,clay,1,silt,2,,100,planar,sharp,horizontal,thickly bedded,,,,,,,,,,,,
355-U1456E-5R-1-A,90,119,981.5,981.79,,nannofossil rich,claystone,,nannofossil rich claystone,,Zoophycos,light green,GLEY 1 5/5GY (greenish gray),,clay,1,pebble,9,,,,,,,,,,,,,,,,,erosive,sharp,sub-horizontal,medium bedded,,,,,moderate,3,,,,,,
355-U1456E-5R-1-A,119,129,981.79,981.89,,,limestone,,limestone,,tilted bedding,gray,GLEY 1 6/5GY (greenish gray),,clay,1,very fine sand,3,,,,,,,,,,,,,,,,,erosive,sharp,sub-horizontal,thinly bedded,,,,,,,,,,,,
355-U1456E-5R-1-A,129,140,981.89,982,,nannofossil rich,claystone,,nannofossil rich claystone,,burrows,light green,GLEY 1 5/5GY (greenish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,,,,,,,,,slight,2,,,,,,
355-U1456E-5R-2-A,0,96,982,982.96,,nannofossil rich,claystone,,nannofossil rich claystone,,burrows,greenish gray,GLEY 1 5/5GY (greenish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,gradational,gradational,horizontal,thickly bedded,,,,,slight,2,,,,,,
355-U1456E-5R-2-A,96,107,982.96,983.07,,,claystone,,silty claystone,,burrows,light greenish gray,GLEY 1 7/10GY (light greenish grey),,clay,1,silt,2,,,,,,,,,,,,,,,,,gradational,gradational,horizontal,medium bedded,,,,,slight,2,,,,,,
355-U1456E-5R-2-A,107,123,983.07,983.23,,nannofossil rich,claystone,,nannofossil rich claystone,,burrows,dark greenish gray,GLEY 1 4/5GY (dark greenish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,gradational,gradational,horizontal,medium bedded,,,,,slight,2,,,,,,
355-U1456E-5R-2-A,123,142,983.23,983.42,,nannofossil rich,claystone,,nannofossil rich claystone,,burrows,light greenish gray,GLEY 1 7/10Y (light greenish grey),,clay,1,silt,2,,,,,,,,,,,,,,,,,,,,,,,,,slight,2,pyrite,,,,,
355-U1456E-5R-3-A,0,59,983.42,984.01,,nannofossil rich,claystone,,nannofossil rich claystone,,burrows,light greenish gray,GLEY 1 7/10Y (light greenish grey),,clay,1,silt,2,,,,,,,,,,,,,,,,,gradational,gradational,horizontal,thickly bedded,,,,,moderate,3,pyrite,,,,,
355-U1456E-5R-3-A,59,92,984.01,984.34,,,breccia,,breccia,,,gray,GLEY 1 4/5GY (dark greenish gray),,pebble,9,pebble,9,,,,,,,,,,,,,,,,,gradational,gradational,horizontal,medium bedded,,,,,,,,,,,,
355-U1456E-5R-3-A,92,112,984.34,984.54,,,claystone,,claystone,,parallel lamination,gray,GLEY 1 4/10Y (dark greenish gray),,clay,1,clay,1,,,,,,,,,,,,,,,,,gradational,gradational,horizontal,medium bedded,,,,,,,,,,,,
355-U1456E-5R-3-A,112,138,984.54,984.8,,,breccia,,breccia,,,gray,GLEY 1 4/5GY (dark greenish gray),,pebble,9,pebble,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355-U1456E-5R-CC-A,0,12,984.8,984.92,,,breccia,,breccia,,,gray,GLEY 1 4/5GY (dark greenish gray),,pebble,9,pebble,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355-U1456E-6R-1-A,0,43,989.6,990.03,,,breccia,,breccia,,,gray,GLEY 1 4/5GY (dark greenish gray),,pebble,9,pebble,9,,,,,,,,,,,,,,,,,erosive,sharp,horizontal,thickly bedded,,,,,,,,,,,,
355-U1456E-6R-1-A,43,138,990.03,990.98,,nannofossil rich,claystone,,nannofossil rich claystone,,,brown,10YR 4/3 (brown),,clay,1,clay,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355-U1456E-6R-2-A,0,24,990.98,991.22,,nannofossil rich,claystone,,nannofossil rich claystone,,tilted bedding,brown,10YR 4/3 (brown),,clay,1,clay,1,,,,,,,,,,,,,,,,,planar,sharp,sub-horizontal,medium bedded,,,,,,,,,,,,
355-U1456E-6R-2-A,24,71,991.22,991.69,,,breccia,,breccia,,,gray,GLEY 1 4/5GY (dark greenish gray),,pebble,9,pebble,9,,,,,,,,,,,,,,,,,gradational,gradational,horizontal,thickly bedded,,,,,,,,,,,,
355-U1456E-6R-2-A,71,126,991.69,992.24,,,conglomerate,,conglomerate,,tilted bedding,gray,GLEY 1 4/5GY (dark greenish gray),,pebble,9,pebble,9,,,,,,,,,,,,,,,,,erosive,scoured,sub-horizontal,thickly bedded,,,,,,,,,,,,
355-U1456E-6R-2-A,126,139,992.24,992.37,,,claystone,,claystone,,convolute bedded,brown,10YR 4/3 (brown),,clay,1,clay,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355-U1456E-6R-3-A,0,39,992.37,992.76,,,conglomerate,,conglomerate,,,gray,GLEY 1 4/5GY (dark greenish gray),70,pebble,9,pebble,9,,nannofossil rich,claystone,,nannofossil rich claystone,nannofossil rich claystone,claystone,brown,10YR 4/3 (brown),30,clay,1,clay,1,,100,erosive,scoured,horizontal,medium bedded,,,,,,,,,,,,
355-U1456E-6R-3-A,39,98,992.76,993.35,,nannofossil rich,claystone,,nannofossil rich claystone,,,brown,10YR 5/3 (brown),80,clay,1,pebble,9,,nannofossil rich,claystone,,nannofossil rich claystone,nannofossil rich claystone,claystone,brown,10YR 4/3 (brown),20,clay,1,clay,1,,100,planar,sharp,horizontal,thickly bedded,,,,,,,,,,,,
355-U1456E-6R-3-A,98,121,993.35,993.58,,,conglomerate,,conglomerate,,,gray,GLEY 1 4/5GY (dark greenish gray),,pebble,9,pebble,9,,,,,,,,,,,,,,,,,erosive,scoured,horizontal,medium bedded,,,,,,,,,,,,
355-U1456E-6R-3-A,121,137,993.58,993.74,,,limestone,with calcite,limestone with calcite,,,brown,10YR 5/3 (brown),,clay,1,pebble,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355-U1456E-6R-4-A,0,65,993.74,994.39,,,conglomerate,,conglomerate,,,gray,GLEY 1 4/5GY (dark greenish gray),80,pebble,9,pebble,9,,nannofossil rich,claystone,,nannofossil rich claystone,nannofossil rich claystone,claystone,brown,10YR 5/3 (brown),20,clay,1,clay,1,,100,,,,,,,,,,,,,,,,
355-U1456E-6R-CC-A,0,52,994.39,994.91,,,limestone,,limestone,,burrows,brown,10YR 5/3 (brown),,clay,1,clay,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355-U1456E-7R-1-A,0,11,998.7,998.81,,nannofossil rich,claystone,,nannofossil rich claystone,,,brown,10YR 5/3 (brown),90,clay,1,clay,1,,,conglomerate,,conglomerate,conglomerate,conglomerate,gray,GLEY 1 4/5GY (dark greenish gray),10,pebble,9,pebble,9,,100,gradational,gradational,sub-horizontal,thinly bedded,,,,,,,,,,,,
355-U1456E-7R-1-A,11,30,998.81,999,,,limestone,,limestone,,tilted bedding,white,10YR 8/1 (white),100,clay,1,clay,1,,,,,,,,,,,,,,,,100,planar,sharp,sub-horizontal,medium bedded,,,,,,,,,,,,
355-U1456E-7R-1-A,30,60,999,999.3,,nannofossil rich,claystone,,nannofossil rich claystone,,,brown,10YR 4/3 (brown),90,clay,1,silt,2,,,conglomerate,,conglomerate,conglomerate,conglomerate,gray,GLEY 1 4/5GY (dark greenish gray),10,pebble,9,pebble,9,,100,erosive,sharp,sub-horizontal,medium bedded,,,,,,,,,,,,
355-U1456E-7R-1-A,60,88,999.3,999.58,,,conglomerate,,conglomerate,,,gray,GLEY 1 4/5GY (dark greenish gray),70,pebble,9,pebble,9,,,claystone,,claystone,claystone,claystone,dark gray,GLEY 1 3/5GY (very dark greenish gray),30,clay,1,clay,1,,100,planar,sharp,sub-horizontal,medium bedded,,,,,,,,,,,,
355-U1456E-7R-1-A,88,139,999.58,1000.09,,nannofossil rich,claystone,,nannofossil rich claystone,,,brown,10YR 5/3 (brown),,clay,1,silt,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355-U1456E-7R-2-A,0,13,1000.09,1000.22,,,limestone,,limestone,,,brown,10YR 5/3 (brown),90,clay,1,clay,1,,,conglomerate,,conglomerate,conglomerate,conglomerate,gray,GLEY 1 4/5GY (dark greenish gray),10,pebble,9,pebble,9,,100,gradational,gradational,horizontal,thinly bedded,,,,,,,,,,,,
355-U1456E-7R-2-A,13,26,1000.22,1000.35,,nannofossil rich,claystone,,nannofossil rich claystone,,,brown,10YR 4/3 (brown),70,clay,1,clay,1,,,limestone,,limestone,limestone,limestone,light gray,10YR 7/1 (light gray),30,clay,1,clay,1,,100,planar,sharp,sub-horizontal,thinly bedded,,,,,,,,,,,,
355-U1456E-7R-2-A,26,64,1000.35,1000.73,,,conglomerate,,conglomerate,,,gray,GLEY 1 4/5GY (dark greenish gray),85,pebble,9,cobble,10,,,limestone,,limestone,limestone,limestone,brown,10YR 5/3 (brown),15,clay,1,clay,1,,100,erosive,sharp,sub-horizontal,medium bedded,,,,,,,,,,,,
355-U1456E-7R-2-A,64,89,1000.73,1000.98,,,limestone,,limestone,,,light gray,10YR 7/1 (light gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355-U1456E-7R-3-A,0,5,1000.98,1001.03,,,limestone,,limestone,,,white,10YR 8/1 (white),,clay,1,clay,1,,,,,,,,,,,,,,,,,planar,sharp,sub-horizontal,thinly bedded,,,,,,,,,,,,
355-U1456E-7R-3-A,5,93,1001.03,1001.91,,,conglomerate,,conglomerate,,,gray,GLEY 1 4/5GY (dark greenish gray),,pebble,9,pebble,9,,,,,,,,,,,,,,,,,erosive,sharp,horizontal,thickly bedded,,,,,,,,,,,,
355-U1456E-7R-3-A,93,101,1001.91,1001.99,,,limestone,,limestone,,,white,10YR 8/1 (white),,clay,1,clay,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355-U1456E-7R-CC-A,0,8,1001.99,1002.07,,,limestone,,limestone,,,white,10YR 8/1 (white),,clay,1,clay,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355-U1456E-7R-CC-A,19,29,1002.18,1002.28,,,limestone,,limestone,,,white,10YR 8/1 (white),,clay,1,clay,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355-U1456E-8R-1-A,0,130,1007.9,1009.2,,,conglomerate,,conglomerate,,tilted bedding,gray,GLEY 1 4/5GY (dark greenish gray),,pebble,9,pebble,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355-U1456E-8R-2-A,0,134,1009.2,1010.54,,,conglomerate,,conglomerate,,tilted bedding,gray,GLEY 1 4/5GY (dark greenish gray),,pebble,9,pebble,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355-U1456E-8R-3-A,0,61,1010.54,1011.15,,,conglomerate,,conglomerate,,,gray,GLEY 1 4/5GY (dark greenish gray),,pebble,9,pebble,9,,,,,,,,,,,,,,,,,erosive,sharp,horizontal,thickly bedded,,,,,,,,,,,,
355-U1456E-8R-3-A,61,92,1011.15,1011.46,,,claystone,,claystone,,,dark gray,GLEY 1 3/10Y (very dark greenish gray),,clay,1,clay,1,,,,,,,,,,,,,,,,,irregular,gradational,horizontal,thickly bedded,,,,,,,,,,,,
355-U1456E-8R-3-A,92,101,1011.46,1011.55,,,claystone,,claystone,,,light bluish gray,GLEY 2 5/10BG (greenish gray),,clay,1,clay,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355-U1456E-8R-4-A,0,8,1011.55,1011.63,,,claystone,,claystone,,,dark gray,GLEY 1 3/10Y (very dark greenish gray),,clay,1,clay,1,,,,,,,,,,,,,,,,,planar,sharp,horizontal,thinly bedded,,,,,,,,,,,,
355-U1456E-8R-4-A,8,46,1011.63,1012.01,,,claystone,,claystone,,,light bluish gray,GLEY 2 5/10BG (greenish gray),,clay,1,clay,1,,,,,,,,,,,,,,,,,gradational,gradational,horizontal,thickly bedded,,,,,,,,,,,,
355-U1456E-8R-4-A,46,81,1012.01,1012.36,,,claystone,,claystone,,,dark gray,GLEY 1 3/10Y (very dark greenish gray),,clay,1,clay,1,,,,,,,,,,,,,,,,,planar,gradational,horizontal,thickly bedded,,,,,,,,,,,,
355-U1456E-8R-4-A,81,94,1012.36,1012.49,,,claystone,,claystone,,,light bluish gray,GLEY 2 5/5BG (greenish gray),60,clay,1,clay,1,,,conglomerate,,conglomerate,conglomerate,conglomerate,gray,GLEY 1 4/5GY (dark greenish gray),40,pebble,9,pebble,9,,100,,,,,,,,,,,,,,,,
355-U1456E-8R-CC-A,0,14,1012.49,1012.63,,,conglomerate,,conglomerate,,,gray,GLEY 2 7/10G (light greenish gray),60,pebble,9,pebble,9,,,calcarenite,,calcarenite,calcarenite,calcarenite,gray,10YR 5/2 (grayish brown),40,fine sand,4,fine sand,4,,100,,,,,,,,,,,,,,,,
355-U1456E-9R-1-A,0,43,1017.1,1017.53,,silty,claystone,,silty claystone,,burrows,brown,10YR 4/3 (brown),,clay,1,silt,2,,,,,,,,,,,,,,,,,erosive,sharp,sub-horizontal,thickly bedded,,,,Slickenside,slight,2,,,,,,
355-U1456E-9R-1-A,43,107,1017.53,1018.17,,,conglomerate,,conglomerate,,slump fold,gray,10BG 4/1 (dark greenish gray),80,granule,8,pebble,9,,silty,claystone,,silty claystone,silty claystone,claystone,brown,10YR 4/3 (brown),20,clay,1,silt,2,,100,irregular,sharp,sub-horizontal,thickly bedded,,,,,,,,,,,,
355-U1456E-9R-1-A,107,131,1018.17,1018.41,,silty,claystone,,silty claystone,,,brown,10YR 4/3 (brown),80,silt,2,pebble,9,,,conglomerate,,conglomerate,conglomerate,conglomerate,gray,10BG 4/1 (dark greenish gray),20,granule,8,pebble,9,,100,,,,medium bedded,,,,Slickenside,,,,,,,,
355-U1456E-9R-2-A,0,15,1018.41,1018.56,,silty,claystone,,silty claystone,,slump fold,brown,10YR 4/4 (dark yellowish brown),,clay,1,silt,2,,,,,,,,,,,,,,,,,erosive,sharp,inclined,medium bedded,,,,,slight,2,,,,,,
355-U1456E-9R-2-A,15,27,1018.56,1018.68,,,conglomerate,,conglomerate,,,gray,10BG 4/1 (dark greenish gray),,granule,8,pebble,9,,,,,,,,,,,,,,,,,erosive,sharp,inclined,medium bedded,,,,,,,,,,,,
355-U1456E-9R-2-A,27,39,1018.68,1018.8,,,calcarenite,,calcarenite,,,brown,10YR 5/3 (brown),,very fine sand,3,fine sand,4,,,,,,,,,,,,,,,,,erosive,sharp,inclined,medium bedded,,,,,,,,,,,,
355-U1456E-9R-2-A,39,63,1018.8,1019.04,,,conglomerate,,conglomerate,,burrows,gray,10BG 4/1 (dark greenish gray),,granule,8,pebble,9,,,,,,,,,,,,,,,,,erosive,sharp,inclined,medium bedded,,,,,,,,,,,,
355-U1456E-9R-2-A,63,111,1019.04,1019.52,,,limestone,with nannofossils,limestone with nannofossils,,burrows,light green,GLEY 1 7/5GY (light greenish grey),,clay,1,very fine sand,3,,,,,,,,,,,,,,,,,,,,thickly bedded,,,,,slight,2,,,,,,
355-U1456E-9R-3-A,0,13,1019.51,1019.64,,,limestone,with nannofossils,limestone with nannofossils,,burrows,light green,GLEY 1 7/5GY (light greenish grey),,clay,1,very fine sand,3,,,,,,,,,,,,,,,,,irregular,sharp,sub-horizontal,medium bedded,,,,,,,,,,,,
355-U1456E-9R-3-A,13,39,1019.64,1019.9,,,calcarenite,,calcarenite,,burrows,brown,10YR 4/4 (dark yellowish brown),80,very fine sand,3,fine sand,4,,,conglomerate,,conglomerate,conglomerate,conglomerate,gray,10BG 4/1 (dark greenish gray),20,granule,8,pebble,9,,100,erosive,sharp,sub-horizontal,medium bedded,,,,,slight,2,,,,,,
355-U1456E-9R-3-A,39,52,1019.9,1020.03,,,limestone,with nannofossils,limestone with nannofossils,,,white,GLEY 1 8/5GY (light greenish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,irregular,sharp,sub-horizontal,medium bedded,,,,,,,,,,,,
355-U1456E-9R-3-A,52,124,1020.03,1020.75,,,conglomerate,,conglomerate,,slump fold,gray,10BG 4/1 (dark greenish gray),,granule,8,pebble,9,,,,,,,,,,,,,,,,,,,,thickly bedded,,,,Slickenside,,,,,,,,
355-U1456E-9R-4-A,0,12,1020.75,1020.87,,,conglomerate,,conglomerate,,,gray,10BG 4/1 (dark greenish gray),,granule,8,pebble,9,,,,,,,,,,,,,,,,,erosive,sharp,sub-horizontal,medium bedded,,,,,,,,,,,,
355-U1456E-9R-4-A,12,38,1020.87,1021.13,,silty,claystone,,silty claystone,,,light green,GLEY 1 6/5GY (greenish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,irregular,sharp,inclined,medium bedded,,,,,,,,,,,,
355-U1456E-9R-4-A,38,73,1021.13,1021.48,,silty,claystone,,silty claystone,,tilted bedding,light gray,GLEY 1 7/10Y (light greenish grey),,clay,1,silt,2,,,,,,,,,,,,,,,,,erosive,sharp,sub-vertical,medium bedded,,,,Slickenside,,,,,,,,
355-U1456E-9R-4-A,73,95,1021.48,1021.7,,,conglomerate,,conglomerate,,,gray,10BG 4/1 (dark greenish gray),,granule,8,pebble,9,,,,,,,,,,,,,,,,,erosive,sharp,sub-horizontal,medium bedded,,,,,,,,,,,,
355-U1456E-9R-4-A,95,114,1021.7,1021.89,,silty,claystone,,silty claystone,,slump fold,brown,10YR 5/3 (brown),,clay,1,silt,2,,,,,,,,,,,,,,,,,,,,medium bedded,,,,,,,,,,,,
355-U1456E-9R-CC-A,0,5,1021.89,1021.94,,,conglomerate,,conglomerate,,,gray,10BG 4/1 (dark greenish gray),,granule,8,pebble,9,,,,,,,,,,,,,,,,,,,,thinly bedded,,,,,,,,,,,,
355-U1456E-9R-CC-A,10,22,1021.99,1022.11,,,conglomerate,,conglomerate,,,gray,10BG 4/1 (dark greenish gray),,granule,8,pebble,9,,,,,,,,,,,,,,,,,,,,medium bedded,,,,,,,,gastropod,,,,
355-U1456E-10R-1-A,0,63,1026.3,1026.93,,,conglomerate,,conglomerate,,,gray,GLEY 1 5/10Y (greenish gray),,granule,8,pebble,9,,,,,,,,,,,,,,,,,irregular,sharp,horizontal,thickly bedded,,,,,,,,,,,,
355-U1456E-10R-1-A,63,141,1026.93,1027.71,,,limestone,,limestone,,,white,GLEY 1 8/10Y (light greenish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,,,,thickly bedded,,,,,,,,,,,,
355-U1456E-10R-2-A,0,12,1027.71,1027.83,,,conglomerate,,conglomerate,,,gray,GLEY 1 5/10Y (greenish gray),,granule,8,pebble,9,,,,,,,,,,,,,,,,,irregular,sharp,sub-horizontal,medium bedded,,,,,,,,,,,,
355-U1456E-10R-2-A,12,61,1027.83,1028.32,,silty,claystone,with nannofossils,silty claystone with nannofossils,,,brown,10YR 4/4 (dark yellowish brown),,clay,1,silt,2,,,,,,,,,,,,,,,,,erosive,sharp,inclined,thickly bedded,,,,,,,,,,,,
355-U1456E-10R-2-A,61,114,1028.32,1028.85,,,conglomerate,,conglomerate,,,gray,GLEY 1 5/10Y (greenish gray),,granule,8,pebble,9,,,,,,,,,,,,,,,,,erosive,sharp,inclined,thickly bedded,,,,,,,,,,,,
355-U1456E-10R-2-A,114,146,1028.85,1029.17,,,limestone,,limestone,,burrows,white,GLEY 1 8/10Y (light greenish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,,,,thickly bedded,,,,,,,,,,,,
355-U1456E-10R-3-A,0,134,1029.17,1030.51,,,limestone,,limestone,,burrows,white,GLEY 1 8/10Y (light greenish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,,,,very thickly bedded,,,,,,,,,,,,
355-U1456E-10R-4-A,0,113,1030.51,1031.64,,,limestone,,limestone,,burrows,white,GLEY 1 8/10Y (light greenish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,,,,very thickly bedded,,,,,,,,,,,,
355-U1456E-10R-5-A,0,99,1031.64,1032.63,,,limestone,,limestone,,burrows,gray,GLEY 1 5/10Y (greenish gray),,granule,8,pebble,9,,,,,,,,,,,,,,,,,irregular,sharp,sub-horizontal,thickly bedded,,,,,,,,,,,,
355-U1456E-10R-5-A,99,109,1032.63,1032.73,,,conglomerate,,conglomerate,,,gray,GLEY 1 5/10Y (greenish gray),,granule,8,pebble,9,,,,,,,,,,,,,,,,,,,,medium bedded,,,,,,,,,,,,
355-U1456E-10R-CC-A,5,19,1032.78,1032.92,,,claystone,,claystone,,,gray,GLEY 1 5/10Y (greenish gray),,granule,8,pebble,9,,,,,,,,,,,,,,,,,,,,medium bedded,,,,,,,,,,,,
355-U1456E-11R-1-A,0,148,1035.5,1036.98,,,calcilutite,,calcilutite,,,light gray,GLEY 1 7/10Y (light greenish grey),,very fine sand,3,fine sand,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
