Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Sample domain number (if >1 domain),Sample domain name (if >1 domain),Domain relative abundance [%],Bottom contact or boundary geometry,Bottom contact or boundary definition,Bottom contact or boundary attitude,Lithology Prefix,Lithology Principal Name,Lithology Suffix,Lithology prefix+name+suffix [read only],Lithology color (Munsell),Layer or bedding thickness,Lithology lithification,Lithology ave. grain size class,Lithology ave. grain size rank [read only],Lithology max. grain size class,Lithology max. grain size rank [read only],General interval comment,Sorting,Grading,Sedimentary structure,Diagenetic structure,Clasts (>2 mm) DOMINANT,DOMINANT Clasts % [%],DOMINANT Clasts ave. grain size class,DOMINANT Clasts ave. grain size rank [read only],DOMINANT Clasts max. grain size class,DOMINANT Clasts max. grain size rank [read only],DOMINANT clast roundness,Clasts (>2 mm) Subdominant,Subdominant Clasts % [%],Subdominant Clasts ave. grain size class,Subdominant Clasts ave. grain size rank [read only],Subdominant Clasts max. grain size class,Subdominant Clasts max. grain size rank [read only],Subdominant clast roundness,Clast comments,"Matrix, fines (<2 mm) DOMINANT",Matrix sorting,Matrix modifier,Matrix comments,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Minor Lithology Suffix,Minor Lithology Prefix,Minor Lithology Name
366-U1496A-2F-2-A,0,78,4.45,5.23,III,,,,,,,serpentinite,mud,with lithic clasts,serpentinite mud with lithic clasts,10GY 7/1 (light greenish gray),,,clay,1,pebble,9,,poor,,,,ultramafic rock,1.0,coarse sand,6,granule,8,subangular,,,,,,,,,serpentine clay matrix,,,,,,,366,U1496,A,2,F,2,A,,,
366-U1496A-2F-3-A,0,56,5.23,5.79,III,,,,,,,serpentinite,mud,with lithic clasts,serpentinite mud with lithic clasts,10GY 7/1 (light greenish gray),,,clay,1,pebble,9,,poor,,,,ultramafic rock,1.0,coarse sand,6,pebble,9,subangular,,,,,,,,,serpentine clay matrix,,,,,,,366,U1496,A,2,F,3,A,,,
366-U1496A-2F-3-A,56,85,5.79,6.08,III,,,,,,,,,,,,,,,,,,"IW, ZHAN",,,,,,,,,,,,,,,,,,,,,,,,,,,366,U1496,A,2,F,3,A,,,
366-U1496A-2F-4-A,0,68,6.08,6.76,III,,,,,,,serpentinite,mud,with lithic clasts,serpentinite mud with lithic clasts,10GY 7/1 (light greenish gray),,,clay,1,pebble,9,,poor,,,,ultramafic rock,2.0,pebble,10,pebble,9,subangular,,,,,,,,,serpentine clay matrix,,,,,,,366,U1496,A,2,F,4,A,,,
366-U1496A-2F-4-A,68,118,6.76,7.26,III,,,,,,,,,,,,,,,,,,"MBIO, IW",,,,,,,,,,,,,,,,,,,,,,,,,,,366,U1496,A,2,F,4,A,,,
366-U1496A-2F-CC-A,0,39,7.26,7.65,III,,,,,,,serpentinite,mud,with lithic clasts,serpentinite mud with lithic clasts,10GY 7/1 (light greenish gray),,,clay,1,pebble,9,,poor,,,,ultramafic rock,1.0,coarse sand,6,pebble,9,subangular,,,,,,,,,serpentine clay matrix,,,,,,,366,U1496,A,2,F,CC,A,,,
366-U1496A-3F-1-A,0,81,7.9,8.71,III,,,,,,,serpentinite,mud,with lithic clasts,serpentinite mud with lithic clasts,10GY 7/1 (light greenish gray),,,clay,1,pebble,9,,poor,,,,ultramafic rock,1.0,coarse sand,6,granule,8,subangular,,,,,,,,,serpentine clay matrix,,,,,,,366,U1496,A,3,F,1,A,,,
366-U1496A-3F-2-A,0,44,8.71,9.15,III,,,,,,,serpentinite,mud,with lithic clasts,serpentinite mud with lithic clasts,10GY 7/1 (light greenish gray),,,clay,1,granule,8,,poor,,,,ultramafic rock,0.5,coarse sand,6,granule,8,subangular,,,,,,,,,serpentine clay matrix,,,,,,,366,U1496,A,3,F,2,A,,,
366-U1496A-3F-2-A,44,120,9.15,9.91,III,,,,,,,,,,,,,,,,,,"LLOY, EICK, MBIO, IW",,,,,,,,,,,,,,,,,,,,,,,,,,,366,U1496,A,3,F,2,A,,,
366-U1496A-3F-3-A,0,78,9.91,10.69,III,,,,,,,serpentinite,mud,with lithic clasts,serpentinite mud with lithic clasts,10GY 7/1 (light greenish gray),,,clay,1,pebble,9,,poor,,,,ultramafic rock,0.5,coarse sand,6,pebble,9,subangular,,,,,,,,,serpentine clay matrix,,,,,,,366,U1496,A,3,F,3,A,,,
366-U1496A-3F-4-A,0,58,10.69,11.27,III,,,,,,,serpentinite,mud,with lithic clasts,serpentinite mud with lithic clasts,10GY 7/1 (light greenish gray),,,clay,1,granule,8,,poor,,,,ultramafic rock,0.5,coarse sand,6,granule,8,subangular,,,,,,,,,serpentine clay matrix,,,,,,,366,U1496,A,3,F,4,A,,,
366-U1496A-3F-4-A,58,74,11.27,11.43,,,,,,,,,,,,,,,,,,,IW,,,,,,,,,,,,,,,,,,,,,,,,,,,366,U1496,A,3,F,4,A,,,
366-U1496A-3F-5-A,0,107,11.43,12.5,IVA,,,,,,,serpentinite,pebbly mud,with lithic clasts,serpentinite pebbly mud with lithic clasts,10GY 7/1 (light greenish gray),,,very fine sand,3,cobble,10,,poor,,,,ultramafic rock,7.0,granule,8,cobble,10,subangular,lithic,1.0,granule,8,cobble,10,subangular,"white breccia, 0.5 - 3cm clasts ist white, fine grained matrix",serpentine clay matrix,,,,,,,366,U1496,A,3,F,5,A,,,
366-U1496A-3F-CC-A,0,50,12.5,13.0,IVA,,,,,,,serpentinite,pebbly mud,with lithic clasts,serpentinite pebbly mud with lithic clasts,10GY 7/1 (light greenish gray),,,very fine sand,3,pebble,9,,poor,,,,ultramafic rock,7.0,granule,8,cobble,10,subangular,lithic,1.0,granule,8,pebble,9,subangular,"white breccia, 0.5 - 3cm clasts ist white, fine grained matrix",serpentine clay matrix,,,,,,,366,U1496,A,3,F,CC,A,,,
366-U1496A-4F-1-A,0,135,12.6,13.95,IVA,,,,,,,serpentinite,pebbly mud,,serpentinite pebbly mud,10GY 7/1 (light greenish gray),,,silt,2,pebble,9,,poor,,,,ultramafic rock,4.0,granule,8,pebble,9,subangular,,,,,,,,,serpentine clay matrix,,,,,,,366,U1496,A,4,F,1,A,,,
366-U1496A-4F-1-A,135,150,13.95,14.1,IVA,,,,,,,,,,,,,,,,,,MENA,,,,,,,,,,,,,,,,,,,,,,,,,,,366,U1496,A,4,F,1,A,,,
366-U1496A-4F-2-A,0,45,14.1,14.55,IVA,,,,,,,serpentinite,pebbly mud,,serpentinite pebbly mud,10GY 7/1 (light greenish gray),,,clay,1,pebble,9,,poor,,,,ultramafic rock,4.0,granule,8,pebble,9,subangular,,,,,,,,,serpentine clay matrix,,,,,,,366,U1496,A,4,F,2,A,,,
366-U1496A-4F-2-A,45,120,14.55,15.3,IVA,,,,,,,,,,,,,,,,,,"ZHAN, MBIO, IW",,,,,,,,,,,,,,,,,,,,,,,,,,,366,U1496,A,4,F,2,A,,,
366-U1496A-4F-3-A,0,97,15.3,16.27,IVA,,,,,,,serpentinite,pebbly mud,,serpentinite pebbly mud,10GY 7/1 (light greenish gray),,,clay,1,pebble,9,,poor,,,,ultramafic rock,4.0,granule,8,pebble,9,subangular,lithic,0.5,fine sand,4,granule,8,sub-rounded,white; carbonate?,serpentine clay matrix,,,,,,,366,U1496,A,4,F,3,A,,,
366-U1496A-4F-4-A,0,70,16.27,16.97,IVA,,,,,,,serpentinite,pebbly mud,,serpentinite pebbly mud,10GY 7/1 (light greenish gray),,,clay,1,pebble,9,,poor,,,,ultramafic rock,5.0,granule,8,pebble,9,subangular,lithic,0.5,fine sand,4,granule,8,sub-rounded,white; carbonate?,serpentine clay matrix,,,,,,,366,U1496,A,4,F,4,A,,,
366-U1496A-4F-CC-A,0,31,16.97,17.28,IVA,,,,,,,serpentinite,pebbly mud,,serpentinite pebbly mud,10GY 7/1 (light greenish gray),,,clay,1,pebble,9,,poor,,,,ultramafic rock,2.0,coarse sand,6,pebble,9,subangular,lithic,0.5,fine sand,4,granule,8,sub-rounded,white; carbonate?,serpentine clay matrix,,,,,,,366,U1496,A,4,F,CC,A,,,
366-U1496A-5F-1-A,0,126,17.3,18.56,IVA,,,,,,,serpentinite,pebbly mud,,serpentinite pebbly mud,10GY 7/1 (light greenish gray),,,clay,1,pebble,9,,poor,,,,ultramafic rock,5.0,coarse sand,6,pebble,9,subangular,lithic,0.5,fine sand,4,granule,8,sub-rounded,white; carbonate?,serpentine clay matrix,,,,,,,366,U1496,A,5,F,1,A,,,
366-U1496A-5F-2-A,0,65,18.56,19.21,IVA,,,,,,,serpentinite,pebbly mud,,serpentinite pebbly mud,10GY 7/1 (light greenish gray),,,clay,1,pebble,9,,poor,,,,ultramafic rock,5.0,coarse sand,6,pebble,9,subangular,lithic,0.5,fine sand,4,granule,8,sub-rounded,white; carbonate?,serpentine clay matrix,,,,,,,366,U1496,A,5,F,2,A,,,
366-U1496A-5F-2-A,65,140,19.21,19.96,IVA,,,,,,,,,,,,,,,,,,"ZHAN, MBIO, IW",,,,,,,,,,,,,,,,,,,,,,,,,,,366,U1496,A,5,F,2,A,,,
366-U1496A-5F-3-A,0,106,19.96,21.02,IVA,,,,,,,serpentinite,pebbly mud,,serpentinite pebbly mud,10GY 7/1 (light greenish gray),,,clay,1,pebble,9,,poor,,,,ultramafic rock,2.0,coarse sand,6,pebble,9,subangular,lithic,0.5,fine sand,4,granule,8,sub-rounded,white; carbonate?,serpentine clay matrix,,,,,,,366,U1496,A,5,F,3,A,,,
366-U1496A-5F-4-A,0,52,21.02,21.54,IVA,,,,,,,serpentinite,pebbly mud,,serpentinite pebbly mud,10GY 7/1 (light greenish gray),,,clay,1,pebble,9,,poor,,,,ultramafic rock,2.0,coarse sand,6,pebble,9,subangular,lithic,0.5,fine sand,4,granule,8,sub-rounded,white; carbonate?,serpentine clay matrix,,,,,,,366,U1496,A,5,F,4,A,,,
366-U1496A-5F-CC-A,0,33,21.54,21.87,IVA,,,,,,,serpentinite,pebbly mud,,serpentinite pebbly mud,10GY 7/1 (light greenish gray),,,clay,1,pebble,9,,poor,,,,ultramafic rock,2.0,coarse sand,6,pebble,9,subangular,lithic,0.5,fine sand,4,granule,8,sub-rounded,white; carbonate?,serpentine clay matrix,,,,,,,366,U1496,A,5,F,CC,A,,,
366-U1496A-6F-1-A,0,33,22.0,22.33,IVA,,,,,,,serpentinite,pebbly mud,,serpentinite pebbly mud,GLEY 2 7/5BG (light greenish gray),,,clay,1,pebble,9,"pale green grey one big clast, many tiny ones",poor,,,,ultramafic rock,2.0,coarse sand,6,pebble,9,subangular,,,,,,,,,,,,,,,,366,U1496,A,6,F,1,A,,,
366-U1496A-6F-2-A,0,99,22.33,23.32,IVA,,,,,,,serpentinite,pebbly mud,with lithic clasts,serpentinite pebbly mud with lithic clasts,GLEY 2 7/5BG (light greenish gray),,,clay,1,pebble,9,Clast-poor pebbly mud.,poor,,,,harzburgite,7.0,coarse sand,6,pebble,9,subangular,serpentine,1.0,medium sand,5,granule,8,sub-rounded,Dominant clasts are harzburgite 4-5 cm in size. Relic bastite in core but black rim abuot half cm thick has no visible relics. Subdominant mostly small serpentine chips or black chips,serpentine clay matrix,,,,,,,366,U1496,A,6,F,2,A,,,
366-U1496A-6F-3-A,0,70,23.32,24.02,IVA,,,,,,,serpentinite,pebbly mud,,serpentinite pebbly mud,GLEY 2 7/5BG (light greenish gray),,,clay,1,pebble,9,Clast poor,poor,,,,harzburgite,3.0,granule,8,pebble,9,subangular,serpentine,1.0,coarse sand,6,pebble,9,subangular,Dominant clasts are harzburgite 4-5 cm in size. Relic bastite in core but black rim abuot half cm thick has no visible relics. Subdominant mostly small serpentine chips or black chips. One large serpentine pebble about 2 cm long.,serpentine clay matrix,,,,,,,366,U1496,A,6,F,3,A,,,
366-U1496A-6F-3-A,70,140,24.02,24.72,IVA,,,,,,,,,,,,,,,,,,MBIO,,,,,,,,,,,,,,,,,,,,,,,,,,,366,U1496,A,6,F,3,A,,,
366-U1496A-6F-4-A,0,96,24.72,25.68,IVA,,,,,,,serpentinite,pebbly mud,,serpentinite pebbly mud,GLEY 2 6/5BG (greenish gray),,,clay,1,pebble,9,Darker blue grey than previous section. Minor uparching.,poor,,,,ultramafic rock,3.0,granule,8,pebble,9,subangular,serpentine,1.0,coarse sand,6,granule,8,angular,Dominant clast dark grey-black to lighter grey UM rocks. Subdom are small chips of pale green serpentine from veins.,serpentine clay matrix,,,,,,,366,U1496,A,6,F,4,A,,,
366-U1496A-6F-4-A,96,111,25.68,25.83,,,,,,,,,,,,,,,,,,,MBIO,,,,,,,,,,,,,,,,,,,,,,,,,,,366,U1496,A,6,F,4,A,,,
366-U1496A-6F-5-A,0,73,25.83,26.56,IVB,,,,,,,"matrix-supported, monomict",breccia,,"matrix-supported, monomict breccia",GLEY 2 4/5B (dark bluish gray),,,clay,1,pebble,9,"Clast rich, very crowded with clasts. Verging on clast support. Color change to black blue-grey occurs in the MBIO sample, but must be rapid. Contrast with overlying mud flow is stark.",,,,,harzburgite,30.0,granule,8,pebble,9,subangular,serpentine,1.0,coarse sand,6,granule,8,angular,"Dominant harzburgite clasts have thin black rims up to 5 mm thick. Subdom serpentine chips appear bleached to white-green color; tiny flecks throughout the core. Some of the white serpentine forms selvages on harzburgite, like broken vein.",serpentine clay matrix,,,,,,,366,U1496,A,6,F,5,A,,,
366-U1496A-6F-CC-A,0,34,26.56,26.9,IVB,,,,,,,"matrix-supported, monomict",breccia,,"matrix-supported, monomict breccia",GLEY 2 5/5BG (greenish gray),,,clay,1,pebble,9,clast rich 4-8 cmm thick rims on clasts.,,,,,harzburgite,35.0,granule,8,pebble,9,subangular,serpentine,1.0,coarse sand,6,granule,8,angular,"Dominant harzburgite clasts have thin black rims up to 8 mm thick. Subdom serpentine chips appear bleached to white-green color; tiny flecks throughout the core. Some of the white serpentine forms selvages on harzburgite, like broken vein.",serpentine clay matrix,,,Matrix slightly lighter color than overlying section (5) but still quite dark.,,,,366,U1496,A,6,F,CC,A,,,
366-U1496A-7F-1-A,0,123,26.7,27.93,IVC,,,,,,,serpentinite,pebbly mud,,serpentinite pebbly mud,GLEY 2 7/5BG (light greenish gray),,,clay,1,pebble,9,"clast-poor, similar to section 3. clasts concentrated towards top of section.",poor,,,,ultramafic rock,5.0,granule,8,pebble,9,subangular,serpentine,1.0,coarse sand,6,granule,8,angular,"Dominant clasts are harzburgitic, very dark olive grey. Can see bastites in cores, but rims are dark black, no relics. Most harzburgite clasts relatively fresh but some are greener, cut by wider serpentine veins, appear more serpentinized.",serpentine clay matrix,,,,,,,366,U1496,A,7,F,1,A,,,
366-U1496A-7F-1-A,123,143,27.93,28.13,IVC,,,,,,,,,,,,,,,,,,MENA,,,,,,,,,,,,,,,,,,,,,,,,,,,366,U1496,A,7,F,1,A,,,
366-U1496A-7F-2-A,0,50,28.13,28.63,IVC,,,,,,,serpentinite,pebbly mud,,serpentinite pebbly mud,GLEY 2 7/5BG (light greenish gray),,,clay,1,pebble,9,,,,,,harzburgite,5.0,pebble,10,pebble,9,angular,serpentine,1.0,coarse sand,6,granule,8,angular,"There are two large harzburgite clasts, one 4 x 6 cm, the other 3 x 4 cm. The larger clast has clear fresh pyroxene in center, not clear in smaller. Both are dark olive green with brick red oxidation; smaller clast more oxidized than larger one. The larger pale green serpentine chips are layered, suggesting vein fill.",serpentine clay matrix,poor,,"Matrix contains high proportion of sand and silt size material, looks to be small UM grains.",,,,366,U1496,A,7,F,2,A,,,
366-U1496A-7F-3-A,0,35,28.63,28.98,IVC,,,,,,,serpentinite,pebbly mud,,serpentinite pebbly mud,GLEY 2 6/5BG (greenish gray),,,clay,1,pebble,9,,,,,,ultramafic rock,3.0,granule,8,pebble,9,angular,serpentine,1.0,coarse sand,6,granule,8,angular,One small clast of harz,serpentine clay matrix,poor,with calcite,Small rare crystals of euhedral calcite in matrix. Not aragonite.,,,,366,U1496,A,7,F,3,A,,,
366-U1496A-7F-3-A,35,115,28.98,29.78,IVC,,,,,,,,,,,,,,,,,,MBIO,,,,,,,,,,,,,,,,,,,,,,,,,,,366,U1496,A,7,F,3,A,,,
366-U1496A-7F-4-A,0,141,29.78,31.19,IVC,,,,,,,serpentinite,pebbly mud,,serpentinite pebbly mud,GLEY 2 7/5BG (light greenish gray),,,clay,1,pebble,9,,,,,,ultramafic rock,4.0,granule,8,pebble,9,subangular,serpentine,1.0,coarse sand,6,granule,8,angular,"Dom clasts are harzburgite with 4-5 mm bastites or Opx. No black rims on clasts. Subdom clasts include serpentine chips, small white clasts (silica-carbonate? rodingite?). One clast 3 x 3 cm is a breccia white two off-white rounded pieces cemented by pale green serpentine (?). Each clast contains small green serpentine inclusions. The off-white material may be silica-carbonate, or meta-mafic rock (rodingite).",serpentine clay matrix,poor,with calcite,"Rare crystals of euhedral calcite in matrix, up to 8 mm across. Not aragonite. Large crystal growth faces. Matrix has high content of sand-size clasts with range of colors, mostly dark, probably small UM fragments.",,,,366,U1496,A,7,F,4,A,,,
366-U1496A-7F-CC-A,0,32,31.19,31.51,IVC,,,,,,,serpentinite,pebbly mud,,serpentinite pebbly mud,GLEY 2 7/5BG (light greenish gray),,,clay,1,pebble,9,,,,,,ultramafic rock,2.0,granule,8,pebble,9,angular,serpentine,1.0,coarse sand,6,granule,8,angular,No large clasts. Biggest clast is about 1 cm long.,serpentine clay matrix,poor,with calcite,"Rare crystals of euhedral calcite in matrix, up to 8 mm across. Not aragonite. Large crystal growth faces. Matrix has high content of sand-size clasts with range of colors, mostly dark, probably small UM fragments.",,,,366,U1496,A,7,F,CC,A,,,
366-U1496A-8F-1-A,0,120,31.4,32.6,IVC,,,,,,,serpentinite,pebbly mud,with lithic clasts,serpentinite pebbly mud with lithic clasts,GLEY 2 7/5BG (light greenish gray),,,clay,1,pebble,9,,,,,,ultramafic rock,5.0,granule,8,pebble,9,sub-rounded,serpentine,2.0,granule,8,pebble,9,subangular,mainly strongly serpentinized ultramafic rocks containing little amount of bastite pseudomorphs after opx. Some black serpentinized ultramafic clasts show light green alteration rim. trace amount of coarse sand -sized calcite crystals,serpentine clay matrix,poor,with calcite,,,,,366,U1496,A,8,F,1,A,,,
366-U1496A-8F-2-A,0,62,32.6,33.22,IVC,,,,irregular,gradational,sub-horizontal,serpentinite,pebbly mud,with lithic clasts,serpentinite pebbly mud with lithic clasts,GLEY 2 7/5BG (light greenish gray),,,clay,1,pebble,9,,poor,,,,ultramafic rock,3.0,granule,8,pebble,9,sub-rounded,serpentine,1.0,granule,8,granule,8,angular,dominant clasts are black massive serpentinized ultramafic rocks,serpentine clay matrix,poor,,,,,,366,U1496,A,8,F,2,A,,,
366-U1496A-8F-2-A,62,77,33.22,33.37,IVC,,,,,,,serpentinite,mud,with lithic clasts,serpentinite mud with lithic clasts,GLEY 2 8/5BG (light greenish gray),,,clay,1,coarse sand,6,suck-in has destroyed sedimentary structure,poor,,,,ultramafic rock,2.0,coarse sand,6,pebble,9,subangular,serpentine,1.0,coarse sand,6,granule,8,subangular,,serpentine clay matrix,poor,,"Very soupy matrix with some vesicles indicating degassing, which is consistent with high gas contents in interstitial water",,,,366,U1496,A,8,F,2,A,,,
366-U1496A-8F-3-A,0,80,33.37,34.17,IVC,,,,,,,serpentinite,mud,with lithic clasts,serpentinite mud with lithic clasts,GLEY 2 8/5BG (light greenish gray),,,clay,1,coarse sand,6,flow-in/suck-in has destroyed all original sedimentary structure,poor,,,,ultramafic rock,1.0,medium sand,5,coarse sand,6,subangular,serpentine,1.0,medium sand,5,coarse sand,6,subangular,Abundance of clasts gradually decrease with depth from o to 18 cm,serpentine clay matrix,poor,,"Suck-in has destroyed all original sedimentary structure; very soupy matrix with some vesicles indicating degassing, which is consistent with high gas contents in interstitial water",,,,366,U1496,A,8,F,3,A,,,
366-U1496A-8F-3-A,80,150,34.17,34.87,IVC,,,,,,,,,,,,,,,,,,MBIO,,,,,,,,,,,,,,,,,,,,,,,,,,,366,U1496,A,8,F,3,A,,,
366-U1496A-8F-4-A,0,99,34.87,35.86,IVC,,,,,,,serpentinite,mud,,serpentinite mud,GLEY 2 8/5BG (light greenish gray),,,clay,1,coarse sand,6,Extreme suck-in has destroyed all original sedimentary structure,moderate,,,,,,,,,,,,,,,,,,,,well,,Extreme suck-in has destroyed all original sedimentary structure; very soupy (moussy) vesicle-rich matrix suggesting vigorous degassing. very few sand-sized serpentinized ultramafic clasts are present (~0.5%),,,,366,U1496,A,8,F,4,A,,,
366-U1496A-8F-4-A,99,114,35.86,36.01,IVC,,,,,,,,,,,,,,,,,,MBIO,,,,,,,,,,,,,,,,,,,,,,,,,,,366,U1496,A,8,F,4,A,,,
366-U1496A-8F-CC-A,0,16,36.01,36.17,IVC,,,,,,,serpentinite,mud,with lithic clasts,serpentinite mud with lithic clasts,GLEY 2 8/5BG (light greenish gray),,,clay,1,coarse sand,6,Extreme suck-in has destroyed all original sedimentary structure,poor,,,,ultramafic rock,1.0,medium sand,5,granule,8,subangular,serpentine,1.0,medium sand,5,granule,8,subangular,,serpentine clay matrix,poor,,"Extreme suck-in has destroyed all original sedimentary structure; very soupy matrix with some vesicles indicating degassing, which is consistent with high gas contents in interstitial water",,,,366,U1496,A,8,F,CC,A,,,
366-U1496A-9F-1-A,0,53,36.1,36.63,IVC,,,,,,,serpentinite,pebbly mud,with lithic clasts,serpentinite pebbly mud with lithic clasts,5G 7/1 (light greenish gray),,,fine sand,4,pebble,9,,poor,,,,serpentinite,5.0,granule,8,pebble,9,subangular,,,,,,,,totally serpentinized,serpentine clay matrix,poor,,,,,,366,U1496,A,9,F,1,A,,,
366-U1496A-9F-1-A,53,130,36.63,37.4,IVC,,,,,,,,,,,,,,,,,,MBIO,,,,,,,,,,,,,,,,,,,,,,,,,,,366,U1496,A,9,F,1,A,,,
366-U1496A-9F-2-A,0,47,37.4,37.87,IVC,,,,,,,serpentinite,pebbly mud,with lithic clasts,serpentinite pebbly mud with lithic clasts,5G 7/1 (light greenish gray),,,fine sand,4,pebble,9,,poor,,,,serpentinite,5.0,granule,8,pebble,9,subangular,,,,,,,,totally serpentinized,serpentine clay matrix,poor,,,,,,366,U1496,A,9,F,2,A,,,
366-U1496A-10G-CC-A,0,30,40.5,40.8,IVC,,,,,,,serpentinized,dunite,clast,serpentinized dunite clast,5G 6/2 (pale green),,,pebble,9,pebble,9,"clasts of ultramafic rock, serpentinite, cemented breccia, rodingite.",,,,,ultramafic rock,80.0,pebble,10,cobble,10,sub-rounded,metabasite,10.0,pebble,10,pebble,9,sub-rounded,,,,,,,,,366,U1496,A,10,G,CC,A,,,
366-U1496A-11X-CC-A,0,27,40.8,41.07,IVC,,,,,,,serpentinite,breccia-conglomerate,with mud,serpentinite breccia-conglomerate with mud,5G 7/1 (light greenish gray),,,very coarse sand,7,pebble,9,"ultramafic rock, serpentinite",poor,,,,ultramafic rock,10.0,granule,8,pebble,9,subangular,serpentinite,5.0,pebble,10,pebble,9,subangular,,serpentine clay matrix,poor,,,,,,366,U1496,A,11,X,CC,A,,,
