Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Lithology Prefix,Lithology Principal Name,Lithology Suffix,Lithology prefix+name [read only],Lithology prefix+name+suffix [read only],Lithology name+suffix [read only],Lithology  abundance [%],Lithology color (simple),Lithology color (Munsell),Bottom contact or boundary geometry,Bottom contact or boundary definition,Bottom contact or boundary attitude,Layer or bedding thickness,Grading,TEPHRA type,Amount of ash in lithology,Amount of ash in lithology rank [read only],Sedimentary structure,Sedimentary structure comment,Diagenetic structure,Macrofossil,General interval comment,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Extra Sample ID Data,Minor Lithology Prefix,Minor Lithology Name,Minor Lithology Suffix
353-U1443A-34X-2-A,0,6,242.3,242.36,,,nannofossil chalk,with authigenic carbonate,nannofossil chalk,nannofossil chalk with authigenic carbonate,nannofossil chalk with authigenic carbonate,,white,2.5Y 9.5/2 (very pale yellow),,,,,non-graded,,,,,,,,,,,,353,U1443,A,34,X,2,A,,,,
353-U1443A-34X-2-A,6,97,242.36,243.27,,,nannofossil chalk,with authigenic carbonate,nannofossil chalk,nannofossil chalk with authigenic carbonate,nannofossil chalk with authigenic carbonate,,brown,10YR 8/4 (very pale brown),planar,sharp,inclined,,non-graded,,,,,,,,Color gradation from brownish white colors to paler brown (darker_ colors from 6 to 39 cm with black dots throughout the core (potentially volcanaclastics?),,,,353,U1443,A,34,X,2,A,,,,
353-U1443A-34X-2-A,97,109,243.27,243.39,,,nannofossil chalk,with authigenic carbonate,nannofossil chalk,nannofossil chalk with authigenic carbonate,nannofossil chalk with authigenic carbonate,,light gray,10YR 7/2 (light gray),,,,,non-graded,,,,,,,,,,,,353,U1443,A,34,X,2,A,,,,
353-U1443A-34X-3-A,0,15,243.39,243.54,,,nannofossil chalk,with authigenic carbonate,nannofossil chalk,nannofossil chalk with authigenic carbonate,nannofossil chalk with authigenic carbonate,,light gray,10YR 7/2 (light gray),planar,sharp,inclined,,non-graded,,,,,,,,,,,,353,U1443,A,34,X,3,A,,,,
353-U1443A-34X-3-A,15,23,243.54,243.62,,,nannofossil chalk,with authigenic carbonate,nannofossil chalk,nannofossil chalk with authigenic carbonate,nannofossil chalk with authigenic carbonate,,brown,10YR 8/4 (very pale brown),,scoured,,,non-graded,,,,,,,,Contains iron oxides and zeolites,,,,353,U1443,A,34,X,3,A,,,,
353-U1443A-34X-3-A,23,26,243.62,243.65,,clayey,porcellanite,with authigenic carbonate,clayey porcellanite,clayey porcellanite with authigenic carbonate,porcellanite with authigenic carbonate,,white,2.5Y 8/1 (white),irregular,bioturbated,,,non-graded,,,,,,,,,,,,353,U1443,A,34,X,3,A,,,,
353-U1443A-34X-3-A,26,28,243.65,243.67,,,nannofossil chalk,with authigenic carbonate,nannofossil chalk,nannofossil chalk with authigenic carbonate,nannofossil chalk with authigenic carbonate,,brown,10YR 8/4 (very pale brown),irregular,bioturbated,,,non-graded,,,,,,,,Contains iron oxides and zeolites,,,,353,U1443,A,34,X,3,A,,,,
353-U1443A-34X-3-A,28,31,243.67,243.7,,clayey,porcellanite,with authigenic carbonate,clayey porcellanite,clayey porcellanite with authigenic carbonate,porcellanite with authigenic carbonate,,white,2.5Y 8/1 (white),irregular,bioturbated,,,non-graded,,,,,,,,,,,,353,U1443,A,34,X,3,A,,,,
353-U1443A-34X-3-A,31,43,243.7,243.82,,,nannofossil chalk,with authigenic carbonate,nannofossil chalk,nannofossil chalk with authigenic carbonate,nannofossil chalk with authigenic carbonate,,light gray,2.5Y 8/2 (pale yellow),irregular,bioturbated,,,non-graded,,,,,,,,Big nodule containing very interesting sedimentary structure potentially implying dynamic transport or bioturbation prior to lithification? Mixed color comes from upper portion,,,,353,U1443,A,34,X,3,A,,,,
353-U1443A-34X-3-A,43,54,243.82,243.93,,nannofossil rich,calcareous chalk,,nannofossil rich calcareous chalk,nannofossil rich calcareous chalk,calcareous chalk,,light gray,7.5YR 8/1 (white),,,,,non-graded,,,,,,,,Big nodule containing very interesting sedimentary structure potentially implying dynamic transport or bioturbation prior to lithification? Mixed color comes from lower portion (Corecatcher) No obvious biosilica.,,,,353,U1443,A,34,X,3,A,,,,
353-U1443A-34X-CC-A,0,34,243.93,244.27,,nannofossil rich,calcareous chalk,,nannofossil rich calcareous chalk,nannofossil rich calcareous chalk,calcareous chalk,,light gray,7.5YR 8/1 (white),,,,thin bed,non-graded,,,,,,,,Bed contains white (paleocene?) layer and grey color gradually transitions into the creamy white bed. No obvious biosilica.,,,,353,U1443,A,34,X,CC,A,,,,
353-U1443A-35X-1-A,0,47,244.9,245.37,,nannofossil rich,calcareous chalk,,nannofossil rich calcareous chalk,nannofossil rich calcareous chalk,calcareous chalk,,light gray,7.5YR 8/1 (white),,scoured,sub-horizontal,thick lamina,non-graded,,,,,,,,,,,,353,U1443,A,35,X,1,A,,,,
353-U1443A-35X-1-A,47,150,245.37,246.4,,nannofossil rich,calcareous chalk,,nannofossil rich calcareous chalk,nannofossil rich calcareous chalk,calcareous chalk,,light gray,7.5YR 8/1 (white),,,,,non-graded,,,,mottling,,,,Mottling in intact core parts with paler white/gray colors.,,,,353,U1443,A,35,X,1,A,,,,
353-U1443A-35X-2-A,0,115,246.4,247.55,,nannofossil rich,calcareous chalk,,nannofossil rich calcareous chalk,nannofossil rich calcareous chalk,calcareous chalk,,light gray,7.5YR 8/1 (white),planar,,horizontal,,non-graded,,,,mottling,,,,Mottling in intact core parts with paler white/gray colors.,,,,353,U1443,A,35,X,2,A,,,,
353-U1443A-35X-2-A,115,120,247.55,247.6,,nannofossil rich,calcareous chalk,,nannofossil rich calcareous chalk,nannofossil rich calcareous chalk,calcareous chalk,,brown,10YR 8/3 (very pale brown),planar,,horizontal,,non-graded,,,,color banding,,,,Anomalous interval in this section containing color banding resembling laminae,,,,353,U1443,A,35,X,2,A,,,,
353-U1443A-35X-3-A,0,30,247.9,248.2,,nannofossil rich,calcareous chalk,,nannofossil rich calcareous chalk,nannofossil rich calcareous chalk,calcareous chalk,,light gray,7.5YR 8/1 (white),planar,,horizontal,,non-graded,,,,mottling,,,,Mottling in intact core parts with paler white/gray colors.,,,,353,U1443,A,35,X,3,A,,,,
353-U1443A-35X-3-A,30,38,248.2,248.28,,nannofossil rich,calcareous chalk,,nannofossil rich calcareous chalk,nannofossil rich calcareous chalk,calcareous chalk,,brown,10YR 8/3 (very pale brown),planar,,horizontal,,non-graded,,,,,,,,,,,,353,U1443,A,35,X,3,A,,,,
353-U1443A-35X-3-A,38,63,248.28,248.53,,authigenic carbonate rich,nannofossil chalk,with clay,authigenic carbonate rich nannofossil chalk,authigenic carbonate rich nannofossil chalk with clay,nannofossil chalk with clay,,light gray,7.5YR 8/1 (white),planar,,horizontal,,non-graded,,,,mottling,,,,Mottling in intact core parts with paler white/gray colors.,,,,353,U1443,A,35,X,3,A,,,,
353-U1443A-35X-3-A,63,76,248.53,248.66,,,nannofossil chalk,with authigenic carbonate,nannofossil chalk,nannofossil chalk with authigenic carbonate,nannofossil chalk with authigenic carbonate,,brown,10YR 8/3 (very pale brown),planar,,horizontal,,non-graded,,,,color banding,,,,Anomalous interval in this section containing color banding resembling laminae. very fine feldspar in smear slide?,,,,353,U1443,A,35,X,3,A,,,,
353-U1443A-35X-3-A,76,150,248.66,249.4,,,nannofossil chalk,with authigenic carbonate,nannofossil chalk,nannofossil chalk with authigenic carbonate,nannofossil chalk with authigenic carbonate,,light gray,7.5YR 8/1 (white),planar,,horizontal,,non-graded,,,,mottling,,,,Mottling in intact core parts with paler white/gray colors.,,,,353,U1443,A,35,X,3,A,,,,
353-U1443A-35X-4-A,0,102,249.4,250.42,,,nannofossil chalk,with authigenic carbonate,nannofossil chalk,nannofossil chalk with authigenic carbonate,nannofossil chalk with authigenic carbonate,,light gray,2.5Y 8/2 (pale yellow),,,,,non-graded,,,,,,,,Almost ooze-like: maybe drilling disturbance?,,,,353,U1443,A,35,X,4,A,,,,
353-U1443A-35X-5-A,0,54,250.42,250.96,,,nannofossil chalk,with authigenic carbonate,nannofossil chalk,nannofossil chalk with authigenic carbonate,nannofossil chalk with authigenic carbonate,,light gray,2.5Y 8/2 (pale yellow),,,,,non-graded,,,,,,,,Almost ooze-like: maybe drilling disturbance?,,,,353,U1443,A,35,X,5,A,,,,
353-U1443A-35X-CC-A,0,24,250.96,251.2,,,nannofossil chalk,with authigenic carbonate,nannofossil chalk,nannofossil chalk with authigenic carbonate,nannofossil chalk with authigenic carbonate,,light gray,2.5Y 8/2 (pale yellow),,,,,non-graded,,,,,,,,Almost ooze-like: maybe drilling disturbance?,,,,353,U1443,A,35,X,CC,A,,,,
353-U1443A-36X-1-A,0,150,254,255.5,,,nannofossil chalk,with clay,nannofossil chalk,nannofossil chalk with clay,nannofossil chalk with clay,,light gray,2.5Y 8/2 (pale yellow),,,,,non-graded,,,,mottling,,,,,,,,353,U1443,A,36,X,1,A,,,,
353-U1443A-36X-2-A,0,150,255.5,257,,nannofossil rich,nannofossil chalk,with clay,nannofossil chalk,nannofossil chalk with clay,nannofossil chalk with clay,,light gray,2.5Y 8/2 (pale yellow),,,,,non-graded,,,,mottling,,,,Blebs at 140-143 cm,,,,353,U1443,A,36,X,2,A,,,,
353-U1443A-36X-3-A,0,150,257,258.5,,nannofossil rich,nannofossil chalk,with clay,nannofossil chalk,nannofossil chalk with clay,nannofossil chalk with clay,,light gray,2.5Y 8/2 (pale yellow),,,,,non-graded,,,,,,,,,,,,353,U1443,A,36,X,3,A,,,,
353-U1443A-36X-4-A,0,145,258.5,259.95,,,nannofossil chalk,with clay,nannofossil chalk,nannofossil chalk with clay,nannofossil chalk with clay,,light gray,2.5Y 8/2 (pale yellow),,,,,non-graded,,,,,,,,Blebs at 92/93,,,,353,U1443,A,36,X,4,A,,,,
353-U1443A-36X-4-A,0,147,258.5,259.97,,,nannofossil chalk,with clay,nannofossil chalk,nannofossil chalk with clay,nannofossil chalk with clay,,light gray,2.5Y 8/2 (pale yellow),,,,,non-graded,,,,,,,,,,,,353,U1443,A,36,X,4,A,,,,
353-U1443A-36X-4-A,0,150,258.5,260,,,nannofossil chalk,with clay,nannofossil chalk,nannofossil chalk with clay,nannofossil chalk with clay,,light gray,2.5Y 8/2 (pale yellow),,,,,non-graded,,,,,,,,,,,,353,U1443,A,36,X,4,A,,,,
353-U1443A-36X-4-A,145,147,259.95,259.97,,,chert,,chert,chert,chert,,black,2.5YR 3/2 (dusky red),,,,,,,,,,,,,,,,,353,U1443,A,36,X,4,A,,,,
353-U1443A-36X-5-A,0,144,260,261.44,,nannofossil rich,nannofossil chalk,with authigenic carbonate,nannofossil chalk,nannofossil chalk with authigenic carbonate,nannofossil chalk with authigenic carbonate,,light gray,2.5Y 8/2 (pale yellow),irregular,,inclined,,non-graded,,,,,,,,,,,,353,U1443,A,36,X,5,A,,,,
353-U1443A-36X-5-A,0,150,260,261.5,,nannofossil rich,nannofossil chalk,with foraminifers,nannofossil rich nannofossil chalk,nannofossil rich nannofossil chalk with foraminifers,nannofossil chalk with foraminifers,,light gray,2.5Y 8/2 (pale yellow),,,,,non-graded,,,,mottling,,,,,,,,353,U1443,A,36,X,5,A,,,,
353-U1443A-36X-5-A,144,148,261.44,261.48,,,chert,,chert,chert,chert,,black,2.5YR 3/2 (dusky red),,,,,non-graded,,,,,,,,Dark red/ black chert nodule and fragments. Nodule = 5cm long.,,,,353,U1443,A,36,X,5,A,,,,
353-U1443A-36X-5-A,148,150,261.48,261.5,,authigenic carbonate rich,nannofossil chalk,with foraminifers,authigenic carbonate rich nannofossil chalk,authigenic carbonate rich nannofossil chalk with foraminifers,nannofossil chalk with foraminifers,,light gray,2.5Y 8/2 (pale yellow),,,,,non-graded,,,,mottling,,,,,,,,353,U1443,A,36,X,5,A,,,,
353-U1443A-36X-6-A,0,30,261.5,261.8,,authigenic carbonate rich,nannofossil chalk,with foraminifers,authigenic carbonate rich nannofossil chalk,authigenic carbonate rich nannofossil chalk with foraminifers,nannofossil chalk with foraminifers,,light gray,2.5Y 8/2 (pale yellow),,,,,non-graded,,,,,,,,,,,,353,U1443,A,36,X,6,A,,,,
353-U1443A-36X-6-A,30,35,261.8,261.85,,,chert,,chert,chert,chert,,black,2.5YR 3/2 (dusky red),irregular,,inclined,,non-graded,,,,,,,,dark red/ black chert nodule fragments. Drilling disturbance above.,,,,353,U1443,A,36,X,6,A,,,,
353-U1443A-36X-6-A,35,54,261.85,262.04,,authigenic carbonate rich,nannofossil chalk,with foraminifers,authigenic carbonate rich nannofossil chalk,authigenic carbonate rich nannofossil chalk with foraminifers,nannofossil chalk with foraminifers,,light gray,2.5Y 8/2 (pale yellow),,,,,non-graded,,,,,,,,,,,,353,U1443,A,36,X,6,A,,,,
353-U1443A-37X-1-A,0,150,263.7,265.2,,clayey,nannofossil chalk,,clayey nannofossil chalk,clayey nannofossil chalk,nannofossil chalk,,light gray,2.5Y 8/2 (pale yellow),,,,,non-graded,,,,mottling,,,,,,,,353,U1443,A,37,X,1,A,,,,
353-U1443A-37X-2-A,0,150,265.2,266.7,,clayey,nannofossil chalk,,clayey nannofossil chalk,clayey nannofossil chalk,nannofossil chalk,,light gray,2.5Y 8/2 (pale yellow),,,,,non-graded,,,,mottling,,,,,,,,353,U1443,A,37,X,2,A,,,,
353-U1443A-37X-3-A,0,150,266.7,268.2,,clayey,nannofossil chalk,,clayey nannofossil chalk,clayey nannofossil chalk,nannofossil chalk,,light gray,2.5Y 8/2 (pale yellow),,,,,non-graded,,,,mottling,,,,,,,,353,U1443,A,37,X,3,A,,,,
353-U1443A-37X-4-A,0,65,268.2,268.85,,clayey,nannofossil chalk,,clayey nannofossil chalk,clayey nannofossil chalk,nannofossil chalk,,light gray,10YR 8/2 (very pale brown),irregular,,inclined,,non-graded,,,,mottling,,,,Chert is pulverized by the drilling process and chunks range from 1.5 cm down to coarse sand,,,,353,U1443,A,37,X,4,A,,,,
353-U1443A-37X-4-A,65,72,268.85,268.92,,,chert,,chert,chert,chert,,brown,2.5YR 3/2 (dusky red),irregular,,inclined,,non-graded,,,,,,,,,,,,353,U1443,A,37,X,4,A,,,,
353-U1443A-37X-4-A,72,150,268.92,269.7,,clayey,nannofossil chalk,,clayey nannofossil chalk,clayey nannofossil chalk,nannofossil chalk,,light gray,10YR 8/2 (very pale brown),,,,,non-graded,,,,mottling,,,,Grades to paler gray colors over the length of section,,,,353,U1443,A,37,X,4,A,,,,
353-U1443A-37X-5-A,0,151,269.7,271.21,,clayey,nannofossil chalk,,clayey nannofossil chalk,clayey nannofossil chalk,nannofossil chalk,,light gray,2.5Y 8/2 (pale yellow),,,,,non-graded,,,,mottling,,,,Mixture of cream and gray sediment,,,,353,U1443,A,37,X,5,A,,,,
353-U1443A-37X-6-A,0,134,271.21,272.55,,clayey,nannofossil chalk,,clayey nannofossil chalk,clayey nannofossil chalk,nannofossil chalk,,light gray,2.5Y 8/2 (pale yellow),,,,thin bed,non-graded,,,,mottling,,,,,,,,353,U1443,A,37,X,6,A,,,,
353-U1443A-37X-6-A,134,137,272.55,272.58,,,chert,,chert,chert,chert,,brown,2.5YR 3/2 (dusky red),irregular,,inclined,,non-graded,,,,,,,,,,,,353,U1443,A,37,X,6,A,,,,
353-U1443A-37X-6-A,137,140,272.58,272.61,,clayey,nannofossil chalk,,clayey nannofossil chalk,clayey nannofossil chalk,nannofossil chalk,,light gray,2.5Y 8/2 (pale yellow),,,,thin bed,non-graded,,,,mottling,,,,,,,,353,U1443,A,37,X,6,A,,,,
353-U1443A-37X-CC-A,0,23,272.61,272.84,,clayey,nannofossil chalk,,clayey nannofossil chalk,clayey nannofossil chalk,nannofossil chalk,,light gray,2.5YR 8/2 (pinkish white),,,,,non-graded,,,,mottling,,,,,,,,353,U1443,A,37,X,CC,A,,,,
353-U1443A-38X-1-A,0,2,272.4,272.42,,,chert,,chert,chert,chert,,brown,2.5YR 3/2 (dusky red),irregular,,inclined,,non-graded,,,,,,,,Two ~7cm long Chert fragments,,,,353,U1443,A,38,X,1,A,,,,
353-U1443A-38X-1-A,2,150,272.42,273.9,,clayey,nannofossil chalk,,clayey nannofossil chalk,clayey nannofossil chalk,nannofossil chalk,,light gray,2.5Y 8/2 (pale yellow),,,,,non-graded,,,,mottling,,,,,,,,353,U1443,A,38,X,1,A,,,,
353-U1443A-38X-2-A,0,150,273.9,275.4,,clayey,nannofossil chalk,,clayey nannofossil chalk,clayey nannofossil chalk,nannofossil chalk,,light gray,2.5Y 8/2 (pale yellow),,,,,non-graded,,,,mottling,,,,,,,,353,U1443,A,38,X,2,A,,,,
353-U1443A-38X-3-A,0,150,275.4,276.9,,clayey,nannofossil chalk,with foraminifers,clayey nannofossil chalk,clayey nannofossil chalk with foraminifers,nannofossil chalk with foraminifers,,light gray,2.5Y 8/2 (pale yellow),,,,,non-graded,,,,mottling,,,,,,,,353,U1443,A,38,X,3,A,,,,
353-U1443A-38X-4-A,0,111,276.9,278.01,,clayey,nannofossil chalk,with foraminifers,clayey nannofossil chalk,clayey nannofossil chalk with foraminifers,nannofossil chalk with foraminifers,,light gray,2.5Y 8/2 (pale yellow),,,,,non-graded,,,,mottling,,,,,,,,353,U1443,A,38,X,4,A,,,,
353-U1443A-38X-5-A,0,2,278.01,278.03,,,chert,,chert,chert,chert,,brown,2.5YR 3/2 (dusky red),irregular,,inclined,,non-graded,,,,,,,,Two ~7cm long Chert fragments,,,,353,U1443,A,38,X,5,A,,,,
353-U1443A-38X-5-A,2,58,278.03,278.59,,clayey,nannofossil chalk,with foraminifers,clayey nannofossil chalk,clayey nannofossil chalk with foraminifers,nannofossil chalk with foraminifers,,light gray,2.5Y 8/2 (pale yellow),irregular,,inclined,,non-graded,,,,mottling,,,,,,,,353,U1443,A,38,X,5,A,,,,
353-U1443A-38X-5-A,58,61,278.59,278.62,,,chert,,chert,chert,chert,,brown,2.5YR 3/2 (dusky red),irregular,,inclined,,non-graded,,,,,,,,Band of fragmented chert,,,,353,U1443,A,38,X,5,A,,,,
353-U1443A-38X-5-A,61,78,278.62,278.79,,clayey,nannofossil chalk,with foraminifers,clayey nannofossil chalk,clayey nannofossil chalk with foraminifers,nannofossil chalk with foraminifers,,brown,2.5Y 8/2 (pale yellow),,,,,non-graded,,,,mottling,,,,,,,,353,U1443,A,38,X,5,A,,,,
353-U1443A-38X-CC-A,0,35,278.79,279.14,,clayey,nannofossil chalk,with foraminifers,clayey nannofossil chalk,clayey nannofossil chalk with foraminifers,nannofossil chalk with foraminifers,,brown,2.5Y 8/2 (pale yellow),,,,,non-graded,,,,mottling,,,,,,,,353,U1443,A,38,X,CC,A,,,,
353-U1443A-39X-1-A,0,84,282.1,282.94,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,,brown,7.5YR 8.5/2 (pinkish white),,,,,non-graded,,,,mottling,,,,Iron oxide specks and mottling visble throughout the section. There are also foraminifera that are visible in the smear slide.,,,,353,U1443,A,39,X,1,A,,,,
353-U1443A-39X-1-A,84,119,282.94,283.29,,nannofossil rich,clay,with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,,brown,7.5YR 8.5/2 (pinkish white),,,,,non-graded,,,,mottling,,,,More distinct bioturbation features and more frequent dark grey dots,,,,353,U1443,A,39,X,1,A,,,,
353-U1443A-39X-1-A,119,150,283.29,283.6,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,,brown,7.5YR 8.5/2 (pinkish white),,,,,non-graded,,,,mottling,,,,,,,,353,U1443,A,39,X,1,A,,,,
353-U1443A-39X-2-A,0,54,283.6,284.14,,clayey,nannofossil chalk,,clayey nannofossil chalk,clayey nannofossil chalk,nannofossil chalk,,brown,7.5YR 8.5/2 (pinkish white),irregular,scoured,,,non-graded,,,,mottling,,,,,,,,353,U1443,A,39,X,2,A,,,,
353-U1443A-39X-2-A,54,68,284.14,284.28,,clayey,nannofossil chalk,with foraminifers,clayey nannofossil chalk,clayey nannofossil chalk with foraminifers,nannofossil chalk with foraminifers,,white,7.5YR 9/2 (pale yellowish pink),planar,sharp,horizontal,,non-graded,,,,,,,,Large bioturbation deposit containing pinkish white color of mottles from previous section,,,,353,U1443,A,39,X,2,A,,,,
353-U1443A-39X-2-A,68,151,284.28,285.11,,clayey,nannofossil chalk,,clayey nannofossil chalk,clayey nannofossil chalk,nannofossil chalk,,brown,7.5YR 8.5/2 (pinkish white),,,,,non-graded,,,,mottling,,,,Brownish color banding from 82 to 103. Increase in size of darkish gray dots/blebs that contain iron oxides. This portion contains foraminifera and clay.,,,,353,U1443,A,39,X,2,A,,,,
353-U1443A-39X-3-A,0,132,285.11,286.43,,clayey,nannofossil chalk,with foraminifers,clayey nannofossil chalk,clayey nannofossil chalk with foraminifers,nannofossil chalk with foraminifers,,brown,10YR 7/3 (very pale brown),,,,,non-graded,,,,mottling,,,,Lighter-to-darker color gradation from top to the bottom of the section. Burrows visible in top 30 cm and a brown band at 55-57 cm. Sharp pinkish horizontal scour at 108 cm divides paler and darker sediment.,,,,353,U1443,A,39,X,3,A,,,,
353-U1443A-39X-4-A,0,151,286.43,287.94,,authigenic carbonate rich,nannofossil chalk,with clay,authigenic carbonate rich nannofossil chalk,authigenic carbonate rich nannofossil chalk with clay,nannofossil chalk with clay,,brown,7.5YR 9/2 (pale yellowish pink),,,,,non-graded,,,,mottling,,,,Strong bioturbational features with burrows and blebs and mottles. There are many black-to-gray blebs (~2mm diameter) from 87 cm onwards.,,,,353,U1443,A,39,X,4,A,,,,
353-U1443A-39X-5-A,0,149,287.94,289.43,,clayey,nannofossil chalk,with authigenic carbonate,clayey nannofossil chalk,clayey nannofossil chalk with authigenic carbonate,nannofossil chalk with authigenic carbonate,,brown,7.5YR 9/2 (pale yellowish pink),,,,,non-graded,,,,mottling,,,,"Less mottling than previous section, containing darkish-gray banding throughout. Bottom 97 - 150 cm shows bedding-type deposits interchanging between 7.5YR 9/2 pink and N 8/ darkish gray colored sediment",,,,353,U1443,A,39,X,5,A,,,,
353-U1443A-39X-CC-A,0,33,289.43,289.76,,clayey,nannofossil chalk,with authigenic carbonate,clayey nannofossil chalk,clayey nannofossil chalk with authigenic carbonate,nannofossil chalk with authigenic carbonate,,brown,7.5YR 9/2 (pale yellowish pink),,,,,non-graded,,,,mottling,,,,,,,,353,U1443,A,39,X,CC,A,,,,
353-U1443A-40X-1-A,0,135,291.8,293.15,,,calcareous chalk,with clay,calcareous chalk,calcareous chalk with clay,calcareous chalk with clay,,brown,7.5YR 9/2 (pale yellowish pink),,,,,non-graded,,,,mottling,,,,Strong bioturbational features with burrows and blebs and mottles.,,,,353,U1443,A,40,X,1,A,,,,
353-U1443A-40X-1-A,135,148,293.15,293.28,,,calcareous chalk,with clay,calcareous chalk,calcareous chalk with clay,calcareous chalk with clay,,brown,7.5YR 9/2 (pale yellowish pink),planar,sharp,,,non-graded,,,,,,,,,,,,353,U1443,A,40,X,1,A,,,,
353-U1443A-40X-1-A,148,150,293.28,293.3,,,calcareous chalk,with clay,calcareous chalk,calcareous chalk with clay,calcareous chalk with clay,,brown,7.5YR 9/2 (pale yellowish pink),irregular,,,,non-graded,,,,mottling,,,,Strong bioturbational features with burrows and blebs and mottles.,,,,353,U1443,A,40,X,1,A,,,,
353-U1443A-40X-2-A,0,38,293.3,293.68,,,calcareous chalk,with clay,calcareous chalk,calcareous chalk with clay,calcareous chalk with clay,,brown,7.5YR 9/2 (pale yellowish pink),,,,,non-graded,,,,mottling,,,,Strong bioturbational features with burrows and blebs and mottles.,,,,353,U1443,A,40,X,2,A,,,,
353-U1443A-40X-2-A,38,52,293.68,293.82,,,calcareous chalk,with clay,calcareous chalk,calcareous chalk with clay,calcareous chalk with clay,,brown,7.5YR 9/2 (pale yellowish pink),,,,,non-graded,,,,,,,,,,,,353,U1443,A,40,X,2,A,,,,
353-U1443A-40X-2-A,52,110,293.82,294.4,,,calcareous chalk,with clay,calcareous chalk,calcareous chalk with clay,calcareous chalk with clay,,brown,7.5YR 9/2 (pale yellowish pink),,,,,non-graded,,,,mottling,,,,Strong bioturbational features with burrows and blebs and mottles.,,,,353,U1443,A,40,X,2,A,,,,
353-U1443A-40X-2-A,110,150,294.4,294.8,,,calcareous chalk,with clay,calcareous chalk,calcareous chalk with clay,calcareous chalk with clay,,brown,10YR 9/2 (pale orange yellow),,,,,non-graded,,,,mottling,,,,Faint color changing related to mottling.,,,,353,U1443,A,40,X,2,A,,,,
353-U1443A-40X-3-A,0,150,294.8,296.3,,,calcareous chalk,with clay,calcareous chalk,calcareous chalk with clay,calcareous chalk with clay,,brown,10YR 9/2 (pale orange yellow),,,,,non-graded,,,,mottling,,,,Faint color changing related to mottling.,,,,353,U1443,A,40,X,3,A,,,,
353-U1443A-40X-4-A,0,120,296.3,297.5,,,calcareous chalk,with clay,calcareous chalk,calcareous chalk with clay,calcareous chalk with clay,,brown,10YR 9/2 (pale orange yellow),,,,,non-graded,,,,mottling,,,,Faint color changing related to mottling. Some black dots at 85 and 121-136 cm.,,,,353,U1443,A,40,X,4,A,,,,
353-U1443A-40X-4-A,120,150,297.5,297.8,,,calcareous chalk,with clay,calcareous chalk,calcareous chalk with clay,calcareous chalk with clay,,white,7.5YR 8.5/2 (pinkish white),,,,,non-graded,,,,mottling,,,,,,,,353,U1443,A,40,X,4,A,,,,
353-U1443A-40X-5-A,0,150,297.8,299.3,,,calcareous chalk,with clay,calcareous chalk,calcareous chalk with clay,calcareous chalk with clay,,white,7.5YR 8.5/2 (pinkish white),,,,,non-graded,,,,mottling,,,shell fragment,Two shell fragment layers at 48-49 and 52-54 cm.,,,,353,U1443,A,40,X,5,A,,,,
353-U1443A-40X-6-A,0,143,299.3,300.73,,,calcareous chalk,with clay,calcareous chalk,calcareous chalk with clay,calcareous chalk with clay,,white,7.5YR 8.5/2 (pinkish white),,,,,non-graded,,,,mottling,,,,,,,,353,U1443,A,40,X,6,A,,,,
353-U1443A-40X-7-A,0,7,300.73,300.8,,,calcareous chalk,with clay,calcareous chalk,calcareous chalk with clay,calcareous chalk with clay,,white,7.5YR 8.5/2 (pinkish white),planar,sharp,horizontal,,non-graded,,,,mottling,,,,,,,,353,U1443,A,40,X,7,A,,,,
353-U1443A-40X-7-A,7,14,300.8,300.87,,,porcellanite,,porcellanite,porcellanite,porcellanite,,brown,7.5YR 6/3 (light brown),irregular,sharp,sub-horizontal,,non-graded,,,,,,,,,,,,353,U1443,A,40,X,7,A,,,,
353-U1443A-40X-7-A,14,54,300.87,301.27,,,calcareous chalk,with clay,calcareous chalk,calcareous chalk with clay,calcareous chalk with clay,,white,7.5YR 8.5/2 (pinkish white),,,,,non-graded,,,,mottling,,,,,,,,353,U1443,A,40,X,7,A,,,,
353-U1443A-40X-CC-A,0,41,301.27,301.68,,,calcareous chalk,with clay,calcareous chalk,calcareous chalk with clay,calcareous chalk with clay,,white,7.5YR 8.5/2 (pinkish white),,,,,non-graded,,,,mottling,,,,,,,,353,U1443,A,40,X,CC,A,,,,
353-U1443A-41X-1-A,0,150,301.5,303,,,calcareous chalk,with clay,calcareous chalk,calcareous chalk with clay,calcareous chalk with clay,,white,7.5YR 8.5/2 (pinkish white),,,,,non-graded,,,,mottling,,,,,,,,353,U1443,A,41,X,1,A,,,,
353-U1443A-41X-2-A,0,63,303,303.63,,,calcareous chalk,with clay,calcareous chalk,calcareous chalk with clay,calcareous chalk with clay,,white,7.5YR 8.5/2 (pinkish white),planar,sharp,horizontal,,non-graded,,,,mottling,,,,,,,,353,U1443,A,41,X,2,A,,,,
