Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithification,MAJ Lith. Prefix,MAJ Lith. Principal name,Texture Rank,MAJ Lith. Suffix,MAJ Lith. prefix+name+suffix [read only],"FACIES (neritic, hemipelagic, pelagic)",MAJ lith color (simple),Fossil,Sedimentary structure,Diagenetic structure,Layer or bedding thickness,Bioturbation intensity,Bioturbation intensity rank [read only],Bottom contact or boundary definition,Bottom contact or boundary attitude,General interval comment,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W
356-U1459C-8R-CC-A,5,18,234.05,234.18,lithified [B84],dolomitic,packstone [E&K72; D62],3,with quartz,dolomitic packstone with quartz,hemipelagic,cream,,,,,absent [B06],0,,,"Lithified, cream, dolomitic packstone with quartz. Hemipelagic.",,,,356,U1459,C,8,R,CC,A
356-U1459C-9R-CC-A,0,5,238.8,238.85,partially lithified,,packstone [E&K72; D62],3,,packstone,hemipelagic,cream,,,,,absent [B06],0,,,"Partially lithified, cream packstone. Hemipelagic",,,,356,U1459,C,9,R,CC,A
356-U1459C-10R-CC-A,0,20,243.6,243.8,partially lithified,dolomitic,packstone [E&K72; D62],3,with quartz,dolomitic packstone with quartz,hemipelagic,cream,,,,,absent [B06],0,,,"Partially lithified, cream dolomitic packstone with quarrtz. Hemipelagic",,,,356,U1459,C,10,R,CC,A
356-U1459C-11R-1-A,0,2,248.4,248.42,partially lithified,dolomitic,packstone [E&K72; D62],3,,dolomitic packstone,hemipelagic,brown,,,,,absent [B06],0,,,"Partly lithified, creamy brown, dolomitic packstone",,,,356,U1459,C,11,R,1,A
356-U1459C-11R-1-A,2,98,248.42,249.38,partially lithified,dolomitic,packstone [E&K72; D62],3,,dolomitic packstone,hemipelagic,creamy brown,,,dissolution cavities,,absent [B06],0,,,"Moderately lithified, creamy brown, dolomitic packstone, mm-scale dissolution cavities. Hemipelagic",,,,356,U1459,C,11,R,1,A
356-U1459C-12R-1-A,0,68,253.2,253.88,partially lithified,,dolostone [USGS],,,dolostone,hemipelagic,brown,,,,,absent [B06],0,,,Partially lithified brown dolostone. Texture and structure are massive. Glauconite-rich layer is contained (37--39 cm depth).,,,,356,U1459,C,12,R,1,A
356-U1459C-13R-1-A,0,30,258.0,258.3,partially lithified,,dolostone [USGS],,,dolostone,hemipelagic,beige,,,,,absent [B06],0,,,Partially lithified beige dolostone. Lithification is less than perfect and the samples can be scratched. No recognizable fossil is visible. No internal texture or structure recognized perhaps because of dolomitization.,,,,356,U1459,C,13,R,1,A
356-U1459C-14R-1-A,0,59,262.8,263.39,unlithified [Leg194],,dolostone [USGS],,with foraminifers [2014],dolostone with foraminifers,hemipelagic,beige,echinoderm,,,,absent [B06],0,sharp,horizontal,Unlithified beige dolostone with small benthic foraminifers and echinoderm fragments. at the bottom part of the sediments glauconite at low percentage is visible.,,,,356,U1459,C,14,R,1,A
356-U1459C-14R-1-A,0,59,262.8,263.39,,,,,,,,,foraminifera (small benthic),,,,,,,,,,,,356,U1459,C,14,R,1,A
356-U1459C-14R-1-A,59,150,263.39,264.3,lithified [B84],,dolostone [USGS],,with glauconite [2014],dolostone with glauconite,hemipelagic,beige,,,,,absent [B06],0,,,Lithified dolostone with glauconite. Galuconite is not distributed evenly in the section and in some cases it consists of higher percentage layers.,,,,356,U1459,C,14,R,1,A
356-U1459C-14R-2-A,0,67,264.3,264.97,lithified [B84],,dolostone [USGS],,,dolostone,hemipelagic,beige,,,,,absent [B06],0,,,Lithified dolostone with glauconite. Glauconite is not distributed evenly in the section and in some cases it consists of higher percentage surfaces.,,,,356,U1459,C,14,R,2,A
356-U1459C-14R-2-A,67,83,264.97,265.13,lithified [B84],,dolostone [USGS],,with glauconite [2014],dolostone with glauconite,hemipelagic,creamy gray,,,,,absent [B06],0,,,Creamy gray lithified dolostone with glauconite-rich layers. Glauconite is not distributed evenly and in some parts shows thicker layers and higher concentration.,,,,356,U1459,C,14,R,2,A
356-U1459C-14R-CC-A,0,9,265.13,265.22,lithified [B84],,dolostone [USGS],,with glauconite [2014],dolostone with glauconite,hemipelagic,creamy gray,,,,,absent [B06],0,,,Creamy gray lithified dolostone with glauconite.,,,,356,U1459,C,14,R,CC,A
356-U1459C-15R-1-A,0,128,267.6,268.88,lithified [B84],,dolostone [USGS],,,dolostone,hemipelagic,light brown,,,,,absent [B06],0,,,"Lithified light brown dolostone. In the upper part of the section (19--24 cm), medium sand grain size glauconite contain.",,,,356,U1459,C,15,R,1,A
356-U1459C-15R-CC-A,5,18,268.93,269.06,lithified [B84],,dolostone [USGS],,,dolostone,hemipelagic,light brown,,,,,absent [B06],0,,,Lithified light brown dolostone. Medium sand grain size glauconite contain throughout the section.,,,,356,U1459,C,15,R,CC,A
356-U1459C-16R-1-A,0,58,272.4,272.98,lithified [B84],,dolostone [USGS],,,dolostone,hemipelagic,light brown,,,,,absent [B06],0,wavy,horizontal,Lithified light brown dolostone. Texture and structure are absent.,,,,356,U1459,C,16,R,1,A
356-U1459C-16R-1-A,58,81,272.98,273.21,lithified [B84],,dolostone [USGS],,with glauconite [2014],dolostone with glauconite,hemipelagic,light grayish green,,parallel lamination,,,absent [B06],0,sharp,horizontal,Lithified light brown dolostone with glauconite. the bed contains parallel lamination.,,,,356,U1459,C,16,R,1,A
356-U1459C-16R-1-A,81,85,273.21,273.25,lithified [B84],,dolostone [USGS],,,dolostone,hemipelagic,light brown,,parallel lamination,,,absent [B06],0,sharp,horizontal,Lithified light brown dolostone. the bed contains parallel lamination.,,,,356,U1459,C,16,R,1,A
356-U1459C-16R-1-A,85,121,273.25,273.61,lithified [B84],,dolostone [USGS],,,dolostone,hemipelagic,light brown,,,,,absent [B06],0,,,Lithified light brown dolostone. Several glauconite patches contain.,,,,356,U1459,C,16,R,1,A
356-U1459C-16R-CC-A,0,13,273.61,273.74,lithified [B84],,dolostone [USGS],,,dolostone,hemipelagic,light brown,,,,,absent [B06],0,,,Lithified light brown dolostone. Texture and structure are massive.,,,,356,U1459,C,16,R,CC,A
356-U1459C-16R-CC-A,13,18,273.74,273.79,,,,,,,,,,,,,,,,,Sample to 'paleo',,,,356,U1459,C,16,R,CC,A
356-U1459C-16R-CC-A,18,23,273.79,273.84,lithified [B84],,dolostone [USGS],,,dolostone,hemipelagic,light brown,,,,,absent [B06],0,,,Lithified light brown dolostone. Texture and structure are massive.,,,,356,U1459,C,16,R,CC,A
356-U1459C-17R-1-A,0,24,277.2,277.44,lithified [B84],,dolostone [USGS],,with glauconite [2014],dolostone with glauconite,hemipelagic,brown,,,,,absent [B06],0,sharp,horizontal,Lithified brown dolostone with glauconite.,,,,356,U1459,C,17,R,1,A
356-U1459C-17R-1-A,24,84,277.44,278.04,lithified [B84],glauconite rich,dolostone [USGS],,,glauconite rich dolostone,hemipelagic,light greenish gray,,parallel lamination,,,absent [B06],0,sharp,horizontal,Lithified light greenish gray glauconite-rich dolostone. The bed contains parallel laminae.,,,,356,U1459,C,17,R,1,A
356-U1459C-17R-1-A,84,117,278.04,278.37,lithified [B84],,dolostone [USGS],,,dolostone,hemipelagic,brown,,parallel lamination,,,absent [B06],0,,,Lithified light greenish gray glauconite-rich dolostone. The bed contains parallel laminae.,,,,356,U1459,C,17,R,1,A
356-U1459C-17R-CC-A,0,5,278.37,278.42,lithified [B84],,dolostone [USGS],,,dolostone,hemipelagic,brown,,,,,absent [B06],0,,,Lithified brown dolostone with glauconite. Texture and structure are massive.,,,,356,U1459,C,17,R,CC,A
356-U1459C-17R-CC-A,5,10,278.42,278.47,,,,,,,,,,,,,,,,,To 'paleo',,,,356,U1459,C,17,R,CC,A
356-U1459C-17R-CC-A,10,25,278.47,278.62,lithified [B84],,dolostone [USGS],,,dolostone,hemipelagic,brown,,,,,,,,,Lithified brown dolostone with glauconite. Texture and structure are massive.,,,,356,U1459,C,17,R,CC,A
356-U1459C-18R-1-A,0,47,282.0,282.47,lithified [B84],,dolostone [USGS],,with glauconite [2014],dolostone with glauconite,hemipelagic,light gray,,,,,absent [B06],0,sharp,horizontal,Lithified mottled dolostone with glauconite. Texture and structure are massive. No visible fossils.,,,,356,U1459,C,18,R,1,A
356-U1459C-18R-1-A,47,70,282.47,282.7,lithified [B84],,dolostone [USGS],,with glauconite [2014],dolostone with glauconite,hemipelagic,gray,,,,,absent [B06],0,sharp,horizontal,Lithified gray dolostone with glauconite. No visible fossils. Texture and structure are massive.,,,,356,U1459,C,18,R,1,A
356-U1459C-18R-1-A,70,94,282.7,282.94,lithified [B84],glauconite rich,dolostone [USGS],,,glauconite rich dolostone,hemipelagic,dark greenish gray,,,,,absent [B06],0,sharp,horizontal,Lithified dark greenish gray glauconite (medium to coarse sand grain size) rich dolostone. No visible fossils. The uppermost part of this bed (70-72 cm depth) shows normal-grading.,,,,356,U1459,C,18,R,1,A
356-U1459C-18R-1-A,94,107,282.94,283.07,lithified [B84],glauconite rich,dolostone [USGS],,,glauconite rich dolostone,hemipelagic,light greenish gray,,,,,absent [B06],0,,,Lithified light greenish gray glauconite (medium sand grain size) rich dolostone. No visible fossils.,,,,356,U1459,C,18,R,1,A
356-U1459C-18R-CC-A,0,16,283.07,283.23,lithified [B84],glauconite rich,dolostone [USGS],,,glauconite rich dolostone,hemipelagic,light greenish gray,,,,,absent [B06],0,,,Lithified light greenish gray glauconite (medium sand grain size) rich dolostone. A good preservation bivalve (10 cm depth).,,,,356,U1459,C,18,R,CC,A
356-U1459C-18R-CC-A,16,21,283.23,283.28,,,,,,,,,,,,,,,,,To 'paleo',,,,356,U1459,C,18,R,CC,A
356-U1459C-19R-CC-A,0,26,286.8,287.06,lithified [B84],,dolostone [USGS],,with glauconite [2014],dolostone with glauconite,hemipelagic,light greenish gray,bivalve,,,,absent [B06],0,,,Lithified light greenish gray dolostone with glanuconite,,,,356,U1459,C,19,R,CC,A
356-U1459C-19R-CC-A,26,30,287.06,287.1,,,,,,,,,,,,,,,,,To 'paleo',,,,356,U1459,C,19,R,CC,A
356-U1459C-20R-1-A,0,134,291.6,292.94,partially lithified,,dolostone [USGS],,with glauconite [2014],dolostone with glauconite,hemipelagic,cream,,,,,absent [B06],0,,,Lithified cream dolostone with rare glauconite. Glauconite-rich bands and patches sporadically contain,,,,356,U1459,C,20,R,1,A
356-U1459C-20R-CC-A,0,17,292.94,293.11,lithified [B84],,dolostone [USGS],,with glauconite [2014],dolostone with glauconite,hemipelagic,cream,,,,,absent [B06],0,,,Lithified cream dolostone with rare glauconite. Glauconite-rich bands and patches sporadically contain,,,,356,U1459,C,20,R,CC,A
356-U1459C-20R-CC-A,17,20,293.11,293.14,,,,,,,,,,,,,,,,,To 'paleo',,,,356,U1459,C,20,R,CC,A
356-U1459C-21R-CC-A,0,8,296.4,296.48,lithified [B84],non-skeletal,chert [MMK88],,,non-skeletal chert,pelagic,light gray,,,,,absent [B06],0,,,Light gray chert,,,,356,U1459,C,21,R,CC,A
356-U1459C-22R-CC-A,0,2,301.2,301.22,,,,,,,,,,,,,,,,,To 'paleo',,,,356,U1459,C,22,R,CC,A
356-U1459C-22R-CC-A,2,12,301.22,301.32,lithified [B84],non-skeletal,chert [MMK88],,,non-skeletal chert,pelagic,light gray,,,,,absent [B06],0,,,Light gray chert. Fragmented due to drilling disturbance.,,,,356,U1459,C,22,R,CC,A
356-U1459C-23R-CC-A,0,2,306.0,306.02,,,,,,,,,,,,,,,,,To 'paleo',,,,356,U1459,C,23,R,CC,A
356-U1459C-23R-CC-A,2,22,306.02,306.22,lithified [B84],non-skeletal,chert [MMK88],,,non-skeletal chert,pelagic,light gray,,,,,absent [B06],0,,,Light gray chert. Fragmented due to drilling disturbance.,,,,356,U1459,C,23,R,CC,A
356-U1459C-24R-CC-A,0,3,310.8,310.83,lithified [B84],non-skeletal,chert [MMK88],,,non-skeletal chert,pelagic,light gray,,,,,absent [B06],0,,,Light gray chert. Fragmented due to drilling disturbance.,,,,356,U1459,C,24,R,CC,A
356-U1459C-24R-CC-A,3,7,310.83,310.87,,,,,,,,,,,,,,,,,To 'paleo',,,,356,U1459,C,24,R,CC,A
356-U1459C-24R-CC-A,9,17,310.89,310.97,lithified [B84],non-skeletal,chert [MMK88],,,non-skeletal chert,pelagic,light gray,,,,,absent [B06],0,,,Light gray chert. Fragmented due to drilling disturbance.,,,,356,U1459,C,24,R,CC,A
356-U1459C-25R-CC-A,0,4,315.6,315.64,lithified [B84],non-skeletal,chert [MMK88],,,non-skeletal chert,pelagic,light gray,,,,,absent [B06],0,,,Light gray chert. Fragmented due to drilling disturbance.,,,,356,U1459,C,25,R,CC,A
356-U1459C-26R-1-A,0,26,320.4,320.66,lithified [B84],glauconite rich,dolostone [USGS],,,glauconite rich dolostone,hemipelagic,creamy gray,,,,,absent [B06],0,,,Lithified creamy gray glauconite-rich dolostone. Grauconite paches contain,,,,356,U1459,C,26,R,1,A
356-U1459C-26R-1-A,26,56,320.66,320.96,lithified [B84],,dolostone [USGS],,with glauconite [2014],dolostone with glauconite,hemipelagic,light greenish gray,,parallel lamination,,,absent [B06],0,,,Lithified light greenish dolostone with glauconite. Grauconite paches contain. Parallel laminae slightly contain,,,,356,U1459,C,26,R,1,A
356-U1459C-26R-1-A,56,61,320.96,321.01,lithified [B84],,chert [MMK88],,,chert,pelagic,black,,,,,absent [B06],0,,,Black chert,,,,356,U1459,C,26,R,1,A
356-U1459C-26R-CC-A,0,12,321.01,321.13,lithified [B84],,chert [MMK88],,,chert,pelagic,dark gray,,,,,absent [B06],0,,,Black chert,,,,356,U1459,C,26,R,CC,A
356-U1459C-26R-CC-A,12,18,321.13,321.19,,,,,,,,,,,,,,,,,To 'paleo',,,,356,U1459,C,26,R,CC,A
356-U1459C-27R-1-A,0,6,325.2,325.26,lithified [B84],,chert [MMK88],,,chert,pelagic,dark gray,,,,,absent [B06],0,,,Dark gray chert,,,,356,U1459,C,27,R,1,A
356-U1459C-27R-1-A,6,35,325.26,325.55,partially lithified,,dolostone [USGS],,with glauconite [2014],dolostone with glauconite,hemipelagic,light brown,,parallel lamination,,,absent [B06],0,,,Partially lithified dolostone with glauconite. The bed contains parallel laminae.,,,,356,U1459,C,27,R,1,A
356-U1459C-27R-CC-A,0,7,325.55,325.62,partially lithified,,dolostone [USGS],,,dolostone,hemipelagic,light brown,,parallel lamination,,,absent [B06],0,,,Partially lithified dolostone. The lowermost part of the bed contains parallel laminae.,,,,356,U1459,C,27,R,CC,A
356-U1459C-27R-CC-A,7,11,325.62,325.66,,,,,,,,,,,,,,,,,To 'paleo',,,,356,U1459,C,27,R,CC,A
356-U1459C-27R-CC-A,11,18,325.66,325.73,partially lithified,,dolostone [USGS],,,dolostone,hemipelagic,light brown,,,,,absent [B06],0,,,Partially lithified light brown dolostone. This bed contains a chert gravel due to drilling disturbance.,,,,356,U1459,C,27,R,CC,A
356-U1459C-28R-1-A,0,12,330.0,330.12,lithified [B84],chert rich,packstone [E&K72; D62],3,with glauconite [2014],chert rich packstone with glauconite,hemipelagic,creamy gray,,wavy lamination,,,absent [B06],0,,,"Poorly lithified, creamy gray chert rich dolomitic packstone with glauconite, and wavy laminations",,,,356,U1459,C,28,R,1,A
356-U1459C-28R-1-A,0,12,330.0,330.12,,dolomitic,,,,dolomitic,,,,,,,,,,,,,,,356,U1459,C,28,R,1,A
356-U1459C-28R-1-A,12,16,330.12,330.16,lithified [B84],chert rich,packstone [E&K72; D62],3,with glauconite [2014],chert rich packstone with glauconite,hemipelagic,light gray,,,,,absent [B06],0,,,"Lithified, light gray chert rich dolomitic packstone mixed with chert.",,,,356,U1459,C,28,R,1,A
356-U1459C-28R-1-A,12,16,330.12,330.16,,dolomitic,,,,dolomitic,,,,,,,,,,,,,,,356,U1459,C,28,R,1,A
356-U1459C-28R-1-A,16,18,330.16,330.18,,,,,,,,,,,,,,,,,Sample to 'paleo',,,,356,U1459,C,28,R,1,A
356-U1459C-28R-1-A,18,21,330.18,330.21,lithified [B84],chert rich,packstone [E&K72; D62],3,with glauconite [2014],chert rich packstone with glauconite,hemipelagic,light greenish gray,,wavy lamination,,,absent [B06],0,wavy,sub-horizontal,"Poorly lithified, light greenish gray chert rich dolomitic packstone with wavy laminations. It becomes more glauconitic towards its contact that is wavy",,,,356,U1459,C,28,R,1,A
356-U1459C-28R-1-A,18,21,330.18,330.21,,dolomitic,,,,dolomitic,,,,,,,,,,,,,,,356,U1459,C,28,R,1,A
356-U1459C-28R-1-A,21,23,330.21,330.23,lithified [B84],mud rich,packstone [E&K72; D62],3,with glauconite [2014],mud rich packstone with glauconite,hemipelagic,light greenish gray,,flaser bedding,,,absent [B06],0,wavy,sub-horizontal,"Poorly lithified, light grayish dolomitic packstone interbedded with brown mud. Contains flaser bedding and a wavy, sub-horizontal bottom contact.",,,,356,U1459,C,28,R,1,A
356-U1459C-28R-1-A,23,27,330.23,330.27,lithified [B84],,chert [MMK88],,,chert,hemipelagic,gray,,,filled cavities,,absent [B06],0,,,"Lithified, gray chert with cement filled cavities with carbonate grains and glauconite",,,,356,U1459,C,28,R,1,A
356-U1459C-28R-CC-A,0,4,330.27,330.31,lithified [B84],chert rich,packstone [E&K72; D62],3,with glauconite [2014],chert rich packstone with glauconite,hemipelagic,light greenish gray,,,,,absent [B06],0,,,"Lithified, mixed, light greenish gray and gray, packstone with chert",,,,356,U1459,C,28,R,CC,A
356-U1459C-28R-CC-A,4,13,330.31,330.4,lithified [B84],,chert [MMK88],,,chert,hemipelagic,dark gray,,,,,absent [B06],0,,,"Microcrystaline chert containing carbonate and filled carbonate. In some instances, the cavities are filled with light green glauconite grainstone.",,,,356,U1459,C,28,R,CC,A
356-U1459C-29R-1-A,0,46,334.8,335.26,lithified [B84],chert rich,packstone [E&K72; D62],3,with glauconite [2014],chert rich packstone with glauconite,hemipelagic,light grayish green,,flaser bedding,,,absent [B06],0,wavy,sub-horizontal,"Lithified, light greneish gray, glauconite rich packstone interbedded with 4 to 8 cm gray chert bands. The glauconite rich intervals contain lenticular and flaser bedding and wavy laminations. The lenticular structures and wavy beds are composed of brown mud.",,,,356,U1459,C,29,R,1,A
356-U1459C-29R-1-A,0,46,334.8,335.26,,,,,,,,,,lenticular bedding,,,,,,,,,,,356,U1459,C,29,R,1,A
356-U1459C-29R-1-A,0,46,334.8,335.26,,,,,,,,,,wavy lamination,,,,,,,"Lithified, light greneish gray, glauconite rich GRAINSTONE interbedded with 4 to 8 cm gray chert bands. The glauconite rich intervals contain lenticular and flaser bedding and wavy laminations. The lenticular structures and wavy beds are composed of brown mud.",,,,356,U1459,C,29,R,1,A
356-U1459C-29R-1-A,46,50,335.26,335.3,lithified [B84],chert rich,packstone [E&K72; D62],3,with mud,chert rich packstone with mud,hemipelagic,creamy greenish gray,,wavy lamination,,,absent [B06],0,,,"Lithified, creamy greenish gray packstone wtih mud and wavy laminations.",,,,356,U1459,C,29,R,1,A
356-U1459C-29R-1-A,50,67,335.3,335.47,lithified [B84],,packstone [E&K72; D62],3,with glauconite [2014],packstone with glauconite,hemipelagic,light grayish green,,,,,absent [B06],0,wavy,sub-horizontal,"Lithified, greenish gray packstone with creamy to brown mud coating forming wavy bands. Basal contact is wavy, sub-horizontal and gradational",,,,356,U1459,C,29,R,1,A
