Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Prefix,Lithology Principal Name,MAJ Lith. prefix+name [read only],Sediment structures,MAJ Lith. color,Bioturbation intensity,Clast abundance,Macrofossil,MAJ Lith. ave. grain size ,Diagenetic constituent,Diagenetic constituent composition,General interval comment,MIN Lith. color,MIN Lith. abundance [%],MIN Lith. ave. grain size ,MIN Lith. ave. grain size rank,MIN Lith. max. grain size ,MIN Lith. max. grain size rank,Lith. abundance sum [%],Bottom contact or boundary type,Bottom contact geometry,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Extra Sample ID Data,Minor Lithology Prefix,Minor Lithology Name,Minor Lithology Suffix,Lithology Suffix
363-U1486D-4H-1-A,0,30,20.2,20.5,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,10Y 8/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,D,4,H,1,A,,,,,
363-U1486D-4H-1-A,30,80,20.5,21,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,10Y 7/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,D,4,H,1,A,,,,,
363-U1486D-4H-1-A,80,117,21,21.37,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,5GY 7/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,D,4,H,1,A,,,,,
363-U1486D-4H-1-A,117,118,21.37,21.38,,ash(tuff) [MMK88m],ash(tuff),,N 3 (very dark gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1486,D,4,H,1,A,,,,,
363-U1486D-4H-1-A,118,143,21.38,21.63,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,5GY 7/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,D,4,H,1,A,,,,,
363-U1486D-4H-1-A,143,145,21.63,21.65,,ash(tuff) [MMK88m],ash(tuff),,5YR 3/2 (dark reddish brown),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1486,D,4,H,1,A,,,,,
363-U1486D-4H-1-A,145,150,21.65,21.7,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,5GY 7/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,D,4,H,1,A,,,,,
363-U1486D-4H-2-A,0,23,21.7,21.93,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,10Y 7/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,D,4,H,2,A,,,,,
363-U1486D-4H-2-A,23,29,21.93,21.99,,ash(tuff) [MMK88m],ash(tuff),,5YR 3/2 (dark reddish brown),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1486,D,4,H,2,A,,,,,
363-U1486D-4H-2-A,29,75,21.99,22.45,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,10Y 7/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,D,4,H,2,A,,,,,
363-U1486D-4H-2-A,75,100,22.45,22.7,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,5GY 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,D,4,H,2,A,,,,,
363-U1486D-4H-3-A,0,30,22.7,23,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,5GY 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,D,4,H,3,A,,,,,
363-U1486D-4H-3-A,30,86,23,23.56,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,D,4,H,3,A,,,,,
363-U1486D-4H-4-A,0,150,23.56,25.06,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,D,4,H,4,A,,,,,
363-U1486D-4H-5-A,0,130,25.06,26.36,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,D,4,H,5,A,,,,,
363-U1486D-4H-5-A,130,150,26.36,26.56,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,10Y 7/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,D,4,H,5,A,,,,,
363-U1486D-4H-6-A,0,45,26.56,27.01,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,10Y 7/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,D,4,H,6,A,,,,,
363-U1486D-4H-6-A,45,100,27.01,27.56,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,5GY 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,D,4,H,6,A,,,,,
363-U1486D-4H-6-A,100,125,27.56,27.81,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,10Y 5/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,D,4,H,6,A,,,,,
363-U1486D-4H-6-A,125,128,27.81,27.84,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,N 3 (very dark gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1486,D,4,H,6,A,,,,,
363-U1486D-4H-6-A,128,151,27.84,28.07,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,10Y 5/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,D,4,H,6,A,,,,,
363-U1486D-4H-7-A,0,123,28.07,29.3,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,5Y 6/4 (pale olive),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,D,4,H,7,A,,,,,
363-U1486D-4H-CC-A,0,74,29.3,30.04,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,D,4,H,CC,A,,,,,
363-U1486D-5H-1-A,0,43,29.7,30.13,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,5GY 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,D,5,H,1,A,,,,,
363-U1486D-5H-1-A,43,77,30.13,30.47,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,10Y 7/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,D,5,H,1,A,,,,,
363-U1486D-5H-1-A,77,108,30.47,30.78,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,D,5,H,1,A,,,,,
363-U1486D-5H-1-A,108,139,30.78,31.09,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,5GY 7/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,D,5,H,1,A,,,,,
363-U1486D-5H-1-A,139,150,31.09,31.2,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,5GY 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,D,5,H,1,A,,,,,
363-U1486D-5H-2-A,0,150,31.2,32.7,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,5GY 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,D,5,H,2,A,,,,,
363-U1486D-5H-3-A,0,126,32.7,33.96,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,5GY 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,D,5,H,3,A,,,,,
363-U1486D-5H-3-A,126,150,33.96,34.2,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,10Y 8/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,D,5,H,3,A,,,,,
363-U1486D-5H-4-A,0,150,34.2,35.7,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,10Y 8/1 (light greenish gray),moderate [DB86],,,,,,Thin ash at 77 cm.,,,,,,,,,,,,,363,U1486,D,5,H,4,A,,,,,
363-U1486D-5H-5-A,0,150,35.7,37.2,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,10Y 8/1 (light greenish gray),moderate [DB86],,,,,,Thin ash at 70 cm.,,,,,,,,,,,,,363,U1486,D,5,H,5,A,,,,,
363-U1486D-5H-6-A,0,123,37.2,38.43,,nannofossil clay [X363],nannofossil clay,,5GY 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,D,5,H,6,A,,,,,
363-U1486D-5H-6-A,123,131,38.43,38.51,,ashy clayey silt [X363],ashy clayey silt,,5YR 4/2 (dark reddish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1486,D,5,H,6,A,,,,,
363-U1486D-5H-6-A,131,150,38.51,38.7,,nannofossil clay [X363],nannofossil clay,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,D,5,H,6,A,,,,,
363-U1486D-5H-7-A,0,75,38.7,39.45,,nannofossil clay [X363],nannofossil clay,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,D,5,H,7,A,,,,,
363-U1486D-5H-CC-A,0,25,39.45,39.7,,nannofossil clay [X363],nannofossil clay,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,D,5,H,CC,A,,,,,
363-U1486D-6H-1-A,0,65,39.2,39.85,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,5Y 6/2 (light olive gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,D,6,H,1,A,,,,,
363-U1486D-6H-1-A,65,67,39.85,39.87,,ash(tuff) [MMK88m],ash(tuff),,10YR 5/2 (grayish brown),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,D,6,H,1,A,,,,,
363-U1486D-6H-1-A,67,114,39.87,40.34,clay-rich foraminifer-rich [X363],nannofossil ooze [Leg339],clay-rich foraminifer-rich nannofossil ooze,,10Y 7/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,D,6,H,1,A,,,,,
363-U1486D-6H-1-A,114,117,40.34,40.37,,ash(tuff) [MMK88m],ash(tuff),,5YR 4/1 (dark gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,D,6,H,1,A,,,,,
363-U1486D-6H-1-A,117,150,40.37,40.7,clay-rich foraminifer-rich [X363],nannofossil ooze [Leg339],clay-rich foraminifer-rich nannofossil ooze,,10Y 7/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,D,6,H,1,A,,,,,
363-U1486D-6H-2-A,0,63,40.7,41.33,clay-rich foraminifer-rich [X363],nannofossil ooze [Leg339],clay-rich foraminifer-rich nannofossil ooze,,10Y 7/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,D,6,H,2,A,,,,,
363-U1486D-6H-2-A,63,150,41.33,42.2,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,5Y 6/2 (light olive gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,D,6,H,2,A,,,,,
363-U1486D-6H-3-A,0,12.8,42.2,42.328,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,5Y 6/2 (light olive gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,D,6,H,3,A,,,,,
363-U1486D-6H-3-A,12.8,13,42.328,42.33,,ash(tuff) [MMK88m],ash(tuff),,10YR 2/1 (black),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,D,6,H,3,A,,,,,
363-U1486D-6H-3-A,13,62,42.33,42.82,clay-rich foraminifer-rich [X363],nannofossil ooze [Leg339],clay-rich foraminifer-rich nannofossil ooze,,10Y 7/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,D,6,H,3,A,,,,,
363-U1486D-6H-3-A,62,64,42.82,42.84,,ash(tuff) [MMK88m],ash(tuff),,10YR 4/2 (dark grayish brown),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,D,6,H,3,A,,,,,
363-U1486D-6H-3-A,64,120,42.84,43.4,clay-rich foraminifer-rich [X363],nannofossil ooze [Leg339],clay-rich foraminifer-rich nannofossil ooze,,10Y 7/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,D,6,H,3,A,,,,,
363-U1486D-6H-3-A,120,150,43.4,43.7,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,5Y 6/2 (light olive gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,D,6,H,3,A,,,,,
363-U1486D-6H-4-A,0,118,43.7,44.88,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,5Y 6/2 (light olive gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,D,6,H,4,A,,,,,
363-U1486D-6H-4-A,118,150,44.88,45.2,clay-rich foraminifer-rich [X363],nannofossil ooze [Leg339],clay-rich foraminifer-rich nannofossil ooze,,10Y 7/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,D,6,H,4,A,,,,,
363-U1486D-6H-5-A,0,46,45.2,45.66,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,5Y 6/2 (light olive gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,D,6,H,5,A,,,,,
363-U1486D-6H-5-A,46,49,45.66,45.69,,ash(tuff) [MMK88m],ash(tuff),,10YR 4/2 (dark grayish brown),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,D,6,H,5,A,,,,,
363-U1486D-6H-5-A,49,86,45.69,46.06,clay-rich foraminifer-rich [X363],nannofossil ooze [Leg339],clay-rich foraminifer-rich nannofossil ooze,,10Y 7/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,D,6,H,5,A,,,,,
363-U1486D-6H-5-A,86,150,46.06,46.7,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,5Y 6/2 (light olive gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,D,6,H,5,A,,,,,
363-U1486D-6H-6-A,0,109,46.7,47.79,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,5Y 6/2 (light olive gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,D,6,H,6,A,,,,,
363-U1486D-6H-6-A,109,123,47.79,47.93,clay-rich foraminifer-rich [X363],nannofossil ooze [Leg339],clay-rich foraminifer-rich nannofossil ooze,,10Y 7/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,D,6,H,6,A,,,,,
363-U1486D-6H-6-A,123,150,47.93,48.2,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,5Y 6/2 (light olive gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,D,6,H,6,A,,,,,
363-U1486D-6H-7-A,0,67,48.2,48.87,clay-rich foraminifer-rich [X363],nannofossil ooze [Leg339],clay-rich foraminifer-rich nannofossil ooze,,10Y 7/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,D,6,H,7,A,,,,,
363-U1486D-6H-CC-A,0,21,48.87,49.08,clay-rich foraminifer-rich [X363],nannofossil ooze [Leg339],clay-rich foraminifer-rich nannofossil ooze,,10Y 7/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,D,6,H,CC,A,,,,,
363-U1486D-7H-1-A,0,3,48.7,48.73,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,5Y 6/2 (light olive gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,D,7,H,1,A,,,,,
363-U1486D-7H-1-A,3,4,48.73,48.74,,ash(tuff) [MMK88m],ash(tuff),,10YR 2/1 (black),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,D,7,H,1,A,,,,,
363-U1486D-7H-1-A,4,150,48.74,50.2,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,5Y 6/2 (light olive gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,D,7,H,1,A,,,,,
363-U1486D-7H-2-A,0,150,50.2,51.7,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,5Y 6/2 (light olive gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,D,7,H,2,A,,,,,
363-U1486D-7H-3-A,0,15,51.7,51.85,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,5Y 6/2 (light olive gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,D,7,H,3,A,,,,,
363-U1486D-7H-3-A,15,16,51.85,51.86,,ash(tuff) [MMK88m],ash(tuff),,5YR 4/2 (dark reddish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,D,7,H,3,A,,,,,
363-U1486D-7H-3-A,16,74,51.86,52.44,clay-rich foraminifer-rich [X363],nannofossil ooze [Leg339],clay-rich foraminifer-rich nannofossil ooze,,10Y 7/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,D,7,H,3,A,,,,,
363-U1486D-7H-3-A,74,80,52.44,52.5,,ash(tuff) [MMK88m],ash(tuff),,5YR 4/1 (dark gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,D,7,H,3,A,,,,,
