Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Lithology Prefix,Lithology Principal Name,Lithology Suffix,Lithology prefix+name [read only],Lithology prefix+name+suffix [read only],Lithology name+suffix [read only],Lithology  abundance [%],Lithology color (simple),Bottom contact or boundary geometry,Bottom contact or boundary attitude,Bedding thickness of MAJOR lithology,Interbed lithology,Thickness of interbeds,INTERPRETATION - Turbiditic or Hemipelagic,TEPHRA type,Sedimentary structure,Sedimentary structure comment,Diagenetic structure,Macrofossil,General interval comment,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W
354-U1450A-62F-3-A,0,110,297.3,298.4,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,gray,,,medium bed [B01],silt [Leg210],thin bed [B01],T,,mottling [BJ80],,,,,,,,354,U1450,A,62,F,3,A
354-U1450A-62F-4-A,0,72,298.41,299.13,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,gray,,,medium bed [B01],silt [Leg210],thin bed [B01],T,,mottling [BJ80],,,,,,,,354,U1450,A,62,F,4,A
354-U1450A-62F-CC-A,0,18,299.13,299.31,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,gray,,,medium bed [B01],silt [Leg210],thin bed [B01],T,,mottling [BJ80],,,,,,,,354,U1450,A,62,F,CC,A
354-U1450A-64F-1-A,0,9,303.9,303.99,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,gray,sharp planar,horizontal,thin bed [B01],silt [Leg210],lamina [M&W53],,,,,,,,,,,354,U1450,A,64,F,1,A
354-U1450A-64F-1-A,9,37,303.99,304.27,,clayey [Leg339],silt [Leg210],,clayey silt,clayey silt,silt,,gray,sharp planar,horizontal,,,,,,normally graded,,,,,,,,354,U1450,A,64,F,1,A
354-U1450A-64F-1-A,9,37,303.99,304.27,,,,,,,,,,,,,,,,,parallel lamination,,,,,,,,354,U1450,A,64,F,1,A
354-U1450A-64F-1-A,37,67,304.27,304.57,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,gray,,,thin bed [B01],silt [Leg210],lamina [M&W53],,,,,,,,,,,354,U1450,A,64,F,1,A
354-U1450A-64F-2-A,0,30,304.57,304.87,,clayey [Leg339],silt [Leg210],,clayey silt,clayey silt,silt,,gray,gradational,,,,,,,parallel lamination,,,,,,,,354,U1450,A,64,F,2,A
354-U1450A-64F-2-A,30,90,304.87,305.47,,,sand [Leg210],,sand,sand,sand,,dark gray,,,,,,,,,,,,,,,,354,U1450,A,64,F,2,A
354-U1450A-64F-3-A,0,96,305.47,306.43,,,sand [Leg210],,sand,sand,sand,,dark gray,,,,,,,,,,,,,,,,354,U1450,A,64,F,3,A
354-U1450A-64F-CC-A,0,5,306.43,306.48,,,sand [Leg210],,sand,sand,sand,,dark gray,,,,,,,,,,,,,,,,354,U1450,A,64,F,CC,A
354-U1450A-66F-1-A,0,150,313.4,314.9,,silty [Leg339],sand [Leg210],with mica,silty sand,silty sand with mica,sand with mica,,dark gray,,,,,,,,,,,,,,,,354,U1450,A,66,F,1,A
354-U1450A-66F-2-A,0,76,314.9,315.66,,,sand [Leg210],with mica,sand,sand with mica,sand with mica,,dark gray,,,,,,,,,,,,,,,,354,U1450,A,66,F,2,A
354-U1450A-68F-1-A,0,6,322.9,322.96,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,dark gray,gradational,horizontal,,,,T,,,,,,,,,,354,U1450,A,68,F,1,A
354-U1450A-68F-1-A,6,21,322.96,323.11,,silty [Leg339],sand [Leg210],with mica,silty sand,silty sand with mica,sand with mica,,dark gray,sharp planar,sub-horizontal,,,,T,,,,,,Fine sand,,,,354,U1450,A,68,F,1,A
354-U1450A-68F-1-A,21,56,323.11,323.46,,,clay [Leg210],,clay,clay,clay,,dark gray,sharp planar,horizontal,medium bed [B01],silt [Leg210],lamina [M&W53],T,,,,,,,,,,354,U1450,A,68,F,1,A
354-U1450A-68F-1-A,56,64,323.46,323.54,,silty [Leg339],sand [Leg210],with mica,silty sand,silty sand with mica,sand with mica,,dark gray,sharp planar,horizontal,,,,T,,,,,,Fine sand,,,,354,U1450,A,68,F,1,A
354-U1450A-68F-1-A,64,70,323.54,323.6,,,clay [Leg210],,clay,clay,clay,,dark gray,,,,,,T,,,,,,,,,,354,U1450,A,68,F,1,A
354-U1450A-68F-1-A,70,77,323.6,323.67,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,dark gray,sharp planar,horizontal,,,,T,,,,,,,,,,354,U1450,A,68,F,1,A
354-U1450A-68F-1-A,77,83,323.67,323.73,,clayey [Leg339],silt [Leg210],with mica,clayey silt,clayey silt with mica,silt with mica,,dark gray,sharp planar,horizontal,,,,T,,,,,,,,,,354,U1450,A,68,F,1,A
354-U1450A-68F-1-A,83,106,323.73,323.96,,silty [Leg339],sand [Leg210],with mica,silty sand,silty sand with mica,sand with mica,,dark gray,sharp irregular,sub-vertical,,,,T,,,,,,Fine Sand,,,,354,U1450,A,68,F,1,A
354-U1450A-68F-1-A,106,113,323.96,324.03,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,dark gray,sharp planar,sub-horizontal,,,,T,,,,,,,,,,354,U1450,A,68,F,1,A
354-U1450A-68F-1-A,113,122,324.03,324.12,,clayey [Leg339],silt [Leg210],with mica,clayey silt,clayey silt with mica,silt with mica,,dark gray,sharp planar,horizontal,,,,T,,,,,,,,,,354,U1450,A,68,F,1,A
354-U1450A-68F-1-A,122,150,324.12,324.4,,,sand [Leg210],with mica,sand,sand with mica,sand with mica,,dark gray,,,,,,T,,,,,,,,,,354,U1450,A,68,F,1,A
354-U1450A-68F-2-A,0,150,324.4,325.9,,silty [Leg339],sand [Leg210],,silty sand,silty sand,sand,,dark gray,,,,,,T,,,,,,"Drilling disturbance, suck-in structure of dark gray clayey silt from 10 to 150 cm.",,,,354,U1450,A,68,F,2,A
354-U1450A-68F-3-A,0,139,325.9,327.29,,silty [Leg339],sand [Leg210],,silty sand,silty sand,sand,,dark gray,,,,,,T,,,,,,"Drilling disturbance, suck-in structure of dark gray clayey silt in whole section.",,,,354,U1450,A,68,F,3,A
354-U1450A-70F-1-A,0,6,332.4,332.46,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,dark gray,gradational,horizontal,,,,T,,,,,,,,,,354,U1450,A,70,F,1,A
354-U1450A-70F-1-A,6,21,332.46,332.61,,silty [Leg339],sand [Leg210],,silty sand,silty sand,sand,,dark gray,sharp planar,sub-horizontal,,,,T,,,,,,Fine sand,,,,354,U1450,A,70,F,1,A
354-U1450A-70F-1-A,21,56,332.61,332.96,,,clay [Leg210],,clay,clay,clay,,dark gray,sharp planar,horizontal,medium bed [B01],silt [Leg210],lamina [M&W53],T,,,,,,,,,,354,U1450,A,70,F,1,A
354-U1450A-70F-1-A,56,64,332.96,333.04,,silty [Leg339],sand [Leg210],,silty sand,silty sand,sand,,dark gray,sharp planar,horizontal,,,,T,,,,,,Fine sand,,,,354,U1450,A,70,F,1,A
354-U1450A-70F-1-A,64,80,333.04,333.2,,,clay [Leg210],,clay,clay,clay,,dark gray,,,,,,T,,,,,,,,,,354,U1450,A,70,F,1,A
354-U1450A-70F-1-A,80,90,333.2,333.3,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,dark gray,,,,,,,,,,,,,,,,354,U1450,A,70,F,1,A
354-U1450A-70F-2-A,0,16,333.3,333.46,,,clay [Leg210],,clay,clay,clay,,dark gray,sharp planar,horizontal,,,,T,,,,,,Burrow like cutting disturbance from 1 to 6 cm.,,,,354,U1450,A,70,F,2,A
354-U1450A-70F-2-A,16,24,333.46,333.54,,clayey [Leg339],silt [Leg210],,clayey silt,clayey silt,silt,,dark gray,sharp planar,horizontal,,,,T,,,,,,,,,,354,U1450,A,70,F,2,A
354-U1450A-70F-2-A,24,106,333.54,334.36,,silty [Leg339],sand [Leg210],with mica,silty sand,silty sand with mica,sand with mica,,dark gray,,,,,,T,,,,,,Fine sand,,,,354,U1450,A,70,F,2,A
354-U1450A-70F-3-A,0,131,334.36,335.67,,,sand [Leg210],with mica,sand,sand with mica,sand with mica,,dark gray,,,,,,T,,,,,,Fine sand,,,,354,U1450,A,70,F,3,A
354-U1450A-70F-CC-A,0,19,335.67,335.86,,,sand [Leg210],with mica,sand,sand with mica,sand with mica,,dark gray,,,,,,T,,,,,,Fine sand,,,,354,U1450,A,70,F,CC,A
354-U1450A-72F-1-A,0,23,341.9,342.13,,,clay [Leg210],,clay,clay,clay,,greenish gray,sharp irregular,horizontal,,,,H,,mottling [BJ80],,,,,,,,354,U1450,A,72,F,1,A
354-U1450A-72F-1-A,23,109,342.13,342.99,,silty [Leg339],sand [Leg210],with mica,silty sand,silty sand with mica,sand with mica,,dark gray,,,,,,,,,,,,,,,,354,U1450,A,72,F,1,A
354-U1450A-72F-2-A,0,107,342.99,344.06,,silty [Leg339],sand [Leg210],with mica,silty sand,silty sand with mica,sand with mica,,dark gray,,,,,,,,,,,,,,,,354,U1450,A,72,F,2,A
354-U1450A-72F-3-A,0,132,344.06,345.38,,silty [Leg339],sand [Leg210],with mica,silty sand,silty sand with mica,sand with mica,,dark gray,,,,,,,,,,,,,,,,354,U1450,A,72,F,3,A
354-U1450A-72F-CC-A,0,23,345.38,345.61,,silty [Leg339],sand [Leg210],with mica,silty sand,silty sand with mica,sand with mica,,dark gray,,,,,,,,,,,,,,,,354,U1450,A,72,F,CC,A
354-U1450A-74F-1-A,0,129,351.4,352.69,,nannofossil rich,calcareous clay [Leg210],with foraminifers [2014],nannofossil rich calcareous clay,nannofossil rich calcareous clay with foraminifers,calcareous clay with foraminifers,,greenish gray,,,lamina [M&W53],,,H,,mottling [BJ80],,,,,,,,354,U1450,A,74,F,1,A
354-U1450A-74F-1-A,134,146,352.74,352.86,,,calcareous clay [Leg210],,calcareous clay,calcareous clay,calcareous clay,,gray,,,,,,,,,,,,,,,,354,U1450,A,74,F,1,A
354-U1450A-74F-2-A,0,12,352.86,352.98,,nannofossil rich,calcareous clay [Leg210],with foraminifers [2014],nannofossil rich calcareous clay,nannofossil rich calcareous clay with foraminifers,calcareous clay with foraminifers,,greenish gray,,,lamina [M&W53],,,H,,mottling [BJ80],,,,,,,,354,U1450,A,74,F,2,A
354-U1450A-74F-2-A,12,94,352.98,353.8,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,dark gray,,,thin bed [B01],silt [Leg210],very thin bed [B01],T,,,,,,quarz rich turbidites (white silt base),,,,354,U1450,A,74,F,2,A
354-U1450A-74F-2-A,94,134,353.8,354.2,,,silt [Leg210],with mica,silt,silt with mica,silt with mica,,dark gray,,,,,,T,,normally graded,,,,,,,,354,U1450,A,74,F,2,A
354-U1450A-74F-2-A,134,150,354.2,354.36,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,dark gray,,,,,,T,,,,,,,,,,354,U1450,A,74,F,2,A
354-U1450A-74F-3-A,0,90,354.36,355.26,,silty [Leg339],sand [Leg210],with mica,silty sand,silty sand with mica,sand with mica,,dark gray,,,medium bed [B01],clay [Leg210],thin bed [B01],T,,,,,,,,,,354,U1450,A,74,F,3,A
354-U1450A-76F-1-A,0,10,360.9,361.0,,nannofossil rich,calcareous clay [Leg210],,nannofossil rich calcareous clay,nannofossil rich calcareous clay,calcareous clay,,gray,gradational,inclined,,,,H,,,,,,heavily deformed due to core processing,,,,354,U1450,A,76,F,1,A
354-U1450A-76F-1-A,10,88,361.0,361.78,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,dark gray,sharp irregular,sub-horizontal,thin bed [B01],silt [Leg210],thin bed [B01],T,,,,,,,,,,354,U1450,A,76,F,1,A
354-U1450A-76F-1-A,88,108,361.78,361.98,,silty [Leg339],sand [Leg210],with mica,silty sand,silty sand with mica,sand with mica,,dark gray,sharp irregular,inclined,,,,T,,,,,,,,,,354,U1450,A,76,F,1,A
354-U1450A-76F-1-A,108,147,361.98,362.37,,clayey [Leg339],silt [Leg210],with mica,clayey silt,clayey silt with mica,silt with mica,,dark gray,,,,,,T,,,,,,upper 10cm has higher silty clay content,,,,354,U1450,A,76,F,1,A
354-U1450A-76F-2-A,0,145,362.37,363.82,,clayey [Leg339],silt [Leg210],with mica,clayey silt,clayey silt with mica,silt with mica,,dark gray,,,,,,T,,,,,,,,,,354,U1450,A,76,F,2,A
354-U1450A-76F-3-A,0,101,363.82,364.83,,clayey [Leg339],silt [Leg210],with mica,clayey silt,clayey silt with mica,silt with mica,,dark gray,,,,,,T,,,,,,,,,,354,U1450,A,76,F,3,A
354-U1450A-76F-4-A,0,68,364.83,365.51,,clayey [Leg339],silt [Leg210],with mica,clayey silt,clayey silt with mica,silt with mica,,dark gray,,,,,,T,,,,,,,,,,354,U1450,A,76,F,4,A
354-U1450A-76F-CC-A,0,20,365.51,365.71,,clayey [Leg339],silt [Leg210],with mica,clayey silt,clayey silt with mica,silt with mica,,dark gray,,,,,,T,,,,,,,,,,354,U1450,A,76,F,CC,A
354-U1450A-78F,0,126,370.4,371.66,,silty [Leg339],sand [Leg210],with mica,silty sand,silty sand with mica,sand with mica,,dark gray,,,,,,T,,,,,,,,,,354,U1450,A,78,F,,
354-U1450A-78F-2-A,0,58,371.66,372.24,,silty [Leg339],sand [Leg210],with mica,silty sand,silty sand with mica,sand with mica,,dark gray,,,,,,T,,,,,,,,,,354,U1450,A,78,F,2,A
354-U1450A-78F-3-A,0,71,372.24,372.95,,silty [Leg339],sand [Leg210],with mica,silty sand,silty sand with mica,sand with mica,,dark gray,,,,,,T,,,,,,,,,,354,U1450,A,78,F,3,A
354-U1450A-80F-1-A,0,149,379.9,381.39,,silty [Leg339],sand [Leg210],with mica,silty sand,silty sand with mica,sand with mica,,dark gray,,,,,,T,,,,,,,,,,354,U1450,A,80,F,1,A
354-U1450A-80F-2-A,0,99,381.39,382.38,,silty [Leg339],sand [Leg210],with mica,silty sand,silty sand with mica,sand with mica,,dark gray,,,,,,T,,,,,,,,,,354,U1450,A,80,F,2,A
354-U1450A-81F,0,66,384.6,385.26,,silty [Leg339],sand [Leg210],with mica,silty sand,silty sand with mica,sand with mica,,dark gray,,,,,,T,,,,,,,,,,354,U1450,A,81,F,,
354-U1450A-82F-1-A,0,145,389.3,390.75,,nannofossil rich,calcareous clay [Leg210],with foraminifers [2014],nannofossil rich calcareous clay,nannofossil rich calcareous clay with foraminifers,calcareous clay with foraminifers,,greenish gray,,,medium bed [B01],,,H,,mottling [BJ80],,,,,,,,354,U1450,A,82,F,1,A
354-U1450A-82F-2-A,0,75,390.75,391.5,,nannofossil rich,calcareous clay [Leg210],with foraminifers [2014],nannofossil rich calcareous clay,nannofossil rich calcareous clay with foraminifers,calcareous clay with foraminifers,,greenish gray,,,medium bed [B01],,,H,,mottling [BJ80],,,,,,,,354,U1450,A,82,F,2,A
354-U1450A-82F-2-A,75,150,391.5,392.25,,nannofossil rich,calcareous clay [Leg210],with foraminifers [2014],nannofossil rich calcareous clay,nannofossil rich calcareous clay with foraminifers,calcareous clay with foraminifers,,greenish gray,,,medium bed [B01],,,H,,mottling [BJ80],,,,,,,,354,U1450,A,82,F,2,A
354-U1450A-82F-3-A,0,120,392.25,393.45,,nannofossil rich,calcareous clay [Leg210],with foraminifers [2014],nannofossil rich calcareous clay,nannofossil rich calcareous clay with foraminifers,calcareous clay with foraminifers,,greenish gray,,,medium bed [B01],,,H,,mottling [BJ80],,,,,,,,354,U1450,A,82,F,3,A
354-U1450A-82F-4-A,0,57,393.45,394.02,,nannofossil rich,calcareous clay [Leg210],with foraminifers [2014],nannofossil rich calcareous clay,nannofossil rich calcareous clay with foraminifers,calcareous clay with foraminifers,,greenish gray,,,medium bed [B01],,,H,,mottling [BJ80],,,,,,,,354,U1450,A,82,F,4,A
354-U1450A-82F-CC-A,0,22,394.02,394.24,,nannofossil rich,calcareous clay [Leg210],with foraminifers [2014],nannofossil rich calcareous clay,nannofossil rich calcareous clay with foraminifers,calcareous clay with foraminifers,,greenish gray,,,medium bed [B01],,,H,,mottling [BJ80],,,,,,,,354,U1450,A,82,F,CC,A
354-U1450A-83F-1-A,0,136,394.0,395.36,,,sand [Leg210],,sand,sand,sand,,dark gray,,,,,,,,,,,,,,,,354,U1450,A,83,F,1,A
354-U1450A-83F-2-A,0,153,395.36,396.89,,,sand [Leg210],,sand,sand,sand,,dark gray,,,,,,,,,,,,,,,,354,U1450,A,83,F,2,A
354-U1450A-83F-3-A,0,147,396.89,398.36,,,sand [Leg210],,sand,sand,sand,,dark gray,,,,,,,,,,,,,,,,354,U1450,A,83,F,3,A
354-U1450A-84F-1-A,0,13,398.7,398.83,,silty [Leg339],clay [Leg210],with concretions,silty clay,silty clay with concretions,clay with concretions,,dark gray,gradational,,,,,,,mottling [BJ80],,,,,,,,354,U1450,A,84,F,1,A
354-U1450A-84F-1-A,13,33,398.83,399.03,,silty [Leg339],sand [Leg210],,silty sand,silty sand,sand,,dark gray,sharp irregular,,,,,,,normally graded,,,,,,,,354,U1450,A,84,F,1,A
354-U1450A-84F-1-A,33,60,399.03,399.3,,,silt [Leg210],,silt,silt,silt,,dark gray,sharp irregular,,medium bed [B01],clay [Leg210],thin bed [B01],,,normally graded,,,,,,,,354,U1450,A,84,F,1,A
354-U1450A-84F-1-A,33,60,399.03,399.3,,,,,,,,,,,,,,,,,parallel lamination,,,,,,,,354,U1450,A,84,F,1,A
354-U1450A-84F-1-A,60,145,399.3,400.15,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,dark gray,,,,,,,,,,,,disturbed,,,,354,U1450,A,84,F,1,A
354-U1450A-84F-2-A,0,150,400.15,401.65,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,,,,,,,,,,,,,disturbed,,,,354,U1450,A,84,F,2,A
354-U1450A-84F-3-A,0,120,401.65,402.85,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,,,,,,,,,,,,,disturbed,,,,354,U1450,A,84,F,3,A
354-U1450A-84F-4-A,0,55,402.85,403.4,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,,,,,,,,,,,,,disturbed,,,,354,U1450,A,84,F,4,A
354-U1450A-84F-CC-A,0,17,403.4,403.57,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,,,,,,,,,,,,,disturbed,,,,354,U1450,A,84,F,CC,A
354-U1450A-86F-1-A,0,8,408.2,408.28,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,dark gray,sharp irregular,,,,,,,,,,,,,,,354,U1450,A,86,F,1,A
354-U1450A-86F-1-A,8,14,408.28,408.34,,clayey [Leg339],silt [Leg210],,clayey silt,clayey silt,silt,,dark gray,gradational,,,,,,,parallel lamination,,,,,,,,354,U1450,A,86,F,1,A
354-U1450A-86F-1-A,14,126,408.34,409.46,,,sand [Leg210],,sand,sand,sand,,dark gray,,,,,,,,,,,,,,,,354,U1450,A,86,F,1,A
354-U1450A-86F-2-A,0,122,409.46,410.68,,,sand [Leg210],,sand,sand,sand,,dark gray,,,,,,,,,,,,,,,,354,U1450,A,86,F,2,A
354-U1450A-86F-3-A,0,129,410.68,411.97,,,sand [Leg210],,sand,sand,sand,,dark gray,,,,,,,,,,,,,,,,354,U1450,A,86,F,3,A
354-U1450A-88F-1-A,0,150,417.7,419.2,,,sand [Leg210],,sand,sand,sand,,dark gray,,,,,,,,,Disturbed,,,,,,,354,U1450,A,88,F,1,A
354-U1450A-88F-2-A,0,127,419.2,420.47,,,sand [Leg210],,sand,sand,sand,,dark gray,,,,,,,,,Disturbed,,,,,,,354,U1450,A,88,F,2,A
354-U1450A-88F-3-A,0,69,420.47,421.16,,,sand [Leg210],,sand,sand,sand,,dark gray,,,,,,,,,Disturbed,,,,,,,354,U1450,A,88,F,3,A
354-U1450A-90F-1-A,0,10,427.2,427.3,,nannofossil rich,calcareous clay [Leg210],,nannofossil rich calcareous clay,nannofossil rich calcareous clay,calcareous clay,,greenish gray,sharp irregular,,,,,,,mottling [BJ80],,,,,,,,354,U1450,A,90,F,1,A
354-U1450A-90F-1-A,10,139,427.3,428.59,,,sand [Leg210],,sand,sand,sand,,dark gray,,,,,,,,,,,,,,,,354,U1450,A,90,F,1,A
354-U1450A-90F-2-A,0,118,428.59,429.77,,,sand [Leg210],,sand,sand,sand,,dark gray,,,,,,,,,,,,,,,,354,U1450,A,90,F,2,A
354-U1450A-90F-3-A,0,136,429.77,431.13,,,sand [Leg210],,sand,sand,sand,,dark gray,,,,,,,,,,,,,,,,354,U1450,A,90,F,3,A
354-U1450A-92F-1-A,0,150,436.7,438.2,,nannofossil rich,calcareous clay [Leg210],,nannofossil rich calcareous clay,nannofossil rich calcareous clay,calcareous clay,,light green,,,,,,,,mottling [BJ80],,,,,,,,354,U1450,A,92,F,1,A
354-U1450A-92F-2-A,0,45,438.2,438.65,,nannofossil rich,calcareous clay [Leg210],,nannofossil rich calcareous clay,nannofossil rich calcareous clay,calcareous clay,,light green,,,,,,,,mottling [BJ80],,,,,,,,354,U1450,A,92,F,2,A
354-U1450A-92F-2-A,45,150,438.65,439.7,,nannofossil rich,calcareous clay [Leg210],,nannofossil rich calcareous clay,nannofossil rich calcareous clay,calcareous clay,,white,,,,,,,,,,,,sediment is flowed in and disturbed,,,,354,U1450,A,92,F,2,A
354-U1450A-92F-3-A,0,112,439.7,440.82,,nannofossil rich,calcareous clay [Leg210],,nannofossil rich calcareous clay,nannofossil rich calcareous clay,calcareous clay,,white,,,,,,,,,,,,sediment is flowed in and disturbed,,,,354,U1450,A,92,F,3,A
354-U1450A-92F-4-A,0,55,440.82,441.37,,nannofossil rich,calcareous clay [Leg210],,nannofossil rich calcareous clay,nannofossil rich calcareous clay,calcareous clay,,white,,,,,,,,,,,,sediment is flowed in and disturbed,,,,354,U1450,A,92,F,4,A
354-U1450A-92F-CC-A,0,22,441.37,441.59,,nannofossil rich,calcareous clay [Leg210],,nannofossil rich calcareous clay,nannofossil rich calcareous clay,calcareous clay,,white,,,,,,,,,,,,sediment is flowed in and disturbed,,,,354,U1450,A,92,F,CC,A
354-U1450A-94F-1-A,0,16,446.2,446.36,,nannofossil rich,calcareous clay [Leg210],with foraminifers [2014],nannofossil rich calcareous clay,nannofossil rich calcareous clay with foraminifers,calcareous clay with foraminifers,,light gray,sharp planar,inclined,,,,,,mottling [BJ80],,,,,,,,354,U1450,A,94,F,1,A
354-U1450A-94F-1-A,16,82,446.36,447.02,,,silt [Leg210],,silt,silt,silt,,gray,sharp irregular,,medium bed [B01],clay [Leg210],thin bed [B01],,,parallel lamination,,,,,,,,354,U1450,A,94,F,1,A
354-U1450A-94F-1-A,82,140,447.02,447.6,,,silt [Leg210],with clay [2014],silt,silt with clay,silt with clay,,,,,,,,,,,,,,,,,,354,U1450,A,94,F,1,A
354-U1450A-94F-2-A,0,90,447.6,448.5,,,silt [Leg210],with clay [2014],silt,silt with clay,silt with clay,,,,,,,,,,,,,,,,,,354,U1450,A,94,F,2,A
354-U1450A-94F-3-A,0,130,448.6,449.9,,,silt [Leg210],with clay [2014],silt,silt with clay,silt with clay,,,,,,,,,,,,,,,,,,354,U1450,A,94,F,3,A
354-U1450A-94F-4-A,0,59,449.9,450.49,,,silt [Leg210],with clay [2014],silt,silt with clay,silt with clay,,,,,,,,,,,,,,,,,,354,U1450,A,94,F,4,A
354-U1450A-94F-CC-A,0,15,450.49,450.64,,,silt [Leg210],with clay [2014],silt,silt with clay,silt with clay,,,,,,,,,,,,,,,,,,354,U1450,A,94,F,CC,A
354-U1450A-96F-1-A,0,78,455.7,456.48,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,dark gray,,,medium bed [B01],silt [Leg210],thin bed [B01],,,,Silt interbeds have fine lamination,,,,,,,354,U1450,A,96,F,1,A
354-U1450A-96F-1-A,78,140,456.48,457.1,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,dark gray,,,,,,,,,deformed due to coring disturbance,,,,,,,354,U1450,A,96,F,1,A
354-U1450A-96F-2-A,0,121,457.2,458.41,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,dark gray,,,,,,,,,deformed due to coring disturbance,,,,,,,354,U1450,A,96,F,2,A
354-U1450A-96F-3-A,0,62,458.41,459.03,,,silt [Leg210],,silt,silt,silt,,dark gray,,,,,,,,,deformed due to coring disturbance,,,,,,,354,U1450,A,96,F,3,A
354-U1450A-96F-CC-A,0,22,459.03,459.25,,,silt [Leg210],,silt,silt,silt,,,,,,,,,,,,,,,,,,354,U1450,A,96,F,CC,A
354-U1450A-98F-1-A,0,37,465.2,465.57,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,gray,gradational,,medium bed [B01],silt [Leg210],thin bed [B01],T,,,,,,,,,,354,U1450,A,98,F,1,A
354-U1450A-98F-1-A,37,67,465.57,465.87,,,sand [Leg210],with mica,sand,sand with mica,sand with mica,,dark gray,,,,,,T,,normally graded,,,,,,,,354,U1450,A,98,F,1,A
354-U1450A-98F-1-A,67,150,465.87,466.7,,,sand [Leg210],,sand,sand,sand,,dark gray,,,,,,,,,,,,,,,,354,U1450,A,98,F,1,A
354-U1450A-98F-2-A,0,150,466.7,468.2,,,sand [Leg210],,sand,sand,sand,,dark gray,,,,,,,,,,,,,,,,354,U1450,A,98,F,2,A
354-U1450A-98F-3-A,0,148,468.2,469.68,,,sand [Leg210],,sand,sand,sand,,dark gray,,,,,,,,,,,,,,,,354,U1450,A,98,F,3,A
354-U1450A-98F-CC-A,0,14,469.68,469.82,,,sand [Leg210],,sand,sand,sand,,dark gray,,,,,,,,,,,,,,,,354,U1450,A,98,F,CC,A
354-U1450A-100F-1-A,0,129,474.7,475.99,,,sand [Leg210],,sand,sand,sand,,dark gray,,,,,,,,,Disturbed by coring,,,,,,,354,U1450,A,100,F,1,A
354-U1450A-100F-2-A,0,132,475.99,477.31,,,sand [Leg210],,sand,sand,sand,,dark gray,,,,,,,,,Disturbed by coring,,,,,,,354,U1450,A,100,F,2,A
354-U1450A-100F-3-A,0,88,477.31,478.19,,,sand [Leg210],,sand,sand,sand,,dark gray,,,,,,,,,Disturbed by coring,,,,,,,354,U1450,A,100,F,3,A
354-U1450A-100F-CC-A,0,16,478.19,478.35,,,sand [Leg210],,sand,sand,sand,,dark gray,,,,,,,,,Disturbed by coring,,,,,,,354,U1450,A,100,F,CC,A
354-U1450A-104F-1-A,0,10,493.7,493.8,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,dark gray,sharp planar,horizontal,thin bed [B01],,,T,,,,,,,,,,354,U1450,A,104,F,1,A
354-U1450A-104F-1-A,10,150,493.8,495.2,,silty [Leg339],sand [Leg210],with mica,silty sand,silty sand with mica,sand with mica,,dark gray,,,,,,T,,,,,,Fine sand,,,,354,U1450,A,104,F,1,A
354-U1450A-104F-2-A,0,40,495.2,495.6,,silty [Leg339],sand [Leg210],with mica,silty sand,silty sand with mica,sand with mica,,dark gray,sharp irregular,sub-horizontal,very thick bed [B01],,,T,,,,,,Fine sand,,,,354,U1450,A,104,F,2,A
354-U1450A-104F-2-A,40,52,495.6,495.72,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,dark gray,sharp planar,horizontal,medium bed [B01],,,T,,,,,,,,,,354,U1450,A,104,F,2,A
354-U1450A-104F-2-A,52,66,495.72,495.86,,silty [Leg339],sand [Leg210],with mica,silty sand,silty sand with mica,sand with mica,,dark gray,sharp planar,horizontal,medium bed [B01],,,T,,,,,,Fine sand,,,,354,U1450,A,104,F,2,A
354-U1450A-104F-2-A,66,71,495.86,495.91,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,dark gray,sharp irregular,sub-horizontal,thin bed [B01],,,T,,,,,,,,,,354,U1450,A,104,F,2,A
