Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Principal lithology,Lithology classification,Lithology prefix,Lithology suffix,Lithology name,Lithology [%],Lithification [name],Color,Lithology comments,File Data
320-U1336A-18H-2-A,320,U1336,A,18,18-2,H,2,A,0,150,153,154.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,60,soft,N 8,,
320-U1336A-18H-3-A,320,U1336,A,18,18-3,H,3,A,0,150,154.5,156,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,40,soft,10GY 8/1,,
320-U1336A-18H-3-A,320,U1336,A,18,18-3,H,3,A,0,150,154.5,156,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,60,soft,N 8,,
320-U1336A-18H-4-A,320,U1336,A,18,18-4,H,4,A,0,150,156,157.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,40,soft,10GY 8/1,,
320-U1336A-18H-4-A,320,U1336,A,18,18-4,H,4,A,0,150,156,157.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,60,soft,N 8,,
320-U1336A-18H-5-A,320,U1336,A,18,18-5,H,5,A,0,150,157.5,159,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,40,soft,10GY 8/1,,
320-U1336A-18H-5-A,320,U1336,A,18,18-5,H,5,A,0,150,157.5,159,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,60,soft,N 8,,
320-U1336A-18H-6-A,320,U1336,A,18,18-6,H,6,A,0,150,159,160.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,40,soft,10GY 8/1,,
320-U1336A-18H-6-A,320,U1336,A,18,18-6,H,6,A,0,150,159,160.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,60,soft,N 8,,
320-U1336A-18H-7-A,320,U1336,A,18,18-7,H,7,A,0,77,160.5,161.27,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,40,soft,10GY 8/1,,
320-U1336A-18H-7-A,320,U1336,A,18,18-7,H,7,A,0,77,160.5,161.27,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,60,soft,N 8,,
320-U1336A-18H-CC-A,320,U1336,A,18,18-CC,H,CC,A,0,27,161.27,161.54,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,40,soft,10GY 8/1,,
320-U1336A-18H-CC-A,320,U1336,A,18,18-CC,H,CC,A,0,27,161.27,161.54,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,60,soft,N 8,,
320-U1336A-19H-1-A,320,U1336,A,19,19-1,H,1,A,0,150,161,162.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,50,soft,10Y 8/1,,
320-U1336A-19H-1-A,320,U1336,A,19,19-1,H,1,A,0,150,161,162.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,50,soft,N 8,,
320-U1336A-19H-2-A,320,U1336,A,19,19-2,H,2,A,0,150,162.5,164,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,50,soft,10Y 8/1,,
320-U1336A-19H-2-A,320,U1336,A,19,19-2,H,2,A,0,150,162.5,164,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,50,soft,N 8,,
320-U1336A-19H-3-A,320,U1336,A,19,19-3,H,3,A,0,150,164,165.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,50,soft,10Y 8/1,,
320-U1336A-19H-3-A,320,U1336,A,19,19-3,H,3,A,0,150,164,165.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,50,soft,N 8,,
320-U1336A-19H-4-A,320,U1336,A,19,19-4,H,4,A,0,150,165.5,167,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,50,soft,10Y 8/1,,
320-U1336A-19H-4-A,320,U1336,A,19,19-4,H,4,A,0,150,165.5,167,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,50,soft,N 8,,
320-U1336A-19H-5-A,320,U1336,A,19,19-5,H,5,A,0,150,167,168.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,50,soft,10Y 8/1,,
320-U1336A-19H-5-A,320,U1336,A,19,19-5,H,5,A,0,150,167,168.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,50,soft,N 8,,
320-U1336A-19H-6-A,320,U1336,A,19,19-6,H,6,A,0,150,168.5,170,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,50,soft,10Y 8/1,,
320-U1336A-19H-6-A,320,U1336,A,19,19-6,H,6,A,0,150,168.5,170,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,50,soft,N 8,,
320-U1336A-19H-7-A,320,U1336,A,19,19-7,H,7,A,0,37,170,170.37,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,50,soft,10Y 8/1,,
320-U1336A-19H-7-A,320,U1336,A,19,19-7,H,7,A,0,37,170,170.37,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,50,soft,N 8,,
320-U1336A-19H-CC-A,320,U1336,A,19,19-CC,H,CC,A,0,25,170.37,170.62,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,50,soft,10Y 8/1,,
320-U1336A-19H-CC-A,320,U1336,A,19,19-CC,H,CC,A,0,25,170.37,170.62,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,50,soft,N 8,,
320-U1336A-20H-1-A,320,U1336,A,20,20-1,H,1,A,0,150,170.5,172,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,50,soft,10Y 8/1,,
320-U1336A-20H-1-A,320,U1336,A,20,20-1,H,1,A,0,150,170.5,172,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,50,soft,N 8,,
320-U1336A-20H-2-A,320,U1336,A,20,20-2,H,2,A,0,150,172,173.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,50,soft,10Y 8/1,,
320-U1336A-20H-2-A,320,U1336,A,20,20-2,H,2,A,0,150,172,173.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,50,soft,N 8,,
320-U1336A-20H-3-A,320,U1336,A,20,20-3,H,3,A,0,150,173.5,175,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,50,soft,10Y 8/1,,
320-U1336A-20H-3-A,320,U1336,A,20,20-3,H,3,A,0,150,173.5,175,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,50,soft,N 8,,
320-U1336A-20H-4-A,320,U1336,A,20,20-4,H,4,A,0,150,175,176.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,50,soft,10Y 8/1,,
320-U1336A-20H-4-A,320,U1336,A,20,20-4,H,4,A,0,150,175,176.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,50,soft,N 8,,
320-U1336A-20H-5-A,320,U1336,A,20,20-5,H,5,A,0,150,176.5,178,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,50,soft,10Y 8/1,,
320-U1336A-20H-5-A,320,U1336,A,20,20-5,H,5,A,0,150,176.5,178,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,50,soft,N 8,,
320-U1336A-20H-6-A,320,U1336,A,20,20-6,H,6,A,0,150,178,179.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,50,soft,10Y 8/1,,
320-U1336A-20H-6-A,320,U1336,A,20,20-6,H,6,A,0,150,178,179.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,50,soft,N 8,,
320-U1336A-20H-7-A,320,U1336,A,20,20-7,H,7,A,0,64,179.5,180.14,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,50,soft,10Y 8/1,,
320-U1336A-20H-7-A,320,U1336,A,20,20-7,H,7,A,0,64,179.5,180.14,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,50,soft,N 8,,
320-U1336A-21H-1-A,320,U1336,A,21,21-1,H,1,A,0,150,180,181.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,50,soft,10Y 8/1,,
320-U1336A-21H-1-A,320,U1336,A,21,21-1,H,1,A,0,150,180,181.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,50,soft,N 8,,
320-U1336A-21H-2-A,320,U1336,A,21,21-2,H,2,A,0,150,181.5,183,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,50,soft,10Y 8/1,,
320-U1336A-21H-2-A,320,U1336,A,21,21-2,H,2,A,0,150,181.5,183,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,50,soft,N 8,,
320-U1336A-21H-3-A,320,U1336,A,21,21-3,H,3,A,0,100,183,184,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,50,soft,10Y 8/1,,
320-U1336A-21H-3-A,320,U1336,A,21,21-3,H,3,A,0,100,183,184,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,50,soft,N 8,,
320-U1336A-21H-4-A,320,U1336,A,21,21-4,H,4,A,0,58,184,184.58,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,50,soft,10Y 8/1,,
320-U1336A-21H-4-A,320,U1336,A,21,21-4,H,4,A,0,58,184,184.58,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,50,soft,N 8,,
320-U1336A-21H-CC-A,320,U1336,A,21,21-CC,H,CC,A,0,22,184.58,184.8,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,50,soft,10Y 8/1,,
320-U1336A-21H-CC-A,320,U1336,A,21,21-CC,H,CC,A,0,22,184.58,184.8,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,50,soft,N 8,,
320-U1336A-22X-1-A,320,U1336,A,22,22-1,X,1,A,0,150,184.8,186.3,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,100,firm,10Y 8/1,,
320-U1336A-22X-2-A,320,U1336,A,22,22-2,X,2,A,0,150,186.3,187.8,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,100,firm,10Y 8/1,,
320-U1336A-22X-3-A,320,U1336,A,22,22-3,X,3,A,0,150,187.8,189.3,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,100,firm,10Y 8/1,,
320-U1336A-22X-4-A,320,U1336,A,22,22-4,X,4,A,0,20,189.3,189.5,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,100,firm,10Y 8/1,,
320-U1336A-22X-4-A,320,U1336,A,22,22-4,X,4,A,20,25,189.5,189.55,chert [MMK88],"Mazullo, Meyer & Kidd, 1988",,,  chert,100,hard,10GY 6/1,,
320-U1336A-22X-4-A,320,U1336,A,22,22-4,X,4,A,25,150,189.55,190.8,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,100,firm,10Y 8/1,,
320-U1336A-22X-5-A,320,U1336,A,22,22-5,X,5,A,0,130,190.8,192.1,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,100,firm,10Y 8/1,,
320-U1336A-22X-6-A,320,U1336,A,22,22-6,X,6,A,0,32,192.1,192.42,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,100,firm,10Y 8/1,,
320-U1336A-22X-6-A,320,U1336,A,22,22-6,X,6,A,32,36,192.42,192.46,chert [MMK88],"Mazullo, Meyer & Kidd, 1988",,,chert,100,hard,10GY 6/1,,
320-U1336A-22X-6-A,320,U1336,A,22,22-6,X,6,A,36,49,192.46,192.59,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,100,firm,10Y 8/1,,
320-U1336A-22X-CC-A,320,U1336,A,22,22-CC,X,CC,A,0,18,192.59,192.77,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,100,firm,10Y 8/1,,
320-U1336A-23X-1-A,320,U1336,A,23,23-1,X,1,A,0,150,194.4,195.9,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,100,firm,10Y 8/1,,
320-U1336A-23X-2-A,320,U1336,A,23,23-2,X,2,A,0,150,195.9,197.4,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,100,firm,10Y 8/1,,
320-U1336A-23X-3-A,320,U1336,A,23,23-3,X,3,A,0,150,197.4,198.9,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,100,firm,10Y 8/1,,
320-U1336A-23X-4-A,320,U1336,A,23,23-4,X,4,A,0,150,198.9,200.4,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,100,firm,10Y 8/1,,
320-U1336A-23X-5-A,320,U1336,A,23,23-5,X,5,A,0,150,200.4,201.9,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,100,firm,10Y 8/1,,
320-U1336A-23X-CC-A,320,U1336,A,23,23-CC,X,CC,A,0,26,201.9,202.16,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,100,firm,10Y 8/1,,
320-U1336A-23X-CC-A,320,U1336,A,23,23-CC,X,CC,A,0,30,201.9,202.2,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,100,firm,10Y 8/1,,
320-U1336A-24X-1-A,320,U1336,A,24,24-1,X,1,A,0,150,202.4,203.9,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,100,firm,10Y 8/1,,
320-U1336A-24X-2-A,320,U1336,A,24,24-2,X,2,A,0,80,203.9,204.7,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,100,firm,10Y 8/1,,
320-U1336A-24X-2-A,320,U1336,A,24,24-2,X,2,A,0,150,203.9,205.4,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,100,firm,10Y 8/1,,
320-U1336A-24X-2-A,320,U1336,A,24,24-2,X,2,A,80,82,204.7,204.72,chert [MMK88],"Mazullo, Meyer & Kidd, 1988",,,chert,100,hard,10YR 2/1,,
320-U1336A-24X-2-A,320,U1336,A,24,24-2,X,2,A,82,150,204.72,205.4,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,100,firm,10Y 8/1,,
320-U1336A-24X-3-A,320,U1336,A,24,24-3,X,3,A,0,150,205.4,206.9,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,100,firm,10Y 8/1,,
320-U1336A-24X-4-A,320,U1336,A,24,24-4,X,4,A,0,84,206.9,207.74,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,100,firm,10Y 8/1,,
320-U1336A-24X-4-A,320,U1336,A,24,24-4,X,4,A,0,150,206.9,208.4,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,100,firm,10Y 8/1,,
320-U1336A-24X-4-A,320,U1336,A,24,24-4,X,4,A,84,89,207.74,207.79,chert [MMK88],"Mazullo, Meyer & Kidd, 1988",,,chert,100,hard,10YR 2/1,,
320-U1336A-24X-4-A,320,U1336,A,24,24-4,X,4,A,89,150,207.79,208.4,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,100,firm,10Y 8/1,,
320-U1336A-24X-5-A,320,U1336,A,24,24-5,X,5,A,0,87,208.4,209.27,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,100,firm,10Y 8/1,,
320-U1336A-24X-CC-A,320,U1336,A,24,24-CC,X,CC,A,0,40,209.27,209.67,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,100,firm,10Y 8/1,,
320-U1336A-25X-1-A,320,U1336,A,25,25-1,X,1,A,0,135,212,213.35,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,100,firm,10Y 8/1,,
320-U1336A-25X-1-A,320,U1336,A,25,25-1,X,1,A,0,150,212,213.5,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,100,firm,10Y 8/1,,
320-U1336A-25X-1-A,320,U1336,A,25,25-1,X,1,A,135,141,213.35,213.41,chert [MMK88],"Mazullo, Meyer & Kidd, 1988",,,chert,100,hard,10GY 4/1,two colors (10GY 7/3 and 10GY 3/1),
320-U1336A-25X-1-A,320,U1336,A,25,25-1,X,1,A,141,150,213.41,213.5,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,100,firm,10Y 8/1,,
320-U1336A-25X-2-A,320,U1336,A,25,25-2,X,2,A,0,150,213.5,215,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,100,firm,10Y 8/1,,
320-U1336A-25X-3-A,320,U1336,A,25,25-3,X,3,A,0,150,215,216.5,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,100,firm,10Y 8/1,,
320-U1336A-25X-CC-A,320,U1336,A,25,25-CC,X,CC,A,0,43,216.5,216.93,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,100,firm,10Y 8/1,,
320-U1336A-25X-CC-A,320,U1336,A,25,25-CC,X,CC,A,0,46,216.5,216.96,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,100,firm,10Y 8/1,,
320-U1336A-26X-1-A,320,U1336,A,26,26-1,X,1,A,0,150,221.6,223.1,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,40,firm,10GY 8/1,,
320-U1336A-26X-1-A,320,U1336,A,26,26-1,X,1,A,0,150,221.6,223.1,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,60,firm,10Y 8/1,,
320-U1336A-26X-1-A,320,U1336,A,26,26-1,X,1,A,0,150,221.6,223.1,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,100,firm,10Y 8/1,,
320-U1336A-26X-2-A,320,U1336,A,26,26-2,X,2,A,0,150,223.1,224.6,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,40,firm,10GY 8/1,,
320-U1336A-26X-2-A,320,U1336,A,26,26-2,X,2,A,0,150,223.1,224.6,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,60,firm,10Y 8/1,,
320-U1336A-26X-2-A,320,U1336,A,26,26-2,X,2,A,0,150,223.1,224.6,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,100,firm,10Y 8/1,,
320-U1336A-26X-3-A,320,U1336,A,26,26-3,X,3,A,0,150,224.6,226.1,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,40,firm,10GY 8/1,,
320-U1336A-26X-3-A,320,U1336,A,26,26-3,X,3,A,0,150,224.6,226.1,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,60,firm,10Y 8/1,,
320-U1336A-26X-3-A,320,U1336,A,26,26-3,X,3,A,0,150,224.6,226.1,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,100,firm,10Y 8/1,,
320-U1336A-26X-4-A,320,U1336,A,26,26-4,X,4,A,0,150,226.1,227.6,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,40,firm,10GY 8/1,,
320-U1336A-26X-4-A,320,U1336,A,26,26-4,X,4,A,0,150,226.1,227.6,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,60,firm,10Y 8/1,,
320-U1336A-26X-4-A,320,U1336,A,26,26-4,X,4,A,0,150,226.1,227.6,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,100,firm,10Y 8/1,,
320-U1336A-26X-5-A,320,U1336,A,26,26-5,X,5,A,0,150,227.6,229.1,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,40,firm,10GY 8/1,,
320-U1336A-26X-5-A,320,U1336,A,26,26-5,X,5,A,0,150,227.6,229.1,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,60,firm,10Y 8/1,,
320-U1336A-26X-5-A,320,U1336,A,26,26-5,X,5,A,0,150,227.6,229.1,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,100,firm,10Y 8/1,,
320-U1336A-26X-6-A,320,U1336,A,26,26-6,X,6,A,0,120,229.1,230.3,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,40,firm,10GY 8/1,,
320-U1336A-26X-6-A,320,U1336,A,26,26-6,X,6,A,0,120,229.1,230.3,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,60,firm,10Y 8/1,,
320-U1336A-26X-6-A,320,U1336,A,26,26-6,X,6,A,0,120,229.1,230.3,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,100,firm,10Y 8/1,,
320-U1336A-26X-7-A,320,U1336,A,26,26-7,X,7,A,0,43,230.3,230.73,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,100,firm,10Y 8/1,,
320-U1336A-26X-7-A,320,U1336,A,26,26-7,X,7,A,0,44,230.3,230.74,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,40,firm,10GY 8/1,,
320-U1336A-26X-7-A,320,U1336,A,26,26-7,X,7,A,0,44,230.3,230.74,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,60,firm,10Y 8/1,,
320-U1336A-26X-CC-A,320,U1336,A,26,26-CC,X,CC,A,0,3,230.73,230.76,chert [MMK88],"Mazullo, Meyer & Kidd, 1988",,,chert,100,hard,10Y 3/1,,
320-U1336A-26X-CC-A,320,U1336,A,26,26-CC,X,CC,A,0,27,230.73,231,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,100,firm,10Y 8/1,,
320-U1336A-26X-CC-A,320,U1336,A,26,26-CC,X,CC,A,3,31,230.76,231.04,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,40,firm,10GY 8/1,,
320-U1336A-26X-CC-A,320,U1336,A,26,26-CC,X,CC,A,3,31,230.76,231.04,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,60,firm,10Y 8/1,,
320-U1336A-27X-1-A,320,U1336,A,27,27-1,X,1,A,0,150,231.2,232.7,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,100,firm,10Y 8/1,,
320-U1336A-27X-2-A,320,U1336,A,27,27-2,X,2,A,0,78,232.7,233.48,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,100,firm,10Y 8/1,,
320-U1336A-27X-2-A,320,U1336,A,27,27-2,X,2,A,0,150,232.7,234.2,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,100,firm,10Y 8/1,,
320-U1336A-27X-2-A,320,U1336,A,27,27-2,X,2,A,78,80,233.48,233.5,chert [MMK88],"Mazullo, Meyer & Kidd, 1988",,,chert,100,hard,10Y 3/1,,
320-U1336A-27X-2-A,320,U1336,A,27,27-2,X,2,A,80,150,233.5,234.2,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,100,firm,10Y 8/1,,
320-U1336A-27X-3-A,320,U1336,A,27,27-3,X,3,A,0,61,234.2,234.81,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,100,firm,10Y 8/1,,
320-U1336A-27X-3-A,320,U1336,A,27,27-3,X,3,A,0,150,234.2,235.7,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,100,firm,10Y 8/1,,
320-U1336A-27X-3-A,320,U1336,A,27,27-3,X,3,A,61,65,234.81,234.85,chert [MMK88],"Mazullo, Meyer & Kidd, 1988",,,chert,100,hard,10Y 3/1,,
320-U1336A-27X-3-A,320,U1336,A,27,27-3,X,3,A,65,124,234.85,235.44,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,100,firm,10Y 8/1,,
320-U1336A-27X-3-A,320,U1336,A,27,27-3,X,3,A,124,126,235.44,235.46,chert [MMK88],"Mazullo, Meyer & Kidd, 1988",,,chert,100,hard,10Y 3/1,,
320-U1336A-27X-3-A,320,U1336,A,27,27-3,X,3,A,126,150,235.46,235.7,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,100,firm,10Y 8/1,,
320-U1336A-27X-4-A,320,U1336,A,27,27-4,X,4,A,0,130,235.7,237,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,100,firm,10Y 8/1,,
320-U1336A-27X-5-A,320,U1336,A,27,27-5,X,5,A,0,3,237,237.03,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,100,firm,10Y 8/1,,
