Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Principal lithology,Lithology classification,Lithology prefix,Lithology suffix,Lithology name,Lithology [%],Lithification [name],Color,Lithology comments,File Data
320-U1336A-2H-3-A,320,U1336,A,2,2-3,H,3,A,0,150,11,12.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,30,soft,10YR 7/3,,
320-U1336A-2H-3-A,320,U1336,A,2,2-3,H,3,A,0,150,11,12.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,70,soft,10YR 8/1,,
320-U1336A-2H-4-A,320,U1336,A,2,2-4,H,4,A,0,150,12.5,14,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,30,soft,10YR 7/3,,
320-U1336A-2H-4-A,320,U1336,A,2,2-4,H,4,A,0,150,12.5,14,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,70,soft,10YR 8/1,,
320-U1336A-2H-5-A,320,U1336,A,2,2-5,H,5,A,0,150,14,15.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,30,soft,10YR 7/3,,
320-U1336A-2H-5-A,320,U1336,A,2,2-5,H,5,A,0,150,14,15.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,70,soft,10YR 8/1,,
320-U1336A-2H-6-A,320,U1336,A,2,2-6,H,6,A,0,150,15.5,17,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,30,soft,10YR 7/3,,
320-U1336A-2H-6-A,320,U1336,A,2,2-6,H,6,A,0,150,15.5,17,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,70,soft,10YR 8/1,,
320-U1336A-2H-7-A,320,U1336,A,2,2-7,H,7,A,0,53,17,17.53,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,30,soft,10YR 7/3,,
320-U1336A-2H-7-A,320,U1336,A,2,2-7,H,7,A,0,53,17,17.53,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,70,soft,10YR 8/1,,
320-U1336A-2H-CC-A,320,U1336,A,2,2-CC,H,CC,A,0,16,17.53,17.69,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,30,soft,10YR 7/3,,
320-U1336A-2H-CC-A,320,U1336,A,2,2-CC,H,CC,A,0,16,17.53,17.69,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,70,soft,10YR 8/1,,
320-U1336A-3H-1-A,320,U1336,A,3,3-1,H,1,A,0,150,17.5,19,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,40,soft,10YR 7/3,,
320-U1336A-3H-1-A,320,U1336,A,3,3-1,H,1,A,0,150,17.5,19,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,60,soft,10YR 8/1,,
320-U1336A-3H-2-A,320,U1336,A,3,3-2,H,2,A,0,150,19,20.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,40,soft,10YR 7/3,,
320-U1336A-3H-2-A,320,U1336,A,3,3-2,H,2,A,0,150,19,20.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,60,soft,10YR 8/1,,
320-U1336A-3H-3-A,320,U1336,A,3,3-3,H,3,A,0,90,20.5,21.4,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,40,soft,10YR 7/3,,
320-U1336A-3H-3-A,320,U1336,A,3,3-3,H,3,A,0,90,20.5,21.4,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,60,soft,10YR 8/1,,
320-U1336A-3H-3-A,320,U1336,A,3,3-3,H,3,A,90,147,21.4,21.97,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with foraminifers,Nannofossil ooze with foraminifers,100,soft,10YR 8/1,,
320-U1336A-3H-3-A,320,U1336,A,3,3-3,H,3,A,147,150,21.97,22,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,40,soft,10YR 7/3,,
320-U1336A-3H-3-A,320,U1336,A,3,3-3,H,3,A,147,150,21.97,22,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,60,soft,10YR 8/1,,
320-U1336A-3H-4-A,320,U1336,A,3,3-4,H,4,A,0,150,22,23.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,40,soft,10YR 7/3,,
320-U1336A-3H-4-A,320,U1336,A,3,3-4,H,4,A,0,150,22,23.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,60,soft,10YR 8/1,,
320-U1336A-3H-5-A,320,U1336,A,3,3-5,H,5,A,0,150,23.5,25,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,40,soft,10YR 7/3,,
320-U1336A-3H-5-A,320,U1336,A,3,3-5,H,5,A,0,150,23.5,25,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,60,soft,10YR 8/1,,
320-U1336A-3H-6-A,320,U1336,A,3,3-6,H,6,A,0,150,25,26.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,40,soft,10YR 7/3,,
320-U1336A-3H-6-A,320,U1336,A,3,3-6,H,6,A,0,150,25,26.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,60,soft,10YR 8/1,,
320-U1336A-3H-7-A,320,U1336,A,3,3-7,H,7,A,0,73,26.5,27.23,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,40,soft,10YR 7/3,,
320-U1336A-3H-7-A,320,U1336,A,3,3-7,H,7,A,0,73,26.5,27.23,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,60,soft,10YR 8/1,,
320-U1336A-3H-CC-A,320,U1336,A,3,3-CC,H,CC,A,0,25,27.23,27.48,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,40,soft,10YR 7/3,,
320-U1336A-3H-CC-A,320,U1336,A,3,3-CC,H,CC,A,0,25,27.23,27.48,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,60,soft,10YR 8/1,,
320-U1336A-4H-1-A,320,U1336,A,4,4-1,H,1,A,0,150,27,28.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,33,soft,10YR 5/4,,
320-U1336A-4H-1-A,320,U1336,A,4,4-1,H,1,A,0,150,27,28.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,33,soft,10YR 7/3,,
320-U1336A-4H-1-A,320,U1336,A,4,4-1,H,1,A,0,150,27,28.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,33,soft,10YR 8/1,,
320-U1336A-4H-2-A,320,U1336,A,4,4-2,H,2,A,0,150,28.5,30,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,33,soft,10YR 5/4,,
320-U1336A-4H-2-A,320,U1336,A,4,4-2,H,2,A,0,150,28.5,30,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,33,soft,10YR 7/3,,
320-U1336A-4H-2-A,320,U1336,A,4,4-2,H,2,A,0,150,28.5,30,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,33,soft,10YR 8/1,,
320-U1336A-4H-3-A,320,U1336,A,4,4-3,H,3,A,0,150,30,31.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,33,soft,10YR 5/4,,
320-U1336A-4H-3-A,320,U1336,A,4,4-3,H,3,A,0,150,30,31.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,33,soft,10YR 7/3,,
320-U1336A-4H-3-A,320,U1336,A,4,4-3,H,3,A,0,150,30,31.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,33,soft,10YR 8/1,,
320-U1336A-4H-4-A,320,U1336,A,4,4-4,H,4,A,0,150,31.5,33,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,33,soft,10YR 5/4,,
320-U1336A-4H-4-A,320,U1336,A,4,4-4,H,4,A,0,150,31.5,33,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,33,soft,10YR 7/3,,
320-U1336A-4H-4-A,320,U1336,A,4,4-4,H,4,A,0,150,31.5,33,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,33,soft,10YR 8/1,,
320-U1336A-4H-5-A,320,U1336,A,4,4-5,H,5,A,0,150,33,34.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,33,soft,10YR 5/4,,
320-U1336A-4H-5-A,320,U1336,A,4,4-5,H,5,A,0,150,33,34.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,33,soft,10YR 7/3,,
320-U1336A-4H-5-A,320,U1336,A,4,4-5,H,5,A,0,150,33,34.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,33,soft,10YR 8/1,,
320-U1336A-4H-6-A,320,U1336,A,4,4-6,H,6,A,0,81,34.5,35.31,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,33,soft,10YR 5/4,,
320-U1336A-4H-6-A,320,U1336,A,4,4-6,H,6,A,0,81,34.5,35.31,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,33,soft,10YR 7/3,,
320-U1336A-4H-6-A,320,U1336,A,4,4-6,H,6,A,0,81,34.5,35.31,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,33,soft,10YR 8/1,,
320-U1336A-4H-7-A,320,U1336,A,4,4-7,H,7,A,0,72,35.31,36.03,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,33,soft,10YR 5/4,,
320-U1336A-4H-7-A,320,U1336,A,4,4-7,H,7,A,0,72,35.31,36.03,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,33,soft,10YR 7/3,,
320-U1336A-4H-7-A,320,U1336,A,4,4-7,H,7,A,0,72,35.31,36.03,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,33,soft,10YR 8/1,,
320-U1336A-4H-CC-A,320,U1336,A,4,4-CC,H,CC,A,0,16,36.03,36.19,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,33,soft,10YR 5/4,,
320-U1336A-4H-CC-A,320,U1336,A,4,4-CC,H,CC,A,0,16,36.03,36.19,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,33,soft,10YR 7/3,,
320-U1336A-4H-CC-A,320,U1336,A,4,4-CC,H,CC,A,0,16,36.03,36.19,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,33,soft,10YR 8/1,,
320-U1336A-5H-1-A,320,U1336,A,5,5-1,H,1,A,0,150,36.5,38,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10YR 8/1,,
320-U1336A-5H-2-A,320,U1336,A,5,5-2,H,2,A,0,22,38,38.22,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10YR 8/1,,
320-U1336A-5H-2-A,320,U1336,A,5,5-2,H,2,A,22,36,38.22,38.36,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Diatom nannofossil,,Diatom nannofossil ooze,100,soft,10YR 8/1,,
320-U1336A-5H-2-A,320,U1336,A,5,5-2,H,2,A,36,150,38.36,39.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Clayey nannofossil,with radiolarians,Clayey nannofossil ooze with radiolarians,20,soft,10YR 5/3,,
320-U1336A-5H-2-A,320,U1336,A,5,5-2,H,2,A,36,150,38.36,39.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with foraminfers,Nannofossil ooze with foraminfers,60,soft,10YR 8/2,,
320-U1336A-5H-2-A,320,U1336,A,5,5-2,H,2,A,36,150,38.36,39.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,20,soft,10YR 7/3,,
320-U1336A-5H-3-A,320,U1336,A,5,5-3,H,3,A,0,150,39.5,41,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Clayey nannofossil,with radiolarians,Clayey nannofossil ooze with radiolarians,20,soft,10YR 5/3,,
320-U1336A-5H-3-A,320,U1336,A,5,5-3,H,3,A,0,150,39.5,41,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with foraminfers,Nannofossil ooze with foraminfers,60,soft,10YR 8/2,,
320-U1336A-5H-3-A,320,U1336,A,5,5-3,H,3,A,0,150,39.5,41,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,20,soft,10YR 7/3,,
320-U1336A-5H-4-A,320,U1336,A,5,5-4,H,4,A,0,150,41,42.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Clayey nannofossil,with radiolarians,Clayey nannofossil ooze with radiolarians,20,soft,10YR 5/3,,
320-U1336A-5H-4-A,320,U1336,A,5,5-4,H,4,A,0,150,41,42.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with foraminfers,Nannofossil ooze with foraminfers,60,soft,10YR 8/2,,
320-U1336A-5H-4-A,320,U1336,A,5,5-4,H,4,A,0,150,41,42.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,20,soft,10YR 7/3,,
320-U1336A-5H-5-A,320,U1336,A,5,5-5,H,5,A,0,150,42.5,44,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Clayey nannofossil,with radiolarians,Clayey nannofossil ooze with radiolarians,20,soft,10YR 5/3,,
320-U1336A-5H-5-A,320,U1336,A,5,5-5,H,5,A,0,150,42.5,44,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with foraminfers,Nannofossil ooze with foraminfers,60,soft,10YR 8/2,,
320-U1336A-5H-5-A,320,U1336,A,5,5-5,H,5,A,0,150,42.5,44,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,20,soft,10YR 7/3,,
320-U1336A-5H-6-A,320,U1336,A,5,5-6,H,6,A,0,150,44,45.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Clayey nannofossil,with radiolarians,Clayey nannofossil ooze with radiolarians,20,soft,10YR 5/3,,
320-U1336A-5H-6-A,320,U1336,A,5,5-6,H,6,A,0,150,44,45.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with foraminfers,Nannofossil ooze with foraminfers,60,soft,10YR 8/2,,
320-U1336A-5H-6-A,320,U1336,A,5,5-6,H,6,A,0,150,44,45.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,20,soft,10YR 7/3,,
320-U1336A-5H-7-A,320,U1336,A,5,5-7,H,7,A,0,70,45.5,46.2,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Clayey nannofossil,with radiolarians,Clayey nannofossil ooze with radiolarians,20,soft,10YR 5/3,,
320-U1336A-5H-7-A,320,U1336,A,5,5-7,H,7,A,0,70,45.5,46.2,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with foraminfers,Nannofossil ooze with foraminfers,60,soft,10YR 8/2,,
320-U1336A-5H-7-A,320,U1336,A,5,5-7,H,7,A,0,70,45.5,46.2,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,20,soft,10YR 7/3,,
320-U1336A-5H-CC-A,320,U1336,A,5,5-CC,H,CC,A,0,21,46.2,46.41,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Clayey nannofossil,with radiolarians,Clayey nannofossil ooze with radiolarians,20,soft,10YR 5/3,,
320-U1336A-5H-CC-A,320,U1336,A,5,5-CC,H,CC,A,0,21,46.2,46.41,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with foraminfers,Nannofossil ooze with foraminfers,60,soft,10YR 8/2,,
320-U1336A-5H-CC-A,320,U1336,A,5,5-CC,H,CC,A,0,21,46.2,46.41,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,20,soft,10YR 7/3,,
320-U1336A-6H-1-A,320,U1336,A,6,6-1,H,1,A,0,150,46,47.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with clay and radiolarians,Nannofossil ooze with clay and radiolarians,40,soft,10YR 5/4,,
320-U1336A-6H-1-A,320,U1336,A,6,6-1,H,1,A,0,150,46,47.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,60,soft,10YR 7/3,,
320-U1336A-6H-2-A,320,U1336,A,6,6-2,H,2,A,0,87,47.5,48.37,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,60,soft,10YR 7/3,,
320-U1336A-6H-2-A,320,U1336,A,6,6-2,H,2,A,0,90,47.5,48.4,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with clay and radiolarians,Nannofossil ooze with clay and radiolarians,40,soft,10YR 5/4,,
320-U1336A-6H-2-A,320,U1336,A,6,6-2,H,2,A,87,92,48.37,48.42,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Diatom nannofossil,,Diatom nannofossil ooze,100,soft,10YR 8/1,,
320-U1336A-6H-2-A,320,U1336,A,6,6-2,H,2,A,92,150,48.42,49,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,50,soft,10YR 7/3,,
320-U1336A-6H-2-A,320,U1336,A,6,6-2,H,2,A,92,150,48.42,49,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,50,soft,10YR 8/2,,
320-U1336A-6H-3-A,320,U1336,A,6,6-3,H,3,A,0,150,49,50.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,50,soft,10YR 7/3,,
320-U1336A-6H-3-A,320,U1336,A,6,6-3,H,3,A,0,150,49,50.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,50,soft,10YR 8/2,,
320-U1336A-6H-4-A,320,U1336,A,6,6-4,H,4,A,0,150,50.5,52,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,50,soft,10YR 7/3,,
320-U1336A-6H-4-A,320,U1336,A,6,6-4,H,4,A,0,150,50.5,52,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,50,soft,10YR 8/2,,
320-U1336A-6H-5-A,320,U1336,A,6,6-5,H,5,A,0,150,52,53.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,50,soft,10YR 7/3,,
320-U1336A-6H-5-A,320,U1336,A,6,6-5,H,5,A,0,150,52,53.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,50,soft,10YR 8/2,,
320-U1336A-6H-6-A,320,U1336,A,6,6-6,H,6,A,0,150,53.5,55,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,50,soft,10YR 7/3,,
320-U1336A-6H-6-A,320,U1336,A,6,6-6,H,6,A,0,150,53.5,55,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,50,soft,10YR 8/2,,
320-U1336A-6H-CC-A,320,U1336,A,6,6-CC,H,CC,A,0,14,55,55.14,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,50,soft,10YR 7/3,,
320-U1336A-6H-CC-A,320,U1336,A,6,6-CC,H,CC,A,0,14,55,55.14,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,50,soft,10YR 8/2,,
320-U1336A-7H-1-A,320,U1336,A,7,7-1,H,1,A,0,150,55.5,57,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,40,soft,10YR 6/3,,
320-U1336A-7H-1-A,320,U1336,A,7,7-1,H,1,A,0,150,55.5,57,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,60,soft,10YR 8/2,,
320-U1336A-7H-2-A,320,U1336,A,7,7-2,H,2,A,0,150,57,58.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,40,soft,10YR 6/3,,
320-U1336A-7H-2-A,320,U1336,A,7,7-2,H,2,A,0,150,57,58.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,60,soft,10YR 8/2,,
320-U1336A-7H-3-A,320,U1336,A,7,7-3,H,3,A,0,150,58.5,60,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,40,soft,10YR 6/3,,
320-U1336A-7H-3-A,320,U1336,A,7,7-3,H,3,A,0,150,58.5,60,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,60,soft,10YR 8/2,,
320-U1336A-7H-4-A,320,U1336,A,7,7-4,H,4,A,0,150,60,61.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,40,soft,10YR 6/3,,
320-U1336A-7H-4-A,320,U1336,A,7,7-4,H,4,A,0,150,60,61.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,60,soft,10YR 8/2,,
320-U1336A-7H-5-A,320,U1336,A,7,7-5,H,5,A,0,150,61.5,63,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,40,soft,10YR 6/3,,
320-U1336A-7H-5-A,320,U1336,A,7,7-5,H,5,A,0,150,61.5,63,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,60,soft,10YR 8/2,,
320-U1336A-7H-6-A,320,U1336,A,7,7-6,H,6,A,0,150,63,64.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,40,soft,10YR 6/3,,
320-U1336A-7H-6-A,320,U1336,A,7,7-6,H,6,A,0,150,63,64.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,60,soft,10YR 8/2,,
