Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Prefix,Lithology Principal Name,Lithology Suffix,MAJ Lith. prefix + name,MAJ Lith. prefix+name+suffix,MAJ Lith. name+suffix,MAJ Lith. abundance [%],MAJ Lith. color,MAJ Lith. ave. grain size ,MAJ Lith. ave. grain size rank,MAJ Lith. max. grain size,MAJ Lith. max. grain size rank,Minor Lithology Prefix,Minor Lithology Name,Minor Lithology Suffix,MIN Lith. prefix + name,MIN Lith. prefix+name+suffix,MIN Lith. name+suffix,MIN Lith. abundance [%],MIN Lith. color,MIN Lith. ave. grain size ,MIN Lith. ave. grain size rank,MIN Lith. max. grain size ,MIN Lith. max. grain size rank,Lith. abundance sum [%],Bottom contact or boundary type,"Layer, boundary, lamination, grading",Layer or bedding thickness,Clasts abundance,Diagenetic constituent,Diagenetic structure,Bioturbation intensity,Bioturbation intensity rank,Macrofossil abundance name,Deformational structures,General interval comment,MAJ Lith. Prefix abundance Plot [%],MAJ Lith. Principal name abundance Plot [%],File Data
339-U1389D-2H-5-A,339,U1389,D,2,2-5,H,5,A,0,150,11.5,13.0,calcareous ,silty mud ,,calcareous   silty mud ,calcareous  silty mud ,silty mud ,100,2.5Y 4/1 (dark gray),clay ,1,medium sand ,5.0,,,,,,,,,,,,,100,,,,,,,slight_339 ,3,few ,,"Shell fragments, vertical scaphopods at 90-93 and 101-102 cm,",100,100,
339-U1389D-2H-6-A,339,U1389,D,2,2-6,H,6,A,0,121,13.0,14.21,calcareous ,silty mud ,,calcareous   silty mud ,calcareous  silty mud ,silty mud ,100,2.5Y 4/1 (dark gray),clay ,1,medium sand ,5.0,,,,,,,,,,,,,100,,,,,,,slight_339 ,3,,,sand-filled burrows,100,100,
339-U1389D-2H-7-A,339,U1389,D,2,2-7,H,7,A,0,52,14.21,14.73,calcareous ,silty mud ,,calcareous   silty mud ,calcareous  silty mud ,silty mud ,100,2.5Y 4/1 (dark gray),clay ,1,medium sand ,5.0,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 ,3,,,,100,100,
339-U1389D-2H-7-A,339,U1389,D,2,2-7,H,7,A,52,56,14.73,14.77,calcareous ,mud ,,calcareous   mud ,calcareous  mud ,mud ,100,2.5Y 5/1 (gray),clay ,1,medium sand ,5.0,,,,,,,,,,,,,100,gradational contact,normal grading,,,,,slight_339 ,3,,,,100,100,
339-U1389D-2H-7-A,339,U1389,D,2,2-7,H,7,A,56,59,14.77,14.8,calcareous ,silty sand ,,calcareous   silty sand ,calcareous  silty sand ,silty sand ,100,2.5Y 4/1 (dark gray),very fine sand ,3,medium sand ,5.0,,,,,,,,,,,,,100,sharp contact,normal grading,,,,,sparse_339 ,2,,,,100,100,
339-U1389D-2H-7-A,339,U1389,D,2,2-7,H,7,A,59,63,14.8,14.84,calcareous ,silty mud ,,calcareous   silty mud ,calcareous  silty mud ,silty mud ,100,2.5Y 4/1 (dark gray),clay ,1,medium sand ,5.0,,,,,,,,,,,,,100,,,,,,,slight_339 ,3,,,,100,100,
339-U1389D-2H-CC-A,339,U1389,D,2,2-CC,H,CC,A,0,36,14.84,15.2,calcareous ,silty mud ,,calcareous   silty mud ,calcareous  silty mud ,silty mud ,100,2.5Y 4/1 (dark gray),clay ,1,medium sand ,5.0,,,,,,,,,,,,,100,,,,,,,slight_339 ,3,rare ,,shell fragments,100,100,
339-U1389D-3H-1-A,339,U1389,D,3,3-1,H,1,A,0,90,15.0,15.9,calcareous ,silty mud ,,calcareous   silty mud ,calcareous  silty mud ,silty mud ,100,2.5Y 4/1 (dark gray),clay ,1,medium sand ,5.0,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 ,3,rare ,,"shell fragments, silt-filled burrows",100,100,
339-U1389D-3H-1-A,339,U1389,D,3,3-1,H,1,A,90,110,15.9,16.1,calcareous ,sandy mud ,,calcareous   sandy mud ,calcareous  sandy mud ,sandy mud ,100,2.5Y 4/1 (dark gray),silt ,2,medium sand ,5.0,,,,,,,,,,,,,100,sharp contact,,,,,,slight_339 ,3,rare ,,shell fragments,100,100,
339-U1389D-3H-1-A,339,U1389,D,3,3-1,H,1,A,110,119,16.1,16.19,calcareous ,silty mud ,,calcareous   silty mud ,calcareous  silty mud ,silty mud ,100,2.5Y 4/1 (dark gray),clay ,1,medium sand ,5.0,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 ,3,rare ,,shell fragments,100,100,
339-U1389D-3H-1-A,339,U1389,D,3,3-1,H,1,A,119,151,16.19,16.51,calcareous ,sandy mud ,,calcareous   sandy mud ,calcareous  sandy mud ,sandy mud ,100,2.5Y 4/1 (dark gray),silt ,2,medium sand ,5.0,,,,,,,,,,,,,100,,,,,,,slight_339 ,3,rare ,,shell fragments,100,100,
339-U1389D-3H-2-A,339,U1389,D,3,3-2,H,2,A,0,3,16.51,16.54,calcareous ,sandy mud ,,calcareous   sandy mud ,calcareous  sandy mud ,sandy mud ,100,2.5Y 4/1 (dark gray),silt ,2,medium sand ,5.0,,,,,,,,,,,,,100,bioturbated boundary or contact,,,,,,slight_339 ,3,rare ,,shell fragments,100,100,
339-U1389D-3H-2-A,339,U1389,D,3,3-2,H,2,A,3,32,16.54,16.83,calcareous ,silty mud ,,calcareous   silty mud ,calcareous  silty mud ,silty mud ,100,2.5Y 4/1 (dark gray),clay ,1,medium sand ,5.0,,,,,,,,,,,,,100,bioturbated boundary or contact,,,,,,slight_339 ,3,rare ,,shell fragments,100,100,
339-U1389D-3H-2-A,339,U1389,D,3,3-2,H,2,A,32,40,16.83,16.91,calcareous ,silty mud ,,calcareous   silty mud ,calcareous  silty mud ,silty mud ,100,2.5Y 4/1 (dark gray),clay ,1,medium sand ,5.0,,,,,,,,,,,,,100,bioturbated boundary or contact,,,,,,slight_339 ,3,rare ,,shell fragments,100,100,
339-U1389D-3H-2-A,339,U1389,D,3,3-2,H,2,A,40,49,16.91,17.0,calcareous ,silty mud ,,calcareous   silty mud ,calcareous  silty mud ,silty mud ,100,2.5Y 4/1 (dark gray),clay ,1,medium sand ,5.0,,,,,,,,,,,,,100,bioturbated boundary or contact,,,,,,slight_339 ,3,rare ,,shell fragments,100,100,
339-U1389D-3H-2-A,339,U1389,D,3,3-2,H,2,A,49,56,17.0,17.07,calcareous ,silty mud ,,calcareous   silty mud ,calcareous  silty mud ,silty mud ,100,2.5Y 4/1 (dark gray),clay ,1,medium sand ,5.0,,,,,,,,,,,,,100,bioturbated boundary or contact,,,,,,slight_339 ,3,rare ,,shell fragments,100,100,
339-U1389D-3H-2-A,339,U1389,D,3,3-2,H,2,A,56,63,17.07,17.14,calcareous ,mud ,,calcareous   mud ,calcareous  mud ,mud ,100,2.5Y 4/1 (dark gray),clay ,1,medium sand ,5.0,,,,,,,,,,,,,100,bioturbated boundary or contact,normal grading,,,,,slight_339 ,3,rare ,,shell fragments,100,100,
339-U1389D-3H-2-A,339,U1389,D,3,3-2,H,2,A,63,86,17.14,17.37,calcareous ,silty mud ,,calcareous   silty mud ,calcareous  silty mud ,silty mud ,100,2.5Y 4/1 (dark gray),silt ,2,medium sand ,5.0,,,,,,,,,,,,,100,irregular contact,,,,,,slight_339 ,3,rare ,,shell fragments,100,100,
339-U1389D-3H-2-A,339,U1389,D,3,3-2,H,2,A,86,112,17.37,17.63,calcareous ,sandy mud ,,calcareous   sandy mud ,calcareous  sandy mud ,sandy mud ,100,2.5Y 4/1 (dark gray),clay ,1,medium sand ,5.0,,,,,,,,,,,,,100,irregular contact,,,,,,slight_339 ,3,few ,,"Mottled, few small shell fragments.",100,100,
339-U1389D-3H-2-A,339,U1389,D,3,3-2,H,2,A,112,116,17.63,17.67,calcareous ,mud ,,calcareous   mud ,calcareous  mud ,mud ,100,2.5Y 4/1 (dark gray),clay ,1,medium sand ,5.0,,,,,,,,,,,,,100,irregular contact,,,,,,slight_339 ,3,rare ,,shell fragments,100,100,
339-U1389D-3H-2-A,339,U1389,D,3,3-2,H,2,A,116,118,17.67,17.69,calcareous ,silty mud ,,calcareous   silty mud ,calcareous  silty mud ,silty mud ,100,2.5Y 4/1 (dark gray),clay ,1,medium sand ,5.0,,,,,,,,,,,,,100,irregular contact,,,,,,slight_339 ,3,rare ,,shell fragments,100,100,
339-U1389D-3H-2-A,339,U1389,D,3,3-2,H,2,A,118,135,17.69,17.86,calcareous ,mud ,,calcareous   mud ,calcareous  mud ,mud ,100,2.5Y 4/1 (dark gray),clay ,1,medium sand ,5.0,,,,,,,,,,,,,100,bioturbated boundary or contact,,,,,,slight_339 ,3,few ,,vertical scaphopods,100,100,
339-U1389D-3H-2-A,339,U1389,D,3,3-2,H,2,A,135,144,17.86,17.95,calcareous ,silty mud ,,calcareous   silty mud ,calcareous  silty mud ,silty mud ,100,2.5Y 4/1 (dark gray),clay ,1,medium sand ,5.0,,,,,,,,,,,,,100,bioturbated boundary or contact,,,,,,slight_339 ,3,rare ,,shell fragments,100,100,
339-U1389D-3H-2-A,339,U1389,D,3,3-2,H,2,A,144,150,17.95,18.01,calcareous ,sandy mud ,,calcareous   sandy mud ,calcareous  sandy mud ,sandy mud ,100,2.5Y 4/1 (dark gray),silt ,2,medium sand ,5.0,,,,,,,,,,,,,100,,,,,,,slight_339 ,3,rare ,,shell fragments,100,100,
339-U1389D-3H-3-A,339,U1389,D,3,3-3,H,3,A,0,12,18.01,18.13,calcareous ,sandy mud ,,calcareous   sandy mud ,calcareous  sandy mud ,sandy mud ,100,2.5Y 4/1 (dark gray),silt ,2,medium sand ,5.0,,,,,,,,,,,,,100,irregular contact,,,,,,slight_339 ,3,rare ,,,100,100,
339-U1389D-3H-3-A,339,U1389,D,3,3-3,H,3,A,12,66,18.13,18.67,calcareous ,silty mud ,,calcareous   silty mud ,calcareous  silty mud ,silty mud ,100,2.5Y 4/1 (dark gray),clay ,1,medium sand ,5.0,,,,,,,,,,,,,100,bioturbated boundary or contact,,,,,,slight_339 ,3,rare ,,shell fragments,100,100,
339-U1389D-3H-3-A,339,U1389,D,3,3-3,H,3,A,66,134,18.67,19.35,calcareous ,sandy mud ,,calcareous   sandy mud ,calcareous  sandy mud ,sandy mud ,100,2.5Y 4/1 (dark gray),silt ,2,medium sand ,5.0,,,,,,,,,,,,,100,bioturbated boundary or contact,,,,,,slight_339 ,3,rare ,,,100,100,
339-U1389D-3H-3-A,339,U1389,D,3,3-3,H,3,A,134,142,19.35,19.43,calcareous ,silty mud ,,calcareous   silty mud ,calcareous  silty mud ,silty mud ,100,2.5Y 4/1 (dark gray),clay ,1,medium sand ,5.0,,,,,,,,,,,,,100,irregular contact,,,,,,slight_339 ,3,rare ,,vertical scaphopod,100,100,
339-U1389D-3H-3-A,339,U1389,D,3,3-3,H,3,A,142,150,19.43,19.51,calcareous ,mud ,,calcareous   mud ,calcareous  mud ,mud ,100,2.5Y 4/1 (dark gray),clay ,1,medium sand ,5.0,,,,,,,,,,,,,100,,,,,,,slight_339 ,3,rare ,,shell fragments,100,100,
339-U1389D-3H-4-A,339,U1389,D,3,3-4,H,4,A,0,30,19.51,19.81,calcareous ,mud ,,calcareous   mud ,calcareous  mud ,mud ,100,2.5Y 4/1 (dark gray),clay ,1,medium sand ,5.0,,,,,,,,,,,,,100,bioturbated boundary or contact,,,,,,slight_339 ,3,rare ,,shell fragments,100,100,
339-U1389D-3H-4-A,339,U1389,D,3,3-4,H,4,A,30,74,19.81,20.25,calcareous ,sandy mud ,,calcareous   sandy mud ,calcareous  sandy mud ,sandy mud ,100,2.5Y 4/1 (dark gray),silt ,2,medium sand ,5.0,,,,,,,,,,,,,100,irregular contact,normal grading,,,,,slight_339 ,3,rare ,,shell fragments,100,100,
339-U1389D-3H-4-A,339,U1389,D,3,3-4,H,4,A,74,117,20.25,20.68,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,2.5Y 4/1 (dark gray),clay [W22_1],1,medium sand [W22_2],5.0,,,,,,,,,,,,,100,bioturbated boundary or contact,,,,,,slight_339 [DB91],3,rare [A48],,shell fragments,100,100,
339-U1389D-3H-4-A,339,U1389,D,3,3-4,H,4,A,117,125,20.68,20.76,calcareous [Leg339],silty mud [Leg339],,calcareous   silty mud ,calcareous  silty mud ,silty mud ,100,2.5Y 4/1 (dark gray),clay [W22_1],1,medium sand [W22_2],5.0,,,,,,,,,,,,,100,bioturbated boundary or contact,normal grading,,,,,slight_339 [DB91],3,rare [A48],,shell fragments,100,100,
339-U1389D-3H-4-A,339,U1389,D,3,3-4,H,4,A,125,151,20.76,21.02,calcareous [Leg339],sandy mud [Leg339],,calcareous   sandy mud ,calcareous  sandy mud ,sandy mud ,100,2.5Y 4/1 (dark gray),silt [W22_1],2,medium sand [W22_2],5.0,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,rare [A48],,gastropod at 137 cm,100,100,
339-U1389D-3H-5-A,339,U1389,D,3,3-5,H,5,A,0,30,21.02,21.32,calcareous [Leg339],sandy mud [Leg339],,calcareous   sandy mud ,calcareous  sandy mud ,sandy mud ,100,2.5Y 4/1 (dark gray),silt [W22_1],2,medium sand [W22_2],5.0,,,,,,,,,,,,,100,bioturbated boundary or contact,,,,,,slight_339 [DB91],3,rare [A48],,shell fragments,100,100,
339-U1389D-3H-5-A,339,U1389,D,3,3-5,H,5,A,30,80,21.32,21.82,calcareous [Leg339],silty mud [Leg339],,calcareous   silty mud ,calcareous  silty mud ,silty mud ,100,2.5Y 4/1 (dark gray),clay [W22_1],1,medium sand [W22_2],5.0,,,,,,,,,,,,,100,gradational contact,inverse grading,,,,,slight_339 [DB91],3,rare [A48],,shell fragments,100,100,
339-U1389D-3H-5-A,339,U1389,D,3,3-5,H,5,A,80,129,21.82,22.31,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,2.5Y 4/1 (dark gray),clay [W22_1],1,medium sand [W22_2],5.0,,,,,,,,,,,,,100,bioturbated boundary or contact,,,,,,slight_339 [DB91],3,rare [A48],,shell fragments,100,100,
339-U1389D-3H-5-A,339,U1389,D,3,3-5,H,5,A,129,143,22.31,22.45,calcareous [Leg339],silty mud [Leg339],,calcareous   silty mud ,calcareous  silty mud ,silty mud ,100,2.5Y 4/1 (dark gray),clay [W22_1],1,medium sand [W22_2],5.0,,,,,,,,,,,,,100,bioturbated boundary or contact,normal grading,,,,,slight_339 [DB91],3,rare [A48],,shell fragments,100,100,
339-U1389D-3H-5-A,339,U1389,D,3,3-5,H,5,A,143,151,22.45,22.53,calcareous [Leg339],sandy mud [Leg339],,calcareous   sandy mud ,calcareous  sandy mud ,sandy mud ,100,2.5Y 4/1 (dark gray),silt [W22_1],2,medium sand [W22_2],5.0,,,,,,,,,,,,,100,gradational contact,normal grading,,,,,slight_339 [DB91],3,rare [A48],,shell fragments,100,100,
339-U1389D-3H-6-A,339,U1389,D,3,3-6,H,6,A,0,42,22.53,22.95,calcareous [Leg339],silty mud [Leg339],,calcareous   silty mud ,calcareous  silty mud ,silty mud ,100,2.5Y 4/1 (dark gray),clay [W22_1],1,medium sand [W22_2],5.0,,,,,,,,,,,,,100,bioturbated boundary or contact,,,,,,slight_339 [DB91],3,rare [A48],,shell fragments,100,100,
339-U1389D-3H-6-A,339,U1389,D,3,3-6,H,6,A,42,56,22.95,23.09,calcareous [Leg339],sandy mud [Leg339],,calcareous   sandy mud ,calcareous  sandy mud ,sandy mud ,100,2.5Y 4/1 (dark gray),silt [W22_1],2,medium sand [W22_2],5.0,,,,,,,,,,,,,100,irregular contact,,,,,,slight_339 [DB91],3,rare [A48],,shell fragments,100,100,
339-U1389D-3H-6-A,339,U1389,D,3,3-6,H,6,A,56,151,23.09,24.04,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,2.5Y 4/1 (dark gray),clay [W22_1],1,medium sand [W22_2],5.0,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 [DB91],3,rare [A48],,shell fragments,100,100,
339-U1389D-3H-7-A,339,U1389,D,3,3-7,H,7,A,0,73,24.04,24.77,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,2.5Y 4/1 (dark gray),clay [W22_1],1,medium sand [W22_2],5.0,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,rare [A48],,shell fragments,100,100,
339-U1389D-3H-CC-A,339,U1389,D,3,3-CC,H,CC,A,0,31,24.77,25.08,calcareous [Leg339],sandy mud [Leg339],,calcareous   sandy mud ,calcareous  sandy mud ,sandy mud ,100,2.5Y 4/1 (dark gray),clay [W22_1],1,medium sand [W22_2],5.0,,,,,,,,,,,,,100,bioturbated boundary or contact,,,,,,slight_339 [DB91],3,rare [A48],,shell fragments,100,100,
339-U1389D-3H-CC-A,339,U1389,D,3,3-CC,H,CC,A,31,41,25.08,25.18,calcareous [Leg339],silty mud [Leg339],,calcareous   silty mud ,calcareous  silty mud ,silty mud ,100,2.5Y 4/1 (dark gray),clay [W22_1],1,medium sand [W22_2],5.0,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,rare [A48],,shell fragments,100,100,
339-U1389D-4H-1-A,339,U1389,D,4,4-1,H,1,A,0,114,24.5,25.64,calcareous [Leg339],silty mud [Leg339],,calcareous   silty mud ,calcareous  silty mud ,silty mud ,100,2.5Y 4/1 (dark gray),clay [W22_1],1,medium sand [W22_2],5.0,,,,,,,,,,,,,100,irregular contact,,,,,,slight_339 [DB91],3,rare [A48],,scaphopod at 112 cm,100,100,
339-U1389D-4H-1-A,339,U1389,D,4,4-1,H,1,A,114,150,25.64,26.0,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,2.5Y 4/1 (dark gray),clay [W22_1],1,medium sand [W22_2],5.0,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,rare [A48],,gastropod at 132 cm,100,100,
339-U1389D-4H-2-A,339,U1389,D,4,4-2,H,2,A,0,84,26.01,26.85,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,2.5Y 4/1 (dark gray),clay [W22_1],1,medium sand [W22_2],5.0,,,,,,,,,,,,,100,bioturbated boundary or contact,,,,,,slight_339 [DB91],3,rare [A48],,shell fragments,100,100,
339-U1389D-4H-2-A,339,U1389,D,4,4-2,H,2,A,84,110,26.85,27.11,calcareous [Leg339],silty mud [Leg339],,calcareous   silty mud ,calcareous  silty mud ,silty mud ,100,2.5Y 4/1 (dark gray),clay [W22_1],1,medium sand [W22_2],5.0,,,,,,,,,,,,,100,bioturbated boundary or contact,,,,,,slight_339 [DB91],3,rare [A48],,shell fragments,100,100,
339-U1389D-4H-2-A,339,U1389,D,4,4-2,H,2,A,110,151,27.11,27.52,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,2.5Y 4/1 (dark gray),clay [W22_1],1,medium sand [W22_2],5.0,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,rare [A48],,shell fragments,100,100,
339-U1389D-4H-3-A,339,U1389,D,4,4-3,H,3,A,0,15,27.52,27.67,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,2.5Y 4/1 (dark gray),clay [W22_1],1,medium sand [W22_2],5.0,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 [DB91],3,rare [A48],,shell fragments,100,100,
339-U1389D-4H-3-A,339,U1389,D,4,4-3,H,3,A,15,24,27.67,27.76,calcareous [Leg339],silty mud [Leg339],,calcareous   silty mud ,calcareous  silty mud ,silty mud ,100,2.5Y 4/1 (dark gray),clay [W22_1],1,medium sand [W22_2],5.0,,,,,,,,,,,,,100,gradational contact,normal grading,,,,,slight_339 [DB91],3,rare [A48],,shell fragments,100,100,
