Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Lithology Prefix,Lithology Principal Name,Lithology Suffix,Lithology prefix+name [read only],Lithology prefix+name+suffix [read only],Lithology name+suffix [read only],Lithology color (simple),Lithology color (Munsell),Lithology lithification,Lithology ave. grain size class,Lithology ave. grain size rank [read only],Lithology max. grain size class,Lithology max. grain size rank [read only],General interval comment,Bottom contact or boundary geometry,Bottom contact or boundary definition,Bottom contact or boundary attitude,Layer or bedding thickness,Sorting,Grading,Sedimentary structure,Bioturbation intensity,Bioturbation intensity rank [read only],Diagenetic structure,Diagenetic constituent,Diagenetic constituent composition,Macrofossil,Macrofossil abundance name,Clasts (>2 mm) DOMINANT,File Data,Ship File Links,Shore File Links,Sample,Extra Sample ID Data
361,U1475,F,5,5-2,H,2,A,0,150,63,64.5,2,,nannofossil ooze [2014],with fine sand,nannofossil ooze,nannofossil ooze with fine sand,nannofossil ooze with fine sand,light gray,GLEY 1 7/10Y (light greenish grey),unconsolidated [2014],clay [W22_1],1,fine sand [W22_2],4,Diagenetic stratification,,,,,,,burrows,strong,3,pyrite,mineral,,,,,,,,361-U1475F-5H-2-A,
361,U1475,F,5,5-3,H,3,A,0,150,64.5,66,2,,nannofossil ooze [2014],with fine sand,nannofossil ooze,nannofossil ooze with fine sand,nannofossil ooze with fine sand,light gray,GLEY 1 7/10Y (light greenish grey),unconsolidated [2014],clay [W22_1],1,fine sand [W22_2],4,Diagenetic stratification,,,,,,,burrows,strong,3,pyrite,mineral,,,,,,,,361-U1475F-5H-3-A,
361,U1475,F,5,5-4,H,4,A,0,150,66,67.5,2,,nannofossil ooze [2014],with fine sand,nannofossil ooze,nannofossil ooze with fine sand,nannofossil ooze with fine sand,light gray,GLEY 1 7/10Y (light greenish grey),unconsolidated [2014],clay [W22_1],1,fine sand [W22_2],4,Diagenetic stratification,,,,,,,burrows,strong,3,pyrite,mineral,,,,,,,,361-U1475F-5H-4-A,
361,U1475,F,5,5-5,H,5,A,0,150,67.5,69,2,,nannofossil ooze [2014],with fine sand,nannofossil ooze,nannofossil ooze with fine sand,nannofossil ooze with fine sand,light gray,GLEY 1 7/10Y (light greenish grey),unconsolidated [2014],clay [W22_1],1,fine sand [W22_2],4,Diagenetic stratification,,,,,,,burrows,strong,3,pyrite,mineral,,,,,,,,361-U1475F-5H-5-A,
361,U1475,F,5,5-6,H,6,A,0,100,69,70,2,,nannofossil ooze [2014],with fine sand,nannofossil ooze,nannofossil ooze with fine sand,nannofossil ooze with fine sand,light gray,GLEY 1 7/10Y (light greenish grey),unconsolidated [2014],clay [W22_1],1,fine sand [W22_2],4,Diagenetic stratification,,,,,,,burrows,strong,3,pyrite,mineral,,,,,,,,361-U1475F-5H-6-A,
361,U1475,F,5,5-7,H,7,A,0,81,70,70.81,2,,nannofossil ooze [2014],with fine sand,nannofossil ooze,nannofossil ooze with fine sand,nannofossil ooze with fine sand,light gray,GLEY 1 7/10Y (light greenish grey),unconsolidated [2014],clay [W22_1],1,fine sand [W22_2],4,Diagenetic stratification,,,,,,,burrows,strong,3,pyrite,mineral,,,,,,,,361-U1475F-5H-7-A,
361,U1475,F,5,5-CC,H,CC,A,0,14,70.81,70.95,2,,nannofossil ooze [2014],with fine sand,nannofossil ooze,nannofossil ooze with fine sand,nannofossil ooze with fine sand,light gray,GLEY 1 7/10Y (light greenish grey),unconsolidated [2014],clay [W22_1],1,fine sand [W22_2],4,Diagenetic stratification,,,,,,,burrows,strong,3,pyrite,mineral,,,,,,,,361-U1475F-5H-CC-A,
361,U1475,F,7,7-1,H,1,A,0,150,103,104.5,2,,nannofossil ooze [2014],with fine sand,nannofossil ooze,nannofossil ooze with fine sand,nannofossil ooze with fine sand,light gray,GLEY 1 7/10Y (light greenish grey),unconsolidated [2014],clay [W22_1],1,fine sand [W22_2],4,Diagenetic stratification,,,,,,,burrows,strong,3,pyrite,mineral,,,,,,,,361-U1475F-7H-1-A,
361,U1475,F,7,7-2,H,2,A,0,150,104.5,106,2,,nannofossil ooze [2014],with fine sand,nannofossil ooze,nannofossil ooze with fine sand,nannofossil ooze with fine sand,light gray,GLEY 1 7/10Y (light greenish grey),unconsolidated [2014],clay [W22_1],1,fine sand [W22_2],4,Diagenetic stratification,,,,,,,burrows,strong,3,pyrite,mineral,,,,,,,,361-U1475F-7H-2-A,
361,U1475,F,7,7-3,H,3,A,0,150,106,107.5,2,,nannofossil ooze [2014],with fine sand,nannofossil ooze,nannofossil ooze with fine sand,nannofossil ooze with fine sand,light gray,GLEY 1 7/10Y (light greenish grey),unconsolidated [2014],clay [W22_1],1,fine sand [W22_2],4,Diagenetic stratification,,,,,,,burrows,strong,3,pyrite,mineral,,,,,,,,361-U1475F-7H-3-A,
361,U1475,F,7,7-4,H,4,A,0,150,107.5,109,2,,nannofossil ooze [2014],with fine sand,nannofossil ooze,nannofossil ooze with fine sand,nannofossil ooze with fine sand,light gray,GLEY 1 7/10Y (light greenish grey),unconsolidated [2014],clay [W22_1],1,fine sand [W22_2],4,Diagenetic stratification,,,,,,,burrows,strong,3,pyrite,mineral,,,,,,,,361-U1475F-7H-4-A,
361,U1475,F,7,7-5,H,5,A,0,150,109,110.5,2,,nannofossil ooze [2014],with fine sand,nannofossil ooze,nannofossil ooze with fine sand,nannofossil ooze with fine sand,light gray,GLEY 1 7/10Y (light greenish grey),unconsolidated [2014],clay [W22_1],1,fine sand [W22_2],4,Diagenetic stratification,,,,,,,burrows,strong,3,pyrite,mineral,,,,,,,,361-U1475F-7H-5-A,
361,U1475,F,7,7-6,H,6,A,0,108,110.5,111.58,2,,nannofossil ooze [2014],with fine sand,nannofossil ooze,nannofossil ooze with fine sand,nannofossil ooze with fine sand,light gray,GLEY 1 7/10Y (light greenish grey),unconsolidated [2014],clay [W22_1],1,fine sand [W22_2],4,Diagenetic stratification,,,,,,,burrows,strong,3,pyrite,mineral,,,,,,,,361-U1475F-7H-6-A,
361,U1475,F,7,7-CC,H,CC,A,0,17,111.58,111.75,2,,nannofossil ooze [2014],with fine sand,nannofossil ooze,nannofossil ooze with fine sand,nannofossil ooze with fine sand,light gray,GLEY 1 7/10Y (light greenish grey),unconsolidated [2014],clay [W22_1],1,fine sand [W22_2],4,Diagenetic stratification,,,,,,,burrows,strong,3,pyrite,mineral,,,,,,,,361-U1475F-7H-CC-A,
361,U1475,F,9,9-1,H,1,A,0,150,114.5,116,2,,nannofossil ooze [2014],with fine sand,nannofossil ooze,nannofossil ooze with fine sand,nannofossil ooze with fine sand,light gray,GLEY 1 7/10Y (light greenish grey),unconsolidated [2014],clay [W22_1],1,fine sand [W22_2],4,Diagenetic stratification,,,,,,,burrows,strong,3,pyrite,mineral,,,,,,,,361-U1475F-9H-1-A,
361,U1475,F,9,9-2,H,2,A,0,150,116,117.5,2,,nannofossil ooze [2014],with fine sand,nannofossil ooze,nannofossil ooze with fine sand,nannofossil ooze with fine sand,light gray,GLEY 1 7/10Y (light greenish grey),unconsolidated [2014],clay [W22_1],1,fine sand [W22_2],4,Diagenetic stratification,,,,,,,burrows,strong,3,pyrite,mineral,,,,,,,,361-U1475F-9H-2-A,
361,U1475,F,9,9-3,H,3,A,0,150,117.5,119,2,,nannofossil ooze [2014],with fine sand,nannofossil ooze,nannofossil ooze with fine sand,nannofossil ooze with fine sand,light gray,GLEY 1 7/10Y (light greenish grey),unconsolidated [2014],clay [W22_1],1,fine sand [W22_2],4,Diagenetic stratification,,,,,,,burrows,strong,3,pyrite,mineral,,,,,,,,361-U1475F-9H-3-A,
361,U1475,F,9,9-4,H,4,A,0,150,119,120.5,2,,nannofossil ooze [2014],with fine sand,nannofossil ooze,nannofossil ooze with fine sand,nannofossil ooze with fine sand,light gray,GLEY 1 7/10Y (light greenish grey),unconsolidated [2014],clay [W22_1],1,fine sand [W22_2],4,Diagenetic stratification,,,,,,,burrows,strong,3,pyrite,mineral,,,,,,,,361-U1475F-9H-4-A,
361,U1475,F,9,9-5,H,5,A,0,150,120.5,122,2,,nannofossil ooze [2014],with fine sand,nannofossil ooze,nannofossil ooze with fine sand,nannofossil ooze with fine sand,light gray,GLEY 1 7/10Y (light greenish grey),unconsolidated [2014],clay [W22_1],1,fine sand [W22_2],4,Diagenetic stratification,,,,,,,burrows,strong,3,pyrite,mineral,,,,,,,,361-U1475F-9H-5-A,
361,U1475,F,9,9-6,H,6,A,0,100,122,123,2,,nannofossil ooze [2014],with fine sand,nannofossil ooze,nannofossil ooze with fine sand,nannofossil ooze with fine sand,light gray,GLEY 1 7/10Y (light greenish grey),unconsolidated [2014],clay [W22_1],1,fine sand [W22_2],4,Diagenetic stratification,,,,,,,burrows,strong,3,pyrite,mineral,,,,,,,,361-U1475F-9H-6-A,
361,U1475,F,9,9-7,H,7,A,0,61,123,123.61,2,,nannofossil ooze [2014],with fine sand,nannofossil ooze,nannofossil ooze with fine sand,nannofossil ooze with fine sand,light gray,GLEY 1 7/10Y (light greenish grey),unconsolidated [2014],clay [W22_1],1,fine sand [W22_2],4,Diagenetic stratification,,,,,,,burrows,strong,3,pyrite,mineral,,,,,,,,361-U1475F-9H-7-A,
361,U1475,F,9,9-CC,H,CC,A,0,14,123.61,123.75,2,,nannofossil ooze [2014],with fine sand,nannofossil ooze,nannofossil ooze with fine sand,nannofossil ooze with fine sand,light gray,GLEY 1 7/10Y (light greenish grey),unconsolidated [2014],clay [W22_1],1,fine sand [W22_2],4,Diagenetic stratification,,,,,,,burrows,strong,3,pyrite,mineral,,,,,,,,361-U1475F-9H-CC-A,
361,U1475,F,10,10-1,H,1,A,0,150,124,125.5,2,,nannofossil ooze [2014],with fine sand,nannofossil ooze,nannofossil ooze with fine sand,nannofossil ooze with fine sand,light gray,GLEY 1 7/10Y (light greenish grey),unconsolidated [2014],clay [W22_1],1,fine sand [W22_2],4,Diagenetic stratification,,,,,,,burrows,strong,3,pyrite,mineral,,,,,,,,361-U1475F-10H-1-A,
361,U1475,F,10,10-2,H,2,A,0,150,125.5,127,2,,nannofossil ooze [2014],with fine sand,nannofossil ooze,nannofossil ooze with fine sand,nannofossil ooze with fine sand,light gray,GLEY 1 7/10Y (light greenish grey),unconsolidated [2014],clay [W22_1],1,fine sand [W22_2],4,Diagenetic stratification,,,,,,,burrows,strong,3,pyrite,mineral,,,,,,,,361-U1475F-10H-2-A,
361,U1475,F,10,10-3,H,3,A,0,150,127,128.5,2,,nannofossil ooze [2014],with fine sand,nannofossil ooze,nannofossil ooze with fine sand,nannofossil ooze with fine sand,light gray,GLEY 1 7/10Y (light greenish grey),unconsolidated [2014],clay [W22_1],1,fine sand [W22_2],4,Diagenetic stratification,,,,,,,burrows,strong,3,pyrite,mineral,,,,,,,,361-U1475F-10H-3-A,
361,U1475,F,10,10-4,H,4,A,0,150,128.5,130,2,,nannofossil ooze [2014],with fine sand,nannofossil ooze,nannofossil ooze with fine sand,nannofossil ooze with fine sand,light gray,GLEY 1 7/10Y (light greenish grey),unconsolidated [2014],clay [W22_1],1,fine sand [W22_2],4,Diagenetic stratification,,,,,,,burrows,strong,3,pyrite,mineral,,,,,,,,361-U1475F-10H-4-A,
361,U1475,F,10,10-5,H,5,A,0,150,130,131.5,2,,nannofossil ooze [2014],with fine sand,nannofossil ooze,nannofossil ooze with fine sand,nannofossil ooze with fine sand,light gray,GLEY 1 7/10Y (light greenish grey),unconsolidated [2014],clay [W22_1],1,fine sand [W22_2],4,Diagenetic stratification,,,,,,,burrows,strong,3,pyrite,mineral,,,,,,,,361-U1475F-10H-5-A,
361,U1475,F,10,10-6,H,6,A,0,140,131.5,132.9,2,,nannofossil ooze [2014],with fine sand,nannofossil ooze,nannofossil ooze with fine sand,nannofossil ooze with fine sand,light gray,GLEY 1 7/10Y (light greenish grey),unconsolidated [2014],clay [W22_1],1,fine sand [W22_2],4,Diagenetic stratification,,,,,,,burrows,strong,3,pyrite,mineral,,,,,,,,361-U1475F-10H-6-A,
361,U1475,F,10,10-7,H,7,A,0,66,132.9,133.56,2,,nannofossil ooze [2014],with fine sand,nannofossil ooze,nannofossil ooze with fine sand,nannofossil ooze with fine sand,light gray,GLEY 1 7/10Y (light greenish grey),unconsolidated [2014],clay [W22_1],1,fine sand [W22_2],4,Diagenetic stratification,,,,,,,burrows,strong,3,pyrite,mineral,,,,,,,,361-U1475F-10H-7-A,
361,U1475,F,10,10-CC,H,CC,A,0,12,133.56,133.68,2,,nannofossil ooze [2014],with fine sand,nannofossil ooze,nannofossil ooze with fine sand,nannofossil ooze with fine sand,light gray,GLEY 1 7/10Y (light greenish grey),unconsolidated [2014],clay [W22_1],1,fine sand [W22_2],4,Diagenetic stratification,,,,,,,burrows,strong,3,pyrite,mineral,,,,,,,,361-U1475F-10H-CC-A,
