Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Sample domain number (if >1 domain),Sample domain name (if >1 domain),Domain relative abundance [%],Lithology Prefix,Lithology Principal name,Lithology Suffix,Lith. prefix+name+suffix,Lithological Accessories 1,Lithological Accessories 2,Lithology color,Layer/Beddding, Lamination,Grading,Other sedimentary feature,Bedding thickness,Lithology avg. grain size ,Lithology avg. grain size rank,Diagenetic constituent,Diagenetic constituent composition,Bioturbation intensity,Bioturbation intensity rank,General interval comment,Bottom contact or boundary type,Bottom contact geometry,Bottom contact definition,Clasts abundance,Clasts [%],Clast -  grain size,Diagenetic structure,Macrofossil,Macrofossil abundance name,Lithology prefix + name,Lithology name+suffix,Ship File Links,Shore File Links,File Data
369-U1512A-62R-7-A,0,58,593.65,594.23,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,moderate,2,,,,,,,,,shell fragment,trace,silty claystone,silty claystone,,,
369-U1512A-62R-7-A,58,78,594.23,594.43,,,,,,clayey sandstone,with siderite,clayey sandstone with siderite,,,GLEY 1 3/10GY (very dark greenish gray),massive [BJ84],,,structureless,,silt [W22_1],2,,,,2,,,,,,,,,,,clayey sandstone,clayey sandstone with siderite,,,
369-U1512A-62R-7-A,78,115,594.43,594.8,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,low,2,,,,,,,,,shell fragment,trace,silty claystone,silty claystone,,,
369-U1512A-63R-1-A,0,117,595.2,596.37,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,low,2,,,,,,,,,shell fragment,trace,silty claystone,silty claystone,,,
369-U1512A-63R-2-A,0,116,596.37,597.53,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,moderate,2,,,,,,,,,shell fragment,trace,silty claystone,silty claystone,,,
369-U1512A-63R-3-A,0,147,597.53,599,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,moderate,2,,,,,,,,,shell fragment,trace,silty claystone,silty claystone,,,
369-U1512A-63R-4-A,0,147,599,600.47,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,low,2,,,,,,,,,shell fragment,trace,silty claystone,silty claystone,,,
369-U1512A-63R-5-A,0,151,600.47,601.98,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,moderate,2,,,,,,,,,shell fragment,trace,silty claystone,silty claystone,,,
369-U1512A-63R-6-A,0,104,601.98,603.02,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,moderate,2,,,,,,,,,shell fragment,trace,silty claystone,silty claystone,,,
369-U1512A-63R-7-A,0,68,603.02,603.7,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,moderate,2,,,,,,,,,shell fragment,trace,silty claystone,silty claystone,,,
369-U1512A-63R-CC-A,0,10,603.7,603.8,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,moderate,2,,,,,,,,,shell fragment,trace,silty claystone,silty claystone,,,
369-U1512A-64R-1-A,0,7,604.8,604.87,,,,,,clayey siltstone,,clayey siltstone,,,GLEY 1 3/N (very dark gray),massive [BJ84],,,structureless,,silt [W22_1],2,,,,2,,gradational boundary or contact,gradational,,,,,,,,clayey siltstone,clayey siltstone,,,
369-U1512A-64R-1-A,7,150,604.87,606.3,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,low,2,,,,,,,,,shell fragment,trace,silty claystone,silty claystone,,,
369-U1512A-64R-2-A,0,150,606.3,607.8,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,low,2,,,,,,,,,shell fragment,trace,silty claystone,silty claystone,,,
369-U1512A-64R-3-A,0,80,607.8,608.6,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,low,2,,gradational boundary or contact,,,,,,,shell fragment,trace,silty claystone,silty claystone,,,
369-U1512A-64R-3-A,80,93,608.6,608.73,,,,,,silty claystone,with siderite,silty claystone with siderite,,,GLEY 1 3/N (very dark gray),massive [BJ84],,,structureless,,silt [W22_1],2,,,low,2,,gradational boundary or contact,,,,,,,,,silty claystone,silty claystone with siderite,,,
369-U1512A-64R-3-A,93,150,608.73,609.3,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,low,2,,,,,,,,,shell fragment,trace,silty claystone,silty claystone,,,
369-U1512A-64R-4-A,0,150,609.3,610.8,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,low,2,,,,,,,,,shell fragment,trace,silty claystone,silty claystone,,,
369-U1512A-64R-5-A,0,150,610.8,612.3,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,low,2,,,,,,,,,shell fragment,trace,silty claystone,silty claystone,,,
369-U1512A-64R-6-A,0,101,612.3,613.31,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,low,2,,,,,,,,,shell fragment,trace,silty claystone,silty claystone,,,
369-U1512A-64R-7-A,0,86,613.8,614.66,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,low,2,,,,,,,,,shell fragment,trace,silty claystone,silty claystone,,,
369-U1512A-64R-CC-A,0,12,614.66,614.78,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,low,2,,,,,,,,,shell fragment,trace,silty claystone,silty claystone,,,
369-U1512A-65R-1-A,0,150,614.4,615.9,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,low,2,,,,,,,,,shell fragment,trace,silty claystone,silty claystone,,,
369-U1512A-65R-2-A,0,150,615.9,617.4,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,low,2,,,,,,,,,shell fragment,trace,silty claystone,silty claystone,,,
369-U1512A-65R-3-A,0,150,617.4,618.9,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,low,2,,,,,,,,,shell fragment,trace,silty claystone,silty claystone,,,
369-U1512A-65R-4-A,0,150,618.9,620.4,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,low,2,,,,,,,,,shell fragment,trace,silty claystone,silty claystone,,,
369-U1512A-65R-5-A,0,94,620.26,621.2,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,low,2,,,,,,,,,shell fragment,trace,silty claystone,silty claystone,,,
369-U1512A-65R-6-A,0,69,621.2,621.89,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,low,2,,,,,,,,,shell fragment,trace,silty claystone,silty claystone,,,
369-U1512A-65R-CC-A,0,33,621.89,622.22,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,low,2,,,,,,,,,shell fragment,trace,silty claystone,silty claystone,,,
369-U1512A-66R-1-A,0,150,624,625.5,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,low,2,,,,,,,,,shell fragment,trace,silty claystone,silty claystone,,,
369-U1512A-66R-2-A,0,15,625.5,625.65,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,low,2,,,,,,,,,shell fragment,trace,silty claystone,silty claystone,,,
369-U1512A-66R-2-A,15,150,625.65,627,,,,,,silty claystone,,silty claystone,,,GLEY 1 4/N (dark gray),mottled,,,structureless,,clay [W22_1],1,,,low,2,,,,,,,,,shell fragment,trace,silty claystone,silty claystone,,,
369-U1512A-66R-3-A,0,150,627,628.5,,,,,,silty claystone,,silty claystone,,,GLEY 1 4/N (dark gray),mottled,,,structureless,,clay [W22_1],1,,,low,2,,,,,,,,,shell fragment,trace,silty claystone,silty claystone,,,
369-U1512A-66R-4-A,0,150,628.5,630,,,,,,silty claystone,,silty claystone,,,GLEY 1 4/N (dark gray),mottled,,,structureless,,clay [W22_1],1,,,low,2,,,,,,,,,shell fragment,rare,silty claystone,silty claystone,,,
369-U1512A-66R-5-A,0,150,630,631.5,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,low,2,,,,,,,,,shell fragment,trace,silty claystone,silty claystone,,,
369-U1512A-66R-6-A,0,150,631.5,633,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,low,2,,,,,,,,,,,silty claystone,silty claystone,,,
369-U1512A-66R-7-A,0,70,633,633.7,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,low,2,,,,,,,,,,,silty claystone,silty claystone,,,
369-U1512A-66R-CC-A,0,30,633.7,634,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,low,2,,,,,,,,,,,silty claystone,silty claystone,,,
369-U1512A-67R-1-A,0,145,633.6,635.05,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,low,2,,,,,,,,,,,silty claystone,silty claystone,,,
369-U1512A-67R-2-A,0,151,635.05,636.56,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,low,2,,,,,,,,,,,silty claystone,silty claystone,,,
369-U1512A-67R-3-A,0,99,636.56,637.55,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,moderate,2,,,,,,,,,shell fragment,rare,silty claystone,silty claystone,,,
369-U1512A-67R-4-A,0,150,637.55,639.05,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,moderate,2,,,,,,,,,shell fragment,rare,silty claystone,silty claystone,,,
369-U1512A-67R-5-A,0,142,639.05,640.47,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,moderate,2,,,,,,,,,shell fragment,rare,silty claystone,silty claystone,,,
369-U1512A-67R-6-A,0,95,640.47,641.42,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,high,3,,,,,,,,,shell fragment,abundant,silty claystone,silty claystone,,,
369-U1512A-67R-CC-A,0,13,641.42,641.55,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,moderate,2,,,,,,,,,shell fragment,common,silty claystone,silty claystone,,,
369-U1512A-68R-1-A,0,18,643.2,643.38,,,,,,siltstone [USGS],,siltstone,,,GLEY 1 2.5/N (black),mottled,interlamination,,,,silt [W22_1],2,,,low,2,Medium laminations of silty sandstone (5 and 6 cm).,inclined boundary or contact,straight,sharp,,,,,,,siltstone,siltstone,,,
369-U1512A-68R-1-A,18,51,643.38,643.71,,,,,,sandy siltstone,,sandy siltstone,,,GLEY 1 3/N (very dark gray),mottled,interlamination,,,,silt [W22_1],2,,,moderate,2,Interlaminations (thin) of siltstone and sandstone (18 to 51 cm).,sharp boundary or contact,straight,sharp,,,,,,,sandy siltstone,sandy siltstone,,,
369-U1512A-68R-1-A,51,131,643.71,644.51,,,,,,siltstone [USGS],,siltstone,,,GLEY 1 3/N (very dark gray),mottled,,,structureless,,silt [W22_1],2,,,moderate,2,,,,,,,,,shell fragment,abundant,siltstone,siltstone,,,
369-U1512A-68R-2-A,0,43,644.51,644.94,,,,,,siltstone [USGS],,siltstone,,,GLEY 1 3/N (very dark gray),mottled,,,structureless,,silt [W22_1],2,,,moderate,2,,,,,,,,,shell fragment,abundant,siltstone,siltstone,,,
369-U1512A-68R-2-A,43,128,644.94,645.79,,,,,,siltstone [USGS],,siltstone,,,GLEY 1 3/N (very dark gray),mottled,interlamination,,,,silt [W22_1],2,,,low,2,,,,,,,,,shell fragment,rare,siltstone,siltstone,,,
369-U1512A-68R-2-A,128,138,645.79,645.89,,,,,,siltstone [USGS],,siltstone,,,GLEY 1 3/N (very dark gray),mottled,,,structureless,,silt [W22_1],2,,,low,2,,,,,,,,,shell fragment,abundant,siltstone,siltstone,,,
369-U1512A-68R-3-A,0,25,645.89,646.14,,,,,,siltstone [USGS],,siltstone,,,GLEY 1 3/N (very dark gray),mottled,,,structureless,,silt [W22_1],2,,,low,2,,inclined boundary or contact,straight,sharp,,,,,shell fragment,rare,siltstone,siltstone,,,
369-U1512A-68R-3-A,25,50,646.14,646.39,,,,,,sandy siltstone,,sandy siltstone,,,GLEY 1 3/N (very dark gray),mottled,interlamination,,,,silt [W22_1],2,,,low,2,Medium lnterlaminations (25-50 cm),inclined boundary or contact,straight,sharp,,,,,,,sandy siltstone,sandy siltstone,,,
369-U1512A-68R-3-A,50,128,646.39,647.17,,,,,nannofossil-rich,sandy siltstone,,nannofossil-rich sandy siltstone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,silt [W22_1],2,,,low,2,,,,,,,,,shell fragment,rare,nannofossil-rich sandy siltstone,sandy siltstone,,,
369-U1512A-68R-4-A,0,14,647.17,647.31,,,,,,sandy siltstone,,sandy siltstone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,silt [W22_1],2,,,low,2,,,,,,,,,shell fragment,rare,sandy siltstone,sandy siltstone,,,
369-U1512A-68R-4-A,14,35,647.31,647.52,,,,,,sandy siltstone,,sandy siltstone,,,GLEY 1 3/N (very dark gray),mottled,,,structureless,,silt [W22_1],2,,,low,2,,,,,,,,,shell fragment,common,sandy siltstone,sandy siltstone,,,
369-U1512A-68R-4-A,35,141,647.52,648.58,,,,,,sandy siltstone,,sandy siltstone,,,GLEY 1 3/N (very dark gray),mottled,parallel lamination,,,,silt [W22_1],2,,,low,2,Medium to thick interlaminations (58-106 cm).,,,,,,,,shell fragment,rare,sandy siltstone,sandy siltstone,,,
369-U1512A-68R-5-A,0,147,648.58,650.05,,,,,,sandy siltstone,,sandy siltstone,,,GLEY 1 3/N (very dark gray),mottled,,,structureless,,silt [W22_1],2,,,low,2,,,,,,,,,shell fragment,common,sandy siltstone,sandy siltstone,,,
369-U1512A-68R-6-A,0,153,650.05,651.58,,,,,calcareous,claystone [USGS],,calcareous claystone,,,GLEY 1 6/N (gray),,non-parallel stratification,,,,clay [W22_1],1,,,moderate,2,A mix of non-parallel and parallel laminations of calcareous claystone.,,,,,,,,shell fragment,trace,calcareous claystone,claystone,,,
369-U1512A-68R-7-A,0,45,651.58,652.03,,,,,calcareous,claystone [USGS],,calcareous claystone,,,GLEY 1 6/N (gray),,non-parallel stratification,,,,clay [W22_1],1,,,moderate,2,A mix of non-parallel and parallel laminations of calcareous claystone.,,,,,,,,shell fragment,trace,calcareous claystone,claystone,,,
369-U1512A-68R-7-A,45,52,652.03,652.1,,,,,calcareous,claystone [USGS],,calcareous claystone,,,GLEY 1 6/N (gray),,non-parallel stratification,,,,clay [W22_1],1,,,moderate,2,A mix of non-parallel and parallel laminations of calcareous claystone.,,,,,,,,shell fragment,trace,calcareous claystone,claystone,,,
369-U1512A-68R-7-A,52,148,652.1,653.06,,,,,calcareous,sandy claystone,,calcareous sandy claystone,,,GLEY 1 3/N (very dark gray),,non-parallel stratification,,,,clay [W22_1],1,,,low,2,,,,,,,,,shell fragment,rare,calcareous sandy claystone,sandy claystone,,,
369-U1512A-68R-CC-A,0,19,653.06,653.25,,,,,calcareous,sandy claystone,,calcareous sandy claystone,,,GLEY 1 3/N (very dark gray),,non-parallel stratification,,,,clay [W22_1],1,,,low,2,Destroyed by drilling.,,,,,,,,shell fragment,rare,calcareous sandy claystone,sandy claystone,,,
369-U1512A-69R-1-A,0,151,652.8,654.31,,,,,calcareous,claystone [USGS],with silt,calcareous claystone with silt,,,GLEY 1 3/N (very dark gray),,non-parallel stratification,,,,clay [W22_1],1,,,low,2,,,,,,,,,shell fragment,rare,calcareous claystone,claystone with silt,,,
369-U1512A-69R-2-A,0,57,654.31,654.88,,,,,calcareous,silty claystone,,calcareous silty claystone,,,GLEY 1 3/N (very dark gray),,non-parallel stratification,,,,clay [W22_1],1,,,low,2,,,,,,,,,shell fragment,rare,calcareous silty claystone,silty claystone,,,
369-U1512A-69R-2-A,57,151,654.88,655.82,,,,,calcareous,claystone [USGS],,calcareous claystone,,,GLEY 1 3/N (very dark gray),mottled,,,structureless,,clay [W22_1],1,,,low,2,,,,,,,,,shell fragment,rare,calcareous claystone,claystone,,,
369-U1512A-69R-3-A,0,135,655.82,657.17,,,,,calcareous,claystone [USGS],,calcareous claystone,,,GLEY 1 3/N (very dark gray),mottled,,,structureless,,clay [W22_1],1,,,low,2,,,,,,,,,shell fragment,rare,calcareous claystone,claystone,,,
369-U1512A-69R-4-A,0,47,657.17,657.64,,,,,calcareous,claystone [USGS],,calcareous claystone,,,GLEY 1 3/N (very dark gray),mottled,,,structureless,,clay [W22_1],1,,,low,2,,,,,,,,,shell fragment,rare,calcareous claystone,claystone,,,
369-U1512A-69R-4-A,47,101,657.64,658.18,,,,,nannofossil-rich,claystone [USGS],,nannofossil-rich claystone,,,GLEY 1 4/N (dark gray),mottled,,,structureless,,clay [W22_1],1,,,moderate,2,,,,,,,,,shell fragment,common,nannofossil-rich claystone,claystone,,,
369-U1512A-69R-5-A,0,37,658.18,658.55,,,,,nannofossil-rich,sandy claystone,with siderite,nannofossil-rich sandy claystone with siderite,,,GLEY 1 4/N (dark gray),mottled,,,structureless,,clay [W22_1],1,,,moderate,2,,,,,,,,,,,nannofossil-rich sandy claystone,sandy claystone with siderite,,,
369-U1512A-69R-5-A,37,151,658.55,659.69,,,,,calcareous,claystone [USGS],,calcareous claystone,,,GLEY 1 3/N (very dark gray),mottled,,,structureless,,clay [W22_1],1,,,low,2,,,,,,,,,shell fragment,rare,calcareous claystone,claystone,,,
369-U1512A-69R-6-A,0,114,659.69,660.83,,,,,calcareous,claystone [USGS],,calcareous claystone,,,GLEY 1 3/N (very dark gray),mottled,,,structureless,,clay [W22_1],1,,,low,2,Complete shell are observed at 26 and 45 cm,,,,,,,,shell fragment,rare,calcareous claystone,claystone,,,
369-U1512A-69R-7-A,0,100,660.83,661.83,,,,,calcareous,claystone [USGS],,calcareous claystone,,,GLEY 1 3/N (very dark gray),mottled,,,structureless,,clay [W22_1],1,,,low,2,Complete shell are observed at 35 and 81 cm. A nodule (of siderite ?) with shell fragment inside is observed at 42-44 cm.,,,,,,,,shell fragment,rare,calcareous claystone,claystone,,,
369-U1512A-69R-8-A,0,64,661.84,662.48,,,,,calcareous,claystone [USGS],,calcareous claystone,,,GLEY 1 3/N (very dark gray),mottled,,,structureless,,clay [W22_1],1,,,low,2,,,,,,,,,shell fragment,trace,calcareous claystone,claystone,,,
369-U1512A-69R-CC-A,0,17,662.48,662.65,,,,,calcareous,claystone [USGS],,calcareous claystone,,,GLEY 1 3/N (very dark gray),mottled,,,structureless,,clay [W22_1],1,,,low,2,,,,,,,,,shell fragment,trace,calcareous claystone,claystone,,,
369-U1512A-70R-1-A,0,144,662.4,663.84,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,moderate,2,,,,,,,,,shell fragment,rare,silty claystone,silty claystone,,,
369-U1512A-70R-2-A,0,150,663.84,665.34,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,moderate,2,,,,,,,,,shell fragment,trace,silty claystone,silty claystone,,,
369-U1512A-70R-3-A,0,69,665.34,666.03,,,,,,siltstone [USGS],,siltstone,,,GLEY 1 3/N (very dark gray),mottled,,,structureless,,silt [W22_1],2,,,low,2,,,,,,,,,shell fragment,rare,siltstone,siltstone,,,
369-U1512A-70R-3-A,69,141,666.03,666.75,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,low,2,,,,,,,,,,,silty claystone,silty claystone,,,
369-U1512A-70R-4-A,0,86,666.75,667.61,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,low,2,,,,,,,,,shell fragment,rare,silty claystone,silty claystone,,,
369-U1512A-70R-4-A,86,152,667.61,668.27,,,,,,silty claystone,,silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,moderate,2,,,,,,,,,shell fragment,trace,silty claystone,silty claystone,,,
369-U1512A-70R-5-A,0,104,668.27,669.31,,,,,calcareous,silty claystone,,calcareous silty claystone,,,GLEY 1 4/N (dark gray),mottled,,,structureless,,clay [W22_1],1,,,moderate,2,A complete shell is observed at 52 cm,,,,,,,,shell fragment,rare,calcareous silty claystone,silty claystone,,,
369-U1512A-70R-6-A,0,70,669.31,670.01,,,,,calcareous,silty claystone,,calcareous silty claystone,,,GLEY 1 4/N (dark gray),mottled,,,structureless,,clay [W22_1],1,nodule,carbonate,high,3,,,,,,,,,shell fragment,rare,calcareous silty claystone,silty claystone,,,
369-U1512A-70R-6-A,70,129,670.01,670.6,,,,,calcareous,silty claystone,,calcareous silty claystone,,,GLEY 1 4/N (dark gray),mottled,,,structureless,,clay [W22_1],1,,,low,2,,,,,,,,,,,calcareous silty claystone,silty claystone,,,
369-U1512A-70R-7-A,0,89,670.6,671.49,,,,,calcareous,silty claystone,,calcareous silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,low,2,,,,,,,,,shell fragment,abundant,calcareous silty claystone,silty claystone,,,
369-U1512A-70R-CC-A,0,12,671.49,671.61,,,,,calcareous,silty claystone,,calcareous silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,low,2,,,,,,,,,shell fragment,rare,calcareous silty claystone,silty claystone,,,
369-U1512A-71R-1-A,0,65,672,672.65,,,,,calcareous,silty claystone,,calcareous silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,low,2,,,,,,,,,shell fragment,common,calcareous silty claystone,silty claystone,,,
369-U1512A-71R-1-A,65,114,672.65,673.14,,,,,calcareous,silty claystone,,calcareous silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,moderate,2,,,,,,,,,shell fragment,trace,calcareous silty claystone,silty claystone,,,
369-U1512A-71R-2-A,0,69,673.14,673.83,,,,,calcareous,silty claystone,,calcareous silty claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,moderate,2,,,,,,,,,shell fragment,common,calcareous silty claystone,silty claystone,,,
369-U1512A-71R-2-A,69,135,673.83,674.49,,,,,calcareous,silty claystone,,calcareous silty claystone,,,GLEY 1 3/N (very dark gray),mottled,,,structureless,,clay [W22_1],1,,,moderate,2,,,,,,,,,shell fragment,rare,calcareous silty claystone,silty claystone,,,
369-U1512A-71R-3-A,0,115,674.49,675.64,,,,,calcareous,silty claystone,,calcareous silty claystone,,,GLEY 1 3/N (very dark gray),mottled,,,structureless,,clay [W22_1],1,,,moderate,2,,,,,,,,,shell fragment,rare,calcareous silty claystone,silty claystone,,,
369-U1512A-71R-4-A,0,135,675.64,676.99,,,,,calcareous,silty claystone,,calcareous silty claystone,,,GLEY 1 3/N (very dark gray),mottled,,,structureless,,clay [W22_1],1,,,low,2,,,,,,,,,shell fragment,rare,calcareous silty claystone,silty claystone,,,
369-U1512A-71R-5-A,0,46,676.99,677.45,,,,,calcareous,silty claystone,,calcareous silty claystone,,,GLEY 1 3/N (very dark gray),mottled,,,structureless,,clay [W22_1],1,,,low,2,,,,,,,,,shell fragment,rare,calcareous silty claystone,silty claystone,,,
369-U1512A-71R-5-A,46,104,677.45,678.03,,,,,calcareous,silty claystone,,calcareous silty claystone,,,GLEY 1 3/N (very dark gray),mottled,,,structureless,,clay [W22_1],1,,,moderate,2,,,,,,,,,shell fragment,rare,calcareous silty claystone,silty claystone,,,
369-U1512A-71R-6-A,0,124,678.03,679.27,,,,,calcareous,silty claystone,,calcareous silty claystone,,,GLEY 1 3/N (very dark gray),mottled,,,structureless,,clay [W22_1],1,,,moderate,2,,,,,,,,,shell fragment,rare,calcareous silty claystone,silty claystone,,,
369-U1512A-71R-CC-A,0,24,679.27,679.51,,,,,calcareous,silty claystone,,calcareous silty claystone,,,GLEY 1 3/N (very dark gray),mottled,,,structureless,,clay [W22_1],1,,,moderate,2,,,,,,,,,shell fragment,rare,calcareous silty claystone,silty claystone,,,
369-U1512A-72R-1-A,0,138,681.6,682.98,,,,,calcareous,silty claystone,,calcareous silty claystone,,,GLEY 1 4/N (dark gray),mottled,,,structureless,,clay [W22_1],1,,,moderate,2,,,,,,,,,shell fragment,trace,calcareous silty claystone,silty claystone,,,
369-U1512A-72R-2-A,0,133,682.98,684.31,,,,,calcareous,silty claystone,,calcareous silty claystone,,,GLEY 1 4/N (dark gray),mottled,,,structureless,,clay [W22_1],1,,,moderate,2,,,,,,,,,shell fragment,trace,calcareous silty claystone,silty claystone,,,
369-U1512A-72R-3-A,0,142,684.31,685.73,,,,,calcareous,silty claystone,,calcareous silty claystone,,,GLEY 1 3/N (very dark gray),mottled,,,structureless,,clay [W22_1],1,,,moderate,2,,,,,,,,,shell fragment,trace,calcareous silty claystone,silty claystone,,,
369-U1512A-72R-4-A,0,80,685.73,686.53,,,,,calcareous,silty claystone,,calcareous silty claystone,,,GLEY 1 3/N (very dark gray),mottled,,,structureless,,clay [W22_1],1,,,moderate,2,,,,,,,,,shell fragment,trace,calcareous silty claystone,silty claystone,,,
369-U1512A-72R-4-A,80,124,686.53,686.97,,,,,calcareous,silty sandstone,,calcareous silty sandstone,,,GLEY 1 5/N (gray),mottled,,,structureless,,clay [W22_1],1,,,high,3,,,,,,,,,shell fragment,trace,calcareous silty sandstone,silty sandstone,,,
369-U1512A-72R-5-A,0,147,686.97,688.44,,,,,calcareous,silty sandstone,,calcareous silty sandstone,,,GLEY 1 6/N (gray),mottled,,,structureless,,clay [W22_1],1,,,high,3,,,,,,,,,shell fragment,rare,calcareous silty sandstone,silty sandstone,,,
369-U1512A-72R-6-A,0,120,688.44,689.64,,,,,calcareous,silty sandstone,,calcareous silty sandstone,,,GLEY 1 4/N (dark gray),mottled,,,structureless,,clay [W22_1],1,,,high,3,,,,,,,,,shell fragment,trace,calcareous silty sandstone,silty sandstone,,,
369-U1512A-73R-1-A,0,122,691.2,692.42,,,,,calcareous,silty claystone,,calcareous silty claystone,,,GLEY 1 4/N (dark gray),mottled,,,structureless,,clay [W22_1],1,,,moderate,2,,,,,,,,,shell fragment,common,calcareous silty claystone,silty claystone,,,
