Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],MAJ Lith. Prefix,MAJ Lith. Principal name,Texture Rank [read only],MAJ Lith. prefix+name [read only],Lithification,Lithification rank [read only],MAJ Lith. color,MAJ Lith. ave. grain size ,Grain size rank [read only],Skeletal components MAJOR,Skeletal components MAJOR comment,Skeletal components INTERMEDIATE,Skeletal components INTERMEDIATE comment,Skeletal components MINOR,Skeletal components MINOR comment,Non-skeletal components,Non-skeletal components comment,Sedimentary structure,Diagenetic structure,Diagenetic structure comment,Layer or bedding thickness,Bioturbation intensity,Bioturbation intensity rank [read only],Bioturbation type,Bottom contact or boundary definition,Bottom contact or boundary attitude,General interval comment,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Extra Sample ID Data
359-U1470A-2H-6-A,72,146,9.47,10.21,foraminifer rich,grainstone,4,foraminifer rich grainstone,unlithified,1,2.5Y 5/2 (grayish brown),medium sand,5,foraminifera (planktic),,foraminifera (benthic),,pteropod,,,,,,,,,,,,,"Foraminifera-rich GRAINSTONE. Medium- to coarse-grained, grayish brown. Planktic foraminifer are abundant. Benthic foraminifer and pteropods are common. Halimeda plates, bivalve fragments, gastropods, organic matter are present, echinoid spines are few.",,,,359,U1470,A,2,H,6,A,
359-U1470A-2H-CC-A,0,8,10.21,10.29,foraminifer rich,grainstone,4,foraminifer rich grainstone,unlithified,1,2.5Y 5/2 (grayish brown),medium sand,5,foraminifera (planktic),,foraminifera (benthic),,pteropod,,,,,,,,,,,,,"Foraminifera-rich GRAINSTONE. Medium- to coarse-grained, grayish brown. Planktic foraminifer are abundant. Benthic foraminifer and pteropods are common. Halimeda plates, bivalve fragments, gastropods, organic matter are present, echinoid spines are few.",,,,359,U1470,A,2,H,CC,A,
359-U1470A-3H-1-A,0,132,11.6,12.92,foraminifer rich,grainstone,4,foraminifer rich grainstone,unlithified,1,2.5Y 5/2 (grayish brown),medium sand,5,foraminifera (planktic),,foraminifera (benthic),,pteropod,,,,,,,,,,,,,"Foraminifera-rich GRAINSTONE. Medium-grained, grayish brown. Planktic foraminifer are abundant. Benthic foraminifer and pteropods are common with the latter becoming larger down core. Halimeda plates, bivalve fragments, gastropods, organic matter are present. Larger components (up to 2 mm) and lithoclasts are common from 3H-1, 00 cm to 132 cm.",,,,359,U1470,A,3,H,1,A,
359-U1470A-3H-2-A,0,144,12.92,14.36,foraminifer rich,grainstone,4,foraminifer rich grainstone,unlithified,1,2.5Y 6/2 (light brownish gray),medium sand,5,foraminifera (planktic),,foraminifera (benthic),,pteropod,,,,,,,,,,,,,"Foraminifera-rich GRAINSTONE. Medium-grained, grayish brown. Planktic foraminifer are abundant. Benthic foraminifer and pteropods are common with the latter becoming larger down core. Halimeda plates, bivalve fragments, gastropods, organic matter are present (common to abundant in 3H-2, 00-40 cm).",,,,359,U1470,A,3,H,2,A,
359-U1470A-3H-3-A,0,138,14.36,15.74,foraminifer rich,grainstone,4,foraminifer rich grainstone,unlithified,1,2.5Y 6/2 (light brownish gray),medium sand,5,foraminifera (planktic),,foraminifera (benthic),,pteropod,,,,,,,,,,,,,"Foraminifera-rich GRAINSTONE. Medium-grained, grayish brown. Planktic foraminifer are abundant. Benthic foraminifer and pteropods are common. Halimeda plates, bivalve fragments, gastropods, organic matter are present.",,,,359,U1470,A,3,H,3,A,
359-U1470A-3H-4-A,0,133,15.74,17.07,foraminifer rich,grainstone,4,foraminifer rich grainstone,unlithified,1,2.5Y 6/2 (light brownish gray),medium sand,5,foraminifera (planktic),,foraminifera (benthic),,pteropod,,,,,,,,,,,,,"Foraminifera-rich GRAINSTONE. Medium-grained, grayish brown. Planktic foraminifer are abundant. Benthic foraminifer and pteropods are common with the latter becoming larger down core. Halimeda plates, bivalve fragments, gastropods, organic matter are present.",,,,359,U1470,A,3,H,4,A,
359-U1470A-3H-5-A,0,139,17.12,18.51,foraminifer rich,grainstone,4,foraminifer rich grainstone,unlithified,1,2.5Y 6/2 (light brownish gray),medium sand,5,foraminifera (planktic),,foraminifera (benthic),,pteropod,,,,,,,,,,,,,"Foraminifera-rich GRAINSTONE. Medium-grained, grayish brown. Planktic foraminifer are abundant. Benthic foraminifer and pteropods are common with the latter becoming larger down core. Halimeda plates, bivalve fragments, gastropods, organic matter are present.",,,,359,U1470,A,3,H,5,A,
359-U1470A-3H-6-A,0,119,18.51,19.7,foraminifer rich,grainstone,4,foraminifer rich grainstone,unlithified,1,2.5Y 6/2 (light brownish gray),medium sand,5,foraminifera (planktic),,foraminifera (benthic),,pteropod,,,,,,,,,,,,,"Foraminifera-rich GRAINSTONE. Medium-grained, grayish brown. Planktic foraminifer are abundant. Benthic foraminifer and pteropods are common with the latter becoming larger down core. Halimeda plates, bivalve fragments, gastropods, organic matter are present.",,,,359,U1470,A,3,H,6,A,
359-U1470A-3H-CC-A,0,9,19.7,19.79,foraminifer rich,grainstone,4,foraminifer rich grainstone,unlithified,1,2.5Y 6/2 (light brownish gray),medium sand,5,foraminifera (planktic),,foraminifera (benthic),,pteropod,,,,,,,,,,,,,"Foraminifera-rich GRAINSTONE. Medium-grained, grayish brown. Planktic foraminifer are abundant. Benthic foraminifer and pteropods are common with the latter becoming larger down core. Halimeda plates, bivalve fragments, gastropods, organic matter are present.",,,,359,U1470,A,3,H,CC,A,
359-U1470A-4H-1-A,0,125,21.1,22.35,planktic foraminifer rich,grainstone,4,planktic foraminifer rich grainstone,unlithified,1,2.5y 6/2 (light brownish gray),coarse sand,6,foraminifera (planktic),,foraminifera (benthic),,otoliths,,,,,,,,slight,2,,,,"Unlithified Planktic foraminifera-rich GRAINSTONE, well sorted, minor flowout 115 to 125 cm.",,,,359,U1470,A,4,H,1,A,
359-U1470A-4H-2-A,0,130,22.35,23.65,planktic foraminifer rich,grainstone,4,planktic foraminifer rich grainstone,unlithified,1,2.5Y 7/2 (light gray),medium sand,5,foraminifera (planktic),,foraminifera (benthic),,otoliths,"Pteropods, Halimeda, Echinoderm spines",intraclast,black grains,mottling,,,,slight,2,,,,"Unlithified Planktic foraminifera-rich GRAINSTONE to POORLY WASHED GRAINSTONE, well sorted.",,,,359,U1470,A,4,H,2,A,
359-U1470A-4H-3-A,0,121,23.65,24.86,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5Y 7/2 (light gray),medium sand,5,foraminifera (planktic),,foraminifera (benthic),,calcareous bioclast,,,,,,,,slight,2,,,,"Unlithified Planktic foraminifera-rich PACKSTONE, well sorted.",,,,359,U1470,A,4,H,3,A,
359-U1470A-4H-3-A,121,124,24.86,24.89,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5Y 7/2 (light gray),medium sand,5,foraminifera (planktic),,foraminifera (benthic),,calcareous bioclast,,organic material,,,,,,slight,2,,,,"Unlithified Planktic foraminifera-rich PACKSTONE. Well-sorted, medium- (to coarse-) grained. Organic matter dark tint.",,,,359,U1470,A,4,H,3,A,
359-U1470A-4H-3-A,124,136,24.89,25.01,planktic foraminifer rich,grainstone,4,planktic foraminifer rich grainstone,unlithified,1,2.5Y 7/2 (light gray),medium sand,5,foraminifera (planktic),,foraminifera (benthic),,calcareous bioclast,,,,,,,,slight,2,,,,"Unlithified Planktic foraminifera-rich PACKSTONE. Well-sorted, medium- (to coarse-) grained.",,,,359,U1470,A,4,H,3,A,
359-U1470A-4H-4-A,0,33,25.01,25.34,planktic foraminifer rich,grainstone,4,planktic foraminifer rich grainstone,partially lithified,3,2.5Y 7/2 (light gray),coarse sand,6,foraminifera (planktic),,foraminifera (benthic),,calcareous bioclast,,,,,,,,slight,2,,,,Unlithified to partially lithified planktic foraminifera-rich GRAINSTONE. Well-sorted.,,,,359,U1470,A,4,H,4,A,
359-U1470A-4H-4-A,33,88,25.34,25.89,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5Y 7/2 (light gray),coarse sand,6,foraminifera (planktic),,foraminifera (benthic),,calcareous bioclast,,,,,,,,slight,2,,gradational,horizontal,"Unlithified Planktic foraminifera-rich PACKSTONE. Moderately-sorted, coarse- grained.",,,,359,U1470,A,4,H,4,A,
359-U1470A-4H-4-A,88,135,25.89,26.36,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5Y 7/2 (light gray),medium sand,5,foraminifera (planktic),,foraminifera (benthic),,calcareous bioclast,,,,,,,,slight,2,,,,"Unlithified Planktic foraminifera-rich PACKSTONE. Moderately-sorted, medium- to coarse- grained.",,,,359,U1470,A,4,H,4,A,
359-U1470A-4H-5-A,0,25,26.41,26.66,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5Y 7/2 (light gray),medium sand,5,foraminifera (planktic),,foraminifera (benthic),,calcareous bioclast,,,,,,,,moderate,3,,,,Unlithified Planktic foraminifera-rich PACKSTONE. Well-sorted.,,,,359,U1470,A,4,H,5,A,
359-U1470A-4H-5-A,25,33,26.66,26.74,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,partially lithified,3,2.5Y 7/2 (light gray),medium sand,5,foraminifera (planktic),,foraminifera (benthic),,calcareous bioclast,,,,,,,,moderate,3,,,,Partially lithified planktic foraminifera-rich PACKSTONE. Well-sorted.,,,,359,U1470,A,4,H,5,A,
359-U1470A-4H-5-A,33,137,26.74,27.78,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5Y 7/2 (light gray),medium sand,5,foraminifera (planktic),,foraminifera (benthic),,calcareous bioclast,,,,mottling,,,,moderate,3,,,,Unlithified Planktic foraminifera-rich PACKSTONE. Well-sorted.,,,,359,U1470,A,4,H,5,A,
359-U1470A-4H-6-A,0,24,27.78,28.02,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5Y 7/2 (light gray),medium sand,5,foraminifera (planktic),,foraminifera (benthic),,calcareous bioclast,,,,mottling,,,,slight,2,,,,Unlithified Planktic foraminifera-rich PACKSTONE. Well-sorted.,,,,359,U1470,A,4,H,6,A,
359-U1470A-4H-6-A,24,28,28.02,28.06,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,partially lithified,3,2.5Y 7/2 (light gray),medium sand,5,foraminifera (planktic),,foraminifera (benthic),,calcareous bioclast,,,,mottling,,,,slight,2,,,,Partially lithified planktic foraminifera-rich PACKSTONE. Well-sorted.,,,,359,U1470,A,4,H,6,A,
359-U1470A-4H-6-A,28,106,28.06,28.84,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5y 6/2 (light brownish gray),medium sand,5,foraminifera (planktic),,foraminifera (benthic),,calcareous bioclast,,,,mottling,,,,slight,2,,,,Unlithified Planktic foraminifera-rich PACKSTONE. Well-sorted.,,,,359,U1470,A,4,H,6,A,
359-U1470A-4H-7-A,0,54,28.84,29.38,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5y 6/2 (light brownish gray),medium sand,5,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,slight,2,,,,Unlithified to slightly indurated planktic foraminifera-rich PACKSTONE. Well-sorted.,,,,359,U1470,A,4,H,7,A,
359-U1470A-4H-CC-A,0,11,29.38,29.49,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5Y 7/2 (light gray),medium sand,5,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,slight,2,,,,Unlithified planktic foraminifera-rich PACKSTONE. Well-sorted.,,,,359,U1470,A,4,H,CC,A,
359-U1470A-5H-1-A,0,64,30.6,31.24,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5Y 7/2 (light gray),medium sand,5,foraminifera (planktic),,foraminifera (benthic),,,,,,mottling,,,,slight,2,,gradational,horizontal,Unlithified to slightly indurated planktic foraminifera-rich PACKSTONE. Well-sorted.,,,,359,U1470,A,5,H,1,A,
359-U1470A-5H-1-A,64,131,31.24,31.91,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5Y 8/1 (white),coarse sand,6,foraminifera (planktic),,foraminifera (benthic),,,,,,mottling,,,,slight,2,,,,Unlithified to slightly indurated planktic foraminifera-rich PACKSTONE. Well-sorted.,,,,359,U1470,A,5,H,1,A,
359-U1470A-5H-2-A,0,138,31.91,33.29,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,partially lithified,3,2.5Y 7/2 (light gray),medium sand,5,foraminifera (planktic),,foraminifera (benthic),,otoliths,"Pteropods,Echinoderm spines",aggregate,,,,,,,,,,,Partially lithified planktic foraminifera-rich PACKSTONE. Well-sorted.,,,,359,U1470,A,5,H,2,A,
359-U1470A-5H-3-A,0,7,33.29,33.36,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5Y 7/2 (light gray),coarse sand,6,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,slight,2,,gradational,horizontal,Unlithified to slightly indurated planktic foraminifera-rich PACKSTONE.,,,,359,U1470,A,5,H,3,A,
359-U1470A-5H-3-A,7,26,33.36,33.55,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,partially lithified,3,2.5Y 7/2 (light gray),medium sand,5,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,slight,2,,gradational,horizontal,Partially lithified planktic foraminifera-rich PACKSTONE.,,,,359,U1470,A,5,H,3,A,
359-U1470A-5H-3-A,26,44,33.55,33.73,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5Y 7/2 (light gray),medium sand,5,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,slight,2,,gradational,horizontal,Unlithified to slightly indurated planktic foraminifera-rich PACKSTONE.,,,,359,U1470,A,5,H,3,A,
359-U1470A-5H-3-A,44,69,33.73,33.98,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,partially lithified,3,2.5Y 7/2 (light gray),medium sand,5,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,slight,2,,gradational,horizontal,Partially lithified planktic foraminifera-rich PACKSTONE.,,,,359,U1470,A,5,H,3,A,
359-U1470A-5H-3-A,69,90,33.98,34.19,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5Y 7/2 (light gray),medium sand,5,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,slight,2,,gradational,horizontal,Unlithified to slightly indurated planktic foraminifera-rich PACKSTONE.,,,,359,U1470,A,5,H,3,A,
359-U1470A-5H-3-A,90,136,34.19,34.65,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,partially lithified,3,2.5Y 7/2 (light gray),coarse sand,6,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,slight,2,,,,Partially lithified planktic foraminifera-rich PACKSTONE.,,,,359,U1470,A,5,H,3,A,
359-U1470A-5H-4-A,0,45,34.65,35.1,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,partially lithified,3,2.5Y 7/2 (light gray),medium sand,5,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,slight,2,,gradational,horizontal,Partially lithified planktic foraminifera-rich PACKSTONE.,,,,359,U1470,A,5,H,4,A,
359-U1470A-5H-4-A,45,108,35.1,35.73,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,partially lithified,3,2.5Y 7/2 (light gray),coarse sand,6,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,slight,2,,gradational,horizontal,Partially lithified planktic foraminifera-rich PACKSTONE.,,,,359,U1470,A,5,H,4,A,
359-U1470A-5H-4-A,108,137,35.73,36.02,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,partially lithified,3,2.5Y 7/2 (light gray),medium sand,5,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,slight,2,,,,Partially lithified planktic foraminifera-rich PACKSTONE.,,,,359,U1470,A,5,H,4,A,
359-U1470A-5H-5-A,0,20,36.07,36.27,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5Y 7/2 (light gray),medium sand,5,foraminifera (planktic),,foraminifera (benthic),,otoliths,,,,,,,,,,,gradational,horizontal,Unlithified planktic foraminifera-rich PACKSTONE.,,,,359,U1470,A,5,H,5,A,
359-U1470A-5H-5-A,20,64,36.27,36.71,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,partially lithified,3,2.5Y 7/2 (light gray),medium sand,5,foraminifera (planktic),,foraminifera (benthic),,otoliths,,,,,,,,,,,gradational,horizontal,Partially lithified planktic foraminifera-rich PACKSTONE.,,,,359,U1470,A,5,H,5,A,
359-U1470A-5H-5-A,64,74,36.71,36.81,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5Y 7/2 (light gray),medium sand,5,foraminifera (planktic),,foraminifera (benthic),,otoliths,,,,,,,,,,,gradational,horizontal,Unlithified planktic foraminifera-rich PACKSTONE.,,,,359,U1470,A,5,H,5,A,
359-U1470A-5H-5-A,74,135,36.81,37.42,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5Y 7/2 (light gray),medium sand,5,foraminifera (planktic),,foraminifera (benthic),,otoliths,,,,,,,,,,,gradational,horizontal,Unlithified to slightly indurated planktic foraminifera-rich PACKSTONE.,,,,359,U1470,A,5,H,5,A,
359-U1470A-5H-5-A,135,142,37.42,37.49,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,partially lithified,3,2.5Y 7/2 (light gray),medium sand,5,foraminifera (planktic),,foraminifera (benthic),,otoliths,,,,,,,,,,,,,Partially lithified planktic foraminifera-rich PACKSTONE.,,,,359,U1470,A,5,H,5,A,
359-U1470A-5H-6-A,0,17,37.5,37.67,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,partially lithified,3,2.5Y 7/2 (light gray),coarse sand,6,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,slight,2,,gradational,horizontal,Partially lithified planktic foraminifera-rich PACKSTONE.,,,,359,U1470,A,5,H,6,A,
359-U1470A-5H-6-A,20,62,37.7,38.12,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5Y 7/2 (light gray),coarse sand,6,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,slight,2,,gradational,horizontal,Unlithified to slightly indurated planktic foraminifera-rich PACKSTONE.,,,,359,U1470,A,5,H,6,A,
359-U1470A-5H-6-A,64,97,38.14,38.47,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,partially lithified,3,2.5Y 7/2 (light gray),coarse sand,6,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,slight,2,,,,Partially lithified planktic foraminifera-rich PACKSTONE.,,,,359,U1470,A,5,H,6,A,
359-U1470A-5H-7-A,0,32,38.48,38.8,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5Y 7/1 (light gray),medium sand,5,foraminifera (planktic),,foraminifera (benthic),,otoliths,,,,,,,,slight,2,,gradational,horizontal,Unlithified to slightly indurated planktic foraminifera-rich PACKSTONE.,,,,359,U1470,A,5,H,7,A,
359-U1470A-5H-7-A,32,74,38.8,39.22,planktic foraminifer rich,grainstone,4,planktic foraminifer rich grainstone,partially lithified,3,2.5Y 7/2 (light gray),medium sand,5,foraminifera (planktic),,foraminifera (benthic),,otoliths,,,,,,,,slight,2,,,,Partially lithified planktic foraminifera-rich POORLY WASHED GRAINSTONE.,,,,359,U1470,A,5,H,7,A,
359-U1470A-5H-CC-A,0,12,39.22,39.34,planktic foraminifer rich,grainstone,4,planktic foraminifer rich grainstone,partially lithified,3,2.5Y 7/2 (light gray),coarse sand,6,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,,,,,,Partially lithified planktic foraminifera-rich GRAINSTONE.,,,,359,U1470,A,5,H,CC,A,
359-U1470A-6H-1-A,0,125,40.1,41.35,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5Y 7/2 (light gray),medium sand,5,foraminifera (planktic),,foraminifera (benthic),,otoliths,,,,,,,,,,,,,Unlithified planktic foraminifera-rich PACKSTONE to POORLY WASHED GRAINSTONE.,,,,359,U1470,A,6,H,1,A,
359-U1470A-6H-2-A,0,23,41.35,41.58,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5Y 7/2 (light gray),medium sand,5,foraminifera (planktic),,foraminifera (benthic),,otoliths,,,,,,,,,,,gradational,horizontal,Unlithified planktic foraminifera-rich PACKSTONE.,,,,359,U1470,A,6,H,2,A,
359-U1470A-6H-2-A,23,52,41.58,41.87,planktic foraminifer rich,grainstone,4,planktic foraminifer rich grainstone,partially lithified,3,2.5Y 7/2 (light gray),medium sand,5,foraminifera (planktic),,foraminifera (benthic),,otoliths,,,,,,,,,,,gradational,horizontal,Partially lithified planktic foraminifera-rich GRAINSTONE.,,,,359,U1470,A,6,H,2,A,
359-U1470A-6H-2-A,52,68,41.87,42.03,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5Y 7/2 (light gray),medium sand,5,foraminifera (planktic),,foraminifera (benthic),,otoliths,,,,,,,,,,,gradational,horizontal,Unlithified planktic foraminifera-rich PACKSTONE.,,,,359,U1470,A,6,H,2,A,
359-U1470A-6H-2-A,68,134,42.03,42.69,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,partially lithified,3,2.5Y 7/2 (light gray),medium sand,5,foraminifera (planktic),,foraminifera (benthic),,otoliths,,,,,,,,,,,,,Partially lithified planktic foraminifera-rich GRAINSTONE.,,,,359,U1470,A,6,H,2,A,
