Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Prefix,Lithology Principal Name,Lithology Suffix,MAJ Lith. prefix+name+suffix,MAJ Lith. color,"Layer, boundary, lamination, grading",Diagenetic constituent,Diagenetic constituent composition,Bioturbation intensity,Bioturbation intensity rank,Deformational structures,General interval comment,Minor Lithology Prefix,Minor Lithology Name,Minor Lithology Suffix,MIN Lith. prefix + name,MIN Lith. prefix+name+suffix,MIN Lith. name+suffix,MIN Lith. color,MIN Lith. abundance [%],MIN Lith. ave. grain size ,MIN Lith. ave. grain size rank,MIN Lith. max. grain size ,MIN Lith. max. grain size rank,Lith. abundance sum [%],Bottom contact or boundary type,Bottom contact geometry,Bottom contact definition,Layer or bedding thickness,Clasts abundance,Clast 1 igneous [%],Clast 1 igneous -  grain size,Clast 2 sediment [%],Clast 2 sediment grain size,Clast 3 -other lithology [%],Clast 3 -other lithology grain size,Diagenetic structure,Macrofossil,Macrofossil abundance name,MAJ Lith. prefix + name,MAJ Lith. name+suffix,MAJ Lith. Abundance (%),MAJ Lith. Ave. grain size,MAJ Lith. ave. grain size rank,MAJ Lith. max. grain size,MAJ Lith. max. grain size rank,File Data,Extra Sample ID Data
342-U1409A-2H-2-A,342,U1409,A,2,2-2,H,2,A,119.0,150.0,3.79,4.1,,nannofossil ooze [Leg339],with foraminifers [Leg339],nannofossil ooze  with foraminifers ,5YR 5/3 (reddish brown),,,,heavy_339 [DB91],5,,"Predominatly reddish brown (5YR 5/3) with decimeter scale variation with reddish grey-brown (7.5 YR 5/3). Distinct, foraminiferal rich-sediments fill the abundant Zoophycus-sized burrows.",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,,
342-U1409A-2H-3-A,342,U1409,A,2,2-3,H,3,A,0.0,31.0,4.1,4.41,,nannofossil ooze [Leg339],with foraminifers [Leg339],nannofossil ooze  with foraminifers ,5YR 6/1 (gray),,,,heavy_339 [DB91],5,,The dominant color is a reddish grey-brown (7.5YR 5/3) with redder mottles  (7YR 5/3) and a general down-interval trend towards greyer sediments.,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,,
342-U1409A-2H-3-A,342,U1409,A,2,2-3,H,3,A,31.0,65.0,4.41,4.75,,nannofossil ooze [Leg339],with foraminifers [Leg339],nannofossil ooze  with foraminifers ,5Y 6/1 (gray),,,,heavy_339 [DB91],5,,Grey with occasional redder mottles.,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,,
342-U1409A-2H-3-A,342,U1409,A,2,2-3,H,3,A,65.0,98.0,4.75,5.08,nannofossil [Leg339],foraminiferal ooze [Leg339],,nannofossil  foraminiferal ooze ,5YR 6/1 (gray),,,,moderate_339 [DB91],4,,"Gradiational contact between overlying grey strata and underlying, heavily saturated red-to-green greyish clays. Interval is distinquished by the abundance of foraminifera, which visually match those observed elsewhere in Core 2H known to be nannofossil foraminiferal oozes.",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   foraminiferal ooze ,foraminiferal ooze ,,,,,,,
342-U1409A-2H-3-A,342,U1409,A,2,2-3,H,3,A,98.0,150.0,5.08,5.6,diatomaceous [Leg339],nannofossil ooze [Leg339],,diatomaceous  nannofossil ooze ,10Y 4/1 (dark greenish gray),,,,heavy_339 [DB91],5,,"Dominant lithology is dark greenish gray nannofossil ooze with diatoms.  A secondary color of reddish brown (5YR 5/3) occurs from 102-116 cm, an interval which also contains burrows filled with greyish nannofossil foraminiferal ooze.",,,,,,,,,,,,,,,,,,,,,,,,,,,,diatomaceous   nannofossil ooze ,nannofossil ooze ,,,,,,,
342-U1409A-2H-4-A,342,U1409,A,2,2-4,H,4,A,0.0,41.0,5.6,6.01,diatomaceous [Leg339],nannofossil ooze [Leg339],,diatomaceous  nannofossil ooze ,10Y 4/1 (dark greenish gray),,,,heavy_339 [DB91],5,,"Grades from darker to lighter greenish grey, with occasional redder horizons.",,,,,,,,,,,,,,,,,,,,,,,,,,,,diatomaceous   nannofossil ooze ,nannofossil ooze ,,,,,,,
342-U1409A-2H-4-A,342,U1409,A,2,2-4,H,4,A,41.0,61.0,6.01,6.21,diatomaceous [Leg339],nannofossil ooze [Leg339],,diatomaceous  nannofossil ooze ,10Y 5/1 (greenish gray),,,,heavy_339 [DB91],5,,Transitional interval between overlying and underlying strata; fariy sharp contact at 61cm. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,diatomaceous   nannofossil ooze ,nannofossil ooze ,,,,,,,
342-U1409A-2H-4-A,342,U1409,A,2,2-4,H,4,A,61.0,127.0,6.21,6.87,,nannofossil ooze [Leg339],with foraminifers [Leg339],nannofossil ooze  with foraminifers ,5Y 6/1 (gray),,,,heavy_339 [DB91],5,,"Moderate to heavy bioturbation with diagenetic rings around some burrows.
",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,,
342-U1409A-2H-4-A,342,U1409,A,2,2-4,H,4,A,127.0,150.0,6.87,7.1,nannofossil [Leg339],foraminiferal ooze [Leg339],,nannofossil  foraminiferal ooze ,5Y 6/1 (gray),,,,heavy_339 [DB91],5,,A darker horizon from 104-112 cm.,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   foraminiferal ooze ,foraminiferal ooze ,,,,,,,
342-U1409A-2H-5-A,342,U1409,A,2,2-5,H,5,A,0.0,19.0,7.1,7.29,nannofossil [Leg339],foraminiferal ooze [Leg339],,nannofossil  foraminiferal ooze ,5Y 6/1 (gray),,,,heavy_339 [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   foraminiferal ooze ,foraminiferal ooze ,,,,,,,
342-U1409A-2H-5-A,342,U1409,A,2,2-5,H,5,A,19.0,34.0,7.29,7.44,,nannofossil ooze [Leg339],with foraminifers [Leg339],nannofossil ooze  with foraminifers ,5Y 6/1 (gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,,
342-U1409A-2H-5-A,342,U1409,A,2,2-5,H,5,A,34.0,85.0,7.44,7.95,,nannofossil ooze [Leg339],with foraminifers [Leg339],nannofossil ooze  with foraminifers ,2.5Y 5/2 (grayish brown),,,,heavy_339 [DB91],5,,Rather than a solid grayish brown this interval appears rather reddish brown with green to grey mottles and horizons.,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,,
342-U1409A-2H-5-A,342,U1409,A,2,2-5,H,5,A,85.0,124.0,7.95,8.34,,nannofossil ooze [Leg339],with foraminifers [Leg339],nannofossil ooze  with foraminifers ,2.5Y 5/2 (grayish brown),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,,
342-U1409A-2H-5-A,342,U1409,A,2,2-5,H,5,A,124.0,150.0,8.34,8.6,nannofossil [Leg339],foraminiferal ooze [Leg339],,nannofossil  foraminiferal ooze ,5YR 6/1 (gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   foraminiferal ooze ,foraminiferal ooze ,,,,,,,
342-U1409A-2H-6-A,342,U1409,A,2,2-6,H,6,A,0.0,72.0,8.6,9.32,,nannofossil ooze [Leg339],with foraminifers [Leg339],nannofossil ooze  with foraminifers ,7.5YR 5/3 (brown),,,,heavy_339 [DB91],5,,"The dominant color is a reddish grey-brown (7.5YR 5/3) with decimeter scale banding towards redder (7YR 5/3), more silty, oxide-rich intervals. Relatively rich-foraminiferal blebs or cm-decimeter scale layers occur interspersed with more oxide- rich, red patches.",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,,
342-U1409A-2H-6-A,342,U1409,A,2,2-6,H,6,A,72.0,103.0,9.32,9.63,,nannofossil ooze [Leg339],with foraminifers [Leg339],nannofossil ooze  with foraminifers ,10YR 5/1 (gray),,,,heavy_339 [DB91],5,,Like overlying interval but with less foraminiferal-rich banding,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,,
342-U1409A-2H-6-A,342,U1409,A,2,2-6,H,6,A,103.0,133.0,9.63,10.0,silty [Leg339],clay [Leg339],with nannofossils [Leg339],silty  clay  with nannofossils ,10Y 4/1 (dark greenish gray),,,,moderate_339 [DB91],4,,"Noteworthy that the green horizons lack notable elevation in diatoms (as with previous green decimeter scale horizons). Green interval also appears to be much less bioturbated, given that green horizons appear to be a primary feature.",,,,,,,,,,,,,,,,,,,,,,,,,,,,silty   clay ,clay   with nannofossils ,,,,,,,
342-U1409A-2H-7-A,342,U1409,A,2,2-7,H,7,A,0.0,12.0,10.0,10.12,silty [Leg339],clay [Leg339],with nannofossils [Leg339],silty  clay  with nannofossils ,10Y 4/1 (dark greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,silty   clay ,clay   with nannofossils ,,,,,,,
342-U1409A-2H-7-A,342,U1409,A,2,2-7,H,7,A,12.0,54.0,10.12,10.54,nannofossil [Leg339],foraminiferal ooze [Leg339],,nannofossil  foraminiferal ooze ,5YR 6/1 (gray),,,,heavy_339 [DB91],5,,Bottom of interval (40-51 cm) likely a nannofossil ooze with foraminifera.,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   foraminiferal ooze ,foraminiferal ooze ,,,,,,,
342-U1409A-2H-CC-A,342,U1409,A,2,2-CC,H,CC,A,0.0,8.0,10.54,10.67,,nannofossil ooze [Leg339],,nannofossil ooze ,5YR 6/1 (gray),,,,heavy_339 [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,,
342-U1409A-3H-1-A,342,U1409,A,3,3-1,H,1,A,0.0,150.0,10.6,12.1,nannofossil [Leg339],clay [Leg339],with foraminifers [Leg339],nannofossil  clay  with foraminifers ,5Y 5/1 (gray),,,,heavy_339 [DB91],5,,"Secondary color of 10YR 5/1 present in reddish horizons at 64-71, 71-85 (faint), 85-120 (reddish background), 119-125, and 131-137 cm. Red interval appear relatively silt and oxide rich. A cm-scale rock sits along core liner (archive half) at 54-57 cm and is unclear if it represents fall-in or an in situ rock. A band of muddy sands with foraminifera is present at 33-52 cm.",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay   with foraminifers ,,,,,,,
342-U1409A-3H-2-A,342,U1409,A,3,3-2,H,2,A,0.0,150.0,12.1,13.6,nannofossil [Leg339],clay [Leg339],with foraminifers [Leg339],nannofossil  clay  with foraminifers ,10YR 6/2 (light brownish gray),,,,heavy_339 [DB91],5,,"Secondary color of 10YR 5/1 present in reddish horizons at 38-59, 83-101, and 126-136 cm.",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay   with foraminifers ,,,,,,,
342-U1409A-3H-3-A,342,U1409,A,3,3-3,H,3,A,0.0,19.0,13.6,13.79,muddy [Leg339],sands,with foraminifers [Leg339],muddy  sands with foraminifers ,5Y 5/2 (olive gray),,,,moderate_339 [DB91],4,,Normally graded muddy sands (lithogenic) with foraminifera with crude bedding. Greyer foraminiferal sands from 6-13 and 16-19cm and greener foramiferal silts with nannofossils from 2-6 and 13-15cm.,,,,,,,,,,,,,,,,,,,,,,,,,,,,muddy   sands,sands  with foraminifers ,,,,,,,
342-U1409A-3H-3-A,342,U1409,A,3,3-3,H,3,A,19.0,88.0,13.79,14.48,nannofossil [Leg339],foraminiferal ooze [Leg339],,nannofossil  foraminiferal ooze ,10YR 5/1 (gray),,,,complete_339 [DB91],6,,Sharp contact with overlying sands and underlying tanner sediments.,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   foraminiferal ooze ,foraminiferal ooze ,,,,,,,
342-U1409A-3H-3-A,342,U1409,A,3,3-3,H,3,A,88.0,150.0,14.48,15.1,nannofossil [Leg339],clay [Leg339],with foraminifers [Leg339],nannofossil  clay  with foraminifers ,10YR 6/2 (light brownish gray),,,,heavy_339 [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay   with foraminifers ,,,,,,,
342-U1409A-3H-4-A,342,U1409,A,3,3-4,H,4,A,0.0,111.0,15.1,16.21,nannofossil [Leg339],clay [Leg339],with foraminifers [Leg339],nannofossil  clay  with foraminifers ,10YR 6/2 (light brownish gray),,,,heavy_339 [DB91],5,,Secondary color of 10YR 5/1 present in reddish horizons at 0-24 and 54-58 cm. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay   with foraminifers ,,,,,,,
342-U1409A-3H-4-A,342,U1409,A,3,3-4,H,4,A,111.0,137.0,16.21,16.47,muddy [Leg339],sands,with foraminifers [Leg339],muddy  sands with foraminifers ,5Y 5/2 (olive gray),,,,moderate_339 [DB91],4,,"Bedded sands with interbedded sandier, greener layers, and redder brown, less sandy layers.",,,,,,,,,,,,,,,,,,,,,,,,,,,,muddy   sands,sands  with foraminifers ,,,,,,,
342-U1409A-3H-4-A,342,U1409,A,3,3-4,H,4,A,137.0,150.0,16.47,16.6,silty [Leg339],clay [Leg339],,silty  clay ,10YR 6/2 (light brownish gray),,,,heavy_339 [DB91],5,,Manganese nodule at 138-141 cm.,,,,,,,,,,,,,,,,,,,,,,,,,,,,silty   clay ,clay ,,,,,,,
342-U1409A-3H-5-A,342,U1409,A,3,3-5,H,5,A,0.0,50.0,16.6,17.1,silty [Leg339],clay [Leg339],,silty  clay ,2.5Y 4/1 (dark gray),,,,moderate_339 [DB91],4,,Mottling with lighter tan and redder tan.,,,,,,,,,,,,,,,,,,,,,,,,,,,,silty   clay ,clay ,,,,,,,
342-U1409A-3H-5-A,342,U1409,A,3,3-5,H,5,A,50.0,100.0,17.1,17.6,silty [Leg339],clay [Leg339],,silty  clay ,5Y 5/2 (olive gray),,,,heavy_339 [DB91],5,,Decimeter scale banding with redder or greyer intervals.,,,,,,,,,,,,,,,,,,,,,,,,,,,,silty   clay ,clay ,,,,,,,
342-U1409A-3H-5-A,342,U1409,A,3,3-5,H,5,A,100.0,150.0,17.6,18.1,silty [Leg339],clay [Leg339],,silty  clay ,5Y 6/2 (light olive gray),,nodule,Manganese,moderate_339 [DB91],4,,Clearly bioturbated horizon with overlying unit. Bioturbated contact spans from 110-119 cm.  Over the same interval small 'rocks' of likely diagenetic origin (diagenetically altered Mn-nodules)occur in clumps (possibly remains of burrows). At 82 and 88 cm small Manganese nodules are present.,,,,,,,,,,,,,,,,,,,,,,,,,,,,silty   clay ,clay ,,,,,,,
342-U1409A-3H-6-A,342,U1409,A,3,3-6,H,6,A,0.0,150.0,18.1,19.6,silty [Leg339],clay [Leg339],,silty  clay ,2.5Y 6/3 (light yellowish brown),,nodule,Manganese,heavy_339 [DB91],5,,"Manganese nodules present from 40-125 cm, with a single large nodule at 74-80 cm. The Mn-nodule at 123-124cm has a diagenetic greenish color. Small black flecks occur throughout.",,,,,,,,,,,,,,,,,,,,,,,,,,,,silty   clay ,clay ,,,,,,,
342-U1409A-3H-7-A,342,U1409,A,3,3-7,H,7,A,0.0,79.0,19.6,20.39,silty [Leg339],clay [Leg339],with zeolites,silty  clay  with zeolites,2.5Y 6/3 (light yellowish brown),,nodule,Manganese,heavy_339 [DB91],5,,Small mm-scale manganese nodules and black sulfide flecks present throughout with increasing density down section (particularly 63-79 cm).,,,,,,,,,,,,,,,,,,,,,,,,,,,,silty   clay ,clay   with zeolites,,,,,,,
342-U1409A-3H-CC-A,342,U1409,A,3,3-CC,H,CC,A,0.0,18.0,20.39,20.64,silty [Leg339],clay [Leg339],with zeolites,silty  clay  with zeolites,2.5Y 6/3 (light yellowish brown),,nodule,Manganese,heavy_339 [DB91],5,,Abundant Mn-nodule fragments and black flecks.,,,,,,,,,,,,,,,,,,,,,,,,,,,,silty   clay ,clay   with zeolites,,,,,,,
342-U1409A-4H-1-A,342,U1409,A,4,4-1,H,1,A,0.0,150.0,20.1,21.6,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,2.5Y 6/3 (light yellowish brown),,nodule,Manganese,heavy_339 [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,,
342-U1409A-4H-2-A,342,U1409,A,4,4-2,H,2,A,0.0,150.0,21.6,23.1,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,2.5Y 6/3 (light yellowish brown),,,,heavy_339 [DB91],5,,"Abundant, large Mn-nodules at 30-31, 37-45, 50-57, 58-63, 71-77, and 94-99 cm.",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,,
342-U1409A-4H-3-A,342,U1409,A,4,4-3,H,3,A,0.0,150.0,23.1,24.6,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,2.5Y 6/3 (light yellowish brown),,,,heavy_339 [DB91],5,,"Few, rare Mn-nodule flecks (small nodule at 61-62 cm). Grey mottles throughout (faint) and rare redder mottles (faint) from 47-93 cm.",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,,
342-U1409A-4H-4-A,342,U1409,A,4,4-4,H,4,A,0.0,150.0,24.6,26.1,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,2.5Y 6/3 (light yellowish brown),,nodule,Manganese,heavy_339 [DB91],5,,"Few, rare Mn-nodule flecks. Grey mottles throughout (faint). Large Mn-nodule at 110-120 cm).",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,,
342-U1409A-4H-5-A,342,U1409,A,4,4-5,H,5,A,0.0,150.0,26.1,27.6,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,2.5Y 6/3 (light yellowish brown),,,,heavy_339 [DB91],5,fracture,"Few, rare Mn-nodule flecks. Grey mottles throughout (faint). Fracture from 45-61cm. Banded red, oxide beds from 101-113, 126 (faint), 138-150 cm (faint).",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,,
342-U1409A-4H-6-A,342,U1409,A,4,4-6,H,6,A,0.0,143.0,27.6,29.1,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,2.5Y 6/3 (light yellowish brown),,nodule,Manganese,heavy_339 [DB91],5,,"Large Mn-nodules at 70-77 and 26-29cm. Grey mottles throughout (faint). Banded faint red, oxide beds scattered throughout (2, 23,31-37, 58-69, and 95-107 cm).
",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,,
342-U1409A-4H-7-A,342,U1409,A,4,4-7,H,7,A,0.0,71.0,29.1,29.81,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,2.5Y 6/3 (light yellowish brown),,,,heavy_339 [DB91],5,,"Grey mottles throughout (faint). Banded faint red, oxide beds scattered throughout 9, 116-126, 60-66 cm. Offset in mottles and beds at 58-71 cm may reflect a fracture/fault or movement within the core liner.
",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,,
342-U1409A-4H-CC-A,342,U1409,A,4,4-CC,H,CC,A,0.0,22.0,29.81,30.13,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,2.5Y 6/3 (light yellowish brown),,,,heavy_339 [DB91],5,,Grey mottles throughout (faint).,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,,
342-U1409A-5H-1-A,342,U1409,A,5,5-1,H,1,A,0.0,150.0,29.6,31.1,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,2.5Y 6/2 (light brownish gray),,nodule,Manganese,moderate_339 [DB91],4,,Mottling and oxide banding gives Section 1 the appearance of being light to dark grey-purple (dominant color- 2.5Y 6/2) with varying amounts of overlying reddish banding.  Reddish oxide banding occurs on decimeter scales along the length of the core.,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,,
342-U1409A-5H-2-A,342,U1409,A,5,5-2,H,2,A,0.0,81.0,31.1,31.91,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,2.5Y 5/1 (gray),,,,moderate_339 [DB91],4,,Mottling and oxide banding gives the top interval of Section2 the appearance of being light to dark grey-purple.,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,,
342-U1409A-5H-2-A,342,U1409,A,5,5-2,H,2,A,81.0,136.0,31.91,32.46,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,5GY 6/1 (greenish gray),,,,complete_339 [DB91],6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,,
342-U1409A-5H-2-A,342,U1409,A,5,5-2,H,2,A,136.0,150.0,32.46,32.6,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,10Y 7/1 (light greenish gray),,,,heavy_339 [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,,
342-U1409A-5H-3-A,342,U1409,A,5,5-3,H,3,A,0.0,15.0,32.6,32.75,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,10Y 7/1 (light greenish gray),,,,heavy_339 [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,,
