Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Prefix,Lithology Principal Name,Lithology Suffix,MAJ Lith. prefix+name+suffix [read only],Sed. structures,MAJ Lith. color,Bioturbation intensity,Bioturbation intensity rank [read only],Clast abundance,Number of clasts (>2mm),Diagenetic constituent,Diagenetic constituent composition,Biogenic material,Lithologic accessories,Contact or boundary type,Contact geometry,General interval comment,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Extra Sample ID Data
374-U1523E-1H-2-A,30,40,1.8,1.9,,,,,,,,,,,,,,mud clast,,,,,,,374,U1523,E,1,H,2,A,
374-U1523E-1H-2-A,32,56,1.82,2.06,,,,,,GLEY 1 6/5GY (greenish gray),,,,,,,,,,,,,,,374,U1523,E,1,H,2,A,
374-U1523E-1H-2-A,32,120,1.82,2.7,diatom bearing,interbedded sand(stone) and mud(stone) [McKW53],,diatom bearing interbedded sand(stone) and mud(stone),,,moderate [DB86],2,,,,,,,,,,,,,374,U1523,E,1,H,2,A,
374-U1523E-1H-2-A,56,63,2.06,2.13,,,,,,2.5Y 5/2 (grayish brown),,,,,,,,,,,,,,,374,U1523,E,1,H,2,A,
374-U1523E-1H-2-A,63,150,2.13,3,,,,,,GLEY 1 6/5GY (greenish gray),,,,,,,,,,,,,,,374,U1523,E,1,H,2,A,
374-U1523E-1H-2-A,78,80,2.28,2.3,,,,,,,,,,,,,,mud clast,,,,,,,374,U1523,E,1,H,2,A,
374-U1523E-1H-2-A,90,100,2.4,2.5,,,,,,,,,,,,,,,sharp boundary or contact,,sharp contacts at 90 and 100 cm.,,,,374,U1523,E,1,H,2,A,
374-U1523E-1H-2-A,96,98,2.46,2.48,,,,,,,,,,,,glauconite,,mud clast,,,,,,,374,U1523,E,1,H,2,A,
374-U1523E-1H-2-A,120,125,2.7,2.75,,,,,,,,,,,,,foraminifer,,gradational boundary or contact,,,,,,374,U1523,E,1,H,2,A,
374-U1523E-1H-2-A,120,150,2.7,3,foraminifer bearing,interbedded sand(stone) and mud(stone) [McKW53],,foraminifer bearing interbedded sand(stone) and mud(stone),,,moderate [DB86],2,,,,,,lonestone,,,Lonestone at 119 and 139-141 cm.,,,,374,U1523,E,1,H,2,A,
374-U1523E-1H-3-A,0,33,3,3.33,diatom bearing,interbedded sand(stone) and mud(stone) [McKW53],,diatom bearing interbedded sand(stone) and mud(stone),,,moderate [DB86],2,,,,,,lonestone,,,Schist/gneiss at 6-12 cm.,,,,374,U1523,E,1,H,3,A,
374-U1523E-1H-3-A,0,74,3,3.74,,,,,,GLEY 1 6/5GY (greenish gray),,,,,,,,,,,,,,,374,U1523,E,1,H,3,A,
374-U1523E-1H-3-A,33,57,3.33,3.57,diatom bearing,interbedded sand(stone) and mud(stone) [McKW53],,diatom bearing interbedded sand(stone) and mud(stone),,,moderate [DB86],2,,,,,,,,,,,,,374,U1523,E,1,H,3,A,
374-U1523E-1H-3-A,57,150,3.57,4.5,diatom bearing,interbedded sand(stone) and mud(stone) [McKW53],,diatom bearing interbedded sand(stone) and mud(stone),lamination,,moderate [DB86],2,,,,glauconite,,mud clast,,,"Mud clasts at 125 cm. Glauconite staining at 62 cm, and lonestone at 62 cm.",,,,374,U1523,E,1,H,3,A,
374-U1523E-1H-3-A,74,150,3.74,4.5,,,,,,2.5Y 5/2 (grayish brown),,,,,,,,,,,,,,,374,U1523,E,1,H,3,A,
374-U1523E-1H-4-A,0,150,4.5,6,foraminifer bearing,interbedded sand(stone) and mud(stone) [McKW53],,foraminifer bearing interbedded sand(stone) and mud(stone),,,moderate [DB86],2,,,,,,lonestone,,,Lonestone at 3 and 108 cm.,,,,374,U1523,E,1,H,4,A,
374-U1523E-1H-4-A,0,150,4.5,6,,,,,,2.5Y 5/2 (grayish brown),,,,,,,,,,,,,,,374,U1523,E,1,H,4,A,
374-U1523E-1H-4-A,25,25,4.75,4.75,,,,,,,,,,,,,,mud clast,,,,,,,374,U1523,E,1,H,4,A,
374-U1523E-1H-5-A,0,5,6,6.05,diatom bearing,clast-rich muddy diamict [M89m],,diatom bearing clast-rich muddy diamict,,,heavy [DB86],3,,,,,,mud clast,,,,,,,374,U1523,E,1,H,5,A,
374-U1523E-1H-5-A,0,7,6,6.07,,,,,,2.5Y 5/2 (grayish brown),,,,,,,,,,,,,,,374,U1523,E,1,H,5,A,
374-U1523E-1H-5-A,5,38,6.05,6.38,diatom bearing,interbedded sand(stone) and mud(stone) [McKW53],,diatom bearing interbedded sand(stone) and mud(stone),,,heavy [DB86],3,,,,,,,,,,,,,374,U1523,E,1,H,5,A,
374-U1523E-1H-5-A,6,8,6.06,6.08,,,,,,,,,,,,,,,sharp boundary or contact,bioturbated,Sharp contact with bioturbation below into sandier intervals 6-8 cm.,,,,374,U1523,E,1,H,5,A,
374-U1523E-1H-5-A,7,100,6.07,7,,,,,,GLEY 1 6/5GY (greenish gray),,,,,,,,,,,,,,,374,U1523,E,1,H,5,A,
374-U1523E-1H-5-A,38,56,6.38,6.56,foraminifer bearing,clast-poor sandy diamict [M89m],,foraminifer bearing clast-poor sandy diamict,,,heavy [DB86],3,,,,,,lonestone,,,"Lonestone at 38, 46, and 56 cm.",,,,374,U1523,E,1,H,5,A,
374-U1523E-1H-5-A,38,70,6.38,6.7,,,,,,,,,,,,,foraminifer,,,,,,,,374,U1523,E,1,H,5,A,
374-U1523E-1H-5-A,56,70,6.56,6.7,foraminifer bearing,interbedded sand(stone) and mud(stone) [McKW53],,foraminifer bearing interbedded sand(stone) and mud(stone),,,heavy [DB86],3,,,,,,,,,,,,,374,U1523,E,1,H,5,A,
374-U1523E-1H-5-A,66,66,6.66,6.66,,,,,lens or pod [BJ84],,,,,,,,,,,,Coarse sand lense.,,,,374,U1523,E,1,H,5,A,
374-U1523E-1H-5-A,70,110,6.7,7.1,diatom bearing,mud,with dispersed clasts,diatom bearing mud with dispersed clasts,,,heavy [DB86],3,,,,,,,,,,,,,374,U1523,E,1,H,5,A,
374-U1523E-1H-5-A,99,141,6.99,7.41,,,,,lamination,,,,,,,,,,,,,,,,374,U1523,E,1,H,5,A,
374-U1523E-1H-5-A,100,116,7,7.16,,,,,,2.5Y 5/2 (grayish brown),,,,,,,,,,,,,,,374,U1523,E,1,H,5,A,
374-U1523E-1H-5-A,110,120,7.1,7.2,foraminifer bearing,interbedded sand(stone) and mud(stone) [McKW53],,foraminifer bearing interbedded sand(stone) and mud(stone),lens or pod [BJ84],,moderate [DB86],2,,,,,,,,,,,,,374,U1523,E,1,H,5,A,
374-U1523E-1H-5-A,116,134,7.16,7.34,,,,,,GLEY 1 6/5GY (greenish gray),,,,,,,,,,,,,,,374,U1523,E,1,H,5,A,
374-U1523E-1H-5-A,120,151,7.2,7.51,diatom rich,interbedded sand(stone) and mud(stone) [McKW53],,diatom rich interbedded sand(stone) and mud(stone),,,moderate [DB86],2,,,,,,,,,,,,,374,U1523,E,1,H,5,A,
374-U1523E-1H-5-A,134,151,7.34,7.51,,,,,,2.5Y 5/2 (grayish brown),,,,,,,,,,,,,,,374,U1523,E,1,H,5,A,
374-U1523E-1H-6-A,0,150,7.51,9.01,diatom rich,interbedded sand(stone) and mud(stone) [McKW53],,diatom rich interbedded sand(stone) and mud(stone),,,moderate [DB86],2,,,,,,mud clast,,,"Mud clasts at 87-88, and 94 cm.",,,,374,U1523,E,1,H,6,A,
374-U1523E-1H-6-A,0,150,7.51,9.01,,,,,,2.5Y 5/2 (grayish brown),,,,,,,,,,,,,,,374,U1523,E,1,H,6,A,
374-U1523E-1H-7-A,0,28,9.01,9.29,diatom rich,interbedded sand(stone) and mud(stone) [McKW53],,diatom rich interbedded sand(stone) and mud(stone),,,heavy [DB86],3,,,,,,,,,,,,,374,U1523,E,1,H,7,A,
374-U1523E-1H-7-A,0,28,9.01,9.29,,,,,,2.5Y 5/2 (grayish brown),,,,,,,,,,,,,,,374,U1523,E,1,H,7,A,
374-U1523E-1H-7-A,28,40,9.29,9.41,foraminifer bearing,interbedded sand(stone) and mud(stone) [McKW53],,foraminifer bearing interbedded sand(stone) and mud(stone),,,heavy [DB86],3,,,,,,,,,,,,,374,U1523,E,1,H,7,A,
374-U1523E-1H-7-A,28,64,9.29,9.65,,,,,,GLEY 1 6/5GY (greenish gray),,,,,,,,,,,,,,,374,U1523,E,1,H,7,A,
374-U1523E-1H-7-A,40,64,9.41,9.65,foraminifer bearing,clast-poor sandy diamict [M89m],,foraminifer bearing clast-poor sandy diamict,,,heavy [DB86],3,,,,,,,,,,,,,374,U1523,E,1,H,7,A,
374-U1523E-1H-CC-A,0,10,9.65,9.75,foraminifer bearing,clast-poor sandy diamict [M89m],,foraminifer bearing clast-poor sandy diamict,interlamination,,,,,,,,,,,,,,,,374,U1523,E,1,H,CC,A,
374-U1523E-1H-CC-A,0,16,9.65,9.81,,,,,,GLEY 1 6/5GY (greenish gray),,,,,,,,,,,,,,,374,U1523,E,1,H,CC,A,
374-U1523E-1H-CC-A,10,16,9.75,9.81,foraminifer bearing,clast-poor sandy diamict [M89m],,foraminifer bearing clast-poor sandy diamict,,,,,,,,,,lonestone,,,"Lonestones at 2, 7-8, and 10-12 cm.",,,,374,U1523,E,1,H,CC,A,
374-U1523E-3F-1-A,0,9,16,16.09,diatom bearing,clast-poor sandy diamict [M89m],,diatom bearing clast-poor sandy diamict,,,heavy [DB86],3,,,,,,,,,,,,,374,U1523,E,3,F,1,A,
374-U1523E-3F-1-A,0,40,16,16.4,,,,,,GLEY 1 6/5GY (greenish gray),,,,,,,,,,,,,,,374,U1523,E,3,F,1,A,
374-U1523E-3F-1-A,0,150,16,17.5,,,,,,,,,,,,,,lonestone,,,"Lonestones at 27, 37, 58-62, 81-84, 90-100 (mud), 105, and 137 cm.",,,,374,U1523,E,3,F,1,A,
374-U1523E-3F-1-A,9,30,16.09,16.3,foraminifer rich,clast-poor sandy diamict [M89m],,foraminifer rich clast-poor sandy diamict,,,heavy [DB86],3,,,,,,,,,,,,,374,U1523,E,3,F,1,A,
374-U1523E-3F-1-A,30,33,16.3,16.33,,,,,,,,,,,,,,,inclined boundary or contact,,Sharp contact.,,,,374,U1523,E,3,F,1,A,
374-U1523E-3F-1-A,30,52,16.3,16.52,foraminifer rich,clast-poor sandy diamict [M89m],,foraminifer rich clast-poor sandy diamict,,,heavy [DB86],3,,,,,,,,,,,,,374,U1523,E,3,F,1,A,
374-U1523E-3F-1-A,40,45,16.4,16.45,,,,,,2.5y 3/2 (very dark grayish brown),,,,,,,,,,,,,,,374,U1523,E,3,F,1,A,
374-U1523E-3F-1-A,45,70,16.45,16.7,,,,,,GLEY 1 6/5GY (greenish gray),,,,,,,,,,,,,,,374,U1523,E,3,F,1,A,
374-U1523E-3F-1-A,48,52,16.48,16.52,,,,,,,,,,,,,,,inclined boundary or contact,,Sharp contact.,,,,374,U1523,E,3,F,1,A,
374-U1523E-3F-1-A,52,68,16.52,16.68,foraminifer rich,clast-poor sandy diamict [M89m],,foraminifer rich clast-poor sandy diamict,,,heavy [DB86],3,,,,,,,,,,,,,374,U1523,E,3,F,1,A,
374-U1523E-3F-1-A,68,80,16.68,16.8,diatom bearing,clast-poor muddy diamict [M89m],,diatom bearing clast-poor muddy diamict,,,heavy [DB86],3,,,,,,,,,,,,,374,U1523,E,3,F,1,A,
374-U1523E-3F-1-A,70,113,16.7,17.13,,,,,,GLEY 1 5/10GY (greenish gray),,,,,,,,,,,Dark greenish gray.,,,,374,U1523,E,3,F,1,A,
374-U1523E-3F-1-A,80,112,16.8,17.12,foraminifer rich,clast-poor sandy diamict [M89m],,foraminifer rich clast-poor sandy diamict,,,heavy [DB86],3,,,,,,,,,,,,,374,U1523,E,3,F,1,A,
374-U1523E-3F-1-A,110,150,17.1,17.5,,,,,lamination,,,,,,,,,,,,,,,,374,U1523,E,3,F,1,A,
374-U1523E-3F-1-A,112,145,17.12,17.45,diatom bearing,clast-poor muddy diamict [M89m],,diatom bearing clast-poor muddy diamict,,,moderate [DB86],2,,,,,,,,,,,,,374,U1523,E,3,F,1,A,
374-U1523E-3F-1-A,113,150,17.13,17.5,,,,,,GLEY 1 6/5GY (greenish gray),,,,,,,,,,,,,,,374,U1523,E,3,F,1,A,
374-U1523E-3F-1-A,145,150,17.45,17.5,foraminifer rich,clast-poor sandy diamict [M89m],,foraminifer rich clast-poor sandy diamict,,,moderate [DB86],2,,,,,,,,,,,,,374,U1523,E,3,F,1,A,
374-U1523E-3F-2-A,0,38,17.5,17.88,foraminifer rich,clast-poor sandy diamict [M89m],,foraminifer rich clast-poor sandy diamict,,,moderate [DB86],2,,,,,,lonestone,,,"Lonestone at 8-10, 16, and 36 cm.",,,,374,U1523,E,3,F,2,A,
374-U1523E-3F-2-A,0,40,17.5,17.9,,,,,,GLEY 1 6/5GY (greenish gray),,,,,,,,,,,,,,,374,U1523,E,3,F,2,A,
374-U1523E-3F-2-A,38,41,17.88,17.91,diatom bearing,clast-poor muddy diamict [M89m],,diatom bearing clast-poor muddy diamict,,,moderate [DB86],2,,,,,,,,,,,,,374,U1523,E,3,F,2,A,
374-U1523E-3F-2-A,40,61,17.9,18.11,,,,,,2.5y 3/2 (very dark grayish brown),,,,,,,,,,,,,,,374,U1523,E,3,F,2,A,
374-U1523E-3F-2-A,41,65,17.91,18.15,foraminifer rich,clast-poor sandy diamict [M89m],,foraminifer rich clast-poor sandy diamict,,,moderate [DB86],2,,,,,,lonestone,,,Lonestone at 57 and 59-63 cm.,,,,374,U1523,E,3,F,2,A,
374-U1523E-3F-2-A,61,141,18.11,18.91,,,,,,2.5Y 5/2 (grayish brown),,,,,,,,,,,,,,,374,U1523,E,3,F,2,A,
374-U1523E-3F-2-A,65,146,18.15,18.96,diatom bearing,clast-poor muddy diamict [M89m],,diatom bearing clast-poor muddy diamict,,,heavy [DB86],3,,,,,,,,,,,,,374,U1523,E,3,F,2,A,
374-U1523E-3F-3-A,0,29,19.01,19.3,diatom bearing,clast-poor muddy diamict [M89m],,diatom bearing clast-poor muddy diamict,mottling [BJ80],,,,,,,,,,,,,,,,374,U1523,E,3,F,3,A,
374-U1523E-3F-3-A,29,41,19.3,19.42,diatom bearing,clast-poor sandy diamict [M89m],,diatom bearing clast-poor sandy diamict,,,,,,,,glauconite,,mud clast,gradational boundary or contact,,Lonestone at 27-29 cm. glauconite and snad in 36 cm.,,,,374,U1523,E,3,F,3,A,
374-U1523E-3F-3-A,41,100,19.42,20.01,diatom rich,interbedded mud(stone) and diamict [McKW53],,diatom rich interbedded mud(stone) and diamict,,,,,,,,,,,,,,,,,374,U1523,E,3,F,3,A,
374-U1523E-3F-4-A,0,55,20.01,20.56,diatom rich,interbedded mud(stone) and diamict [McKW53],,diatom rich interbedded mud(stone) and diamict,lamination,,moderate [DB86],2,,,,,,,,,,,,,374,U1523,E,3,F,4,A,
374-U1523E-3F-CC-A,0,19,20.56,20.75,diatom rich,interbedded mud(stone) and diamict [McKW53],,diatom rich interbedded mud(stone) and diamict,lamination,,moderate [DB86],2,,,,,,,,,,,,,374,U1523,E,3,F,CC,A,
374-U1523E-3F-CC-A,0,19,20.56,20.75,,,,,,GLEY 1 6/5GY (greenish gray),,,,,,,,,,,,,,,374,U1523,E,3,F,CC,A,
374-U1523E-4F-1-A,0,151,20.7,22.21,foraminifer bearing,interbedded mud(stone) and diamict [McKW53],,foraminifer bearing interbedded mud(stone) and diamict,mottling [BJ80],GLEY 1 5/10GY (greenish gray),moderate [DB86],2,,,,pyrite,foraminifer,lonestone,,,"Lonestones at 48-49, 57-58, and 86 cm.",,,,374,U1523,E,4,F,1,A,
374-U1523E-4F-1-A,40,40,21.1,21.1,,,,,,,,,,,,,,mud clast,,,,,,,374,U1523,E,4,F,1,A,
374-U1523E-4F-1-A,108,108,21.78,21.78,,,,,,,,,,,,,,mud clast,,,,,,,374,U1523,E,4,F,1,A,
374-U1523E-4F-1-A,149,149,22.19,22.19,,,,,,,,,,,,,shell fragment,,,,,,,,374,U1523,E,4,F,1,A,
374-U1523E-4F-2-A,0,60,22.21,22.81,diatom bearing,interbedded mud(stone) and diamict [McKW53],,diatom bearing interbedded mud(stone) and diamict,,GLEY 1 5/5GY (greenish gray),moderate [DB86],2,,,,,,,,,,,,,374,U1523,E,4,F,2,A,
374-U1523E-4F-2-A,60,140,22.81,23.61,foraminifer bearing,clast-poor sandy diamict [M89m],,foraminifer bearing clast-poor sandy diamict,,GLEY 1 5/5GY (greenish gray),moderate [DB86],2,,,,,foraminifer,lonestone,,,Lonestones at 57-59 and 93-95 cm. Black crumbley bit (SEM at 61 cm),,,,374,U1523,E,4,F,2,A,
374-U1523E-4F-2-A,120,140,23.41,23.61,,,,,,,,,,,,glauconite,,,,,,,,,374,U1523,E,4,F,2,A,
374-U1523E-4F-3-A,0,54,23.61,24.15,foraminifer bearing,clast-poor sandy diamict [M89m],,foraminifer bearing clast-poor sandy diamict,,GLEY 1 5/5GY (greenish gray),,,,,,,foraminifer,lonestone,,,"Lonestones at 2, 13, 24, 27, and 30 cm.",,,,374,U1523,E,4,F,3,A,
374-U1523E-4F-CC-A,0,8,24.15,24.23,foraminifer bearing,clast-poor sandy diamict [M89m],,foraminifer bearing clast-poor sandy diamict,,GLEY 1 5/5GY (greenish gray),,,,,,,foraminifer,lonestone,,,,,,,374,U1523,E,4,F,CC,A,
374-U1523E-6F-CC-A,0,16,30,30.16,,cobble gravel [USGS],,cobble gravel,,,,,,,,,,,,,,,,,374,U1523,E,6,F,CC,A,
374-U1523E-7F-1-A,0,35,34.7,35.05,diatom rich,mud,with dispersed clasts,diatom rich mud with dispersed clasts,,GLEY 1 5/5GY (greenish gray),heavy [DB86],3,,,,,,,,,,,,,374,U1523,E,7,F,1,A,
374-U1523E-7F-CC-A,0,8,35.1,35.18,diatom rich,mud,with dispersed clasts,diatom rich mud with dispersed clasts,,GLEY 1 5/5GY (greenish gray),heavy [DB86],3,,,,,,,,,,,,,374,U1523,E,7,F,CC,A,
374-U1523E-9F-1-A,0,96.5,47.8,48.765,diatom rich,interbedded mud(stone) and diamict [McKW53],,diatom rich interbedded mud(stone) and diamict,,GLEY 1 5/5GY (greenish gray),,,,,,,,lonestone,,,"Lonestones at 21, 26, 30, 41, 48, 54, 62, and 66 cm.",,,,374,U1523,E,9,F,1,A,
374-U1523E-9F-1-A,93,93,48.73,48.73,,,,,,,,,,,,,,mud clast,,,,,,,374,U1523,E,9,F,1,A,
374-U1523E-9F-1-A,101.5,111,48.815,48.91,diatom rich,interbedded mud(stone) and diamict [McKW53],,diatom rich interbedded mud(stone) and diamict,,GLEY 1 5/5GY (greenish gray),,,,,,,,lonestone,,,"Lonestones at 21, 26, 30, 41, 48, 54, 62, and 66 cm.",,,,374,U1523,E,9,F,1,A,
374-U1523E-9F-CC-A,0,3,48.91,48.94,diatom bearing,clast-rich sandy diamict [M89m],,diatom bearing clast-rich sandy diamict,,GLEY 1 5/5GY (greenish gray),,,,,,,,,,,,,,,374,U1523,E,9,F,CC,A,
374-U1523E-12F-1-A,0,85,60,60.85,,,,,,5Y 5/2 (olive gray),,,,,,,,,,,,,,,374,U1523,E,12,F,1,A,
374-U1523E-12F-1-A,0,143,60,61.43,diatom rich,interbedded mud(stone) and diamict [McKW53],,diatom rich interbedded mud(stone) and diamict,,,,,,,,pyrite,,,,,,,,,374,U1523,E,12,F,1,A,
374-U1523E-12F-1-A,0,143,60,61.43,,,,,,,moderate [DB86],2,,,,glauconite,,lonestone,,,"Lonestones at 9, 40, 55, 74, 78, 119, and 127 cm.",,,,374,U1523,E,12,F,1,A,
374-U1523E-12F-1-A,40,96,60.4,60.96,,,,,lamination,,,,,,,,,,sharp boundary or contact,,Contact at 96 cm.,,,,374,U1523,E,12,F,1,A,
374-U1523E-12F-1-A,85,130,60.85,61.3,,,,,,GLEY 1 5/5GY (greenish gray),,,,,,,,,,,,,,,374,U1523,E,12,F,1,A,
374-U1523E-12F-1-A,120,130,61.2,61.3,,,,,,,,,,,,,foraminifer,,,,,,,,374,U1523,E,12,F,1,A,
374-U1523E-12F-1-A,130,143,61.3,61.43,,,,,,5Y 5/2 (olive gray),,,,,,,,,,,,,,,374,U1523,E,12,F,1,A,
374-U1523E-12F-2-A,0,43,61.5,61.93,diatom rich,interbedded mud(stone) and diamict [McKW53],,diatom rich interbedded mud(stone) and diamict,,,moderate [DB86],2,,,,,,,,,,,,,374,U1523,E,12,F,2,A,
374-U1523E-12F-2-A,0,43,61.5,61.93,,,,,,5Y 5/2 (olive gray),,,,,,,,,,,,,,,374,U1523,E,12,F,2,A,
374-U1523E-12F-2-A,0,148,61.5,62.98,,,,,,GLEY 1 5/5GY (greenish gray),,,,,,,,,,,,,,,374,U1523,E,12,F,2,A,
374-U1523E-12F-2-A,26,26,61.76,61.76,,,,,,,,,,,,,shell fragment,,,,,,,,374,U1523,E,12,F,2,A,
374-U1523E-12F-2-A,43,49,61.93,61.99,,,,,,2.5Y 5/2 (grayish brown),,,,,,,,,,,,,,,374,U1523,E,12,F,2,A,
374-U1523E-12F-2-A,43,148,61.93,62.98,diatom bearing,clast-poor sandy diamict [M89m],,diatom bearing clast-poor sandy diamict,,,moderate [DB86],2,,,,,,,,,,,,,374,U1523,E,12,F,2,A,
374-U1523E-12F-2-A,49,55,61.99,62.05,,,,,,GLEY 1 5/5GY (greenish gray),,,,,,,,,,,,,,,374,U1523,E,12,F,2,A,
374-U1523E-12F-2-A,55,70,62.05,62.2,,,,,,2.5Y 5/2 (grayish brown),,,,,,,,,,,,,,,374,U1523,E,12,F,2,A,
374-U1523E-12F-2-A,75,148,62.25,62.98,,,,,,,,,,,,glauconite,,,,,,,,,374,U1523,E,12,F,2,A,
374-U1523E-12F-2-A,80,80,62.3,62.3,,,,,lens or pod [BJ84],,,,,,,,,,,,coarse sand lense.,,,,374,U1523,E,12,F,2,A,
374-U1523E-12F-3-A,0,16,62.98,63.14,diatom bearing,clast-poor sandy diamict [M89m],,diatom bearing clast-poor sandy diamict,,,moderate [DB86],2,,,,glauconite,,,sharp boundary or contact,bioturbated,,,,,374,U1523,E,12,F,3,A,
374-U1523E-12F-3-A,0,16,62.98,63.14,,,,,,GLEY 1 5/5GY (greenish gray),,,,,,,,,,,,,,,374,U1523,E,12,F,3,A,
374-U1523E-12F-3-A,16,61,63.14,63.59,,,,,,5Y 5/2 (olive gray),,,,,,,,,,,,,,,374,U1523,E,12,F,3,A,
374-U1523E-12F-3-A,16,113,63.14,64.11,diatom rich,interbedded mud(stone) and diamict [McKW53],,diatom rich interbedded mud(stone) and diamict,,,,,,,,,,lonestone,,,"Lonestones at 7, 17, 36, 47, 95, and 97.",,,,374,U1523,E,12,F,3,A,
374-U1523E-12F-3-A,61,70,63.59,63.68,,,,,,GLEY 1 5/5GY (greenish gray),,,,,,,,,,,,,,,374,U1523,E,12,F,3,A,
374-U1523E-12F-3-A,62,68,63.6,63.66,,,,,,,,,,,,glauconite,,,,,,,,,374,U1523,E,12,F,3,A,
374-U1523E-12F-3-A,70,113,63.68,64.11,,,,,,5Y 5/2 (olive gray),,,,,,,,,,,,,,,374,U1523,E,12,F,3,A,
374-U1523E-12F-4-A,0,15,64.11,64.26,,,,,,5Y 5/2 (olive gray),,,,,,,,,,,,,,,374,U1523,E,12,F,4,A,
374-U1523E-12F-4-A,0,56,64.11,64.67,diatom rich,interbedded mud(stone) and diamict [McKW53],,diatom rich interbedded mud(stone) and diamict,,,moderate [DB86],2,,,,,,lonestone,,,Lonestone at 20 cm.,,,,374,U1523,E,12,F,4,A,
