Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Principal Name,Lithology classification,Lithology Prefix,Lithology Suffix,Lithology name,Lithology [%],Lithification [name],Color,Lithology comments,File Data,Unnamed: 23,Minor Lithology Prefix,Minor Lithology Name,Minor Lithology Suffix
320-U1334C-15H-1-A,320,U1334,C,15,15-1,H,1,A,0,150,133.0,134.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10YR 8/1,"Pumice (2 cm in diameter) in 26-28 cm, Section 4",,,,,
320-U1334C-15H-2-A,320,U1334,C,15,15-2,H,2,A,0,150,134.5,136.0,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10YR 8/1,"Pumice (2 cm in diameter) in 26-28 cm, Section 4",,,,,
320-U1334C-15H-3-A,320,U1334,C,15,15-3,H,3,A,0,150,136.0,137.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10YR 8/1,"Pumice (2 cm in diameter) in 26-28 cm, Section 4",,,,,
320-U1334C-15H-4-A,320,U1334,C,15,15-4,H,4,A,0,83,137.5,138.33,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10YR 8/1,"Pumice (2 cm in diameter) in 26-28 cm, Section 4",,,,,
320-U1334C-15H-4-A,320,U1334,C,15,15-4,H,4,A,83,150,138.33,139.0,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10GY 8/1,,,,,,
320-U1334C-15H-5-A,320,U1334,C,15,15-5,H,5,A,0,150,139.0,140.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10GY 8/1,,,,,,
320-U1334C-15H-6-A,320,U1334,C,15,15-6,H,6,A,0,100,140.5,141.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10GY 8/1,,,,,,
320-U1334C-15H-7-A,320,U1334,C,15,15-7,H,7,A,0,67,141.5,142.17,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10GY 8/1,,,,,,
320-U1334C-15H-CC-A,320,U1334,C,15,15-CC,H,CC,A,0,32,142.17,142.49,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10GY 8/1,,,,,,
320-U1334C-16H-1-A,320,U1334,C,16,16-1,H,1,A,0,150,142.5,144.0,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10GY 8/1,Black streaks are common,,,,,
320-U1334C-16H-2-A,320,U1334,C,16,16-2,H,2,A,0,150,144.0,145.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10GY 8/1,Black streaks are common,,,,,
320-U1334C-16H-3-A,320,U1334,C,16,16-3,H,3,A,0,150,145.5,147.0,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10GY 8/1,Black streaks are common,,,,,
320-U1334C-16H-4-A,320,U1334,C,16,16-4,H,4,A,0,150,147.0,148.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10GY 8/1,Black streaks are common,,,,,
320-U1334C-16H-5-A,320,U1334,C,16,16-5,H,5,A,0,150,148.5,150.0,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10GY 8/1,Black streaks are common,,,,,
320-U1334C-16H-6-A,320,U1334,C,16,16-6,H,6,A,0,100,150.0,151.0,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10GY 8/1,Black streaks are common,,,,,
320-U1334C-16H-7-A,320,U1334,C,16,16-7,H,7,A,0,67,151.0,151.67,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10GY 8/1,Black streaks are common,,,,,
320-U1334C-16H-CC-A,320,U1334,C,16,16-CC,H,CC,A,0,32,151.67,151.99,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10GY 8/1,Black streaks are common,,,,,
320-U1334C-17H-1-A,320,U1334,C,17,17-1,H,1,A,0,150,152.0,153.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10GY 8/1,Black streaks are common,,,,,
320-U1334C-17H-2-A,320,U1334,C,17,17-2,H,2,A,0,150,153.5,155.0,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10GY 8/1,Black streaks are common,,,,,
320-U1334C-17H-3-A,320,U1334,C,17,17-3,H,3,A,0,150,155.0,156.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10GY 8/1,Black streaks are common,,,,,
320-U1334C-17H-4-A,320,U1334,C,17,17-4,H,4,A,0,150,156.5,158.0,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10GY 8/1,Black streaks are common,,,,,
320-U1334C-17H-5-A,320,U1334,C,17,17-5,H,5,A,0,150,158.0,159.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10GY 8/1,Black streaks are common,,,,,
320-U1334C-17H-6-A,320,U1334,C,17,17-6,H,6,A,0,150,159.5,161.0,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10GY 8/1,Black streaks are common,,,,,
320-U1334C-17H-7-A,320,U1334,C,17,17-7,H,7,A,0,33,161.0,161.33,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10GY 8/1,Black streaks are common,,,,,
320-U1334C-17H-CC-A,320,U1334,C,17,17-CC,H,CC,A,0,16,161.33,161.49,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10GY 8/1,Black streaks are common,,,,,
320-U1334C-18H-1-A,320,U1334,C,18,18-1,H,1,A,0,150,161.5,163.0,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10GY 8/1,Black streaks are common,,,,,
320-U1334C-18H-2-A,320,U1334,C,18,18-2,H,2,A,0,150,163.0,164.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10GY 8/1,Black streaks are common,,,,,
320-U1334C-18H-3-A,320,U1334,C,18,18-3,H,3,A,0,150,164.5,166.0,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10GY 8/1,Black streaks are common,,,,,
320-U1334C-18H-4-A,320,U1334,C,18,18-4,H,4,A,0,150,166.0,167.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10GY 8/1,Black streaks are common,,,,,
320-U1334C-18H-5-A,320,U1334,C,18,18-5,H,5,A,0,150,167.5,169.0,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10GY 8/1,Black streaks are common,,,,,
320-U1334C-18H-6-A,320,U1334,C,18,18-6,H,6,A,0,150,169.0,170.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10GY 8/1,Black streaks are common,,,,,
320-U1334C-18H-7-A,320,U1334,C,18,18-7,H,7,A,0,58,170.5,171.08,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10GY 8/1,Black streaks are common,,,,,
320-U1334C-18H-CC-A,320,U1334,C,18,18-CC,H,CC,A,0,8,171.08,171.16,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10GY 8/1,Black streaks are common,,,,,
320-U1334C-19H-1-A,320,U1334,C,19,19-1,H,1,A,0,150,171.0,172.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10GY 8/1,Black streaks are common,,,,,
320-U1334C-19H-2-A,320,U1334,C,19,19-2,H,2,A,0,150,172.5,174.0,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10GY 8/1,Black streaks are common,,,,,
320-U1334C-19H-3-A,320,U1334,C,19,19-3,H,3,A,0,150,174.0,175.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10GY 8/1,Black streaks are common,,,,,
320-U1334C-19H-4-A,320,U1334,C,19,19-4,H,4,A,0,150,175.5,177.0,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10GY 8/1,Black streaks are common,,,,,
320-U1334C-19H-5-A,320,U1334,C,19,19-5,H,5,A,0,150,177.0,178.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10GY 8/1,Black streaks are common,,,,,
320-U1334C-19H-6-A,320,U1334,C,19,19-6,H,6,A,0,150,178.5,180.0,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10GY 8/1,Black streaks are common,,,,,
320-U1334C-19H-7-A,320,U1334,C,19,19-7,H,7,A,0,68,180.0,180.68,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10GY 8/1,Black streaks are common,,,,,
320-U1334C-19H-CC-A,320,U1334,C,19,19-CC,H,CC,A,0,6,180.68,180.74,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10GY 8/1,Black streaks are common,,,,,
320-U1334C-20H-1-A,320,U1334,C,20,20-1,H,1,A,0,150,180.5,182.0,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10GY 8/1,Black streaks are common,,,,,
320-U1334C-20H-2-A,320,U1334,C,20,20-2,H,2,A,0,150,182.0,183.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10GY 8/1,Black streaks are common,,,,,
320-U1334C-20H-3-A,320,U1334,C,20,20-3,H,3,A,0,150,183.5,185.0,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10GY 8/1,Black streaks are common,,,,,
320-U1334C-20H-4-A,320,U1334,C,20,20-4,H,4,A,0,150,185.0,186.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10GY 8/1,Black streaks are common,,,,,
320-U1334C-20H-5-A,320,U1334,C,20,20-5,H,5,A,0,150,186.5,188.0,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10GY 8/1,Black streaks are common,,,,,
320-U1334C-20H-6-A,320,U1334,C,20,20-6,H,6,A,0,150,188.0,189.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10GY 8/1,Black streaks are common,,,,,
320-U1334C-20H-7-A,320,U1334,C,20,20-7,H,7,A,0,48,189.5,189.98,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10GY 8/1,Black streaks are common,,,,,
320-U1334C-21H-1-A,320,U1334,C,21,21-1,H,1,A,0,130,190.0,191.3,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10Y 8/1,,,,,,
320-U1334C-21H-1-A,320,U1334,C,21,21-1,H,1,A,130,150,191.3,191.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,5Y 8/2,,,,,,
320-U1334C-21H-2-A,320,U1334,C,21,21-2,H,2,A,0,150,191.5,193.0,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,5Y 8/2,,,,,,
320-U1334C-21H-3-A,320,U1334,C,21,21-3,H,3,A,0,150,193.0,194.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,5Y 8/2,,,,,,
320-U1334C-21H-4-A,320,U1334,C,21,21-4,H,4,A,0,150,194.5,196.0,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,5Y 8/2,,,,,,
320-U1334C-21H-5-A,320,U1334,C,21,21-5,H,5,A,0,150,196.0,197.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,5Y 8/2,,,,,,
320-U1334C-21H-6-A,320,U1334,C,21,21-6,H,6,A,0,150,197.5,199.0,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,5Y 8/2,,,,,,
320-U1334C-21H-7-A,320,U1334,C,21,21-7,H,7,A,0,69,199.0,199.69,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,5Y 8/2,,,,,,
320-U1334C-21H-CC-A,320,U1334,C,21,21-CC,H,CC,A,0,24,199.69,199.93,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,5Y 8/2,,,,,,
320-U1334C-22H-1-A,320,U1334,C,22,22-1,H,1,A,0,150,199.5,201.0,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,5Y 8/2,,,,,,
320-U1334C-22H-2-A,320,U1334,C,22,22-2,H,2,A,0,150,201.0,202.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,5Y 8/2,,,,,,
320-U1334C-22H-3-A,320,U1334,C,22,22-3,H,3,A,0,150,202.5,204.0,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,5Y 8/2,,,,,,
320-U1334C-22H-4-A,320,U1334,C,22,22-4,H,4,A,0,150,204.0,205.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,5Y 8/2,,,,,,
320-U1334C-22H-5-A,320,U1334,C,22,22-5,H,5,A,0,150,205.5,207.0,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,5Y 8/2,,,,,,
320-U1334C-22H-6-A,320,U1334,C,22,22-6,H,6,A,0,150,207.0,208.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,5Y 8/2,,,,,,
320-U1334C-22H-7-A,320,U1334,C,22,22-7,H,7,A,0,63,208.5,209.13,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,5Y 8/2,,,,,,
320-U1334C-22H-CC-A,320,U1334,C,22,22-CC,H,CC,A,0,25,209.13,209.38,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,5Y 8/2,,,,,,
320-U1334C-23X-1-A,320,U1334,C,23,23-1,X,1,A,0,150,209.0,210.5,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,100,firm,10YR 8/3,,,,,,
320-U1334C-23X-2-A,320,U1334,C,23,23-2,X,2,A,0,150,210.5,212.0,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,100,firm,10YR 8/3,,,,,,
320-U1334C-23X-3-A,320,U1334,C,23,23-3,X,3,A,0,133,212.0,213.33,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,100,firm,10YR 8/3,,,,,,
320-U1334C-23X-CC-A,320,U1334,C,23,23-CC,X,CC,A,0,24,213.33,213.57,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,100,firm,10YR 8/3,,,,,,
320-U1334C-24X-1-A,320,U1334,C,24,24-1,X,1,A,0,150,214.0,215.5,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,100,firm,10YR 8/3,,,,,,
320-U1334C-24X-2-A,320,U1334,C,24,24-2,X,2,A,0,150,215.5,217.0,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,100,firm,10YR 8/3,,,,,,
320-U1334C-24X-3-A,320,U1334,C,24,24-3,X,3,A,0,150,217.0,218.5,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,100,firm,10YR 8/3,,,,,,
320-U1334C-24X-4-A,320,U1334,C,24,24-4,X,4,A,0,150,218.5,220.0,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,100,firm,10YR 8/3,,,,,,
320-U1334C-24X-5-A,320,U1334,C,24,24-5,X,5,A,0,150,220.0,221.5,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,100,firm,10YR 8/3,,,,,,
320-U1334C-24X-6-A,320,U1334,C,24,24-6,X,6,A,0,150,221.5,223.0,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,100,firm,10YR 8/3,,,,,,
320-U1334C-24X-7-A,320,U1334,C,24,24-7,X,7,A,0,49,223.0,223.49,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,100,firm,10YR 8/3,,,,,,
320-U1334C-24X-CC-A,320,U1334,C,24,24-CC,X,CC,A,0,24,223.49,223.73,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,100,firm,10YR 8/3,,,,,,
320-U1334C-25X-1-A,320,U1334,C,25,25-1,X,1,A,0,150,223.6,225.1,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,40,firm,10YR 6/4,,,,,,
320-U1334C-25X-1-A,320,U1334,C,25,25-1,X,1,A,0,150,223.6,225.1,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,60,firm,10YR 8/4,,,,,,
320-U1334C-25X-2-A,320,U1334,C,25,25-2,X,2,A,0,150,225.1,226.6,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,40,firm,10YR 6/4,,,,,,
320-U1334C-25X-2-A,320,U1334,C,25,25-2,X,2,A,0,150,225.1,226.6,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,60,firm,10YR 8/4,,,,,,
320-U1334C-25X-3-A,320,U1334,C,25,25-3,X,3,A,0,150,226.6,228.1,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,40,firm,10YR 6/4,,,,,,
320-U1334C-25X-3-A,320,U1334,C,25,25-3,X,3,A,0,150,226.6,228.1,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,60,firm,10YR 8/4,,,,,,
320-U1334C-25X-4-A,320,U1334,C,25,25-4,X,4,A,0,150,228.1,229.6,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,40,firm,10YR 6/4,,,,,,
320-U1334C-25X-4-A,320,U1334,C,25,25-4,X,4,A,0,150,228.1,229.6,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,60,firm,10YR 8/4,,,,,,
320-U1334C-25X-5-A,320,U1334,C,25,25-5,X,5,A,0,150,229.6,231.1,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,40,firm,10YR 6/4,,,,,,
320-U1334C-25X-5-A,320,U1334,C,25,25-5,X,5,A,0,150,229.6,231.1,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,60,firm,10YR 8/4,,,,,,
320-U1334C-25X-6-A,320,U1334,C,25,25-6,X,6,A,0,130,231.1,232.4,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,40,firm,10YR 6/4,,,,,,
320-U1334C-25X-6-A,320,U1334,C,25,25-6,X,6,A,0,130,231.1,232.4,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,60,firm,10YR 8/4,,,,,,
320-U1334C-25X-7-A,320,U1334,C,25,25-7,X,7,A,0,59,232.4,232.99,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,40,firm,10YR 6/4,,,,,,
320-U1334C-25X-7-A,320,U1334,C,25,25-7,X,7,A,0,59,232.4,232.99,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,60,firm,10YR 8/4,,,,,,
320-U1334C-25X-CC-A,320,U1334,C,25,25-CC,X,CC,A,0,32,232.99,233.31,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,40,firm,10YR 6/4,,,,,,
320-U1334C-25X-CC-A,320,U1334,C,25,25-CC,X,CC,A,0,32,232.99,233.31,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,60,firm,10YR 8/4,,,,,,
320-U1334C-26X-1-A,320,U1334,C,26,26-1,X,1,A,0,150,233.2,234.7,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,100,firm,10YR 7/3,,,,,,
320-U1334C-26X-2-A,320,U1334,C,26,26-2,X,2,A,0,21,234.7,234.91,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,100,firm,10YR 7/3,,,,,,
320-U1334C-26X-2-A,320,U1334,C,26,26-2,X,2,A,21,150,234.91,236.2,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with diatoms,Nannofossil chalk with diatoms,100,firm,10YR 7/3,,,,,,
320-U1334C-26X-3-A,320,U1334,C,26,26-3,X,3,A,0,150,236.2,237.7,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with diatoms,Nannofossil chalk with diatoms,100,firm,10YR 7/3,,,,,,
320-U1334C-26X-4-A,320,U1334,C,26,26-4,X,4,A,0,33,237.7,238.03,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with diatoms,Nannofossil chalk with diatoms,100,firm,10YR 7/3,,,,,,
320-U1334C-26X-4-A,320,U1334,C,26,26-4,X,4,A,33,150,238.03,239.2,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,100,firm,10YR 7/3,,,,,,
320-U1334C-26X-5-A,320,U1334,C,26,26-5,X,5,A,0,115,239.2,240.35,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,100,firm,10YR 7/3,,,,,,
320-U1334C-26X-CC-A,320,U1334,C,26,26-CC,X,CC,A,0,15,240.35,240.5,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,100,firm,10YR 7/3,,,,,,
320-U1334C-27X-1-A,320,U1334,C,27,27-1,X,1,A,0,150,239.2,240.7,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,100,firm,10YR 7/3,,,,,,
320-U1334C-27X-2-A,320,U1334,C,27,27-2,X,2,A,0,150,240.7,242.2,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,100,firm,10YR 7/3,,,,,,
320-U1334C-27X-3-A,320,U1334,C,27,27-3,X,3,A,0,150,242.2,243.7,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,100,firm,10YR 7/3,,,,,,
320-U1334C-27X-4-A,320,U1334,C,27,27-4,X,4,A,0,150,243.7,245.2,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,100,firm,10YR 7/3,,,,,,
320-U1334C-27X-5-A,320,U1334,C,27,27-5,X,5,A,0,150,245.2,246.7,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,100,firm,10YR 7/3,,,,,,
320-U1334C-27X-6-A,320,U1334,C,27,27-6,X,6,A,0,96,246.7,247.66,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,100,firm,10YR 7/3,,,,,,
320-U1334C-27X-6-A,320,U1334,C,27,27-6,X,6,A,96,107,247.66,247.77,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,100,firm,10YR 6/3,,,,,,
320-U1334C-27X-CC-A,320,U1334,C,27,27-CC,X,CC,A,0,1,247.77,247.78,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,100,firm,10YR 6/3,,,,,,
320-U1334C-27X-CC-A,320,U1334,C,27,27-CC,X,CC,A,1,33,247.78,248.1,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,100,firm,10YR 5/4,,,,,,
320-U1334C-28X-1-A,320,U1334,C,28,28-1,X,1,A,0,128,248.8,250.08,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with clay,Nannofossil chalk with clay,100,firm,10YR 5/3,,,,,,
320-U1334C-28X-1-A,320,U1334,C,28,28-1,X,1,A,128,150,250.08,250.3,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Clayey nannofossil,with radiolarians,Clayey nannofossil chalk with radiolarians,100,firm,10YR 3/2,,,,,,
320-U1334C-28X-2-A,320,U1334,C,28,28-2,X,2,A,0,78,250.3,251.08,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Clayey nannofossil,with radiolarians,Clayey nannofossil chalk with radiolarians,100,firm,10YR 3/2,,,,,,
320-U1334C-28X-2-A,320,U1334,C,28,28-2,X,2,A,78,150,251.08,251.8,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with clay and radiolarians,Nannofossil chalk with clay and radiolarians,100,firm,10YR 5/3,,,,,,
320-U1334C-28X-3-A,320,U1334,C,28,28-3,X,3,A,0,33,251.8,252.13,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with clay and radiolarians,Nannofossil chalk with clay and radiolarians,100,firm,10YR 5/3,,,,,,
320-U1334C-28X-3-A,320,U1334,C,28,28-3,X,3,A,33,73,252.13,252.53,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Clayey nannofossil,with radiolarians,Clayey nannofossil chalk with radiolarians,100,firm,10YR 3/2,,,,,,
320-U1334C-28X-3-A,320,U1334,C,28,28-3,X,3,A,73,100,252.53,252.8,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with clay and radiolarians,Nannofossil chalk with clay and radiolarians,100,firm,10YR 4/3,,,,,,
