Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Lithology prefix,Lithology principal name,Lithology suffix,Lithology prefix+name [read only],Lithology prefix+name+suffix [read only],Lithology name+suffix [read only],Lithology  abundance [%],Lithology color (simple),Bottom contact or boundary geometry,Bottom contact or boundary attitude,Bedding thickness of MAJOR lithology,Interbed lithology,Thickness of interbeds,INTERPRETATION - Turbiditic or Hemipelagic,TEPHRA type,Sedimentary structure,Sedimentary structure comment,Diagenetic structure,Macrofossil,General interval comment,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Extra Sample ID Data
354-U1449B-1H-4-A,22,40,4.72,4.9,,,,,,,,,,,,,,,,,burrows,,,,,,,,354,U1449,B,1,H,4,A,
354-U1449B-1H-4-A,50,85,5,5.35,,nannofossil rich,calcareous clay [Leg210],,nannofossil rich calcareous clay,nannofossil rich calcareous clay,calcareous clay,,white,bioturbated,,,,,,,mottling [BJ80],Greenish gray layers,,,,,,,354,U1449,B,1,H,4,A,
354-U1449B-1H-4-A,50,85,5,5.35,,,,,,,,,,,,,,,,,burrows,,,,,,,,354,U1449,B,1,H,4,A,
354-U1449B-1H-4-A,85,140,5.35,5.9,,nannofossil rich,calcareous clay [Leg210],,nannofossil rich calcareous clay,nannofossil rich calcareous clay,calcareous clay,,greenish gray,,,,,,,,mottling [BJ80],,,,,,,,354,U1449,B,1,H,4,A,
354-U1449B-1H-4-A,85,140,5.35,5.9,,,,,,,,,,,,,,,,,burrows,,,,,,,,354,U1449,B,1,H,4,A,
354-U1449B-1H-5-A,0,57,6,6.57,,nannofossil rich,calcareous clay [Leg210],,nannofossil rich calcareous clay,nannofossil rich calcareous clay,calcareous clay,,greenish gray,sharp planar,horizontal,,,,,,mottling [BJ80],,,,,,,,354,U1449,B,1,H,5,A,
354-U1449B-1H-5-A,0,57,6,6.57,,,,,,,,,,,,,,,,,color banding,,,,,,,,354,U1449,B,1,H,5,A,
354-U1449B-1H-5-A,57,90,6.57,6.9,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,gray,,,thin bed [B01],silt [Leg210],lamina [M&W53],,,,,,,,,,,354,U1449,B,1,H,5,A,
354-U1449B-1H-6-A,0,28,7,7.28,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,gray,sharp planar,horizontal,thin bed [B01],silt [Leg210],lamina [M&W53],,,,,,,,,,,354,U1449,B,1,H,6,A,
354-U1449B-1H-6-A,28,80,7.28,7.8,,,sand [Leg210],,sand,sand,sand,,dark gray,,,medium bed [B01],clay [Leg210],thin bed [B01],,,,,,,,,,,354,U1449,B,1,H,6,A,
