Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],MAJ Lith. Prefix,MAJ Lith. Principal name,MAJ Lith. prefix+name [read only],Sediment structures,MAJ Lith. color,Bioturbation intensity,Clast abundance,Macrofossil,MAJ Lith. ave. grain size ,Diagenetic constituent,Diagenetic constituent composition,General interval comment,MIN Lith. color,MIN Lith. abundance [%],MIN Lith. ave. grain size ,MIN Lith. ave. grain size rank,MIN Lith. max. grain size ,MIN Lith. max. grain size rank,Lith. abundance sum [%],Bottom contact or boundary type,Bottom contact geometry,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Extra Sample ID Data
363-U1482A-3H-4-A,0,150,16.9,18.4,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,5GY 6/1 (greenish gray),moderate [DB86],,pteropod,,,,,,,,,,,,,,,,,363,U1482,A,3,H,4,A,
363-U1482A-3H-5-A,0,150,18.4,19.9,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,5GY 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1482,A,3,H,5,A,
363-U1482A-3H-6-A,0,46,19.9,20.36,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,5GY 6/1 (greenish gray),moderate [DB86],,pteropod,,,,Different light patch at 35cm,,,,,,,,,,,,,363,U1482,A,3,H,6,A,
363-U1482A-3H-6-A,46,93,20.36,20.83,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,5GY 5/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1482,A,3,H,6,A,
363-U1482A-3H-6-A,93,137,20.83,21.27,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,5GY 6/1 (greenish gray),moderate [DB86],,pteropod,,,,,,,,,,,,,,,,,363,U1482,A,3,H,6,A,
363-U1482A-3H-7-A,0,60,21.3,21.9,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,5GY 6/1 (greenish gray),moderate [DB86],,pteropod,,,,,,,,,,,,,,,,,363,U1482,A,3,H,7,A,
363-U1482A-3H-CC-A,0,22,21.9,22.12,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,5GY 6/1 (greenish gray),moderate [DB86],,pteropod,,,,,,,,,,,,,,,,,363,U1482,A,3,H,CC,A,
363-U1482A-4H-1-A,0,32,21.9,22.22,,nannofossil ooze [Leg339],nannofossil ooze,,10Y 7/1 (light greenish gray),complete [DB86],,,,,,,,,,,,,,,,,,,363,U1482,A,4,H,1,A,
363-U1482A-4H-1-A,32,63,22.22,22.53,,nannofossil ooze [Leg339],nannofossil ooze,,10Y 7/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1482,A,4,H,1,A,
363-U1482A-4H-1-A,63,120,22.53,23.1,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,2.5Y 5/1 (gray),heavy [DB86],,pteropod,,,,,,,,,,,,,,,,,363,U1482,A,4,H,1,A,
363-U1482A-4H-1-A,120,150,23.1,23.4,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,2.5Y 6/1 (gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1482,A,4,H,1,A,
363-U1482A-4H-2-A,0,52,23.4,23.92,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,2.5Y 6/1 (gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1482,A,4,H,2,A,
363-U1482A-4H-2-A,52,145,23.92,24.85,,nannofossil ooze [Leg339],nannofossil ooze,,10Y 7/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1482,A,4,H,2,A,
363-U1482A-4H-3-A,0,150,24.9,26.4,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1482,A,4,H,3,A,
363-U1482A-4H-4-A,0,53,26.4,26.93,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1482,A,4,H,4,A,
363-U1482A-4H-4-A,53,150,26.93,27.9,,nannofossil ooze [Leg339],nannofossil ooze,,10Y 7/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1482,A,4,H,4,A,
363-U1482A-4H-5-A,0,124,27.9,29.14,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1482,A,4,H,5,A,
363-U1482A-4H-5-A,124,145,29.14,29.35,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,10Y 5/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1482,A,4,H,5,A,
363-U1482A-4H-6-A,0,106,29.4,30.46,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1482,A,4,H,6,A,
363-U1482A-4H-CC-A,0,18,30.46,30.64,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1482,A,4,H,CC,A,
363-U1482A-5H-1-A,0,130,31.4,32.7,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,10Y 7/1 (light greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,,363,U1482,A,5,H,1,A,
363-U1482A-5H-1-A,130,140.8,32.7,32.808,,nannofossil ooze [Leg339],nannofossil ooze,,5GY 7/1 (light greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,,363,U1482,A,5,H,1,A,
363-U1482A-5H-1-A,140.8,141,32.808,32.81,,nannofossil ooze [Leg339],nannofossil ooze,,2.5Y 7/1 (light gray),,,,,,,,,,,,,,,,,,,,363,U1482,A,5,H,1,A,
363-U1482A-5H-1-A,141,150,32.81,32.9,,nannofossil ooze [Leg339],nannofossil ooze,,5GY 7/1 (light greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,,363,U1482,A,5,H,1,A,
363-U1482A-5H-2-A,0,80,32.9,33.7,,nannofossil ooze [Leg339],nannofossil ooze,,5GY 7/1 (light greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,,363,U1482,A,5,H,2,A,
363-U1482A-5H-2-A,80,118,33.7,34.08,clay-bearing [X363],nannofossil ooze [Leg339],clay-bearing nannofossil ooze,,2.5Y 6/1 (gray),heavy [DB86],,pteropod,,,,,,,,,,,,,,,,,363,U1482,A,5,H,2,A,
363-U1482A-5H-2-A,118,150,34.08,34.4,,nannofossil ooze [Leg339],nannofossil ooze,,5GY 7/1 (light greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,,363,U1482,A,5,H,2,A,
363-U1482A-5H-3-A,0,75,34.4,35.15,,nannofossil ooze [Leg339],nannofossil ooze,,5GY 7/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1482,A,5,H,3,A,
363-U1482A-5H-3-A,75,150,35.15,35.9,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,10GY 7/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1482,A,5,H,3,A,
363-U1482A-5H-4-A,0,22,35.9,36.12,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,10GY 7/1 (light greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,,363,U1482,A,5,H,4,A,
363-U1482A-5H-4-A,22,54,36.12,36.44,,nannofossil ooze [Leg339],nannofossil ooze,,5GY 7/1 (light greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,,363,U1482,A,5,H,4,A,
363-U1482A-5H-4-A,54,150,36.44,37.4,clay-bearing [X363],nannofossil ooze [Leg339],clay-bearing nannofossil ooze,,2.5Y 6/1 (gray),heavy [DB86],,,,,,,,,,,,,,,,,,,363,U1482,A,5,H,4,A,
363-U1482A-5H-5-A,0,52,37.4,37.92,,nannofossil ooze [Leg339],nannofossil ooze,,5GY 7/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1482,A,5,H,5,A,
363-U1482A-5H-5-A,52,84,37.92,38.24,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,10Y 7/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1482,A,5,H,5,A,
363-U1482A-5H-5-A,84,146,38.24,38.86,,nannofossil ooze [Leg339],nannofossil ooze,,5GY 7/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1482,A,5,H,5,A,
363-U1482A-5H-6-A,0,100,38.9,39.9,,nannofossil ooze [Leg339],nannofossil ooze,,5GY 7/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1482,A,5,H,6,A,
363-U1482A-5H-7-A,0,89,39.9,40.79,,nannofossil ooze [Leg339],nannofossil ooze,,5GY 7/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1482,A,5,H,7,A,
363-U1482A-5H-CC-A,0,18,40.79,40.97,,nannofossil ooze [Leg339],nannofossil ooze,,5GY 7/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1482,A,5,H,CC,A,
363-U1482A-6H-1-A,0,65,40.9,41.55,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,10Y 6/1 (greenish gray),,,,,,,,,,,,,,,,,,,,363,U1482,A,6,H,1,A,
363-U1482A-6H-1-A,65,92,41.55,41.82,,nannofossil ooze [Leg339],nannofossil ooze,,5GY 7/1 (light greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,,363,U1482,A,6,H,1,A,
363-U1482A-6H-1-A,92,138,41.82,42.28,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,10Y 7/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1482,A,6,H,1,A,
363-U1482A-6H-1-A,138,150,42.28,42.4,,nannofossil ooze [Leg339],nannofossil ooze,,5GY 7/1 (light greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,,363,U1482,A,6,H,1,A,
363-U1482A-6H-2-A,0,30,42.4,42.7,,nannofossil ooze [Leg339],nannofossil ooze,,5GY 7/1 (light greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,,363,U1482,A,6,H,2,A,
363-U1482A-6H-2-A,30,55,42.7,42.95,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,10Y 7/1 (light greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,,363,U1482,A,6,H,2,A,
363-U1482A-6H-2-A,55,121,42.95,43.61,,nannofossil ooze [Leg339],nannofossil ooze,,5GY 7/1 (light greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,,363,U1482,A,6,H,2,A,
363-U1482A-6H-2-A,121,150,43.61,43.9,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,10Y 7/1 (light greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,,363,U1482,A,6,H,2,A,
363-U1482A-6H-3-A,0,30,43.9,44.2,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,10Y 7/1 (light greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,,363,U1482,A,6,H,3,A,
363-U1482A-6H-3-A,30,57,44.2,44.47,,nannofossil ooze [Leg339],nannofossil ooze,,5GY 7/1 (light greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,,363,U1482,A,6,H,3,A,
363-U1482A-6H-3-A,57,86,44.47,44.76,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,10Y 7/1 (light greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,,363,U1482,A,6,H,3,A,
363-U1482A-6H-3-A,86,124,44.76,45.14,,nannofossil ooze [Leg339],nannofossil ooze,,5GY 7/1 (light greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,,363,U1482,A,6,H,3,A,
363-U1482A-6H-3-A,124,150,45.14,45.4,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,10Y 7/1 (light greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,,363,U1482,A,6,H,3,A,
363-U1482A-6H-4-A,0,19,45.4,45.59,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,10Y 7/1 (light greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,,363,U1482,A,6,H,4,A,
363-U1482A-6H-4-A,23,125,45.63,46.65,,nannofossil ooze [Leg339],nannofossil ooze,,5GY 7/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1482,A,6,H,4,A,
363-U1482A-6H-4-A,125,150,46.65,46.9,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,10Y 7/1 (light greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,,363,U1482,A,6,H,4,A,
363-U1482A-6H-5-A,0,93,46.9,47.83,,nannofossil ooze [Leg339],nannofossil ooze,,5GY 7/1 (light greenish gray),heavy [DB86],,,,,,11-13 cm Foram-rich layer,,,,,,,,,,,,,363,U1482,A,6,H,5,A,
363-U1482A-6H-5-A,93,150,47.83,48.4,foraminifer-bearing [X363],nannofossil ooze [Leg339],foraminifer-bearing nannofossil ooze,,2.5Y 6/1 (gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1482,A,6,H,5,A,
363-U1482A-6H-6-A,0,145,48.4,49.85,,nannofossil ooze [Leg339],nannofossil ooze,,5GY 7/1 (light greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,,363,U1482,A,6,H,6,A,
363-U1482A-6H-7-A,0,8,49.9,49.98,,nannofossil ooze [Leg339],nannofossil ooze,,5GY 7/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1482,A,6,H,7,A,
363-U1482A-6H-7-A,8,54,49.98,50.44,clay-bearing [X363],nannofossil ooze [Leg339],clay-bearing nannofossil ooze,lamination,2.5Y 6/1 (gray),moderate [DB86],,shell fragment,,,,,,,,,,,,,,,,,363,U1482,A,6,H,7,A,
363-U1482A-6H-7-A,54,77,50.44,50.67,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,10Y 7/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1482,A,6,H,7,A,
363-U1482A-6H-CC-A,0,12,50.67,50.79,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,10Y 7/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1482,A,6,H,CC,A,
363-U1482A-7H-1-A,0,95,50.4,51.35,,nannofossil ooze [Leg339],nannofossil ooze,,5GY 7/1 (light greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,,363,U1482,A,7,H,1,A,
363-U1482A-7H-1-A,95,150,51.35,51.9,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,10Y 7/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1482,A,7,H,1,A,
363-U1482A-7H-2-A,0,65,51.9,52.55,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,10Y 7/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1482,A,7,H,2,A,
363-U1482A-7H-2-A,65,110,52.55,53,,nannofossil ooze [Leg339],nannofossil ooze,,5GY 7/1 (light greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,,363,U1482,A,7,H,2,A,
363-U1482A-7H-2-A,110,150,53,53.4,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,10Y 7/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1482,A,7,H,2,A,
363-U1482A-7H-3-A,0,8,53.4,53.48,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,10Y 7/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1482,A,7,H,3,A,
363-U1482A-7H-3-A,8,32,53.48,53.72,,nannofossil ooze [Leg339],nannofossil ooze,,5GY 7/1 (light greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,,363,U1482,A,7,H,3,A,
363-U1482A-7H-3-A,32,112,53.72,54.52,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,10Y 7/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1482,A,7,H,3,A,
363-U1482A-7H-3-A,112,150,54.52,54.9,,nannofossil ooze [Leg339],nannofossil ooze,,5GY 7/1 (light greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,,363,U1482,A,7,H,3,A,
363-U1482A-7H-4-A,0,42,54.9,55.32,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,10Y 7/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1482,A,7,H,4,A,
363-U1482A-7H-4-A,42,102,55.32,55.92,,nannofossil ooze [Leg339],nannofossil ooze,,5GY 7/1 (light greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,,363,U1482,A,7,H,4,A,
363-U1482A-7H-4-A,102,150,55.92,56.4,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,10Y 7/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1482,A,7,H,4,A,
363-U1482A-7H-5-A,0,32,56.4,56.72,,nannofossil ooze [Leg339],nannofossil ooze,,5GY 7/1 (light greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,,363,U1482,A,7,H,5,A,
363-U1482A-7H-5-A,32,110,56.72,57.5,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,10Y 7/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1482,A,7,H,5,A,
363-U1482A-7H-5-A,110,150,57.5,57.9,,nannofossil ooze [Leg339],nannofossil ooze,,5GY 7/1 (light greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,,363,U1482,A,7,H,5,A,
363-U1482A-7H-6-A,0,24,57.9,58.14,foraminifer-bearing [X363],nannofossil ooze [Leg339],foraminifer-bearing nannofossil ooze,,5Y 7/1 (light gray),heavy [DB86],,,,,,,,,,,,,,,,,,,363,U1482,A,7,H,6,A,
363-U1482A-7H-6-A,24,43,58.14,58.33,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,10Y 7/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1482,A,7,H,6,A,
