Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],MAJ Lith. Prefix,MAJ Lith. Principal name,MAJ Lith. Suffix,MAJ Lith. prefix + name,MAJ Lith. prefix+name+suffix,MAJ Lith. name+suffix,MAJ Lith. abundance [%],MAJ Lith. color,MAJ Lith. ave. grain size ,MAJ Lith. ave. grain size rank,MAJ Lith. max. grain size,MAJ Lith. max. grain size rank,MIN Lith. Prefix,MIN Lith. Principal name,MIN Lith. Suffix,MIN Lith. prefix + name,MIN Lith. prefix+name+suffix,MIN Lith. name+suffix,MIN Lith. abundance [%],MIN Lith. color,MIN Lith. ave. grain size ,MIN Lith. ave. grain size rank,MIN Lith. max. grain size ,MIN Lith. max. grain size rank,Lith. abundance sum [%],Bottom contact or boundary type,"Layer, boundary, lamination, grading",Layer or bedding thickness,Clasts abundance,Diagenetic constituent,Diagenetic structure,Bioturbation intensity,Bioturbation intensity rank,Macrofossil abundance name,Deformational structures,General interval comment,MAJ Lith. Prefix abundance Plot [%],MAJ Lith. Principal name abundance Plot [%],File data,Extra Sample ID Data
339-U1387A-2H-2-A,339,U1387,A,2,2-2,H,2,A,94,109,7.44,7.59,,sandy silt [Leg339],with biogenic carbonate [Leg339],sandy silt ,sandy silt  with biogenic carbonate ,sandy silt   with biogenic carbonate ,100,2.5Y 4/1 (dark gray),silt [W22_1],2,medium sand [W22_2],5,,,,,,,,,,,,,100,scoured/erosional contact,,,,,,sparse_339 [DB91],2,few [A48],,Shell fragments (scaphopoda),100,100,,
339-U1387A-2H-2-A,339,U1387,A,2,2-2,H,2,A,109,117,7.59,7.67,nannofossil [Leg339],mud [Leg339],,nannofossil   mud ,nannofossil  mud ,mud ,100,10YR 4/1 (dark gray),clay [W22_1],1,silt [W22_1],2,,,,,,,,,,,,,100,gradational contact,,,,,,sparse_339 [DB91],2,few [A48],,,100,100,,
339-U1387A-2H-2-A,339,U1387,A,2,2-2,H,2,A,117,142,7.67,7.92,,sandy silt [Leg339],with biogenic carbonate [Leg339],sandy silt ,sandy silt  with biogenic carbonate ,sandy silt   with biogenic carbonate ,100,2.5Y 4/1 (dark gray),silt [W22_1],2,medium sand [W22_2],5,,,,,,,,,,,,,100,scoured/erosional contact,,,,,,sparse_339 [DB91],2,few [A48],,Mud-filled burrows. ,100,100,,
339-U1387A-2H-2-A,339,U1387,A,2,2-2,H,2,A,142,150,7.92,8,nannofossil [Leg339],mud [Leg339],,nannofossil   mud ,nannofossil  mud ,mud ,100,10YR 4/1 (dark gray),clay [W22_1],1,silt [W22_1],2,,,,,,,,,,,,,100,,,,,,,sparse_339 [DB91],2,few [A48],,,100,100,,
339-U1387A-2H-3-A,339,U1387,A,2,2-3,H,3,A,0,1,8,8.01,nannofossil [Leg339],mud [Leg339],,nannofossil   mud ,nannofossil  mud ,mud ,100,10YR 4/1 (dark gray),clay [W22_1],1,silt [W22_1],2,,,,,,,,,,,,,100,bioturbated boundary or contact,,,,,,sparse_339 [DB91],2,few [A48],,,100,100,,
339-U1387A-2H-3-A,339,U1387,A,2,2-3,H,3,A,1,30,8.01,8.3,,sandy silt [Leg339],with biogenic carbonate [Leg339],sandy silt ,sandy silt  with biogenic carbonate ,sandy silt   with biogenic carbonate ,100,2.5Y 4/1 (dark gray),silt [W22_1],2,medium sand [W22_2],5,,,,,,,,,,,,,100,gradational contact,,,,,,sparse_339 [DB91],2,few [A48],,,100,100,,
339-U1387A-2H-3-A,339,U1387,A,2,2-3,H,3,A,30,42,8.3,8.42,nannofossil [Leg339],mud [Leg339],,nannofossil   mud ,nannofossil  mud ,mud ,100,2.5Y 4/1 (dark gray),clay [W22_1],1,silt [W22_1],2,,,,,,,,,,,,,100,gradational contact,,,,,,sparse_339 [DB91],2,rare [A48],,,100,100,,
339-U1387A-2H-3-A,339,U1387,A,2,2-3,H,3,A,42,77,8.42,8.77,,sandy silt [Leg339],with biogenic carbonate [Leg339],sandy silt ,sandy silt  with biogenic carbonate ,sandy silt   with biogenic carbonate ,100,2.5Y 4/1 (dark gray),silt [W22_1],2,medium sand [W22_2],5,,,,,,,,,,,,,100,bioturbated boundary or contact,normal grading,,,,,sparse_339 [DB91],2,few [A48],,burrows,100,100,,
339-U1387A-2H-3-A,339,U1387,A,2,2-3,H,3,A,77,95,8.77,8.95,nannofossil [Leg339],mud [Leg339],,nannofossil   mud ,nannofossil  mud ,mud ,100,2.5Y 4/1 (dark gray),clay [W22_1],1,silt [W22_1],2,,,,,,,,,,,,,100,bioturbated boundary or contact,,,,,,slight_339 [DB91],3,rare [A48],,,100,100,,
339-U1387A-2H-3-A,339,U1387,A,2,2-3,H,3,A,95,150,8.95,9.5,,sandy silt [Leg339],with biogenic carbonate [Leg339],sandy silt ,sandy silt  with biogenic carbonate ,sandy silt   with biogenic carbonate ,100,2.5Y 4/1 (dark gray),silt [W22_1],2,medium sand [W22_2],5,,,,,,,,,,,,,100,bioturbated boundary or contact,,,,,,slight_339 [DB91],3,few [A48],,,100,100,,
339-U1387A-2H-4-A,339,U1387,A,2,2-4,H,4,A,0,13,9.5,9.63,nannofossil [Leg339],mud [Leg339],,nannofossil   mud ,nannofossil  mud ,mud ,100,2.5Y 4/1 (dark gray),clay [W22_1],1,silt [W22_1],2,,,,,,,,,,,,,100,sharp inclined boundary,,,,,,sparse_339 [DB91],2,rare [A48],,,100,100,,
339-U1387A-2H-4-A,339,U1387,A,2,2-4,H,4,A,13,37,9.63,9.87,,sandy silt [Leg339],with biogenic carbonate [Leg339],sandy silt ,sandy silt  with biogenic carbonate ,sandy silt   with biogenic carbonate ,100,2.5Y 4/1 (dark gray),silt [W22_1],2,medium sand [W22_2],5,,,,,,,,,,,,,100,sharp inclined boundary,,,,,,sparse_339 [DB91],2,few [A48],,shell fragments,100,100,,
339-U1387A-2H-4-A,339,U1387,A,2,2-4,H,4,A,37,83,9.87,10.33,nannofossil [Leg339],mud [Leg339],,nannofossil   mud ,nannofossil  mud ,mud ,100,2.5Y 4/1 (dark gray),clay [W22_1],1,silt [W22_1],2,,,,,,,,,,,,,100,bioturbated boundary or contact,,,,,,sparse_339 [DB91],2,rare [A48],,,100,100,,
339-U1387A-2H-4-A,339,U1387,A,2,2-4,H,4,A,83,120,10.33,10.7,,sandy silt [Leg339],with biogenic carbonate [Leg339],sandy silt ,sandy silt  with biogenic carbonate ,sandy silt   with biogenic carbonate ,100,2.5Y 4/1 (dark gray),silt [W22_1],2,medium sand [W22_2],5,,,,,,,,,,,,,100,gradational contact,,,,,,sparse_339 [DB91],2,rare [A48],,echinoid,100,100,,
339-U1387A-2H-4-A,339,U1387,A,2,2-4,H,4,A,120,120,10.7,10.7,,,,,,,,,,,,,,,,,,,,,,,,,,bioturbated boundary or contact,,,,,,,,,,,,,,
339-U1387A-2H-4-A,339,U1387,A,2,2-4,H,4,A,120,150,10.7,11,nannofossil [Leg339],mud [Leg339],,nannofossil   mud ,nannofossil  mud ,mud ,100,2.5Y 4/1 (dark gray),clay [W22_1],1,silt [W22_1],2,,,,,,,,,,,,,100,,,,,,,sparse_339 [DB91],2,rare [A48],,,100,100,,
339-U1387A-2H-5-A,339,U1387,A,2,2-5,H,5,A,0,64,11,11.64,nannofossil [Leg339],mud [Leg339],,nannofossil   mud ,nannofossil  mud ,mud ,100,2.5Y 4/1 (dark gray),clay [W22_1],1,silt [W22_1],2,,,,,,,,,,,,,100,bioturbated boundary or contact,,,,,,sparse_339 [DB91],2,rare [A48],,,100,100,,
339-U1387A-2H-5-A,339,U1387,A,2,2-5,H,5,A,64,90,11.64,11.9,,sandy silt [Leg339],with biogenic carbonate [Leg339],sandy silt ,sandy silt  with biogenic carbonate ,sandy silt   with biogenic carbonate ,100,2.5Y 4/1 (dark gray),silt [W22_1],2,medium sand [W22_2],5,,,,,,,,,,,,,100,sharp contact,,,,,,slight_339 [DB91],3,rare [A48],,,100,100,,
339-U1387A-2H-5-A,339,U1387,A,2,2-5,H,5,A,90,131,11.9,12.31,nannofossil [Leg339],mud [Leg339],,nannofossil   mud ,nannofossil  mud ,mud ,100,2.5Y 4/1 (dark gray),clay [W22_1],1,silt [W22_1],2,,,,,,,,,,,,,100,bioturbated boundary or contact,,,,,,sparse_339 [DB91],2,few [A48],,shell fragments,100,100,,
339-U1387A-2H-5-A,339,U1387,A,2,2-5,H,5,A,131,143,12.31,12.43,,sandy silt [Leg339],with biogenic carbonate [Leg339],sandy silt ,sandy silt  with biogenic carbonate ,sandy silt   with biogenic carbonate ,100,2.5Y 4/1 (dark gray),silt [W22_1],2,medium sand [W22_2],5,,,,,,,,,,,,,100,gradational contact,,,,,,sparse_339 [DB91],2,few [A48],,,100,100,,
339-U1387A-2H-5-A,339,U1387,A,2,2-5,H,5,A,143,150,12.43,12.5,nannofossil [Leg339],mud [Leg339],,nannofossil   mud ,nannofossil  mud ,mud ,100,2.5Y 4/1 (dark gray),clay [W22_1],1,silt [W22_1],2,,,,,,,,,,,,,100,,,,,,,sparse_339 [DB91],2,rare [A48],,shell fragments,100,100,,
339-U1387A-2H-6-A,339,U1387,A,2,2-6,H,6,A,0,33,12.5,12.83,nannofossil [Leg339],mud [Leg339],,nannofossil   mud ,nannofossil  mud ,mud ,100,2.5Y 4/1 (dark gray),clay [W22_1],1,silt [W22_1],2,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 [DB91],3,rare [A48],,shell fragments,100,100,,
339-U1387A-2H-6-A,339,U1387,A,2,2-6,H,6,A,33,92,12.83,13.42,,sandy silt [Leg339],with biogenic carbonate [Leg339],sandy silt ,sandy silt  with biogenic carbonate ,sandy silt   with biogenic carbonate ,100,2.5Y 4/1 (dark gray),silt [W22_1],2,medium sand [W22_2],5,,,,,,,,,,,,,100,sharp contact,,,,,,sparse_339 [DB91],2,few [A48],,shell fragments,100,100,,
339-U1387A-2H-6-A,339,U1387,A,2,2-6,H,6,A,92,117,13.42,13.67,nannofossil [Leg339],mud [Leg339],,nannofossil   mud ,nannofossil  mud ,mud ,100,2.5Y 4/1 (dark gray),clay [W22_1],1,silt [W22_1],2,,,,,,,,,,,,,100,sharp contact,,,,,,sparse_339 [DB91],2,rare [A48],,,100,100,,
339-U1387A-2H-6-A,339,U1387,A,2,2-6,H,6,A,117,123,13.67,13.73,,sandy silt [Leg339],with biogenic carbonate [Leg339],sandy silt ,sandy silt  with biogenic carbonate ,sandy silt   with biogenic carbonate ,100,2.5Y 4/1 (dark gray),silt [W22_1],2,medium sand [W22_2],5,,,,,,,,,,,,,100,bioturbated boundary or contact,,,,,,slight_339 [DB91],3,few [A48],,shell fragments,100,100,,
339-U1387A-2H-6-A,339,U1387,A,2,2-6,H,6,A,123,150,13.73,14,nannofossil [Leg339],mud [Leg339],,nannofossil   mud ,nannofossil  mud ,mud ,100,2.5Y 4/1 (dark gray),clay [W22_1],1,silt [W22_1],2,,,,,,,,,,,,,100,,,,,,,sparse_339 [DB91],2,rare [A48],,,100,100,,
339-U1387A-2H-7-A,339,U1387,A,2,2-7,H,7,A,0,54,14,14.54,nannofossil [Leg339],mud [Leg339],,nannofossil   mud ,nannofossil  mud ,mud ,100,2.5Y 4/1 (dark gray),clay [W22_1],1,silt [W22_1],2,,,,,,,,,,,,,100,bioturbated boundary or contact,,,,,,sparse_339 [DB91],2,few [A48],,shell fragments,100,100,,
339-U1387A-2H-7-A,339,U1387,A,2,2-7,H,7,A,54,59,14.54,14.59,,sandy silt [Leg339],with biogenic carbonate [Leg339],sandy silt ,sandy silt  with biogenic carbonate ,sandy silt   with biogenic carbonate ,100,2.5Y 4/1 (dark gray),silt [W22_1],2,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,,,,100,100,,
339-U1387A-2H-CC-A,339,U1387,A,2,2-CC,H,CC,A,0,5,14.59,14.64,,sandy silt [Leg339],with biogenic carbonate [Leg339],sandy silt ,sandy silt  with biogenic carbonate ,sandy silt   with biogenic carbonate ,100,2.5Y 4/1 (dark gray),silt [W22_1],2,medium sand [W22_2],5,,,,,,,,,,,,,100,bioturbated boundary or contact,,,,,,slight_339 [DB91],3,few [A48],,,100,100,,
339-U1387A-2H-CC-A,339,U1387,A,2,2-CC,H,CC,A,5,33,14.64,14.92,nannofossil [Leg339],mud [Leg339],,nannofossil   mud ,nannofossil  mud ,mud ,100,2.5Y 4/1 (dark gray),clay [W22_1],1,silt [W22_1],2,,,,,,,,,,,,,100,contact not recovered,,,,,,slight_339 [DB91],3,few [A48],,shell fragments,100,100,,
339-U1387A-3H-1-A,339,U1387,A,3,3-1,H,1,A,0,5,14.5,14.55,,silty mud [Leg339],with biogenic carbonate [Leg339],silty mud ,silty mud  with biogenic carbonate ,silty mud   with biogenic carbonate ,100,10Y 5/1 (greenish gray),silt [W22_1],2,medium sand [W22_2],5,,,,,,,,,,,,,100,bioturbated boundary or contact,,,,,,slight_339 [DB91],3,few [A48],,shell fragments,100,100,,
339-U1387A-3H-1-A,339,U1387,A,3,3-1,H,1,A,5,13,14.55,14.63,nannofossil [Leg339],mud [Leg339],,nannofossil   mud ,nannofossil  mud ,mud ,100,10Y 5/1 (greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,bioturbated boundary or contact,,,,,,slight_339 [DB91],3,few [A48],,shell fragments,100,100,,
339-U1387A-3H-1-A,339,U1387,A,3,3-1,H,1,A,13,16,14.63,14.66,,silty mud [Leg339],with biogenic carbonate [Leg339],silty mud ,silty mud  with biogenic carbonate ,silty mud   with biogenic carbonate ,100,10Y 5/1 (greenish gray),silt [W22_1],2,medium sand [W22_2],5,,,,,,,,,,,,,100,bioturbated boundary or contact,,,,,,slight_339 [DB91],3,few [A48],,shell fragments,100,100,,
339-U1387A-3H-1-A,339,U1387,A,3,3-1,H,1,A,16,120,14.66,15.7,nannofossil [Leg339],mud [Leg339],,nannofossil   mud ,nannofossil  mud ,mud ,100,10Y 5/1 (greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 [DB91],3,few [A48],,shell fragments,100,100,,
339-U1387A-3H-1-A,339,U1387,A,3,3-1,H,1,A,120,130,15.7,15.8,,silty mud [Leg339],with biogenic carbonate [Leg339],silty mud ,silty mud  with biogenic carbonate ,silty mud   with biogenic carbonate ,100,10Y 5/1 (greenish gray),silt [W22_1],2,medium sand [W22_2],5,,,,,,,,,,,,,100,gradational contact,normal grading,,,,,slight_339 [DB91],3,few [A48],,shell fragments,100,100,,
339-U1387A-3H-1-A,339,U1387,A,3,3-1,H,1,A,130,150,15.8,16,,silty sand [Leg339],with biogenic carbonate [Leg339],silty sand ,silty sand  with biogenic carbonate ,silty sand   with biogenic carbonate ,100,10Y 5/1 (greenish gray),very fine sand [W22_2],3,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,few [A48],,Pyritized sand-filled burrow,100,100,,
339-U1387A-3H-2-A,339,U1387,A,3,3-2,H,2,A,0,6,16,16.06,,silty sand [Leg339],with biogenic carbonate [Leg339],silty sand ,silty sand  with biogenic carbonate ,silty sand   with biogenic carbonate ,100,10Y 5/1 (greenish gray),very fine sand [W22_2],3,medium sand [W22_2],5,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 [DB91],3,few [A48],,Pyritized sand-filled burrow,100,100,,
339-U1387A-3H-2-A,339,U1387,A,3,3-2,H,2,A,6,31,16.06,16.31,,sandy silt [Leg339],with biogenic carbonate [Leg339],sandy silt ,sandy silt  with biogenic carbonate ,sandy silt   with biogenic carbonate ,100,10Y 4/1 (dark greenish gray),silt [W22_1],2,medium sand [W22_2],5,,,,,,,,,,,,,100,gradational contact,normal grading,,,,,slight_339 [DB91],3,few [A48],,Scattered plant fragments,100,100,,
339-U1387A-3H-2-A,339,U1387,A,3,3-2,H,2,A,31,143,16.31,17.43,,silty mud [Leg339],with biogenic carbonate [Leg339],silty mud ,silty mud  with biogenic carbonate ,silty mud   with biogenic carbonate ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 [DB91],3,few [A48],,shell fragments,100,100,,
339-U1387A-3H-2-A,339,U1387,A,3,3-2,H,2,A,143,150,17.43,17.5,,silty sand [Leg339],with biogenic carbonate [Leg339],silty sand ,silty sand  with biogenic carbonate ,silty sand   with biogenic carbonate ,100,10Y 4/1 (dark greenish gray),very fine sand [W22_2],3,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,few [A48],,shell fragments,100,100,,
339-U1387A-3H-3-A,339,U1387,A,3,3-3,H,3,A,0,25,17.5,17.75,,silty sand [Leg339],with biogenic carbonate [Leg339],silty sand ,silty sand  with biogenic carbonate ,silty sand   with biogenic carbonate ,100,10Y 4/1 (dark greenish gray),very fine sand [W22_2],3,medium sand [W22_2],5,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 [DB91],3,few [A48],,shell fragments,100,100,,
339-U1387A-3H-3-A,339,U1387,A,3,3-3,H,3,A,25,76,17.75,18.26,,silty mud [Leg339],with biogenic carbonate [Leg339],silty mud ,silty mud  with biogenic carbonate ,silty mud   with biogenic carbonate ,100,10Y 4/1 (dark greenish gray),silt [W22_1],2,medium sand [W22_2],5,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 [DB91],3,few [A48],,shell fragments,100,100,,
339-U1387A-3H-3-A,339,U1387,A,3,3-3,H,3,A,76,144,18.26,18.94,nannofossil [Leg339],mud [Leg339],,nannofossil   mud ,nannofossil  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 [DB91],3,few [A48],,shell fragments,100,100,,
339-U1387A-3H-3-A,339,U1387,A,3,3-3,H,3,A,144,150,18.94,19,,sandy silt [Leg339],with biogenic carbonate [Leg339],sandy silt ,sandy silt  with biogenic carbonate ,sandy silt   with biogenic carbonate ,100,10Y 4/1 (dark greenish gray),silt [W22_1],2,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,few [A48],,shell fragments,100,100,,
339-U1387A-3H-4-A,339,U1387,A,3,3-4,H,4,A,0,15,19,19.15,,sandy silt [Leg339],with biogenic carbonate [Leg339],sandy silt ,sandy silt  with biogenic carbonate ,sandy silt   with biogenic carbonate ,100,10Y 4/1 (dark greenish gray),silt [W22_1],2,medium sand [W22_2],5,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 [DB91],3,few [A48],,shell fragments,100,100,,
339-U1387A-3H-4-A,339,U1387,A,3,3-4,H,4,A,15,31,19.15,19.31,,silty mud [Leg339],with biogenic carbonate [Leg339],silty mud ,silty mud  with biogenic carbonate ,silty mud   with biogenic carbonate ,100,10YR 4/1 (dark gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 [DB91],3,few [A48],,shell fragments,100,100,,
339-U1387A-3H-4-A,339,U1387,A,3,3-4,H,4,A,31,56,19.31,19.56,,sandy silt [Leg339],with biogenic carbonate [Leg339],sandy silt ,sandy silt  with biogenic carbonate ,sandy silt   with biogenic carbonate ,100,10YR 4/1 (dark gray),silt [W22_1],2,medium sand [W22_2],5,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 [DB91],3,few [A48],,shell fragments,100,100,,
339-U1387A-3H-4-A,339,U1387,A,3,3-4,H,4,A,56,101,19.56,20.01,,silty sand [Leg339],with biogenic carbonate [Leg339],silty sand ,silty sand  with biogenic carbonate ,silty sand   with biogenic carbonate ,100,10Y 4/1 (dark greenish gray),very fine sand [W22_2],3,coarse sand [W22_2],6,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 [DB91],3,few [A48],,Bigradational grading. shell fragments,100,100,,
339-U1387A-3H-4-A,339,U1387,A,3,3-4,H,4,A,101,121,20.01,20.21,,sandy silt [Leg339],with biogenic carbonate [Leg339],sandy silt ,sandy silt  with biogenic carbonate ,sandy silt   with biogenic carbonate ,100,10Y 4/1 (dark greenish gray),silt [W22_1],2,medium sand [W22_2],5,,,,,,,,,,,,,100,bioturbated boundary or contact,,,,,,slight_339 [DB91],3,few [A48],,shell fragments,100,100,,
