Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Sample domain number (if >1 domain),Sample domain name (if >1 domain),Domain relative abundance [%],Bottom contact or boundary geometry,Bottom contact or boundary definition,Bottom contact or boundary attitude,Lithology prefix,Lithology principal name,Lithology suffix,Lithology prefix+name+suffix [read only],Lithology color (Munsell),Layer or bedding thickness,Lithology lithification,Lithology ave. grain size class,Lithology ave. grain size rank [read only],Lithology max. grain size class,Lithology max. grain size rank [read only],General interval comment,Sorting,Grading,Sedimentary structure,Diagenetic structure,Clasts (>2 mm) DOMINANT,DOMINANT Clasts % [%],DOMINANT Clasts ave. grain size class,DOMINANT Clasts ave. grain size rank [read only],DOMINANT Clasts max. grain size class,DOMINANT Clasts max. grain size rank [read only],DOMINANT clast roundness,Clasts (>2 mm) Subdominant,Subdominant Clasts % [%],Subdominant Clasts ave. grain size class,Subdominant Clasts ave. grain size rank [read only],Subdominant Clasts max. grain size class,Subdominant Clasts max. grain size rank [read only],Subdominant clast roundness,Clast comments,"Matrix, fines (<2 mm) DOMINANT",Matrix sorting,Matrix modifier,Matrix comments,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W
366-U1498B-2R-1-01,0,6.0,9.5,9.56,I,,,,,,,serpentinized,harzburgite,,serpentinized harzburgite,GLEY 2 2.5/10B (bluish black),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,366,U1498,B,2,R,1,0
366-U1498B-2R-CC-A,0,27.0,9.6,9.87,I,,,,,,,serpentinite,pebbly mud,,serpentinite pebbly mud,GLEY 2 5/5B (bluish gray),,,clay,1,pebble,9,,poor,,,,ultramafic rock,5,granule,8,pebble,9,sub-rounded,,,,,,,,,serpentine clay matrix,,,,,,,366,U1498,B,2,R,CC,A
366-U1498B-3R-1-01,0,4.0,19.2,19.24,I,,,,,,,serpentinized,ultramafic rock,clast,serpentinized ultramafic rock clast,GLEY 2 2.5/5BG (greenish black),,,,,,,5x3 cm large clast of (fully?) serpentinized ultramafic rock with no visible crystals. It features sub-mm white serpentine veins.,,,,,,,,,,,,,,,,,,,,,,,,,,,366,U1498,B,3,R,1,0
366-U1498B-3R-1-02,0,4.5,19.24,19.285,I,,,,,,,serpentinized,ultramafic rock,clast,serpentinized ultramafic rock clast,GLEY 2 2.5/5BG (greenish black),,,,,,,4x4 cm large clast of (fully?) serpentinized ultramafic rock with no visible crystals. It features sub-mm white serpentine veins.,,,,,,,,,,,,,,,,,,,,,,,,,,,366,U1498,B,3,R,1,0
366-U1498B-3R-1-03,0,3.0,19.285,19.315,I,,,,,,,serpentinized,harzburgite,clast,serpentinized harzburgite clast,GLEY 2 3/5BG (very dark greenish gray),,,,,,,2x1.5 cm large clast of serpentinized harzburgite with 20% Opx or bastite. It features sub-mm white and green serpentine veins and vein planes towards the sides.,,,,,,,,,,,,,,,,,,,,,,,,,,,366,U1498,B,3,R,1,0
366-U1498B-3R-1-04,0,4.5,19.315,19.36,I,,,,,,,serpentinized,ultramafic rock,clast,serpentinized ultramafic rock clast,GLEY 2 2.5/5BG (greenish black),,,,,,,6x3 cm large clast of (fully?) serpentinized ultramafic rock with no visible crystals. It features sub-mm white serpentine veins.,,,,,,,,,,,,,,,,,,,,,,,,,,,366,U1498,B,3,R,1,0
366-U1498B-3R-1-05,0,11.5,19.36,19.475,I,,,,,,,serpentinized,ultramafic rock,clast,serpentinized ultramafic rock clast,GLEY 2 2.5/5BG (greenish black),,,,,,,Five pebble-sized (3-5 cm) and several sub-cm clasts of (fully?) serpentinized ultramafic rock with no visible crystals. They feature sub-mm white serpentine veins.,,,,,,,,,,,,,,,,,,,,,,,,,,,366,U1498,B,3,R,1,0
366-U1498B-3R-1-06,0,9.0,19.475,19.565,I,,,,,,,serpentinite,pebbly mud,,serpentinite pebbly mud,GLEY 2 4/5PB (dark bluish gray),,consolidated,clay,1,clay,1,,well,,,,,,,,,,,,,,,,,,,serpentine clay matrix,well,,Mud has some lighter bluish and white lamaellae and may resemble a former ultramafic rock clast.,,,,366,U1498,B,3,R,1,0
366-U1498B-3R-1-07,0,3.0,19.565,19.595,I,,,,,,,serpentinized,ultramafic rock,clast,serpentinized ultramafic rock clast,GLEY 2 2.5/5BG (greenish black),,,,,,,3x3 cm large clast of (fully?) serpentinized ultramafic rock with no visible crystals. It features multiple veins with gray halos which are crosscut by later mm to sub-mm white serpentine veins.,,,,,,,,,,,,,,,,,,,,,,,,,,,366,U1498,B,3,R,1,0
366-U1498B-3R-1-08,0,10.5,19.595,19.7,I,,,,,,,serpentinized,ultramafic rock,clast,serpentinized ultramafic rock clast,GLEY 2 2.5/5BG (greenish black),,,,,,,10x5 cm large clast of (fully?) serpentinized ultramafic rock with no visible crystals. It features multiple veins with gray halos which are crosscut by later mm to sub-mm white serpentine veins.,,,,,,,,,,,,,,,,,,,,,,,,,,,366,U1498,B,3,R,1,0
366-U1498B-3R-1-09,0,3.5,19.7,19.735,I,,,,,,,serpentinized,ultramafic rock,clast,serpentinized ultramafic rock clast,GLEY 2 2.5/5BG (greenish black),,,,,,,5x2 cm large clast of (fully?) serpentinized ultramafic rock with no visible crystals. It features multiple veins with gray halos which are crosscut by later mm to sub-mm white serpentine veins.,,,,,,,,,,,,,,,,,,,,,,,,,,,366,U1498,B,3,R,1,0
366-U1498B-3R-1-10,0,3.0,19.735,19.765,I,,,,,,,serpentinized,ultramafic rock,clast,serpentinized ultramafic rock clast,GLEY 2 2.5/5BG (greenish black),,,,,,,4x1.5 cm large clast of (fully?) serpentinized ultramafic rock with no visible crystals. It features multiple veins with gray halos which are crosscut by later mm to sub-mm white serpentine veins.,,,,,,,,,,,,,,,,,,,,,,,,,,,366,U1498,B,3,R,1,1
366-U1498B-3R-1-11,0,11.5,19.765,19.88,I,,,,,,,serpentinized,harzburgite,clast,serpentinized harzburgite clast,GLEY 2 3/10B (very dark bluish gray),,,,,,,"11x5 cm large clast of serpentinized harzburgite with 10% Opx, most of which is altered to bastite. It features multiple veins with gray halos which are crosscut by later mm to sub-mm white-green serpentine veins.",,,,,,,,,,,,,,,,,,,,,,,,,,,366,U1498,B,3,R,1,1
366-U1498B-3R-1-12,0,12.5,19.88,20.005,I,,,,,,,serpentinized,harzburgite,clast,serpentinized harzburgite clast,GLEY 2 3/10B (very dark bluish gray),,,,,,,"11x5 cm large clast of serpentinized harzburgite with 10% Opx, most of which is altered to bastite, and some spinel. It features multiple veins with gray halos which are crosscut by two later mm to sub-mm white-green serpentine veins.",,,,,,,,,,,,,,,,,,,,,,,,,,,366,U1498,B,3,R,1,1
366-U1498B-3R-1-13,0,4.0,20.005,20.045,I,,,,,,,serpentinite,harzburgite,clast,serpentinite harzburgite clast,GLEY 2 3/10B (very dark bluish gray),,,,,,,"4x3 cm large clast of serpentinized harzburgite with 20% Opx, most of which is altered to bastite, and some spinel. It features multiple veins with gray halos which are crosscut by one later mm to sub-mm white-green serpentine veins.",,,,,,,,,,,,,,,,,,,,,,,,,,,366,U1498,B,3,R,1,1
366-U1498B-3R-1-14,0,5.5,20.045,20.1,I,,,,,,,serpentinized,ultramafic rock,clast,serpentinized ultramafic rock clast,GLEY 2 2.5/5BG (greenish black),,,,,,,5x4 cm large clast of (fully?) serpentinized ultramafic rock with no visible crystals. It features sub-mm white serpentine veins.,,,,,,,,,,,,,,,,,,,,,,,,,,,366,U1498,B,3,R,1,1
366-U1498B-3R-2-A,0,12.0,20.1,20.22,I,,,,curviplanar,gradational,sub-horizontal,serpentinite,pebbly mud,,serpentinite pebbly mud,GLEY 2 4/5B (dark bluish gray),,consolidated,clay,1,granule,8,,poor,,,,ultramafic rock,50,pebble,10,pebble,9,sub-rounded,serpentine,3,granule,8,granule,8,subangular,"Clasts of ultramafic rock as described for Core U1498B-3R. Some of the clasts seem to fall apart towards their sides, becoming part of the matrix.",,,,Mud has some lighter bluish and white lamaellae.,,,,366,U1498,B,3,R,2,A
366-U1498B-3R-2-A,12,30.0,20.22,20.4,I,,,,,,,serpentinite,pebbly mud,,serpentinite pebbly mud,GLEY 2 3/5BG (very dark greenish gray),,consolidated,clay,1,granule,8,,poor,,,,ultramafic rock,30,pebble,10,pebble,9,sub-rounded,serpentine,1,medium sand,5,granule,8,subangular,Clasts are severely serpentinized and mechanically weak. Some grade into the surrounding matrix. Drilling may have deformed some of the clasts.,,,,,,,,366,U1498,B,3,R,2,A
366-U1498B-3R-3-01,0,27.5,20.4,20.675,I,,,,,,,serpentinized,harzburgite,clast,serpentinized harzburgite clast,GLEY 2 3/5BG (very dark greenish gray),,,,,,,"26x6 cm clast of variably serpentinzed haryburgite with 10% Opx, most of it is altered to bastite. Some bastite may have turned into clay, especially towards the top the clast, where it shows abundant white and green (chrysotile?) veins. The abundance of veins is diminishing towards the bottom. The clast is broken into three pieces.",,,,,,,,,,,,,,,,,,,,,,,,,,,366,U1498,B,3,R,3,0
366-U1498B-3R-3-02,0,3.5,20.675,20.71,I,,,,,,,serpentinized,ultramafic rock,clast,serpentinized ultramafic rock clast,GLEY 2 3/5PB (very dark bluish gray),,,,,,,"3x2 cm large clast of serpentinized ultramafic rock with minor Opx content, most of which is altered to bastite. It features multiple veins with gray halos which are crosscut by later mm to sub-mm white-green serpentine veins.",,,,,,,,,,,,,,,,,,,,,,,,,,,366,U1498,B,3,R,3,0
366-U1498B-3R-3-03,0,5.0,20.71,20.76,I,,,,,,,serpentinized,ultramafic rock,clast,serpentinized ultramafic rock clast,GLEY 2 3/5PB (very dark bluish gray),,,,,,,"Five pieces of 1-2 cm and several smaller pieces of serpentinized ultramafic rock, some of which is harzburgite with altered Opx (now clay?).",,,,,,,,,,,,,,,,,,,,,,,,,,,366,U1498,B,3,R,3,0
366-U1498B-3R-3-04,0,40.5,20.76,21.165,I,,,,,,,serpentinized,harzburgite,clast,serpentinized harzburgite clast,GLEY 2 3/5PB (very dark bluish gray),,,,,,,"39x6 cm large clast of harzburgite with 15% Opx, some of which is altered to bastite, and some spinel. Rare veins of green serpentine with Frankenstein-like features cross the clast. The clast is broken into two pieces.",,,,,,,,,,,,,,,,,,,,,,,,,,,366,U1498,B,3,R,3,0
366-U1498B-3R-3-05,0,4.5,21.17,21.215,I,,,,,,,serpentinized,harzburgite,clast,serpentinized harzburgite clast,GLEY 2 3/5PB (very dark bluish gray),,,,,,,"6x3 cm large clast of serpentinized harzburgite with 10% Opx content, most of which is altered to bastite. It features few veins with gray halos which are crosscut by later mm to sub-mm white-green serpentine veins.",,,,,,,,,,,,,,,,,,,,,,,,,,,366,U1498,B,3,R,3,0
366-U1498B-3R-3-06,0,19.0,21.21,21.4,I,,,,,,,serpentinized,harzburgite,clast,serpentinized harzburgite clast,GLEY 2 3/5PB (very dark bluish gray),,,,,,,"17x6 cm large clast of serpentinized harzburgite with <10% Opx, most of which is altered to bastite. It features multiple vein generations, the most prominent are up to 3 mm wide white-green serpentine veins (presumably chrysotile).",,,,,,,,,,,,,,,,,,,,,,,,,,,366,U1498,B,3,R,3,0
366-U1498B-4R-1-A,0,46.0,28.9,29.36,I,,,,,,,serpentinized,harzburgite,clast,serpentinized harzburgite clast,GLEY 2 2.5/5BG (greenish black),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,366,U1498,B,4,R,1,A
366-U1498B-4R-1-A,46,69.0,29.36,29.59,I,,,,,,,serpentinite,mud,,serpentinite mud,GLEY 2 3/5B (very dark bluish gray),,unconsolidated,clay,1,silt,2,,,,,,ultramafic rock,2,pebble,10,pebble,9,subangular,,,,,,,,,serpentine clay matrix,,,,,,,366,U1498,B,4,R,1,A
366-U1498B-4R-1-A,69,112.0,29.59,30.02,I,,,,,,,serpentinized,dunite,clast,serpentinized dunite clast,GLEY 2 3/5PB (very dark bluish gray),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,366,U1498,B,4,R,1,A
366-U1498B-4R-2-A,0,57.0,30.02,30.59,I,,,,,,,serpentinized,dunite,clast,serpentinized dunite clast,GLEY 2 3/5PB (very dark bluish gray),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,366,U1498,B,4,R,2,A
366-U1498B-4R-2-A,57,63.0,30.59,30.65,I,,,,,,,serpentinite,mud,,serpentinite mud,GLEY 2 4/10B (dark bluish gray),,unconsolidated,clay,1,silt,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,366,U1498,B,4,R,2,A
366-U1498B-4R-2-A,63,110.0,30.65,31.12,I,,,,,,,serpentinized,harzburgite,clast,serpentinized harzburgite clast,GLEY 2 2.5/5BG (greenish black),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,366,U1498,B,4,R,2,A
366-U1498B-4R-CC-A,0,14.0,31.12,31.26,I,,,,,,,"matrix-supported, monomict",breccia,,"matrix-supported, monomict breccia",GLEY 2 3/5B (very dark bluish gray),,unconsolidated,coarse sand,6,pebble,9,,,,,,ultramafic rock,30,pebble,10,pebble,9,subangular,,,,,,,,,serpentine clay matrix,,,,,,,366,U1498,B,4,R,CC,A
366-U1498B-5R-1-A,0,32.0,34.7,35.02,I,,,,,,,serpentinized,harzburgite,clast,serpentinized harzburgite clast,GLEY 2 2.5/5BG (greenish black),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,366,U1498,B,5,R,1,A
366-U1498B-5R-1-A,32,38.0,35.02,35.08,I,,,,,,,serpentinite,pebbly mud,,serpentinite pebbly mud,GLEY 2 4/10B (dark bluish gray),,unconsolidated,silt,2,pebble,9,,,,,,ultramafic rock,20,pebble,10,pebble,9,sub-rounded,,,,,,,,,serpentine clay matrix,,,,,,,366,U1498,B,5,R,1,A
366-U1498B-5R-1-A,38,42.0,35.08,35.12,I,,,,,,,serpentinized,harzburgite,clast,serpentinized harzburgite clast,GLEY 2 2.5/5BG (greenish black),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,366,U1498,B,5,R,1,A
366-U1498B-5R-1-A,43,99.0,35.13,35.69,I,,,,,,,serpentinized,dunite,clast,serpentinized dunite clast,GLEY 2 3/5PB (very dark bluish gray),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,366,U1498,B,5,R,1,A
366-U1498B-5R-1-A,99,114.0,35.69,35.84,I,,,,,,,serpentinite,pebbly mud,,serpentinite pebbly mud,GLEY 2 4/10B (dark bluish gray),,unconsolidated,clay,1,pebble,9,,,,,,ultramafic rock,10,pebble,10,pebble,9,sub-rounded,,,,,,,,,serpentine clay matrix,,,,,,,366,U1498,B,5,R,1,A
366-U1498B-5R-1-A,114,139.0,35.84,36.09,I,,,,,,,serpentinized,harzburgite,clast,serpentinized harzburgite clast,GLEY 2 2.5/5BG (greenish black),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,366,U1498,B,5,R,1,A
366-U1498B-5R-2-A,0,39.0,36.09,36.48,I,,,,,,,serpentinized,harzburgite,clast,serpentinized harzburgite clast,GLEY 2 2.5/5BG (greenish black),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,366,U1498,B,5,R,2,A
366-U1498B-5R-CC-A,0,19.0,36.48,36.67,I,,,,,,,"matrix-supported, monomict",breccia,,"matrix-supported, monomict breccia",GLEY 2 4/10BG (dark greenish gray),,unconsolidated,granule,8,cobble,10,,,,,,ultramafic rock,50,pebble,10,cobble,10,subangular,,,,,,,,,serpentine clay matrix,,,,,,,366,U1498,B,5,R,CC,A
366-U1498B-6R-1-01,0,3.0,44.4,44.43,I,,,,,,,serpentinized,dunite,clast,serpentinized dunite clast,GLEY 2 3/5PB (very dark bluish gray),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,366,U1498,B,6,R,1,0
366-U1498B-6R-1-02,0,7.0,44.43,44.5,I,,,,,,,serpentinized,dunite,clast,serpentinized dunite clast,GLEY 2 3/5PB (very dark bluish gray),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,366,U1498,B,6,R,1,0
366-U1498B-6R-1-03,0,3.0,44.5,44.53,I,,,,,,,serpentinized,dunite,clast,serpentinized dunite clast,GLEY 2 3/5PB (very dark bluish gray),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,366,U1498,B,6,R,1,0
366-U1498B-6R-1-04,0,6.0,44.53,44.59,I,,,,,,,serpentinized,harzburgite,clast,serpentinized harzburgite clast,GLEY 2 2.5/5BG (greenish black),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,366,U1498,B,6,R,1,0
366-U1498B-6R-1-05,0,5.0,44.59,44.64,I,,,,,,,serpentinized,harzburgite,clast,serpentinized harzburgite clast,GLEY 2 2.5/5BG (greenish black),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,366,U1498,B,6,R,1,0
366-U1498B-6R-1-06,0,6.0,44.64,44.7,I,,,,,,,serpentinized,harzburgite,clast,serpentinized harzburgite clast,GLEY 2 2.5/5BG (greenish black),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,366,U1498,B,6,R,1,0
366-U1498B-6R-1-07,0,3.0,44.7,44.73,I,,,,,,,serpentinized,dunite,clast,serpentinized dunite clast,GLEY 2 3/5PB (very dark bluish gray),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,366,U1498,B,6,R,1,0
366-U1498B-6R-1-08,0,6.0,44.73,44.79,I,,,,,,,serpentinized,dunite,clast,serpentinized dunite clast,GLEY 2 3/5PB (very dark bluish gray),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,366,U1498,B,6,R,1,0
366-U1498B-6R-1-09,0,6.0,44.79,44.85,I,,,,,,,serpentinized,dunite,clast,serpentinized dunite clast,GLEY 2 3/5PB (very dark bluish gray),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,366,U1498,B,6,R,1,0
366-U1498B-6R-1-10,0,5.0,44.85,44.9,I,,,,,,,serpentinized,dunite,clast,serpentinized dunite clast,GLEY 2 3/5PB (very dark bluish gray),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,366,U1498,B,6,R,1,1
366-U1498B-6R-1-11,0,7.0,44.9,44.97,I,,,,,,,serpentinized,harzburgite,clast,serpentinized harzburgite clast,GLEY 2 2.5/5BG (greenish black),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,366,U1498,B,6,R,1,1
366-U1498B-6R-1-12,0,3.0,44.97,45.0,I,,,,,,,serpentinized,harzburgite,clast,serpentinized harzburgite clast,GLEY 2 2.5/5BG (greenish black),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,366,U1498,B,6,R,1,1
366-U1498B-6R-1-13,0,4.0,45.0,45.04,I,,,,,,,serpentinized,dunite,clast,serpentinized dunite clast,GLEY 2 3/5PB (very dark bluish gray),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,366,U1498,B,6,R,1,1
366-U1498B-6R-1-14,0,6.0,45.04,45.1,I,,,,,,,serpentinite,mud,,serpentinite mud,GLEY 2 4/10B (dark bluish gray),,unconsolidated,clay,1,silt,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,366,U1498,B,6,R,1,1
366-U1498B-6R-1-15,0,3.0,45.1,45.13,I,,,,,,,serpentinized,harzburgite,clast,serpentinized harzburgite clast,GLEY 2 2.5/5BG (greenish black),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,366,U1498,B,6,R,1,1
366-U1498B-6R-1-16,0,8.0,45.13,45.21,I,,,,,,,serpentinized,harzburgite,clast,serpentinized harzburgite clast,GLEY 2 2.5/5BG (greenish black),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,366,U1498,B,6,R,1,1
366-U1498B-6R-1-17,0,9.0,45.21,45.3,I,,,,,,,serpentinized,harzburgite,clast,serpentinized harzburgite clast,GLEY 2 2.5/5BG (greenish black),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,366,U1498,B,6,R,1,1
366-U1498B-6R-1-18,0,7.0,45.3,45.37,I,,,,,,,serpentinized,harzburgite,clast,serpentinized harzburgite clast,GLEY 2 2.5/5BG (greenish black),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,366,U1498,B,6,R,1,1
366-U1498B-6R-1-19,0,7.0,45.37,45.44,I,,,,,,,serpentinized,harzburgite,clast,serpentinized harzburgite clast,GLEY 2 2.5/5BG (greenish black),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,366,U1498,B,6,R,1,1
366-U1498B-6R-1-20,0,4.0,45.44,45.48,I,,,,,,,serpentinized,dunite,clast,serpentinized dunite clast,GLEY 2 3/5PB (very dark bluish gray),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,366,U1498,B,6,R,1,2
366-U1498B-6R-1-21,0,28.0,45.48,45.76,I,,,,,,,serpentinized,dunite,clast,serpentinized dunite clast,GLEY 2 3/5PB (very dark bluish gray),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,366,U1498,B,6,R,1,2
366-U1498B-7R-1-A,0,11.0,54.1,54.21,I,,,,curviplanar,sharp,inclined,serpentinite,pebbly mud,,serpentinite pebbly mud,GLEY 2 5/10B (bluish gray),,unconsolidated,clay,1,granule,8,,poor,,,,ultramafic rock,2,medium sand,5,granule,8,sub-rounded,,,,,,,,,serpentine clay matrix,,,,,,,366,U1498,B,7,R,1,A
366-U1498B-7R-1-A,11,25.0,54.21,54.35,I,,,,,,,serpentinized,harzburgite,clast,serpentinized harzburgite clast,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,366,U1498,B,7,R,1,A
366-U1498B-7R-1-A,25,71.0,54.35,54.81,I,,,,,,,serpentinite,pebbly mud,,serpentinite pebbly mud,GLEY 2 6/5BG (greenish gray),,unconsolidated,clay,1,pebble,9,,poor,,flame structure,,ultramafic rock,3,medium sand,5,pebble,9,sub-rounded,,,,,,,,,serpentine clay matrix,,,,,,,366,U1498,B,7,R,1,A
366-U1498B-7R-2-A,0,36.0,54.81,55.17,I,,,,,,,serpentinite,pebbly mud,,serpentinite pebbly mud,GLEY 2 6/5BG (greenish gray),,unconsolidated,clay,1,pebble,9,,poor,,flame structure,,ultramafic rock,10,medium sand,5,pebble,9,sub-rounded,,,,,,,,,serpentine clay matrix,,,,,,,366,U1498,B,7,R,2,A
366-U1498B-7R-2-A,36,85.0,55.17,55.66,I,,,,,,,,,,,,,,,,,,"MENA, MBIO, IW",,,,,,,,,,,,,,,,,,,,,,,,,,,366,U1498,B,7,R,2,A
366-U1498B-7R-3-A,0,86.0,55.66,56.52,I,,,,,,,serpentinite,pebbly mud,,serpentinite pebbly mud,GLEY 2 6/5BG (greenish gray),,unconsolidated,clay,1,pebble,9,,poor,,flame structure,,ultramafic rock,5,medium sand,5,cobble,10,sub-rounded,,,,,,,,,serpentine clay matrix,,,,,,,366,U1498,B,7,R,3,A
366-U1498B-7R-3-A,86,93.0,56.52,56.59,I,,,,,,,serpentinized,harzburgite,clast,serpentinized harzburgite clast,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,366,U1498,B,7,R,3,A
366-U1498B-7R-4-01,0,31.0,56.59,56.9,I,,,,,,,serpentinized,harzburgite,clast,serpentinized harzburgite clast,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,366,U1498,B,7,R,4,0
366-U1498B-7R-4-02,0,12.0,56.9,57.02,I,,,,,,,serpentinite,pebbly mud,,serpentinite pebbly mud,GLEY 2 5/5B (bluish gray),,unconsolidated,clay,1,pebble,9,,poor,,,,ultramafic rock,5,medium sand,5,pebble,9,sub-rounded,,,,,,,,,serpentine clay matrix,,,,,,,366,U1498,B,7,R,4,0
366-U1498B-7R-4-03,0,11.0,57.02,57.13,I,,,,,,,,serpentinite,clast,serpentinite clast,GLEY 1 4/N (dark gray),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,366,U1498,B,7,R,4,0
366-U1498B-7R-4-04,0,6.0,57.13,57.19,I,,,,,,,,serpentinite,clast,serpentinite clast,GLEY 1 4/N (dark gray),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,366,U1498,B,7,R,4,0
366-U1498B-7R-4-05,0,43.0,57.19,57.62,I,,,,,,,serpentinized,harzburgite,clast,serpentinized harzburgite clast,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,366,U1498,B,7,R,4,0
366-U1498B-7R-4-06,0,33.0,57.62,57.95,I,,,,,,,serpentinized,harzburgite,clast,serpentinized harzburgite clast,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,366,U1498,B,7,R,4,0
366-U1498B-7R-4-07,0,4.0,57.95,57.99,I,,,,,,,serpentinized,harzburgite,clast,serpentinized harzburgite clast,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,366,U1498,B,7,R,4,0
366-U1498B-7R-5-01,0,9.0,57.99,58.08,I,,,,,,,serpentinized,dunite,clast,serpentinized dunite clast,GLEY 2 3/5PB (very dark bluish gray),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,366,U1498,B,7,R,5,0
366-U1498B-7R-5-02,0,5.0,58.08,58.13,I,,,,,,,serpentinized,dunite,clast,serpentinized dunite clast,GLEY 2 3/5PB (very dark bluish gray),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,366,U1498,B,7,R,5,0
366-U1498B-7R-5-03,0,17.0,58.13,58.3,I,,,,,,,serpentinized,harzburgite,clast,serpentinized harzburgite clast,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,366,U1498,B,7,R,5,0
366-U1498B-7R-5-04,0,8.0,58.3,58.38,I,,,,,,,serpentinized,harzburgite,clast,serpentinized harzburgite clast,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,366,U1498,B,7,R,5,0
366-U1498B-8R-1-A,0,34.0,63.8,64.14,II,,,,,,,highly veined,metavolcanic,clast,highly veined metavolcanic clast,GLEY 1 7/10GY (light greenish grey),,lithified,,,,,"Several pieces of same metavolcanic clast, pale gray green to gray, cut by abundant veins of white mineral, plus calcite veins. Veins 1-2 mm thick, some composite veins up to 6 mm thick",,,,,,,,,,,,,,,,,,,,,,,,,,,366,U1498,B,8,R,1,A
366-U1498B-8R-1-A,34,37.0,64.14,64.17,II,,,,,,,,claystone,clast,claystone clast,GLEY 1 8/5GY (light greenish gray),,unconsolidated,clay,1,pebble,9,Lump of green clay,,,,,,,,,,,,,,,,,,,,,,,,,,,366,U1498,B,8,R,1,A
366-U1498B-8R-1-A,37,40.0,64.17,64.2,II,,,,,,,,siltstone,clast,siltstone clast,GLEY 1 8/N (white gray),,lithified,,,,,Small 2 cm clast of greenish white microcrystalline rock with shear bands.,,,,,,,,,,,,,,,,,,,,,,,,,,,366,U1498,B,8,R,1,A
366-U1498B-8R-1-A,40,43.0,64.2,64.23,II,,,,,,,,metavolcanic,clast,,GLEY 1 5/N (gray),,lithified,,,,,"Small 4 cm clast of gray-green metavolcanic rock, no veins.",,,,,,,,,,,,,,,,,,,,,,,,,,,366,U1498,B,8,R,1,A
366-U1498B-8R-2-A,0,27.0,64.23,64.5,III,,,,,,,serpentinite,mud,,serpentinite mud,GLEY 2 4/5B (dark bluish gray),,unconsolidated,clay,1,pebble,9,"Blue serpentine mud swirled with green and blue-green mud. Black UM clasts typically plastically deformed, but one clast is rigid.",,,,,,,,,,,,,,,,,,,,,,,,,,,366,U1498,B,8,R,2,A
