Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Sample domain number (if >1 domain),Sample domain name (if >1 domain),Domain relative abundance [%],Lithology Prefix,Lithology Principal Name,Lithology Suffix,Lith. prefix+name+suffix,Lithological Accessories 1,Lithological Accessories 2,Lithology color,Layer/Beddding, Lamination,Grading,Other sedimentary feature,Bedding thickness,Lithology avg. grain size ,Lithology avg. grain size rank,Diagenetic constituent,Diagenetic constituent composition,Bioturbation intensity,Bioturbation intensity rank,General interval comment,Bottom contact or boundary type,Bottom contact geometry,Bottom contact definition,Clasts abundance,Clasts [%],Clast -  grain size,Diagenetic structure,Macrofossil,Macrofossil abundance name,Lithology prefix + name,Lithology name+suffix,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Minor Lithology Suffix,Minor Lithology Prefix,Minor Lithology Name,Extra Sample ID Data
369-U1514A-1H-1-A,0,7,0.0,0.07,,,,,,foraminiferal ooze,,foraminiferal ooze,,,10YR 8/3 (very pale brown),,,,structureless,,fine sand ,4,,,,,,sharp boundary or contact,curved,sharp,,,,,,,foraminiferal ooze,foraminiferal ooze,,,,369,U1514,A,1,H,1,A,,,,
369-U1514A-1H-1-A,7,57,0.07,0.57,,,,,,nannofossil ooze,with sponge spicules,nannofossil ooze with sponge spicules,,,10YR 8/2 (very pale brown),,,,structureless,,clay ,1,,,,,,sharp boundary or contact,curved,sharp,,,,,,,nannofossil ooze,nannofossil ooze with sponge spicules,,,,369,U1514,A,1,H,1,A,,,,
369-U1514A-1H-1-A,57,67,0.57,0.67,,,,,,foraminiferal ooze,,foraminiferal ooze,,,10YR 8/3 (very pale brown),,,,structureless,,fine sand ,4,,,,,,sharp boundary or contact,curved,sharp,,,,,,,foraminiferal ooze,foraminiferal ooze,,,,369,U1514,A,1,H,1,A,,,,
369-U1514A-1H-1-A,67,150,0.67,1.5,,,,,,nannofossil ooze,with sponge spicules,nannofossil ooze with sponge spicules,,,10YR 8/2 (very pale brown),,,,structureless,,clay ,1,,,,,,,,,,,,,,,nannofossil ooze,nannofossil ooze with sponge spicules,,,,369,U1514,A,1,H,1,A,,,,
369-U1514A-1H-2-A,0,78,1.5,2.28,,,,,,nannofossil ooze,with sponge spicules,nannofossil ooze with sponge spicules,,,10YR 8/2 (very pale brown),,,,structureless,,clay ,1,,,,,"Intervals with dark gray clay are common in the section, with Fe-Mn oxides.",gradational boundary or contact,planar,gradational,,,,,,,nannofossil ooze,nannofossil ooze with sponge spicules,,,,369,U1514,A,1,H,2,A,,,,
369-U1514A-1H-2-A,78,150,2.28,3.0,,,,,,nannofossil ooze,with sponge spicules,nannofossil ooze with sponge spicules,,,10YR 8/2 (very pale brown),,,,structureless,,clay ,1,,,,,"Intervals with dark gray clay are common in the section, with Fe-Mn oxides.",gradational boundary or contact,planar,gradational,,,,,,,nannofossil ooze,nannofossil ooze with sponge spicules,,,,369,U1514,A,1,H,2,A,,,,
369-U1514A-1H-3-A,0,17,3.0,3.17,,,,,,nannofossil ooze,with sponge spicules,nannofossil ooze with sponge spicules,,,10YR 8/2 (very pale brown),,,,structureless,,clay ,1,,,,,,gradational boundary or contact,planar,gradational,,,,,,,nannofossil ooze,nannofossil ooze with sponge spicules,,,,369,U1514,A,1,H,3,A,,,,
369-U1514A-1H-3-A,17,90,3.17,3.9,,,,,,calcareous ooze,with sponge spicules,calcareous ooze with sponge spicules,,,10YR 8/2 (very pale brown),,,,structureless,,clay ,1,,,,,"Intervals with dark gray clay are common in the section, with Fe-Mn oxides.",gradational boundary or contact,planar,gradational,,,,,,,calcareous ooze,calcareous ooze with sponge spicules,,,,369,U1514,A,1,H,3,A,,,,
369-U1514A-1H-3-A,90,145,3.9,4.45,,,,,,nannofossil ooze,with sponge spicules,nannofossil ooze with sponge spicules,,,10YR 8/2 (very pale brown),,,,structureless,,clay ,1,,,,,,,,,,,,,,,nannofossil ooze,nannofossil ooze with sponge spicules,,,,369,U1514,A,1,H,3,A,,,,
369-U1514A-1H-4-A,0,150,4.5,6.0,,,,,,nannofossil ooze,with sponge spicules,nannofossil ooze with sponge spicules,,,10YR 8/2 (very pale brown),,,,structureless,,clay ,1,,,,,,,,,,,,,,,nannofossil ooze,nannofossil ooze with sponge spicules,,,,369,U1514,A,1,H,4,A,,,,
369-U1514A-1H-5-A,0,122,6.0,7.22,,,,,,nannofossil ooze,with sponge spicules,nannofossil ooze with sponge spicules,,,10YR 8/2 (very pale brown),,,,structureless,,clay ,1,,,,,,,,,,,,,,,nannofossil ooze,nannofossil ooze with sponge spicules,,,,369,U1514,A,1,H,5,A,,,,
369-U1514A-1H-6-A,0,6,7.22,7.28,,,,,,,,,,,,,,,,,,,,,,,void,,,,,,,,,,,,,,,369,U1514,A,1,H,6,A,,,,
369-U1514A-1H-6-A,6,54,7.28,7.76,,,,,,nannofossil ooze,with sponge spicules,nannofossil ooze with sponge spicules,,,10YR 8/3 (very pale brown),,,,structureless,,clay ,1,,,,,,gradational boundary or contact,planar,gradational,,,,,,,nannofossil ooze,nannofossil ooze with sponge spicules,,,,369,U1514,A,1,H,6,A,,,,
369-U1514A-1H-6-A,54,56,7.76,7.78,,,,,,foraminiferal ooze,with sponge spicules,foraminiferal ooze with sponge spicules,,,10YR 7/2 (light gray),,,,structureless,,fine sand ,4,,,,,,sharp boundary or contact,planar,sharp,,,,,,,foraminiferal ooze,foraminiferal ooze with sponge spicules,,,,369,U1514,A,1,H,6,A,,,,
369-U1514A-1H-6-A,56,73,7.78,7.95,,,,,,nannofossil ooze,with sponge spicules,nannofossil ooze with sponge spicules,,,10YR 8/3 (very pale brown),,,,structureless,,clay ,1,,,,,,,,,,,,,,,nannofossil ooze,nannofossil ooze with sponge spicules,,,,369,U1514,A,1,H,6,A,,,,
369-U1514A-1H-CC-A,0,14,7.95,8.09,,,,,,nannofossil ooze,with sponge spicules,nannofossil ooze with sponge spicules,,,10YR 8/3 (very pale brown),,,,structureless,,clay ,1,,,,,,,,,,,,,,,nannofossil ooze,nannofossil ooze with sponge spicules,,,,369,U1514,A,1,H,CC,A,,,,
369-U1514A-2H-1-A,0,27,8.1,8.37,,,,,,nannofossil ooze,,nannofossil ooze,,,10YR 8/3 (very pale brown),,,,structureless,,clay ,1,,,low,2,,gradational boundary or contact,curved,gradational,,,,,,,nannofossil ooze,nannofossil ooze,,,,369,U1514,A,2,H,1,A,,,,
369-U1514A-2H-1-A,27,31,8.37,8.41,,,,,,foraminiferal ooze,,foraminiferal ooze,,,10YR 8/1 (white),,,,,,fine sand ,4,,,,,,sharp inclined boundary or contact,curved,sharp,,,,,,,foraminiferal ooze,foraminiferal ooze,,,,369,U1514,A,2,H,1,A,,,,
369-U1514A-2H-1-A,31,150,8.41,9.6,,,,,,nannofossil ooze,,nannofossil ooze,,,10YR 8/3 (very pale brown),,,,structureless,,clay ,1,,,low,2,,,,,,,,,,,nannofossil ooze,nannofossil ooze,,,,369,U1514,A,2,H,1,A,,,,
369-U1514A-2H-2-A,0,140,9.6,11.0,,,,,,nannofossil ooze,,nannofossil ooze,,,10YR 8/3 (very pale brown),,,,structureless,,clay ,1,,,low,2,,gradational boundary or contact,curved,gradational,,,,,,,nannofossil ooze,nannofossil ooze,,,,369,U1514,A,2,H,2,A,,,,
369-U1514A-2H-2-A,140,145,11.0,11.05,,,,,,foraminiferal ooze,,foraminiferal ooze,,,GLEY 1 8/10Y (light greenish gray),,,,structureless,,fine sand ,4,,,,,,sharp boundary or contact,curved,sharp,,,,,,,foraminiferal ooze,foraminiferal ooze,,,,369,U1514,A,2,H,2,A,,,,
369-U1514A-2H-2-A,145,150,11.05,11.1,,,,,,nannofossil ooze,,nannofossil ooze,,,10YR 8/3 (very pale brown),,,,structureless,,clay ,1,,,low,2,,gradational boundary or contact,curved,gradational,,,,,,,nannofossil ooze,nannofossil ooze,,,,369,U1514,A,2,H,2,A,,,,
369-U1514A-2H-3-A,0,150,11.1,12.6,,,,,,nannofossil ooze,,nannofossil ooze,,,10YR 8/3 (very pale brown),,,,structureless,,clay ,1,,,low,2,,,,,,,,,,,nannofossil ooze,nannofossil ooze,,,,369,U1514,A,2,H,3,A,,,,
369-U1514A-2H-4-A,0,140,12.6,14.0,,,,,,nannofossil ooze,,nannofossil ooze,,,10YR 8/3 (very pale brown),,,,structureless,,clay ,1,,,low,2,,,,,,,,,,,nannofossil ooze,nannofossil ooze,,,,369,U1514,A,2,H,4,A,,,,
369-U1514A-2H-5-A,0,150,14.1,15.6,,,,,,nannofossil ooze,,nannofossil ooze,,,10YR 8/3 (very pale brown),,,,structureless,,clay ,1,,,low,2,,,,,,,,,,,nannofossil ooze,nannofossil ooze,,,,369,U1514,A,2,H,5,A,,,,
369-U1514A-2H-6-A,0,150,15.6,17.1,,,,,,nannofossil ooze,,nannofossil ooze,,,10YR 8/3 (very pale brown),,,,structureless,,clay ,1,,,low,2,Several Mn oxide grains identified between 67-82 cm.,,,,,,,,,,nannofossil ooze,nannofossil ooze,,,,369,U1514,A,2,H,6,A,,,,
369-U1514A-2H-7-A,0,76,17.1,17.86,,,,,,nannofossil ooze,,nannofossil ooze,,,10YR 8/3 (very pale brown),,,,structureless,,clay ,1,,,low,2,,,,,,,,,,,nannofossil ooze,nannofossil ooze,,,,369,U1514,A,2,H,7,A,,,,
369-U1514A-2H-CC-A,0,19,17.86,18.05,,,,,,nannofossil ooze,,nannofossil ooze,,,10YR 8/3 (very pale brown),,,,structureless,,clay ,1,,,low,2,,,,,,,,,,,nannofossil ooze,nannofossil ooze,,,,369,U1514,A,2,H,CC,A,,,,
369-U1514A-3H-1-A,0,37,17.6,17.97,,,,,,nannofossil ooze,,nannofossil ooze,,,10YR 8/3 (very pale brown),,,,structureless,,clay ,1,,,low,2,,,,,,,,,,,nannofossil ooze,nannofossil ooze,,,,369,U1514,A,3,H,1,A,,,,
369-U1514A-3H-1-A,37,40,17.97,18.0,,,,,sandy,calcareous ooze,,sandy calcareous ooze,,,10YR 8/2 (very pale brown),,,,structureless,,fine sand ,4,,,,,Sand-size grains are composed of large foraminifera.,,,,,,,,,,sandy calcareous ooze,calcareous ooze,,,,369,U1514,A,3,H,1,A,,,,
369-U1514A-3H-1-A,40,150,18.0,19.1,,,,,,nannofossil ooze,,nannofossil ooze,,,10YR 8/3 (very pale brown),,,,structureless,,clay ,1,,,low,2,Fe-Mn oxides identified between 71-89 cm.,,,,,,,,,,nannofossil ooze,nannofossil ooze,,,,369,U1514,A,3,H,1,A,,,,
369-U1514A-3H-2-A,0,110,19.1,20.2,,,,,,nannofossil ooze,,nannofossil ooze,,,10YR 8/4 (very pale brown),,,,structureless,,clay ,1,,,low,2,A darker interval (10YR 7/4) is identified between 43-52 cm. Slight bioturbation occurs between light and dark intervals. Sand-size radiolarians occur dispersed in the section.,,,,,,,,,,nannofossil ooze,nannofossil ooze,,,,369,U1514,A,3,H,2,A,,,,
369-U1514A-3H-2-A,110,111,20.2,20.21,,,,,,nannofossil ooze,,nannofossil ooze,,,10YR 8/4 (very pale brown),,,,structureless,,clay ,1,,,low,2,void,,,,,,,,,,nannofossil ooze,nannofossil ooze,,,,369,U1514,A,3,H,2,A,,,,
369-U1514A-3H-2-A,111,150,20.21,20.6,,,,,,nannofossil ooze,,nannofossil ooze,,,10YR 8/4 (very pale brown),,,,structureless,,clay ,1,,,low,2,Sand-size radiolarians occur dispersed in the section.,,,,,,,,,,nannofossil ooze,nannofossil ooze,,,,369,U1514,A,3,H,2,A,,,,
369-U1514A-3H-3-A,0,150,20.6,22.1,,,,,,nannofossil ooze,,nannofossil ooze,,,10YR 8/4 (very pale brown),,,,structureless,,clay ,1,,,low,2,Sand-size radiolarians occur dispersed in the section. Fe-Mn oxides nodules are identified between 94-99 cm and 119-143 cm.,,,,,,,,,,nannofossil ooze,nannofossil ooze,,,,369,U1514,A,3,H,3,A,,,,
369-U1514A-3H-4-A,0,44,22.1,22.54,,,,,,nannofossil ooze,,nannofossil ooze,,,10YR 8/3 (very pale brown),,,,structureless,,clay ,1,,,low,2,,gradational boundary or contact,curved,gradational,,,,,,,nannofossil ooze,nannofossil ooze,,,,369,U1514,A,3,H,4,A,,,,
369-U1514A-3H-4-A,44,67,22.54,22.77,,,,,sandy,calcareous ooze,,sandy calcareous ooze,,,2.5Y 7/1 (light gray),,,,structureless,,medium sand ,5,,,,,,irregular boundary or contact,kinked,sharp,,,,,,,sandy calcareous ooze,calcareous ooze,,,,369,U1514,A,3,H,4,A,,,,
369-U1514A-3H-4-A,67,139,22.77,23.49,,,,,,nannofossil ooze,,nannofossil ooze,,,10YR 8/3 (very pale brown),,,,structureless,,clay ,1,,,low,2,Sand-size radiolarians occur dispersed in the section.,,,,,,,,,,nannofossil ooze,nannofossil ooze,,,,369,U1514,A,3,H,4,A,,,,
369-U1514A-3H-5-A,0,150,23.6,25.1,,,,,,nannofossil ooze,,nannofossil ooze,,,10YR 8/4 (very pale brown),,,,structureless,,clay ,1,,,low,2,Sand-size radiolarians occur dispersed in the section.,,,,,,,,,,nannofossil ooze,nannofossil ooze,,,,369,U1514,A,3,H,5,A,,,,
369-U1514A-3H-6-A,0,150,25.1,26.6,,,,,,nannofossil ooze,,nannofossil ooze,,,10YR 7/4 (grayish orange),,,,structureless,,clay ,1,,,low,2,Sand-size radiolarians occur dispersed in the section.,,,,,,,,,,nannofossil ooze,nannofossil ooze,,,,369,U1514,A,3,H,6,A,,,,
369-U1514A-3H-7-A,0,77,26.6,27.37,,,,,,nannofossil ooze,,nannofossil ooze,,,2.5Y 8/4 (pale yellow),,,,structureless,,clay ,1,,,low,2,Sand-size radiolarians occur dispersed in the section.,,,,,,,,,,nannofossil ooze,nannofossil ooze,,,,369,U1514,A,3,H,7,A,,,,
369-U1514A-3H-CC-A,0,34,27.37,27.71,,,,,,nannofossil ooze,,nannofossil ooze,,,2.5Y 8/3 (pale yellow),,,,structureless,,clay ,1,,,low,2,Sand-size radiolarians occur dispersed in the section.,,,,,,,,,,nannofossil ooze,nannofossil ooze,,,,369,U1514,A,3,H,CC,A,,,,
369-U1514A-4H-1-A,0,150,27.1,28.6,,,,,,nannofossil ooze,,nannofossil ooze,,,10YR 8/3 (very pale brown),,,,structureless,,clay ,1,,,low,2,Small burrows infilled with sponge spicules and radiolarians are present.,,,,,,,,,,nannofossil ooze,nannofossil ooze,,,,369,U1514,A,4,H,1,A,,,,
369-U1514A-4H-2-A,0,150,28.6,30.1,,,,,,nannofossil ooze,,nannofossil ooze,,,10YR 8/3 (very pale brown),,,,structureless,,clay ,1,,,low,2,Small burrows infilled with sponge spicules and radiolarians are present.,,,,,,,,,,nannofossil ooze,nannofossil ooze,,,,369,U1514,A,4,H,2,A,,,,
369-U1514A-4H-3-A,0,3,30.1,30.13,,,,,,nannofossil ooze,,nannofossil ooze,,,10YR 8/3 (very pale brown),,,,structureless,,clay ,1,,,low,2,Small burrows infilled with sponge spicules and radiolarians are present.,sharp boundary or contact,curved,sharp,,,,,,,nannofossil ooze,nannofossil ooze,,,,369,U1514,A,4,H,3,A,,,,
369-U1514A-4H-3-A,3,28,30.13,30.38,,,,,,nannofossil ooze,,nannofossil ooze,,,10YR 7/4 (very pale brown),,,,structureless,,clay ,1,,,low,2,Small burrows infilled with sponge spicules and radiolarians are present between 3-28 cm. Color gradually changes between 3-28 cm (10YR 8/3 to 10YR 7/4).,sharp boundary or contact,linear (L),sharp,,,,,,,nannofossil ooze,nannofossil ooze,,,,369,U1514,A,4,H,3,A,,,,
369-U1514A-4H-3-A,28,150,30.38,31.6,,,,,sponge spicule rich,nannofossil ooze,with radiolarians,sponge spicule rich nannofossil ooze with radiolarians,,,10YR 6/4 (light yellowish brown),,,,structureless,,clay ,1,,,moderate,2,Cyclic color alternation every 50-60 cm (10YR 7/4 to 10YR 6/4). Small burrows infilled with sponge spicules and radiolarians are present.,,,,,,,,,,sponge spicule rich nannofossil ooze,nannofossil ooze with radiolarians,,,,369,U1514,A,4,H,3,A,,,,
369-U1514A-4H-4-A,0,70,31.6,32.3,,,,,sponge spicule rich,nannofossil ooze,with radiolarians,sponge spicule rich nannofossil ooze with radiolarians,,,10YR 6/4 (light yellowish brown),,,,structureless,,clay ,1,,,moderate,2,Cyclic color alternation from very pale brown to yellowish brown (10YR 8/3 to 10YR 5/4) in identified throughout the section. A sharp boundary at the bottom of this interval occurs between color cycles.,sharp boundary or contact,curved,sharp,,,,,,,sponge spicule rich nannofossil ooze,nannofossil ooze with radiolarians,,,,369,U1514,A,4,H,4,A,,,,
369-U1514A-4H-4-A,70,140,32.3,33.0,,,,,sponge spicule rich,nannofossil ooze,with radiolarians,sponge spicule rich nannofossil ooze with radiolarians,,,10YR 7/3 (very pale brown),,,,structureless,,clay ,1,,,moderate,2,Small burrows infilled with sponge spicules and radiolarians occur in the lower part of the section.,,,,,,,,,,sponge spicule rich nannofossil ooze,nannofossil ooze with radiolarians,,,,369,U1514,A,4,H,4,A,,,,
369-U1514A-4H-5-A,0,150,33.1,34.6,,,,,sponge spicule rich,nannofossil ooze,with radiolarians and clay,sponge spicule rich nannofossil ooze with radiolarians and clay,,,10YR 6/4 (light yellowish brown),,,,,,clay ,1,,,moderate,2,Dark brown color band occurs between 21-22 cm. Moderate to severe soft sediment deformation between 85-113 cm. Color alternates from very pale brown to brown (10YR 8/3 to 10YR 4/3). Small burrows infilled with sponge spicules and radiolarians are present throughout the section.,,,,,,,,,,sponge spicule rich nannofossil ooze,nannofossil ooze with radiolarians and clay,,,,369,U1514,A,4,H,5,A,,,,
369-U1514A-4H-6-A,0,15,34.6,34.75,,,,,sponge spicule rich,nannofossil ooze,with radiolarians and clay,sponge spicule rich nannofossil ooze with radiolarians and clay,,,10YR 6/4 (light yellowish brown),,,,structureless,,clay ,1,,,moderate,2,,irregular boundary or contact,linear (L),gradational,,,,,,,sponge spicule rich nannofossil ooze,nannofossil ooze with radiolarians and clay,,,,369,U1514,A,4,H,6,A,,,,
369-U1514A-4H-6-A,15,151,34.75,36.11,,,,,sponge spicule rich,nannofossil ooze,with radiolarians and clay,sponge spicule rich nannofossil ooze with radiolarians and clay,,,10YR 4/4 (dark yellowish brown),,,,structureless,,clay ,1,,,moderate,2,,,,,,,,,,,sponge spicule rich nannofossil ooze,nannofossil ooze with radiolarians and clay,,,,369,U1514,A,4,H,6,A,,,,
369-U1514A-4H-7-A,0,57,36.11,36.68,,,,,sponge spicule rich,nannofossil ooze,with radiolarians and clay,sponge spicule rich nannofossil ooze with radiolarians and clay,,,10YR 5/4 (yellowish brown),,,,structureless,,clay ,1,,,moderate,2,Small burrows infilled with sponge spicules and radiolarians are present throughout the section.,,,,,,,,,,sponge spicule rich nannofossil ooze,nannofossil ooze with radiolarians and clay,,,,369,U1514,A,4,H,7,A,,,,
369-U1514A-4H-CC-A,0,38,36.68,37.06,,,,,sponge spicule rich,nannofossil ooze,with radiolarians and clay,sponge spicule rich nannofossil ooze with radiolarians and clay,,,10YR 6/4 (light yellowish brown),,,,structureless,,clay ,1,,,moderate,2,Small burrows infilled with sponge spicules and radiolarians are present throughout the section.,,,,,,,,,,sponge spicule rich nannofossil ooze,nannofossil ooze with radiolarians and clay,,,,369,U1514,A,4,H,CC,A,,,,
369-U1514A-5H-1-A,0,150,36.6,38.1,,,,,sponge spicule rich,nannofossil ooze,with radiolarians,sponge spicule rich nannofossil ooze with radiolarians,,,10YR 5/4 (yellowish brown),,,,structureless,,clay ,1,,,low,2,Small burrows infilled with sponge spicules and radiolarians are present throughout the section.,,,,,,,,,,sponge spicule rich nannofossil ooze,nannofossil ooze with radiolarians,,,,369,U1514,A,5,H,1,A,,,,
369-U1514A-5H-2-A,0,112,38.1,39.22,,,,,sponge spicule rich,nannofossil ooze,with radiolarians,sponge spicule rich nannofossil ooze with radiolarians,,,10YR 6/6 (brownish yellow),,,,structureless,,clay ,1,,,low,2,Small burrows infilled with sponge spicules and radiolarians are present throughout the section. 2x1 cm (lenght x height) very pale brown (10YR 7/4) planolites burrows with siliceous infill are recognized between 46-65 cm.,color boundary or contact,gradational,gradational,,,,,,,sponge spicule rich nannofossil ooze,nannofossil ooze with radiolarians,,,,369,U1514,A,5,H,2,A,,,,
369-U1514A-5H-2-A,112,153,39.22,39.63,,,,,sponge spicule rich,nannofossil ooze,with radiolarians,sponge spicule rich nannofossil ooze with radiolarians,,,10YR 6/4 (light yellowish brown),,,,structureless,,clay ,1,,,low,2,Small burrows infilled with sponge spicules and radiolarians are present throughout the section. 2x1 cm (lenght x height) very pale brown (10YR 7/4) planolites burrows with siliceous infill occur between 135-137 cm.,,,,,,,,,,sponge spicule rich nannofossil ooze,nannofossil ooze with radiolarians,,,,369,U1514,A,5,H,2,A,,,,
369-U1514A-5H-3-A,0,28,39.63,39.91,,,,,sponge spicule rich,nannofossil ooze,with radiolarians,sponge spicule rich nannofossil ooze with radiolarians,,,10YR 6/4 (light yellowish brown),,,,structureless,,clay ,1,,,low,2,Color changes from brown (10YR 5/3) to very pale brown (10YR 7/4) in the upper interval (0-28 cm). Small burrows infilled with sponge spicules and radiolarians are present throughout the section. A 0.5 x 1 cm (lenght x height) very pale brown (10YR 8/4) planolite burrow with a siliceous infill occur at 23 cm.,color boundary or contact,gradational,gradational,,,,,,,sponge spicule rich nannofossil ooze,nannofossil ooze with radiolarians,,,,369,U1514,A,5,H,3,A,,,,
369-U1514A-5H-3-A,28,80,39.91,40.43,,,,,sponge spicule rich,nannofossil ooze,with radiolarians,sponge spicule rich nannofossil ooze with radiolarians,,,10YR 5/3 (brown),,,,structureless,,clay ,1,,,low,2,Small burrows infilled with sponge spicules and radiolarians are present throughout the section. 2x1 cm (lenght x height) very pale brown (10YR 8/4) planolite burrows with a siliceous infill occur between 45-50 cm.,color boundary or contact,gradational,gradational,,,,,,,sponge spicule rich nannofossil ooze,nannofossil ooze with radiolarians,,,,369,U1514,A,5,H,3,A,,,,
369-U1514A-5H-3-A,80,153,40.43,41.16,,,,,,biosiliceous ooze,with clay,biosiliceous ooze with clay,,,10YR 4/3 (brown),,,,structureless,,clay ,1,,,low,2,Color changes from brown to yellowish brown (10YR 4/3 to 10YR 5/4) between 80-153 cm. Small burrows infilled with sponge spicules and radiolarians are present throughout the section. 1x1 very pale brown (10YR 8/4) planolite burrows with siliceous infill occur between 84-120 cm.,,,,,,,,,,biosiliceous ooze,biosiliceous ooze with clay,,,,369,U1514,A,5,H,3,A,,,,
369-U1514A-5H-4-A,0,16,41.16,41.32,,,,,,biosiliceous ooze,with clay,biosiliceous ooze with clay,,,10YR 4/4 (dark yellowish brown),,,,structureless,,clay ,1,,,low,2,Color changes from dark yellowish brown to light yellowish brown (10YR 4/4 to 10YR 6/4) between 0-16 cm. Small burrows infilled with sponge spicules and radiolarians are present throughout the section. 1x2 cm (lenght x height) very pale brown (10YR 8/4) planolite burrows with a siliceous infill occur at 11 cm.,,,,,,,,,,biosiliceous ooze,biosiliceous ooze with clay,,,,369,U1514,A,5,H,4,A,,,,
369-U1514A-5H-4-A,16,140,41.32,42.56,,,,,sponge spicule rich,nannofossil ooze,with radiolarians,sponge spicule rich nannofossil ooze with radiolarians,,,10YR 7/3 (very pale brown),,,,structureless,,clay ,1,,,sparse,1,"Color changes along the section (16-140 cm), from very pale brown (10YR 7/3) to light yellowish brown (10YR 6/4) and then to light brownish gray (10YR 6/2), very pale brown (10YR 7/3) and yellowish brown (10YR 5/4). A 1x1 cm (lenght x height) very pale brown (10YR 8/4) planolites burrow with siliceous infill occur at 86 cm.",,,,,,,,,,sponge spicule rich nannofossil ooze,nannofossil ooze with radiolarians,,,,369,U1514,A,5,H,4,A,,,,
369-U1514A-5H-5-A,0,150,42.66,44.16,,,,,sponge spicule rich,nannofossil ooze,with radiolarians,sponge spicule rich nannofossil ooze with radiolarians,,,10YR 6/4 (light yellowish brown),,,,structureless,,clay ,1,,,low,2,Color changes along the section from very pale brown to yellowish brown (10YR 7/4 to 10YR 5/4) and then to pale brown (10YR 6/3). 1x1 cm (lenght x height) very pale brown (10YR 8/4) planolites burrows with siliceous infill occur between 98-102 cm and 125-138 cm. Black color bands occur at 8 and 40 cm.,,,,,,,,,,sponge spicule rich nannofossil ooze,nannofossil ooze with radiolarians,,,,369,U1514,A,5,H,5,A,,,,
369-U1514A-5H-6-A,0,150,44.16,45.66,,,,,sponge spicule rich,nannofossil ooze,with radiolarians,sponge spicule rich nannofossil ooze with radiolarians,,,10YR 6/4 (light yellowish brown),,,,structureless,,clay ,1,,,low,2,"1x1 cm (lenght x height) very pale brown (10YR 8/4) planolites burrows with siliceous infill occur at 8-10 cm, 57-67 cm and 115-118 cm. Black color banding occur at 7-9 cm and 64-65 cm.",,,,,,,,,,sponge spicule rich nannofossil ooze,nannofossil ooze with radiolarians,,,,369,U1514,A,5,H,6,A,,,,
369-U1514A-5H-7-A,0,77,45.66,46.43,,,,,sponge spicule rich,nannofossil ooze,with radiolarians,sponge spicule rich nannofossil ooze with radiolarians,,,10YR 6/3 (pale brown),,,,structureless,,clay ,1,,,sparse,1,1x1 cm (lenght x height) very pale brown (10YR 8/4) planolites burrow with a siliceous infill occur throughout the section.,,,,,,,,,,sponge spicule rich nannofossil ooze,nannofossil ooze with radiolarians,,,,369,U1514,A,5,H,7,A,,,,
369-U1514A-5H-CC-A,0,26,46.43,46.69,,,,,sponge spicule rich,nannofossil ooze,with radiolarians,sponge spicule rich nannofossil ooze with radiolarians,,,10YR 6/3 (pale brown),,,,structureless,,clay ,1,,,sparse,1,,,,,,,,,,,sponge spicule rich nannofossil ooze,nannofossil ooze with radiolarians,,,,369,U1514,A,5,H,CC,A,,,,
369-U1514A-6H-1-A,0,150,46.1,47.6,,,,,sponge spicule rich,nannofossil ooze,with radiolarians,sponge spicule rich nannofossil ooze with radiolarians,,,10YR 5/4 (yellowish brown),,,,structureless,,clay ,1,,,sparse,1,"Planolites are present at 71 cm, 110 cm, and 143 cm.",,,,,,,,,,sponge spicule rich nannofossil ooze,nannofossil ooze with radiolarians,,,,369,U1514,A,6,H,1,A,,,,
369-U1514A-6H-2-A,0,44,47.6,48.04,,,,,sponge spicule rich,nannofossil ooze,with radiolarians,sponge spicule rich nannofossil ooze with radiolarians,,,10YR 7/3 (very pale brown),,,,structureless,,clay ,1,,,sparse,1,A planolites burrow infilled with pale brown siliceous material is present at 11 cm.,color boundary or contact,linear (L),sharp,,,,,,,sponge spicule rich nannofossil ooze,nannofossil ooze with radiolarians,,,,369,U1514,A,6,H,2,A,,,,
369-U1514A-6H-2-A,44,150,48.04,49.1,,,,,sponge spicule rich,nannofossil ooze,with radiolarians,sponge spicule rich nannofossil ooze with radiolarians,,,10YR 7/3 (very pale brown),,,,structureless,,clay ,1,,,low,2,"Planolites are present at 48 cm, 56-60 cm, 67-70 cm, and 98 cm. Black color banding is present at 88 cm. Color changes along the section, from brown (10YR 5/3) to very pale brown (10YR 7/3) to brown (10YR 5/3).",gradational boundary or contact,irregular,gradational,,,,,,,sponge spicule rich nannofossil ooze,nannofossil ooze with radiolarians,,,,369,U1514,A,6,H,2,A,,,,
369-U1514A-6H-3-A,0,96,49.1,50.06,,,,,sponge spicule rich,nannofossil ooze,with radiolarians,sponge spicule rich nannofossil ooze with radiolarians,,,10YR 7/3 (very pale brown),,,,structureless,,clay ,1,,,low,2,Planolites burrows are present at 12 cm and at 92 cm.,gradational boundary or contact,irregular,gradational,,,,,,,sponge spicule rich nannofossil ooze,nannofossil ooze with radiolarians,,,,369,U1514,A,6,H,3,A,,,,
