Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],MAJ Lith. Prefix,MAJ Lith. Principal name,Texture Rank [read only],MAJ Lith. prefix+name [read only],Lithification,Lithification rank [read only],MAJ Lith. color,MAJ Lith. ave. grain size ,Grain size rank [read only],Skeletal components MAJOR,Skeletal components MAJOR comment,Skeletal components INTERMEDIATE,Skeletal components INTERMEDIATE comment,Skeletal components MINOR,Skeletal components MINOR comment,Non-skeletal components,Non-skeletal components comment,Sedimentary structure,Diagenetic structure,Diagenetic structure comment,Layer or bedding thickness,Bioturbation intensity,Bioturbation intensity rank [read only],Bioturbation type,Bottom contact or boundary definition,Bottom contact or boundary attitude,General interval comment,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Extra Sample ID Data
359-U1471A-2H-4-A,72,150,9.82,10.6,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5Y 7/1 (light gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,shell fragment,,,,,,,,complete,6,,,,"Planktic foraminifera-rich PACKSTONE. Fine-grained. Planktic foraminifer are abundant. Benthic foraminifera, echinoid spines, mollusk fragments, otoliths and pteropods are common. Organic matter is present. Black infill in some foraminifera.",,,,359,U1471,A,2,H,4,A,
359-U1471A-2H-5-A,0,23,10.6,10.83,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5Y 7/1 (light gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,shell fragment,,,,,,,,complete,6,,,,"Planktic foraminifera-rich PACKSTONE. Fine-grained. Planktic foraminifer are abundant. Benthic foraminifera, echinoid spines, mollusk fragments, otoliths and pteropods are common. Organic matter is present. Black infill in some foraminifera.",,,,359,U1471,A,2,H,5,A,
359-U1471A-2H-5-A,23,24,10.83,10.84,planktic foraminifer rich,grainstone,4,planktic foraminifer rich grainstone,unlithified,1,2.5Y 7/1 (light gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,shell fragment,,,,,,,,complete,6,,,,"Planktic foraminifera-rich GRAINSTONE. Fine-grained. Planktic foraminifer are abundant. Benthic foraminifera, echinoid spines, mollusk fragments, otoliths and pteropods are common. Organic matter is present. Black infill in some foraminifera.",,,,359,U1471,A,2,H,5,A,
359-U1471A-2H-5-A,24,28,10.84,10.88,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5Y 7/1 (light gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,shell fragment,,,,,,,,complete,6,,,,"Planktic foraminifera-rich PACKSTONE. Fine-grained. Planktic foraminifer are abundant. Benthic foraminifera, echinoid spines, mollusk fragments, otoliths and pteropods are common. Organic matter is present. Black infill in some foraminifera.",,,,359,U1471,A,2,H,5,A,
359-U1471A-2H-5-A,28,30,10.88,10.9,planktic foraminifer rich,grainstone,4,planktic foraminifer rich grainstone,unlithified,1,2.5Y 7/1 (light gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,shell fragment,,,,,,,,complete,6,,,,"Planktic foraminifera-rich GRAINSTONE. Fine-grained. Planktic foraminifer are abundant. Benthic foraminifera, echinoid spines, mollusk fragments, otoliths and pteropods are common. Organic matter is present. Black infill in some foraminifera.",,,,359,U1471,A,2,H,5,A,
359-U1471A-2H-5-A,30,64,10.9,11.24,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5Y 7/1 (light gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,shell fragment,,,,,,,,complete,6,,,,"Planktic foraminifera-rich PACKSTONE. Fine-grained. Planktic foraminifer are abundant. Benthic foraminifera, echinoid spines, mollusk fragments, otoliths and pteropods are common. Organic matter is present. Black infill in some foraminifera.",,,,359,U1471,A,2,H,5,A,
359-U1471A-2H-5-A,64,72,11.24,11.32,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5Y 8/1 (white),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,shell fragment,,,,parallel lamination,,,,complete,6,,,,"Planktic foraminifera-rich PACKSTONE. Fine-grained. Planktic foraminifer are abundant. Benthic foraminifera, echinoid spines, mollusk fragments, otoliths and pteropods are common. Organic matter is present. Black infill in some foraminifera.",,,,359,U1471,A,2,H,5,A,
359-U1471A-2H-5-A,72,110,11.32,11.7,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5Y 7/1 (light gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,shell fragment,,,,parallel lamination,,,,complete,6,,,,"Planktic foraminifera-rich PACKSTONE. Fine-grained. Planktic foraminifer are abundant. Benthic foraminifera, echinoid spines, mollusk fragments, otoliths and pteropods are common. Organic matter is present. Black infill in some foraminifera.",,,,359,U1471,A,2,H,5,A,
359-U1471A-2H-CC-A,0,8,11.7,11.78,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5Y 4/2 (dark grayish brown),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,shell fragment,,,,,,,,complete,6,,,,"Planktic foraminifera-rich PACKSTONE. Fine- to medium-grained, grayish brown. Planktic foraminifer are abundant. Benthic foraminifera, echinoid spines, mollusk fragments, otoliths and pteropods are common. Organic matter is present. Black infill in some foraminifera.",,,,359,U1471,A,2,H,CC,A,
359-U1471A-3H-1-A,0,86,14.1,14.96,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,shell fragment,,pteropod,,,,,,,,complete,6,,,,"Planktic foraminifera-rich PACKSTONE. Fine- to medium-grained, grayish brown. Planktic foraminifer are abundant. Benthic foraminifera, echinoid spines, mollusk fragments, otoliths and pteropods are common. Organic matter is present. Black infill in some foraminifera.",,,,359,U1471,A,3,H,1,A,
359-U1471A-3H-1-A,86,150,14.96,15.6,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5Y 7/2 (light gray),very fine sand,3,foraminifera (planktic),,shell fragment,,pteropod,,,,,,,,complete,6,,,,"Planktic foraminifera-rich PACKSTONE. Fine- to medium-grained, grayish brown. Planktic foraminifer are abundant. Benthic foraminifera, echinoid spines, mollusk fragments, otoliths and pteropods are common. Organic matter is present. Black infill in some foraminifera.",,,,359,U1471,A,3,H,1,A,
359-U1471A-3H-2-A,0,150,15.6,17.1,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5Y 7/2 (light gray),very fine sand,3,foraminifera (planktic),,shell fragment,,pteropod,,,,,,,,complete,6,,gradational,horizontal,"Planktic foraminifera-rich PACKSTONE. Fine- to medium-grained, grayish brown. Planktic foraminifer are abundant. Benthic foraminifera, echinoid spines, mollusk fragments, otoliths and pteropods are common. Organic matter is present. Black infill in some foraminifera.",,,,359,U1471,A,3,H,2,A,
359-U1471A-3H-3-A,0,35,17.1,17.45,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,shell fragment,,pteropod,,,,,,,,complete,6,,gradational,horizontal,"Planktic foraminifera-rich mud-lean PACKSTONE. Fine- to medium-grained, grayish brown. Planktic foraminifer are abundant. Mollusk fragments and pteropods are common. Gastropods are present.",,,,359,U1471,A,3,H,3,A,
359-U1471A-3H-3-A,35,37,17.45,17.47,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5Y 6/2 (light brownish gray),medium sand,5,foraminifera (planktic),,shell fragment,,pteropod,,,,,,,,complete,6,,gradational,horizontal,"Planktic foraminifera-rich mud-lean PACKSTONE. Medium-grained, grayish brown. Planktic foraminifer are abundant. Mollusk fragments and pteropods are common. Gastropods are present.",,,,359,U1471,A,3,H,3,A,
359-U1471A-3H-3-A,37,77,17.47,17.87,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,shell fragment,,pteropod,,,,,,,,complete,6,,gradational,horizontal,"Planktic foraminifera-rich mud-lean PACKSTONE. Fine- to medium-grained, grayish brown. Planktic foraminifer are abundant. Mollusk fragments and pteropods are common. Gastropods are present.",,,,359,U1471,A,3,H,3,A,
359-U1471A-3H-3-A,77,114,17.87,18.24,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5Y 7/2 (light gray),very fine sand,3,foraminifera (planktic),,shell fragment,,pteropod,,,,,,,,complete,6,,gradational,horizontal,"Planktic foraminifera-rich mud-lean PACKSTONE. Fine- to medium-grained, grayish brown. Planktic foraminifer are abundant. Mollusk fragments and pteropods are common. Gastropods are present.",,,,359,U1471,A,3,H,3,A,
359-U1471A-3H-3-A,114,117,18.24,18.27,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5Y 7/2 (light gray),medium sand,5,foraminifera (planktic),,shell fragment,,pteropod,,,,,,,,complete,6,,gradational,horizontal,"Planktic foraminifera-rich mud-lean PACKSTONE. Medium-grained, grayish brown. Planktic foraminifer are abundant. Mollusk fragments and pteropods are common. Gastropods are present.",,,,359,U1471,A,3,H,3,A,
359-U1471A-3H-3-A,117,119,18.27,18.29,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5Y 7/2 (light gray),very fine sand,3,foraminifera (planktic),,shell fragment,,pteropod,,,,,,,,complete,6,,gradational,horizontal,"Planktic foraminifera-rich mud-lean PACKSTONE. Fine- to medium-grained, grayish brown. Planktic foraminifer are abundant. Mollusk fragments and pteropods are common. Gastropods are present.",,,,359,U1471,A,3,H,3,A,
359-U1471A-3H-3-A,119,123,18.29,18.33,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5Y 7/2 (light gray),medium sand,5,foraminifera (planktic),,shell fragment,,pteropod,,,,,,,,complete,6,,gradational,horizontal,"Planktic foraminifera-rich mud-lean PACKSTONE. Medium-grained, grayish brown. Planktic foraminifer are abundant. Mollusk fragments and pteropods are common. Gastropods are present.",,,,359,U1471,A,3,H,3,A,
359-U1471A-3H-3-A,123,150,18.33,18.6,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5Y 7/2 (light gray),very fine sand,3,foraminifera (planktic),,shell fragment,,pteropod,,,,,,,,complete,6,,gradational,horizontal,"Planktic foraminifera-rich mud-lean PACKSTONE. Fine- to medium-grained, grayish brown. Planktic foraminifer are abundant. Mollusk fragments and pteropods are common. Gastropods are present.",,,,359,U1471,A,3,H,3,A,
359-U1471A-3H-4-A,0,100,18.6,19.6,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5Y 4/2 (dark grayish brown),very fine sand,3,foraminifera (planktic),,shell fragment,,pteropod,,,,,,,,complete,6,,gradational,horizontal,"Planktic foraminifera-rich mud-lean PACKSTONE. Fine- to medium-grained, grayish brown. Planktic foraminifer are abundant. Mollusk fragments and pteropods are common. Gastropods and black grains are present.",,,,359,U1471,A,3,H,4,A,
359-U1471A-3H-4-A,100,145,19.6,20.05,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,shell fragment,,pteropod,,,,,,,,complete,6,,gradational,horizontal,"Planktic foraminifera-rich mud-lean PACKSTONE. Fine- to medium-grained, grayish brown. Planktic foraminifer are abundant. Mollusk fragments and pteropods are common. Gastropods are present.",,,,359,U1471,A,3,H,4,A,
359-U1471A-3H-5-A,0,150,20.1,21.6,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5Y 7/1 (light gray),very fine sand,3,foraminifera (planktic),,shell fragment,,pteropod,,,,,,,,complete,6,,gradational,horizontal,"Planktic foraminifera-rich mud-lean PACKSTONE. Fine- to medium-grained, grayish brown. Planktic foraminifer are abundant. Mollusk fragments and pteropods are common.",,,,359,U1471,A,3,H,5,A,
359-U1471A-3H-6-A,0,36,21.6,21.96,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,shell fragment,,pteropod,,,,,,,,complete,6,,gradational,horizontal,"Planktic foraminifera-rich mud-lean PACKSTONE. Fine- to medium-grained, grayish brown. Planktic foraminifer are abundant. Mollusk fragments and pteropods are common. Very thin interlayered grainstone.",,,,359,U1471,A,3,H,6,A,
359-U1471A-3H-6-A,36,100,21.96,22.6,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5Y 4/2 (dark grayish brown),medium sand,5,foraminifera (planktic),,shell fragment,,pteropod,,,,,,,,complete,6,,gradational,horizontal,"Planktic foraminifera-rich mud-lean PACKSTONE. Medium-grained, grayish brown. Planktic foraminifer are abundant. Mollusk fragments and pteropods are common.",,,,359,U1471,A,3,H,6,A,
359-U1471A-3H-7-A,0,40,22.6,23,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5Y 6/3 (light yellowish brown),medium sand,5,foraminifera (planktic),,shell fragment,,pteropod,,,,,,,,complete,6,,gradational,horizontal,"Planktic foraminifera-rich mud-lean PACKSTONE. Medium-grained, grayish brown. Planktic foraminifer are abundant. Mollusk fragments and pteropods and echinoderm fragments are present",,,,359,U1471,A,3,H,7,A,
359-U1471A-3H-7-A,40,66,23,23.26,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5Y 5/1 (gray),medium sand,5,foraminifera (planktic),,shell fragment,,pteropod,,,,,,,,complete,6,,gradational,horizontal,"Planktic foraminifera-rich mud-lean PACKSTONE. Medium-grained, grayish brown. Planktic foraminifer are abundant. Mollusk fragments and pteropods and echinoderm fragments are present.",,,,359,U1471,A,3,H,7,A,
359-U1471A-3H-CC-A,0,12,23.26,23.38,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5Y 6/3 (light yellowish brown),medium sand,5,foraminifera (planktic),,shell fragment,,pteropod,,,,,,,,complete,6,,,,"Planktic foraminifera-rich mud-lean PACKSTONE. Medium-grained, grayish brown. Planktic foraminifer are abundant. Mollusk fragments and pteropods and echinoderm fragments are present.",,,,359,U1471,A,3,H,CC,A,
359-U1471A-4H-1-A,0,76,23.6,24.36,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5Y 6/3 (light yellowish brown),fine sand,4,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,gradational,horizontal,"Unlithified planktic foraminifera-rich mud-lean PACKSTONE. Fine- to medium-grained. Planktic foraminifera are abundant. Benthic foraminifera are common. Otoliths, echinoid fragments and bivalve and gastropod fragments are present. Minor lithology: Unlithified fine-grained GRAINSTONE present in burrows. Remarks: Mottled (2,5Y 6/2) due to bioturbation.",,,,359,U1471,A,4,H,1,A,
359-U1471A-4H-1-A,76,150,24.36,25.1,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5Y 6/2 (light brownish gray),fine sand,4,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,gradational,horizontal,"Unlithified planktic foraminifera-rich mud-lean PACKSTONE. Fine- to medium-grained. Planktic foraminifera are abundant. Benthic foraminifera are common. Otoliths, echinoid fragments and bivalve and gastropod fragments are present. Minor lithology: Unlithified fine-grained GRAINSTONE present in burrows. Remarks: Mottled (2,5Y 6/2) due to bioturbation.",,,,359,U1471,A,4,H,1,A,
359-U1471A-4H-2-A,0,90,25.1,26,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5Y 7/2 (light gray),fine sand,4,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,gradational,horizontal,"Unlithified planktic foraminifera-rich mud-lean PACKSTONE. Fine- to medium-grained. Planktic foraminifera are abundant. Benthic foraminifera are common. Otoliths, echinoid fragments and bivalve and gastropod fragments are present. Minor lithology: Unlithified fine-grained GRAINSTONE present in burrows. Remarks: Mottled (2,5Y 7/1) due to bioturbation.",,,,359,U1471,A,4,H,2,A,
359-U1471A-4H-2-A,90,150,26,26.6,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5Y 7/1 (light gray),fine sand,4,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,gradational,horizontal,"Unlithified planktic foraminifera-rich mud-lean PACKSTONE. Fine-grained. Planktic foraminifera are abundant. Benthic foraminifera are common. Otoliths, echinoid fragments and bivalve and gastropod fragments are present. Minor lithology: Unlithified fine-grained GRAINSTONE present in burrows. Remarks: Mottled (2,5Y 7/1) due to bioturbation.",,,,359,U1471,A,4,H,2,A,
359-U1471A-4H-3-A,0,150,26.6,28.1,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5Y 7/1 (light gray),fine sand,4,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,gradational,horizontal,"Unlithified planktic foraminifera-rich mud-lean PACKSTONE. Fine-grained. Planktic foraminifera are abundant. Benthic foraminifera are common. Otoliths, echinoid fragments and bivalve and gastropod fragments are present. Minor lithology: Unlithified fine-grained GRAINSTONE present in burrows.",,,,359,U1471,A,4,H,3,A,
359-U1471A-4H-4-A,0,73,28.1,28.83,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5Y 6/1 (gray),fine sand,4,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,gradational,horizontal,"Unlithified planktic foraminifera-rich mud-lean PACKSTONE. Fine-grained. Planktic foraminifera are abundant. Benthic foraminifera are common. Otoliths, echinoid fragments and bivalve and gastropod fragments are present. Minor lithology: Unlithified fine-grained GRAINSTONE present in burrows.",,,,359,U1471,A,4,H,4,A,
359-U1471A-4H-4-A,73,80,28.83,28.9,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5Y 5/2 (grayish brown),fine sand,4,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,gradational,horizontal,"Unlithified planktic foraminifera-rich mud-lean PACKSTONE. Fine-grained. Planktic foraminifera are abundant. Benthic foraminifera are common. Otoliths, echinoid fragments and bivalve and gastropod fragments are present. Minor lithology: Unlithified fine-grained GRAINSTONE present in burrows.",,,,359,U1471,A,4,H,4,A,
359-U1471A-4H-4-A,80,113,28.9,29.23,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5Y 5/3 (light olive brown),fine sand,4,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,gradational,horizontal,"Unlithified planktic foraminifera-rich mud-lean PACKSTONE. Fine-grained. Planktic foraminifera are abundant. Benthic foraminifera are common. Otoliths, echinoid fragments and bivalve and gastropod fragments are present. Minor lithology: Unlithified fine-grained GRAINSTONE present in burrows.",,,,359,U1471,A,4,H,4,A,
359-U1471A-4H-4-A,113,117,29.23,29.27,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5Y 6/2 (light brownish gray),fine sand,4,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,gradational,horizontal,"Unlithified planktic foraminifera-rich mud-lean PACKSTONE. Fine-grained. Planktic foraminifera are abundant. Benthic foraminifera are common. Otoliths, echinoid fragments and bivalve and gastropod fragments are present. Minor lithology: Unlithified fine-grained GRAINSTONE present in burrows.",,,,359,U1471,A,4,H,4,A,
359-U1471A-4H-4-A,117,120,29.27,29.3,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5Y 4/1 (dark gray),fine sand,4,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,gradational,horizontal,"Unlithified planktic foraminifera-rich mud-lean PACKSTONE. Fine-grained. Planktic foraminifera are abundant. Benthic foraminifera are common. Otoliths, echinoid fragments and bivalve and gastropod fragments are present. Minor lithology: Unlithified fine-grained GRAINSTONE present in burrows.",,,,359,U1471,A,4,H,4,A,
359-U1471A-4H-4-A,120,127,29.3,29.37,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5Y 6/2 (light brownish gray),fine sand,4,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,gradational,horizontal,"Unlithified planktic foraminifera-rich mud-lean PACKSTONE. Fine-grained. Planktic foraminifera are abundant. Benthic foraminifera are common. Otoliths, echinoid fragments and bivalve and gastropod fragments are present. Minor lithology: Unlithified fine-grained GRAINSTONE present in burrows.",,,,359,U1471,A,4,H,4,A,
359-U1471A-4H-4-A,127,145,29.37,29.55,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5Y 8/1 (white),fine sand,4,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,gradational,horizontal,"Unlithified planktic foraminifera-rich mud-lean PACKSTONE. Fine-grained. Planktic foraminifera are abundant. Benthic foraminifera are common. Otoliths, echinoid fragments and bivalve and gastropod fragments are present. Minor lithology: Unlithified fine-grained GRAINSTONE present in burrows.",,,,359,U1471,A,4,H,4,A,
359-U1471A-4H-5-A,0,38,29.6,29.98,planktic foraminifer rich,packstone,3,planktic foraminifer rich packstone,unlithified,1,2.5Y 6/1 (gray),fine sand,4,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,"Unlithified planktic foraminifera-rich mud-lean PACKSTONE. Fine-grained. Planktic foraminifera are abundant. Benthic foraminifera are common. Otoliths, echinoid fragments and bivalve and gastropod fragments are present. Minor lithology: Unlithified fine-grained GRAINSTONE present in burrows.",,,,359,U1471,A,4,H,5,A,
