Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),MAJ Lith. Prefix,MAJ Lith. Principal name,MAJ Lith. Suffix,MAJ Lith. prefix+name+suffix [read only],TEPHRA type,Sediment structures,MAJ lith color (simple),MAJ Lith. color,MAJ Lith. abundance [%],MAJ Lith. ave. grain size ,MAJ Lith. ave. grain size rank [read only],MAJ Lith. max. grain size,MAJ Lith. max. grain size rank [read only],MAJ lithology comment,MIN Lith. Prefix,MIN Lith. Principal name,MIN Lith. Suffix,MIN Lith. prefix + name,MIN Lith. prefix+name+suffix,MIN Lith. name+suffix,MIN lith color (simple),MIN Lith. color,MIN Lith. abundance [%],MIN Lith. ave. grain size ,MIN Lith. ave. grain size rank,MIN Lith. max. grain size ,MIN Lith. max. grain size rank,MIN lithology comment,Lith. abundance sum [%],Bottom contact or boundary geometry,Bottom contact or boundary definition,Bottom contact or boundary attitude,Layer or bedding thickness,Grading,Amount of ash in lithology,Amount of ash in lithology rank [read only],Sedimentary structure comment,Bioturbation intensity,Bioturbation intensity rank [read only],Diagenetic structure,Macrofossil,General interval comment,Ship File Links,Shore File Links,File Data
355-U1456A-13H-3-A,65,71,112.62,112.68,,,nannofossil ooze,with clay,nannofossil ooze with clay,,,light green,GLEY 1 7/10Y (light greenish grey),,clay,1,clay,1,,,,,,,,,,,,,,,,,gradational,gradational,horizontal,thinly bedded,,,,,,,,,,,,
355-U1456A-13H-3-A,71,81,112.68,112.78,,nannofossil rich,clay,,nannofossil rich clay,,,dark green,GLEY 1 4/5G (dark greenish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,planar,sharp,horizontal,thinly bedded,,,,,,,,,,,,
355-U1456A-13H-3-A,81,99,112.78,112.96,,nannofossil rich,clay,,nannofossil rich clay,,,white,GLEY 1 6/5G (pale green),,clay,1,clay,1,,,,,,,,,,,,,,,,,gradational,gradational,horizontal,medium bedded,,,,,,,,,,,,
355-U1456A-13H-3-A,99,127,112.96,113.24,,nannofossil rich,sand,with clay,nannofossil rich sand with clay,,,dark green,GLEY 1 4/5G (dark greenish gray),,fine sand,4,fine sand,4,,,,,,,,,,,,,,,,,erosive,sharp,sub-horizontal,medium bedded,,,,,,,,,,,,
355-U1456A-13H-3-A,127,150,113.24,113.47,,clayey,nannofossil ooze,,clayey nannofossil ooze,,,light green,GLEY 1 7/10Y (light greenish grey),,clay,1,clay,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355-U1456A-13H-4-A,0,35,113.47,113.82,,nannofossil rich,clay,,nannofossil rich clay,,,light gray,GLEY 1 7/10Y (light greenish grey),,clay,1,clay,1,,,,,,,,,,,,,,,,,,,,,,,,,slight,2,,,,,,
355-U1456A-13H-4-A,35,41,113.82,113.88,,nannofossil rich,sand,with clay,nannofossil rich sand with clay,,,dark green,GLEY 1 4/5G (dark greenish gray),,silt,2,very fine sand,3,,,,,,,,,,,,,,,,,erosive,sharp,sub-horizontal,medium bedded,normally graded,,,,,,,,,,,
355-U1456A-13H-4-A,41,50,113.88,113.97,,nannofossil rich,clay,,nannofossil rich clay,,,light gray,GLEY 1 7/10Y (light greenish grey),,clay,1,clay,1,,,,,,,,,,,,,,,,,,,,,,,,,slight,2,,,,,,
355-U1456A-13H-4-A,50,53,113.97,114,,nannofossil rich,sand,with clay,nannofossil rich sand with clay,,,dark green,GLEY 1 4/5G (dark greenish gray),,silt,2,very fine sand,3,,,,,,,,,,,,,,,,,erosive,sharp,horizontal,thinly bedded,normally graded,,,,,,,,,,,
355-U1456A-13H-4-A,53,67,114,114.14,,nannofossil rich,clay,,nannofossil rich clay,,,light gray,GLEY 1 7/10Y (light greenish grey),,clay,1,clay,1,,,,,,,,,,,,,,,,,,,,,,,,,slight,2,,,,,,
355-U1456A-13H-4-A,67,77,114.14,114.24,,nannofossil rich,sand,with clay,nannofossil rich sand with clay,,,dark green,GLEY 1 4/5G (dark greenish gray),,silt,2,very fine sand,3,,,,,,,,,,,,,,,,,erosive,sharp,horizontal,medium bedded,normally graded,,,,,,,,,,,
355-U1456A-13H-4-A,77,94,114.24,114.41,,nannofossil rich,clay,,nannofossil rich clay,,,light gray,GLEY 1 7/10Y (light greenish grey),,clay,1,clay,1,,,,,,,,,,,,,,,,,,,,,,,,,slight,2,,,,,,
355-U1456A-13H-4-A,94,99,114.41,114.46,,nannofossil rich,sand,with clay,nannofossil rich sand with clay,,,dark green,GLEY 1 4/5G (dark greenish gray),,silt,2,very fine sand,3,,,,,,,,,,,,,,,,,erosive,sharp,horizontal,medium bedded,normally graded,,,,,,,,,,,
355-U1456A-13H-4-A,99,110,114.46,114.57,,nannofossil rich,clay,,nannofossil rich clay,,,light gray,GLEY 1 7/10Y (light greenish grey),,clay,1,clay,1,,,,,,,,,,,,,,,,,,,,,,,,,slight,2,,,,,,
355-U1456A-13H-4-A,110,115,114.57,114.62,,nannofossil rich,sand,with clay,nannofossil rich sand with clay,,,dark green,GLEY 1 4/5G (dark greenish gray),,silt,2,very fine sand,3,,,,,,,,,,,,,,,,,erosive,sharp,horizontal,thinly bedded,normally graded,,,,,,,,,,,
355-U1456A-13H-4-A,115,150,114.62,114.97,,nannofossil rich,clay,,nannofossil rich clay,,,light gray,GLEY 1 7/10Y (light greenish grey),,clay,1,clay,1,,,,,,,,,,,,,,,,,,,,,,,,,slight,2,,,,,,
355-U1456A-13H-5-A,0,12,114.97,115.09,,nannofossil rich,clay,,nannofossil rich clay,,,dark green,GLEY 1 3/5G (very dark greenish green),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355-U1456A-13H-5-A,12,13,115.09,115.1,,nannofossil rich,sand,with clay,nannofossil rich sand with clay,,,dark green,GLEY 1 3/5G (very dark greenish green),,silt,2,fine sand,4,,,,,,,,,,,,,,,,,erosive,sharp,horizontal,thinly bedded,,,,,,,,,,,,
355-U1456A-13H-5-A,13,24,115.1,115.21,,nannofossil rich,clay,,nannofossil rich clay,,,dark gray,GLEY 1 4/5G (dark greenish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,gradational,gradational,sub-horizontal,thinly bedded,normally graded,,,,,,,,,,,
355-U1456A-13H-5-A,24,25,115.21,115.22,,nannofossil rich,sand,with clay,nannofossil rich sand with clay,,,dark green,GLEY 1 3/5G (very dark greenish green),,silt,2,fine sand,4,,,,,,,,,,,,,,,,,erosive,sharp,horizontal,thinly laminated,normally graded,,,,,,,,,,,
355-U1456A-13H-5-A,25,43,115.22,115.4,,nannofossil rich,clay,,nannofossil rich clay,,,dark gray,GLEY 1 4/5G (dark greenish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,gradational,gradational,sub-horizontal,thinly bedded,normally graded,,,,,,,,,,,
355-U1456A-13H-5-A,43,47,115.4,115.44,,nannofossil rich,sand,with clay,nannofossil rich sand with clay,,,dark green,GLEY 1 3/5G (very dark greenish green),,silt,2,fine sand,4,,,,,,,,,,,,,,,,,erosive,scoured,horizontal,thinly bedded,normally graded,,,,,,,,,,,
355-U1456A-13H-5-A,47,94,115.44,115.91,,nannofossil rich,clay,,nannofossil rich clay,,,dark gray,GLEY 1 4/5G (dark greenish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,gradational,gradational,sub-horizontal,thinly bedded,normally graded,,,,,,,,,,,
355-U1456A-13H-5-A,94,96,115.91,115.93,,nannofossil rich,sand,with clay,nannofossil rich sand with clay,,,dark green,GLEY 1 3/5G (very dark greenish green),,silt,2,fine sand,4,,,,,,,,,,,,,,,,,erosive,sharp,horizontal,thinly laminated,normally graded,,,,,,,,,,,
355-U1456A-13H-5-A,96,124,115.93,116.21,,nannofossil rich,clay,,nannofossil rich clay,,,dark gray,GLEY 1 4/5G (dark greenish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,gradational,gradational,sub-horizontal,thinly bedded,normally graded,,,,,,,,,,,
355-U1456A-13H-5-A,124,132,116.21,116.29,,nannofossil rich,silt,with clay,nannofossil rich silt with clay,,,dark green,GLEY 1 3/5G (very dark greenish green),,silt,2,silt,2,,,,,,,,,,,,,,,,,erosive,sharp,sub-horizontal,medium bedded,,,,,,,,,,,,
355-U1456A-13H-5-A,132,141,116.29,116.38,,nannofossil rich,clay,,nannofossil rich clay,,,dark gray,GLEY 1 4/5G (dark greenish gray),,clay,1,clay,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355-U1456A-13H-6-A,0,17,116.47,116.64,,nannofossil rich,clay,,nannofossil rich clay,,,dark green,GLEY 1 4/5G (dark greenish gray),,clay,1,clay,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355-U1456A-13H-6-A,17,18,116.64,116.65,,nannofossil rich,sand,,nannofossil rich sand,,,dark green,GLEY 1 3/5G (very dark greenish green),,silt,2,fine sand,4,,,,,,,,,,,,,,,,,erosive,sharp,horizontal,thinly laminated,normally graded,,,,,,,,,,,
355-U1456A-13H-6-A,18,82,116.65,117.29,,,nannofossil ooze,with clay,nannofossil ooze with clay,,,light green,GLEY 1 7/10Y (light greenish grey),,clay,1,clay,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355-U1456A-13H-7-A,0,6,117.29,117.35,,,nannofossil ooze,with clay,nannofossil ooze with clay,,,light green,GLEY 1 7/10Y (light greenish grey),,clay,1,clay,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355-U1456A-13H-7-A,6,15,117.35,117.44,,silty,clay,with nannofossils,silty clay with nannofossils,,,light green,GLEY 1 7/10Y (light greenish grey),,silt,2,silt,2,,,,,,,,,,,,,,,,,gradational,gradational,horizontal,thinly bedded,,,,,,,,,,,,
355-U1456A-13H-7-A,15,72,117.44,118.01,,silty,nannofossil ooze,with clay,silty nannofossil ooze with clay,,,dark green,GLEY 1 4/5G (dark greenish gray),,silt,2,silt,2,,,,,,,,,,,,,,,,,erosive,sharp,horizontal,thinly bedded,normally graded,,,,,,,,,,,
355-U1456A-14H,0,206,118.5,120.56,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355-U1456A-14H,206,608,120.56,124.58,II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355-U1456A-14H-1-A,0,60,118.5,119.1,,,nannofossil ooze,with clay,nannofossil ooze with clay,,,light green,GLEY 1 7/10Y (light greenish grey),,clay,1,clay,1,,,,,,,,,,,,,,,,,gradational,gradational,horizontal,thickly bedded,,,,,,,,,,,,
355-U1456A-14H-1-A,60,61,119.1,119.11,,nannofossil rich,sand,with clay,nannofossil rich sand with clay,,,dark green,GLEY 1 4/5G (dark greenish gray),,silt,2,fine sand,4,,,,,,,,,,,,,,,,,irregular,wavy,horizontal,thinly bedded,,,,,,,,,,,,
355-U1456A-14H-1-A,61,126,119.11,119.76,,,nannofossil ooze,with clay,nannofossil ooze with clay,,,light green,GLEY 1 7/10Y (light greenish grey),,clay,1,clay,1,,,,,,,,,,,,,,,,,gradational,gradational,horizontal,thickly bedded,,,,,,,,,,,,
355-U1456A-14H-1-A,126,137,119.76,119.87,,,nannofossil ooze,,nannofossil ooze,,,white,GLEY 1 8/N (white gray),,clay,1,clay,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355-U1456A-14H-1-A,137,141,119.87,119.91,,nannofossil rich,sand,with clay,nannofossil rich sand with clay,,,dark green,GLEY 1 5/10Y (greenish gray),,silt,2,fine sand,4,,,,,,,,,,,,,,,,,gradational,gradational,horizontal,medium bedded,normally graded,,,,,,,,,,,
355-U1456A-14H-1-A,141,150,119.91,120,,,nannofossil ooze,,nannofossil ooze,,,white,GLEY 1 8/N (white gray),,clay,1,clay,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355-U1456A-14H-2-A,0,11,120,120.11,,,nannofossil ooze,,nannofossil ooze,,,white,GLEY 1 8/N (white gray),,clay,1,clay,1,,,,,,,,,,,,,,,,,gradational,gradational,horizontal,thickly bedded,,,,,slight,2,,,,,,
355-U1456A-14H-2-A,11,14,120.11,120.14,,nannofossil rich,sand,with clay,nannofossil rich sand with clay,,,dark green,GLEY 1 4/5G (dark greenish gray),,silt,2,fine sand,4,,,,,,,,,,,,,,,,,erosive,sharp,horizontal,thinly bedded,normally graded,,,,,,,,,,,
355-U1456A-14H-2-A,14,21,120.14,120.21,,nannofossil rich,clay,,nannofossil rich clay,,,light green,GLEY 1 7/10Y (light greenish grey),,clay,1,clay,1,,,,,,,,,,,,,,,,,erosive,sharp,horizontal,medium bedded,,,,,,,,,,,,
355-U1456A-14H-2-A,21,56,120.21,120.56,,,nannofossil ooze,,nannofossil ooze,,,white,GLEY 1 8/N (white gray),,clay,1,clay,1,,,,,,,,,,,,,,,,,gradational,gradational,horizontal,thickly bedded,,,,,slight,2,,,,,,
355-U1456A-14H-2-A,56,68,120.56,120.68,,nannofossil rich,clay,,nannofossil rich clay,,,light green,GLEY 1 7/10Y (light greenish grey),,clay,1,clay,1,,,,,,,,,,,,,,,,,gradational,gradational,horizontal,thickly bedded,,,,,,,,,,,,
355-U1456A-14H-2-A,68,72,120.68,120.72,,nannofossil rich,sand,,nannofossil rich sand,,,dark green,GLEY 1 4/5G (dark greenish gray),,silt,2,fine sand,4,,,,,,,,,,,,,,,,,erosive,sharp,horizontal,medium bedded,normally graded,,,,,,,,,,,
355-U1456A-14H-2-A,72,83,120.72,120.83,,nannofossil rich,clay,,nannofossil rich clay,,,light green,GLEY 1 7/10Y (light greenish grey),,clay,1,clay,1,,,,,,,,,,,,,,,,,gradational,gradational,horizontal,thickly bedded,,,,,,,,,,,,
355-U1456A-14H-2-A,83,88,120.83,120.88,,nannofossil rich,sand,,nannofossil rich sand,,,light green,GLEY 1 7/10Y (light greenish grey),,silt,2,fine sand,4,,,,,,,,,,,,,,,,,gradational,gradational,horizontal,medium bedded,,,,,,,,,,,,
355-U1456A-14H-2-A,88,95,120.88,120.95,,nannofossil rich,sand,,nannofossil rich sand,,,dark green,GLEY 1 4/5G (dark greenish gray),,silt,2,fine sand,4,,,,,,,,,,,,,,,,,erosive,sharp,horizontal,medium bedded,normally graded,,,,,,,,,,,
355-U1456A-14H-2-A,95,114,120.95,121.14,,nannofossil rich,clay,,nannofossil rich clay,,,light green,GLEY 1 7/10Y (light greenish grey),,clay,1,clay,1,,,,,,,,,,,,,,,,,gradational,gradational,horizontal,thickly bedded,,,,,,,,,,,,
355-U1456A-14H-2-A,114,136,121.14,121.36,,,nannofossil ooze,with clay,nannofossil ooze with clay,,,light green,GLEY 1 7/10Y (light greenish grey),,clay,1,silt,2,,,,,,,,,,,,,,,,,erosive,sharp,horizontal,medium bedded,normally graded,,,,,,,,,,,
355-U1456A-14H-2-A,136,142,121.36,121.42,,nannofossil rich,clay,,nannofossil rich clay,,,dark green,GLEY 1 4/5G (dark greenish gray),,clay,1,clay,1,,,,,,,,,,,,,,,,,erosive,sharp,horizontal,thinly bedded,normally graded,,,,,,,,,,,
355-U1456A-14H-2-A,142,144,121.42,121.44,,nannofossil rich,silt,,nannofossil rich silt,,,dark green,GLEY 1 4/5G (dark greenish gray),,silt,2,silt,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355-U1456A-14H-2-A,144,150,121.44,121.5,,nannofossil rich,clay,,nannofossil rich clay,,,dark green,GLEY 1 4/5G (dark greenish gray),,clay,1,clay,1,,,,,,,,,,,,,,,,,erosive,sharp,horizontal,thinly bedded,normally graded,,,,,,,,,,,
355-U1456A-14H-3-A,0,2,121.5,121.52,,nannofossil rich,clay,,nannofossil rich clay,,,dark green,GLEY 1 4/5G (dark greenish gray),,clay,1,clay,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355-U1456A-14H-3-A,2,3,121.52,121.53,,nannofossil rich,sand,,nannofossil rich sand,,,dark green,GLEY 1 4/N (dark gray),,silt,2,fine sand,4,,,,,,,,,,,,,,,,,erosive,sharp,horizontal,thinly bedded,normally graded,,,,,,,,,,,
355-U1456A-14H-3-A,3,140,121.53,122.9,,nannofossil rich,clay,,nannofossil rich clay,,,dark green,GLEY 1 4/5G (dark greenish gray),,clay,1,clay,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355-U1456A-14H-4-A,0,3,123,123.03,,nannofossil rich,clay,,nannofossil rich clay,,,dark green,GLEY 1 4/5G (dark greenish gray),,clay,1,clay,1,,,,,,,,,,,,,,,,,erosive,sharp,horizontal,thickly bedded,,,,,,,,,,,,
355-U1456A-14H-4-A,3,11,123.03,123.11,,,nannofossil ooze,with clay,nannofossil ooze with clay,,,light green,GLEY 1 7/10Y (light greenish grey),,clay,1,clay,1,,,,,,,,,,,,,,,,,gradational,gradational,horizontal,medium bedded,,,,,,,,,,,,
355-U1456A-14H-4-A,11,16,123.11,123.16,,nannofossil rich,clay,,nannofossil rich clay,,,dark green,GLEY 1 4/5G (dark greenish gray),,clay,1,clay,1,,,,,,,,,,,,,,,,,erosive,sharp,horizontal,thickly bedded,,,,,,,,,,,,
355-U1456A-14H-4-A,16,17,123.16,123.17,,nannofossil rich,sand,,nannofossil rich sand,,,dark green,GLEY 1 4/5G (dark greenish gray),,silt,2,fine sand,4,,,,,,,,,,,,,,,,,erosive,sharp,horizontal,thinly laminated,normally graded,,,,,,,,,,,
355-U1456A-14H-4-A,17,28,123.17,123.28,,,nannofossil ooze,with clay,nannofossil ooze with clay,,,light green,GLEY 1 7/10Y (light greenish grey),,clay,1,clay,1,,,,,,,,,,,,,,,,,gradational,gradational,horizontal,medium bedded,,,,,,,,,,,,
355-U1456A-14H-4-A,28,30,123.28,123.3,,nannofossil rich,sand,,nannofossil rich sand,,,dark green,GLEY 1 4/5G (dark greenish gray),,silt,2,fine sand,4,,,,,,,,,,,,,,,,,erosive,sharp,horizontal,thinly bedded,normally graded,,,,,,,,,,,
355-U1456A-14H-4-A,30,118,123.3,124.18,,nannofossil rich,clay,,nannofossil rich clay,,,dark green,GLEY 1 4/5G (dark greenish gray),,clay,1,clay,1,,,,,,,,,,,,,,,,,erosive,sharp,horizontal,thickly bedded,,,,,,,,,,,,
355-U1456A-14H-5-A,0,17,124.18,124.35,,nannofossil rich,clay,,nannofossil rich clay,,,dark green,GLEY 1 4/10Y (dark greenish gray),,clay,1,silt,2,,nannofossil rich,silt,,nannofossil rich silt,nannofossil rich silt,silt,,black,,silt,2,fine sand,4,,,planar,sharp,sub-horizontal,medium bedded,,,,,slight,2,,,,,,
355-U1456A-14H-5-A,17,35,124.35,124.53,,,nannofossil ooze,with clay,nannofossil ooze with clay,,,light green,GLEY 1 5/10Y (greenish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,,,,medium bedded,,,,,,,,,,,,
355-U1456A-15H,0,668,128,134.68,II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355-U1456A-15H-1-A,0,56,128,128.56,,nannofossil rich,clay,,nannofossil rich clay,,color banding,light green,GLEY 1 5/10Y (greenish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,planar,sharp,sub-horizontal,thickly bedded,,,,,,,,,,,,
355-U1456A-15H-1-A,56,65,128.56,128.65,,nannofossil rich,silt,,nannofossil rich silt,,,dark green,GLEY 1 4/10Y (dark greenish gray),,silt,2,fine sand,4,,,,,,,,,,,,,,,,,erosive,sharp,horizontal,thinly bedded,,,,,,,,,,,,
355-U1456A-15H-1-A,65,82,128.65,128.82,,nannofossil rich,clay,,nannofossil rich clay,,,light green,GLEY 1 5/10Y (greenish gray),60,clay,1,silt,2,,nannofossil rich,sand,,nannofossil rich sand,nannofossil rich sand,sand,black,GLEY 1 4/10Y (dark greenish gray),40,fine sand,4,medium sand,5,,100,gradational,sharp,sub-horizontal,medium bedded,normally graded,,,,,,,,,,,
355-U1456A-15H-1-A,82,108,128.82,129.08,,nannofossil rich,clay,,nannofossil rich clay,,,light green,GLEY 1 5/10Y (greenish gray),70,clay,1,silt,2,,nannofossil rich,sand,,nannofossil rich sand,nannofossil rich sand,sand,black,GLEY 1 4/10Y (dark greenish gray),30,fine sand,4,medium sand,5,,100,gradational,sharp,inclined,medium bedded,normally graded,,,,,,,,,,,
355-U1456A-15H-1-A,108,110,129.08,129.1,,nannofossil rich,clay,,nannofossil rich clay,,,light green,GLEY 1 5/10Y (greenish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,,,,very thinly bedded,,,,,,,,,,,,
355-U1456A-15H-2-A,0,4,129.1,129.14,,nannofossil rich,clay,,nannofossil rich clay,,,dark gray,GLEY 1 4/10Y (dark greenish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,erosive,wavy,horizontal,very thinly bedded,,,,,,,,,,,,
355-U1456A-15H-2-A,4,46,129.14,129.56,,nannofossil rich,clay,,nannofossil rich clay,,,dark gray,GLEY 1 4/10Y (dark greenish gray),90,clay,1,silt,2,,nannofossil rich,silt,,nannofossil rich silt,nannofossil rich silt,silt,dark gray,GLEY 1 4/10Y (dark greenish gray),10,silt,2,very fine sand,3,,100,erosive,wavy,horizontal,thickly bedded,normally graded,,,,,,,,,,,
355-U1456A-15H-2-A,46,55,129.56,129.65,,nannofossil rich,clay,,nannofossil rich clay,,,dark gray,GLEY 1 4/10Y (dark greenish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,erosive,sharp,horizontal,thinly bedded,,,,,,,,,,,,
355-U1456A-15H-2-A,55,91,129.65,130.01,,nannofossil rich,clay,,nannofossil rich clay,,,dark gray,GLEY 1 4/10Y (dark greenish gray),90,clay,1,silt,2,,nannofossil rich,silt,,nannofossil rich silt,nannofossil rich silt,silt,dark gray,GLEY 1 4/10Y (dark greenish gray),10,silt,2,very fine sand,3,,100,,,,thickly bedded,normally graded,,,,,,,,,,,
355-U1456A-15H-3-A,0,2,130.01,130.03,,nannofossil rich,silt,,nannofossil rich silt,,,dark gray,GLEY 1 3/N (very dark gray),,silt,2,fine sand,4,,,,,,,,,,,,,,,,,erosive,sharp,inclined,very thinly bedded,,,,,,,,,,,,
355-U1456A-15H-3-A,2,19,130.03,130.2,,nannofossil rich,clay,,nannofossil rich clay,,,light green,GLEY 1 5/10Y (greenish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,planar,sharp,sub-horizontal,medium bedded,,,,,slight,2,pyrite,,,,,
355-U1456A-15H-3-A,19,39,130.2,130.4,,,clay,with nannofossils,clay with nannofossils,,,brown,5YR 5/1 (gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,gradational,scoured,sub-horizontal,medium bedded,normally graded,,,,,,,,,,,
355-U1456A-15H-3-A,39,59,130.4,130.6,,nannofossil rich,clay,,nannofossil rich clay,,color banding,light green,GLEY 1 5/10Y (greenish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,bioturbated,bioturbated,horizontal,medium bedded,,,,,moderate,3,,,,,,
355-U1456A-15H-3-A,59,132,130.6,131.33,,,clay,with nannofossils,clay with nannofossils,,color banding,brown,5YR 5/1 (gray),90,clay,1,silt,2,,nannofossil rich,sand,,nannofossil rich sand,nannofossil rich sand,sand,black,10YR 4/1 (dark gray),10,fine sand,4,medium sand,5,,100,,,,thickly bedded,normally graded,,,,,,,,,,,
355-U1456A-15H-4-A,0,40,131.33,131.73,,nannofossil rich,clay,,nannofossil rich clay,,,brown,5YR 5/1 (gray),80,clay,1,silt,2,,nannofossil rich,silt,,nannofossil rich silt,nannofossil rich silt,silt,brown,5YR 5/1 (gray),20,silt,2,very fine sand,3,,100,bioturbated,bioturbated,horizontal,thickly bedded,normally graded,,,,,,,,,,,
355-U1456A-15H-4-A,40,58,131.73,131.91,,sandy,silt,,sandy silt,,,dark gray,10YR 4/1 (dark gray),,very fine sand,3,fine sand,4,,,,,,,,,,,,,,,,,erosive,sharp,horizontal,medium bedded,,,,,,,,,,,,
355-U1456A-15H-4-A,58,105,131.91,132.38,,nannofossil rich,clay,,nannofossil rich clay,,,brown,5YR 5/1 (gray),80,clay,1,silt,2,,nannofossil rich,silt,,nannofossil rich silt,nannofossil rich silt,silt,brown,5YR 5/1 (gray),20,silt,2,very fine sand,3,,100,bioturbated,bioturbated,horizontal,thickly bedded,normally graded,,,,,,,,,,,
355-U1456A-15H-4-A,105,122,132.38,132.55,,sandy,silt,,sandy silt,,,dark gray,10YR 4/1 (dark gray),,very fine sand,3,fine sand,4,,,,,,,,,,,,,,,,,erosive,sharp,horizontal,medium bedded,,,,,,,,,,,,
355-U1456A-15H-4-A,122,150,132.55,132.83,,nannofossil rich,clay,,nannofossil rich clay,,,brown,5YR 5/1 (gray),90,clay,1,silt,2,,nannofossil rich,silt,,nannofossil rich silt,nannofossil rich silt,silt,brown,5YR 5/1 (gray),10,silt,2,very fine sand,3,,100,,,,medium bedded,normally graded,,,,,,,,,,,
355-U1456A-15H-5-A,0,116,132.83,133.99,,,clay,with nannofossils,clay with nannofossils,,color banding,brown,5YR 5/1 (gray),80,clay,1,silt,2,,nannofossil rich,sand,,nannofossil rich sand,nannofossil rich sand,sand,brown,5YR 5/1 (gray),20,fine sand,4,medium sand,5,,100,erosive,scoured,sub-horizontal,very thickly bedded,normally graded,,,,slight,2,,,,,,
355-U1456A-15H-5-A,116,124,133.99,134.07,,sandy,silt,,sandy silt,,,brown,5YR 5/1 (gray),,fine sand,4,medium sand,5,,,,,,,,,,,,,,,,,,,,medium bedded,,,,,,,,,,,,
355-U1456A-15H-6-A,0,5,134.17,134.22,,sandy,silt,,sandy silt,,,brown,5YR 5/1 (gray),,very fine sand,3,fine sand,4,,,,,,,,,,,,,,,,,bioturbated,bioturbated,sub-horizontal,thinly bedded,,,,,,,,,,,,
355-U1456A-15H-6-A,5,15,134.22,134.32,,nannofossil rich,silt,,nannofossil rich silt,,,brown,5YR 5/1 (gray),,silt,2,very fine sand,3,,,,,,,,,,,,,,,,,erosive,sharp,horizontal,medium bedded,normally graded,,,,slight,2,,,,,,
355-U1456A-15H-6-A,15,33,134.32,134.5,,sandy,silt,,sandy silt,,,black,10YR 2/1 (black),,very fine sand,3,fine sand,4,,,,,,,,,,,,,,,,,erosive,wavy,sub-horizontal,medium bedded,,,,,,,,,,,,
355-U1456A-15H-6-A,33,46,134.5,134.63,,nannofossil rich,clay,,nannofossil rich clay,,,brown,5YR 5/1 (gray),50,clay,1,silt,2,,nannofossil rich,silt,,nannofossil rich silt,nannofossil rich silt,silt,brown,5YR 5/1 (gray),50,silt,2,very fine sand,3,,100,,,,medium bedded,normally graded,,,,,,,,,,,
355-U1456A-16H,0,5,134.6,134.65,II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355-U1456A-17F,0,463,139.3,143.93,II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355-U1456A-17F-1-A,0,137,139.3,140.67,,,sand,,sand,,,dark gray,GLEY 1 4/N (dark gray),,fine sand,4,medium sand,5,,,,,,,,,,,,,,,,,,,,very thickly bedded,,,,,,,,,,,,
355-U1456A-17F-2-A,0,135,140.67,142.02,,,sand,,sand,,,dark gray,GLEY 1 4/N (dark gray),,fine sand,4,medium sand,5,,,,,,,,,,,,,,,,,,,,very thickly bedded,,,,,,,,,,,,
355-U1456A-17F-3-A,0,91,142.02,142.93,,,sand,,sand,,,dark gray,GLEY 1 4/N (dark gray),,fine sand,4,medium sand,5,,,,,,,,,,,,,,,,,,,,very thickly bedded,,,,,,,,,,,,
355-U1456A-17F-4-A,0,3,143.02,143.05,,silty,sand,,silty sand,,,light gray,GLEY 1 4/N (dark gray),,silt,2,fine sand,4,,,,,,,,,,,,,,,,,,,,very thinly bedded,,,,,,,,,,,,
