Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Prefix,Lithology Principal Name,MAJ Lith. prefix+name [read only],Sediment structures,MAJ Lith. color,Bioturbation intensity,Clast abundance,Macrofossil,MAJ Lith. ave. grain size ,Diagenetic constituent,Diagenetic constituent composition,General interval comment,MIN Lith. color,MIN Lith. abundance [%],MIN Lith. ave. grain size ,MIN Lith. ave. grain size rank,MIN Lith. max. grain size ,MIN Lith. max. grain size rank,Lith. abundance sum [%],Bottom contact or boundary type,Bottom contact geometry,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W
363-U1486B-20H-4-A,0,17,181.5,181.67,ash-rich [X363],clay [Leg210],ash-rich clay,,10Y 3/1 (very dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,20,H,4,A
363-U1486B-20H-4-A,17,107,181.67,182.57,ash-bearing nannofossil-bearing [X363],clay [Leg210],ash-bearing nannofossil-bearing clay,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,20,H,4,A
363-U1486B-20H-4-A,107,127,182.57,182.77,,ash(tuff) [MMK88m],ash(tuff),,N 3 (very dark gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,20,H,4,A
363-U1486B-20H-4-A,127,134,182.77,182.84,ash-bearing nannofossil-bearing [X363],clay [Leg210],ash-bearing nannofossil-bearing clay,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,20,H,4,A
363-U1486B-20H-4-A,134,150,182.84,183.0,,ash(tuff) [MMK88m],ash(tuff),,N 3 (very dark gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,20,H,4,A
363-U1486B-20H-5-A,0,8,183.0,183.08,ash-bearing nannofossil-bearing [X363],clay [Leg210],ash-bearing nannofossil-bearing clay,,5Y 5/2 (olive gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,20,H,5,A
363-U1486B-20H-5-A,8,18,183.08,183.18,,ash(tuff) [MMK88m],ash(tuff),,N 3 (very dark gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,20,H,5,A
363-U1486B-20H-5-A,18,150,183.18,184.5,ash-bearing nannofossil-bearing [X363],clay [Leg210],ash-bearing nannofossil-bearing clay,,5Y 5/2 (olive gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,20,H,5,A
363-U1486B-20H-6-A,0,47,184.5,184.97,ash-bearing nannofossil-bearing [X363],clay [Leg210],ash-bearing nannofossil-bearing clay,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,20,H,6,A
363-U1486B-20H-6-A,47,63,184.97,185.13,ash-rich [X363],clay [Leg210],ash-rich clay,,10Y 3/1 (very dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,20,H,6,A
363-U1486B-20H-6-A,63,74,185.13,185.24,,ash(tuff) [MMK88m],ash(tuff),,N 3 (very dark gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,20,H,6,A
363-U1486B-20H-6-A,74,96,185.24,185.46,ash-rich [X363],clay [Leg210],ash-rich clay,,10Y 3/1 (very dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,20,H,6,A
363-U1486B-20H-6-A,96,105,185.46,185.55,,ash(tuff) [MMK88m],ash(tuff),,N 3 (very dark gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,20,H,6,A
363-U1486B-20H-6-A,105,118,185.55,185.68,ash-rich [X363],clay [Leg210],ash-rich clay,,10Y 3/1 (very dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,20,H,6,A
363-U1486B-20H-6-A,118,140,185.68,185.9,ash-bearing nannofossil-bearing [X363],clay [Leg210],ash-bearing nannofossil-bearing clay,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,20,H,6,A
363-U1486B-20H-7-A,0,42,186.0,186.42,,ash(tuff) [MMK88m],ash(tuff),,N 3 (very dark gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,20,H,7,A
363-U1486B-20H-7-A,42,74,186.42,186.74,ash-bearing nannofossil-bearing [X363],clay [Leg210],ash-bearing nannofossil-bearing clay,,5Y 5/2 (olive gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,20,H,7,A
363-U1486B-20H-CC-A,0,21,186.74,186.95,ash-bearing nannofossil-bearing [X363],clay [Leg210],ash-bearing nannofossil-bearing clay,,5Y 5/2 (olive gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,20,H,CC,A
363-U1486B-21H-1-A,0,150,186.5,188.0,ash-bearing nannofossil-bearing [X363],clay [Leg210],ash-bearing nannofossil-bearing clay,,10Y 5/1 (greenish gray),moderate [DB86],,,,,,"Dark layers at 41, 50, 69, 81, 108, 145 cm.",,,,,,,,,,,,,363,U1486,B,21,H,1,A
363-U1486B-21H-2-A,0,48,188.0,188.48,ash-bearing nannofossil-bearing [X363],clay [Leg210],ash-bearing nannofossil-bearing clay,,10Y 5/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,21,H,2,A
363-U1486B-21H-2-A,48,68,188.48,188.68,ash-rich [X363],clay [Leg210],ash-rich clay,,10Y 3/1 (very dark greenish gray),moderate [DB86],,,,,,"Dark Layers at 10, 29, 35, 68, 100, 113 cm",,,,,,,,,,,,,363,U1486,B,21,H,2,A
363-U1486B-21H-2-A,68,100,188.68,189.0,ash-rich [X363],clay [Leg210],ash-rich clay,,2.5Y 4/1 (dark gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,21,H,2,A
363-U1486B-21H-2-A,100,150,189.0,189.5,ash-bearing nannofossil-bearing [X363],clay [Leg210],ash-bearing nannofossil-bearing clay,,5Y 5/2 (olive gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,21,H,2,A
363-U1486B-21H-3-A,0,63,189.5,190.13,ash-bearing nannofossil-bearing [X363],clay [Leg210],ash-bearing nannofossil-bearing clay,,5Y 5/2 (olive gray),moderate [DB86],,,,,,"20-25cm there are pumice pebbles. Dark layers at 65, 84, 103, 131 cm.",,,,,,,,,,,,,363,U1486,B,21,H,3,A
363-U1486B-21H-3-A,63,150,190.13,191.0,ash-bearing nannofossil-bearing [X363],clay [Leg210],ash-bearing nannofossil-bearing clay,,10Y 5/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,21,H,3,A
363-U1486B-21H-4-A,0,150,191.0,192.5,ash-bearing nannofossil-bearing [X363],clay [Leg210],ash-bearing nannofossil-bearing clay,,10Y 5/1 (greenish gray),moderate [DB86],,,,,,"Dark layers at 4, 29. 60, 93, and 124 cm.",,,,,,,,,,,,,363,U1486,B,21,H,4,A
363-U1486B-21H-5-A,0,41,192.5,192.91,ash-rich [X363],clay [Leg210],ash-rich clay,,2.5Y 3/1 (very dark gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,21,H,5,A
363-U1486B-21H-5-A,41,96,192.91,193.46,ash-bearing nannofossil-bearing [X363],clay [Leg210],ash-bearing nannofossil-bearing clay,,5Y 5/2 (olive gray),moderate [DB86],,,,,,"Dark layers at 41, and 116 cm.",,,,,,,,,,,,,363,U1486,B,21,H,5,A
363-U1486B-21H-5-A,96,116,193.46,193.66,,ash(tuff) [MMK88m],ash(tuff),,2.5YR 2.5/1 (reddish black),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,21,H,5,A
363-U1486B-21H-5-A,116,140,193.66,193.9,ash-bearing nannofossil-bearing [X363],clay [Leg210],ash-bearing nannofossil-bearing clay,,10Y 5/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,21,H,5,A
363-U1486B-21H-5-A,140,150,193.9,194.0,,ash(tuff) [MMK88m],ash(tuff),,2.5YR 2.5/1 (reddish black),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,21,H,5,A
363-U1486B-21H-6-A,0,31,194.0,194.31,,ash(tuff) [MMK88m],ash(tuff),,2.5YR 2.5/1 (reddish black),slight [DB86],,,,,,"Dark layers at 50, 68, 90, and 110 cm.",,,,,,,,,,,,,363,U1486,B,21,H,6,A
363-U1486B-21H-6-A,31,79,194.31,194.79,ash-bearing nannofossil-bearing [X363],clay [Leg210],ash-bearing nannofossil-bearing clay,,10Y 5/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,21,H,6,A
363-U1486B-21H-6-A,79,110,194.79,195.1,ash-bearing nannofossil-bearing [X363],clay [Leg210],ash-bearing nannofossil-bearing clay,,5Y 5/2 (olive gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,21,H,6,A
363-U1486B-21H-7-A,0,62,195.2,195.82,ash-bearing nannofossil-bearing [X363],clay [Leg210],ash-bearing nannofossil-bearing clay,,5Y 5/2 (olive gray),moderate [DB86],,,,,,Dark layers at 28 and 52 cm.,,,,,,,,,,,,,363,U1486,B,21,H,7,A
363-U1486B-21H-CC-A,0,20,195.82,196.02,ash-bearing nannofossil-bearing [X363],clay [Leg210],ash-bearing nannofossil-bearing clay,,5Y 5/2 (olive gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,21,H,CC,A
363-U1486B-22H-1-A,0,61,196.0,196.61,,ash(tuff) [MMK88m],ash(tuff),,N 4 (dark gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,22,H,1,A
363-U1486B-22H-1-A,61,86,196.61,196.86,,ash(tuff) [MMK88m],ash(tuff),,N 3 (very dark gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,22,H,1,A
363-U1486B-22H-1-A,86,128,196.86,197.28,ash-rich [X363],nannofossil clay [X363],ash-rich nannofossil clay,,5Y 3/1 (very dark gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,22,H,1,A
363-U1486B-22H-1-A,128,136,197.28,197.36,,ash(tuff) [MMK88m],ash(tuff),,N 3 (very dark gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,22,H,1,A
363-U1486B-22H-1-A,136,150,197.36,197.5,,ash(tuff) [MMK88m],ash(tuff),,N 4 (dark gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,22,H,1,A
363-U1486B-22H-2-A,0,28,197.5,197.78,,ash(tuff) [MMK88m],ash(tuff),,N 4 (dark gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,22,H,2,A
363-U1486B-22H-2-A,28,44,197.78,197.94,ash-rich [X363],nannofossil clay [X363],ash-rich nannofossil clay,,5Y 3/1 (very dark gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,22,H,2,A
363-U1486B-22H-2-A,44,128,197.94,198.78,ash-bearing foraminifer-rich [X363],nannofossil clay [X363],ash-bearing foraminifer-rich nannofossil clay,,10Y 5/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,22,H,2,A
363-U1486B-22H-2-A,128,138,198.78,198.88,,ash(tuff) [MMK88m],ash(tuff),,N 4 (dark gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,22,H,2,A
363-U1486B-22H-2-A,138,150,198.88,199.0,ash-bearing foraminifer-rich [X363],nannofossil clay [X363],ash-bearing foraminifer-rich nannofossil clay,,10Y 5/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,22,H,2,A
363-U1486B-22H-3-A,0,8,199.0,199.08,ash-bearing foraminifer-rich [X363],nannofossil clay [X363],ash-bearing foraminifer-rich nannofossil clay,,10Y 5/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,22,H,3,A
363-U1486B-22H-3-A,8,18,199.08,199.18,,ash(tuff) [MMK88m],ash(tuff),,N 4 (dark gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,22,H,3,A
363-U1486B-22H-3-A,18,59,199.18,199.59,ash-bearing foraminifer-rich [X363],nannofossil clay [X363],ash-bearing foraminifer-rich nannofossil clay,,10Y 5/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,22,H,3,A
363-U1486B-22H-3-A,59,67,199.59,199.67,,ash(tuff) [MMK88m],ash(tuff),,N 4 (dark gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,22,H,3,A
363-U1486B-22H-3-A,67,97,199.67,199.97,ash-bearing foraminifer-rich [X363],nannofossil clay [X363],ash-bearing foraminifer-rich nannofossil clay,,10Y 5/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,22,H,3,A
363-U1486B-22H-3-A,97,150,199.97,200.5,,ash(tuff) [MMK88m],ash(tuff),,N 4 (dark gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,22,H,3,A
363-U1486B-22H-4-A,0,16,200.5,200.66,,ash(tuff) [MMK88m],ash(tuff),,N 4 (dark gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,22,H,4,A
363-U1486B-22H-4-A,16,35,200.66,200.85,ash-bearing foraminifer-rich [X363],nannofossil clay [X363],ash-bearing foraminifer-rich nannofossil clay,,10Y 5/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,22,H,4,A
363-U1486B-22H-4-A,35,60,200.85,201.1,ash-rich [X363],nannofossil clay [X363],ash-rich nannofossil clay,,5Y 3/1 (very dark gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,22,H,4,A
363-U1486B-22H-4-A,60,71,201.1,201.21,ash-rich [X363],nannofossil clay [X363],ash-rich nannofossil clay,,5Y 4/1 (dark gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,22,H,4,A
363-U1486B-22H-4-A,71,80,201.21,201.3,,ash(tuff) [MMK88m],ash(tuff),,N 4 (dark gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,22,H,4,A
363-U1486B-22H-4-A,80,90,201.3,201.4,,ash(tuff) [MMK88m],ash(tuff),,N 4 (dark gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,22,H,4,A
363-U1486B-22H-4-A,90,93,201.4,201.43,,ash(tuff) [MMK88m],ash(tuff),,N 3 (very dark gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,22,H,4,A
363-U1486B-22H-4-A,93,144,201.43,201.94,,ash(tuff) [MMK88m],ash(tuff),,N 4 (dark gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,22,H,4,A
363-U1486B-22H-4-A,144,150,201.94,202.0,ash-bearing foraminifer-rich [X363],nannofossil clay [X363],ash-bearing foraminifer-rich nannofossil clay,,10Y 5/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,22,H,4,A
363-U1486B-22H-5-A,0,45,202.0,202.45,ash-bearing foraminifer-rich [X363],nannofossil clay [X363],ash-bearing foraminifer-rich nannofossil clay,,10Y 5/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,22,H,5,A
363-U1486B-22H-5-A,45,66,202.45,202.66,ash-rich [X363],nannofossil clay [X363],ash-rich nannofossil clay,,5Y 3/1 (very dark gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,22,H,5,A
363-U1486B-22H-5-A,66,123,202.66,203.23,ash-bearing foraminifer-rich [X363],nannofossil clay [X363],ash-bearing foraminifer-rich nannofossil clay,,10Y 5/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,22,H,5,A
363-U1486B-22H-5-A,123,150,203.23,203.5,,ash(tuff) [MMK88m],ash(tuff),,N 4 (dark gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,22,H,5,A
363-U1486B-22H-6-A,0,5,203.5,203.55,,ash(tuff) [MMK88m],ash(tuff),,N 4 (dark gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,22,H,6,A
363-U1486B-22H-6-A,5,35,203.55,203.85,ash-bearing foraminifer-rich [X363],nannofossil clay [X363],ash-bearing foraminifer-rich nannofossil clay,,10Y 5/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,22,H,6,A
363-U1486B-22H-6-A,35,59,203.85,204.09,,ash(tuff) [MMK88m],ash(tuff),,N 3 (very dark gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,22,H,6,A
363-U1486B-22H-6-A,59,71,204.09,204.21,ash-bearing foraminifer-rich [X363],nannofossil clay [X363],ash-bearing foraminifer-rich nannofossil clay,,10Y 5/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,22,H,6,A
363-U1486B-22H-6-A,71,78,204.21,204.28,,ash(tuff) [MMK88m],ash(tuff),,N 3 (very dark gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,22,H,6,A
363-U1486B-22H-6-A,78,112,204.28,204.62,ash-bearing foraminifer-rich [X363],nannofossil clay [X363],ash-bearing foraminifer-rich nannofossil clay,,10Y 5/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,22,H,6,A
363-U1486B-22H-7-A,0,13,204.72,204.85,ash-bearing foraminifer-rich [X363],nannofossil clay [X363],ash-bearing foraminifer-rich nannofossil clay,,10Y 5/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,22,H,7,A
363-U1486B-22H-7-A,13,25,204.85,204.97,,ash(tuff) [MMK88m],ash(tuff),,N 3 (very dark gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,22,H,7,A
363-U1486B-22H-7-A,25,52,204.97,205.24,ash-bearing foraminifer-rich [X363],nannofossil clay [X363],ash-bearing foraminifer-rich nannofossil clay,,10Y 5/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,22,H,7,A
363-U1486B-22H-7-A,52,63,205.24,205.35,,ash(tuff) [MMK88m],ash(tuff),,N 4 (dark gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,22,H,7,A
363-U1486B-22H-7-A,63,80,205.35,205.52,,ash(tuff) [MMK88m],ash(tuff),,N 3 (very dark gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,22,H,7,A
363-U1486B-22H-CC-A,0,10,205.52,205.62,,ash(tuff) [MMK88m],ash(tuff),,N 3 (very dark gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,22,H,CC,A
363-U1486B-22H-CC-A,10,21,205.62,205.73,ash-bearing foraminifer-rich [X363],nannofossil clay [X363],ash-bearing foraminifer-rich nannofossil clay,,10Y 5/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,22,H,CC,A
363-U1486B-23H-1-A,0,75,205.5,206.25,nannofossil-bearing foraminifer-rich [X363],ashy clay [X363],nannofossil-bearing foraminifer-rich ashy clay,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,23,H,1,A
363-U1486B-23H-1-A,75,150,206.25,207.0,nannofossil-bearing foraminifer-rich [X363],ashy clay [X363],nannofossil-bearing foraminifer-rich ashy clay,,10Y 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,23,H,1,A
363-U1486B-23H-2-A,0,39,207.0,207.39,,ash(tuff) [MMK88m],ash(tuff),,5YR 2.5/1 (black),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,23,H,2,A
363-U1486B-23H-2-A,39,150,207.39,208.5,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,5YR 5/2 (reddish gray),moderate [DB86],,,,mineral,zeolite,,,,,,,,,,,,,,363,U1486,B,23,H,2,A
363-U1486B-23H-3-A,0,141,208.5,209.91,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,5YR 5/2 (reddish gray),moderate [DB86],,,,mineral,zeolite,,,,,,,,,,,,,,363,U1486,B,23,H,3,A
363-U1486B-23H-4-A,0,85,210.01,210.86,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,5YR 5/2 (reddish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,23,H,4,A
363-U1486B-23H-4-A,85,108,210.86,211.09,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,5Y 7/1 (light gray),moderate [DB86],,,,mineral,zeolite,,,,,,,,,,,,,,363,U1486,B,23,H,4,A
