Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Drilling disturbance intensity,Drilling disturbance intensity rank,MAJ Lith. Principal name,MAJ Lith. abundance [%],MAJ Lith. max. grain size,MAJ Lith. max. grain size rank,MIN Lith. Principal name,MIN Lith. abundance [%],MIN Lith. max. grain size ,MIN Lith. max. grain size rank,Lith. abundance sum [%],Lith. comment,Clast percentage [%],Clast 1 igneous - pumiceous [%],Clast 1 igneous - pumiceous grain size,Clast 2 igneous - scoriaceous [%],Clast 2 igneous - scoriaceous grain size,Clast 3 igneous - massive [%],Clast 3 igneous - massive grain size,Clast 4 igneous - vesicular [%],Clast 4 igneous - vesicular grain size,Clast 5 volcaniclastic [%],Clast 5 volcaniclastic grain size,Clast 6 sediment [%],Clast 6 sediment grain size,Clast 7 -other lithology [%],Clast 7 -other lithology grain size,Clast lith. abund. sum [%],Clast lithology comment,Clast roundness,Matrix 1 igneous - pumiceous [%],Matrix 2 igneous - scoriaceous [%],Matrix 3 igneous - massive [%],Matrix 4 igneous - vesicular [%],Matrix 5 volcaniclastic [%],Matrix 6 sediment [%],Matrix 7 -other lithology [%],Matrix biogenic carbonate [%],Matrix detritical carbonate [%],Matrix carbonate [%],Matrix abund. sum [%],Matrix sorting,Matrix alteration intensity,Matrix alteration rank,Ship File Links,Shore File Links,Deformational structure strike [deg],Deformational structure dip [deg],Deformational structure comment,Groundmass modal percentage [%],Groundmass modal grain size [mm],Groundmass comments,File Data
340-U1401D-1H-1-A,340,U1401,D,1,1-1,H,1,A,66,75,0.66,0.75,slight [drilling disturbance],2,carbonate ooze [Leg178],85,silt-fine mud [T07],2,volcaniclastic-sand [BGS-S81],15,medium sand [T07],6,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,20,0,0,80,,poor [BP01],absent [alteration],0,,,,,,,,,
340-U1401D-1H-1-A,340,U1401,D,1,1-1,H,1,A,75,78,0.75,0.78,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,72,3,5,0,20,0,0,0,0,0,,well [BP01],absent [alteration],0,,,,,,,,,
340-U1401D-1H-1-A,340,U1401,D,1,1-1,H,1,A,78,80,0.78,0.8,slight [drilling disturbance],2,volcaniclastic-mud [BGS-S81],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,72,3,5,0,20,0,0,0,0,0,,well [BP01],absent [alteration],0,,,,,,,,,
340-U1401D-1H-1-A,340,U1401,D,1,1-1,H,1,A,80,92,0.8,0.92,slight [drilling disturbance],2,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,20,0,0,80,,poor [BP01],absent [alteration],0,,,,,,,,,
340-U1401D-1H-1-A,340,U1401,D,1,1-1,H,1,A,92,102,0.92,1.02,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,63,2,5,0,30,0,0,0,0,0,,well [BP01],absent [alteration],0,,,,,,,,,
340-U1401D-1H-1-A,340,U1401,D,1,1-1,H,1,A,102,125,1.02,1.25,slight [drilling disturbance],2,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,20,0,0,80,,poor [BP01],absent [alteration],0,,,,,,,,,
340-U1401D-1H-1-A,340,U1401,D,1,1-1,H,1,A,125,135,1.25,1.35,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,coarse sand [T07],7,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,21,3,5,0,70,0,0,0,1,0,,well [BP01],absent [alteration],0,,,,,,,,,
340-U1401D-1H-1-A,340,U1401,D,1,1-1,H,1,A,135,139,1.35,1.39,slight [drilling disturbance],2,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,20,0,0,80,,poor [BP01],absent [alteration],0,,,,,,,,,
340-U1401D-1H-1-A,340,U1401,D,1,1-1,H,1,A,139,143,1.39,1.43,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,3,1,15,30,50,0,0,0,1,0,,well [BP01],absent [alteration],0,,,,,,,,,
340-U1401D-1H-2-A,340,U1401,D,1,1-2,H,2,A,0,3,1.43,1.46,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,3,1,15,30,50,0,0,0,1,0,,well [BP01],absent [alteration],0,,,,,,,,,
340-U1401D-1H-2-A,340,U1401,D,1,1-2,H,2,A,3,7,1.46,1.5,slight [drilling disturbance],2,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,20,0,0,80,,poor [BP01],rare [alteration],2,,,,,,,,,
340-U1401D-1H-2-A,340,U1401,D,1,1-2,H,2,A,7,8,1.5,1.51,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,fine sand [T07],4,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,3,1,15,30,50,0,0,0,1,0,,well [BP01],absent [alteration],0,,,,,,,,,
340-U1401D-1H-2-A,340,U1401,D,1,1-2,H,2,A,8,20,1.51,1.63,slight [drilling disturbance],2,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,20,0,0,80,,poor [BP01],rare [alteration],2,,,,,,,,,
340-U1401D-1H-2-A,340,U1401,D,1,1-2,H,2,A,20,71,1.63,2.14,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,,10,0,,0,,0,,0,,0,,100,cobble [T07],0,,,,angular,3,1,15,30,50,0,0,0,1,0,,well [BP01],absent [alteration],0,,,,,,,,,
340-U1401D-1H-2-A,340,U1401,D,1,1-2,H,2,A,71,78,2.14,2.21,slight [drilling disturbance],2,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,20,0,0,80,,poor [BP01],rare [alteration],2,,,,,,,,,
340-U1401D-1H-2-A,340,U1401,D,1,1-2,H,2,A,78,85.5,2.21,2.285,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,2,0,15,17,65,0,0,1,0,0,,well [BP01],absent [alteration],0,,,,,,,,,
340-U1401D-1H-2-A,340,U1401,D,1,1-2,H,2,A,85.5,100,2.285,2.43,slight [drilling disturbance],2,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,20,0,0,80,,poor [BP01],rare [alteration],2,,,,,,,,,
340-U1401D-1H-2-A,340,U1401,D,1,1-2,H,2,A,100,105,2.43,2.48,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,30,0,10,20,40,0,0,0,0,0,,well [BP01],absent [alteration],0,,,,,,,,,
340-U1401D-1H-2-A,340,U1401,D,1,1-2,H,2,A,105,120.5,2.48,2.635,slight [drilling disturbance],2,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,20,0,0,80,,poor [BP01],rare [alteration],2,,,,,,,,,
340-U1401D-1H-2-A,340,U1401,D,1,1-2,H,2,A,120.5,150,2.635,2.93,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,coarse sand [T07],7,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,30,0,10,20,40,0,0,0,0,0,,well [BP01],absent [alteration],0,,,,,,,,,
340-U1401D-1H-3-A,340,U1401,D,1,1-3,H,3,A,0,36,2.93,3.29,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,30,0,10,20,40,0,0,0,0,0,,well [BP01],absent [alteration],0,,,,,,,,,
340-U1401D-1H-3-A,340,U1401,D,1,1-3,H,3,A,36,62,3.29,3.55,slight [drilling disturbance],2,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,20,0,0,80,,poor [BP01],rare [alteration],2,,,,,,,,,
340-U1401D-1H-3-A,340,U1401,D,1,1-3,H,3,A,62,68,3.55,3.61,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,5,0,10,30,55,0,0,0,0,0,,well [BP01],absent [alteration],0,,,,,,,,,
340-U1401D-1H-3-A,340,U1401,D,1,1-3,H,3,A,68,80,3.61,3.73,slight [drilling disturbance],2,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,20,0,0,80,,poor [BP01],rare [alteration],2,,,,,,,,,
340-U1401D-1H-3-A,340,U1401,D,1,1-3,H,3,A,80,150,3.73,4.43,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,Two pumice concentration zones,0,0,,0,,0,,0,,0,,0,,0,,,,,5,0,10,30,55,0,0,0,0,0,,well [BP01],absent [alteration],0,,,,,,,,,
340-U1401D-1H-4-A,340,U1401,D,1,1-4,H,4,A,0,150,4.43,5.93,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,,5,50,pebble [W22_2],0,,0,,0,,0,,50,fine mud [T07],0,,,,rounded,10,0,20,24,45,0,0,1,0,0,,moderately well [BP01],rare [alteration],2,,,,,,,,,
340-U1401D-1H-5-A,340,U1401,D,1,1-5,H,5,A,0,150,5.93,7.43,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,,8,50,granule [T07],0,,0,,0,,0,,50,fine mud [T07],0,,,,rounded,0,0,35,26,35,0,0,1,3,0,,moderately well [BP01],rare [alteration],2,,,,,,,,,
340-U1401D-1H-6-A,340,U1401,D,1,1-6,H,6,A,0,6,7.43,7.49,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,10,0,25,30,35,0,0,0,0,0,,moderately well [BP01],absent [alteration],0,,,,,,,,,
340-U1401D-1H-6-A,340,U1401,D,1,1-6,H,6,A,6,10,7.49,7.53,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,15,0,0,0,0,85,,moderate [BP01],absent [alteration],0,,,,,,,,,
340-U1401D-1H-6-A,340,U1401,D,1,1-6,H,6,A,10,21,7.53,7.64,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],100,fine sand [T07],4,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,2,0,18,25,55,0,0,0,0,0,,moderate [BP01],rare [alteration],2,,,,,,,,,
340-U1401D-1H-6-A,340,U1401,D,1,1-6,H,6,A,21,30,7.64,7.73,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,15,0,0,0,0,85,,moderate [BP01],absent [alteration],0,,,,,,,,,
340-U1401D-1H-6-A,340,U1401,D,1,1-6,H,6,A,30,49,7.73,7.92,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,,1,0,,50,pebble [W22_2],0,,0,,0,,50,fine mud [T07],0,,,,rounded,10,0,25,30,35,0,0,0,0,0,,moderately well [BP01],absent [alteration],0,,,,,,,,,
340-U1401D-1H-6-A,340,U1401,D,1,1-6,H,6,A,49,50,7.92,7.93,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,15,0,0,0,0,85,,moderate [BP01],absent [alteration],0,,,,,,,,,
340-U1401D-1H-6-A,340,U1401,D,1,1-6,H,6,A,50,90,7.93,8.33,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,10,0,25,30,35,0,0,0,0,0,,moderately well [BP01],absent [alteration],0,,,,,,,,,
340-U1401D-1H-6-A,340,U1401,D,1,1-6,H,6,A,90,99,8.33,8.42,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,15,0,0,0,0,85,,moderate [BP01],absent [alteration],0,,,,,,,,,
340-U1401D-1H-6-A,340,U1401,D,1,1-6,H,6,A,99,100,8.42,8.43,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],100,fine sand [T07],4,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,10,2,30,25,33,0,0,0,0,0,,well [BP01],rare [alteration],2,,,,,,,,,
340-U1401D-1H-6-A,340,U1401,D,1,1-6,H,6,A,100,101.5,8.43,8.445,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,15,0,0,0,0,85,,moderate [BP01],absent [alteration],0,,,,,,,,,
340-U1401D-1H-6-A,340,U1401,D,1,1-6,H,6,A,101.5,102.5,8.445,8.455,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],100,fine sand [T07],4,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,10,0,25,30,35,0,0,0,0,0,,moderately well [BP01],absent [alteration],0,,,,,,,,,
340-U1401D-1H-6-A,340,U1401,D,1,1-6,H,6,A,102.5,119,8.455,8.62,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,15,0,0,0,0,85,,moderate [BP01],absent [alteration],0,,,,,,,,,
340-U1401D-1H-6-A,340,U1401,D,1,1-6,H,6,A,119,120,8.62,8.63,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],100,fine sand [T07],4,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,10,2,30,25,33,0,0,0,0,0,,well [BP01],rare [alteration],2,,,,,,,,,
340-U1401D-1H-6-A,340,U1401,D,1,1-6,H,6,A,120,121,8.63,8.64,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,15,0,0,0,0,85,,moderate [BP01],absent [alteration],0,,,,,,,,,
340-U1401D-1H-6-A,340,U1401,D,1,1-6,H,6,A,121,122,8.64,8.65,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],100,fine sand [T07],4,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,10,2,30,25,33,0,0,0,0,0,,well [BP01],rare [alteration],2,,,,,,,,,
340-U1401D-1H-6-A,340,U1401,D,1,1-6,H,6,A,122,126,8.65,8.69,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,15,0,0,0,0,85,,moderate [BP01],absent [alteration],0,,,,,,,,,
340-U1401D-1H-6-A,340,U1401,D,1,1-6,H,6,A,126,134,8.69,8.77,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],100,fine sand [T07],4,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,10,2,30,25,33,0,0,0,0,0,,well [BP01],rare [alteration],2,,,,,,,,,
340-U1401D-1H-6-A,340,U1401,D,1,1-6,H,6,A,134,149,8.77,8.92,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,15,0,0,0,0,85,,moderate [BP01],absent [alteration],0,,,,,,,,,
340-U1401D-1H-CC-A,340,U1401,D,1,1-CC,H,CC,A,0,9,8.92,9.01,slight to moderate [drilling disturbance],3,volcaniclastic-mud [BGS-S81],80,silt-fine mud [T07],2,volcaniclastic-sand [BGS-S81],20,fine sand [T07],4,100,Complex mixture of two lithologies.,0,0,,0,,0,,0,,0,,0,,0,,,,,60,0,1,1,10,0,24,2,2,0,,moderate [BP01],rare [alteration],2,,,,,,,,,
340-U1401D-1H-CC-A,340,U1401,D,1,1-CC,H,CC,A,9,15,9.01,9.07,slight to moderate [drilling disturbance],3,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,15,0,0,0,0,85,,moderate [BP01],absent [alteration],0,,,,,,,,,
340-U1401D-1H-CC-A,340,U1401,D,1,1-CC,H,CC,A,15,20,9.07,9.12,,,,,,,,,,,,PAL,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
