Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Prefix,Lithology Principal Name,Lithology Suffix,MAJ Lith. prefix+name+suffix,MAJ Lith. color,"Layer, boundary, lamination, grading",Diagenetic constituent,Diagenetic constituent composition,Bioturbation intensity,Bioturbation intensity rank,Deformational structures,General interval comment,Minor Lithology Prefix,Minor Lithology Name,Minor Lithology Suffix,MIN Lith. prefix + name,MIN Lith. prefix+name+suffix,MIN Lith. name+suffix,MIN Lith. color,MIN Lith. abundance [%],MIN Lith. ave. grain size ,MIN Lith. ave. grain size rank,MIN Lith. max. grain size ,MIN Lith. max. grain size rank,Lith. abundance sum [%],Bottom contact or boundary type,Bottom contact geometry,Bottom contact definition,Layer or bedding thickness,Clasts abundance,Clast 1 igneous [%],Clast 1 igneous -  grain size,Clast 2 sediment [%],Clast 2 sediment grain size,Clast 3 -other lithology [%],Clast 3 -other lithology grain size,Diagenetic structure,Macrofossil,Macrofossil abundance name,MAJ Lith. prefix + name,MAJ Lith. name+suffix,MAJ Lith. Abundance (%),MAJ Lith. Ave. grain size,MAJ Lith. ave. grain size rank,MAJ Lith. max. grain size,MAJ Lith. max. grain size rank,File Data,Extra Sample ID Data
342-U1406C-25X-4-A,342,U1406,C,25,25-4,X,4,A,0,150,211.4,212.9,,nannofossil chalk [Leg339],,nannofossil chalk ,5Y 6/1 (gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil chalk ,nannofossil chalk ,,,,,,,
342-U1406C-25X-5-A,342,U1406,C,25,25-5,X,5,A,0,150,212.9,214.4,,nannofossil chalk [Leg339],,nannofossil chalk ,5Y 6/1 (gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil chalk ,nannofossil chalk ,,,,,,,
342-U1406C-25X-6-A,342,U1406,C,25,25-6,X,6,A,0,65,214.4,215.05,,nannofossil chalk [Leg339],,nannofossil chalk ,5Y 7/1 (light gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil chalk ,nannofossil chalk ,,,,,,,
342-U1406C-25X-CC-A,342,U1406,C,25,25-CC,X,CC,A,0,28,215.05,215.43,,nannofossil chalk [Leg339],,nannofossil chalk ,5Y 7/1 (light gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil chalk ,nannofossil chalk ,,,,,,,
342-U1406C-26X-1-A,342,U1406,C,26,26-1,X,1,A,0,150,216.5,218,,nannofossil chalk [Leg339],,nannofossil chalk ,5Y 7/1 (light gray),,,,moderate_339 [DB91],4,,"subtle color changes on the dm-scale, well burrowed throughout",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil chalk ,nannofossil chalk ,,,,,,,
342-U1406C-26X-2-A,342,U1406,C,26,26-2,X,2,A,0,99,218,218.99,,nannofossil chalk [Leg339],,nannofossil chalk ,5Y 7/1 (light gray),,,,moderate_339 [DB91],4,,"subtle color changes on the dm-scale, froaminifera concentrated around 22-24 cm, 39-47 cm, microfaults between 75 and 90 cm, ",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil chalk ,nannofossil chalk ,,,,,,,
342-U1406C-26X-2-A,342,U1406,C,26,26-2,X,2,A,99,113,218.99,219.13,,nannofossil chalk [Leg339],,nannofossil chalk ,5Y 7/1 (light gray),,,,sparse_339 [DB91],2,,partly laminated with convolute bedding,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil chalk ,nannofossil chalk ,,,,,,,
342-U1406C-26X-2-A,342,U1406,C,26,26-2,X,2,A,113,121,219.13,219.21,,nannofossil chalk [Leg339],,nannofossil chalk ,5Y 7/1 (light gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil chalk ,nannofossil chalk ,,,,,,,
342-U1406C-26X-3-A,342,U1406,C,26,26-3,X,3,A,0,53,219.21,219.74,,nannofossil chalk [Leg339],,nannofossil chalk ,5Y 6/1 (gray),,,,slight_339 [DB91],3,,partly laminated with convolute bedding,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil chalk ,nannofossil chalk ,,,,,,,
342-U1406C-26X-CC-A,342,U1406,C,26,26-CC,X,CC,A,0,20,219.74,219.99,,nannofossil chalk [Leg339],,nannofossil chalk ,5Y 6/1 (gray),,,,slight_339 [DB91],3,,partly laminated,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil chalk ,nannofossil chalk ,,,,,,,
342-U1406C-27X-1-A,342,U1406,C,27,27-1,X,1,A,10,100,221.3,222.3,,nannofossil chalk [Leg339],,nannofossil chalk ,10Y 7/1,,,,moderate_339 [DB91],4,,"mottled, mcirofaults, large forams visible",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil chalk ,nannofossil chalk ,,,,,,,
342-U1406C-27X-2-A,342,U1406,C,27,27-2,X,2,A,0,150,222.3,223.8,,nannofossil chalk [Leg339],,nannofossil chalk ,10YR 7/1 (light gray),,,,moderate_339 [DB91],4,,"dm-scale changes in color, brighter intervals show well.developed burrow traces ",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil chalk ,nannofossil chalk ,,,,,,,
342-U1406C-27X-3-A,342,U1406,C,27,27-3,X,3,A,0,52,223.8,224.32,,nannofossil chalk [Leg339],,nannofossil chalk ,10YR 7/1 (light gray),,,,moderate_339 [DB91],4,,"mottled, but partly laminated",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil chalk ,nannofossil chalk ,,,,,,,
342-U1406C-27X-CC-A,342,U1406,C,27,27-CC,X,CC,A,0,21,224.32,224.58,,nannofossil chalk [Leg339],,nannofossil chalk ,10YR 7/1 (light gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil chalk ,nannofossil chalk ,,,,,,,
342-U1406C-28X-1-A,342,U1406,C,28,28-1,X,1,A,2,129,226.1,227.39,,nannofossil chalk [Leg339],,nannofossil chalk ,5Y 7/2 (light gray),,,,moderate_339 [DB91],4,,"dm-scale changes in color, brighter intervals (5GY 7/1) show well.developed burrow traces ",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil chalk ,nannofossil chalk ,,,,,,,
342-U1406C-28X-1-A,342,U1406,C,28,28-1,X,1,A,129,150,227.39,227.6,,nannofossil chalk [Leg339],,nannofossil chalk ,10Y 7/1 (light greenish gray),parallel lamination,,,sparse_339 [DB91],2,,lamination,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil chalk ,nannofossil chalk ,,,,,,,
342-U1406C-28X-2-A,342,U1406,C,28,28-2,X,2,A,0,15,227.6,227.75,,nannofossil chalk [Leg339],,nannofossil chalk ,10Y 7/1 (light greenish gray),parallel lamination,,,slight_339 [DB91],3,,convolute bedding,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil chalk ,nannofossil chalk ,,,,,,,
342-U1406C-28X-2-A,342,U1406,C,28,28-2,X,2,A,15,132,227.75,228.92,,nannofossil chalk [Leg339],,nannofossil chalk ,10Y 7/1 (light greenish gray),,,,moderate_339 [DB91],4,,"dm-scale changes in color, brighter intervals (10Y 7/1) show well.developed burrow traces, darker interval 2.5Y 7/2",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil chalk ,nannofossil chalk ,,,,,,,
342-U1406C-28X-CC-A,342,U1406,C,28,28-CC,X,CC,A,0,19,228.92,229.19,,nannofossil chalk [Leg339],,nannofossil chalk ,5GY 7/1 (light greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil chalk ,nannofossil chalk ,,,,,,,
