Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Prefix,Lithology Principal Name,Lithology Suffix,LITH 1 prefix+name [read only],LITH 1 prefix+name+suffix [read only],LITH 1 abundance [%],LITH 1 color,LITH 1 lithification,LITH 1 ave. grain size class,LITH 1 ave. grain size rank [read only],LITH 1 max. grain size class,LITH 1 max. grain size rank [read only],LITH 1 grain sorting,LITH 1 Ash abundance name,LITH 1 Ash abundance rank (read only),LITH 1 comment,Bottom contact geometry,Bottom contact attitude,LITH 1 Layer or bedding thickness,LITH 1 Sedimentary structure,LITH 1 Bioturbation intensity,LITH 1 Bioturbation intensity rank [read only],LITH 1 Deformational structure,LITH 1 Deformational structure attitude,LITH 1 Diagenetic structure,LITH 1 Diagenetic constituent,LITH 1 Diagenetic constituent composition,Minor Lithology Prefix,Minor Lithology Name,Minor Lithology Suffix,LITH 2 prefix+name [read only],LITH 2 prefix+name+suffix [read only],LITH 2 abundance [%],LITH 2 color,LITH 2 lithification,LITH 2 ave. grain size class,LITH 2 ave. grain size rank [read only],LITH 2 max. grain size class,LITH 2 max. grain size rank [read only],LITH 2 grain sorting,LITH 2 Ash abundance name,LITH 2 Ash abundance rank (read only),General interval comment,LITH 1 Macrofossil,LITH 1 Macrofossil abundance name,LITH 2 Macrofossil,LITH 1 Clast abundance,LITH 1 Number of clasts (>2mm),LITH 1 Clast 1 igneous [%],LITH 1 Clast 1 igneous -  grain size,LITH 1 Clast 1 igneous -  roundness,LITH 1 Clast 1 igneous -  lithology,LITH 1 Clast 2 sediment [%],LITH 1 Clast 2 sediment - grain size,LITH 1 Clast 2 sediment - roundness,LITH 1 Clast 3 -other LITH [%],LITH 1 Clast 3 metamorphic - grain size,LITH 1 Clast 3 metamorphic - roundness,Total clasts calculated LITH 1 [%],LITH 1 Matrix 1 igneous - pumiceous [%],LITH 1 Matrix 2 igneous - scoriaceous [%],LITH 1 Matrix 5 volcaniclastic [%],LITH 1 Matrix 6 sediment [%],LITH 1 Matrix 7 -other LITH [%],LITH 1 Matrix biogenic carbonate [%],LITH 1 Matrix detritical carbonate [%],LITH 1 Matrix carbonate [%],Total matrix calculated LITH 1 [%],LITH 1 Matrix sorting,LITH 1 Matrix alteration intensity,LITH 1 Matrix alteration rank,LITH 1 Matrix comments,Clast comment,File Data,Exp,Site,Hole,Core,Type,Section,A/W
368-U1505D-4H-3-A,43,106,26.43,27.06,foraminifer rich,nannofossil ooze [Leg339],with clay [2014],foraminifer rich nannofossil ooze,foraminifer rich nannofossil ooze with clay,,GLEY 1 6/10Y (greenish gray),slightly consolidated [B84],clay [W22_1],1.0,fine sand [W22_2],4.0,well [2014],,,,bioturbated,horizontal,,,heavy [DB86],3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1505,D,4,H,3,A
368-U1505D-4H-3-A,106,150,27.06,27.5,,nannofossil ooze [Leg339],with clay [2014],nannofossil ooze,nannofossil ooze with clay,,GLEY 1 5/N (gray),slightly consolidated [B84],clay [W22_1],1.0,fine sand [W22_2],4.0,well [2014],,,,,,,,heavy [DB86],3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1505,D,4,H,3,A
368-U1505D-4H-4-A,0,94,27.5,28.44,,silty clay [MMK88],with nannofossils [2014],silty clay,silty clay with nannofossils,,GLEY 1 4/10Y (dark greenish gray),slightly consolidated [B84],clay [W22_1],1.0,fine sand [W22_2],4.0,well [2014],,,32-34 cm dark gray silt patch.,planar,horizontal,,,heavy [DB86],3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1505,D,4,H,4,A
368-U1505D-4H-4-A,94,150,28.44,29.0,,nannofossil ooze [Leg339],with clay [2014],nannofossil ooze,nannofossil ooze with clay,,GLEY 1 5/10Y (greenish gray),slightly consolidated [B84],clay [W22_1],1.0,fine sand [W22_2],4.0,well [2014],,,,,,,,heavy [DB86],3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1505,D,4,H,4,A
368-U1505D-4H-5-A,0,37,29.0,29.37,foraminifer rich,nannofossil ooze [Leg339],with clay [2014],foraminifer rich nannofossil ooze,foraminifer rich nannofossil ooze with clay,,GLEY 1 6/10Y (greenish gray),slightly consolidated [B84],clay [W22_1],1.0,fine sand [W22_2],4.0,well [2014],,,,gradational,horizontal,,,heavy [DB86],3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1505,D,4,H,5,A
368-U1505D-4H-5-A,37,151,29.37,30.51,,nannofossil ooze [Leg339],with clay [2014],nannofossil ooze,nannofossil ooze with clay,,GLEY 1 5/5GY (greenish gray),slightly consolidated [B84],clay [W22_1],1.0,fine sand [W22_2],4.0,well [2014],,,,,,,,heavy [DB86],3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1505,D,4,H,5,A
368-U1505D-4H-6-A,0,51,30.5,31.01,,nannofossil ooze [Leg339],with clay [2014],nannofossil ooze,nannofossil ooze with clay,,GLEY 1 5/10Y (greenish gray),slightly consolidated [B84],clay [W22_1],1.0,fine sand [W22_2],4.0,well [2014],,,,gradational,horizontal,,,heavy [DB86],3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1505,D,4,H,6,A
368-U1505D-4H-6-A,51,53,31.01,31.03,,clay [Leg339],with nannofossils [2014],clay,clay with nannofossils,,GLEY 1 4/5GY (dark greenish gray),slightly consolidated [B84],clay [W22_1],1.0,fine sand [W22_2],4.0,well [2014],,,,erosive,horizontal,,fining upward,heavy [DB86],3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1505,D,4,H,6,A
368-U1505D-4H-6-A,53,127,31.03,31.77,,nannofossil ooze [Leg339],with clay [2014],nannofossil ooze,nannofossil ooze with clay,,GLEY 1 5/10Y (greenish gray),slightly consolidated [B84],clay [W22_1],1.0,fine sand [W22_2],4.0,well [2014],,,,gradational,horizontal,,,heavy [DB86],3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1505,D,4,H,6,A
368-U1505D-4H-6-A,127,150,31.77,32.0,,nannofossil ooze [Leg339],with clay [2014],nannofossil ooze,nannofossil ooze with clay,,GLEY 1 5/N (gray),slightly consolidated [B84],clay [W22_1],1.0,fine sand [W22_2],4.0,well [2014],,,,,,,,heavy [DB86],3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1505,D,4,H,6,A
368-U1505D-4H-7-A,0,60,32.0,32.6,,nannofossil ooze [Leg339],with clay [2014],nannofossil ooze,nannofossil ooze with clay,,GLEY 1 5/N (gray),slightly consolidated [B84],clay [W22_1],1.0,fine sand [W22_2],4.0,well [2014],,,Pyritezed burrow 10-12 cm depth.,,,,,heavy [DB86],3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1505,D,4,H,7,A
368-U1505D-4H-CC-A,0,20,32.6,32.8,,nannofossil ooze [Leg339],with clay [2014],nannofossil ooze,nannofossil ooze with clay,,GLEY 1 5/N (gray),slightly consolidated [B84],clay [W22_1],1.0,fine sand [W22_2],4.0,well [2014],,,,,,,,heavy [DB86],3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1505,D,4,H,CC,A
368-U1505D-5H-1-A,0,48,32.5,32.98,clay rich,nannofossil ooze [Leg339],with foraminifers [2014],clay rich nannofossil ooze,clay rich nannofossil ooze with foraminifers,,GLEY 1 5/N (gray),slightly consolidated [B84],clay [W22_1],1.0,fine sand [W22_2],4.0,well [2014],,,Pyritezed burrow 35-39 cm depth. Silty green interval at 106 cm.,gradational,horizontal,,,heavy [DB86],3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1505,D,5,H,1,A
368-U1505D-5H-1-A,48,115,32.98,33.65,foraminifer rich,nannofossil ooze [Leg339],with clay [2014],foraminifer rich nannofossil ooze,foraminifer rich nannofossil ooze with clay,,GLEY 1 5/10Y (greenish gray),slightly consolidated [B84],clay [W22_1],1.0,medium sand [W22_2],5.0,well [2014],,,,gradational,horizontal,,,heavy [DB86],3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1505,D,5,H,1,A
368-U1505D-5H-1-A,115,150,33.65,34.0,clay rich,nannofossil ooze [Leg339],with foraminifers [2014],clay rich nannofossil ooze,clay rich nannofossil ooze with foraminifers,,GLEY 1 4/10Y (dark greenish gray),slightly consolidated [B84],clay [W22_1],1.0,fine sand [W22_2],4.0,well [2014],,,,,,,,heavy [DB86],3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1505,D,5,H,1,A
368-U1505D-5H-2-A,0,52,34.0,34.52,clay rich,nannofossil ooze [Leg339],with foraminifers [2014],clay rich nannofossil ooze,clay rich nannofossil ooze with foraminifers,,GLEY 1 5/N (gray),slightly consolidated [B84],clay [W22_1],1.0,fine sand [W22_2],4.0,well [2014],,,,gradational,horizontal,,,heavy [DB86],3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1505,D,5,H,2,A
368-U1505D-5H-2-A,52,123,34.52,35.23,foraminifer rich,nannofossil ooze [Leg339],with clay [2014],foraminifer rich nannofossil ooze,foraminifer rich nannofossil ooze with clay,,GLEY 1 5/10Y (greenish gray),slightly consolidated [B84],clay [W22_1],1.0,medium sand [W22_2],5.0,well [2014],,,,gradational,horizontal,,,heavy [DB86],3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1505,D,5,H,2,A
368-U1505D-5H-2-A,123,150,35.23,35.5,clay rich,nannofossil ooze [Leg339],with foraminifers [2014],clay rich nannofossil ooze,clay rich nannofossil ooze with foraminifers,,GLEY 1 4/10Y (dark greenish gray),slightly consolidated [B84],clay [W22_1],1.0,fine sand [W22_2],4.0,well [2014],,,,gradational,horizontal,,,heavy [DB86],3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1505,D,5,H,2,A
368-U1505D-5H-3-A,0,150,35.5,37.0,clay rich,nannofossil ooze [Leg339],with foraminifers [2014],clay rich nannofossil ooze,clay rich nannofossil ooze with foraminifers,,GLEY 1 5/N (gray),slightly consolidated [B84],clay [W22_1],1.0,fine sand [W22_2],4.0,well [2014],,,,,,,,heavy [DB86],3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1505,D,5,H,3,A
