Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Prefix,Lithology Principal Name,Lithology Suffix,LITH 1 prefix+name [read only],LITH 1 prefix+name+suffix [read only],LITH 1 abundance [%],LITH 1 color,LITH 1 lithification,LITH 1 ave. grain size class,LITH 1 ave. grain size rank [read only],LITH 1 max. grain size class,LITH 1 max. grain size rank [read only],LITH 1 grain sorting,LITH 1 Ash abundance name,LITH 1 Ash abundance rank (read only),LITH 1 comment,Bottom contact geometry,Bottom contact attitude,LITH 1 Layer or bedding thickness,LITH 1 Sedimentary structure,LITH 1 Bioturbation intensity,LITH 1 Bioturbation intensity rank [read only],LITH 1 Deformational structure,LITH 1 Deformational structure attitude,LITH 1 Diagenetic structure,LITH 1 Diagenetic constituent,LITH 1 Diagenetic constituent composition,Minor Lithology Prefix,Minor Lithology Name,Minor Lithology Suffix,LITH 2 prefix+name [read only],LITH 2 prefix+name+suffix [read only],LITH 2 abundance [%],LITH 2 color,LITH 2 lithification,LITH 2 ave. grain size class,LITH 2 ave. grain size rank [read only],LITH 2 max. grain size class,LITH 2 max. grain size rank [read only],LITH 2 grain sorting,LITH 2 Ash abundance name,LITH 2 Ash abundance rank (read only),General interval comment,LITH 1 Macrofossil,LITH 1 Macrofossil abundance name,LITH 2 Macrofossil,LITH 1 Clast abundance,LITH 1 Number of clasts (>2mm),LITH 1 Clast 1 igneous [%],LITH 1 Clast 1 igneous -  grain size,LITH 1 Clast 1 igneous -  roundness,LITH 1 Clast 1 igneous -  lithology,LITH 1 Clast 2 sediment [%],LITH 1 Clast 2 sediment - grain size,LITH 1 Clast 2 sediment - roundness,LITH 1 Clast 3 -other LITH [%],LITH 1 Clast 3 metamorphic - grain size,LITH 1 Clast 3 metamorphic - roundness,Total clasts calculated LITH 1 [%],LITH 1 Matrix 1 igneous - pumiceous [%],LITH 1 Matrix 2 igneous - scoriaceous [%],LITH 1 Matrix 5 volcaniclastic [%],LITH 1 Matrix 6 sediment [%],LITH 1 Matrix 7 -other LITH [%],LITH 1 Matrix biogenic carbonate [%],LITH 1 Matrix detritical carbonate [%],LITH 1 Matrix carbonate [%],Total matrix calculated LITH 1 [%],LITH 1 Matrix sorting,LITH 1 Matrix alteration intensity,LITH 1 Matrix alteration rank,LITH 1 Matrix comments,Clast comment,File Data,Exp,Site,Hole,Core,Type,Section,A/W
368-U1505D-7H-5-A,68,150,58.18,59.0,clay rich,nannofossil ooze [Leg339],with foraminifers [2014],clay rich nannofossil ooze,clay rich nannofossil ooze with foraminifers,,GLEY 1 5/10Y (greenish gray),slightly consolidated [B84],clay [W22_1],1.0,medium sand [W22_2],5.0,well [2014],,,,,,,massive [BJ84],heavy [DB86],3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1505,D,7,H,5,A
368-U1505D-7H-6-A,0,7,59.0,59.07,clay rich,nannofossil ooze [Leg339],with foraminifers [2014],clay rich nannofossil ooze,clay rich nannofossil ooze with foraminifers,,GLEY 1 5/10Y (greenish gray),slightly consolidated [B84],clay [W22_1],1.0,medium sand [W22_2],5.0,well [2014],,,,gradational,sub-horizontal,,massive [BJ84],heavy [DB86],3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1505,D,7,H,6,A
368-U1505D-7H-6-A,7,24,59.07,59.24,clay rich,nannofossil ooze [Leg339],with foraminifers [2014],clay rich nannofossil ooze,clay rich nannofossil ooze with foraminifers,,GLEY 1 5/10Y (greenish gray),slightly consolidated [B84],clay [W22_1],1.0,medium sand [W22_2],5.0,well [2014],,,,gradational,sub-horizontal,,massive [BJ84],heavy [DB86],3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1505,D,7,H,6,A
368-U1505D-7H-6-A,24,92,59.24,59.92,clay rich,nannofossil ooze [Leg339],with foraminifers [2014],clay rich nannofossil ooze,clay rich nannofossil ooze with foraminifers,,GLEY 1 5/10Y (greenish gray),slightly consolidated [B84],clay [W22_1],1.0,medium sand [W22_2],5.0,well [2014],,,,bioturbated,inclined,,massive [BJ84],heavy [DB86],3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1505,D,7,H,6,A
368-U1505D-7H-6-A,92,150,59.92,60.5,clay rich,nannofossil ooze [Leg339],with foraminifers [2014],clay rich nannofossil ooze,clay rich nannofossil ooze with foraminifers,,GLEY 1 5/10Y (greenish gray),slightly consolidated [B84],clay [W22_1],1.0,medium sand [W22_2],5.0,well [2014],,,Dipping strata,,,,massive [BJ84],heavy [DB86],3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1505,D,7,H,6,A
368-U1505D-7H-7-A,0,64,60.5,61.14,clay rich,nannofossil ooze [Leg339],with foraminifers [2014],clay rich nannofossil ooze,clay rich nannofossil ooze with foraminifers,,GLEY 1 5/10Y (greenish gray),slightly consolidated [B84],clay [W22_1],1.0,medium sand [W22_2],5.0,well [2014],,,A greenish gray silt lamina at 29-36 cm; with pyrite patches,,,,massive [BJ84],heavy [DB86],3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1505,D,7,H,7,A
368-U1505D-7H-CC-A,0,37,61.14,61.51,clay rich,nannofossil ooze [Leg339],with foraminifers [2014],clay rich nannofossil ooze,clay rich nannofossil ooze with foraminifers,,GLEY 1 5/10Y (greenish gray),slightly consolidated [B84],clay [W22_1],1.0,medium sand [W22_2],5.0,well [2014],,,,,,,massive [BJ84],heavy [DB86],3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1505,D,7,H,CC,A
368-U1505D-8H-1-A,0,8,61.0,61.08,,nannofossil ooze [Leg339],,nannofossil ooze,nannofossil ooze,,GLEY 1 5/10Y (greenish gray),slightly consolidated [B84],clay [W22_1],1.0,medium sand [W22_2],5.0,well [2014],,,,gradational,sub-horizontal,,massive [BJ84],heavy [DB86],3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1505,D,8,H,1,A
368-U1505D-8H-1-A,8,30,61.08,61.3,,nannofossil ooze [Leg339],,nannofossil ooze,nannofossil ooze,,GLEY 1 5/10Y (greenish gray),slightly consolidated [B84],clay [W22_1],1.0,medium sand [W22_2],5.0,well [2014],,,With pyrite patches,gradational,sub-horizontal,,massive [BJ84],heavy [DB86],3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1505,D,8,H,1,A
368-U1505D-8H-1-A,30,39,61.3,61.39,,nannofossil ooze [Leg339],,nannofossil ooze,nannofossil ooze,,GLEY 1 5/10Y (greenish gray),slightly consolidated [B84],clay [W22_1],1.0,medium sand [W22_2],5.0,well [2014],,,Dipping strata,planar,inclined,,massive [BJ84],heavy [DB86],3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1505,D,8,H,1,A
368-U1505D-8H-1-A,39,70,61.39,61.7,,nannofossil ooze [Leg339],with foraminifers [2014],nannofossil ooze,nannofossil ooze with foraminifers,,GLEY 1 5/10Y (greenish gray),slightly consolidated [B84],clay [W22_1],1.0,medium sand [W22_2],5.0,well [2014],,,With pyrite patches,gradational,sub-horizontal,,massive [BJ84],heavy [DB86],3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1505,D,8,H,1,A
368-U1505D-8H-1-A,70,83,61.7,61.83,,nannofossil ooze [Leg339],with clay [2014],nannofossil ooze,nannofossil ooze with clay,,GLEY 1 4/10Y (dark greenish gray),slightly consolidated [B84],clay [W22_1],1.0,medium sand [W22_2],5.0,well [2014],,,With pyrite patches,gradational,sub-horizontal,,massive [BJ84],heavy [DB86],3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1505,D,8,H,1,A
368-U1505D-8H-1-A,83,127,61.83,62.27,,nannofossil ooze [Leg339],,nannofossil ooze,nannofossil ooze,,GLEY 1 5/10Y (greenish gray),slightly consolidated [B84],clay [W22_1],1.0,medium sand [W22_2],5.0,well [2014],,,With pyrite patches,gradational,sub-horizontal,,massive [BJ84],heavy [DB86],3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1505,D,8,H,1,A
368-U1505D-8H-1-A,127,150,62.27,62.5,,nannofossil ooze [Leg339],with foraminifers [2014],nannofossil ooze,nannofossil ooze with foraminifers,,GLEY 1 5/10Y (greenish gray),slightly consolidated [B84],clay [W22_1],1.0,medium sand [W22_2],5.0,well [2014],,,,,,,massive [BJ84],heavy [DB86],3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1505,D,8,H,1,A
368-U1505D-8H-2-A,0,14,62.5,62.64,,nannofossil ooze [Leg339],with foraminifers [2014],nannofossil ooze,nannofossil ooze with foraminifers,,GLEY 1 5/10Y (greenish gray),slightly consolidated [B84],clay [W22_1],1.0,medium sand [W22_2],5.0,well [2014],,,,irregular,curved,,massive [BJ84],heavy [DB86],3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1505,D,8,H,2,A
368-U1505D-8H-2-A,14,49,62.64,62.99,foraminifer rich,nannofossil ooze [Leg339],,foraminifer rich nannofossil ooze,foraminifer rich nannofossil ooze,,GLEY 1 5/10Y (greenish gray),slightly consolidated [B84],clay [W22_1],1.0,medium sand [W22_2],5.0,well [2014],,,,gradational,sub-horizontal,,massive [BJ84],heavy [DB86],3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1505,D,8,H,2,A
368-U1505D-8H-2-A,49,77,62.99,63.27,,nannofossil ooze [Leg339],with foraminifers [2014],nannofossil ooze,nannofossil ooze with foraminifers,,GLEY 1 5/10Y (greenish gray),slightly consolidated [B84],clay [W22_1],1.0,medium sand [W22_2],5.0,well [2014],,,,gradational,sub-horizontal,,massive [BJ84],heavy [DB86],3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1505,D,8,H,2,A
368-U1505D-8H-2-A,77,99,63.27,63.49,,nannofossil ooze [Leg339],with foraminifers [2014],nannofossil ooze,nannofossil ooze with foraminifers,,GLEY 1 5/10Y (greenish gray),slightly consolidated [B84],clay [W22_1],1.0,medium sand [W22_2],5.0,well [2014],,,,planar,inclined,,massive [BJ84],heavy [DB86],3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1505,D,8,H,2,A
368-U1505D-8H-2-A,99,117,63.49,63.67,,nannofossil ooze [Leg339],with clay [2014],nannofossil ooze,nannofossil ooze with clay,,GLEY 1 4/10Y (dark greenish gray),slightly consolidated [B84],clay [W22_1],1.0,medium sand [W22_2],5.0,well [2014],,,Dipping strata; with pyrite patches,planar,inclined,,massive [BJ84],heavy [DB86],3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1505,D,8,H,2,A
368-U1505D-8H-2-A,117,150,63.67,64.0,,nannofossil ooze [Leg339],with foraminifers [2014],nannofossil ooze,nannofossil ooze with foraminifers,,GLEY 1 6/10Y (greenish gray),slightly consolidated [B84],clay [W22_1],1.0,medium sand [W22_2],5.0,well [2014],,,Dipping strata,,,,massive [BJ84],heavy [DB86],3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1505,D,8,H,2,A
368-U1505D-8H-3-A,0,12,64.0,64.12,,nannofossil ooze [Leg339],with foraminifers [2014],nannofossil ooze,nannofossil ooze with foraminifers,,GLEY 1 6/10Y (greenish gray),slightly consolidated [B84],clay [W22_1],1.0,medium sand [W22_2],5.0,well [2014],,,,gradational,sub-horizontal,,massive [BJ84],heavy [DB86],3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1505,D,8,H,3,A
368-U1505D-8H-3-A,12,137,64.12,65.37,,nannofossil ooze [Leg339],,nannofossil ooze,nannofossil ooze,,GLEY 1 5/10Y (greenish gray),slightly consolidated [B84],clay [W22_1],1.0,medium sand [W22_2],5.0,well [2014],,,Dipping strata; with pyrite patches,irregular,inclined,,massive [BJ84],heavy [DB86],3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1505,D,8,H,3,A
368-U1505D-8H-3-A,137,150,65.37,65.5,,nannofossil ooze [Leg339],,nannofossil ooze,nannofossil ooze,,GLEY 1 6/10Y (greenish gray),slightly consolidated [B84],clay [W22_1],1.0,medium sand [W22_2],5.0,well [2014],,,,,,,massive [BJ84],heavy [DB86],3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1505,D,8,H,3,A
368-U1505D-8H-4-A,0,54,65.5,66.04,,nannofossil ooze [Leg339],with foraminifers [2014],nannofossil ooze,nannofossil ooze with foraminifers,,GLEY 1 6/10Y (greenish gray),slightly consolidated [B84],clay [W22_1],1.0,medium sand [W22_2],5.0,well [2014],,,Dot-like pyrite developed,planar,horizontal,,massive [BJ84],heavy [DB86],3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1505,D,8,H,4,A
368-U1505D-8H-4-A,54,59,66.04,66.09,,nannofossil ooze [Leg339],with clay [2014],nannofossil ooze,nannofossil ooze with clay,,GLEY 1 5/10Y (greenish gray),slightly consolidated [B84],clay [W22_1],1.0,medium sand [W22_2],5.0,well [2014],,,,planar,sub-horizontal,,massive [BJ84],heavy [DB86],3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1505,D,8,H,4,A
368-U1505D-8H-4-A,59,71,66.09,66.21,,nannofossil ooze [Leg339],with foraminifers [2014],nannofossil ooze,nannofossil ooze with foraminifers,,GLEY 1 6/10Y (greenish gray),slightly consolidated [B84],clay [W22_1],1.0,medium sand [W22_2],5.0,well [2014],,,,planar,horizontal,,massive [BJ84],heavy [DB86],3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1505,D,8,H,4,A
368-U1505D-8H-4-A,71,93,66.21,66.43,,nannofossil ooze [Leg339],with foraminifers [2014],nannofossil ooze,nannofossil ooze with foraminifers,,GLEY 1 6/10Y (greenish gray),slightly consolidated [B84],clay [W22_1],1.0,medium sand [W22_2],5.0,well [2014],,,,planar,horizontal,,massive [BJ84],heavy [DB86],3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1505,D,8,H,4,A
368-U1505D-8H-4-A,93,111,66.43,66.61,,nannofossil ooze [Leg339],with foraminifers [2014],nannofossil ooze,nannofossil ooze with foraminifers,,GLEY 1 6/10Y (greenish gray),slightly consolidated [B84],clay [W22_1],1.0,medium sand [W22_2],5.0,well [2014],,,,planar,horizontal,,massive [BJ84],heavy [DB86],3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1505,D,8,H,4,A
368-U1505D-8H-4-A,111,150,66.61,67.0,,nannofossil ooze [Leg339],,nannofossil ooze,nannofossil ooze,,GLEY 1 5/10Y (greenish gray),slightly consolidated [B84],clay [W22_1],1.0,medium sand [W22_2],5.0,well [2014],,,,,,,massive [BJ84],heavy [DB86],3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1505,D,8,H,4,A
368-U1505D-8H-5-A,0,6,67.0,67.06,,nannofossil ooze [Leg339],,nannofossil ooze,nannofossil ooze,,GLEY 1 5/10Y (greenish gray),slightly consolidated [B84],clay [W22_1],1.0,medium sand [W22_2],5.0,well [2014],,,,gradational,sub-horizontal,,massive [BJ84],heavy [DB86],3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1505,D,8,H,5,A
368-U1505D-8H-5-A,6,116,67.06,68.16,foraminifer rich,nannofossil ooze [Leg339],,foraminifer rich nannofossil ooze,foraminifer rich nannofossil ooze,,GLEY 1 6/10Y (greenish gray),slightly consolidated [B84],clay [W22_1],1.0,medium sand [W22_2],5.0,well [2014],,,,gradational,sub-horizontal,,massive [BJ84],heavy [DB86],3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1505,D,8,H,5,A
368-U1505D-8H-5-A,116,142,68.16,68.42,,nannofossil ooze [Leg339],,nannofossil ooze,nannofossil ooze,,GLEY 1 6/10Y (greenish gray),slightly consolidated [B84],clay [W22_1],1.0,medium sand [W22_2],5.0,well [2014],,,,gradational,sub-horizontal,,massive [BJ84],heavy [DB86],3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1505,D,8,H,5,A
368-U1505D-8H-5-A,142,150,68.42,68.5,,nannofossil ooze [Leg339],with foraminifers [2014],nannofossil ooze,nannofossil ooze with foraminifers,,GLEY 1 6/10Y (greenish gray),slightly consolidated [B84],clay [W22_1],1.0,medium sand [W22_2],5.0,well [2014],,,,,,,massive [BJ84],heavy [DB86],3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1505,D,8,H,5,A
368-U1505D-8H-6-A,0,63,68.5,69.13,,nannofossil ooze [Leg339],with foraminifers [2014],nannofossil ooze,nannofossil ooze with foraminifers,,GLEY 1 6/10Y (greenish gray),slightly consolidated [B84],clay [W22_1],1.0,medium sand [W22_2],5.0,well [2014],,,,gradational,sub-horizontal,,massive [BJ84],heavy [DB86],3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1505,D,8,H,6,A
368-U1505D-8H-6-A,63,69,69.13,69.19,,nannofossil ooze [Leg339],,nannofossil ooze,nannofossil ooze,,GLEY 1 6/10Y (greenish gray),slightly consolidated [B84],clay [W22_1],1.0,medium sand [W22_2],5.0,well [2014],,,,gradational,sub-horizontal,,massive [BJ84],heavy [DB86],3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1505,D,8,H,6,A
368-U1505D-8H-6-A,69,124,69.19,69.74,foraminifer rich,nannofossil ooze [Leg339],,foraminifer rich nannofossil ooze,foraminifer rich nannofossil ooze,,GLEY 1 6/10Y (greenish gray),slightly consolidated [B84],clay [W22_1],1.0,medium sand [W22_2],5.0,well [2014],,,,gradational,sub-horizontal,,massive [BJ84],heavy [DB86],3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1505,D,8,H,6,A
368-U1505D-8H-6-A,124,132,69.74,69.82,,nannofossil ooze [Leg339],,nannofossil ooze,nannofossil ooze,,GLEY 1 6/10Y (greenish gray),slightly consolidated [B84],clay [W22_1],1.0,medium sand [W22_2],5.0,well [2014],,,,planar,sub-horizontal,,massive [BJ84],heavy [DB86],3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1505,D,8,H,6,A
368-U1505D-8H-6-A,132,140,69.82,69.9,,nannofossil ooze [Leg339],with clay [2014],nannofossil ooze,nannofossil ooze with clay,,GLEY 1 4/10Y (dark greenish gray),slightly consolidated [B84],clay [W22_1],1.0,medium sand [W22_2],5.0,well [2014],,,Burrows developed,gradational,sub-horizontal,,massive [BJ84],heavy [DB86],3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1505,D,8,H,6,A
368-U1505D-8H-6-A,140,150,69.9,70.0,,nannofossil ooze [Leg339],,nannofossil ooze,nannofossil ooze,,GLEY 1 6/10Y (greenish gray),slightly consolidated [B84],clay [W22_1],1.0,medium sand [W22_2],5.0,well [2014],,,,,,,massive [BJ84],heavy [DB86],3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1505,D,8,H,6,A
368-U1505D-8H-7-A,0,65,70.0,70.65,,nannofossil ooze [Leg339],,nannofossil ooze,nannofossil ooze,,GLEY 1 6/10Y (greenish gray),slightly consolidated [B84],clay [W22_1],1.0,medium sand [W22_2],5.0,well [2014],,,,,,,massive [BJ84],heavy [DB86],3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1505,D,8,H,7,A
368-U1505D-8H-CC-A,0,33,70.65,70.98,,nannofossil ooze [Leg339],,nannofossil ooze,nannofossil ooze,,GLEY 1 6/10Y (greenish gray),slightly consolidated [B84],clay [W22_1],1.0,medium sand [W22_2],5.0,well [2014],,,,,,,massive [BJ84],heavy [DB86],3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1505,D,8,H,CC,A
368-U1505D-9H-1-A,0,25,70.5,70.75,,nannofossil ooze [Leg339],with clay [2014],nannofossil ooze,nannofossil ooze with clay,,GLEY 1 5/10Y (greenish gray),slightly consolidated [B84],clay [W22_1],1.0,medium sand [W22_2],5.0,well [2014],,,,gradational,horizontal,,massive [BJ84],heavy [DB86],3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1505,D,9,H,1,A
368-U1505D-9H-1-A,25,92,70.75,71.42,,nannofossil ooze [Leg339],,nannofossil ooze,nannofossil ooze,,GLEY 1 6/10Y (greenish gray),slightly consolidated [B84],clay [W22_1],1.0,medium sand [W22_2],5.0,well [2014],,,,gradational,horizontal,,massive [BJ84],heavy [DB86],3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1505,D,9,H,1,A
368-U1505D-9H-1-A,92,132,71.42,71.82,,nannofossil ooze [Leg339],with foraminifers [2014],nannofossil ooze,nannofossil ooze with foraminifers,,GLEY 1 6/10Y (greenish gray),slightly consolidated [B84],clay [W22_1],1.0,medium sand [W22_2],5.0,well [2014],,,,gradational,sub-horizontal,,massive [BJ84],heavy [DB86],3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1505,D,9,H,1,A
368-U1505D-9H-1-A,132,151,71.82,72.01,,nannofossil ooze [Leg339],,nannofossil ooze,nannofossil ooze,,GLEY 1 6/10Y (greenish gray),slightly consolidated [B84],clay [W22_1],1.0,medium sand [W22_2],5.0,well [2014],,,,,,,massive [BJ84],heavy [DB86],3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1505,D,9,H,1,A
368-U1505D-9H-2-A,0,111,72.01,73.12,,nannofossil ooze [Leg339],,nannofossil ooze,nannofossil ooze,,GLEY 1 6/10Y (greenish gray),slightly consolidated [B84],clay [W22_1],1.0,medium sand [W22_2],5.0,well [2014],,,,gradational,horizontal,,massive [BJ84],heavy [DB86],3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1505,D,9,H,2,A
368-U1505D-9H-2-A,111,113,73.12,73.14,,nannofossil ooze [Leg339],,nannofossil ooze,nannofossil ooze,,GLEY 1 3/N (very dark gray),slightly consolidated [B84],clay [W22_1],1.0,silt [W22_1],2.0,well [2014],,,pyrite rich,gradational,horizontal,,massive [BJ84],heavy [DB86],3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1505,D,9,H,2,A
368-U1505D-9H-2-A,113,116,73.14,73.17,,nannofossil ooze [Leg339],with silt [2014],nannofossil ooze,nannofossil ooze with silt,,GLEY 1 5/10Y (greenish gray),slightly consolidated [B84],clay [W22_1],1.0,medium sand [W22_2],5.0,well [2014],,,,gradational,horizontal,,massive [BJ84],heavy [DB86],3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1505,D,9,H,2,A
368-U1505D-9H-2-A,116,118,73.17,73.19,foraminifer rich,nannofossil ooze [Leg339],,foraminifer rich nannofossil ooze,foraminifer rich nannofossil ooze,,GLEY 1 5/N (gray),slightly consolidated [B84],clay [W22_1],1.0,medium sand [W22_2],5.0,well [2014],,,With silt fill burrows,erosive,horizontal,,fining upward,slight [DB86],1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1505,D,9,H,2,A
368-U1505D-9H-2-A,118,151,73.19,73.52,,nannofossil ooze [Leg339],with foraminifers [2014],nannofossil ooze,nannofossil ooze with foraminifers,,GLEY 1 6/10Y (greenish gray),slightly consolidated [B84],clay [W22_1],1.0,medium sand [W22_2],5.0,well [2014],,,,,,,massive [BJ84],heavy [DB86],3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1505,D,9,H,2,A
368-U1505D-9H-3-A,0,26,73.52,73.78,,nannofossil ooze [Leg339],with foraminifers [2014],nannofossil ooze,nannofossil ooze with foraminifers,,GLEY 1 6/10Y (greenish gray),slightly consolidated [B84],clay [W22_1],1.0,medium sand [W22_2],5.0,well [2014],,,,gradational,horizontal,,massive [BJ84],heavy [DB86],3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1505,D,9,H,3,A
368-U1505D-9H-3-A,26,51,73.78,74.03,,nannofossil ooze [Leg339],with clay [2014],nannofossil ooze,nannofossil ooze with clay,,GLEY 1 5/10Y (greenish gray),slightly consolidated [B84],clay [W22_1],1.0,medium sand [W22_2],5.0,well [2014],,,Greenish silty lamina at 37 cm,gradational,horizontal,,massive [BJ84],heavy [DB86],3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1505,D,9,H,3,A
368-U1505D-9H-3-A,51,77,74.03,74.29,,nannofossil ooze [Leg339],,nannofossil ooze,nannofossil ooze,,GLEY 1 6/10Y (greenish gray),slightly consolidated [B84],clay [W22_1],1.0,fine sand [W22_2],4.0,well [2014],,,,gradational,horizontal,,massive [BJ84],heavy [DB86],3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1505,D,9,H,3,A
368-U1505D-9H-3-A,77,113,74.29,74.65,,nannofossil ooze [Leg339],with foraminifers [2014],nannofossil ooze,nannofossil ooze with foraminifers,,GLEY 1 6/10Y (greenish gray),slightly consolidated [B84],clay [W22_1],1.0,medium sand [W22_2],5.0,well [2014],,,,gradational,horizontal,,massive [BJ84],heavy [DB86],3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1505,D,9,H,3,A
