Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Prefix,Lithology Principal Name,MAJ Lith. prefix+name [read only],Sediment structures,MAJ Lith. color,Bioturbation intensity,Clast abundance,Macrofossil,MAJ Lith. ave. grain size ,Diagenetic constituent,Diagenetic constituent composition,General interval comment,MIN Lith. color,MIN Lith. abundance [%],MIN Lith. ave. grain size ,MIN Lith. ave. grain size rank,MIN Lith. max. grain size ,MIN Lith. max. grain size rank,Lith. abundance sum [%],Bottom contact or boundary type,Bottom contact geometry,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Minor Lithology Prefix,Minor Lithology Suffix,Lithology Suffix,Minor Lithology Name,Extra Sample ID Data
363-U1489B-1H-4-A,0,38,4.53,4.91,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,10Y 6/1 (greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1489,B,1,H,4,A,,,,,
363-U1489B-1H-4-A,38,105,4.91,5.58,clay-rich [X363],nannofossil ooze [Leg339],clay-rich nannofossil ooze,,10Y 7/1 (light greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1489,B,1,H,4,A,,,,,
363-U1489B-1H-CC-A,0,13,5.58,5.71,clay-rich [X363],nannofossil ooze [Leg339],clay-rich nannofossil ooze,,10Y 7/1 (light greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1489,B,1,H,CC,A,,,,,
363-U1489B-2H-1-A,0,90,5.7,6.6,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,5GY 8/1 (light greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1489,B,2,H,1,A,,,,,
363-U1489B-2H-1-A,90,110,6.6,6.8,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 7/1 (light greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1489,B,2,H,1,A,,,,,
363-U1489B-2H-1-A,110,145,6.8,7.15,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,5GY 8/1 (light greenish gray),slight [DB86],,,,,,a greeen band at ~130 cm,,,,,,,,,,,,,363,U1489,B,2,H,1,A,,,,,
363-U1489B-2H-2-A,0,96,7.2,8.16,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,5GY 8/1 (light greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1489,B,2,H,2,A,,,,,
363-U1489B-2H-2-A,96,145,8.16,8.65,clay-bearing foraminifer-rich [X363],nannofossil ooze [Leg339],clay-bearing foraminifer-rich nannofossil ooze,,10Y 7/1 (light greenish gray),slight [DB86],,,,,,a greeen band at ~107 cm,,,,,,,,,,,,,363,U1489,B,2,H,2,A,,,,,
363-U1489B-2H-3-A,0,47,8.7,9.17,clay-bearing foraminifer-rich [X363],nannofossil ooze [Leg339],clay-bearing foraminifer-rich nannofossil ooze,,10Y 7/1 (light greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1489,B,2,H,3,A,,,,,
363-U1489B-2H-3-A,47,66,9.17,9.36,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,5GY 8/1 (light greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1489,B,2,H,3,A,,,,,
363-U1489B-2H-3-A,66,80,9.36,9.5,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 6/1 (greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1489,B,2,H,3,A,,,,,
363-U1489B-2H-3-A,80,140,9.5,10.1,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,10Y 8/1 (light greenish gray),slight [DB86],,,,,,a green band at ~126 cm,,,,,,,,,,,,,363,U1489,B,2,H,3,A,,,,,
363-U1489B-2H-4-A,0,65,10.2,10.85,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,5GY 8/1 (light greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1489,B,2,H,4,A,,,,,
363-U1489B-2H-4-A,65,80,10.85,11.0,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 6/1 (greenish gray),slight [DB86],,,,,,a pyrite patch at ~68 cm,,,,,,,,,,,,,363,U1489,B,2,H,4,A,,,,,
363-U1489B-2H-4-A,80,100,11.0,11.2,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,5GY 8/1 (light greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1489,B,2,H,4,A,,,,,
363-U1489B-2H-4-A,100,115,11.2,11.35,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 7/1 (light greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1489,B,2,H,4,A,,,,,
363-U1489B-2H-4-A,115,133,11.35,11.53,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,5GY 8/1 (light greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1489,B,2,H,4,A,,,,,
363-U1489B-2H-4-A,133,145,11.53,11.65,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 7/1 (light greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1489,B,2,H,4,A,,,,,
363-U1489B-2H-5-A,0,10,11.7,11.8,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 7/1 (light greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1489,B,2,H,5,A,,,,,
363-U1489B-2H-5-A,10,32,11.8,12.02,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,5GY 8/1 (light greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1489,B,2,H,5,A,,,,,
363-U1489B-2H-5-A,32,46,12.02,12.16,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 7/1 (light greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1489,B,2,H,5,A,,,,,
363-U1489B-2H-5-A,46,82,12.16,12.52,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,5GY 8/1 (light greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1489,B,2,H,5,A,,,,,
363-U1489B-2H-5-A,82,105,12.52,12.75,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 7/1 (light greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1489,B,2,H,5,A,,,,,
363-U1489B-2H-5-A,105,145,12.75,13.15,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,5GY 8/1 (light greenish gray),slight [DB86],,,,,,two green bands at ~128 and 130 cm,,,,,,,,,,,,,363,U1489,B,2,H,5,A,,,,,
363-U1489B-2H-6-A,0,33,13.2,13.53,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,5GY 8/1 (light greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1489,B,2,H,6,A,,,,,
363-U1489B-2H-6-A,33,46,13.53,13.66,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 7/1 (light greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1489,B,2,H,6,A,,,,,
363-U1489B-2H-6-A,46,73,13.66,13.93,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,5GY 8/1 (light greenish gray),slight [DB86],,,,,,a green band at ~69 cm,,,,,,,,,,,,,363,U1489,B,2,H,6,A,,,,,
363-U1489B-2H-6-A,73,81,13.93,14.01,clay-bearing foraminifer-rich [X363],nannofossil ooze [Leg339],clay-bearing foraminifer-rich nannofossil ooze,,10Y 7/1 (light greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1489,B,2,H,6,A,,,,,
363-U1489B-2H-6-A,81,140,14.01,14.6,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,5GY 8/1 (light greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1489,B,2,H,6,A,,,,,
363-U1489B-2H-7-A,0,15,14.7,14.85,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 7/1 (light greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1489,B,2,H,7,A,,,,,
363-U1489B-2H-7-A,15,37,14.85,15.07,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,5GY 8/1 (light greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1489,B,2,H,7,A,,,,,
363-U1489B-2H-7-A,37,50,15.07,15.2,clay-rich foraminifer-rich [X363],nannofossil ooze [Leg339],clay-rich foraminifer-rich nannofossil ooze,,5GY 6/1 (greenish gray),slight [DB86],,,,,,rough surface,,,,,,,,,,,,,363,U1489,B,2,H,7,A,,,,,
363-U1489B-2H-7-A,50,59,15.2,15.29,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,5GY 8/1 (light greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1489,B,2,H,7,A,,,,,
363-U1489B-2H-CC-A,0,20,15.29,15.49,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,5GY 8/1 (light greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1489,B,2,H,CC,A,,,,,
363-U1489B-3H-1-A,0,146,15.2,16.66,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 7/1 (light greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1489,B,3,H,1,A,,,,,
363-U1489B-3H-2-A,0,146,16.7,18.16,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 7/1 (light greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1489,B,3,H,2,A,,,,,
363-U1489B-3H-3-A,0,141,18.2,19.61,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 7/1 (light greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1489,B,3,H,3,A,,,,,
363-U1489B-3H-4-A,0,22,19.7,19.92,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 7/1 (light greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1489,B,3,H,4,A,,,,,
363-U1489B-3H-4-A,22,146,19.92,21.16,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,5GY 8/1 (light greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1489,B,3,H,4,A,,,,,
363-U1489B-3H-5-A,0,57,21.2,21.77,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,5GY 8/1 (light greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1489,B,3,H,5,A,,,,,
363-U1489B-3H-5-A,57,145,21.77,22.65,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 7/1 (light greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1489,B,3,H,5,A,,,,,
363-U1489B-3H-6-A,0,64,22.7,23.34,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 7/1 (light greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1489,B,3,H,6,A,,,,,
363-U1489B-3H-6-A,64,139,23.34,24.09,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,5GY 8/1 (light greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1489,B,3,H,6,A,,,,,
363-U1489B-3H-7-A,0,67,24.2,24.87,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,5GY 8/1 (light greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1489,B,3,H,7,A,,,,,
363-U1489B-3H-CC-A,0,15,24.87,25.02,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,5GY 8/1 (light greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1489,B,3,H,CC,A,,,,,
363-U1489B-4H-1-A,0,60,24.7,25.3,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,5GY 8/1 (light greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1489,B,4,H,1,A,,,,,
363-U1489B-4H-1-A,60,85,25.3,25.55,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 7/1 (light greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1489,B,4,H,1,A,,,,,
363-U1489B-4H-1-A,85,146,25.55,26.16,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,5GY 8/1 (light greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1489,B,4,H,1,A,,,,,
363-U1489B-4H-2-A,0,11,26.2,26.31,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 7/1 (light greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1489,B,4,H,2,A,,,,,
363-U1489B-4H-2-A,11,32,26.31,26.52,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,5GY 8/1 (light greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1489,B,4,H,2,A,,,,,
363-U1489B-4H-2-A,32,57,26.52,26.77,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 7/1 (light greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1489,B,4,H,2,A,,,,,
363-U1489B-4H-2-A,57,70,26.77,26.9,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,5GY 8/1 (light greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1489,B,4,H,2,A,,,,,
363-U1489B-4H-2-A,70,93,26.9,27.13,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 7/1 (light greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1489,B,4,H,2,A,,,,,
363-U1489B-4H-2-A,93,145,27.13,27.65,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,5GY 8/1 (light greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1489,B,4,H,2,A,,,,,
363-U1489B-4H-3-A,0,87,27.7,28.57,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 7/1 (light greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1489,B,4,H,3,A,,,,,
363-U1489B-4H-3-A,87,141,28.57,29.11,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,5GY 8/1 (light greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1489,B,4,H,3,A,,,,,
363-U1489B-4H-4-A,0,23,29.2,29.43,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 7/1 (light greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1489,B,4,H,4,A,,,,,
363-U1489B-4H-4-A,23,72,29.43,29.92,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,5GY 8/1 (light greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1489,B,4,H,4,A,,,,,
363-U1489B-4H-4-A,72,82,29.92,30.02,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 7/1 (light greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1489,B,4,H,4,A,,,,,
363-U1489B-4H-4-A,82,96,30.02,30.16,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,5GY 8/1 (light greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1489,B,4,H,4,A,,,,,
363-U1489B-4H-4-A,96,107,30.16,30.27,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 7/1 (light greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1489,B,4,H,4,A,,,,,
363-U1489B-4H-4-A,107,146,30.27,30.66,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,5GY 8/1 (light greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1489,B,4,H,4,A,,,,,
363-U1489B-4H-5-A,0,41,30.7,31.11,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 7/1 (light greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1489,B,4,H,5,A,,,,,
363-U1489B-4H-5-A,41,145,31.11,32.15,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,5GY 8/1 (light greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1489,B,4,H,5,A,,,,,
363-U1489B-4H-6-A,0,141,32.2,33.61,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,5GY 8/1 (light greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1489,B,4,H,6,A,,,,,
363-U1489B-4H-7-A,0,24,33.7,33.94,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,5GY 7/1 (light greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1489,B,4,H,7,A,,,,,
363-U1489B-4H-7-A,24,68,33.94,34.38,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,5GY 8/1 (light greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1489,B,4,H,7,A,,,,,
363-U1489B-4H-CC-A,0,30,34.38,34.68,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,5GY 8/1 (light greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1489,B,4,H,CC,A,,,,,
363-U1489B-5H-1-A,0,24,34.2,34.44,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,5GY 7/1 (light greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1489,B,5,H,1,A,,,,,
363-U1489B-5H-1-A,24,145,34.44,35.65,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,5GY 8/1 (light greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1489,B,5,H,1,A,,,,,
363-U1489B-5H-2-A,0,60,35.7,36.3,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,5GY 8/1 (light greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1489,B,5,H,2,A,,,,,
363-U1489B-5H-2-A,60,71,36.3,36.41,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,5GY 7/1 (light greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1489,B,5,H,2,A,,,,,
363-U1489B-5H-2-A,71,145,36.41,37.15,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,5GY 8/1 (light greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1489,B,5,H,2,A,,,,,
363-U1489B-5H-3-A,0,13,37.2,37.33,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,5GY 8/1 (light greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1489,B,5,H,3,A,,,,,
363-U1489B-5H-3-A,13,47,37.33,37.67,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,5PB 7/1 (light bluish gray),slight [DB86],,,,,sulfide,,,,,,,,,,,,,,363,U1489,B,5,H,3,A,,,,,
363-U1489B-5H-3-A,47,85,37.67,38.05,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,5GY 8/1 (light greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1489,B,5,H,3,A,,,,,
363-U1489B-5H-3-A,85,90,38.05,38.1,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,5PB 7/1 (light bluish gray),slight [DB86],,,,,sulfide,,,,,,,,,,,,,,363,U1489,B,5,H,3,A,,,,,
363-U1489B-5H-3-A,90,140,38.1,38.6,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,5GY 8/1 (light greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1489,B,5,H,3,A,,,,,
363-U1489B-5H-4-A,0,8,38.7,38.78,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,5GY 7/1 (light greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1489,B,5,H,4,A,,,,,
363-U1489B-5H-4-A,8,19,38.78,38.89,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,5GY 8/1 (light greenish gray),slight [DB86],,,,,,faint greenish layers,,,,,,,,,,,,,363,U1489,B,5,H,4,A,,,,,
363-U1489B-5H-4-A,19,24,38.89,38.94,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,5PB 7/1 (light bluish gray),slight [DB86],,,,,sulfide,,,,,,,,,,,,,,363,U1489,B,5,H,4,A,,,,,
363-U1489B-5H-4-A,24,35,38.94,39.05,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,5GY 7/1 (light greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1489,B,5,H,4,A,,,,,
363-U1489B-5H-4-A,35,66,39.05,39.36,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,5GY 8/1 (light greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1489,B,5,H,4,A,,,,,
363-U1489B-5H-4-A,66,88,39.36,39.58,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,5GY 7/1 (light greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1489,B,5,H,4,A,,,,,
363-U1489B-5H-4-A,88,118,39.58,39.88,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,5GY 8/1 (light greenish gray),slight [DB86],,,,,,faint greenish layers,,,,,,,,,,,,,363,U1489,B,5,H,4,A,,,,,
363-U1489B-5H-4-A,118,121,39.88,39.91,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,5PB 7/1 (light bluish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1489,B,5,H,4,A,,,,,
363-U1489B-5H-4-A,121,145,39.91,40.15,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,5GY 8/1 (light greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1489,B,5,H,4,A,,,,,
363-U1489B-5H-5-A,0,145,40.2,41.65,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,5GY 8/1 (light greenish gray),slight [DB86],,,,,,faint greenish layers,,,,,,,,,,,,,363,U1489,B,5,H,5,A,,,,,
363-U1489B-5H-6-A,0,111,41.7,42.81,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,5GY 8/1 (light greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1489,B,5,H,6,A,,,,,
363-U1489B-5H-6-A,111,126,42.81,42.96,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,5GY 7/1 (light greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1489,B,5,H,6,A,,,,,
363-U1489B-5H-6-A,126,140,42.96,43.1,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,5GY 8/1 (light greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1489,B,5,H,6,A,,,,,
