Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Prefix,Lithology Principal Name,Lithology Suffix,MAJ Lith. prefix+name+suffix,MAJ Lith. color,"Layer, boundary, lamination, grading",Diagenetic constituent,Diagenetic constituent composition,Bioturbation intensity,Bioturbation intensity rank,Deformational structures,General interval comment,Minor Lithology Prefix,Minor Lithology Name,Minor Lithology Suffix,MIN Lith. prefix + name,MIN Lith. prefix+name+suffix,MIN Lith. name+suffix,MIN Lith. color,MIN Lith. abundance [%],MIN Lith. ave. grain size ,MIN Lith. ave. grain size rank,MIN Lith. max. grain size ,MIN Lith. max. grain size rank,Lith. abundance sum [%],Bottom contact or boundary type,Bottom contact geometry,Bottom contact definition,Layer or bedding thickness,Clasts abundance,Clast 1 igneous [%],Clast 1 igneous -  grain size,Clast 2 sediment [%],Clast 2 sediment grain size,Clast 3 -other lithology [%],Clast 3 -other lithology grain size,Diagenetic structure,Macrofossil,Macrofossil abundance name,MAJ Lith. prefix + name,MAJ Lith. name+suffix,MAJ Lith. Abundance (%),MAJ Lith. Ave. grain size,MAJ Lith. ave. grain size rank,MAJ Lith. max. grain size,MAJ Lith. max. grain size rank,File Data,Extra Sample ID Data
342-U1404B-4H-2-A,342,U1404,B,4,4-2,H,2,A,0,150,22.9,24.4,,clay [Leg339],with diatoms [Leg339],clay  with diatoms ,5GY 5/1 (greenish gray),layering,,,moderate_339 [DB91],4,,"Layers of dispersed Radiolarians darken the core at 55-66cm, 87-92cm, and 97-130cm 10Y 4/1 (dark greenish gray). 
",,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay   with diatoms ,,,,,,,
342-U1404B-4H-3-A,342,U1404,B,4,4-3,H,3,A,0,150,24.4,25.9,,clay [Leg339],with diatoms [Leg339],clay  with diatoms ,5GY 5/1 (greenish gray),layering,,,moderate_339 [DB91],4,,Layers of dispersed Radiolarians darken the core at 109-150cm 10Y 4/1 (dark greenish gray)and they are richer in diatoms.,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay   with diatoms ,,,,,,,
342-U1404B-4H-4-A,342,U1404,B,4,4-4,H,4,A,0,150,25.9,27.4,,clay [Leg339],with diatoms [Leg339],clay  with diatoms ,10Y 4/1 (dark greenish gray),layering,,,moderate_339 [DB91],4,,"Lighter layers are found at 72-81cm, 91-109cm, 120-143cm, 5GY 5/1 (greenish gray).
.",,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay   with diatoms ,,,,,,,
342-U1404B-4H-5-A,342,U1404,B,4,4-5,H,5,A,0,126,27.4,28.66,,clay [Leg339],with diatoms [Leg339],clay  with diatoms ,5GY 5/1 (greenish gray),layering,,,moderate_339 [DB91],4,,Layers of dispersed Radiolarians darken the core at 109-150cm 10Y 4/1 (dark greenish gray) these layers are also richer in diatoms.,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay   with diatoms ,,,,,,,
342-U1404B-4H-6-A,342,U1404,B,4,4-6,H,6,A,0,103,28.66,29.69,,clay [Leg339],with diatoms [Leg339],clay  with diatoms ,5GY 5/1 (greenish gray),layering,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay   with diatoms ,,,,,,,
342-U1404B-4H-CC-A,342,U1404,B,4,4-CC,H,CC,A,0,7,29.69,29.81,,clay [Leg339],with diatoms [Leg339],clay  with diatoms ,5GY 4/1 (dark greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay   with diatoms ,,,,,,,
342-U1404B-5H-1-A,342,U1404,B,5,5-1,H,1,A,3,150,27.4,28.9,,clay [Leg339],with diatoms [Leg339],clay  with diatoms ,10GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,"Clay with diatoms is 10GY 5/1 (greenish gray).  The sediment is mottled with moderate burrowing. Darker layers include radiolarians, could be considered a biosiliceous ooze.
",,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay   with diatoms ,,,,,,,
342-U1404B-5H-2-A,342,U1404,B,5,5-2,H,2,A,0,150,28.9,30.4,,clay [Leg339],with diatoms [Leg339],clay  with diatoms ,5GY 4/1 (dark greenish gray),,,,moderate_339 [DB91],4,,"Clay with diatoms is 5GY 4/1 (dark greenish gray).  The sediment is mottled with moderate burrowing. Darker layers include radiolarians, could be considered a biosiliceous ooze.
",,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay   with diatoms ,,,,,,,
342-U1404B-5H-3-A,342,U1404,B,5,5-3,H,3,A,0,150,30.4,31.9,,clay [Leg339],with diatoms [Leg339],clay  with diatoms ,5GY 4/1 (dark greenish gray),,,,moderate_339 [DB91],4,,"Clay with diatoms is 5GY 4/1 (dark greenish gray).  The sediment is mottled with moderate burrowing. Darker layers include radiolarians, could be considered a biosiliceous ooze.",,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay   with diatoms ,,,,,,,
342-U1404B-5H-4-A,342,U1404,B,5,5-4,H,4,A,0,150,31.9,33.4,,clay [Leg339],with diatoms [Leg339],clay  with diatoms ,5GY 4/1 (dark greenish gray),,,,moderate_339 [DB91],4,,"Clay with diatoms is 5GY 4/1 (dark greenish gray).  The sediment is mottled with moderate burrowing. Darker layers include radiolarians, could be considered a biosiliceous ooze.",,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay   with diatoms ,,,,,,,
342-U1404B-5H-5-A,342,U1404,B,5,5-5,H,5,A,0,150,33.4,34.9,,clay [Leg339],with diatoms [Leg339],clay  with diatoms ,5GY 4/1 (dark greenish gray),,,,moderate_339 [DB91],4,,"Clay with diatoms is 5GY 4/1 (dark greenish gray).  The sediment is mottled with moderate burrowing. Darker layers include radiolarians, could be considered a biosiliceous ooze.",,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay   with diatoms ,,,,,,,
342-U1404B-5H-6-A,342,U1404,B,5,5-6,H,6,A,0,150,34.9,36.4,,clay [Leg339],with diatoms [Leg339],clay  with diatoms ,5GY 4/1 (dark greenish gray),layering,,,moderate_339 [DB91],4,,"Clay with diatoms is 5GY 4/1 (dark greenish gray).  One lighter layer 5GY 5/1 (greenish grey) between 23-36cm. The sediment is mottled with moderate burrowing. Darker layers include radiolarians, could be considered a biosiliceous ooze.",,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay   with diatoms ,,,,,,,
342-U1404B-5H-7-A,342,U1404,B,5,5-7,H,7,A,0,78,36.4,37.18,,clay [Leg339],with diatoms [Leg339],clay  with diatoms ,5GY 4/1 (dark greenish gray),,,,moderate_339 [DB91],4,,"Clay with diatoms is 5GY 4/1 (dark greenish gray).  The sediment is mottled with moderate burrowing. Darker layers include radiolarians, could be considered a biosiliceous ooze.",,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay   with diatoms ,,,,,,,
342-U1404B-5H-CC-A,342,U1404,B,5,5-CC,H,CC,A,0,20,37.18,37.44,,clay [Leg339],with diatoms [Leg339],clay  with diatoms ,5GY 4/1 (dark greenish gray),layering,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay   with diatoms ,,,,,,,
342-U1404B-6H-1-A,342,U1404,B,6,6-1,H,1,A,21,150,36.9,38.4,,biosiliceous ooze [Leg339],with clay [Leg339],biosiliceous ooze  with clay ,5GY 4/1 (dark greenish gray),,,,moderate_339 [DB91],4,,Biosiliceous ooze with clay is 5GY 4/1 (dark greenish gray).  The sediment is mottled with moderate burrowing. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,biosiliceous ooze ,biosiliceous ooze   with clay ,,,,,,,
342-U1404B-6H-2-A,342,U1404,B,6,6-2,H,2,A,0,150,38.4,39.9,,biosiliceous ooze [Leg339],with clay [Leg339],biosiliceous ooze  with clay ,5GY 4/1 (dark greenish gray),,,,moderate_339 [DB91],4,,Biosiliceous ooze with clay is 5GY 4/1 (dark greenish gray).  The sediment is mottled with moderate burrowing. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,biosiliceous ooze ,biosiliceous ooze   with clay ,,,,,,,
342-U1404B-6H-3-A,342,U1404,B,6,6-3,H,3,A,0,150,39.9,41.4,,biosiliceous ooze [Leg339],with clay [Leg339],biosiliceous ooze  with clay ,5GY 4/1 (dark greenish gray),,,,moderate_339 [DB91],4,,Biosiliceous ooze with clay is 5GY 4/1 (dark greenish gray).  The sediment is mottled with moderate burrowing. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,biosiliceous ooze ,biosiliceous ooze   with clay ,,,,,,,
342-U1404B-6H-4-A,342,U1404,B,6,6-4,H,4,A,0,150,41.4,42.9,,biosiliceous ooze [Leg339],with clay [Leg339],biosiliceous ooze  with clay ,5GY 4/1 (dark greenish gray),,,,moderate_339 [DB91],4,,"Biosiliceous ooze with clay is 5GY 4/1 (dark greenish gray).  The sediment is mottled with moderate burrowing.  Fault at base of the section, from 121-150cm, with an offset of 17cm.",,,,,,,,,,,,,,,,,,,,,,,,,,,,biosiliceous ooze ,biosiliceous ooze   with clay ,,,,,,,
342-U1404B-6H-5-A,342,U1404,B,6,6-5,H,5,A,0,150,42.9,44.4,,biosiliceous ooze [Leg339],with clay [Leg339],biosiliceous ooze  with clay ,5GY 4/1 (dark greenish gray),layering,,,moderate_339 [DB91],4,,"Biosiliceous ooze with clay is 5GY 4/1 (dark greenish gray).  The sediment is mottled with moderate burrowing.  Discrete lighter layers at 19-42cm, 88-93cm,102-109cm, and 120-148cm.",,,,,,,,,,,,,,,,,,,,,,,,,,,,biosiliceous ooze ,biosiliceous ooze   with clay ,,,,,,,
342-U1404B-6H-6-A,342,U1404,B,6,6-6,H,6,A,0,150,44.4,45.9,,biosiliceous ooze [Leg339],with clay [Leg339],biosiliceous ooze  with clay ,5GY 4/1 (dark greenish gray),,,,moderate_339 [DB91],4,,Biosiliceous ooze with clay is 5GY 4/1 (dark greenish gray).  The sediment is mottled with moderate burrowing. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,biosiliceous ooze ,biosiliceous ooze   with clay ,,,,,,,
342-U1404B-6H-7-A,342,U1404,B,6,6-7,H,7,A,0,63,45.9,46.53,,biosiliceous ooze [Leg339],with clay [Leg339],biosiliceous ooze  with clay ,5GY 4/1 (dark greenish gray),layering,mineral,sulfide,moderate_339 [DB91],4,,Biosiliceous ooze with clay is 5GY 4/1 (dark greenish gray).  The sediment is mottled with moderate burrowing. Contains macroscopic Pyrite!,,,,,,,,,,,,,,,,,,,,,,,,,,,,biosiliceous ooze ,biosiliceous ooze   with clay ,,,,,,,
342-U1404B-8H-1-A,342,U1404,B,8,8-1,H,1,A,4,150,55.9,57.4,,biosiliceous ooze [Leg339],with clay [Leg339],biosiliceous ooze  with clay ,5GY 4/1 (dark greenish gray),,,,moderate_339 [DB91],4,,Biosiliceous ooze with clay is 5GY 4/1 (dark greenish gray) with darker 10Y 4/1 (dark greenish gray) intervals.  The sediment is mottled with moderate burrowing. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,biosiliceous ooze ,biosiliceous ooze   with clay ,,,,,,,
342-U1404B-8H-2-A,342,U1404,B,8,8-2,H,2,A,0,150,57.4,58.9,,biosiliceous ooze [Leg339],with clay [Leg339],biosiliceous ooze  with clay ,5GY 4/1 (dark greenish gray),,,,moderate_339 [DB91],4,,Biosiliceous ooze with clay is 5GY 4/1 (dark greenish gray) with darker 10Y 4/1 (dark greenish gray) intervals.  The sediment is mottled with moderate burrowing. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,biosiliceous ooze ,biosiliceous ooze   with clay ,,,,,,,
342-U1404B-8H-3-A,342,U1404,B,8,8-3,H,3,A,0,150,58.9,60.4,,biosiliceous ooze [Leg339],with clay [Leg339],biosiliceous ooze  with clay ,5GY 4/1 (dark greenish gray),,,,moderate_339 [DB91],4,,Biosiliceous ooze with clay is 5GY 4/1 (dark greenish gray) with darker 10Y 4/1 (dark greenish gray) intervals.  The sediment is mottled with moderate burrowing. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,biosiliceous ooze ,biosiliceous ooze   with clay ,,,,,,,
342-U1404B-8H-4-A,342,U1404,B,8,8-4,H,4,A,0,150,60.4,61.9,,biosiliceous ooze [Leg339],with clay [Leg339],biosiliceous ooze  with clay ,10Y 4/1 (dark greenish gray),layering,mineral,sulfide,moderate_339 [DB91],4,,Biosiliceous ooze with clay is 10Y 4/1 (dark greenish gray).  The sediment is mottled with moderate burrowing. Contains macroscopic Pyrite!,,,,,,,,,,,,,,,,,,,,,,,,,,,,biosiliceous ooze ,biosiliceous ooze   with clay ,,,,,,,
342-U1404B-8H-5-A,342,U1404,B,8,8-5,H,5,A,0,150,61.9,63.4,,biosiliceous ooze [Leg339],with clay [Leg339],biosiliceous ooze  with clay ,5GY 4/1 (dark greenish gray),,,,moderate_339 [DB91],4,,Biosiliceous ooze with clay is 5GY 4/1 (dark greenish gray) with darker 10Y 4/1 (dark greenish gray) intervals.  The sediment is mottled with moderate burrowing. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,biosiliceous ooze ,biosiliceous ooze   with clay ,,,,,,,
342-U1404B-8H-6-A,342,U1404,B,8,8-6,H,6,A,0,150,63.4,64.9,,biosiliceous ooze [Leg339],with nannofossils [Leg339],biosiliceous ooze  with nannofossils ,5GY 4/1 (dark greenish gray),,,,moderate_339 [DB91],4,,Biosiliceous ooze with clay is 5GY 4/1 (dark greenish gray) with darker 10Y 4/1 (dark greenish gray) intervals.  The sediment is mottled with moderate burrowing. Nannofossils start to make an appearance.,,,,,,,,,,,,,,,,,,,,,,,,,,,,biosiliceous ooze ,biosiliceous ooze   with nannofossils ,,,,,,,
342-U1404B-8H-7-A,342,U1404,B,8,8-7,H,7,A,0,67,64.9,65.57,,biosiliceous ooze [Leg339],with nannofossils [Leg339],biosiliceous ooze  with nannofossils ,5GY 4/1 (dark greenish gray),,,,moderate_339 [DB91],4,,Biosiliceous ooze with clay is 5GY 4/1 (dark greenish gray) with darker 10Y 4/1 (dark greenish gray) intervals.  The sediment is mottled with moderate burrowing. Nannofossils start to make an appearance.,,,,,,,,,,,,,,,,,,,,,,,,,,,,biosiliceous ooze ,biosiliceous ooze   with nannofossils ,,,,,,,
342-U1404B-8H-CC-A,342,U1404,B,8,8-CC,H,CC,A,0,19,65.57,65.81,,biosiliceous ooze [Leg339],with nannofossils [Leg339],biosiliceous ooze  with nannofossils ,5GY 4/1 (dark greenish gray),,,,moderate_339 [DB91],4,,Biosiliceous ooze with clay is 5GY 4/1 (dark greenish gray) with darker 10Y 4/1 (dark greenish gray) intervals.  The sediment is mottled with moderate burrowing. Nannofossils start to make an appearance.,,,,,,,,,,,,,,,,,,,,,,,,,,,,biosiliceous ooze ,biosiliceous ooze   with nannofossils ,,,,,,,
342-U1404B-9H-1-A,342,U1404,B,9,9-1,H,1,A,0,150,65.4,66.9,,biosiliceous ooze [Leg339],with clay [Leg339],biosiliceous ooze  with clay ,5GY 4/1 (dark greenish gray),,,,moderate_339 [DB91],4,,Disturbed,,,,,,,,,,,,,,,,,,,,,,,,,,,,biosiliceous ooze ,biosiliceous ooze   with clay ,,,,,,,
342-U1404B-9H-2-A,342,U1404,B,9,9-2,H,2,A,0,150,66.9,68.4,,biosiliceous ooze [Leg339],with clay [Leg339],biosiliceous ooze  with clay ,5GY 4/1 (dark greenish gray),,,,moderate_339 [DB91],4,,"Disturbed
",,,,,,,,,,,,,,,,,,,,,,,,,,,,biosiliceous ooze ,biosiliceous ooze   with clay ,,,,,,,
342-U1404B-9H-3-A,342,U1404,B,9,9-3,H,3,A,0,150,68.4,69.9,,biosiliceous ooze [Leg339],with clay [Leg339],biosiliceous ooze  with clay ,5GY 4/1 (dark greenish gray),,,,moderate_339 [DB91],4,,Biosiliceous ooze with clay is 5GY 4/1 (dark greenish gray) with darker 10Y 4/1 (dark greenish gray) intervals.  The sediment is mottled with moderate burrowing. Disturbed to 73cm.,,,,,,,,,,,,,,,,,,,,,,,,,,,,biosiliceous ooze ,biosiliceous ooze   with clay ,,,,,,,
342-U1404B-9H-4-A,342,U1404,B,9,9-4,H,4,A,0,150,69.9,71.4,,biosiliceous ooze [Leg339],with clay [Leg339],biosiliceous ooze  with clay ,5GY 4/1 (dark greenish gray),,,,moderate_339 [DB91],4,,"Biosiliceous ooze with clay is 5GY 4/1 (dark greenish gray) with darker 10Y 4/1 (dark greenish gray) intervals.  The sediment is mottled with moderate burrowing. 
",,,,,,,,,,,,,,,,,,,,,,,,,,,,biosiliceous ooze ,biosiliceous ooze   with clay ,,,,,,,
342-U1404B-9H-5-A,342,U1404,B,9,9-5,H,5,A,0,124,71.4,72.64,biosiliceous [Leg339],nannofossil ooze [Leg339],,biosiliceous  nannofossil ooze ,5GY 4/1 (dark greenish gray),,,,moderate_339 [DB91],4,,Biosiliceous nannofossil ooze with clay is 5GY 4/1 (dark greenish gray) with darker 10Y 4/1 (dark greenish gray) intervals.  The sediment is mottled with moderate burrowing. .,,,,,,,,,,,,,,,,,,,,,,,,,,,,biosiliceous   nannofossil ooze ,nannofossil ooze ,,,,,,,
342-U1404B-9H-6-A,342,U1404,B,9,9-6,H,6,A,0,61,72.64,73.91,biosiliceous [Leg339],nannofossil ooze [Leg339],,biosiliceous  nannofossil ooze ,5GY 4/1 (dark greenish gray),,,,moderate_339 [DB91],4,,Biosiliceous nannofossil ooze with clay is 5GY 4/1 (dark greenish gray) with darker 10Y 4/1 (dark greenish gray) intervals.  The sediment is mottled with moderate burrowing. .,,,,,,,,,,,,,,,,,,,,,,,,,,,,biosiliceous   nannofossil ooze ,nannofossil ooze ,,,,,,,
342-U1404B-9H-6-A,342,U1404,B,9,9-6,H,6,A,72,127,72.64,73.91,biosiliceous [Leg339],nannofossil ooze [Leg339],,biosiliceous  nannofossil ooze ,5GY 4/1 (dark greenish gray),,,,moderate_339 [DB91],4,,Biosiliceous nannofossil ooze with clay is 5GY 4/1 (dark greenish gray) with darker 10Y 4/1 (dark greenish gray) intervals.  The sediment is mottled with moderate burrowing. .,,,,,,,,,,,,,,,,,,,,,,,,,,,,biosiliceous   nannofossil ooze ,nannofossil ooze ,,,,,,,
342-U1404B-9H-7-A,342,U1404,B,9,9-7,H,7,A,0,102,73.91,74.93,biosiliceous [Leg339],nannofossil ooze [Leg339],,biosiliceous  nannofossil ooze ,5GY 4/1 (dark greenish gray),,,,moderate_339 [DB91],4,,Biosiliceous nannofossil ooze with clay is 5GY 4/1 (dark greenish gray) with darker 10Y 4/1 (dark greenish gray) intervals.  The sediment is mottled with moderate burrowing. .,,,,,,,,,,,,,,,,,,,,,,,,,,,,biosiliceous   nannofossil ooze ,nannofossil ooze ,,,,,,,
