Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Sample domain number (if >1 domain),Sample domain name (if >1 domain),Domain relative abundance [%],Lithology Prefix,Lithology Principal Name,Lithology Suffix,Lith. prefix+name+suffix,Lithological Accessories 1,Lithological Accessories 2,Lithology color,Layer/Beddding, Lamination,Grading,Other sedimentary feature,Bedding thickness,Lithology avg. grain size ,Lithology avg. grain size rank,Diagenetic constituent,Diagenetic constituent composition,Bioturbation intensity,Bioturbation intensity rank,General interval comment,Bottom contact or boundary type,Bottom contact geometry,Bottom contact definition,Clasts abundance,Clasts [%],Clast -  grain size,Diagenetic structure,Macrofossil,Macrofossil abundance name,Lithology prefix + name,Lithology name+suffix,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Minor Lithology Suffix,Minor Lithology Prefix,Minor Lithology Name,Extra Sample ID Data
369-U1514C-27R-1-A,83,113,431.23,431.53,,,,,,claystone ,with nannofossils,claystone with nannofossils,,,7.5YR 6/4 (light brown),,,,ball-and-pillow,,clay,1,,,sparse,1,,,,,,,,,,,claystone,claystone with nannofossils,,,,369,U1514,C,27,R,1,A,,,,
369-U1514C-27R-1-A,113,116,431.53,431.56,,,,,,claystone ,,claystone,,,10YR 3/1 (very dark gray),,,,,,clay,1,,,moderate,2,,,,,,,,,,,claystone,claystone,,,,369,U1514,C,27,R,1,A,,,,
369-U1514C-27R-1-A,116,150,431.56,431.9,,,,,,claystone ,with nannofossils,claystone with nannofossils,,,7.5YR 6/4 (light brown),,,,ball-and-pillow,,clay,1,,,sparse,1,,,,,,,,,,,claystone,claystone with nannofossils,,,,369,U1514,C,27,R,1,A,,,,
369-U1514C-27R-2-A,0,74,431.9,432.64,,,,,,claystone ,with nannofossils,claystone with nannofossils,,,7.5YR 6/6 (reddish yellow),,,,ball-and-pillow,,clay,1,,,sparse,1,"White and black clasts are present throughout the section, pillow structures are observed at 26-31 cm.",,,,,,,,,,claystone,claystone with nannofossils,,,,369,U1514,C,27,R,2,A,,,,
369-U1514C-27R-2-A,74,129,432.64,433.19,,,,,,claystone ,with nannofossils,claystone with nannofossils,,,7.5YR 6/4 (light brown),,,,,,clay,1,,,high,3,Some folded laminations have black grains within it. In hand lens they look like chert(?).There is a chert nodule from 77-78 cm.,,,,,,,,,,claystone,claystone with nannofossils,,,,369,U1514,C,27,R,2,A,,,,
369-U1514C-27R-2-A,129,150,433.19,433.4,,,,,,claystone ,with nannofossils,claystone with nannofossils,,,7.5YR 7/4 (pink),,parallel lamination,,,,clay,1,,,sparse,1,An orange chert layer is present at 148-150 cm. Some laminations are slightly wavy.,,,,,,,,,,claystone,claystone with nannofossils,,,,369,U1514,C,27,R,2,A,,,,
369-U1514C-27R-3-A,0,122,433.4,434.62,,,,,,claystone ,with nannofossils,claystone with nannofossils,,,7.5YR 7/3 (pink),,parallel lamination,,,,clay,1,,,low,2,Laminations seem to be disturbed by low levels of bioturbation and some are wavy with soft sediment deformation. There is also color alternation between pink (5YR 7/4) and light greenish gray (GLEY 1 8/0Y).,,,,,,,,,,claystone,claystone with nannofossils,,,,369,U1514,C,27,R,3,A,,,,
369-U1514C-27R-4-A,0,60,434.62,435.22,,,,,,claystone ,with nannofossils,claystone with nannofossils,,,GLEY 1 8/10Y (light greenish gray),,parallel lamination,,,,clay,1,,,none,0,"A soft sediment deformation is present at 22-23 cm and some convolutes laminations are present at 23-24 cm. Three massive thin beds with flame structures at their base are present at 49 cm, 54 cm and 60 cm. Three thin laminations occur between 46 cm and 64 cm.",irregular boundary or contact,irregular-straight,sharp,,,,,,,claystone,claystone with nannofossils,,,,369,U1514,C,27,R,4,A,,,,
369-U1514C-27R-4-A,60,63,435.22,435.25,,,,,,claystone ,,claystone,,,10YR 5/4 (yellowish brown),,non-parallel stratification,,ball-and-pillow,,clay,1,,,moderate,2,There is a siderite nodule and convolute laminations at the top of this interval.,irregular boundary or contact,irregular-straight,sharp,,,,,,,claystone,claystone,,,,369,U1514,C,27,R,4,A,,,,
369-U1514C-27R-4-A,63,82,435.25,435.44,,,,,,claystone ,,claystone,,,GLEY 1 8/10Y (light greenish gray),massive [BJ84],,,,,,,,,,,Progressive color change from very pale brown (10YR 8/2) to light greenish gray (GLEY 1 8/10Y) at 63-82cm. There is an irregular clast light greenish gray at 78-79 cm. The base of this interval is marked by an erosive bottom contact.,inclined boundary or contact,sharp,sharp,,,,,,,claystone,claystone,,,,369,U1514,C,27,R,4,A,,,,
369-U1514C-27R-4-A,82,98,435.44,435.6,,,,,silicified,claystone ,,silicified claystone,,,GLEY 1 6/5GY (greenish gray),mottled,,,,,clay,1,,,,,,irregular boundary or contact,sharp,sharp,,,,,,,silicified claystone,claystone,,,,369,U1514,C,27,R,4,A,,,,
369-U1514C-27R-4-A,98,141,435.6,436.03,,,,,,claystone ,with nannofossils,claystone with nannofossils,,,5YR 7/4 (pink),mottled,,,,,clay,1,,,moderate,2,"There is a color change from white to light greenish gray to pink between 98-141 cm. There are 3 beds with laminations at 110 cm ,114-117 cm, and 132 cm, with erosive base and very thin sandy laminations at the top of these beds.",,,,,,,,,,claystone,claystone with nannofossils,,,,369,U1514,C,27,R,4,A,,,,
369-U1514C-27R-4-A,141,146,436.03,436.08,,,,,,chert ,,chert,,,7.5YR 5/6 (strong brown),,,,,,,,,,,,,,,,,,,,,,chert,chert,,,,369,U1514,C,27,R,4,A,,,,
369-U1514C-27R-5-A,0,72,436.08,436.8,,,,,,claystone ,with nannofossils,claystone with nannofossils,,,7.5YR 7/3 (pink),,,,convolute,,clay,1,,,sparse,1,"There are sharp boundaries at 2 cm, 8 cm, at 14 cm and at 43 cm, which separate laminate and massive intervals. There are some convolute laminations and bedding at 28-30 cm and 38-39 cm.",sharp boundary or contact,straight,sharp,,,,,,,claystone,claystone with nannofossils,,,,369,U1514,C,27,R,5,A,,,,
369-U1514C-27R-5-A,72,87,436.8,436.95,,,,,,silty claystone,with nannofossils,silty claystone with nannofossils,,,7.5YR 7/3 (pink),massive [BJ84],,,,,clay,1,,,,,,,,,,,,,,,silty claystone,silty claystone with nannofossils,,,,369,U1514,C,27,R,5,A,,,,
369-U1514C-27R-6-A,0,39,437.05,437.44,,,,,,silty claystone,with nannofossils,silty claystone with nannofossils,,,7.5YR 7/3 (pink),massive [BJ84],,,convolute,,clay,1,,,,,There is convolute bedding at 11-13 cm,irregular boundary or contact,sharp,sharp,,,,,,,silty claystone,silty claystone with nannofossils,,,,369,U1514,C,27,R,6,A,,,,
369-U1514C-27R-6-A,39,43,437.44,437.48,,,,,,chert ,,chert,,,7.5YR 5/6 (strong brown),,,,,,,,,,,,,irregular boundary or contact,sharp,sharp,,,,,,,chert,chert,,,,369,U1514,C,27,R,6,A,,,,
369-U1514C-27R-6-A,43,71,437.48,437.76,,,,,,silty claystone,with nannofossils,silty claystone with nannofossils,,,7.5YR 6/4 (light brown),massive [BJ84],,normal grading,,,clay,1,,,moderate,2,There is an erosive contact at 62 cm and at 71 cm. There is color change along the section from light brown (7.5R 6/4) to light greenish gray (GLEY 8/5GY).,irregular boundary or contact,sharp,sharp,,,,,,,silty claystone,silty claystone with nannofossils,,,,369,U1514,C,27,R,6,A,,,,
369-U1514C-27R-6-A,71,105,437.76,438.1,,,,,,silty claystone,with nannofossils,silty claystone with nannofossils,,,7.5YR 7/3 (pink),massive [BJ84],,,convolute,,clay,1,,,none,0,A convolute bedding is present at 79-81 cm with a small fault inside.,,,,,,,,,,silty claystone,silty claystone with nannofossils,,,,369,U1514,C,27,R,6,A,,,,
369-U1514C-27R-6-A,105,107,438.1,438.12,,,,,,chert ,,chert,,,7.5YR 5/3 (brown),,,,,,,,,,,,,,,,,,,,,,chert,chert,,,,369,U1514,C,27,R,6,A,,,,
369-U1514C-27R-6-A,107,109,438.12,438.14,,,,,,silty claystone,with nannofossils,silty claystone with nannofossils,,,7.5YR 7/3 (pink),massive [BJ84],,,,,clay,1,,,none,0,,sharp boundary or contact,straight,sharp,,,,,,,silty claystone,silty claystone with nannofossils,,,,369,U1514,C,27,R,6,A,,,,
369-U1514C-27R-6-A,109,119,438.14,438.24,,,,,,claystone ,with nannofossils,claystone with nannofossils,,,7.5YR 6/4 (light brown),mottled,,,,,clay,1,,,moderate,2,,erosional boundary or contact,straight,sharp,,,,,,,claystone,claystone with nannofossils,,,,369,U1514,C,27,R,6,A,,,,
369-U1514C-27R-6-A,119,125,438.24,438.3,,,,,,silty claystone,with nannofossils,silty claystone with nannofossils,,,7.5YR 7/4 (pink),massive [BJ84],,,,,clay,1,,,none,0,,inclined boundary or contact,stepped-straight-irregular,sharp,,,,,,,silty claystone,silty claystone with nannofossils,,,,369,U1514,C,27,R,6,A,,,,
369-U1514C-27R-6-A,125,133,438.3,438.38,,,,,,claystone ,with nannofossils,claystone with nannofossils,,,7.5YR 6/4 (light brown),mottled,,,,,clay,1,,,moderate,2,"There is a color change along this section, from light brown to light gray (2.5Y 7/2). A greenish gray (GLEY1 6/10GY) silicified nodule is present at the bottom of this section",,,,,,,,,,claystone,claystone with nannofossils,,,,369,U1514,C,27,R,6,A,,,,
369-U1514C-27R-7-A,0,148,438.38,439.86,,,,,,claystone ,with nannofossils,claystone with nannofossils,,,7.5YR 6/4 (light brown),mottled,,,,,clay,1,,,moderate,2,"There is gradual color change along this section, from white to reddish yellow (5YR 6/6)",,,,,,,,,,claystone,claystone with nannofossils,,,,369,U1514,C,27,R,7,A,,,,
369-U1514C-27R-CC-A,0,17,439.86,440.03,,,,,,claystone ,with nannofossils,claystone with nannofossils,,,7.5YR 6/4 (light brown),mottled,,,,,clay,1,,,moderate,2,,,,,,,,,,,claystone,claystone with nannofossils,,,,369,U1514,C,27,R,CC,A,,,,
369-U1514C-28R-1-A,0,28,440.0,440.28,,,,,,claystone ,with nannofossils,claystone with nannofossils,,,7.5YR 8/4 (pink),,interlamination,,convolute,,clay,1,,,sparse,1,Strata is inclined 40 degrees. Slickenslides are present at 23-24 cm.,gradational boundary or contact,irregular,gradational,,,,,,,claystone,claystone with nannofossils,,,,369,U1514,C,28,R,1,A,,,,
369-U1514C-28R-1-A,28,38,440.28,440.38,,,,,,chert ,,chert,,,GLEY 1 6/10GY (greenish gray),,,,,,,,,,,,,,,,,,,,,,chert,chert,,,,369,U1514,C,28,R,1,A,,,,
369-U1514C-28R-1-A,38,76,440.38,440.76,,,,,,claystone ,with nannofossils,claystone with nannofossils,,,GLEY 1 8/10Y (light greenish gray),massive [BJ84],,,,,clay,1,nodule,chert,sparse,1,Slickenslide are present at 38-39 cm.,curved boundary or contact,stepped-straight-irregular,sharp to gradational,,,,,,,claystone,claystone with nannofossils,,,,369,U1514,C,28,R,1,A,,,,
369-U1514C-28R-1-A,76,106,440.76,441.06,,,,,,claystone ,with nannofossils,claystone with nannofossils,,,7.5YR 7/3 (pink),mottled,,normal grading,flame structure,,clay,1,,,low,2,"Very fine sand to clay, normal grading beds with erosive basal contacts are present at 77 cm, 89 cm, 92 cm, 94 cm, and at 100 cm.",,,,,,,,,,claystone,claystone with nannofossils,,,,369,U1514,C,28,R,1,A,,,,
369-U1514C-28R-2-A,0,62,441.06,441.68,,,,,,claystone ,with nannofossils,claystone with nannofossils,,,7.5YR 7/4 (pink),mottled,interlamination,,convolute,,clay,1,,,low,2,"Beds are more chaotic, with thin discontinuous green intervals at 29-62 cm.",uncertain boundary or contact,,,,,,,,,claystone,claystone with nannofossils,,,,369,U1514,C,28,R,2,A,,,,
369-U1514C-28R-2-A,62,93,441.68,441.99,,,,,,chert ,,chert,,,GLEY 1 7/10GY (light greenish grey),,,,,,,,,,,,"The chert layer is very oxidized, yellowish-brown (10YR 5/8) in the base.",,,,,,,,,,chert,chert,,,,369,U1514,C,28,R,2,A,,,,
369-U1514C-28R-2-A,93,143,441.99,442.49,,,,,,claystone ,with nannofossils,claystone with nannofossils,,,10YR 6/4 (light yellowish brown),,,,convolute,,clay,1,,,sparse,1,"Beds are more chaotic, with thin discontinuous green intervals at 93-143 cm. There are also injections of soft sediment and a 1 cm dark green claystone at the bottom of the section.",,,,,,,,,,claystone,claystone with nannofossils,,,,369,U1514,C,28,R,2,A,,,,
369-U1514C-28R-3-A,0,58,442.49,443.07,,,,,,claystone ,with nannofossils,claystone with nannofossils,,,10YR 7/4 (very pale brown),massive [BJ84],,,convolute,,clay,1,,,sparse,1,A chaotic bed is present at 0-44 cm.,undulating or wavy boundary or contact [BJ80],complex,sharp,,,,,,,claystone,claystone with nannofossils,,,,369,U1514,C,28,R,3,A,,,,
369-U1514C-28R-3-A,58,127,443.07,443.76,,,,,,claystone ,with nannofossils,claystone with nannofossils,,,GLEY 1 7/10GY (light greenish grey),,interlamination,,convolute,,clay,1,,,low,2,"Recumbent folds at 58-127 cm and black layers at 57-65 cm, 73-77 cm, 81-83 cm, 92 cm, and 120 cm.",,,,3C,,,,,,claystone,claystone with nannofossils,,,,369,U1514,C,28,R,3,A,,,,
369-U1514C-28R-4-A,0,103,443.76,444.79,,,,,,claystone ,with nannofossils,claystone with nannofossils,,,GLEY 1 7/10GY (light greenish grey),,interlamination,,convolute,,clay,1,,,low,2,"Recumbent folds along the section. A large black clast is present at 23-38 cm and smaller black patches are present at 3 cm, 6 cm, 7 cm, and 9 cm. There are greenish gray (GLEY 15/5G) layers at 19-20 cm and 40-43 cm. From 57 to the bottom the fabric becomes for mottled and massive and is a light greenish gray.",,,,4R,,,,,,claystone,claystone with nannofossils,,,,369,U1514,C,28,R,4,A,,,,
369-U1514C-28R-5-A,0,150,444.79,446.29,,,,,,claystone ,with nannofossils,claystone with nannofossils,,,GLEY 1 7/10GY (light greenish grey),,interlamination,,convolute,,clay,1,,,low,2,"Convoluted beds range from having a smooth texture to looking jagged as a result of microfaulting probably from fluid escape. Large black clasts at 38-42 cm and 104-110 cm, and dark green clasts at 47-50 cm, 118-122 cm and 136-138 cm.",,,,4R,,,,,,claystone,claystone with nannofossils,,,,369,U1514,C,28,R,5,A,,,,
369-U1514C-28R-6-A,0,39,446.29,446.68,,,,,,claystone ,with nannofossils,claystone with nannofossils,,,GLEY 1 7/10GY (light greenish grey),,interlamination,,convolute,,clay,1,,,low,2,,undulating or wavy boundary or contact [BJ80],irregular,sharp,5T,,,,,,claystone,claystone with nannofossils,,,,369,U1514,C,28,R,6,A,,,,
369-U1514C-28R-6-A,39,57,446.68,446.86,,,,,,claystone ,with nannofossils,claystone with nannofossils,,,7.5YR 7/2 (pinkish gray),massive [BJ84],,,,,clay,1,,,,,,sharp inclined boundary or contact,straight,sharp,,,,,,,claystone,claystone with nannofossils,,,,369,U1514,C,28,R,6,A,,,,
369-U1514C-28R-6-A,57,128,446.86,447.57,,,,,nannofossil-rich,claystone ,,nannofossil-rich claystone,,,GLEY 1 7/10GY (light greenish grey),,interlamination,normal grading,convolute,,clay,1,,,low,2,"Bioturbation is generally low but is moderate at 84-91 cm. Throughout this interval there is soft sediment deformation (convolute bedding, some micro-faulting, and liquid injection). There were probably some parallel laminations within this interval but they have all been distorted. There are discolorations, to brown and peach/light orange, at 57-60 cm, 84-91 cm, 99-103 cm, and 113-120 cm.",,,,,,,,,,nannofossil-rich claystone,claystone,,,,369,U1514,C,28,R,6,A,,,,
369-U1514C-28R-7-A,0,121,447.57,448.78,,,,,nannofossil-rich,claystone ,,nannofossil-rich claystone,,,GLEY 1 7/10GY (light greenish grey),,interlamination,normal grading,convolute,,clay,1,,,low,2,"The chaotic intervals contain some evidence of fluid injection, silt, and occasional micro faulting with some slickenslides. The color alternates between a light graying green (GLEY 1 7/10GY) and pinkish gray (7.5YR 7/2).",,,,,,,,,,nannofossil-rich claystone,claystone,,,,369,U1514,C,28,R,7,A,,,,
369-U1514C-28R-CC-A,0,22,448.89,449.11,,,,,nannofossil-rich,claystone ,,nannofossil-rich claystone,,,GLEY 1 7/10GY (light greenish grey),,interlamination,normal grading,convolute,,clay,1,,,low,2,,,,,,,,,,,nannofossil-rich claystone,claystone,,,,369,U1514,C,28,R,CC,A,,,,
369-U1514C-29R-1-A,0,147,449.6,451.07,,,,,nannofossil-rich,claystone ,,nannofossil-rich claystone,,,GLEY 1 8/5GY (light greenish gray),mottled,interlamination,normal grading,,,clay,1,nodule,chert,low,2,"Color varies from pink (7.5YR 7/3), to pale brown (10YR 6/3), to light greenish gray (GLEY 1 7/10GY). There are a number of fining up sequences from fine sand to clay between 36-35 cm, 124-122 cm, 134-132 cm, 136-134 cm, 139-137 cm and 142-140 cm. Flame structures and microfaulting are present 53-55 cm, 73 cm and 116 cm. A greenish gray (GLEY 1 6/10GY) chert nodule is presnt between 36-35 cm.",,,,,,,,,,nannofossil-rich claystone,claystone,,,,369,U1514,C,29,R,1,A,,,,
369-U1514C-29R-2-A,0,140,451.07,452.47,,,,,nannofossil-rich,claystone ,,nannofossil-rich claystone,,,GLEY 1 7/10GY (light greenish grey),mottled,interlamination,normal grading,convolute,,clay,1,nodule,chert,low,2,"A finely laminated interval occurs between 70-94 cm. The rest of the section is slightly laminated but this has been overprinted by bioturbation. There is a massive silt bed at 38-43 cm and a fine sand bed at 60-63 cm. There are a number of fining up sequences of which several have been overprinted by microfauting. There is also a chert nodule at 94-101 cm. Towards the base of the section, between 117 to 140 cm, there is a change in color to a reddish yellow (5YR 6/6).",,,,,,,,,,nannofossil-rich claystone,claystone,,,,369,U1514,C,29,R,2,A,,,,
369-U1514C-29R-3-A,0,126,452.57,453.83,,,,,,claystone ,with nannofossils,claystone with nannofossils,,,5YR 6/4 (light reddish brown),massive [BJ84],interlamination,,convolute,,clay,1,,,low,2,Color varies from a white/white greenish gray to a red (2.5YR 5/6). There are fine grained sand stringer throughout the core. Several intervals are affected by microfaulting. Fine/wavy laminations are mostly concentrated in the lower portion of the core (102-126 cm). There is a fluid escape structure between 22-31 cm.,,,,,,,,,,claystone,claystone with nannofossils,,,,369,U1514,C,29,R,3,A,,,,
369-U1514C-29R-4-A,0,50,453.83,454.33,,,,,,claystone ,with nannofossils,claystone with nannofossils,,,5YR 6/4 (light reddish brown),massive [BJ84],interlamination,,convolute,,clay,1,,,low,2,Color varies from a white/white greenish gray to a red (2.5YR 5/6). There are fine grained sand stringer throughout the core. Several intervals are affected by microfaulting.,color boundary or contact,linear,sharp,,,,,,,claystone,claystone with nannofossils,,,,369,U1514,C,29,R,4,A,,,,
369-U1514C-29R-4-A,50,130,454.33,455.13,,,,,,claystone ,,claystone,,,10Y 4/2 (grayish green),mottled,,,structureless,,clay,1,,,moderate,2,"Slightly lighter to pale olive (5Y 6/2) towards the bottom, at 100-130 cm. Between 109-111 cm, a red (10R 5/4) interval with white clasts is present.",color boundary or contact,irregular,sharp,,,,,,,claystone,claystone,,,,369,U1514,C,29,R,4,A,,,,
369-U1514C-29R-4-A,130,133,455.13,455.16,,,,,,claystone ,,claystone,,,5YR 4/4 (reddish brown),mottled,,,structureless,,clay,1,,,moderate,2,,,,,,,,,,,claystone,claystone,,,,369,U1514,C,29,R,4,A,,,,
369-U1514C-29R-CC-A,0,10,455.16,455.26,,,,,,claystone ,,claystone,,,5YR 4/4 (reddish brown),mottled,,,structureless,,clay,1,,,moderate,2,,,,,,,,,,,claystone,claystone,,,,369,U1514,C,29,R,CC,A,,,,
369-U1514C-30R-1-A,0,24,459.2,459.44,,,,,,,,,,,,,,,,,,,,,,,"Interval destroyed, not described",,,,,,,,,,,,,,,369,U1514,C,30,R,1,A,,,,
369-U1514C-30R-1-A,24,123,459.44,460.43,,,,,nannofossil-rich,claystone ,,nannofossil-rich claystone,,,GLEY 1 6/5GY (greenish gray),mottled,,,structureless,,clay,1,,,moderate,2,"Every 5-10 cm, there is a change in color from greenish gray to yellowish brown (10YR 5/4). Some burrows (Phycodes?) are present throughout the section.",uncertain boundary or contact,,,,,,,,,nannofossil-rich claystone,claystone,,,,369,U1514,C,30,R,1,A,,,,
369-U1514C-30R-2-A,0,125,460.43,461.68,,,,,,claystone ,,claystone,,,7.5YR 3/3 (dark brown),mottled,,,structureless,,clay,1,,,low,2,"At the top of this section, between 0-35 cm, there is a greenish gray (GLEY1 5/10Y).",,,,,,,,,,claystone,claystone,,,,369,U1514,C,30,R,2,A,,,,
369-U1514C-30R-3-A,0,136,461.78,463.14,,,,,,claystone ,,claystone,,,7.5YR 3/3 (dark brown),mottled,,,structureless,,clay,1,,,low,2,There is a dark greenish gray (GLEY1 4/10GY) interval between 83 and 120 cm.,,,,,,,,,,claystone,claystone,,,,369,U1514,C,30,R,3,A,,,,
369-U1514C-30R-4-A,0,150,463.14,464.64,,,,,,claystone ,,claystone,,,7.5YR 3/3 (dark brown),mottled,,,structureless,,clay,1,,,sparse,1,There is a dark greenish gray (GLEY1 4/10GY) interval between 13 and 52 cm.,,,,,,,,,,claystone,claystone,,,,369,U1514,C,30,R,4,A,,,,
369-U1514C-30R-CC-A,0,19,464.67,464.86,,,,,,,,,,,,,,,,,,,,,,,Interval destroyed and not described,,,,,,,,,,,,,,,369,U1514,C,30,R,CC,A,,,,
369-U1514C-31R-1-A,0,150,468.8,470.3,,,,,,claystone ,,claystone,,,GLEY 1 4/10Y (dark greenish gray),mottled,,,structureless,,clay,1,,,low,2,Color changes from dark greenish gray (GLEY 1 3/10GY) to very dark greenish gray (GLEY 1 3/10GY) between 80-150 cm.,,,,,,,,,,claystone,claystone,,,,369,U1514,C,31,R,1,A,,,,
369-U1514C-31R-2-A,0,34,470.3,470.64,,,,,,claystone ,,claystone,,,GLEY 1 4/10Y (dark greenish gray),mottled,,,structureless,,clay,1,,,low,2,Two very dark greenish gray (GLEY 1 4 10GY) intervals between 0-7 cm and 24-34 cm.,color boundary or contact,irregular,sharp,,,,,,,claystone,claystone,,,,369,U1514,C,31,R,2,A,,,,
369-U1514C-31R-2-A,34,40,470.64,470.7,,,,,,claystone ,,claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay,1,,,none,0,,color boundary or contact,irregular,sharp,,,,,,,claystone,claystone,,,,369,U1514,C,31,R,2,A,,,,
369-U1514C-31R-2-A,40,142,470.7,471.72,,,,,,claystone ,,claystone,,,GLEY 1 4/10Y (dark greenish gray),mottled,,,structureless,,clay,1,,,low,2,A dark greenish gray (GLEY 1 4/5G) interval occurs between 100-120 cm.,,,,,,,,,,claystone,claystone,,,,369,U1514,C,31,R,2,A,,,,
369-U1514C-31R-3-A,0,151,471.81,473.32,,,,,,claystone ,,claystone,,,5Y 4/2 (olive gray),mottled,,,structureless,,clay,1,,,low,2,Zoophycos burrow present at 66 cm.,color boundary or contact,non detectable,,,,,,,,claystone,claystone,,,,369,U1514,C,31,R,3,A,,,,
369-U1514C-31R-4-A,0,148,473.32,474.8,,,,,,claystone ,,claystone,,,GLEY 1 4/5GY (dark greenish gray),mottled,,,structureless,,clay,1,,,low,2,Color changes downhole at 67 cm to very dark greenish gray (GLEY 2 3/10G) and revert to dark greenish gray (GLEY 4/10Y).,,,,,,,,,,claystone,claystone,,,,369,U1514,C,31,R,4,A,,,,
369-U1514C-31R-CC-A,0,6,474.82,474.88,,,,,,claystone ,,claystone,,,GLEY 1 3/10Y (very dark greenish gray),mottled,,,structureless,,clay,1,,,low,2,,,,,,,,,,,claystone,claystone,,,,369,U1514,C,31,R,CC,A,,,,
369-U1514C-32R-1-A,0,3,478.4,478.43,,,,,,,,,,,,,,,,,,,,,,,Interval destroyed and not described,,,,,,,,,,,,,,,369,U1514,C,32,R,1,A,,,,
369-U1514C-32R-1-A,3,122,478.43,479.62,,,,,,claystone ,,claystone,,,GLEY 1 3/10GY (very dark greenish gray),mottled,,,structureless,,clay,1,,,moderate,2,There are planolites and chondrites burrows throughout this interval.,color boundary or contact,sharp,sharp,,,,,,,claystone,claystone,,,,369,U1514,C,32,R,1,A,,,,
369-U1514C-32R-1-A,122,125,479.62,479.65,,,,,,claystone ,,claystone,,,GLEY 1 2.5/N (black),massive [BJ84],,,,,clay,1,,,none,0,,color boundary or contact,sharp,sharp,,,,,,,claystone,claystone,,,,369,U1514,C,32,R,1,A,,,,
369-U1514C-32R-1-A,125,148,479.65,479.88,,,,,,claystone ,,claystone,,,GLEY 1 3/10GY (very dark greenish gray),mottled,,,structureless,,clay,1,,,moderate,2,There are planolites and chondrites burrows throughout this interval.,,,,,,,,,,claystone,claystone,,,,369,U1514,C,32,R,1,A,,,,
369-U1514C-32R-2-A,0,45,479.88,480.33,,,,,,claystone ,,claystone,,,GLEY 1 3/10GY (very dark greenish gray),mottled,,,structureless,,clay,1,,,moderate,2,There are planolites and chondrites burrows throughout this interval.,color boundary or contact,sharp,sharp,,,,,,,claystone,claystone,,,,369,U1514,C,32,R,2,A,,,,
369-U1514C-32R-2-A,45,53,480.33,480.41,,,,,,claystone ,,claystone,,,GLEY 1 2.5/N (black),massive [BJ84],,,,,clay,1,,,none,0,,color boundary or contact,gradational,gradational,,,,,,,claystone,claystone,,,,369,U1514,C,32,R,2,A,,,,
369-U1514C-32R-2-A,53,132,480.41,481.2,,,,,,claystone ,,claystone,,,GLEY 1 3/10GY (very dark greenish gray),mottled,,,structureless,,clay,1,,,low,2,There are planolites and chondrites burrows throughout this interval.,,,,,,,,,,claystone,claystone,,,,369,U1514,C,32,R,2,A,,,,
369-U1514C-32R-3-A,0,54,481.3,481.84,,,,,,claystone ,,claystone,,,GLEY 1 3/10GY (very dark greenish gray),mottled,,,structureless,,clay,1,,,low,2,There are planolites and chondrites burrows throughout this interval.,color boundary or contact,sharp,sharp,,,,,,,claystone,claystone,,,,369,U1514,C,32,R,3,A,,,,
369-U1514C-32R-3-A,54,58,481.84,481.88,,,,,,claystone ,,claystone,,,GLEY 1 2.5/N (black),massive [BJ84],,,,,clay,1,,,none,0,,color boundary or contact,sharp,sharp,,,,,,,claystone,claystone,,,,369,U1514,C,32,R,3,A,,,,
369-U1514C-32R-3-A,58,127,481.88,482.57,,,,,,claystone ,,claystone,,,GLEY 1 3/10GY (very dark greenish gray),mottled,,,structureless,,clay,1,,,low,2,There are planolites and chondrites burrows throughout this interval.,,,,,,,,,,claystone,claystone,,,,369,U1514,C,32,R,3,A,,,,
369-U1514C-32R-4-A,0,63,482.57,483.2,,,,,,claystone ,,claystone,,,GLEY 1 3/10GY (very dark greenish gray),mottled,,,structureless,,clay,1,,,low,2,There are planolites and chondrites burrows throughout this interval. The dip of the fault is about 55 degrees.,faulted contact,stepped,sharp,,,,,,,claystone,claystone,,,,369,U1514,C,32,R,4,A,,,,
369-U1514C-32R-4-A,63,127,483.2,483.84,,,,,,claystone ,,claystone,,,GLEY 1 4/5G (dark greenish gray),mottled,,,structureless,,clay,1,,,sparse,1,,,,,,,,,,,claystone,claystone,,,,369,U1514,C,32,R,4,A,,,,
369-U1514C-32R-5-A,0,52,483.84,484.36,,,,,,claystone ,,claystone,,,GLEY 1 4/5G (dark greenish gray),mottled,,,structureless,,clay,1,,,sparse,1,,,,,,,,,,,claystone,claystone,,,,369,U1514,C,32,R,5,A,,,,
369-U1514C-32R-CC-A,0,39,484.36,484.75,,,,,,claystone ,,claystone,,,GLEY 1 4/5G (dark greenish gray),mottled,,,structureless,,clay,1,,,sparse,1,,,,,,,,,,,claystone,claystone,,,,369,U1514,C,32,R,CC,A,,,,
369-U1514C-32R-CC-A,39,44,484.75,484.8,,,,,,claystone ,,claystone,,,GLEY 1 2.5/N (black),massive [BJ84],,,,,clay,1,,,none,0,,,,,,,,,,,claystone,claystone,,,,369,U1514,C,32,R,CC,A,,,,
