Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Sample domain number (if >1 domain),Sample domain name (if >1 domain),Domain relative abundance [%],Lithology Prefix,Lithology Principal Name,Lithology Suffix,Lith. prefix+name+suffix,Lithological Accessories 1,Lithological Accessories 2,Lithology color,Layer/Beddding, Lamination,Grading,Other sedimentary feature,Bedding thickness,Lithology avg. grain size ,Lithology avg. grain size rank,Diagenetic constituent,Diagenetic constituent composition,Bioturbation intensity,Bioturbation intensity rank,General interval comment,Bottom contact or boundary type,Bottom contact geometry,Bottom contact definition,Clasts abundance,Clasts [%],Clast -  grain size,Diagenetic structure,Macrofossil,Macrofossil abundance name,Lithology prefix + name,Lithology name+suffix,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Minor Lithology Suffix,Minor Lithology Prefix,Minor Lithology Name,Extra Sample ID Data
369-U1514C-3R-CC-A,0,21,212.68,212.89,,,,,clayey,nannofossil chalk,,clayey nannofossil chalk,,,GLEY 1 7/5GY (light greenish grey),mottled,,,structureless,,clay,1,,,moderate,2,,,,,,,,,,,clayey nannofossil chalk,nannofossil chalk,,,,369,U1514,C,3,R,CC,A,,,,
369-U1514C-4R-1-A,0,150,213.2,214.7,,,,,clayey,nannofossil chalk,,clayey nannofossil chalk,,,GLEY 1 8/5GY (light greenish gray),mottled,,,structureless,,clay,1,,,moderate,2,Zoophycus traces at 7-10 cm. Color changes to light greenish gray (GLEY 1 7/5GY) in the lower part of the section.,,,,,,,,,,clayey nannofossil chalk,nannofossil chalk,,,,369,U1514,C,4,R,1,A,,,,
369-U1514C-4R-2-A,0,9,214.7,214.79,,,,,clayey,nannofossil chalk,,clayey nannofossil chalk,,,GLEY 1 8/5GY (light greenish gray),mottled,,,structureless,,clay,1,,,moderate,2,,,,,,,,,,,clayey nannofossil chalk,nannofossil chalk,,,,369,U1514,C,4,R,2,A,,,,
369-U1514C-4R-2-A,9,19,214.79,214.89,,,,,clayey,nannofossil chalk,,clayey nannofossil chalk,,,GLEY 1 6/5GY (greenish gray),,non-parallel stratification,,convolute,,clay,1,,,sparse,1,Ball and pillow structures within the laminated interval are present in this section,,,,,,,,,,clayey nannofossil chalk,nannofossil chalk,,,,369,U1514,C,4,R,2,A,,,,
369-U1514C-4R-2-A,19,32,214.89,215.02,,,,,clayey,nannofossil chalk,,clayey nannofossil chalk,,,GLEY 1 7/5GY (light greenish grey),,non-parallel stratification,,,,clay,1,,,sparse,1,,,,,,,,,,,clayey nannofossil chalk,nannofossil chalk,,,,369,U1514,C,4,R,2,A,,,,
369-U1514C-4R-2-A,32,96,215.02,215.66,,,,,clayey,nannofossil chalk,,clayey nannofossil chalk,,,GLEY 1 7/10GY (light greenish grey),mottled,,,structureless,,clay,1,,,moderate,2,,color boundary or contact,irregular,diffuse,,,,,,,clayey nannofossil chalk,nannofossil chalk,,,,369,U1514,C,4,R,2,A,,,,
369-U1514C-4R-2-A,96,151,215.66,216.21,,,,,clayey,nannofossil chalk,,clayey nannofossil chalk,,,GLEY 1 8/5GY (light greenish gray),mottled,,,structureless,,clay,1,,,low,2,,,,,,,,,,,clayey nannofossil chalk,nannofossil chalk,,,,369,U1514,C,4,R,2,A,,,,
369-U1514C-4R-3-A,0,150,216.21,217.71,,,,,,nannofossil chalk,with clay,nannofossil chalk with clay,,,GLEY 1 8/5GY (light greenish gray),mottled,,,structureless,,clay,1,,,low,2,,,,,,,,,,,nannofossil chalk,nannofossil chalk with clay,,,,369,U1514,C,4,R,3,A,,,,
369-U1514C-4R-4-A,0,78,217.71,218.49,,,,,,nannofossil chalk,with clay,nannofossil chalk with clay,,,GLEY 1 8/5GY (light greenish gray),mottled,,,structureless,,clay,1,,,low,2,,,,,,,,,,,nannofossil chalk,nannofossil chalk with clay,,,,369,U1514,C,4,R,4,A,,,,
369-U1514C-4R-4-A,78,140,218.49,219.11,,,,,,nannofossil chalk,with clay,nannofossil chalk with clay,,,GLEY 1 8/5GY (light greenish gray),,parallel lamination,,,,clay,1,,,sparse,1,,,,,,,,,,,nannofossil chalk,nannofossil chalk with clay,,,,369,U1514,C,4,R,4,A,,,,
369-U1514C-4R-5-A,0,49,219.11,219.6,,,,,,nannofossil chalk,with clay,nannofossil chalk with clay,,,GLEY 1 8/5GY (light greenish gray),,parallel lamination,,,,clay,1,,,sparse,1,,sharp boundary or contact,linear,sharp,,,,,,,nannofossil chalk,nannofossil chalk with clay,,,,369,U1514,C,4,R,5,A,,,,
369-U1514C-4R-5-A,49,138,219.6,220.49,,,,,,nannofossil chalk,with clay,nannofossil chalk with clay,,,GLEY 1 8/5GY (light greenish gray),mottled,,,structureless,,clay,1,,,low,2,Zoophycus burrows are present at 117cm and 118 cm.,,,,,,,,,,nannofossil chalk,nannofossil chalk with clay,,,,369,U1514,C,4,R,5,A,,,,
369-U1514C-4R-6-A,0,51,220.49,221.0,,,,,,nannofossil chalk,with clay,nannofossil chalk with clay,,,GLEY 1 8/5GY (light greenish gray),mottled,,,structureless,,clay,1,,,low,2,,,,,,,,,,,nannofossil chalk,nannofossil chalk with clay,,,,369,U1514,C,4,R,6,A,,,,
369-U1514C-4R-CC-A,0,18,221.0,221.18,,,,,,nannofossil chalk,with clay,nannofossil chalk with clay,,,GLEY 1 8/5GY (light greenish gray),mottled,,,structureless,,clay,1,,,low,2,,,,,,,,,,,nannofossil chalk,nannofossil chalk with clay,,,,369,U1514,C,4,R,CC,A,,,,
369-U1514C-5R-1-A,0,150,222.8,224.3,,,,,clayey,nannofossil chalk,with biosilica,clayey nannofossil chalk with biosilica,,,GLEY 1 8/5GY (light greenish gray),mottled,,,structureless,,clay,1,,,moderate,2,Dark color bands are present throughout this section.,,,,,,,,,,clayey nannofossil chalk,nannofossil chalk with biosilica,,,,369,U1514,C,5,R,1,A,,,,
369-U1514C-5R-2-A,0,125,224.3,225.55,,,,,clayey,nannofossil chalk,with biosilica,clayey nannofossil chalk with biosilica,,,GLEY 1 7/10GY (light greenish grey),mottled,,,structureless,,clay,1,,,moderate,2,"Color varies throughout this section at ~30 cm intervals from light greenish gray (GLEY 1 8/10GY) to greenish gray (GLEY 1 6/5GY). Discrete zoophycus are present at 65 cm, 72 cm and at 77 cm. Thalassinoides burrows are present between 71-83 cm.",bioturbated boundary or contact,irregular,diffuse,,,,,,,clayey nannofossil chalk,nannofossil chalk with biosilica,,,,369,U1514,C,5,R,2,A,,,,
369-U1514C-5R-2-A,125,150,225.55,225.8,,,,,clayey,nannofossil chalk,with biosilica,clayey nannofossil chalk with biosilica,,,GLEY 1 8/5GY (light greenish gray),mottled,,,structureless,,clay,1,,,low,2,,,,,,,,,,,clayey nannofossil chalk,nannofossil chalk with biosilica,,,,369,U1514,C,5,R,2,A,,,,
369-U1514C-5R-3-A,0,151,225.8,227.31,,,,,clayey,nannofossil chalk,with biosilica,clayey nannofossil chalk with biosilica,,,GLEY 1 8/5GY (light greenish gray),mottled,,,structureless,,clay,1,,,low,2,Microfaults with minor offset are present at 39 and 44 cm. There are also a number of 1 to 3 cm intervals that are slightly dark greenish gray in color.,,,,,,,,,,clayey nannofossil chalk,nannofossil chalk with biosilica,,,,369,U1514,C,5,R,3,A,,,,
369-U1514C-5R-4-A,0,12,227.31,227.43,,,,,,nannofossil chalk,with clay,nannofossil chalk with clay,,,GLEY 1 8/5GY (light greenish gray),mottled,,,structureless,,clay,1,,,sparse,1,,bioturbated boundary or contact,linear,gradational,,,,,,,nannofossil chalk,nannofossil chalk with clay,,,,369,U1514,C,5,R,4,A,,,,
369-U1514C-5R-4-A,12,36,227.43,227.67,,,,,,nannofossil chalk,with clay,nannofossil chalk with clay,,,GLEY 1 8/5GY (light greenish gray),,parallel lamination,,,,clay,1,,,none,0,,uncertain boundary or contact,,,,,,,,,nannofossil chalk,nannofossil chalk with clay,,,,369,U1514,C,5,R,4,A,,,,
369-U1514C-5R-4-A,36,52,227.67,227.83,,,,,,nannofossil chalk,with clay,nannofossil chalk with clay,,,GLEY 1 8/10GY (light greenish gray),mottled,,,structureless,,clay,1,,,moderate,2,,uncertain boundary or contact,,,,,,,,,nannofossil chalk,nannofossil chalk with clay,,,,369,U1514,C,5,R,4,A,,,,
369-U1514C-5R-4-A,52,116,227.83,228.47,,,,,,nannofossil chalk,with clay,nannofossil chalk with clay,,,GLEY 1 7/5GY (light greenish grey),,parallel lamination,,,,clay,1,,,sparse,1,"Parallel laminations vary in color from light green, to dark green, to light gray and to pale brown.",color boundary or contact,linear,sharp,,,,,,,nannofossil chalk,nannofossil chalk with clay,,,,369,U1514,C,5,R,4,A,,,,
369-U1514C-5R-4-A,116,150,228.47,228.81,,,,,,nannofossil chalk,with clay,nannofossil chalk with clay,,,GLEY 1 8/5GY (light greenish gray),mottled,,,structureless,,clay,1,,,moderate,2,,,,,,,,,,,nannofossil chalk,nannofossil chalk with clay,,,,369,U1514,C,5,R,4,A,,,,
369-U1514C-5R-5-A,0,151,228.81,230.32,,,,,,nannofossil chalk,with clay,nannofossil chalk with clay,,,GLEY 1 8/5GY (light greenish gray),mottled,,,structureless,,clay,1,,,moderate,2,Two vertical light brown streaks are present between 94 and 99 cm.,,,,,,,,,,nannofossil chalk,nannofossil chalk with clay,,,,369,U1514,C,5,R,5,A,,,,
369-U1514C-5R-6-A,0,127,230.32,231.59,,,,,,nannofossil chalk,with clay,nannofossil chalk with clay,,,GLEY 1 8/5GY (light greenish gray),mottled,,,structureless,,clay,1,,,moderate,2,,,,,,,,,,,nannofossil chalk,nannofossil chalk with clay,,,,369,U1514,C,5,R,6,A,,,,
369-U1514C-5R-7-A,0,40,231.59,231.99,,,,,,nannofossil chalk,with clay,nannofossil chalk with clay,,,GLEY 1 8/5GY (light greenish gray),mottled,,,structureless,,clay,1,,,moderate,2,There is a slight shift in color (more brown) to GLEY 1 8/10Y from 34 to 40 cm. There are also a number of planolites burrows from 30 to 39 cm.,color boundary or contact,linear,sharp,,,,,,,nannofossil chalk,nannofossil chalk with clay,,,,369,U1514,C,5,R,7,A,,,,
369-U1514C-5R-7-A,40,50,231.99,232.09,,,,,,nannofossil chalk,with clay,nannofossil chalk with clay,,,GLEY 1 8/10Y (light greenish gray),mottled,,,structureless,,clay,1,,,low,2,,,,,,,,,,,nannofossil chalk,nannofossil chalk with clay,,,,369,U1514,C,5,R,7,A,,,,
369-U1514C-5R-CC-A,0,17,232.09,232.26,,,,,,nannofossil chalk,with clay,nannofossil chalk with clay,,,GLEY 1 8/10Y (light greenish gray),mottled,,,structureless,,clay,1,,,low,2,,,,,,,,,,,nannofossil chalk,nannofossil chalk with clay,,,,369,U1514,C,5,R,CC,A,,,,
369-U1514C-6R-1-A,0,149,232.4,233.89,,,,,,nannofossil chalk,with clay,nannofossil chalk with clay,,,GLEY 1 8/10Y (light greenish gray),mottled,,,structureless,,clay,1,,,moderate,2,A darker interval (GLEY 8/5GY) is present at 76-100 cm.,,,,,,,,,,nannofossil chalk,nannofossil chalk with clay,,,,369,U1514,C,6,R,1,A,,,,
369-U1514C-6R-2-A,0,111,233.89,235.0,,,,,,nannofossil chalk,with clay,nannofossil chalk with clay,,,GLEY 1 8/10Y (light greenish gray),mottled,,,structureless,,clay,1,,,moderate,2,A darker interval (GLEY 8/5GY) is present at 58-107 cm.,color boundary or contact,irregular,diffuse,,,,,,,nannofossil chalk,nannofossil chalk with clay,,,,369,U1514,C,6,R,2,A,,,,
369-U1514C-6R-3-A,0,151,235.0,236.51,,,,,,nannofossil chalk,with clay,nannofossil chalk with clay,,,2.5Y 8.5/2 (pale yellow),mottled,,,structureless,,clay,1,,,moderate,2,A light green interval (GLEY 8/5GY) is present at 88-103 cm.,,,,,,,,,,nannofossil chalk,nannofossil chalk with clay,,,,369,U1514,C,6,R,3,A,,,,
369-U1514C-6R-4-A,0,121,236.51,237.72,,,,,,nannofossil chalk,with clay,nannofossil chalk with clay,,,2.5Y 8.5/2 (pale yellow),mottled,,,structureless,,clay,1,,,moderate,2,,,,,,,,,,,nannofossil chalk,nannofossil chalk with clay,,,,369,U1514,C,6,R,4,A,,,,
369-U1514C-6R-5-A,0,51,237.72,238.23,,,,,,nannofossil chalk,with clay,nannofossil chalk with clay,,,2.5Y 8.5/2 (pale yellow),mottled,,,structureless,,clay,1,,,moderate,2,A light green interval (GLEY 8/5GY) is present at 27-38 cm. Zoophycus is present at 37 cm.,,,,,,,,,,nannofossil chalk,nannofossil chalk with clay,,,,369,U1514,C,6,R,5,A,,,,
369-U1514C-6R-CC-A,0,11,238.23,238.34,,,,,,nannofossil chalk,with clay,nannofossil chalk with clay,,,2.5Y 8.5/2 (pale yellow),mottled,,,structureless,,clay,1,,,moderate,2,,,,,,,,,,,nannofossil chalk,nannofossil chalk with clay,,,,369,U1514,C,6,R,CC,A,,,,
369-U1514C-7R-1-A,0,125,238.4,239.65,,,,,clayey,nannofossil chalk,,clayey nannofossil chalk,,,2.5Y 8/2 (pale yellow),mottled,,,structureless,,clay,1,,,moderate,2,A light green interval (GLEY 1 7/5GY) is present at 27-80 and at 111-124 cm.,,,,,,,,,,clayey nannofossil chalk,nannofossil chalk,,,,369,U1514,C,7,R,1,A,,,,
369-U1514C-7R-2-A,0,131,239.65,240.96,,,,,clayey,nannofossil chalk,,clayey nannofossil chalk,,,2.5Y 8/2 (pale yellow),mottled,,,structureless,,clay,1,,,moderate,2,Color changes to pale yellow (2.5Y 8/3).,,,,,,,,,,clayey nannofossil chalk,nannofossil chalk,,,,369,U1514,C,7,R,2,A,,,,
369-U1514C-7R-3-A,0,105,240.96,242.01,,,,,clayey,nannofossil chalk,,clayey nannofossil chalk,,,2.5Y 8/2 (pale yellow),mottled,,,structureless,,clay,1,,,moderate,2,A light greenish gray (GLEY 1 7/5GY) interval occurs between 38 and 52 cm.,,,,,,,,,,clayey nannofossil chalk,nannofossil chalk,,,,369,U1514,C,7,R,3,A,,,,
369-U1514C-7R-4-A,0,108,242.01,243.09,,,,,clayey,nannofossil chalk,,clayey nannofossil chalk,,,2.5Y 8/3 (pale yellow),mottled,,,structureless,,clay,1,,,moderate,2,A light greenish gray (GLEY 1 7/5GY) intervals occurs between 37-48 and 90-107 cm.,,,,,,,,,,clayey nannofossil chalk,nannofossil chalk,,,,369,U1514,C,7,R,4,A,,,,
369-U1514C-7R-5-A,0,125,243.09,244.34,,,,,clayey,nannofossil chalk,,clayey nannofossil chalk,,,2.5Y 8/2 (pale yellow),mottled,,,structureless,,clay,1,,,moderate,2,"Intervals with high bioturabtion occur between 23-41 cm. Light greenish gray (GLEY 1 8/10GY) intervals occur between 27-39 cm, 69-80 cm and 102-113 cm.",,,,,,,,,,clayey nannofossil chalk,nannofossil chalk,,,,369,U1514,C,7,R,5,A,,,,
369-U1514C-7R-6-A,0,50,244.34,244.84,,,,,clayey,nannofossil chalk,,clayey nannofossil chalk,,,2.5Y 8/2 (pale yellow),mottled,,,structureless,,clay,1,,,moderate,2,,,,,,,,,,,clayey nannofossil chalk,nannofossil chalk,,,,369,U1514,C,7,R,6,A,,,,
369-U1514C-7R-CC-A,0,15,244.84,244.99,,,,,clayey,nannofossil chalk,,clayey nannofossil chalk,,,2.5Y 8/2 (pale yellow),mottled,,,structureless,,clay,1,,,moderate,2,,,,,,,,,,,clayey nannofossil chalk,nannofossil chalk,,,,369,U1514,C,7,R,CC,A,,,,
369-U1514C-8R-1-A,0,148,248.0,249.48,,,,,clayey,nannofossil chalk,,clayey nannofossil chalk,,,2.5Y 7/3 (pale yellow),mottled,,,structureless,,clay,1,,,moderate,2,,,,,,,,,,,clayey nannofossil chalk,nannofossil chalk,,,,369,U1514,C,8,R,1,A,,,,
369-U1514C-8R-2-A,0,100,249.48,250.48,,,,,clayey,nannofossil chalk,,clayey nannofossil chalk,,,2.5Y 7/3 (pale yellow),mottled,,,structureless,,clay,1,,,moderate,2,,,,,,,,,,,clayey nannofossil chalk,nannofossil chalk,,,,369,U1514,C,8,R,2,A,,,,
369-U1514C-8R-3-A,0,148,250.48,251.96,,,,,clayey,nannofossil chalk,,clayey nannofossil chalk,,,2.5Y 7/3 (pale yellow),mottled,,,structureless,,clay,1,,,moderate,2,"Light greenish gray (GLEY 1 8/10GY) intervals of alteration occurs associated with high bioturbation between 3-17 cm, 80-88 cm and 129-146 cm.",,,,,,,,,,clayey nannofossil chalk,nannofossil chalk,,,,369,U1514,C,8,R,3,A,,,,
369-U1514C-8R-4-A,0,93,251.96,252.89,,,,,clayey,nannofossil chalk,,clayey nannofossil chalk,,,2.5Y 7/3 (pale yellow),mottled,,,structureless,,clay,1,,,moderate,2,A pale yellow (2.5Y 7/4) interval occurs between 0-8 cm. Light greenish gray (GLEY 1 8/10GY) intervals of alteration are also associated with high bioturbation between 69-79 cm.,,,,,,,,,,clayey nannofossil chalk,nannofossil chalk,,,,369,U1514,C,8,R,4,A,,,,
369-U1514C-8R-5-A,0,150,252.89,254.39,,,,,clayey,nannofossil chalk,,clayey nannofossil chalk,,,2.5Y 7/3 (pale yellow),mottled,,,structureless,,clay,1,,,moderate,2,"Light greenish gray (GLEY 1 8/10GY) intervals of alteration occur associated with high bioturbation between 12-41 cm, 56-70 cm, 88-96 cm, 120-134 cm.",,,,,,,,,,clayey nannofossil chalk,nannofossil chalk,,,,369,U1514,C,8,R,5,A,,,,
369-U1514C-8R-6-A,0,56,254.39,254.95,,,,,clayey,nannofossil chalk,,clayey nannofossil chalk,,,2.5Y 7/3 (pale yellow),mottled,,,structureless,,clay,1,,,moderate,2,"Light greenish gray (GLEY 1 8/10GY) intervals of alteration occur associated with high bioturbation between 11-16 cm, 22-23 cm and 35-43 cm.",,,,,,,,,,clayey nannofossil chalk,nannofossil chalk,,,,369,U1514,C,8,R,6,A,,,,
369-U1514C-8R-7-A,0,136,255.06,256.42,,,,,clayey,nannofossil chalk,,clayey nannofossil chalk,,,2.5Y 7/3 (pale yellow),mottled,,,structureless,,clay,1,,,moderate,2,Light greenish gray (GLEY 1 8/10GY) intervals of alteration occur associated with high bioturbation between 113-120 cm.,,,,,,,,,,clayey nannofossil chalk,nannofossil chalk,,,,369,U1514,C,8,R,7,A,,,,
369-U1514C-8R-8-A,0,50,256.42,256.92,,,,,clayey,nannofossil chalk,,clayey nannofossil chalk,,,2.5Y 7/3 (pale yellow),mottled,,,structureless,,clay,1,,,moderate,2,,,,,,,,,,,clayey nannofossil chalk,nannofossil chalk,,,,369,U1514,C,8,R,8,A,,,,
369-U1514C-8R-CC-A,0,13,256.92,257.05,,,,,clayey,nannofossil chalk,,clayey nannofossil chalk,,,2.5Y 7/3 (pale yellow),mottled,,,structureless,,clay,1,,,moderate,2,,,,,,,,,,,clayey nannofossil chalk,nannofossil chalk,,,,369,U1514,C,8,R,CC,A,,,,
369-U1514C-9R-1-A,0,126,257.6,258.86,,,,,clayey,nannofossil chalk,,clayey nannofossil chalk,,,2.5Y 8/2 (pale yellow),mottled,,,structureless,,clay,1,,,moderate,2,Light brownish gray (2.5Y 6/2) intervals of alterations occur associated with high bioturbation between 28-41 cm.,,,,,,,,,,clayey nannofossil chalk,nannofossil chalk,,,,369,U1514,C,9,R,1,A,,,,
369-U1514C-9R-2-A,0,150,258.96,260.46,,,,,clayey,nannofossil chalk,,clayey nannofossil chalk,,,2.5Y 8/2 (pale yellow),mottled,,,structureless,,clay,1,,,moderate,2,Light brownish gray in color (2.5Y 6/2) intervals of alteration occur associated with high bioturbation between 32-38 cm. A light greenish gray (GLEY 1 8/10GY) interval occurs at 45-67 cm. Two burrows infilled by oxides occur at 104-105 and at 117-120 cm.,,,,,,,,,,clayey nannofossil chalk,nannofossil chalk,,,,369,U1514,C,9,R,2,A,,,,
369-U1514C-9R-3-A,0,150,260.46,261.96,,,,,clayey,nannofossil chalk,,clayey nannofossil chalk,,,2.5Y 8/2 (pale yellow),mottled,,,structureless,,clay,1,,,low,2,A light greenish gray (GLEY 1 8/10GY) interval of alteration occur between 31-46 cm.,,,,,,,,,,clayey nannofossil chalk,nannofossil chalk,,,,369,U1514,C,9,R,3,A,,,,
369-U1514C-9R-4-A,0,37,261.96,262.33,,,,,clayey,nannofossil chalk,,clayey nannofossil chalk,,,2.5Y 8/2 (pale yellow),,interlamination,,,,clay,1,,,sparse,1,There are intervals of contorted laminations between 0-7 cm and parallel laminations between 7-37 cm.,,,,,,,,,,clayey nannofossil chalk,nannofossil chalk,,,,369,U1514,C,9,R,4,A,,,,
369-U1514C-9R-4-A,37,151,262.33,263.47,,,,,clayey,nannofossil chalk,,clayey nannofossil chalk,,,2.5Y 8/2 (pale yellow),mottled,,,structureless,,clay,1,,,low,2,There is an interval of alteration that is light greenish gray in (GLEY 1 7/5GY) between 99-107 cm.,,,,,,,,,,clayey nannofossil chalk,nannofossil chalk,,,,369,U1514,C,9,R,4,A,,,,
369-U1514C-9R-5-A,0,63,263.47,264.1,,,,,clayey,nannofossil chalk,,clayey nannofossil chalk,,,2.5Y 8/2 (pale yellow),mottled,,,structureless,,clay,1,,,low,2,,,,,,,,,,,clayey nannofossil chalk,nannofossil chalk,,,,369,U1514,C,9,R,5,A,,,,
369-U1514C-9R-CC-A,0,17,264.1,264.27,,,,,clayey,nannofossil chalk,,clayey nannofossil chalk,,,2.5Y 8/2 (pale yellow),mottled,,,structureless,,clay,1,,,low,2,,,,,,,,,,,clayey nannofossil chalk,nannofossil chalk,,,,369,U1514,C,9,R,CC,A,,,,
369-U1514C-10R-1-A,0,134,267.2,268.54,,,,,clayey,nannofossil chalk,,clayey nannofossil chalk,,,2.5Y 8/2 (pale yellow),mottled,,,structureless,,clay,1,,,low,2,,,,,,,,,,,clayey nannofossil chalk,nannofossil chalk,,,,369,U1514,C,10,R,1,A,,,,
369-U1514C-10R-2-A,0,140,268.54,269.94,,,,,clayey,nannofossil chalk,,clayey nannofossil chalk,,,2.5Y 8/2 (pale yellow),mottled,,,structureless,,clay,1,,,low,2,,,,,,,,,,,clayey nannofossil chalk,nannofossil chalk,,,,369,U1514,C,10,R,2,A,,,,
369-U1514C-10R-3-A,0,121,270.04,271.25,,,,,clayey,nannofossil chalk,,clayey nannofossil chalk,,,2.5Y 8/2 (pale yellow),mottled,,,structureless,,clay,1,,,low,2,,,,,,,,,,,clayey nannofossil chalk,nannofossil chalk,,,,369,U1514,C,10,R,3,A,,,,
