Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Prefix,Lithology Principal Name,Lithology Suffix,MAJ Lith. prefix + name,MAJ Lith. prefix+name+suffix,MAJ Lith. name+suffix,MAJ Lith. abundance [%],MAJ Lith. color,MAJ Lith. ave. grain size ,MAJ Lith. ave. grain size rank,MAJ Lith. max. grain size,MAJ Lith. max. grain size rank,Minor Lithology Prefix,Minor Lithology Name,Minor Lithology Suffix,MIN Lith. prefix + name,MIN Lith. prefix+name+suffix,MIN Lith. name+suffix,MIN Lith. abundance [%],MIN Lith. color,MIN Lith. ave. grain size ,MIN Lith. ave. grain size rank,MIN Lith. max. grain size ,MIN Lith. max. grain size rank,Lith. abundance sum [%],Bottom contact or boundary type,"Layer, boundary, lamination, grading",Layer or bedding thickness,Clasts abundance,Diagenetic constituent,Diagenetic structure,Bioturbation intensity,Bioturbation intensity rank,Macrofossil abundance name,Deformational structures,General interval comment,MAJ Lith. Prefix abundance Plot [%],MAJ Lith. Principal name abundance Plot [%],File data,Unnamed: 52
339-U1385E-15H-2-A,339,U1385,E,15,15-2,H,2,A,0,26,122.0,122.26,,nannofossil ooze [Leg339],with clay [Leg339],nannofossil ooze ,nannofossil ooze  with clay ,nannofossil ooze   with clay ,100,5GY 5/1 (greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,bioturbated boundary or contact,,,,,,moderate_339 [DB91],4,,,,100,100,,
339-U1385E-15H-2-A,339,U1385,E,15,15-2,H,2,A,26,150,122.26,123.5,muddy [Leg339],nannofossil ooze [Leg339],,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,100,10Y 3/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,moderate_339 [DB91],4,,,,100,100,,
339-U1385E-15H-3-A,339,U1385,E,15,15-3,H,3,A,0,104,123.53,124.57,muddy [Leg339],nannofossil ooze [Leg339],,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,100,10Y 3/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,bioturbated boundary or contact,,,,,,moderate_339 [DB91],4,,,,100,100,,
339-U1385E-15H-3-A,339,U1385,E,15,15-3,H,3,A,104,150,124.57,125.03,,nannofossil ooze [Leg339],with clay [Leg339],nannofossil ooze ,nannofossil ooze  with clay ,nannofossil ooze   with clay ,100,10GY 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,,,,100,100,,
339-U1385E-15H-4-A,339,U1385,E,15,15-4,H,4,A,0,21,125.07,125.28,,nannofossil ooze [Leg339],with clay [Leg339],nannofossil ooze ,nannofossil ooze  with clay ,nannofossil ooze   with clay ,100,10GY 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 [DB91],3,,,,100,100,,
339-U1385E-15H-4-A,339,U1385,E,15,15-4,H,4,A,21,150,125.28,126.57,,nannofossil ooze [Leg339],with clay [Leg339],nannofossil ooze ,nannofossil ooze  with clay ,nannofossil ooze   with clay ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,,,,100,100,,
339-U1385E-15H-5-A,339,U1385,E,15,15-5,H,5,A,0,50,126.61,127.11,,nannofossil ooze [Leg339],with clay [Leg339],nannofossil ooze ,nannofossil ooze  with clay ,nannofossil ooze   with clay ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 [DB91],3,,,,100,100,,
339-U1385E-15H-5-A,339,U1385,E,15,15-5,H,5,A,50,70,127.11,127.31,,nannofossil ooze [Leg339],with clay [Leg339],nannofossil ooze ,nannofossil ooze  with clay ,nannofossil ooze   with clay ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,gradational contact,,,,,,sparse_339 [DB91],2,,,,100,100,,
339-U1385E-15H-5-A,339,U1385,E,15,15-5,H,5,A,70,130,127.31,127.91,muddy [Leg339],nannofossil ooze [Leg339],,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,100,5GY 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,,,,100,100,,
339-U1385E-15H-6-A,339,U1385,E,15,15-6,H,6,A,0,52,127.95,128.47,muddy [Leg339],nannofossil ooze [Leg339],,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,100,5GY 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,,,,100,100,,
339-U1385E-15H-CC-A,339,U1385,E,15,15-CC,H,CC,A,0,28,128.46,128.74,muddy [Leg339],nannofossil ooze [Leg339],,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,100,5GY 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,contact not recovered,,,,,,slight_339 [DB91],3,,,,100,100,,
339-U1385E-16H-1-A,339,U1385,E,16,16-1,H,1,A,0,78,128.6,129.38,muddy [Leg339],nannofossil ooze [Leg339],,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 [DB91],3,,,,100,100,,
339-U1385E-16H-1-A,339,U1385,E,16,16-1,H,1,A,78,93,129.38,129.53,,nannofossil ooze [Leg339],with clay [Leg339],nannofossil ooze ,nannofossil ooze  with clay ,nannofossil ooze   with clay ,100,5G 5/1 (greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 [DB91],3,,,,100,100,,
339-U1385E-16H-1-A,339,U1385,E,16,16-1,H,1,A,93,143,129.53,130.03,muddy [Leg339],nannofossil ooze [Leg339],,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,bioturbated boundary or contact,,,,,,slight_339 [DB91],3,,,,100,100,,
339-U1385E-16H-1-A,339,U1385,E,16,16-1,H,1,A,143,149,130.03,130.09,muddy [Leg339],nannofossil ooze [Leg339],,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,100,5G 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 [DB91],3,,,,100,100,,
339-U1385E-16H-1-A,339,U1385,E,16,16-1,H,1,A,149,150,130.09,130.1,muddy [Leg339],nannofossil ooze [Leg339],,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,50,10Y 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,nannofossil ooze [Leg339],with clay [Leg339],nannofossil ooze ,nannofossil ooze  with clay ,nannofossil ooze   with clay ,50.0,10Y 4/1 (dark greenish gray),clay [W22_1],1.0,medium sand [W22_2],5.0,100,,,,,,,slight_339 [DB91],3,,,,50,50,,
339-U1385E-16H-2-A,339,U1385,E,16,16-2,H,2,A,0,150,130.1,131.6,muddy [Leg339],nannofossil ooze [Leg339],,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,50,10Y 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,nannofossil ooze [Leg339],with clay [Leg339],nannofossil ooze ,nannofossil ooze  with clay ,nannofossil ooze   with clay ,50.0,10Y 4/1 (dark greenish gray),clay [W22_1],1.0,medium sand [W22_2],5.0,100,,,,,,,slight_339 [DB91],3,,,,50,50,,
339-U1385E-16H-3-A,339,U1385,E,16,16-3,H,3,A,0,13,131.61,131.74,muddy [Leg339],nannofossil ooze [Leg339],,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,50,10Y 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,nannofossil ooze [Leg339],with clay [Leg339],nannofossil ooze ,nannofossil ooze  with clay ,nannofossil ooze   with clay ,50.0,10Y 4/1 (dark greenish gray),clay [W22_1],1.0,medium sand [W22_2],5.0,100,bioturbated boundary or contact,,,,,,slight_339 [DB91],3,,,,50,50,,
339-U1385E-16H-3-A,339,U1385,E,16,16-3,H,3,A,13,87,131.74,132.48,,nannofossil ooze [Leg339],with clay [Leg339],nannofossil ooze ,nannofossil ooze  with clay ,nannofossil ooze   with clay ,100,5GY 5/1 (greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 [DB91],3,,,,100,100,,
339-U1385E-16H-3-A,339,U1385,E,16,16-3,H,3,A,87,150,132.48,133.11,muddy [Leg339],nannofossil ooze [Leg339],,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,50,10Y 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,nannofossil ooze [Leg339],with clay [Leg339],nannofossil ooze ,nannofossil ooze  with clay ,nannofossil ooze   with clay ,50.0,10Y 4/1 (dark greenish gray),clay [W22_1],1.0,medium sand [W22_2],5.0,100,,,,,,,slight_339 [DB91],3,,,,50,50,,
339-U1385E-16H-4-A,339,U1385,E,16,16-4,H,4,A,0,150,133.13,134.63,muddy [Leg339],nannofossil ooze [Leg339],,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,50,10Y 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,nannofossil ooze [Leg339],with clay [Leg339],nannofossil ooze ,nannofossil ooze  with clay ,nannofossil ooze   with clay ,50.0,10Y 4/1 (dark greenish gray),clay [W22_1],1.0,medium sand [W22_2],5.0,100,,,,,,,slight_339 [DB91],3,,,,50,50,,
339-U1385E-16H-5-A,339,U1385,E,16,16-5,H,5,A,0,150,134.64,136.14,muddy [Leg339],nannofossil ooze [Leg339],,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,50,10Y 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,nannofossil ooze [Leg339],with clay [Leg339],nannofossil ooze ,nannofossil ooze  with clay ,nannofossil ooze   with clay ,50.0,10Y 4/1 (dark greenish gray),clay [W22_1],1.0,medium sand [W22_2],5.0,100,,,,,,,slight_339 [DB91],3,,,,50,50,,
339-U1385E-16H-6-A,339,U1385,E,16,16-6,H,6,A,0,10,136.16,136.26,muddy [Leg339],nannofossil ooze [Leg339],,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,50,10Y 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,nannofossil ooze [Leg339],with clay [Leg339],nannofossil ooze ,nannofossil ooze  with clay ,nannofossil ooze   with clay ,50.0,10Y 4/1 (dark greenish gray),clay [W22_1],1.0,medium sand [W22_2],5.0,100,bioturbated boundary or contact,,,,,,slight_339 [DB91],3,,,,50,50,,
339-U1385E-16H-6-A,339,U1385,E,16,16-6,H,6,A,10,150,136.26,137.66,muddy [Leg339],nannofossil ooze [Leg339],,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,50,5GY 5/1 (greenish gray),clay [W22_1],1,medium sand [W22_2],5,,nannofossil ooze [Leg339],with clay [Leg339],nannofossil ooze ,nannofossil ooze  with clay ,nannofossil ooze   with clay ,50.0,5GY 5/1 (greenish gray),clay [W22_1],1.0,medium sand [W22_2],5.0,100,,,,,,,slight_339 [DB91],3,,,,50,50,,
339-U1385E-16H-7-A,339,U1385,E,16,16-7,H,7,A,0,58,137.67,138.25,muddy [Leg339],nannofossil ooze [Leg339],,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,50,5GY 5/1 (greenish gray),clay [W22_1],1,medium sand [W22_2],5,,nannofossil ooze [Leg339],with clay [Leg339],nannofossil ooze ,nannofossil ooze  with clay ,nannofossil ooze   with clay ,50.0,5GY 5/1 (greenish gray),clay [W22_1],1.0,medium sand [W22_2],5.0,100,,,,,,,slight_339 [DB91],3,,,,50,50,,
339-U1385E-16H-CC-A,339,U1385,E,16,16-CC,H,CC,A,0,41,138.26,138.67,muddy [Leg339],nannofossil ooze [Leg339],,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,50,5GY 5/1 (greenish gray),clay [W22_1],1,medium sand [W22_2],5,,nannofossil ooze [Leg339],with clay [Leg339],nannofossil ooze ,nannofossil ooze  with clay ,nannofossil ooze   with clay ,50.0,5GY 5/1 (greenish gray),clay [W22_1],1.0,medium sand [W22_2],5.0,100,contact not recovered,,,,,,slight_339 [DB91],3,,,,50,50,,
339-U1385E-17H-1-A,339,U1385,E,17,17-1,H,1,A,0,148,138.1,139.58,muddy [Leg339],nannofossil ooze [Leg339],,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,50,5GY 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,nannofossil ooze [Leg339],with clay [Leg339],nannofossil ooze ,nannofossil ooze  with clay ,nannofossil ooze   with clay ,50.0,10Y 5/1 (greenish gray),clay [W22_1],1.0,medium sand [W22_2],5.0,100,,,,,,,slight_339 [DB91],3,,,,50,50,,
339-U1385E-17H-2-A,339,U1385,E,17,17-2,H,2,A,0,151,139.58,141.09,muddy [Leg339],nannofossil ooze [Leg339],,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,50,5GY 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,nannofossil ooze [Leg339],with clay [Leg339],nannofossil ooze ,nannofossil ooze  with clay ,nannofossil ooze   with clay ,50.0,10Y 5/1 (greenish gray),clay [W22_1],1.0,medium sand [W22_2],5.0,100,,,,,,,slight_339 [DB91],3,,,,50,50,,
339-U1385E-17H-3-A,339,U1385,E,17,17-3,H,3,A,0,154,141.09,142.63,muddy [Leg339],nannofossil ooze [Leg339],,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,50,5GY 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,nannofossil ooze [Leg339],with clay [Leg339],nannofossil ooze ,nannofossil ooze  with clay ,nannofossil ooze   with clay ,50.0,10Y 5/1 (greenish gray),clay [W22_1],1.0,medium sand [W22_2],5.0,100,,,,,,,slight_339 [DB91],3,,,,50,50,,
339-U1385E-17H-4-A,339,U1385,E,17,17-4,H,4,A,0,154,142.64,144.18,muddy [Leg339],nannofossil ooze [Leg339],,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,50,5GY 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,nannofossil ooze [Leg339],with clay [Leg339],nannofossil ooze ,nannofossil ooze  with clay ,nannofossil ooze   with clay ,50.0,10Y 5/1 (greenish gray),clay [W22_1],1.0,medium sand [W22_2],5.0,100,,,,,,,slight_339 [DB91],3,,,,50,50,,
339-U1385E-17H-5-A,339,U1385,E,17,17-5,H,5,A,0,151,144.19,145.7,muddy [Leg339],nannofossil ooze [Leg339],,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,50,5GY 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,nannofossil ooze [Leg339],with clay [Leg339],nannofossil ooze ,nannofossil ooze  with clay ,nannofossil ooze   with clay ,50.0,10Y 5/1 (greenish gray),clay [W22_1],1.0,medium sand [W22_2],5.0,100,,,,,,,slight_339 [DB91],3,,,,50,50,,
339-U1385E-17H-6-A,339,U1385,E,17,17-6,H,6,A,0,124,145.73,146.97,muddy [Leg339],nannofossil ooze [Leg339],,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,50,5GY 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,nannofossil ooze [Leg339],with clay [Leg339],nannofossil ooze ,nannofossil ooze  with clay ,nannofossil ooze   with clay ,50.0,10Y 5/1 (greenish gray),clay [W22_1],1.0,medium sand [W22_2],5.0,100,,,,,,,slight_339 [DB91],3,,,,50,50,,
339-U1385E-17H-CC-A,339,U1385,E,17,17-CC,H,CC,A,0,28,146.98,147.26,muddy [Leg339],nannofossil ooze [Leg339],,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,50,5GY 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,nannofossil ooze [Leg339],with clay [Leg339],nannofossil ooze ,nannofossil ooze  with clay ,nannofossil ooze   with clay ,50.0,10Y 5/1 (greenish gray),clay [W22_1],1.0,medium sand [W22_2],5.0,100,,,,,,,slight_339 [DB91],3,,,,50,50,,
