Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Prefix,Lithology Principal Name,Lithology Suffix,MAJ Lith. prefix + name,MAJ Lith. prefix+name+suffix,MAJ Lith. name+suffix,MAJ Lith. abundance [%],MAJ Lith. color,MAJ Lith. ave. grain size ,MAJ Lith. ave. grain size rank,MAJ Lith. max. grain size,MAJ Lith. max. grain size rank,Minor Lithology Prefix,Minor Lithology Name,Minor Lithology Suffix,MIN Lith. prefix + name,MIN Lith. prefix+name+suffix,MIN Lith. name+suffix,MIN Lith. abundance [%],MIN Lith. color,MIN Lith. ave. grain size ,MIN Lith. ave. grain size rank,MIN Lith. max. grain size ,MIN Lith. max. grain size rank,Lith. abundance sum [%],Bottom contact or boundary type,"Layer, boundary, lamination, grading",Layer or bedding thickness,Clasts abundance,Diagenetic constituent,Diagenetic structure,Bioturbation intensity,Bioturbation intensity rank,Macrofossil abundance name,Deformational structures,General interval comment,MAJ Lith. Prefix abundance Plot [%],MAJ Lith. Principal name abundance Plot [%],File data,Unnamed: 52
339-U1385E-4H-5-A,339,U1385,E,4,4-5,H,5,A,125,150,27.27,27.52,muddy ,nannofossil ooze ,,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,100,2.5Y 3/1 (very dark gray),clay ,1,medium sand ,5,,,,,,,,,,,,,100,,,,,,,slight_339 ,3,,,,100,100,,
339-U1385E-4H-6-A,339,U1385,E,4,4-6,H,6,A,0,52,27.52,28.04,muddy ,nannofossil ooze ,,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,100,2.5Y 3/1 (very dark gray),clay ,1,medium sand ,5,,,,,,,,,,,,,100,color contact,,,,,,slight_339 ,3,,,,100,100,,
339-U1385E-4H-6-A,339,U1385,E,4,4-6,H,6,A,52,150,28.04,29.02,muddy ,nannofossil ooze ,,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,100,2.5Y 4/1 (dark gray),clay ,1,medium sand ,5,,,,,,,,,,,,,100,,,,,,,slight_339 ,3,,,,100,100,,
339-U1385E-4H-7-A,339,U1385,E,4,4-7,H,7,A,0,34,29.02,29.36,muddy ,nannofossil ooze ,,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,100,2.5Y 4/1 (dark gray),clay ,1,medium sand ,5,,,,,,,,,,,,,100,color contact,,,,,,slight_339 ,3,,,,100,100,,
339-U1385E-4H-7-A,339,U1385,E,4,4-7,H,7,A,34,70,29.36,29.72,muddy ,nannofossil ooze ,,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,100,10Y 4/1 (dark greenish gray),clay ,1,medium sand ,5,,,,,,,,,,,,,100,,,,,,,slight_339 ,3,,,,100,100,,
339-U1385E-4H-CC-A,339,U1385,E,4,4-CC,H,CC,A,0,27,29.72,29.99,muddy ,nannofossil ooze ,,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,100,10Y 4/1 (dark greenish gray),clay ,1,medium sand ,5,,,,,,,,,,,,,100,bioturbated boundary or contact,,,,,,slight_339 ,3,,,,100,100,,
339-U1385E-4H-CC-A,339,U1385,E,4,4-CC,H,CC,A,27,33,29.99,30.05,muddy ,nannofossil ooze ,,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,100,2.5Y 4/1 (dark gray),clay ,1,medium sand ,5,,,,,,,,,,,,,100,,,,,,,slight_339 ,3,,,,100,100,,
339-U1385E-5H-1-A,339,U1385,E,5,5-1,H,1,A,0,150,29.5,31.0,muddy ,nannofossil ooze ,,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,100,10YR 5/1 (gray),clay ,1,medium sand ,5,,,,,,,,,,,,,100,,,,,,,moderate_339 ,4,,,"Pyritized burrows, scatter pyrite grains. Forams present. Some zoophycos-type burrows.",100,100,,
339-U1385E-5H-2-A,339,U1385,E,5,5-2,H,2,A,0,150,31.01,32.51,muddy ,nannofossil ooze ,,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,100,10YR 5/1 (gray),clay ,1,medium sand ,5,,,,,,,,,,,,,100,,,,,,,moderate_339 ,4,,,,100,100,,
339-U1385E-5H-3-A,339,U1385,E,5,5-3,H,3,A,0,112,32.51,33.63,muddy ,nannofossil ooze ,,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,100,10YR 5/1 (gray),clay ,1,medium sand ,5,,,,,,,,,,,,,100,bioturbated boundary or contact,,,,,,moderate_339 ,4,,,Zoophycos-type burrows.,100,100,,
339-U1385E-5H-3-A,339,U1385,E,5,5-3,H,3,A,112,150,33.63,34.01,,nannofossil ooze ,,nannofossil ooze ,nannofossil ooze ,nannofossil ooze ,100,10YR 7/1 (light gray),clay ,1,medium sand ,5,,,,,,,,,,,,,100,,,,,,,moderate_339 ,4,,,Scatter pyrite grains and pyritised burrows. Forams present. Some Zoophycos-type burrows.,100,100,,
339-U1385E-5H-4-A,339,U1385,E,5,5-4,H,4,A,0,30,34.01,34.31,,nannofossil ooze ,,nannofossil ooze ,nannofossil ooze ,nannofossil ooze ,100,10YR 7/1 (light gray),clay ,1,medium sand ,5,,,,,,,,,,,,,100,,,,,,,moderate_339 ,4,,,,100,100,,
339-U1385E-5H-4-A,339,U1385,E,5,5-4,H,4,A,30,108,34.31,35.09,,nannofossil ooze ,,nannofossil ooze ,nannofossil ooze ,nannofossil ooze ,100,10YR 8/1 (white),clay ,1,medium sand ,5,,,,,,,,,,,,,100,bioturbated boundary or contact,,,,,,moderate_339 ,4,,,Scatter pyrite grains and pyritized burrows. Forams present. Some Zoophycos and few Chondrites-like trace fossils (bottom).,100,100,,
339-U1385E-5H-4-A,339,U1385,E,5,5-4,H,4,A,108,150,35.09,35.51,muddy ,nannofossil ooze ,,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,60,10YR 5/1 (gray),clay ,1,medium sand ,5,,nannofossil ooze ,,nannofossil ooze ,nannofossil ooze ,nannofossil ooze ,40.0,10YR 7/1 (light gray),clay ,1.0,medium sand ,5.0,100,contact not recovered,layering,thick bed ,,,,moderate_339 ,4,,,Scatter pyrite grains and pyritized burrows. Forams present. Common Zoophycos-type burrows.,60,60,,
339-U1385E-5H-5-A,339,U1385,E,5,5-5,H,5,A,0,150,35.52,37.02,muddy ,nannofossil ooze ,,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,60,10YR 5/1 (gray),clay ,1,medium sand ,5,,nannofossil ooze ,,nannofossil ooze ,nannofossil ooze ,nannofossil ooze ,40.0,10YR 7/1 (light gray),clay ,1.0,medium sand ,5.0,100,contact not recovered,layering,thick bed ,,,,moderate_339 ,4,,,Scatter pyrite grains and pyritized burrows. Forams present. Common Zoophycos-type burrows.,60,60,,
339-U1385E-5H-6-A,339,U1385,E,5,5-6,H,6,A,0,151,37.03,38.54,muddy ,nannofossil ooze ,,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,60,10YR 5/1 (gray),clay ,1,medium sand ,5,,nannofossil ooze ,,nannofossil ooze ,nannofossil ooze ,nannofossil ooze ,40.0,10YR 7/1 (light gray),clay ,1.0,medium sand ,5.0,100,contact not recovered,layering,thick bed ,,,,moderate_339 ,4,,,Scatter pyrite grains and pyritized burrows. Forams present. Common Zoophycos-type burrows.,60,60,,
339-U1385E-5H-7-A,339,U1385,E,5,5-7,H,7,A,0,69,38.54,39.23,muddy ,nannofossil ooze ,,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,60,10YR 5/1 (gray),clay ,1,medium sand ,5,,nannofossil ooze ,,nannofossil ooze ,nannofossil ooze ,nannofossil ooze ,40.0,10YR 7/1 (light gray),clay ,1.0,medium sand ,5.0,100,contact not recovered,layering,thick bed ,,,,moderate_339 ,4,,,Scatter pyrite grains and pyritized burrows. Forams present. Common Zoophycos-type burrows.,60,60,,
339-U1385E-5H-CC-A,339,U1385,E,5,5-CC,H,CC,A,0,27,39.23,39.5,muddy ,nannofossil ooze ,,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,60,10YR 5/1 (gray),clay ,1,medium sand ,5,,nannofossil ooze ,,nannofossil ooze ,nannofossil ooze ,nannofossil ooze ,40.0,10YR 7/1 (light gray),clay ,1.0,medium sand ,5.0,100,contact not recovered,layering,thick bed ,,,,moderate_339 ,4,,,Scatter pyrite grains and pyritized burrows. Forams present. Common Zoophycos-type burrows.,60,60,,
339-U1385E-6H-1-A,339,U1385,E,6,6-1,H,1,A,0,90,39.0,39.9,,nannofossil ooze [Leg339],,nannofossil ooze ,nannofossil ooze ,nannofossil ooze ,100,10Y 8/1 (white),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,bioturbated boundary or contact,,,,,,moderate_339 [DB91],4,,,Forams visible. Sand-filled burrows. Scatter pyrite grains.,100,100,,
339-U1385E-6H-1-A,339,U1385,E,6,6-1,H,1,A,90,143,39.9,40.43,,nannofossil ooze [Leg339],with mud [Leg339],nannofossil ooze ,nannofossil ooze  with mud ,nannofossil ooze   with mud ,100,10Y 6/1 (greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,gradational contact,,,,,,moderate_339 [DB91],4,,,Forams visible. Sand-filled burrows. Chondrites-like trace fossil.,100,100,,
339-U1385E-6H-1-A,339,U1385,E,6,6-1,H,1,A,143,150,40.43,40.5,,nannofossil ooze [Leg339],with mud [Leg339],nannofossil ooze ,nannofossil ooze  with mud ,nannofossil ooze   with mud ,90,10YR 6/2 (light brownish gray),clay [W22_1],1,medium sand [W22_2],5,muddy [Leg339],nannofossil ooze [Leg339],,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,10.0,10YR 5/1 (gray),clay [W22_1],1.0,medium sand [W22_2],5.0,100,bioturbated boundary or contact,layering,,,,,moderate_339 [DB91],4,,,Scatter pyrite grains and pyritized burrows. Sand-filled burrows. Some zoophycos-type burrows. Some light greenish gray layers and patches with slightly coarse (silt-size) grains. Both lithologies are slightly reddish. ,90,90,,
339-U1385E-6H-2-A,339,U1385,E,6,6-2,H,2,A,0,150,40.5,42.0,,nannofossil ooze [Leg339],with mud [Leg339],nannofossil ooze ,nannofossil ooze  with mud ,nannofossil ooze   with mud ,90,10YR 6/1 (gray),clay [W22_1],1,medium sand [W22_2],5,muddy [Leg339],nannofossil ooze [Leg339],,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,10.0,10YR 5/1 (gray),clay [W22_1],1.0,medium sand [W22_2],5.0,100,bioturbated boundary or contact,layering,,,,,moderate_339 [DB91],4,,,Scatter pyrite grains and pyritized burrows. Sand-filled burrows. Some zoophycos-type burrows. Some light greenish gray layers and patches with slightly coarse (silt-size) grains. Both lithologies are slightly reddish. ,90,90,,
339-U1385E-6H-3-A,339,U1385,E,6,6-3,H,3,A,0,150,42.0,43.5,,nannofossil ooze [Leg339],with mud [Leg339],nannofossil ooze ,nannofossil ooze  with mud ,nannofossil ooze   with mud ,90,10YR 6/1 (gray),clay [W22_1],1,medium sand [W22_2],5,muddy [Leg339],nannofossil ooze [Leg339],,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,10.0,10YR 5/1 (gray),clay [W22_1],1.0,medium sand [W22_2],5.0,100,bioturbated boundary or contact,layering,,,,,moderate_339 [DB91],4,,,Scatter pyrite grains and pyritized burrows. Sand-filled burrows. Some zoophycos-type burrows. Some light greenish gray layers and patches with slightly coarse (silt-size) grains. Both lithologies are slightly reddish. Light greenish gray layer (12-13 cm).,90,90,,
339-U1385E-6H-4-A,339,U1385,E,6,6-4,H,4,A,0,119,43.5,44.69,,nannofossil ooze [Leg339],with mud [Leg339],nannofossil ooze ,nannofossil ooze  with mud ,nannofossil ooze   with mud ,90,10YR 6/1 (gray),clay [W22_1],1,medium sand [W22_2],5,muddy [Leg339],nannofossil ooze [Leg339],,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,10.0,10YR 5/1 (gray),clay [W22_1],1.0,medium sand [W22_2],5.0,100,bioturbated boundary or contact,layering,,,,,moderate_339 [DB91],4,,,Scatter pyrite grains and pyritized burrows. Sand-filled burrows. Zoophycos-type burrows abundant (40-55 cm). Some light greenish gray layers and patches with slightly coarse (silt-size) grains. Both lithologies are slightly reddish. Light greenish gray patch (113-115 cm).,90,90,,
339-U1385E-6H-4-A,339,U1385,E,6,6-4,H,4,A,119,150,44.69,45.0,,nannofossil ooze [Leg339],,nannofossil ooze ,nannofossil ooze ,nannofossil ooze ,70,10YR 7/1 (light gray),clay [W22_1],1,medium sand [W22_2],5,muddy [Leg339],nannofossil ooze [Leg339],,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,30.0,10YR 5/1 (gray),clay [W22_1],1.0,medium sand [W22_2],5.0,100,contact not recovered,layering,thick bed [B01],,,,moderate_339 [DB91],4,,,Zoophycos-type burrows.,70,70,,
339-U1385E-6H-5-A,339,U1385,E,6,6-5,H,5,A,0,150,45.0,46.5,,nannofossil ooze [Leg339],,nannofossil ooze ,nannofossil ooze ,nannofossil ooze ,70,10YR 7/1 (light gray),clay [W22_1],1,medium sand [W22_2],5,,nannofossil ooze [Leg339],with mud [Leg339],nannofossil ooze ,nannofossil ooze  with mud ,nannofossil ooze   with mud ,30.0,10YR 6/1 (gray),clay [W22_1],1.0,medium sand [W22_2],5.0,100,contact not recovered,layering,thick bed [B01],,,,moderate_339 [DB91],4,,,"Common zoophycos-type burrows. Pyritized burrows, sand-filled burrows. Forams visible. Some light greenish gray patches and layers with slightly coarser (silt-size) grains (112-113 cm).",70,70,,
339-U1385E-6H-6-A,339,U1385,E,6,6-6,H,6,A,0,150,46.5,48.0,,nannofossil ooze [Leg339],,nannofossil ooze ,nannofossil ooze ,nannofossil ooze ,70,10YR 7/1 (light gray),clay [W22_1],1,medium sand [W22_2],5,,nannofossil ooze [Leg339],with mud [Leg339],nannofossil ooze ,nannofossil ooze  with mud ,nannofossil ooze   with mud ,30.0,10YR 6/1 (gray),clay [W22_1],1.0,medium sand [W22_2],5.0,100,contact not recovered,layering,thick bed [B01],,,,moderate_339 [DB91],4,,,"Common zoophycos-type burrows. Pyritized burrows, sand-filled burrows. Forams visible. Some light greenish gray patches and layers with slightly coarser (silt-size) grains (40-49 cm).",70,70,,
