Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Bottom contact or boundary geometry,Bottom contact or boundary definition,Bottom contact or boundary attitude,Lithology prefix,Lithology principal name,Lithology suffix,Lithology prefix+name [read only],Lithology prefix+name+suffix [read only],Lithology name+suffix [read only],Lithology  abundance [%],Lithology color (Munsell),Layer or bedding thickness,Lithology lithification,Lithology ave. grain size class,Lithology ave. grain size rank [read only],Lithology max. grain size class,Lithology max. grain size rank [read only],General interval comment,Sorting,Grading,Sedimentary structure,Bioturbation intensity,Bioturbation intensity rank [read only],Lithological asseccories,Diagenetic structure,Macrofossil,Macrofossil abundance name,Clasts (>2 mm) DOMINANT,Clasts (>2 mm) 2ND ORDER,DOMINANT clast roundness,Clast comments,"Matrix, fines (<2 mm) DOMINANT",Matrix sorting,Matrix comments,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W
352-U1441A-3R-4-A,62,130,19.82,20.5,II,,,,muddy,volcanic breccia-conglomerate,with gravel,muddy volcanic breccia-conglomerate,muddy volcanic breccia-conglomerate with gravel,volcanic breccia-conglomerate with gravel,,2.5YR 6/3 (light reddish brown),,unconsolidated,fine sand,4,granule,8,matrix-supported texture,poor,non-graded,,slight,1,,,,,,,,some 0.5 to 1 cm sized pumice clasts disseminated throughout the section,,,,,,,352,U1441,A,3,R,4,A
352-U1441A-3R-4-A,130,136,20.5,20.56,II,planar,sharp,inclined,volcaniclastic,fine sand,,volcaniclastic fine sand,volcaniclastic fine sand,fine sand,,7.5YR 3/1 (very dark gray),medium bed,unconsolidated,fine sand,4,fine sand,4,,well,normally graded,,,,,,,,,,,,,,,,,,352,U1441,A,3,R,4,A
352-U1441A-3R-4-A,136,148,20.56,20.68,II,,,,muddy,volcanic breccia-conglomerate,with gravel,muddy volcanic breccia-conglomerate,muddy volcanic breccia-conglomerate with gravel,volcanic breccia-conglomerate with gravel,,2.5YR 6/3 (light reddish brown),,unconsolidated,fine sand,4,granule,8,matrix-supported texture,poor,non-graded,,slight,1,,,,,,,,some 0.5 to 1 cm sized pumice clasts disseminated throughout the section,,,,,,,352,U1441,A,3,R,4,A
352-U1441A-3R-4-A,148,150,20.68,20.7,II,,,,volcaniclastic,medium to coarse sand,with foraminifers,volcaniclastic medium to coarse sand,volcaniclastic medium to coarse sand with foraminifers,medium to coarse sand with foraminifers,,7.5YR 3/1 (very dark gray),thin bed,unconsolidated,medium sand,5,coarse sand,6,,moderate,,,,,,,,,,,,,,,,,,,352,U1441,A,3,R,4,A
352-U1441A-3R-5-A,0,17,20.7,20.87,II,,,,muddy,volcanic breccia-conglomerate,with gravel,muddy volcanic breccia-conglomerate,muddy volcanic breccia-conglomerate with gravel,volcanic breccia-conglomerate with gravel,,2.5YR 6/3 (light reddish brown),,unconsolidated,fine sand,4,granule,8,matrix-supported texture,poor,non-graded,,slight,1,,,,,,,,some 0.5 to 1 cm sized pumice clasts disseminated throughout the section,,,,,,,352,U1441,A,3,R,5,A
352-U1441A-3R-5-A,17,24,20.87,20.94,II,,,,,lapilli,,lapilli,lapilli,lapilli,,7.5YR 5/1 (gray),medium bed,unconsolidated,coarse sand,6,granule,8,,well,,,,,,,,,,,,,,,,,,,352,U1441,A,3,R,5,A
352-U1441A-3R-5-A,24,40,20.94,21.1,II,,,,muddy,volcanic breccia-conglomerate,with gravel,muddy volcanic breccia-conglomerate,muddy volcanic breccia-conglomerate with gravel,volcanic breccia-conglomerate with gravel,,2.5YR 6/3 (light reddish brown),,unconsolidated,fine sand,4,pebble,9,matrix-supported texture,poor,non-graded,,slight,1,,,,,,,,some 0.5 to 1 cm sized pumice clasts disseminated throughout the section,,,,,,,352,U1441,A,3,R,5,A
352-U1441A-3R-5-A,40,43,21.1,21.13,II,,,,,ash,,ash,ash,ash,,,thin bed,unconsolidated,fine sand,4,medium sand,5,,well,,,,,,,,,,,,,,,,,,,352,U1441,A,3,R,5,A
352-U1441A-3R-5-A,43,150,21.13,22.2,II,,,,muddy,volcanic breccia-conglomerate,with gravel,muddy volcanic breccia-conglomerate,muddy volcanic breccia-conglomerate with gravel,volcanic breccia-conglomerate with gravel,,2.5YR 6/3 (light reddish brown),,unconsolidated,fine sand,4,pebble,9,matrix-supported texture,poor,non-graded,,slight,1,,,,,,,,some 0.5 to 1 cm sized pumice clasts disseminated throughout the section,,,,,,,352,U1441,A,3,R,5,A
352-U1441A-3R-6-A,0,74,22.2,22.94,II,,,,muddy,volcanic breccia-conglomerate,with gravel,muddy volcanic breccia-conglomerate,muddy volcanic breccia-conglomerate with gravel,volcanic breccia-conglomerate with gravel,,2.5YR 6/3 (light reddish brown),,unconsolidated,fine sand,4,pebble,9,matrix-supported texture,poor,non-graded,,slight,1,,,,,,,,some 0.5 to 1 cm sized pumice clasts disseminated throughout the section,,,,,,,352,U1441,A,3,R,6,A
352-U1441A-3R-6-A,74,76,22.94,22.96,II,planar,sharp,sub-horizontal,,ash,,ash,ash,ash,,10YR 5/3 (brown),thin bed,unconsolidated,medium sand,5,medium sand,5,,well,normally graded,,,,,,,,,,,,,,,,,,352,U1441,A,3,R,6,A
352-U1441A-3R-6-A,76,79,22.96,22.99,II,planar,sharp,sub-horizontal,,ash,,ash,ash,ash,,7.5YR 3/1 (very dark gray),thin bed,unconsolidated,fine sand,4,medium sand,5,,well,normally graded,,,,,,,,,,,,,,,,,,352,U1441,A,3,R,6,A
352-U1441A-3R-6-A,79,121,22.99,23.41,II,,,,muddy,volcanic breccia-conglomerate,with gravel,muddy volcanic breccia-conglomerate,muddy volcanic breccia-conglomerate with gravel,volcanic breccia-conglomerate with gravel,,2.5YR 6/3 (light reddish brown),,unconsolidated,fine sand,4,pebble,9,matrix-supported texture,poor,non-graded,,slight,1,,,,,,,,some 0.5 to 1 cm sized pumice clasts disseminated throughout the section,,,,,,,352,U1441,A,3,R,6,A
352-U1441A-3R-7-A,0,78,23.41,24.19,II,,,,muddy,volcanic breccia-conglomerate,with gravel,muddy volcanic breccia-conglomerate,muddy volcanic breccia-conglomerate with gravel,volcanic breccia-conglomerate with gravel,,2.5YR 6/3 (light reddish brown),,unconsolidated,fine sand,4,pebble,9,matrix-supported texture,poor,non-graded,,slight,1,,,,,,,,some 0.5 to 1 cm sized pumice clasts disseminated throughout the section,,,,,,,352,U1441,A,3,R,7,A
352-U1441A-3R-CC-A,0,18,24.19,24.37,II,,,,muddy,volcanic breccia-conglomerate,with gravel,muddy volcanic breccia-conglomerate,muddy volcanic breccia-conglomerate with gravel,volcanic breccia-conglomerate with gravel,,2.5YR 6/3 (light reddish brown),,unconsolidated,fine sand,4,pebble,9,matrix-supported texture,poor,non-graded,,slight,1,,,,,,,,some 0.5 to 1 cm sized pumice clasts disseminated throughout the section,,,,,,,352,U1441,A,3,R,CC,A
352-U1441A-4R-1-A,0,120,24.5,25.7,III,,,,silty,mud,with silicic microfossils,silty mud,silty mud with silicic microfossils,mud with silicic microfossils,,10YR 5/3 (brown),,unconsolidated,clay,1,silt,2,,moderate,non-graded,,strong,3,scattered pumice,,,,"volcanic, mafic",,rounded,mm to cm sized,,,,,,,352,U1441,A,4,R,1,A
352-U1441A-4R-2-A,0,64,25.7,26.34,III,,,,silty,mud,with silicic microfossils,silty mud,silty mud with silicic microfossils,mud with silicic microfossils,,10YR 5/3 (brown),,unconsolidated,clay,1,silt,2,,moderate,non-graded,,strong,3,scattered pumice,,,,"volcanic, mafic",,rounded,mm to cm sized,,,,,,,352,U1441,A,4,R,2,A
352-U1441A-4R-CC-A,0,15,26.34,26.49,III,,,,silty,mud,with silicic microfossils,silty mud,silty mud with silicic microfossils,mud with silicic microfossils,,10YR 5/3 (brown),,unconsolidated,clay,1,silt,2,,moderate,non-graded,,strong,3,scattered pumice,,,,"volcanic, mafic",,rounded,mm to cm sized,,,,,,,352,U1441,A,4,R,CC,A
352-U1441A-5R-1-A,0,35,34.2,34.55,III,,,,silty,mud,with silicic microfossils,silty mud,silty mud with silicic microfossils,mud with silicic microfossils,,10YR 5/3 (brown),,unconsolidated,clay,1,silt,2,,moderate,non-graded,,strong,3,scattered pumice,,,,"volcanic, mafic",,rounded,mm to cm sized,,,,,,,352,U1441,A,5,R,1,A
352-U1441A-5R-1-A,35,40,34.55,34.6,III,planar,sharp,inclined,,ash,,ash,ash,ash,,5Y 3/1 (very dark gray),,unconsolidated,medium sand,5,medium sand,5,ash layer disseminated by drilling disturbance above sharp boundary,well,normally graded,,,,,,,,,,,,,,,,,,352,U1441,A,5,R,1,A
352-U1441A-5R-1-A,40,150,34.6,35.7,III,,,,silty,mud,with silicic microfossils,silty mud,silty mud with silicic microfossils,mud with silicic microfossils,,10YR 5/3 (brown),,unconsolidated,clay,1,silt,2,,moderate,non-graded,,strong,3,scattered pumice,,,,"volcanic, mafic",,rounded,mm to cm sized,,,,,,,352,U1441,A,5,R,1,A
352-U1441A-5R-2-A,0,85,35.7,36.55,III,,,,silty,mud,with silicic microfossils,silty mud,silty mud with silicic microfossils,mud with silicic microfossils,,10YR 5/3 (brown),,unconsolidated,clay,1,silt,2,,moderate,non-graded,,strong,3,scattered pumice,,,,"volcanic, mafic",,rounded,mm to cm sized,,,,,,,352,U1441,A,5,R,2,A
352-U1441A-5R-2-A,85,94,36.55,36.64,III,,,,,ash,,ash,ash,ash,,2.5Y 5/2 (grayish brown),,unconsolidated,medium sand,5,medium sand,5,ash layer disseminated strongly by drilling disturbance,well,normally graded,,,,,,,,,,,,,,,,,,352,U1441,A,5,R,2,A
352-U1441A-5R-2-A,94,150,36.64,37.2,III,,,,silty,mud,with silicic microfossils,silty mud,silty mud with silicic microfossils,mud with silicic microfossils,,10YR 5/3 (brown),,unconsolidated,clay,1,silt,2,,moderate,non-graded,,strong,3,scattered pumice,,,,"volcanic, mafic",,rounded,mm to cm sized,,,,,,,352,U1441,A,5,R,2,A
352-U1441A-5R-3-A,0,103,37.2,38.23,III,,,,silty,mud,with silicic microfossils,silty mud,silty mud with silicic microfossils,mud with silicic microfossils,,10YR 5/3 (brown),,unconsolidated,clay,1,silt,2,,moderate,non-graded,,strong,3,scattered pumice,,,,"volcanic, mafic",,rounded,mm to cm sized,,,,,,,352,U1441,A,5,R,3,A
352-U1441A-5R-4-A,0,28,38.23,38.51,III,,,,silty,mud,with silicic microfossils,silty mud,silty mud with silicic microfossils,mud with silicic microfossils,,10YR 5/3 (brown),,unconsolidated,clay,1,silt,2,,moderate,non-graded,,strong,3,scattered pumice,,,,"volcanic, mafic",,rounded,mm to cm sized,,,,,,,352,U1441,A,5,R,4,A
352-U1441A-5R-4-A,28,30,38.51,38.53,III,,,,,ash,,ash,ash,ash,,2.5Y 3/2 (very dark grayish brown),,unconsolidated,medium sand,5,medium sand,5,ash layer disseminated strongly by drilling disturbance,well,,,,,,,,,,,,,,,,,,,352,U1441,A,5,R,4,A
352-U1441A-5R-4-A,30,66,38.53,38.89,III,,,,silty,mud,with silicic microfossils,silty mud,silty mud with silicic microfossils,mud with silicic microfossils,,10YR 5/3 (brown),,unconsolidated,clay,1,silt,2,,moderate,non-graded,,strong,3,scattered pumice,,,,"volcanic, mafic",,rounded,mm to cm sized,,,,,,,352,U1441,A,5,R,4,A
352-U1441A-5R-CC-A,0,17,38.89,39.06,III,,,,silty,mud,with silicic microfossils,silty mud,silty mud with silicic microfossils,mud with silicic microfossils,,10YR 5/3 (brown),,unconsolidated,clay,1,silt,2,,moderate,non-graded,,strong,3,scattered pumice,,,,"volcanic, mafic",,rounded,mm to cm sized,,,,,,,352,U1441,A,5,R,CC,A
352-U1441A-6R-1-A,0,92,44.0,44.92,III,planar,gradational,horizontal,,mud,,mud,mud,mud,,5Y 5/2 (olive gray),,unconsolidated,clay,1,medium sand,5,,poor,non-graded,,slight,1,scattered pumice,,,,,,,,,,,,,,352,U1441,A,6,R,1,A
352-U1441A-6R-1-A,92,150,44.92,45.5,III,,,,silty,mud,with silicic microfossils,silty mud,silty mud with silicic microfossils,mud with silicic microfossils,,10YR 5/3 (brown),,unconsolidated,silt,2,fine sand,4,,moderate,non-graded,,slight,1,scattered pumice,,,,,,,,,,,,,,352,U1441,A,6,R,1,A
352-U1441A-6R-2-A,0,150,45.5,47.0,III,,,,silty,mud,with silicic microfossils,silty mud,silty mud with silicic microfossils,mud with silicic microfossils,,10YR 5/3 (brown),,unconsolidated,silt,2,fine sand,4,,moderate,non-graded,,slight,1,scattered pumice,,,,,,,,,,,,,,352,U1441,A,6,R,2,A
352-U1441A-6R-3-A,0,17,47.0,47.17,III,,,,silty,mud,with silicic microfossils,silty mud,silty mud with silicic microfossils,mud with silicic microfossils,,10YR 5/3 (brown),,unconsolidated,silt,2,fine sand,4,,moderate,non-graded,,slight,1,scattered pumice,,,,,,,,,,,,,,352,U1441,A,6,R,3,A
352-U1441A-6R-3-A,17,23,47.17,47.23,III,irregular,sharp,inclined,,ash,,ash,ash,ash,,5Y 3/2 (dark olive gray),medium bed,unconsolidated,fine sand,4,medium sand,5,,well,normally graded,,,,,,,,,,,,,,,,,,352,U1441,A,6,R,3,A
352-U1441A-6R-3-A,23,76,47.23,47.76,III,,,,silty,mud,with silicic microfossils,silty mud,silty mud with silicic microfossils,mud with silicic microfossils,,10YR 5/3 (brown),,unconsolidated,silt,2,fine sand,4,,moderate,non-graded,,slight,1,scattered pumice,,,,,,,,,,,,,,352,U1441,A,6,R,3,A
352-U1441A-6R-CC-A,0,5,47.76,47.81,III,,,,silty,mud,with silicic microfossils,silty mud,silty mud with silicic microfossils,mud with silicic microfossils,,10YR 5/3 (brown),,unconsolidated,silt,2,fine sand,4,,moderate,non-graded,,slight,1,scattered pumice,,,,,,,,,,,,,,352,U1441,A,6,R,CC,A
352-U1441A-7R-1-A,0,150,53.7,55.2,III,,,,silty,mud,with silicic microfossils,silty mud,silty mud with silicic microfossils,mud with silicic microfossils,,10YR 5/3 (brown),,unconsolidated,silt,2,fine sand,4,,moderate,non-graded,,slight,1,scattered pumice,,,,,,,,,,,,,,352,U1441,A,7,R,1,A
352-U1441A-7R-2-A,0,18,55.2,55.38,III,,,,silty,mud,with silicic microfossils,silty mud,silty mud with silicic microfossils,mud with silicic microfossils,,10YR 5/3 (brown),,unconsolidated,silt,2,fine sand,4,,moderate,non-graded,,slight,1,scattered pumice,,,,,,,,,,,,,,352,U1441,A,7,R,2,A
352-U1441A-7R-2-A,18,22,55.38,55.42,III,irregular,sharp,sub-horizontal,,tuff,,tuff,tuff,tuff,,10YR 7/3 (very pale brown),thin bed,lithified,fine sand,4,medium sand,5,,well,normally graded,,,,,,,,,,,,,,,,,,352,U1441,A,7,R,2,A
352-U1441A-7R-2-A,22,150,55.42,56.7,III,,,,silty,mud,with silicic microfossils,silty mud,silty mud with silicic microfossils,mud with silicic microfossils,,10YR 5/3 (brown),,unconsolidated,silt,2,fine sand,4,,moderate,non-graded,,slight,1,scattered pumice,,,,,,,,,,,,,,352,U1441,A,7,R,2,A
352-U1441A-7R-3-A,0,20,56.7,56.9,III,,,,silty,mud,with silicic microfossils,silty mud,silty mud with silicic microfossils,mud with silicic microfossils,,10YR 5/3 (brown),,unconsolidated,silt,2,fine sand,4,,moderate,non-graded,,slight,1,scattered pumice,,,,,,,,,,,,,,352,U1441,A,7,R,3,A
352-U1441A-7R-3-A,20,22,56.9,56.92,III,irregular,gradational,,,ash,,ash,ash,ash,,7.5YR 5/1 (gray),thin bed,unconsolidated,silt,2,fine sand,4,ash layer disseminated strongly by drilling disturbance,well,,,,,,,,,,,,,,,,,,,352,U1441,A,7,R,3,A
352-U1441A-7R-3-A,22,150,56.92,58.2,III,,,,silty,mud,with silicic microfossils,silty mud,silty mud with silicic microfossils,mud with silicic microfossils,,10YR 5/3 (brown),,unconsolidated,silt,2,fine sand,4,,moderate,non-graded,,slight,1,scattered pumice,,,,,,,,,,,,,,352,U1441,A,7,R,3,A
352-U1441A-7R-4-A,0,44,58.2,58.64,III,,,,silty,mud,with silicic microfossils,silty mud,silty mud with silicic microfossils,mud with silicic microfossils,,10YR 5/3 (brown),,unconsolidated,silt,2,fine sand,4,,moderate,non-graded,,slight,1,scattered pumice,,,,,,,,,,,,,,352,U1441,A,7,R,4,A
352-U1441A-7R-4-A,44,90,58.64,59.1,IV,planar,sharp,sub-horizontal,silty,clay,,silty clay,silty clay,clay,,GLEY 1 5/5GY (greenish gray),,unconsolidated,clay,1,silt,2,,moderate,non-graded,,slight,1,,,,,,,,,,,,,,,352,U1441,A,7,R,4,A
352-U1441A-7R-CC-A,0,5,59.1,59.15,IV,,,,silty,clay,,silty clay,silty clay,clay,,GLEY 1 5/5GY (greenish gray),,unconsolidated,clay,1,silt,2,,moderate,non-graded,,slight,1,,,,,,,,,,,,,,,352,U1441,A,7,R,CC,A
352-U1441A-8R-1-A,0,150,63.5,65.0,IV,,,,silty,clay,,silty clay,silty clay,clay,,GLEY 1 5/5GY (greenish gray),,unconsolidated,clay,1,silt,2,,moderate,non-graded,,slight,1,,,,,,,,,,,,,,,352,U1441,A,8,R,1,A
352-U1441A-8R-2-A,0,150,65.0,66.5,IV,,,,silty,clay,,silty clay,silty clay,clay,,GLEY 1 5/5GY (greenish gray),,unconsolidated,clay,1,silt,2,,moderate,non-graded,,slight,1,,,,,,,,,,,,,,,352,U1441,A,8,R,2,A
352-U1441A-8R-3-A,0,48,66.5,66.98,IV,,,,silty,clay,,silty clay,silty clay,clay,,GLEY 1 5/5GY (greenish gray),,unconsolidated,clay,1,silt,2,,moderate,non-graded,,slight,1,,,,,,,,,,,,,,,352,U1441,A,8,R,3,A
352-U1441A-8R-3-A,48,50,66.98,67.0,IV,,,,,ash,,ash,ash,ash,,GLEY 1 4/5GY (dark greenish gray),thin bed,unconsolidated,silt,2,fine sand,4,,well,normally graded,,,,,,,,,,,,,,,,,,352,U1441,A,8,R,3,A
352-U1441A-8R-3-A,50,150,67.0,68.0,IV,,,,silty,clay,,silty clay,silty clay,clay,,GLEY 1 5/5GY (greenish gray),,unconsolidated,clay,1,silt,2,,moderate,non-graded,,slight,1,,,,,,,,,,,,,,,352,U1441,A,8,R,3,A
352-U1441A-8R-4-A,0,150,68.0,69.5,IV,,,,silty,clay,,silty clay,silty clay,clay,,GLEY 1 5/5GY (greenish gray),,unconsolidated,clay,1,silt,2,,moderate,non-graded,,slight,1,,,,,,,,,,,,,,,352,U1441,A,8,R,4,A
352-U1441A-8R-5-A,0,88,69.5,70.38,IV,,,,silty,clay,,silty clay,silty clay,clay,,GLEY 1 5/5GY (greenish gray),,unconsolidated,clay,1,silt,2,,moderate,non-graded,,slight,1,,,,,,,,,,,,,,,352,U1441,A,8,R,5,A
352-U1441A-8R-5-A,88,131,70.38,70.81,V,,,,silty,clay,with sand,silty clay,silty clay with sand,clay with sand,,5Y 4/2 (olive gray),,unconsolidated,clay,1,silt,2,,moderate,non-graded,,slight,1,,,,,,,,,,,,,,,352,U1441,A,8,R,5,A
352-U1441A-8R-CC-A,0,23,70.81,71.04,V,,,,silty,clay,with sand,silty clay,silty clay with sand,clay with sand,,5Y 4/2 (olive gray),,unconsolidated,clay,1,silt,2,,moderate,non-graded,,slight,1,,,,,,,,,,,,,,,352,U1441,A,8,R,CC,A
352-U1441A-9R-1-A,0,87,73.2,74.07,V,,gradational,,muddy,conglomerate,,muddy conglomerate,muddy conglomerate,conglomerate,,10YR 6/3 (pale brown),,unconsolidated,coarse sand,6,pebble,9,,poor,non-graded,,moderate,2,scattered pumice,,,,,,,,,,,,,,352,U1441,A,9,R,1,A
352-U1441A-9R-1-A,87,90,74.07,74.1,V,irregular,gradational,,,ash,,ash,ash,ash,,5Y 3/1 (very dark gray),thin bed,unconsolidated,fine sand,4,medium sand,5,ash layer disseminated strongly by drilling disturbance,well,,,,,,,,,,,,,,,,,,,352,U1441,A,9,R,1,A
