Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],MAJ Lith. Prefix,MAJ Lith. Principal name,MAJ Lith. Suffix,MAJ Lith. prefix+name+suffix [read only],TEPHRA type,Amount of ash in lithology,Amount of ash in lithology rank [read only],Sediment structures,MAJ Lith. color,Bioturbation intensity,Bioturbation intensity rank [read only],Clast abundance,Number of clasts (>2mm),Clast 1 igneous -  grain size,Clast 1 igneous -  roundness,Clast 2 sediment - grain size,Clast 2 sediment - roundness,Clast 3 metamorphic - grain size,Clast 3 metamorphic - roundness,Lith. accessory shell fragment,Lith. accessory cement,Lith. accessory nodule/concretion,Lith. accessory sulfide,Lithological accessories comment,Macrofossil,MAJ Lith. prefix + name,MAJ Lith. name+suffix,MAJ Lith. abundance [%],MAJ Lith. ave. grain size ,MAJ Lith. ave. grain size rank [read only],MAJ Lith. max. grain size,MAJ Lith. max. grain size rank [read only],Diagenetic constituent,Diagenetic constituent composition,Deformational structures,structure,General interval comment,MIN Lith. Prefix,MIN Lith. Principal name,MIN Lith. Suffix,MIN Lith. prefix + name,MIN Lith. prefix+name+suffix,MIN Lith. name+suffix,MIN Lith. color,MIN Lith. abundance [%],MIN Lith. ave. grain size ,MIN Lith. ave. grain size rank,MIN Lith. max. grain size ,MIN Lith. max. grain size rank,Lith. abundance sum [%],Bottom contact or boundary type,Bottom contact geometry,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W
346-U1429C-22H-4-A,0,150,163.34,164.84,,nannofossil ooze [Leg339],with foraminifers [Leg339],nannofossil ooze  with foraminifers ,,,,,10Y 5/2 (grayish green),heavy [DB86],3.0,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1429,C,22,H,4,A
346-U1429C-22H-5-A,0,151,164.84,166.35,,nannofossil ooze [Leg339],with foraminifers [Leg339],nannofossil ooze  with foraminifers ,,,,,5Y 5/2 (olive gray),heavy [DB86],3.0,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1429,C,22,H,5,A
346-U1429C-22H-6-A,0,142,166.35,167.77,,nannofossil ooze [Leg339],with foraminifers [Leg339],nannofossil ooze  with foraminifers ,,,,,5Y 5/2 (olive gray),heavy [DB86],3.0,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1429,C,22,H,6,A
346-U1429C-22H-7-A,0,55,167.77,168.32,,nannofossil ooze [Leg339],with foraminifers [Leg339],nannofossil ooze  with foraminifers ,,,,,5Y 5/2 (olive gray),heavy [DB86],3.0,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1429,C,22,H,7,A
346-U1429C-22H-7-A,55,70,168.32,168.47,volcanic glass rich,sandy silt [Leg339],,volcanic glass rich sandy silt ,,,,,,,,,,,,,,,,,,,,,,volcanic glass rich  sandy silt ,sandy silt ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1429,C,22,H,7,A
346-U1429C-23H-1-A,0,150,168.3,169.8,,nannofossil ooze [Leg339],with foraminifers [Leg339],nannofossil ooze  with foraminifers ,,,,,10Y 5/2 (grayish green),heavy [DB86],3.0,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1429,C,23,H,1,A
346-U1429C-23H-2-A,0,152,169.8,171.32,,nannofossil ooze [Leg339],with foraminifers [Leg339],nannofossil ooze  with foraminifers ,,,,,10Y 5/2 (grayish green),heavy [DB86],3.0,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1429,C,23,H,2,A
346-U1429C-23H-3-A,0,150,171.32,172.82,,nannofossil ooze [Leg339],with foraminifers [Leg339],nannofossil ooze  with foraminifers ,,,,,10Y 5/2 (grayish green),heavy [DB86],3.0,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1429,C,23,H,3,A
346-U1429C-23H-4-A,0,103,172.82,173.85,,nannofossil ooze [Leg339],,nannofossil ooze ,,,,,10Y 5/2 (grayish green),,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1429,C,23,H,4,A
346-U1429C-23H-4-A,103,136,173.85,174.18,,sand [Leg210],,sand ,,,,,N 4 (dark gray),slight [DB86],1.0,,,,,,,,,,,,,,,sand ,sand ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1429,C,23,H,4,A
346-U1429C-23H-4-A,136,150,174.18,174.32,,nannofossil ooze [Leg339],,nannofossil ooze ,,,,,10Y 5/2 (grayish green),,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1429,C,23,H,4,A
346-U1429C-23H-5-A,0,150,174.32,175.82,,nannofossil ooze [Leg339],,nannofossil ooze ,,,,,5Y 5/2 (olive gray),heavy [DB86],3.0,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1429,C,23,H,5,A
346-U1429C-23H-6-A,0,151,175.82,177.33,,nannofossil ooze [Leg339],,nannofossil ooze ,,,,,5Y 5/2 (olive gray),heavy [DB86],3.0,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1429,C,23,H,6,A
346-U1429C-23H-7-A,0,70,177.33,178.03,,nannofossil ooze [Leg339],,nannofossil ooze ,,,,,N 5 (gray),heavy [DB86],3.0,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1429,C,23,H,7,A
346-U1429C-24H-1-A,0,52,177.8,178.32,,nannofossil ooze [Leg339],,nannofossil ooze ,,,,,N 5 (gray),heavy [DB86],3.0,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1429,C,24,H,1,A
346-U1429C-24H-1-A,52,67,178.32,178.47,,sand [Leg210],,sand ,,,,,N 4 (dark gray),slight [DB86],1.0,,,,,,,,,,,,,,,sand ,sand ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1429,C,24,H,1,A
346-U1429C-24H-1-A,67,74,178.47,178.54,,nannofossil ooze [Leg339],,nannofossil ooze ,,,,,N 5 (gray),heavy [DB86],3.0,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1429,C,24,H,1,A
346-U1429C-24H-1-A,74,141,178.54,179.21,,sand [Leg210],,sand ,,,,,N 4 (dark gray),slight [DB86],1.0,,,,,,,,,,,,,,,sand ,sand ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1429,C,24,H,1,A
