Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Sample domain number (if >1 domain),Sample domain name (if >1 domain),Domain relative abundance [%],Lithology Prefix,Lithology Principal Name,Lithology Suffix,Lithology prefix+name [read only],Lithology prefix+name+suffix [read only],Lithology name+suffix [read only],Lithology  abundance [%],Lithology color (simple),Lithology color (Munsell),Lithology lithification,Lithology ave. grain size class,Lithology ave. grain size rank [read only],Lithology max. grain size class,Lithology max. grain size rank [read only],General interval comment,Bottom contact or boundary geometry,Bottom contact or boundary definition,Bottom contact or boundary attitude,Layer or bedding thickness,Sorting,Grading,Sedimentary structure,Bioturbation intensity,Bioturbation intensity rank [read only],Lithological asseccories,Diagenetic structure,Macrofossil,Macrofossil abundance name,Clasts (>2 mm) DOMINANT,Clasts (>2 mm) 2ND ORDER,Clasts (>2 mm) 3ND ORDER,Lithic clasts (>2 mm) DOMINANT,DOMINANT lithic roundness,Lithic clasts (>2 mm) 2ND ORDER,2ND lithic roundness,Lithic clasts (>2 mm) 3RD ORDER,3RD lithic roundness,Vitric clasts (>2 mm) DOMINANT,DOMINANT vitric roundness,Vitric clasts (>2 mm) 2ND ORDER,2ND vitric roundness,Vitric clasts (>2 mm) 3RD ORDER,3RD vitric roundness,Crystals (>2 mm) DOMINANT,DOMINANT crystal roundness,Crystals (>2 mm) 2ND ORDER,2ND crystal roundness,Crystals (>2 mm) 3RD ORDER,3RD crystal roundness,Clast comments,"Matrix, fines (<2 mm) DOMINANT","Matrix, fines (<2 mm) 2ND ORDER","Matrix, fines (<2 mm) 3ND ORDER",Matrix sorting,Matrix comments,File Data,Shore File Links,Extra Sample ID Data
351-U1438E-14R-2-A,351,U1438,E,14,14-2,R,2,A,22,44,965.75,965.97,,,,,,,,,,,,,,,,,,,,,,,,,normally graded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-14R-2-A,351,U1438,E,14,14-2,R,2,A,44,51,965.97,966.04,,,,,,,,,,,,,,,,,,,,,,,,,,,slight,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-14R-2-A,351,U1438,E,14,14-2,R,2,A,44,97,965.97,966.5,,,,,tuffaceous,sandstone [2014],with gravel [2014b],tuffaceous sandstone,tuffaceous sandstone with gravel,sandstone with gravel,,,10G 4/2 (grayish green),,medium sand [W22_2],5,pebble [W22_2],9,pebbles up to 11 mm.,,wavy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-14R-2-A,351,U1438,E,14,14-2,R,2,A,52,59,966.05,966.12,,,,,,,,,,,,,,,,,,,,,,,,,,planar lamination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-14R-2-A,351,U1438,E,14,14-2,R,2,A,59,97,966.12,966.5,,,,,,,,,,,,,,,,,,,,,,,,,normally graded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-14R-2-A,351,U1438,E,14,14-2,R,2,A,97,101,966.5,966.54,,,,,,,,,,,,,,,,,,,,,,,,,,,slight,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-14R-2-A,351,U1438,E,14,14-2,R,2,A,97,140,966.5,966.93,,,,,tuffaceous,sandstone [2014],,tuffaceous sandstone,tuffaceous sandstone,sandstone,,,5G 4/1 (dark greenish gray),,medium sand [W22_2],5,coarse sand [W22_2],6,,planar,sharp,,,moderate [2014],normally graded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-14R-2-A,351,U1438,E,14,14-2,R,2,A,101,106,966.54,966.59,,,,,,,,,,,,,,,,,,,,,,,,,,cross-lamination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-14R-2-A,351,U1438,E,14,14-2,R,2,A,130,140,966.83,966.93,,,,,,,,,,,,,,,,,,,,,,,,,,planar lamination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-14R-2-A,351,U1438,E,14,14-2,R,2,A,140,144,966.93,966.97,,,,,tuffaceous,fine sandstone [2014],,tuffaceous fine sandstone,tuffaceous fine sandstone,fine sandstone,,,5G 4/1 (dark greenish gray),,fine sand [W22_2],4,fine sand [W22_2],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-14R-3-A,351,U1438,E,14,14-3,R,3,A,0,4,966.97,967.01,,,,,tuffaceous,fine sandstone [2014],,tuffaceous fine sandstone,tuffaceous fine sandstone,fine sandstone,,,5G 4/1 (dark greenish gray),,fine sand [W22_2],4,fine sand [W22_2],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-14R-3-A,351,U1438,E,14,14-3,R,3,A,4,16,967.01,967.13,,,,,tuffaceous,siltstone [2014],,tuffaceous siltstone,tuffaceous siltstone,siltstone,,,5G 5/2 (grayish green),,silt [W22_1],2,silt [W22_1],2,,irregular,gradational,,,well [2014],,,slight,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-14R-3-A,351,U1438,E,14,14-3,R,3,A,16,25,967.13,967.22,,,,,,,,,,,,,,,,,,,,,,,,,,cross-lamination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-14R-3-A,351,U1438,E,14,14-3,R,3,A,16,111,967.13,968.08,,,,,tuffaceous,sandstone [2014],,tuffaceous sandstone,tuffaceous sandstone,sandstone,,,5G 4/1 (dark greenish gray),,fine sand [W22_2],4,coarse sand [W22_2],6,,planar,sharp,,,poor [2014],normally graded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-14R-3-A,351,U1438,E,14,14-3,R,3,A,33,93,967.3,967.9,,,,,,,,,,,,,,,,,,,,,,,,,,planar lamination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-14R-3-A,351,U1438,E,14,14-3,R,3,A,111,136,968.08,968.33,,,,,,,,,,,,,,,,,,,,,,,,,normally graded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-14R-3-A,351,U1438,E,14,14-3,R,3,A,111,142,968.08,968.39,,,,,tuffaceous,sandstone [2014],with gravel [2014b],tuffaceous sandstone,tuffaceous sandstone with gravel,sandstone with gravel,,,5G 4/1 (dark greenish gray),,medium sand [W22_2],5,granule [W22_2],8,,planar,sharp,,,poor [2014],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-14R-3-A,351,U1438,E,14,14-3,R,3,A,119,130,968.16,968.27,,,,,,,,,,,,,,,,,,,,,,,,,,cross-lamination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-14R-3-A,351,U1438,E,14,14-3,R,3,A,130,142,968.27,968.39,,,,,,,,,,,,,,,,,,,,,,,,,,planar lamination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-14R-3-A,351,U1438,E,14,14-3,R,3,A,142,146,968.39,968.43,,,,,tuffaceous,fine sandstone [2014],,tuffaceous fine sandstone,tuffaceous fine sandstone,fine sandstone,,,5G 4/1 (dark greenish gray),,fine sand [W22_2],4,fine sand [W22_2],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-14R-4-A,351,U1438,E,14,14-4,R,4,A,0,15,968.43,968.58,,,,,tuffaceous,fine sandstone [2014],,tuffaceous fine sandstone,tuffaceous fine sandstone,fine sandstone,,,5GY 4/1 (dark greenish gray),,fine sand [W22_2],4,fine sand [W22_2],4,,planar,sharp,,,well [2014],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-14R-4-A,351,U1438,E,14,14-4,R,4,A,15,20,968.58,968.63,,,,,,,,,,,,,,,,,,,,,,,,,,planar lamination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-14R-4-A,351,U1438,E,14,14-4,R,4,A,15,25,968.58,968.68,,,,,,,,,,,,,,,,,,,,,,,,,normally graded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-14R-4-A,351,U1438,E,14,14-4,R,4,A,15,42,968.58,968.85,,,,,tuffaceous,sandstone [2014],with gravel [2014b],tuffaceous sandstone,tuffaceous sandstone with gravel,sandstone with gravel,,,5G 4/1 (dark greenish gray),,medium sand [W22_2],5,pebble [W22_2],9,pebbles up to 13 mm.,planar,sharp,,,poor [2014],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-14R-4-A,351,U1438,E,14,14-4,R,4,A,42,51,968.85,968.94,,,,,tuffaceous,siltstone [2014],,tuffaceous siltstone,tuffaceous siltstone,siltstone,,,5G 4/1 (dark greenish gray),,silt [W22_1],2,fine sand [W22_2],4,Intraclast 15 mm,planar,gradational,,,moderate [2014],,cross-lamination,slight,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-14R-4-A,351,U1438,E,14,14-4,R,4,A,51,115,968.94,969.58,,,,,tuffaceous,sandstone [2014],,tuffaceous sandstone,tuffaceous sandstone,sandstone,,,5G 4/1 (dark greenish gray),,medium sand [W22_2],5,medium sand [W22_2],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-14R-4-A,351,U1438,E,14,14-4,R,4,A,80,92,969.23,969.35,,,,,,,,,,,,,,,,,,,,,,,,,,cross-lamination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-14R-4-A,351,U1438,E,14,14-4,R,4,A,92,115,969.35,969.58,,,,,,,,,,,,,,,,,,,,,,,,,,planar lamination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-14R-4-A,351,U1438,E,14,14-4,R,4,A,115,136,969.58,969.79,,,,,tuffaceous,sandstone [2014],,tuffaceous sandstone,tuffaceous sandstone,sandstone,,,5G 4/1 (dark greenish gray),,fine sand [W22_2],4,fine sand [W22_2],4,,,,,,well [2014],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-14R-CC-A,351,U1438,E,14,14-CC,R,CC,A,0,20,969.79,969.99,,,,,tuffaceous,sandstone [2014],,tuffaceous sandstone,tuffaceous sandstone,sandstone,,,5G 4/1 (dark greenish gray),,medium sand [W22_2],5,coarse sand [W22_2],6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-15R-1-A,351,U1438,E,15,15-1,R,1,A,0,11,973.8,973.91,,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,5G 6/1 (greenish gray),,silt [W22_1],2,fine sand [W22_2],4,,irregular,gradational,inclined,,well [2014],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-15R-1-A,351,U1438,E,15,15-1,R,1,A,11,31,973.91,974.11,,,,,tuffaceous,fine sandstone [2014],,tuffaceous fine sandstone,tuffaceous fine sandstone,fine sandstone,,,5g 5/2 (grayish green),,fine sand [W22_2],4,fine sand [W22_2],4,microfolded,irregular,scoured,,,well [2014],,cross-lamination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-15R-1-A,351,U1438,E,15,15-1,R,1,A,31,61,974.11,974.41,,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,5G 6/1 (greenish gray),,silt [W22_1],2,fine sand [W22_2],4,,planar,sharp,,,moderate [2014],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-15R-1-A,351,U1438,E,15,15-1,R,1,A,41,52,974.21,974.32,,,,,,,,,,,,,,,,,,,,,,,,,,convolute bedded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-15R-1-A,351,U1438,E,15,15-1,R,1,A,52,61,974.32,974.41,,,,,,,,,,,,,,,,,,,,,,,,,,planar lamination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-15R-1-A,351,U1438,E,15,15-1,R,1,A,61,65,974.41,974.45,,,,,tuffaceous,sandstone [2014],,tuffaceous sandstone,tuffaceous sandstone,sandstone,,,5G 4/1 (dark greenish gray),,fine sand [W22_2],4,coarse sand [W22_2],6,,planar,sharp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-15R-1-A,351,U1438,E,15,15-1,R,1,A,65,78,974.45,974.58,,,,,,,,,,,,,,,,,,,,,,,,,normally graded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-15R-1-A,351,U1438,E,15,15-1,R,1,A,65,146,974.45,975.26,,,,,tuffaceous,mudstone [2014],with sand [2014],tuffaceous mudstone,tuffaceous mudstone with sand,mudstone with sand,,,5G 6/1 (greenish gray),,silt [W22_1],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-15R-1-A,351,U1438,E,15,15-1,R,1,A,78,101,974.58,974.81,,,,,,,,,,,,,,,,,,,,,,,,,normally graded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-15R-1-A,351,U1438,E,15,15-1,R,1,A,87,90,974.67,974.7,,,,,,,,,,,,,,,,,,,,,,,,,,convolute bedded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-15R-1-A,351,U1438,E,15,15-1,R,1,A,91,100,974.71,974.8,,,,,,,,,,,,,,,,,,,,,,,,,,cross-lamination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-15R-1-A,351,U1438,E,15,15-1,R,1,A,101,141,974.81,975.21,,,,,,,,,,,,,,,,,,,,,,,,,normally graded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-15R-1-A,351,U1438,E,15,15-1,R,1,A,117,121,974.97,975.01,,,,,,,,,,,,,,,,,,,,,,,,,,cross-lamination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-15R-1-A,351,U1438,E,15,15-1,R,1,A,131,135,975.11,975.15,,,,,,,,,,,,,,,,,,,small normal microfaults,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-15R-2-A,351,U1438,E,15,15-2,R,2,A,0,7,975.26,975.33,,,,,,,,,,,,,,,,,,,,,,,,,,convolute bedded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-15R-2-A,351,U1438,E,15,15-2,R,2,A,0,28,975.26,975.54,,,,,tuffaceous,sandstone [2014],,tuffaceous sandstone,tuffaceous sandstone,sandstone,,,10G 4/2 (grayish green),,fine sand [W22_2],4,coarse sand [W22_2],6,,irregular,scoured,,,moderate [2014],normally graded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-15R-2-A,351,U1438,E,15,15-2,R,2,A,7,28,975.33,975.54,,,,,,,,,,,,,,,,,,,,,,,,,,planar lamination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-15R-2-A,351,U1438,E,15,15-2,R,2,A,28,88,975.54,976.14,,,,,tuffaceous,sandstone [2014],with mud [2014],tuffaceous sandstone,tuffaceous sandstone with mud,sandstone with mud,,,5G 4/1 (dark greenish gray),,fine sand [W22_2],4,medium sand [W22_2],5,"alternating sequences, mudstone intercalated",planar,sharp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-15R-2-A,351,U1438,E,15,15-2,R,2,A,33,36,975.59,975.62,,,,,,,,,,,,,,,,,,,,,,,,,,cross-lamination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-15R-2-A,351,U1438,E,15,15-2,R,2,A,43,47,975.69,975.73,,,,,,,,,,,,,,,,,,,,,,,,,,convolute bedded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-15R-2-A,351,U1438,E,15,15-2,R,2,A,47,52,975.73,975.78,,,,,,,,,,,,,,,,,,,,,,,,,normally graded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-15R-2-A,351,U1438,E,15,15-2,R,2,A,79,79,976.05,976.05,,,,,,,,,,,,,,,,,,,,,,,,,,cross-lamination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-15R-2-A,351,U1438,E,15,15-2,R,2,A,88,136,976.14,976.62,,,,,tuffaceous,sandstone [2014],with mud [2014],tuffaceous sandstone,tuffaceous sandstone with mud,sandstone with mud,,,10G 4/2 (grayish green),,medium sand [W22_2],5,coarse sand [W22_2],6,mottled lamination (87-107); intercalated cm-thick red (10R 2/2) mudstone layer.,planar,sharp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-15R-2-A,351,U1438,E,15,15-2,R,2,A,112,120,976.38,976.46,,,,,,,,,,,,,,,,,,,,,,,,,,planar lamination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-15R-2-A,351,U1438,E,15,15-2,R,2,A,120,122,976.46,976.48,,,,,,,,,,,,,,,,,,,injected sandstone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-15R-2-A,351,U1438,E,15,15-2,R,2,A,136,146,976.62,976.72,,,,,tuffaceous,sandstone [2014],,tuffaceous sandstone,tuffaceous sandstone,sandstone,,,5G 4/1 (dark greenish gray),,fine sand [W22_2],4,coarse sand [W22_2],6,cm-thick red mudstone at the bottom,,,,,poor [2014],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-15R-3-A,351,U1438,E,15,15-3,R,3,A,0,7,976.72,976.79,,,,,,,,,,,,,,,,,,,,,,,,,,convolute bedded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-15R-3-A,351,U1438,E,15,15-3,R,3,A,0,150,976.72,978.22,,,,,tuffaceous,sandstone [2014],with mud [2014],tuffaceous sandstone,tuffaceous sandstone with mud,sandstone with mud,,,10G 4/2 (grayish green),,fine sand [W22_2],4,pebble [W22_2],9,mud- and siltstone layers intercalated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-15R-3-A,351,U1438,E,15,15-3,R,3,A,14,20,976.86,976.92,,,,,,,,,,,,,,,,,,,,,,,,,,,moderate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-15R-3-A,351,U1438,E,15,15-3,R,3,A,42,51,977.14,977.23,,,,,,,,,,,,,,,,,,,,,,,,,,convolute bedded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-15R-3-A,351,U1438,E,15,15-3,R,3,A,82,86,977.54,977.58,,,,,,,,,,,,,,,,,,,,,,,,,,,moderate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-15R-3-A,351,U1438,E,15,15-3,R,3,A,86,89,977.58,977.61,,,,,,,,,,,,,,,,,,,,,,,,,,cross-bedded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-15R-3-A,351,U1438,E,15,15-3,R,3,A,148,150,978.2,978.22,,,,,,,,,,,,,,,,,,,,,,,,,,planar lamination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-15R-4-A,351,U1438,E,15,15-4,R,4,A,0,8,978.22,978.3,,,,,,,,,,,,,,,,,,,,,,,,,,planar lamination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-15R-4-A,351,U1438,E,15,15-4,R,4,A,0,17,978.22,978.39,,,,,tuffaceous,siltstone [2014],,tuffaceous siltstone,tuffaceous siltstone,siltstone,,,5G 4/1 (dark greenish gray),,silt [W22_1],2,fine sand [W22_2],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-15R-4-A,351,U1438,E,15,15-4,R,4,A,17,96,978.39,979.18,,,,,tuffaceous,sandstone [2014],with mud [2014],tuffaceous sandstone,tuffaceous sandstone with mud,sandstone with mud,,,10g 4/2 (grayish green),,fine sand [W22_2],4,pebble [W22_2],9,"mudstone layer at 44-49 cm, pebbles up to 4.5 mm",planar,sharp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-15R-4-A,351,U1438,E,15,15-4,R,4,A,53,78,978.75,979,,,,,,,,,,,,,,,,,,,,,,,,,reversely graded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-15R-4-A,351,U1438,E,15,15-4,R,4,A,78,96,979,979.18,,,,,,,,,,,,,,,,,,,,,,,,,normally graded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-15R-4-A,351,U1438,E,15,15-4,R,4,A,96,101,979.18,979.23,,,,,,,,,,,,,,,,,,,,,,,,,,,moderate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-15R-4-A,351,U1438,E,15,15-4,R,4,A,96,123,979.18,979.45,,,,,tuffaceous,fine sandstone [2014],,tuffaceous fine sandstone,tuffaceous fine sandstone,fine sandstone,,,5G 5/2 (grayish green),,fine sand [W22_2],4,coarse sand [W22_2],6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-15R-4-A,351,U1438,E,15,15-4,R,4,A,103,107,979.25,979.29,,,,,,,,,,,,,,,,,,,,,,,,,,cross-bedded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-15R-4-A,351,U1438,E,15,15-4,R,4,A,107,109,979.29,979.31,,,,,,,,,,,,,,,,,,,,,,,,,,,moderate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-15R-5-A,351,U1438,E,15,15-5,R,5,A,0,89,979.45,980.34,,,,,tuffaceous,medium to coarse sandstone [2014],,tuffaceous medium to coarse sandstone,tuffaceous medium to coarse sandstone,medium to coarse sandstone,,,10G 4/2 (grayish green),,medium sand [W22_2],5,coarse sand [W22_2],6,mottled lamination 59-89 cm,irregular,sharp,,,moderate [2014],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-15R-5-A,351,U1438,E,15,15-5,R,5,A,89,115,980.34,980.6,,,,,,,,,,,,,,,,,,,,,,,,,,,slight,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-15R-5-A,351,U1438,E,15,15-5,R,5,A,89,119,980.34,980.64,,,,,tuffaceous,mudstone [2014],with sand [2014],tuffaceous mudstone,tuffaceous mudstone with sand,mudstone with sand,,,5G 5/2 (grayish green),,silt [W22_1],2,coarse sand [W22_2],6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-15R-5-A,351,U1438,E,15,15-5,R,5,A,92,94,980.37,980.39,,,,,,,,,,,,,,,,,,,,,,,,,,cross-bedded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-15R-5-A,351,U1438,E,15,15-5,R,5,A,104,112,980.49,980.57,,,,,,,,,,,,,,,,,,,,,,,,,,planar lamination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-15R-6-A,351,U1438,E,15,15-6,R,6,A,0,41,980.64,981.05,,,,,,,,,,,,,,,,,,,mottled lamiantion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-15R-6-A,351,U1438,E,15,15-6,R,6,A,0,111,980.64,981.75,,,,,tuffaceous,medium to coarse sandstone [2014],with gravel [2014b],tuffaceous medium to coarse sandstone,tuffaceous medium to coarse sandstone with gravel,medium to coarse sandstone with gravel,,,10G 4/2 (grayish green),,medium sand [W22_2],5,pebble [W22_2],9,pebbles up to 6 mm; mudstone layer at 105-107 cm,,,,,moderate [2014],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-15R-6-A,351,U1438,E,15,15-6,R,6,A,71,111,981.35,981.75,,,,,,,,,,,,,,,,,,,mottled lamiantion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-15R-7-A,351,U1438,E,15,15-7,R,7,A,0,84,981.75,982.59,,,,,tuffaceous,medium to coarse sandstone [2014],with gravel [2014b],tuffaceous medium to coarse sandstone,tuffaceous medium to coarse sandstone with gravel,medium to coarse sandstone with gravel,,,10G 4/2 (grayish green),,medium sand [W22_2],5,pebble [W22_2],9,pebbles up to 5 mm,,,,,moderate [2014],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-15R-7-A,351,U1438,E,15,15-7,R,7,A,34,57,982.09,982.32,,,,,,,,,,,,,,,,,,,mottled lamiantion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-15R-CC-A,351,U1438,E,15,15-CC,R,CC,A,0,19,982.59,982.78,,,,,tuffaceous,medium to coarse sandstone [2014],,tuffaceous medium to coarse sandstone,tuffaceous medium to coarse sandstone,medium to coarse sandstone,,,5G 4/1 (dark greenish gray),,medium sand [W22_2],5,coarse sand [W22_2],6,,,,,,moderate [2014],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-16R-1-A,351,U1438,E,16,16-1,R,1,A,0,16,983.5,983.66,,,,,tuffaceous,medium to coarse sandstone [2014],with gravel [2014b],tuffaceous medium to coarse sandstone,tuffaceous medium to coarse sandstone with gravel,medium to coarse sandstone with gravel,,,5G 4/1 (dark greenish gray),,medium sand [W22_2],5,coarse sand [W22_2],6,,planar,gradational,,,moderate [2014],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-16R-1-A,351,U1438,E,16,16-1,R,1,A,12,22,983.62,983.72,,,,,,,,,,,,,,,,,,,,,,,,,,,moderate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-16R-1-A,351,U1438,E,16,16-1,R,1,A,16,51,983.66,984.01,,,,,tuffaceous,breccia-conglomerate [2014b],,tuffaceous breccia-conglomerate,tuffaceous breccia-conglomerate,breccia-conglomerate,,,5G 5/2 (grayish green),,very coarse sand [W22_2],7,pebble [W22_2],9,,planar,gradational,,,poor [2014],reversely graded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-16R-1-A,351,U1438,E,16,16-1,R,1,A,51,150,984.01,985,,,,,tuffaceous,medium to coarse sandstone [2014],,tuffaceous medium to coarse sandstone,tuffaceous medium to coarse sandstone,medium to coarse sandstone,,,10G 4/2 (grayish green),,medium sand [W22_2],5,very coarse sand [W22_2],7,,,,,,well [2014],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
