Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Drilling disturbance intensity,Drilling disturbance intensity rank,Lithology Principal Name,MAJ Lith. abundance [%],MAJ Lith. max. grain size,MAJ Lith. max. grain size rank,Minor Lithology Name,MIN Lith. abundance [%],MIN Lith. max. grain size ,MIN Lith. max. grain size rank,Lith. abundance sum [%],Lith. comment,Clast percentage [%],Clast 1 igneous - pumiceous [%],Clast 1 igneous - pumiceous grain size,Clast 2 igneous - scoriaceous [%],Clast 2 igneous - scoriaceous grain size,Clast 3 igneous - massive [%],Clast 3 igneous - massive grain size,Clast 4 igneous - vesicular [%],Clast 4 igneous - vesicular grain size,Clast 5 volcaniclastic [%],Clast 5 volcaniclastic grain size,Clast 6 sediment [%],Clast 6 sediment grain size,Clast 7 -other lithology [%],Clast 7 -other lithology grain size,Clast lith. abund. sum [%],Clast lithology comment,Clast roundness,Matrix 1 igneous - pumiceous [%],Matrix 2 igneous - scoriaceous [%],Matrix 3 igneous - massive [%],Matrix 4 igneous - vesicular [%],Matrix 5 volcaniclastic [%],Matrix 6 sediment [%],Matrix 7 -other lithology [%],Matrix biogenic carbonate [%],Matrix detritical carbonate [%],Matrix carbonate [%],Matrix abund. sum [%],Matrix sorting,Matrix alteration intensity,Matrix alteration rank,Matrix comment,Deformational structures,Deformational structure strike [deg],Deformational structure dip [deg],Deformational structure comment,Groundmass modal percentage [%],Groundmass modal grain size [mm],Groundmass comments,File Data,Minor Lithology Prefix,Minor Lithology Suffix,Lithology Suffix,Lithology Prefix,Extra Sample ID Data
340-U1397B-1H-2-A,340,U1395,B,1,1-2,H,2,A,61.0,76.5,2.11,2.265,slight [drilling disturbance],2,carbonate ooze [Leg178],95,silt-fine mud [T07],2,volcaniclastic-sand [BGS-S81],5,fine sand [T07],4,100,Hemipelagic sediment intercalating sand-rich portions (cripto tephra layers).,0,0,,,,0,,0,,0,,0,,0,,0,,,0,0,0,0,10,0,0,0.0,0.0,90,100,poor [BP01],moderate [alteration],4,,,,,,,,,,,,,,
340-U1397B-1H-2-A,340,U1395,B,1,1-2,H,2,A,61.0,76.5,2.11,2.265,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340-U1397B-1H-2-A,340,U1395,B,1,1-2,H,2,A,76.5,111.0,2.265,2.61,slight [drilling disturbance],2,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,Hemipelagic sediment intercalating sand-rich portions (cripto tephra layers).,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,1.0,0.0,99,100,poor [BP01],moderate [alteration],4,,,,,,,,,,,,,,
340-U1397B-1H-2-A,340,U1395,B,1,1-2,H,2,A,111.0,150.0,2.61,3.0,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],95,very coarse sand [T07],8,calcareous sand [Leg210],5,fine sand [T07],4,100,Turbidite,1,100,pebble [W22_2],0,,0,,0,,0,,0,,0,,100,,rounded,5,0,2,0,87,0,0,3.0,3.0,0,100,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1397B-1H-3-A,340,U1395,B,1,1-3,H,3,A,0.0,50.0,3.0,3.5,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],100,coarse sand [T07],7,,,,,100,,15,0,,0,,100,granule [T07],0,,0,,0,,0,,100,,angular,0,0,10,5,83,0,0,1.0,1.0,0,100,moderately well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1397B-1H-3-A,340,U1395,B,1,1-3,H,3,A,50.0,88.0,3.5,3.88,minimal [drilling disturbance],1,volcaniclastic-mud [BGS-S81],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,10,5,70,0,15,0.0,0.0,0,100,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1397B-1H-3-A,340,U1395,B,1,1-3,H,3,A,88.0,91.0,3.88,3.91,minimal [drilling disturbance],1,calcareous sand [Leg210],55,medium sand [T07],6,volcaniclastic-sand [BGS-S81],45,medium sand [T07],6,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,10,5,83,0,0,1.0,1.0,0,100,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1397B-1H-3-A,340,U1395,B,1,1-3,H,3,A,91.0,108.5,3.91,4.085,minimal [drilling disturbance],1,volcaniclastic-mud [BGS-S81],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,10,5,70,0,15,0.0,0.0,0,100,moderately well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1397B-1H-3-A,340,U1395,B,1,1-3,H,3,A,108.5,138.0,4.085,4.38,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,0.0,0.0,100,100,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1397B-1H-3-A,340,U1395,B,1,1-3,H,3,A,138.0,150.0,4.38,4.5,minimal [drilling disturbance],1,,,,,,,,,,WR,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,0.0,0.0,0,0,,,,,,,,,,,,,,,,,
340-U1397B-1H-4-A,340,U1395,B,1,1-4,H,4,A,0.0,49.0,4.5,4.99,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,0.0,0.0,100,100,moderately well [BP01],rare [alteration],2,,,,,,,,,,,,,,
340-U1397B-1H-4-A,340,U1395,B,1,1-4,H,4,A,49.0,54.0,4.99,5.04,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],92,medium sand [T07],6,calcareous sand [Leg210],8,medium sand [T07],6,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,12,0,80,0,0,3.0,5.0,0,100,moderately well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1397B-1H-4-A,340,U1395,B,1,1-4,H,4,A,54.0,77.0,5.04,5.27,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,0.0,0.0,100,100,moderately well [BP01],rare [alteration],2,,,,,,,,,,,,,,
340-U1397B-1H-4-A,340,U1395,B,1,1-4,H,4,A,77.0,83.0,5.27,5.33,slight [drilling disturbance],2,volcaniclastic-gravel [BGS-S81],100,granule [T07],9,,,,,100,,70,100,pebble [W22_2],0,,0,,0,,0,,0,,0,,100,,angular,95,0,0,0,5,0,0,0.0,0.0,0,100,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1397B-1H-4-A,340,U1395,B,1,1-4,H,4,A,83.0,91.0,5.33,5.41,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,0.0,0.0,100,100,moderately well [BP01],rare [alteration],2,,,,,,,,,,,,,,
340-U1397B-1H-4-A,340,U1395,B,1,1-4,H,4,A,91.0,97.0,5.41,5.47,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],75,medium sand [T07],6,calcareous sand [Leg210],25,medium sand [T07],6,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,15,0,60,0,0,8.0,12.0,5,100,moderately well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1397B-1H-4-A,340,U1395,B,1,1-4,H,4,A,97.0,112.0,5.47,5.62,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,0.0,0.0,100,100,moderately well [BP01],rare [alteration],2,,,,,,,,,,,,,,
340-U1397B-1H-4-A,340,U1395,B,1,1-4,H,4,A,112.0,125.0,5.62,5.75,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],90,medium sand [T07],6,calcareous sand [Leg210],10,medium sand [T07],6,100,,5,0,,0,,0,,0,,0,,0,,100,coarse sand [T07],100,,rounded,0,0,5,0,85,0,0,5.0,5.0,0,100,moderately well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1397B-1H-5-A,340,U1395,B,1,1-5,H,5,A,0.0,4.0,5.75,5.79,moderate [drilling disturbance],4,volcaniclastic-sand [BGS-S81],92,fine sand [T07],4,calcareous sand [Leg210],8,fine sand [T07],4,100,,,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,12,0,80,0,0,3.0,5.0,0,100,moderately well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1397B-1H-5-A,340,U1395,B,1,1-5,H,5,A,4.0,65.0,5.79,6.4,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,2,0,,0,,0,,0,,0,,0,,100,coarse sand [T07],100,,rounded,0,0,0,0,1,0,0,2.0,2.0,95,100,well [BP01],rare [alteration],2,,,,,,,,,,,,,,
340-U1397B-1H-5-A,340,U1395,B,1,1-5,H,5,A,65.0,67.0,6.4,6.42,moderate [drilling disturbance],4,volcaniclastic-sand [BGS-S81],92,fine sand [T07],4,calcareous sand [Leg210],8,fine sand [T07],4,100,,,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,12,0,80,0,0,3.0,5.0,0,100,moderately well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1397B-1H-CC-A,340,U1395,B,1,1-CC,H,CC,A,0.0,12.0,6.42,6.54,slight [drilling disturbance],2,carbonate ooze [Leg178],97,silt-fine mud [T07],2,volcaniclastic-sand [BGS-S81],3,fine sand [T07],4,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,1,0,2,0,0,3.0,4.0,90,100,well [BP01],rare [alteration],2,,,,,,,,,,,,,,
340-U1397B-1H-CC-A,340,U1395,B,1,1-CC,H,CC,A,12.0,18.0,6.54,6.6,,,,,,,,,,,,PAL,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,0.0,0.0,0,0,,,,,,,,,,,,,,,,,
340-U1397B-2H-1-A,340,U1395,B,2,2-1,H,1,A,0.0,32.0,6.6,6.92,slight [drilling disturbance],2,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,Hemipelagic sediment.,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,1.0,0.0,99,100,poor [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1397B-2H-1-A,340,U1395,B,2,2-1,H,1,A,32.0,36.0,6.92,6.96,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,10,0,85,0,0,0.0,5.0,0,100,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1397B-2H-1-A,340,U1395,B,2,2-1,H,1,A,36.0,50.0,6.96,7.1,slight [drilling disturbance],2,volcaniclastic-mud [BGS-S81],100,very fine mud [T07],1,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,100,0.0,0.0,0,100,poor [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1397B-2H-1-A,340,U1395,B,2,2-1,H,1,A,50.0,64.5,7.1,7.245,slight [drilling disturbance],2,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,1.0,0.0,99,100,poor [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1397B-2H-1-A,340,U1395,B,2,2-1,H,1,A,64.5,65.5,7.245,7.255,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,coarse sand [T07],7,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,40,0,10,0,40,0,0,0.0,0.0,10,100,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1397B-2H-1-A,340,U1395,B,2,2-1,H,1,A,65.5,92.0,7.255,7.52,slight [drilling disturbance],2,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,Hemipelagic sediment.,0,0,,,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,1.0,0.0,99,100,poor [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1397B-2H-1-A,340,U1395,B,2,2-1,H,1,A,65.5,92.0,7.255,7.52,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340-U1397B-2H-1-A,340,U1395,B,2,2-1,H,1,A,92.0,94.0,7.52,7.54,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,fine sand [T07],4,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,10,0,90,0,0,0.0,0.0,0,100,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1397B-2H-1-A,340,U1395,B,2,2-1,H,1,A,94.0,102.0,7.54,7.62,slight [drilling disturbance],2,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,Hemipelagic sediment.,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,1.0,0.0,99,100,poor [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1397B-2H-1-A,340,U1395,B,2,2-1,H,1,A,102.0,104.0,7.62,7.64,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,10,0,90,0,0,0.0,0.0,0,100,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1397B-2H-1-A,340,U1395,B,2,2-1,H,1,A,104.0,109.0,7.64,7.69,slight [drilling disturbance],2,volcaniclastic-mud [BGS-S81],60,silt-fine mud [T07],2,volcaniclastic-sand [BGS-S81],40,fine sand [T07],4,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,1,0,9,0,90,0.0,0.0,0,100,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1397B-2H-1-A,340,U1395,B,2,2-1,H,1,A,109.0,110.0,7.69,7.7,high [drilling disturbance],6,volcaniclastic-sand [BGS-S81],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,10,0,90,0,0,0.0,0.0,0,100,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
