Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Drilling disturbance intensity,Drilling disturbance intensity rank,Lithology Principal Name,MAJ Lith. abundance [%],MAJ Lith. max. grain size,MAJ Lith. max. grain size rank,Minor Lithology Name,MIN Lith. abundance [%],MIN Lith. max. grain size ,MIN Lith. max. grain size rank,Lith. abundance sum [%],Lith. comment,Clast percentage [%],Clast 1 igneous - pumiceous [%],Clast 1 igneous - pumiceous grain size,Clast 2 igneous - scoriaceous [%],Clast 2 igneous - scoriaceous grain size,Clast 3 igneous - massive [%],Clast 3 igneous - massive grain size,Clast 4 igneous - vesicular [%],Clast 4 igneous - vesicular grain size,Clast 5 volcaniclastic [%],Clast 5 volcaniclastic grain size,Clast 6 sediment [%],Clast 6 sediment grain size,Clast 7 -other lithology [%],Clast 7 -other lithology grain size,Clast lith. abund. sum [%],Clast lithology comment,Clast roundness,Matrix 1 igneous - pumiceous [%],Matrix 2 igneous - scoriaceous [%],Matrix 3 igneous - massive [%],Matrix 4 igneous - vesicular [%],Matrix 5 volcaniclastic [%],Matrix 6 sediment [%],Matrix 7 -other lithology [%],Matrix biogenic carbonate [%],Matrix detritical carbonate [%],Matrix carbonate [%],Matrix abund. sum [%],Matrix sorting,Matrix alteration intensity,Matrix alteration rank,Matrix comment,Deformational structures,Deformational structure strike [deg],Deformational structure dip [deg],Deformational structure comment,Groundmass modal percentage [%],Groundmass modal grain size [mm],Groundmass comments,File Data,Minor Lithology Prefix,Minor Lithology Suffix,Lithology Suffix,Lithology Prefix,Extra Sample ID Data
340-U1397B-2H-1-A,340,U1395,B,2,2-1,H,1,A,110.0,112.0,7.7,7.72,high [drilling disturbance],6,volcaniclastic-sand [BGS-S81],100,fine sand [T07],4,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,10,0,90,0,0,0.0,0.0,0,100,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1397B-2H-1-A,340,U1395,B,2,2-1,H,1,A,112.0,114.5,7.72,7.745,high [drilling disturbance],6,volcaniclastic-mud [BGS-S81],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,10,0,90,0,0,0.0,0.0,0,100,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1397B-2H-1-A,340,U1395,B,2,2-1,H,1,A,114.5,120.5,7.745,7.805,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,coarse sand [T07],7,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,10,0,90,0,0,0.0,0.0,0,100,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1397B-2H-1-A,340,U1395,B,2,2-1,H,1,A,120.5,124.0,7.805,7.84,slight [drilling disturbance],2,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,Hemipelagic sediment.,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,1.0,0.0,99,100,poor [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1397B-2H-1-A,340,U1395,B,2,2-1,H,1,A,124.0,133.0,7.84,7.93,slight [drilling disturbance],2,volcaniclastic-mud [BGS-S81],100,fine sand [T07],4,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,100,0.0,0.0,0,100,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1397B-2H-1-A,340,U1395,B,2,2-1,H,1,A,133.0,134.0,7.93,7.94,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,10,0,90,0,0,0.0,0.0,0,100,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1397B-2H-1-A,340,U1395,B,2,2-1,H,1,A,134.0,150.0,7.94,8.1,severe [drilling disturbance],7,carbonate ooze [Leg178],100,fine sand [T07],4,,,,,100,Hemipelagic sediment,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,1.0,0.0,99,100,poor [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1397B-2H-2-A,340,U1395,B,2,2-2,H,2,A,0.0,8.0,8.1,8.18,high [drilling disturbance],6,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,1.0,0.0,99,100,poor [BP01],moderate [alteration],4,,,,,,,,,,,,,,
340-U1397B-2H-2-A,340,U1395,B,2,2-2,H,2,A,8.0,10.0,8.18,8.2,high [drilling disturbance],6,volcaniclastic-sand [BGS-S81],100,fine sand [T07],4,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,15,15,45,0,0,8.0,12.0,5,100,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1397B-2H-2-A,340,U1395,B,2,2-2,H,2,A,10.0,12.0,8.2,8.22,high [drilling disturbance],6,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,1.0,0.0,99,100,poor [BP01],moderate [alteration],4,,,,,,,,,,,,,,
340-U1397B-2H-2-A,340,U1395,B,2,2-2,H,2,A,12.0,13.0,8.22,8.23,high [drilling disturbance],6,volcaniclastic-sand [BGS-S81],100,fine sand [T07],4,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,15,15,45,0,0,8.0,12.0,5,100,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1397B-2H-2-A,340,U1395,B,2,2-2,H,2,A,13.0,23.0,8.23,8.33,high [drilling disturbance],6,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,1.0,0.0,99,100,poor [BP01],moderate [alteration],4,,,,,,,,,,,,,,
340-U1397B-2H-2-A,340,U1395,B,2,2-2,H,2,A,23.0,24.0,8.33,8.34,high [drilling disturbance],6,volcaniclastic-sand [BGS-S81],100,fine sand [T07],4,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,15,15,45,0,0,8.0,12.0,5,100,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1397B-2H-2-A,340,U1395,B,2,2-2,H,2,A,24.0,43.0,8.34,8.53,high [drilling disturbance],6,volcaniclastic-sand [BGS-S81],60,coarse sand [T07],7,volcaniclastic-mud [BGS-S81],40,silt-fine mud [T07],2,100,Multiple tephra (at least four layers) with normal grading for each,0,0,,0,,0,,0,,0,,0,,0,,0,,,5,0,5,20,60,0,0,3.0,2.0,5,100,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1397B-2H-2-A,340,U1395,B,2,2-2,H,2,A,43.0,50.0,8.53,8.6,high [drilling disturbance],6,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,1.0,0.0,99,100,poor [BP01],moderate [alteration],4,,,,,,,,,,,,,,
340-U1397B-2H-2-A,340,U1395,B,2,2-2,H,2,A,50.0,55.0,8.6,8.65,high [drilling disturbance],6,volcaniclastic-sand [BGS-S81],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,5,0,5,20,60,0,0,3.0,2.0,5,100,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1397B-2H-2-A,340,U1395,B,2,2-2,H,2,A,55.0,87.0,8.65,8.97,high [drilling disturbance],6,volcaniclastic-mud [BGS-S81],60,silt-fine mud [T07],2,volcaniclastic-sand [BGS-S81],40,fine sand [T07],4,100,Multiple tephra (at least 8 set) with normal grading for each,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,15,15,60,0,0,3.0,5.0,2,100,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1397B-2H-2-A,340,U1395,B,2,2-2,H,2,A,87.0,91.0,8.97,9.01,high [drilling disturbance],6,volcaniclastic-mud [BGS-S81],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,1.0,0.0,99,100,poor [BP01],moderate [alteration],4,,,,,,,,,,,,,,
340-U1397B-2H-2-A,340,U1395,B,2,2-2,H,2,A,91.0,97.0,9.01,9.07,high [drilling disturbance],6,volcaniclastic-sand [BGS-S81],100,coarse sand [T07],7,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,7,10,65,0,0,10.0,5.0,3,100,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1397B-2H-2-A,340,U1395,B,2,2-2,H,2,A,97.0,150.0,9.07,9.6,slight [drilling disturbance],2,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,1.0,0.0,99,100,poor [BP01],moderate [alteration],4,,,,,,,,,,,,,,
340-U1397B-2H-3-A,340,U1395,B,2,2-3,H,3,A,0.0,12.0,9.6,9.72,high [drilling disturbance],6,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,Hemipelagic sediment,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,1.0,0.0,99,100,poor [BP01],rare [alteration],2,,,,,,,,,,,,,,
340-U1397B-2H-3-A,340,U1395,B,2,2-3,H,3,A,12.0,16.5,9.72,9.765,high [drilling disturbance],6,volcaniclastic-mud [BGS-S81],100,silt-fine mud [T07],2,,,,,100,Volcaniclastic mud,0,0,,0,,0,,0,,0,,0,,0,,0,,,85,0,0,12,3,0,0,0.0,0.0,0,100,poor [BP01],rare [alteration],2,,,,,,,,,,,,,,
340-U1397B-2H-3-A,340,U1395,B,2,2-3,H,3,A,16.5,41.0,9.765,10.01,high [drilling disturbance],6,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,Hemipelagic sediment,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,1.0,0.0,99,100,poor [BP01],rare [alteration],2,,,,,,,,,,,,,,
340-U1397B-2H-3-A,340,U1395,B,2,2-3,H,3,A,41.0,122.0,10.01,10.82,high [drilling disturbance],6,volcaniclastic-sand [BGS-S81],100,coarse sand [T07],7,,,,,100, the upper part of turbidite with normal grading and black and white color bonding. Black-colored part is concentration zone of mafic crystals.,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,5,5,88,0,0,2.0,0.0,0,100,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1397B-2H-3-A,340,U1395,B,2,2-3,H,3,A,122.0,132.0,10.82,10.92,,,,,,,,,,,,WR sample,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,0.0,0.0,0,0,,,,,,,,,,,,,,,,,
340-U1397B-2H-4-A,340,U1395,B,2,2-4,H,4,A,0.0,48.0,10.92,11.4,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],100,coarse sand [T07],7,,,,,100,Banded,0,0,,0,,0,,0,,0,,0,,0,,0,,,40,0,3,0,57,0,0,0.0,0.0,0,100,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1397B-2H-4-A,340,U1395,B,2,2-4,H,4,A,48.0,61.0,11.4,11.53,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,100,0,0.0,0.0,0,100,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1397B-2H-4-A,340,U1395,B,2,2-4,H,4,A,61.0,64.0,11.53,11.56,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],100,fine sand [T07],4,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,100,0,0,0.0,0.0,0,100,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1397B-2H-4-A,340,U1395,B,2,2-4,H,4,A,64.0,77.0,11.56,11.69,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,100,0,0.0,0.0,0,100,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1397B-2H-4-A,340,U1395,B,2,2-4,H,4,A,77.0,79.0,11.69,11.71,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],100,fine sand [T07],4,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,100,0,0,0.0,0.0,0,100,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1397B-2H-4-A,340,U1395,B,2,2-4,H,4,A,79.0,141.0,11.71,12.33,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,100,0,0.0,0.0,0,100,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1397B-2H-4-A,340,U1395,B,2,2-4,H,4,A,141.0,150.0,12.33,12.42,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,100,0,0,0.0,0.0,0,100,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1397B-2H-5-A,340,U1395,B,2,2-5,H,5,A,0.0,30.0,12.42,12.72,,,,,,,,,,,,WR,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,0.0,0.0,0,0,,,,,,,,,,,,,,,,,
340-U1397B-2H-5-A,340,U1395,B,2,2-5,H,5,A,30.0,41.0,12.72,12.83,minimal [drilling disturbance],1,volcaniclastic-mud [BGS-S81],70,fine mud [T07],3,volcaniclastic-sand [BGS-S81],30,fine sand [T07],4,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,45,0,45,0,0,0.0,10.0,0,100,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1397B-2H-5-A,340,U1395,B,2,2-5,H,5,A,41.0,60.0,12.83,13.02,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,0.0,0.0,100,100,moderately well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1397B-2H-5-A,340,U1395,B,2,2-5,H,5,A,60.0,82.0,13.02,13.24,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],70,medium sand [T07],6,volcaniclastic-gravel [BGS-S81],30,granule [T07],9,100,,30,60,granule [T07],0,,0,,0,,40,coarse sand [T07],0,,0,,100,,rounded,0,0,0,0,99,0,0,0.0,1.0,0,100,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1397B-2H-5-A,340,U1395,B,2,2-5,H,5,A,82.0,124.0,13.24,13.66,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,0.0,0.0,100,100,moderately well [BP01],rare [alteration],2,,,,,,,,,,,,,,
340-U1397B-2H-5-A,340,U1395,B,2,2-5,H,5,A,124.0,126.0,13.66,13.68,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,10,0,3,0,87,0,0,0.0,0.0,0,100,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1397B-2H-5-A,340,U1395,B,2,2-5,H,5,A,126.0,150.0,13.68,13.92,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,0.0,0.0,100,100,moderately well [BP01],rare [alteration],2,,,,,,,,,,,,,,
340-U1397B-2H-6-A,340,U1395,B,2,2-6,H,6,A,0.0,9.0,13.92,14.01,slight [drilling disturbance],2,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,0.0,0.0,100,100,moderately well [BP01],rare [alteration],2,,,,,,,,,,,,,,
340-U1397B-2H-6-A,340,U1395,B,2,2-6,H,6,A,9.0,13.0,14.01,14.05,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,5,5,75,0,0,5.0,5.0,5,100,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1397B-2H-6-A,340,U1395,B,2,2-6,H,6,A,13.0,36.0,14.05,14.28,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,0.0,0.0,100,100,moderately well [BP01],rare [alteration],2,,,,,,,,,,,,,,
340-U1397B-2H-6-A,340,U1395,B,2,2-6,H,6,A,36.0,38.0,14.28,14.3,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,5,5,75,0,0,5.0,5.0,5,100,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1397B-2H-6-A,340,U1395,B,2,2-6,H,6,A,38.0,49.0,14.3,14.41,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,0.0,0.0,100,100,moderately well [BP01],rare [alteration],2,,,,,,,,,,,,,,
340-U1397B-2H-6-A,340,U1395,B,2,2-6,H,6,A,49.0,61.0,14.41,14.53,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],85,medium sand [T07],6,volcaniclastic-sand [BGS-S81],15,fine sand [T07],4,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,5,0,35,0,35,5.0,10.0,10,100,poor [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1397B-2H-6-A,340,U1395,B,2,2-6,H,6,A,61.0,79.0,14.53,14.71,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,0.0,0.0,100,100,moderately well [BP01],rare [alteration],2,,,,,,,,,,,,,,
340-U1397B-2H-6-A,340,U1395,B,2,2-6,H,6,A,79.0,82.0,14.71,14.74,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],100,fine sand [T07],4,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,5,5,75,0,0,5.0,5.0,5,100,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1397B-2H-6-A,340,U1395,B,2,2-6,H,6,A,82.0,91.0,14.74,14.83,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,5,0,35,0,35,5.0,10.0,10,100,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1397B-2H-6-A,340,U1395,B,2,2-6,H,6,A,91.0,99.0,14.83,14.91,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,0.0,0.0,100,100,moderately well [BP01],rare [alteration],2,,,,,,,,,,,,,,
340-U1397B-2H-6-A,340,U1395,B,2,2-6,H,6,A,99.0,108.0,14.91,15.0,minimal [drilling disturbance],1,calcareous sand [Leg210],100,coarse sand [T07],7,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,5,5,65,0,0,5.0,15.0,5,100,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1397B-2H-6-A,340,U1395,B,2,2-6,H,6,A,108.0,109.0,15.0,15.01,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,0.0,0.0,100,100,moderately well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1397B-2H-6-A,340,U1395,B,2,2-6,H,6,A,109.0,150.0,15.01,15.42,minimal [drilling disturbance],1,,,,,,,,,,WR,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,0.0,0.0,0,0,,,,,,,,,,,,,,,,,
340-U1397B-2H-7-A,340,U1395,B,2,2-7,H,7,A,0.0,50.0,15.42,15.92,slight [drilling disturbance],2,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,0.0,0.0,100,100,moderately well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1397B-2H-7-A,340,U1395,B,2,2-7,H,7,A,50.0,53.0,15.92,15.95,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],100,fine sand [T07],4,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,5,5,75,0,0,5.0,5.0,5,100,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1397B-2H-7-A,340,U1395,B,2,2-7,H,7,A,53.0,74.0,15.95,16.16,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,0.0,0.0,100,100,moderately well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1397B-2H-7-A,340,U1395,B,2,2-7,H,7,A,74.0,75.0,16.16,16.17,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],100,coarse sand [T07],7,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,10,5,83,0,0,1.0,1.0,0,100,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1397B-2H-CC-A,340,U1395,B,2,2-CC,H,CC,A,0.0,4.0,16.17,16.21,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],90,coarse sand [T07],7,calcareous sand [Leg210],10,coarse sand [T07],7,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,10,5,83,0,0,0.0,1.0,1,100,moderately well [BP01],,,,,,,,,,,,,,,,
340-U1397B-2H-CC-A,340,U1395,B,2,2-CC,H,CC,A,4.0,10.0,16.21,16.27,slight [drilling disturbance],2,volcaniclastic-mud [BGS-S81],90,silt-fine mud [T07],2,volcaniclastic-sand [BGS-S81],10,medium sand [T07],6,100,Mixed with layer above.,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,5,0,35,0,35,5.0,10.0,10,100,well [BP01],,,,,,,,,,,,,,,,
340-U1397B-2H-CC-A,340,U1395,B,2,2-CC,H,CC,A,10.0,15.0,16.27,16.32,,,,,,,,,,,,PAL,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,0.0,0.0,0,0,,,,,,,,,,,,,,,,,
340-U1397B-3H-1-A,340,U1395,B,3,3-1,H,1,A,0.0,28.0,16.1,16.38,slight [drilling disturbance],2,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,1.0,0.0,99,100,poor [BP01],moderate [alteration],4,,,,,,,,,,,,,,
340-U1397B-3H-1-A,340,U1395,B,3,3-1,H,1,A,28.0,31.0,16.38,16.41,slight [drilling disturbance],2,volcaniclastic-mud [BGS-S81],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,100,0.0,0.0,0,100,poor [BP01],moderate [alteration],4,,,,,,,,,,,,,,
340-U1397B-3H-1-A,340,U1395,B,3,3-1,H,1,A,31.0,35.5,16.41,16.455,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,50,0,0,0,50,0,0,0.0,0.0,0,100,poor [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1397B-3H-1-A,340,U1395,B,3,3-1,H,1,A,35.5,48.0,16.455,16.58,slight [drilling disturbance],2,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,1.0,0.0,99,100,poor [BP01],moderate [alteration],4,,,,,,,,,,,,,,
340-U1397B-3H-1-A,340,U1395,B,3,3-1,H,1,A,48.0,49.0,16.58,16.59,slight [drilling disturbance],2,calcareous sand [Leg210],90,coarse sand [T07],7,volcaniclastic-sand [BGS-S81],10,coarse sand [T07],7,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,10,0,0,0.0,0.0,90,100,poor [BP01],moderate [alteration],4,,,,,,,,,,,,,,
340-U1397B-3H-1-A,340,U1395,B,3,3-1,H,1,A,49.0,66.0,16.59,16.76,slight [drilling disturbance],2,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,1.0,0.0,99,100,poor [BP01],moderate [alteration],4,,,,,,,,,,,,,,
340-U1397B-3H-1-A,340,U1395,B,3,3-1,H,1,A,66.0,67.0,16.76,16.77,slight [drilling disturbance],2,calcareous sand [Leg210],90,coarse sand [T07],7,volcaniclastic-sand [BGS-S81],10,coarse sand [T07],7,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,10,0,0,0.0,0.0,90,100,poor [BP01],moderate [alteration],4,,,,,,,,,,,,,,
340-U1397B-3H-1-A,340,U1395,B,3,3-1,H,1,A,67.0,75.0,16.77,16.85,slight [drilling disturbance],2,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,1.0,0.0,99,100,poor [BP01],moderate [alteration],4,,,,,,,,,,,,,,
340-U1397B-3H-1-A,340,U1395,B,3,3-1,H,1,A,75.0,81.0,16.85,16.91,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,coarse sand [T07],7,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,10,0,5,0,82,0,0,1.0,2.0,0,100,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1397B-3H-1-A,340,U1395,B,3,3-1,H,1,A,81.0,92.0,16.91,17.02,slight [drilling disturbance],2,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,1.0,0.0,99,100,poor [BP01],moderate [alteration],4,,,,,,,,,,,,,,
340-U1397B-3H-1-A,340,U1395,B,3,3-1,H,1,A,92.0,94.5,17.02,17.045,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,10,0,5,0,82,0,0,1.0,2.0,0,100,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
