Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],MAJ Lith. Prefix,MAJ Lith. Principal name,MAJ Lith. Suffix,MAJ Lith. prefix+name+suffix [read only],TEPHRA type,Amount of ash in lithology,Amount of ash in lithology rank [read only],Sediment structures,MAJ Lith. color,Bioturbation intensity,Bioturbation intensity rank [read only],Clast abundance,Number of clasts (>2mm),Clast 1 igneous -  grain size,Clast 1 igneous -  roundness,Clast 2 sediment - grain size,Clast 2 sediment - roundness,Clast 3 metamorphic - grain size,Clast 3 metamorphic - roundness,Lith. accessory shell fragment,Lith. accessory cement,Lith. accessory nodule/concretion,Lith. accessory sulfide,Lithological accessories comment,Macrofossil,MAJ Lith. prefix + name,MAJ Lith. name+suffix,MAJ Lith. abundance [%],MAJ Lith. ave. grain size ,MAJ Lith. ave. grain size rank [read only],MAJ Lith. max. grain size,MAJ Lith. max. grain size rank [read only],Diagenetic constituent,Diagenetic constituent composition,Deformational structures,structure,General interval comment,MIN Lith. Prefix,MIN Lith. Principal name,MIN Lith. Suffix,MIN Lith. prefix + name,MIN Lith. prefix+name+suffix,MIN Lith. name+suffix,MIN Lith. color,MIN Lith. abundance [%],MIN Lith. ave. grain size ,MIN Lith. ave. grain size rank,MIN Lith. max. grain size ,MIN Lith. max. grain size rank,Lith. abundance sum [%],Bottom contact or boundary type,Bottom contact geometry,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W
346-U1429A-2H-1-A,0,150,6.4,7.9,diatom bearing,nannofossil ooze ,with foraminifers ,diatom bearing nannofossil ooze  with foraminifers ,,trace amount,1,,10Y 4/1 (dark greenish gray),heavy ,3,,,,,,,,,,,,,,,diatom bearing  nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1429,A,2,H,1,A
346-U1429A-2H-2-A,0,150,7.9,9.4,diatom bearing,nannofossil ooze ,with foraminifers ,diatom bearing nannofossil ooze  with foraminifers ,,trace amount,1,,10Y 4/1 (dark greenish gray),heavy ,3,,,,,,,,,,,,,,,diatom bearing  nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1429,A,2,H,2,A
346-U1429A-2H-3-A,0,150,9.4,10.9,diatom bearing,nannofossil ooze ,with foraminifers ,diatom bearing nannofossil ooze  with foraminifers ,,trace amount,1,,10Y 4/1 (dark greenish gray),heavy ,3,,,,,,,,,,,,,,,diatom bearing  nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1429,A,2,H,3,A
346-U1429A-2H-4-A,0,150,10.9,12.4,diatom bearing,nannofossil ooze ,with foraminifers ,diatom bearing nannofossil ooze  with foraminifers ,,trace amount,1,,10Y 4/1 (dark greenish gray),heavy ,3,,,,,,,,,,,,,,,diatom bearing  nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1429,A,2,H,4,A
346-U1429A-2H-5-A,0,150,12.4,13.9,diatom bearing,nannofossil ooze ,with foraminifers ,diatom bearing nannofossil ooze  with foraminifers ,,trace amount,1,,10Y 4/1 (dark greenish gray),heavy ,3,,,,,,,,,,,,,,,diatom bearing  nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1429,A,2,H,5,A
346-U1429A-2H-6-A,0,150,13.9,15.4,diatom bearing,nannofossil ooze ,with foraminifers ,diatom bearing nannofossil ooze  with foraminifers ,,trace amount,1,,10Y 4/1 (dark greenish gray),heavy ,3,,,,,,,,,,,,,,,diatom bearing  nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1429,A,2,H,6,A
346-U1429A-2H-6-A,5,6,13.95,13.96,,,,,,,,,,,,,,,,,,,,,,,,,gastropod,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1429,A,2,H,6,A
346-U1429A-2H-6-A,76,77,14.66,14.67,,,,,,,,,,,,,,,,,,,,,,,,,scaphopod,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1429,A,2,H,6,A
346-U1429A-2H-7-A,0,50,15.4,15.9,diatom bearing,nannofossil ooze ,with foraminifers ,diatom bearing nannofossil ooze  with foraminifers ,,trace amount,1,,10Y 4/1 (dark greenish gray),heavy ,3,,,,,,,,,,,,,,,diatom bearing  nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1429,A,2,H,7,A
346-U1429A-2H-CC-A,0,26,15.9,16.16,diatom bearing,nannofossil ooze ,with foraminifers ,diatom bearing nannofossil ooze  with foraminifers ,,trace amount,1,,10Y 4/1 (dark greenish gray),heavy ,3,,,,,,,,,,,,,,,diatom bearing  nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1429,A,2,H,CC,A
346-U1429A-3H-1-A,0,91,15.9,16.81,diatom bearing,nannofossil ooze ,with foraminifers ,diatom bearing nannofossil ooze  with foraminifers ,,,,structureless,10Y 4/1 (dark greenish gray),heavy ,3,,,,,,,,,,,,,,,diatom bearing  nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1429,A,3,H,1,A
346-U1429A-3H-1-A,91,150,16.81,17.4,,tephra ,,tephra ,,,,,,,,,,,,,,,,,,,,,,tephra ,tephra ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1429,A,3,H,1,A
346-U1429A-3H-2-A,0,150,17.4,18.9,diatom bearing,nannofossil ooze ,with foraminifers ,diatom bearing nannofossil ooze  with foraminifers ,,,,structureless,10Y 4/1 (dark greenish gray),heavy ,3,,,,,,,,,,,,,,,diatom bearing  nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1429,A,3,H,2,A
346-U1429A-3H-3-A,0,150,18.9,20.4,diatom bearing,nannofossil ooze ,with foraminifers ,diatom bearing nannofossil ooze  with foraminifers ,,,,structureless,10Y 4/1 (dark greenish gray),heavy ,3,,,,,,,,,,,,,,,diatom bearing  nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1429,A,3,H,3,A
346-U1429A-3H-4-A,0,150,20.4,21.9,diatom bearing,nannofossil ooze ,with foraminifers ,diatom bearing nannofossil ooze  with foraminifers ,,,,structureless,10Y 4/1 (dark greenish gray),heavy ,3,,,,,,,,,,,,,,,diatom bearing  nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1429,A,3,H,4,A
346-U1429A-3H-5-A,0,150,21.9,23.4,diatom bearing,nannofossil ooze ,with foraminifers ,diatom bearing nannofossil ooze  with foraminifers ,,,,structureless,10Y 4/1 (dark greenish gray),heavy ,3,,,,,,,,,,,,,,,diatom bearing  nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1429,A,3,H,5,A
346-U1429A-3H-5-A,127,128,23.17,23.18,,,,,,,,,,,,,,,,,,,,,,,,,echinoderm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1429,A,3,H,5,A
346-U1429A-3H-6-A,0,150,23.4,24.9,diatom bearing,nannofossil ooze ,with foraminifers ,diatom bearing nannofossil ooze  with foraminifers ,,,,structureless,10Y 4/1 (dark greenish gray),heavy ,3,,,,,,,,,,,,,,,diatom bearing  nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1429,A,3,H,6,A
346-U1429A-3H-7-A,0,68,24.9,25.58,diatom bearing,nannofossil ooze ,with foraminifers ,diatom bearing nannofossil ooze  with foraminifers ,,,,structureless,10Y 4/1 (dark greenish gray),heavy ,3,,,,,,,,,,,,,,,diatom bearing  nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1429,A,3,H,7,A
346-U1429A-3H-CC-A,0,30,25.58,25.88,diatom bearing,nannofossil ooze ,with foraminifers ,diatom bearing nannofossil ooze  with foraminifers ,,,,structureless,10Y 4/1 (dark greenish gray),heavy ,3,,,,,,,,,,,,,,,diatom bearing  nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1429,A,3,H,CC,A
346-U1429A-4H-1-A,0,150,25.4,26.9,diatom bearing,nannofossil ooze ,with foraminifers ,diatom bearing nannofossil ooze  with foraminifers ,,,,structureless,10Y 4/1 (dark greenish gray),heavy ,3,,,,,,,,,,,,,,,diatom bearing  nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1429,A,4,H,1,A
346-U1429A-4H-2-A,0,150,26.9,28.4,diatom bearing,nannofossil ooze ,with foraminifers ,diatom bearing nannofossil ooze  with foraminifers ,,,,structureless,10Y 4/1 (dark greenish gray),heavy ,3,,,,,,,,,,,,,,,diatom bearing  nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1429,A,4,H,2,A
346-U1429A-4H-3-A,0,150,28.4,29.9,diatom bearing,nannofossil ooze ,with foraminifers ,diatom bearing nannofossil ooze  with foraminifers ,,,,structureless,10Y 4/1 (dark greenish gray),heavy ,3,,,,,,,,,,,,,,,diatom bearing  nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1429,A,4,H,3,A
346-U1429A-4H-3-A,123,125,29.63,29.65,,,,,,,,,,,,,,,,,,,,,,,,,echinoderm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1429,A,4,H,3,A
346-U1429A-4H-4-A,0,150,29.9,31.4,diatom bearing,nannofossil ooze ,with foraminifers ,diatom bearing nannofossil ooze  with foraminifers ,,,,structureless,10Y 4/1 (dark greenish gray),heavy ,3,,,,,,,,,,,,,,,diatom bearing  nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1429,A,4,H,4,A
346-U1429A-4H-5-A,0,150,31.4,32.9,diatom bearing,nannofossil ooze ,with foraminifers ,diatom bearing nannofossil ooze  with foraminifers ,,,,structureless,10Y 4/1 (dark greenish gray),heavy ,3,,,,,,,,,,,,,,,diatom bearing  nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1429,A,4,H,5,A
346-U1429A-4H-6-A,0,150,32.9,34.4,diatom bearing,nannofossil ooze ,with foraminifers ,diatom bearing nannofossil ooze  with foraminifers ,,,,structureless,10Y 4/1 (dark greenish gray),heavy ,3,,,,,,,,,,,,,,,diatom bearing  nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1429,A,4,H,6,A
346-U1429A-4H-6-A,105,106,33.95,33.96,,,,,,,,,,,,,,,,,,,,,,,,,echinoderm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1429,A,4,H,6,A
346-U1429A-4H-7-A,0,52,34.4,34.92,diatom bearing,nannofossil ooze ,with foraminifers ,diatom bearing nannofossil ooze  with foraminifers ,,,,structureless,10Y 4/1 (dark greenish gray),heavy ,3,,,,,,,,,,,,,,,diatom bearing  nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1429,A,4,H,7,A
346-U1429A-4H-CC-A,0,40,34.92,35.32,diatom bearing,nannofossil ooze ,with foraminifers ,diatom bearing nannofossil ooze  with foraminifers ,,,,structureless,10Y 4/1 (dark greenish gray),heavy ,3,,,,,,,,,,,,,,,diatom bearing  nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1429,A,4,H,CC,A
346-U1429A-5H-1-A,0,150,34.9,36.4,diatom bearing,nannofossil ooze ,with foraminifers ,diatom bearing nannofossil ooze  with foraminifers ,,,,structureless,10Y 5/2 (grayish green),heavy ,3,,,,,,,,,,,,,,,diatom bearing  nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1429,A,5,H,1,A
346-U1429A-5H-2-A,0,150,36.4,37.9,diatom bearing,nannofossil ooze ,with foraminifers ,diatom bearing nannofossil ooze  with foraminifers ,,,,structureless,10Y 5/2 (grayish green),heavy ,3,,,,,,,,,,,,,,,diatom bearing  nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1429,A,5,H,2,A
346-U1429A-5H-3-A,0,150,37.9,39.4,diatom bearing,nannofossil ooze ,with foraminifers ,diatom bearing nannofossil ooze  with foraminifers ,,,,structureless,10Y 5/2 (grayish green),heavy ,3,,,,,,,,,,,,,,,diatom bearing  nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1429,A,5,H,3,A
346-U1429A-5H-4-A,0,150,39.4,40.9,diatom bearing,nannofossil ooze ,with foraminifers ,diatom bearing nannofossil ooze  with foraminifers ,,,,structureless,10Y 5/2 (grayish green),heavy ,3,,,,,,,,,,,,,,,diatom bearing  nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1429,A,5,H,4,A
346-U1429A-5H-5-A,0,20,40.9,41.1,diatom bearing,nannofossil ooze ,with foraminifers ,diatom bearing nannofossil ooze  with foraminifers ,,,,structureless,10Y 5/2 (grayish green),heavy ,3,,,,,,,,,,,,,,,diatom bearing  nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1429,A,5,H,5,A
346-U1429A-5H-5-A,20,25,41.1,41.15,nannofossil rich,clay ,,nannofossil rich clay ,,,,,10YR 3/2 (very dark grayish brown),,,,,,,,,,,,,,,,,nannofossil rich  clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1429,A,5,H,5,A
346-U1429A-5H-5-A,25,150,41.15,42.4,diatom bearing,nannofossil ooze ,with foraminifers ,diatom bearing nannofossil ooze  with foraminifers ,,,,structureless,10Y 5/2 (grayish green),heavy ,3,,,,,,,,,,,,,,,diatom bearing  nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1429,A,5,H,5,A
346-U1429A-5H-6-A,0,150,42.4,43.9,diatom bearing,nannofossil ooze ,with foraminifers ,diatom bearing nannofossil ooze  with foraminifers ,,,,structureless,10Y 5/2 (grayish green),heavy ,3,,,,,,,,,,,,,,,diatom bearing  nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1429,A,5,H,6,A
346-U1429A-5H-7-A,0,66,43.9,44.56,diatom bearing,nannofossil ooze ,with foraminifers ,diatom bearing nannofossil ooze  with foraminifers ,,,,structureless,10Y 5/2 (grayish green),heavy ,3,,,,,,,,,,,,,,,diatom bearing  nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1429,A,5,H,7,A
346-U1429A-5H-CC-A,0,27,44.56,44.83,diatom bearing,nannofossil ooze ,with foraminifers ,diatom bearing nannofossil ooze  with foraminifers ,,,,structureless,10Y 5/2 (grayish green),heavy ,3,,,,,,,,,,,,,,,diatom bearing  nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1429,A,5,H,CC,A
346-U1429A-6H-1-A,0,66,44.4,45.06,,tephra [FS84],,tephra ,,,,,10Y 4/1 (dark greenish gray),,,,,,,,,,,,,,,,,tephra ,tephra ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1429,A,6,H,1,A
346-U1429A-6H-1-A,66,150,45.06,45.9,diatom bearing,nannofossil ooze ,with foraminifers ,diatom bearing nannofossil ooze  with foraminifers ,,,,structureless,10Y 5/2 (grayish green),heavy ,3,,,,,,,,,,,,,,,diatom bearing  nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1429,A,6,H,1,A
346-U1429A-6H-2-A,0,150,45.9,47.4,diatom bearing,nannofossil ooze [Leg339],with foraminifers [Leg339],diatom bearing nannofossil ooze  with foraminifers ,,,,structureless,10Y 5/2 (grayish green),heavy [DB86],3,,,,,,,,,,,,,,,diatom bearing  nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1429,A,6,H,2,A
346-U1429A-6H-3-A,0,43,47.4,47.83,diatom bearing,nannofossil ooze [Leg339],with foraminifers [Leg339],diatom bearing nannofossil ooze  with foraminifers ,,,,structureless,10Y 5/2 (grayish green),heavy [DB86],3,,,,,,,,,,,,,,,diatom bearing  nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1429,A,6,H,3,A
346-U1429A-6H-3-A,43,150,47.83,48.9,,tephra [FS84],,tephra ,,,,,10Y 4/1 (dark greenish gray),,,,,,,,,,,,,,,,,tephra ,tephra ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1429,A,6,H,3,A
346-U1429A-6H-4-A,0,150,48.9,50.4,,tephra [FS84],,tephra ,,,,,10Y 4/1 (dark greenish gray),,,,,,,,,,,,,,,,,tephra ,tephra ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1429,A,6,H,4,A
346-U1429A-6H-5-A,0,123,50.4,51.63,,tephra [FS84],,tephra ,,,,,10Y 4/1 (dark greenish gray),,,,,,,,,,,,,,,,,tephra ,tephra ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1429,A,6,H,5,A
346-U1429A-7H-1-A,0,42,51.6,52.02,,tephra [FS84],,tephra ,,,,,10Y 4/1 (dark greenish gray),,,,,,,,,,,,,,,,,tephra ,tephra ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1429,A,7,H,1,A
346-U1429A-7H-1-A,42,150,52.02,53.1,nannofossil rich,clay [Leg210],with biogenic components [Leg339],nannofossil rich clay  with biogenic components ,,,,structureless,10Y 5/2 (grayish green),heavy [DB86],3,,,,,,,,,,,,,,,nannofossil rich  clay ,clay   with biogenic components ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1429,A,7,H,1,A
346-U1429A-7H-2-A,0,150,53.1,54.6,nannofossil rich,clay [Leg210],with biogenic components [Leg339],nannofossil rich clay  with biogenic components ,,,,structureless,10Y 5/2 (grayish green),heavy [DB86],3,,,,,,,,,,,,,,,nannofossil rich  clay ,clay   with biogenic components ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1429,A,7,H,2,A
346-U1429A-7H-3-A,0,150,54.6,56.1,nannofossil rich,clay [Leg210],with biogenic components [Leg339],nannofossil rich clay  with biogenic components ,,,,structureless,10Y 5/2 (grayish green),heavy [DB86],3,,,,,,,,,,,,,,,nannofossil rich  clay ,clay   with biogenic components ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1429,A,7,H,3,A
346-U1429A-7H-4-A,0,150,56.1,57.6,nannofossil rich,clay [Leg210],with biogenic components [Leg339],nannofossil rich clay  with biogenic components ,,,,structureless,10Y 5/2 (grayish green),heavy [DB86],3,,,,,,,,,,,,,,,nannofossil rich  clay ,clay   with biogenic components ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1429,A,7,H,4,A
346-U1429A-7H-5-A,0,150,57.6,59.1,nannofossil rich,clay [Leg210],with biogenic components [Leg339],nannofossil rich clay  with biogenic components ,,,,structureless,10Y 5/2 (grayish green),heavy [DB86],3,,,,,,,,,,,,,,,nannofossil rich  clay ,clay   with biogenic components ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1429,A,7,H,5,A
346-U1429A-7H-6-A,0,150,59.1,60.6,nannofossil rich,clay [Leg210],with biogenic components [Leg339],nannofossil rich clay  with biogenic components ,,,,structureless,10Y 5/2 (grayish green),heavy [DB86],3,,,,,,,,,,,,,,,nannofossil rich  clay ,clay   with biogenic components ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1429,A,7,H,6,A
346-U1429A-7H-7-A,0,52,60.6,61.12,nannofossil rich,clay [Leg210],with biogenic components [Leg339],nannofossil rich clay  with biogenic components ,,,,structureless,10Y 5/2 (grayish green),heavy [DB86],3,,,,,,,,,,,,,,,nannofossil rich  clay ,clay   with biogenic components ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1429,A,7,H,7,A
346-U1429A-7H-CC-A,0,31,61.12,61.43,nannofossil rich,clay [Leg210],with biogenic components [Leg339],nannofossil rich clay  with biogenic components ,,,,structureless,10Y 5/2 (grayish green),heavy [DB86],3,,,,,,,,,,,,,,,nannofossil rich  clay ,clay   with biogenic components ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1429,A,7,H,CC,A
346-U1429A-8H-1-A,0,146,61.1,62.56,nannofossil rich,clay [Leg210],with biogenic components [Leg339],nannofossil rich clay  with biogenic components ,,,,structureless,10Y 5/2 (grayish green),heavy [DB86],3,,,,,,,,,,,,,,,nannofossil rich  clay ,clay   with biogenic components ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1429,A,8,H,1,A
346-U1429A-8H-2-A,0,150,62.56,64.06,nannofossil rich,clay [Leg210],with biogenic components [Leg339],nannofossil rich clay  with biogenic components ,,,,structureless,10Y 5/2 (grayish green),heavy [DB86],3,,,,,,,,,,,,,,,nannofossil rich  clay ,clay   with biogenic components ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1429,A,8,H,2,A
346-U1429A-8H-3-A,0,82,64.06,64.88,nannofossil rich,clay [Leg210],with biogenic components [Leg339],nannofossil rich clay  with biogenic components ,,,,structureless,10Y 5/2 (grayish green),heavy [DB86],3,,,,,,,,,,,,,,,nannofossil rich  clay ,clay   with biogenic components ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1429,A,8,H,3,A
346-U1429A-8H-3-A,82,106,64.88,65.12,,tephra [FS84],,tephra ,,,,,,,,,,,,,,,,,,,,,,tephra ,tephra ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1429,A,8,H,3,A
346-U1429A-8H-3-A,106,150,65.12,65.56,nannofossil rich,clay [Leg210],with biogenic components [Leg339],nannofossil rich clay  with biogenic components ,,,,structureless,10Y 5/2 (grayish green),heavy [DB86],3,,,,,,,,,,,,,,,nannofossil rich  clay ,clay   with biogenic components ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1429,A,8,H,3,A
