dupes and comments,Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Drilling disturbance type,Drilling disturbance intensity,Drilling disturbance intensity rank,Lithology Prefix,Lithology Principal Name,Lithology Suffix,MAJ Lith. color,MAJ Lith. prefix + name,MAJ Lith. prefix+name+suffix,MAJ Lith. ave. grain size ,MAJ Lith. ave. grain size rank,MAJ Lith. max. grain size,MAJ Lith. max. grain size rank,Lith. comment,Clast lithology,Clast size,Clast morphology (shape),Clast sorting,Clast color,Clast roundness,Clast roundness rank,Clast lithology comment,Matrix sorting,Clast/matrix texture,Matrix comment,Bioturbation intensity,Bioturbation intensity rank,General comment,File Data,Ship File Links,Shore File Links
,344-U1413B-3H-4-A,344,U1413,B,3,3-4,H,4,A,124,125,21.04,21.05,,minimal [drilling disturbance],1.0,silty,sand [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  sand ,silty sand  with biogenic components ,,,sand [W22_1],3.0,"sequences of mm to cm-sized, normal graded fine sands",,,,,,,,,,,,moderate [B06],3.0,,,,
,344-U1413B-3H-4-A,344,U1413,B,3,3-4,H,4,A,125,129,21.05,21.09,,,,silty,clay [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with biogenic components ,clay [W22_2],1.0,sand [W22_1],3.0,foraminifera enriched in some sandy layers.,,,,,,,,,,,,moderate [B06],3.0,,,,
,344-U1413B-3H-4-A,344,U1413,B,3,3-4,H,4,A,129,137,21.09,21.17,,minimal [drilling disturbance],1.0,silty,sand [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  sand ,silty sand  with biogenic components ,,,sand [W22_1],3.0,"sequences of mm to cm-sized, normal graded fine sands",,,,,,,,,,,,moderate [B06],3.0,,,,
,344-U1413B-3H-5-A,344,U1413,B,3,3-4,H,4,A,137,148,21.17,21.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,IW,,,
,344-U1413B-3H-5-A,344,U1413,B,3,3-5,H,5,A,0,5,21.28,21.33,,,,silty,clay [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with biogenic components ,clay [W22_2],1.0,sand [W22_1],3.0,foraminifera enriched in some sandy layers.,,,,,,,,,,,,moderate [B06],3.0,,,,
,344-U1413B-3H-5-A,344,U1413,B,3,3-5,H,5,A,5,6,21.33,21.34,,minimal [drilling disturbance],1.0,silty,sand [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  sand ,silty sand  with biogenic components ,,,sand [W22_1],3.0,"sequences of mm to cm-sized, normal graded fine sands",,,,,,,,,,,,moderate [B06],3.0,,,,
,344-U1413B-3H-5-A,344,U1413,B,3,3-5,H,5,A,6,7,21.34,21.35,,,,silty,clay [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with biogenic components ,clay [W22_2],1.0,sand [W22_1],3.0,foraminifera enriched in some sandy layers.,,,,,,,,,,,,moderate [B06],3.0,,,,
,344-U1413B-3H-5-A,344,U1413,B,3,3-5,H,5,A,7,8,21.35,21.36,,minimal [drilling disturbance],1.0,silty,sand [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  sand ,silty sand  with biogenic components ,,,sand [W22_1],3.0,"sequences of mm to cm-sized, normal graded fine sands",,,,,,,,,,,,moderate [B06],3.0,,,,
,344-U1413B-3H-5-A,344,U1413,B,3,3-5,H,5,A,8,10,21.36,21.38,,,,silty,clay [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with biogenic components ,clay [W22_2],1.0,sand [W22_1],3.0,foraminifera enriched in some sandy layers.,,,,,,,,,,,,moderate [B06],3.0,,,,
,344-U1413B-3H-5-A,344,U1413,B,3,3-5,H,5,A,10,14,21.38,21.42,,minimal [drilling disturbance],1.0,silty,sand [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  sand ,silty sand  with biogenic components ,,,sand [W22_1],3.0,"sequences of mm to cm-sized, normal graded fine sands",,,,,,,,,,,,moderate [B06],3.0,,,,
,344-U1413B-3H-5-A,344,U1413,B,3,3-5,H,5,A,14,24,21.42,21.52,,,,silty,clay [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with biogenic components ,clay [W22_2],1.0,sand [W22_1],3.0,foraminifera enriched in some sandy layers.,,,,,,,,,,,,moderate [B06],3.0,,,,
,344-U1413B-3H-5-A,344,U1413,B,3,3-5,H,5,A,24,27,21.52,21.55,,minimal [drilling disturbance],1.0,silty,sand [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  sand ,silty sand  with biogenic components ,,,sand [W22_1],3.0,"sequences of mm to cm-sized, normal graded fine sands",,,,,,,,,,,,moderate [B06],3.0,,,,
,344-U1413B-3H-5-A,344,U1413,B,3,3-5,H,5,A,27,32,21.55,21.6,,,,silty,clay [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with biogenic components ,clay [W22_2],1.0,sand [W22_1],3.0,foraminifera enriched in some sandy layers.,,,,,,,,,,,,moderate [B06],3.0,,,,
,344-U1413B-3H-5-A,344,U1413,B,3,3-5,H,5,A,32,33,21.6,21.61,,minimal [drilling disturbance],1.0,silty,sand [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  sand ,silty sand  with biogenic components ,,,sand [W22_1],3.0,"sequences of mm to cm-sized, normal graded fine sands",,,,,,,,,,,,moderate [B06],3.0,,,,
,344-U1413B-3H-5-A,344,U1413,B,3,3-5,H,5,A,33,44,21.61,21.72,,,,silty,clay [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with biogenic components ,clay [W22_2],1.0,sand [W22_1],3.0,foraminifera enriched in some sandy layers.,,,,,,,,,,,,moderate [B06],3.0,,,,
,344-U1413B-3H-5-A,344,U1413,B,3,3-5,H,5,A,44,49,21.72,21.77,,minimal [drilling disturbance],1.0,,tephra [FS84],,N 5 (gray),tephra ,tephra ,,,,,,,,,,,,,,,,,,3.0,,,,
,344-U1413B-3H-5-A,344,U1413,B,3,3-5,H,5,A,49,54,21.77,21.82,,minimal [drilling disturbance],1.0,silty,sand [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  sand ,silty sand  with biogenic components ,,,sand [W22_1],3.0,"sequences of mm to cm-sized, normal graded fine sands",,,,,,,,,,,,moderate [B06],3.0,,,,
,344-U1413B-3H-5-A,344,U1413,B,3,3-5,H,5,A,54,59,21.82,21.87,,,,silty,clay [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with biogenic components ,clay [W22_2],1.0,sand [W22_1],3.0,foraminifera enriched in some sandy layers.,,,,,,,,,,,,moderate [B06],3.0,,,,
,344-U1413B-3H-5-A,344,U1413,B,3,3-5,H,5,A,59,68,21.87,21.96,,minimal [drilling disturbance],1.0,silty,sand [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  sand ,silty sand  with biogenic components ,,,sand [W22_1],3.0,"sequences of mm to cm-sized, normal graded fine sands",,,,,,,,,,,,moderate [B06],3.0,,,,
,344-U1413B-3H-5-A,344,U1413,B,3,3-5,H,5,A,68,71,21.96,21.99,,,,silty,clay [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with biogenic components ,clay [W22_2],1.0,sand [W22_1],3.0,foraminifera enriched in some sandy layers.,,,,,,,,,,,,moderate [B06],3.0,,,,
,344-U1413B-3H-5-A,344,U1413,B,3,3-5,H,5,A,71,74,21.99,22.02,,minimal [drilling disturbance],1.0,silty,sand [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  sand ,silty sand  with biogenic components ,,,sand [W22_1],3.0,"sequences of mm to cm-sized, normal graded fine sands",,,,,,,,,,,,moderate [B06],3.0,,,,
,344-U1413B-3H-5-A,344,U1413,B,3,3-5,H,5,A,74,87,22.02,22.15,,,,silty,clay [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with biogenic components ,clay [W22_2],1.0,sand [W22_1],3.0,foraminifera enriched in some sandy layers.,,,,,,,,,,,,moderate [B06],3.0,,,,
,344-U1413B-3H-5-A,344,U1413,B,3,3-5,H,5,A,87,94,22.15,22.22,,minimal [drilling disturbance],1.0,,tephra [FS84],,N 5 (gray),tephra ,tephra ,,,,,,,,,,,,,,,,,,3.0,,,,
,344-U1413B-3H-5-A,344,U1413,B,3,3-5,H,5,A,94,103,22.22,22.31,,minimal [drilling disturbance],1.0,silty,sand [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  sand ,silty sand  with biogenic components ,,,sand [W22_1],3.0,"sequences of mm to cm-sized, normal graded fine sands",,,,,,,,,,,,moderate [B06],3.0,,,,
,344-U1413B-3H-5-A,344,U1413,B,3,3-5,H,5,A,103,117,22.31,22.45,,,,silty,clay [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with biogenic components ,clay [W22_2],1.0,sand [W22_1],3.0,foraminifera enriched in some sandy layers.,,,,,,,,,,,,moderate [B06],3.0,,,,
,344-U1413B-3H-5-A,344,U1413,B,3,3-5,H,5,A,117,120,22.45,22.48,,minimal [drilling disturbance],1.0,silty,sand [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  sand ,silty sand  with biogenic components ,,,sand [W22_1],3.0,"sequences of mm to cm-sized, normal graded fine sands",,,,,,,,,,,,moderate [B06],3.0,,,,
,344-U1413B-3H-5-A,344,U1413,B,3,3-5,H,5,A,120,124,22.48,22.52,,,,silty,clay [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with biogenic components ,clay [W22_2],1.0,sand [W22_1],3.0,foraminifera enriched in some sandy layers.,,,,,,,,,,,,moderate [B06],3.0,,,,
,344-U1413B-3H-5-A,344,U1413,B,3,3-5,H,5,A,124,135,22.52,22.63,,minimal [drilling disturbance],1.0,silty,sand [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  sand ,silty sand  with biogenic components ,,,sand [W22_1],3.0,"sequences of mm to cm-sized, normal graded fine sands",,,,,,,,,,,,moderate [B06],3.0,,,,
,344-U1413B-3H-5-A,344,U1413,B,3,3-5,H,5,A,135,141,22.63,22.69,,,,silty,clay [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with biogenic components ,clay [W22_2],1.0,sand [W22_1],3.0,foraminifera enriched in some sandy layers.,,,,,,,,,,,,moderate [B06],3.0,,,,
,344-U1413B-3H-6-A,344,U1413,B,3,3-5,H,5,A,141,150,22.69,22.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,IW,,,
,344-U1413B-3H-6-A,344,U1413,B,3,3-6,H,6,A,0,6,22.78,22.84,,,,silty,clay [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with biogenic components ,clay [W22_2],1.0,sand [W22_1],3.0,foraminifera enriched in some sandy layers.,,,,,,,,,,,,moderate [B06],3.0,,,,
,344-U1413B-3H-6-A,344,U1413,B,3,3-6,H,6,A,6,10,22.84,22.88,,minimal [drilling disturbance],1.0,silty,sand [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  sand ,silty sand  with biogenic components ,,,sand [W22_1],3.0,"sequences of mm to cm-sized, normal graded fine sands",,,,,,,,,,,,moderate [B06],3.0,,,,
,344-U1413B-3H-6-A,344,U1413,B,3,3-6,H,6,A,10,13,22.88,22.91,,,,silty,clay [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with biogenic components ,clay [W22_2],1.0,sand [W22_1],3.0,foraminifera enriched in some sandy layers.,,,,,,,,,,,,moderate [B06],3.0,,,,
,344-U1413B-3H-6-A,344,U1413,B,3,3-6,H,6,A,13,18,22.91,22.96,,minimal [drilling disturbance],1.0,silty,sand [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  sand ,silty sand  with biogenic components ,,,sand [W22_1],3.0,"sequences of mm to cm-sized, normal graded fine sands",,,,,,,,,,,,moderate [B06],3.0,,,,
,344-U1413B-3H-6-A,344,U1413,B,3,3-6,H,6,A,18,31,22.96,23.09,,,,silty,clay [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with biogenic components ,clay [W22_2],1.0,sand [W22_1],3.0,foraminifera enriched in some sandy layers.,,,,,,,,,,,,moderate [B06],3.0,,,,
,344-U1413B-3H-6-A,344,U1413,B,3,3-6,H,6,A,31,34,23.09,23.12,,minimal [drilling disturbance],1.0,silty,sand [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  sand ,silty sand  with biogenic components ,,,sand [W22_1],3.0,"sequences of mm to cm-sized, normal graded fine sands",,,,,,,,,,,,moderate [B06],3.0,,,,
,344-U1413B-3H-6-A,344,U1413,B,3,3-6,H,6,A,34,37,23.12,23.15,,,,silty,clay [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with biogenic components ,clay [W22_2],1.0,sand [W22_1],3.0,foraminifera enriched in some sandy layers.,,,,,,,,,,,,moderate [B06],3.0,,,,
,344-U1413B-3H-6-A,344,U1413,B,3,3-6,H,6,A,37,43,23.15,23.21,,minimal [drilling disturbance],1.0,silty,sand [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  sand ,silty sand  with biogenic components ,,,sand [W22_1],3.0,"sequences of mm to cm-sized, normal graded fine sands",,,,,,,,,,,,moderate [B06],3.0,,,,
,344-U1413B-3H-6-A,344,U1413,B,3,3-6,H,6,A,43,51,23.21,23.29,,,,silty,clay [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with biogenic components ,clay [W22_2],1.0,sand [W22_1],3.0,foraminifera enriched in some sandy layers.,,,,,,,,,,,,moderate [B06],3.0,,,,
,344-U1413B-3H-6-A,344,U1413,B,3,3-6,H,6,A,51,58,23.29,23.36,,minimal [drilling disturbance],1.0,silty,sand [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  sand ,silty sand  with biogenic components ,,,sand [W22_1],3.0,"sequences of mm to cm-sized, normal graded fine sands",,,,,,,,,,,,moderate [B06],3.0,,,,
,344-U1413B-3H-6-A,344,U1413,B,3,3-6,H,6,A,58,63,23.36,23.41,,,,silty,clay [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with biogenic components ,clay [W22_2],1.0,sand [W22_1],3.0,foraminifera enriched in some sandy layers.,,,,,,,,,,,,moderate [B06],3.0,,,,
,344-U1413B-3H-6-A,344,U1413,B,3,3-6,H,6,A,63,64,23.41,23.42,,minimal [drilling disturbance],1.0,silty,sand [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  sand ,silty sand  with biogenic components ,,,sand [W22_1],3.0,"sequences of mm to cm-sized, normal graded fine sands",,,,,,,,,,,,moderate [B06],3.0,,,,
,344-U1413B-3H-6-A,344,U1413,B,3,3-6,H,6,A,64,74,23.42,23.52,,,,silty,clay [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with biogenic components ,clay [W22_2],1.0,sand [W22_1],3.0,foraminifera enriched in some sandy layers.,,,,,,,,,,,,moderate [B06],3.0,,,,
,344-U1413B-3H-6-A,344,U1413,B,3,3-6,H,6,A,74,84,23.52,23.62,,minimal [drilling disturbance],1.0,silty,sand [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  sand ,silty sand  with biogenic components ,,,sand [W22_1],3.0,"sequences of mm to cm-sized, normal graded fine sands",,,,,,,,,,,,moderate [B06],3.0,,,,
,344-U1413B-3H-6-A,344,U1413,B,3,3-6,H,6,A,84,91,23.62,23.69,,,,silty,clay [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with biogenic components ,clay [W22_2],1.0,sand [W22_1],3.0,foraminifera enriched in some sandy layers.,,,,,,,,,,,,moderate [B06],3.0,,,,
,344-U1413B-3H-6-A,344,U1413,B,3,3-6,H,6,A,91,93,23.69,23.71,,minimal [drilling disturbance],1.0,silty,sand [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  sand ,silty sand  with biogenic components ,,,sand [W22_1],3.0,"sequences of mm to cm-sized, normal graded fine sands",,,,,,,,,,,,moderate [B06],3.0,,,,
,344-U1413B-3H-6-A,344,U1413,B,3,3-6,H,6,A,93,99,23.71,23.77,,,,silty,clay [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with biogenic components ,clay [W22_2],1.0,sand [W22_1],3.0,foraminifera enriched in some sandy layers.,,,,,,,,,,,,moderate [B06],3.0,,,,
,344-U1413B-3H-6-A,344,U1413,B,3,3-6,H,6,A,99,103,23.77,23.81,,minimal [drilling disturbance],1.0,silty,sand [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  sand ,silty sand  with biogenic components ,,,sand [W22_1],3.0,"sequences of mm to cm-sized, normal graded fine sands",,,,,,,,,,,,moderate [B06],3.0,,,,
,344-U1413B-3H-6-A,344,U1413,B,3,3-6,H,6,A,103,120,23.81,23.98,,,,silty,clay [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with biogenic components ,clay [W22_2],1.0,sand [W22_1],3.0,foraminifera enriched in some sandy layers.,,,,,,,,,,,,moderate [B06],3.0,,,,
,344-U1413B-3H-6-A,344,U1413,B,3,3-6,H,6,A,120,124,23.98,24.02,,minimal [drilling disturbance],1.0,silty,sand [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  sand ,silty sand  with biogenic components ,,,sand [W22_1],3.0,"sequences of mm to cm-sized, normal graded fine sands",,,,,,,,,,,,moderate [B06],3.0,,,,
,344-U1413B-3H-6-A,344,U1413,B,3,3-6,H,6,A,124,141,24.02,24.19,,,,silty,clay [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with biogenic components ,clay [W22_2],1.0,sand [W22_1],3.0,foraminifera enriched in some sandy layers.,,,,,,,,,,,,moderate [B06],3.0,,,,
,344-U1413B-3H-6-A,344,U1413,B,3,3-6,H,6,A,141,150,24.19,24.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,IW,,,
,344-U1413B-3H-7-A,344,U1413,B,3,3-7,H,7,A,0,4,24.28,24.32,,,,silty,clay [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with biogenic components ,clay [W22_2],1.0,sand [W22_1],3.0,foraminifera enriched in some sandy layers.,,,,,,,,,,,,moderate [B06],3.0,,,,
,344-U1413B-3H-7-A,344,U1413,B,3,3-7,H,7,A,4,8,24.32,24.36,,minimal [drilling disturbance],1.0,silty,sand [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  sand ,silty sand  with biogenic components ,,,sand [W22_1],3.0,"sequences of mm to cm-sized, normal graded fine sands",,,,,,,,,,,,moderate [B06],3.0,,,,
,344-U1413B-3H-7-A,344,U1413,B,3,3-7,H,7,A,8,13,24.36,24.41,,,,silty,clay [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with biogenic components ,clay [W22_2],1.0,sand [W22_1],3.0,foraminifera enriched in some sandy layers.,,,,,,,,,,,,moderate [B06],3.0,,,,
,344-U1413B-3H-7-A,344,U1413,B,3,3-7,H,7,A,13,20,24.41,24.48,,minimal [drilling disturbance],1.0,,tephra [FS84],,N 5 (gray),tephra ,tephra ,,,,,,,,,,,,,,,,,,3.0,,,,
,344-U1413B-3H-7-A,344,U1413,B,3,3-7,H,7,A,20,31,24.48,24.59,,minimal [drilling disturbance],1.0,silty,sand [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  sand ,silty sand  with biogenic components ,,,sand [W22_1],3.0,"sequences of mm to cm-sized, normal graded fine sands",,,,,,,,,,,,moderate [B06],3.0,,,,
,344-U1413B-3H-7-A,344,U1413,B,3,3-7,H,7,A,31,64,24.59,24.92,,,,silty,clay [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with biogenic components ,clay [W22_2],1.0,sand [W22_1],3.0,foraminifera enriched in some sandy layers.,,,,,,,,,,,,moderate [B06],3.0,,,,
,344-U1413B-3H-7-A,344,U1413,B,3,3-7,H,7,A,64,67,24.92,24.95,,minimal [drilling disturbance],1.0,silty,sand [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  sand ,silty sand  with biogenic components ,,,sand [W22_1],3.0,"sequences of mm to cm-sized, normal graded fine sands",,,,,,,,,,,,moderate [B06],3.0,,,,
,344-U1413B-3H-7-A,344,U1413,B,3,3-7,H,7,A,67,93,24.95,25.21,,,,silty,clay [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with biogenic components ,clay [W22_2],1.0,sand [W22_1],3.0,foraminifera enriched in some sandy layers.,,,,,,,,,,,,moderate [B06],3.0,,,,
,344-U1413B-3H-7-A,344,U1413,B,3,3-7,H,7,A,93,97,25.21,25.25,,minimal [drilling disturbance],1.0,silty,sand [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  sand ,silty sand  with biogenic components ,,,sand [W22_1],3.0,"sequences of mm to cm-sized, normal graded fine sands",,,,,,,,,,,,moderate [B06],3.0,,,,
,344-U1413B-3H-7-A,344,U1413,B,3,3-7,H,7,A,97,130,25.25,25.58,,,,silty,clay [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with biogenic components ,clay [W22_2],1.0,sand [W22_1],3.0,foraminifera enriched in some sandy layers.,,,,,,,,,,,,moderate [B06],3.0,,,,
,344-U1413B-3H-7-A,344,U1413,B,3,3-7,H,7,A,130,133,25.58,25.61,,minimal [drilling disturbance],1.0,silty,sand [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  sand ,silty sand  with biogenic components ,,,sand [W22_1],3.0,"sequences of mm to cm-sized, normal graded fine sands",,,,,,,,,,,,moderate [B06],3.0,,,,
,344-U1413B-3H-7-A,344,U1413,B,3,3-7,H,7,A,133,141,25.61,25.69,,,,silty,clay [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with biogenic components ,clay [W22_2],1.0,sand [W22_1],3.0,foraminifera enriched in some sandy layers.,,,,,,,,,,,,moderate [B06],3.0,,,,
,344-U1413B-3H-7-A,344,U1413,B,3,3-7,H,7,A,141,150,25.69,25.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,IW,,,
,344-U1413B-3H-8-A,344,U1413,B,3,3-8,H,8,A,0,17,25.78,25.95,,,,silty,clay [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with biogenic components ,clay [W22_2],1.0,sand [W22_1],3.0,foraminifera enriched in some sandy layers.,,,,,,,,,,,,moderate [B06],3.0,,,,
,344-U1413B-3H-8-A,344,U1413,B,3,3-8,H,8,A,17,22,25.95,26.0,,minimal [drilling disturbance],1.0,silty,sand [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  sand ,silty sand  with biogenic components ,,,sand [W22_1],3.0,"sequences of mm to cm-sized, normal graded fine sands",,,,,,,,,,,,moderate [B06],3.0,,,,
,344-U1413B-3H-8-A,344,U1413,B,3,3-8,H,8,A,22,47,26.0,26.25,,,,silty,clay [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with biogenic components ,clay [W22_2],1.0,sand [W22_1],3.0,foraminifera enriched in some sandy layers.,,,,,,,,,,,,moderate [B06],3.0,,,,
,344-U1413B-3H-8-A,344,U1413,B,3,3-8,H,8,A,47,50,26.25,26.28,,minimal [drilling disturbance],1.0,silty,sand [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  sand ,silty sand  with biogenic components ,,,sand [W22_1],3.0,"sequences of mm to cm-sized, normal graded fine sands",,,,,,,,,,,,moderate [B06],3.0,,,,
,344-U1413B-3H-8-A,344,U1413,B,3,3-8,H,8,A,50,80,26.28,26.58,,,,silty,clay [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with biogenic components ,clay [W22_2],1.0,sand [W22_1],3.0,foraminifera enriched in some sandy layers.,,,,,,,,,,,,moderate [B06],3.0,,,,
,344-U1413B-3H-8-A,344,U1413,B,3,3-8,H,8,A,80,90,26.58,26.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,IW,,,
,344-U1413B-3H-CC-A,344,U1413,B,3,3-CC,H,CC,A,0,16,26.68,26.84,,,,silty,clay [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with biogenic components ,clay [W22_2],1.0,sand [W22_1],3.0,foraminifera enriched in some sandy layers.,,,,,,,,,,,,moderate [B06],3.0,,,,
,344-U1413B-3H-CC-A,344,U1413,B,3,3-CC,H,CC,A,16,19,26.84,26.87,,minimal [drilling disturbance],1.0,silty,sand [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  sand ,silty sand  with biogenic components ,,,sand [W22_1],3.0,"sequences of mm to cm-sized, normal graded fine sands",,,,,,,,,,,,moderate [B06],3.0,,,,
,344-U1413B-3H-CC-A,344,U1413,B,3,3-CC,H,CC,A,19,27,26.87,26.95,,,,silty,clay [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with biogenic components ,clay [W22_2],1.0,sand [W22_1],3.0,foraminifera enriched in some sandy layers.,,,,,,,,,,,,moderate [B06],3.0,,,,
