dupes and comments,Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Drilling disturbance type,Drilling disturbance intensity,Drilling disturbance intensity rank,Lithology Prefix,Lithology Principal Name,Lithology Suffix,MAJ Lith. color,MAJ Lith. prefix + name,MAJ Lith. prefix+name+suffix,MAJ Lith. ave. grain size ,MAJ Lith. ave. grain size rank,MAJ Lith. max. grain size,MAJ Lith. max. grain size rank,Lith. comment,Clast lithology,Clast size,Clast morphology (shape),Clast sorting,Clast color,Clast roundness,Clast roundness rank,Clast lithology comment,Matrix sorting,Clast/matrix texture,Matrix comment,Bioturbation intensity,Bioturbation intensity rank,General comment,File Data,Ship File Links,Shore File Links
,344-U1413B-1H-3-A,344,U1413,B,1,1-3,H,3,A,54,56,3.54,3.56,,,,,sand [USGS],,N 3 (very dark gray),sand ,sand ,sand [W22_1],3.0,sand [W22_1],3.0,Dominated by biogenic forams and shells and felsdpars.  Some glauconite.  All other minerals are rare.,,,,,,,,,,,,common [B06],4.0,,,,
,344-U1413B-1H-3-A,344,U1413,B,1,1-3,H,3,A,56,82,3.56,3.82,,,,silty,clay [USGS],,5GY 4/1 (dark greenish gray),silty  clay ,silty clay ,clay [W22_2],1.0,very fine silt [W22_2],2.0,"Mildly calcareous, contains several sand layers intercalated.  Sand layers contains abundant biogenic material.  Shell fragments are common but dispersed.  ",calcareous biosiliceous ooze [Leg339],cobble [W22_2],,,,,,,,,,common [B06],4.0,,,,
,344-U1413B-1H-3-A,344,U1413,B,1,1-3,H,3,A,82,83,3.82,3.83,,,,,sand [USGS],,N 3 (very dark gray),sand ,sand ,sand [W22_1],3.0,sand [W22_1],3.0,Dominated by biogenic forams and shells and felsdpars.  Some glauconite.  All other minerals are rare.,,,,,,,,,,,,common [B06],4.0,,,,
,344-U1413B-1H-3-A,344,U1413,B,1,1-3,H,3,A,83,105,3.83,4.05,,,,silty,clay [USGS],,5GY 4/1 (dark greenish gray),silty  clay ,silty clay ,clay [W22_2],1.0,very fine silt [W22_2],2.0,"Mildly calcareous, contains several sand layers intercalated.  Sand layers contains abundant biogenic material.  Shell fragments are common but dispersed.  ",calcareous biosiliceous ooze [Leg339],cobble [W22_2],,,,,,,,,,common [B06],4.0,,,,
,344-U1413B-1H-3-A,344,U1413,B,1,1-3,H,3,A,105,106,4.05,4.06,,,,,sand [USGS],,N 3 (very dark gray),sand ,sand ,sand [W22_1],3.0,sand [W22_1],3.0,Dominated by biogenic forams and shells and felsdpars.  Some glauconite.  All other minerals are rare.,,,,,,,,,,,,common [B06],4.0,,,,
,344-U1413B-1H-3-A,344,U1413,B,1,1-3,H,3,A,106,110,4.06,4.1,,,,,sand [USGS],,N 3 (very dark gray),sand ,sand ,sand [W22_1],3.0,sand [W22_1],3.0,Dominated by biogenic forams and shells and felsdpars.  Some glauconite.  All other minerals are rare.,,,,,,,,,,,,common [B06],4.0,,,,
,344-U1413B-1H-3-A,344,U1413,B,1,1-3,H,3,A,110,142,4.1,4.42,,,,silty,clay [USGS],,5GY 4/1 (dark greenish gray),silty  clay ,silty clay ,clay [W22_2],1.0,very fine silt [W22_2],2.0,"Mildly calcareous, contains several sand layers intercalated.  Sand layers contains abundant biogenic material.  Shell fragments are common but dispersed.  ",calcareous biosiliceous ooze [Leg339],cobble [W22_2],,,,,,,,,,common [B06],4.0,,,,
,344-U1413B-1H-3-A,344,U1413,B,1,1-3,H,3,A,142,150,4.42,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,IW,,,
,344-U1413B-1H-4-A,344,U1413,B,1,1-4,H,4,A,0,59,4.5,5.09,,,,silty,clay [USGS],,5GY 5/1 (greenish gray),silty  clay ,silty clay ,clay [W22_2],1.0,very fine silt [W22_2],2.0,"Dominated by calcite, galuconite and felsdpar.  lithic fragments are less common. Rare amphybole, chlorite and some glass",,,,,,,,,,,,common [B06],4.0,Very mottled appearance due to zones of high detrital calcite concentration and cementation.  ,,,
,344-U1413B-1H-4-A,344,U1413,B,1,1-4,H,4,A,59,60,5.09,5.1,,,,,sand [USGS],,N 3 (very dark gray),sand ,sand ,sand [W22_1],3.0,sand [W22_1],3.0,Dominated by biogenic forams and shells and felsdpars.  Some glauconite.  All other minerals are rare.,,,,,,,,,,,,common [B06],4.0,,,,
,344-U1413B-1H-4-A,344,U1413,B,1,1-4,H,4,A,60,73,5.1,5.23,,,,silty,clay [USGS],,5GY 5/1 (greenish gray),silty  clay ,silty clay ,clay [W22_2],1.0,very fine silt [W22_2],2.0,"Dominated by calcite, galuconite and felsdpar.  lithic fragments are less common. Rare amphybole, chlorite and some glass",,,,,,,,,,,,common [B06],4.0,Very mottled appearance due to zones of high detrital calcite concentration and cementation.  ,,,
,344-U1413B-1H-4-A,344,U1413,B,1,1-4,H,4,A,73,74,5.23,5.24,,,,,sand [USGS],,N 3 (very dark gray),sand ,sand ,sand [W22_1],3.0,sand [W22_1],3.0,Dominated by biogenic forams and shells and felsdpars.  Some glauconite.  All other minerals are rare.,,,,,,,,,,,,common [B06],4.0,,,,
,344-U1413B-1H-4-A,344,U1413,B,1,1-4,H,4,A,74,101,5.24,5.51,,,,silty,clay [USGS],,5GY 5/1 (greenish gray),silty  clay ,silty clay ,clay [W22_2],1.0,very fine silt [W22_2],2.0,"Dominated by calcite, galuconite and felsdpar.  lithic fragments are less common. Rare amphybole, chlorite and some glass",,,,,,,,,,,,common [B06],4.0,Very mottled appearance due to zones of high detrital calcite concentration and cementation.  ,,,
,344-U1413B-1H-4-A,344,U1413,B,1,1-4,H,4,A,101,110,5.51,5.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,IW,,,
,344-U1413B-1H-5-A,344,U1413,B,1,1-5,H,5,A,0,61,5.6,6.21,,,,silty,clay [USGS],,5GY 5/1 (greenish gray),silty  clay ,silty clay ,clay [W22_2],1.0,very fine silt [W22_2],2.0,"Dominated by calcite, galuconite and felsdpar.  lithic fragments are less common. Rare amphybole, chlorite and some glass",,,,,,,,,,,,common [B06],4.0,Very mottled appearance due to zones of high detrital calcite concentration and cementation.  Calcite cemented nodule up to 2 cm diameter at 52 to 56 cm,,,
,344-U1413B-1H-5-A,344,U1413,B,1,1-5,H,5,A,61,70,6.21,6.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,IW,,,
,344-U1413B-1H-CC-A,344,U1413,B,1,1-CC,H,CC,A,0,35,6.3,6.65,,,,silty,clay [USGS],,5GY 5/1 (greenish gray),silty  clay ,silty clay ,clay [W22_2],1.0,very fine silt [W22_2],2.0,"Dominated by calcite, galuconite and felsdpar.  lithic fragments are less common. Rare amphybole, chlorite and some glass",calcareous [USGS],cobble [W22_2],nuggets,,,,,,,,,common [B06],4.0,Very mottled appearance due to zones of high detrital calcite concentration and cementation.  Calcite cemented nodule up to 2 cm diameter at 11 to 14 cm,,,
,344-U1413B-2H-1,344,U1413,B,2,2-1,H,1,,140,150,8.0,8.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,IW,,,
,344-U1413B-2H-1-A,344,U1413,B,2,2-1,H,1,A,0,19,6.6,6.79,,minimal [drilling disturbance],1.0,silty,clay [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with biogenic components ,clay [W22_2],1.0,sand [W22_1],3.0,foraminifera enriched in some sandy layers.,,,,,,,,,,,,moderate [B06],3.0,,,,
,344-U1413B-2H-1-A,344,U1413,B,2,2-1,H,1,A,19,20,6.79,6.8,,minimal [drilling disturbance],1.0,silty,sand [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  sand ,silty sand  with biogenic components ,,,sand [W22_1],3.0,"sequences of mm to cm-sized, normal graded fine sands",,,,,,,,,,,,moderate [B06],3.0,,,,
,344-U1413B-2H-1-A,344,U1413,B,2,2-1,H,1,A,20,43,6.8,7.03,,minimal [drilling disturbance],1.0,silty,clay [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with biogenic components ,clay [W22_2],1.0,sand [W22_1],3.0,foraminifera enriched in some sandy layers.,,,,,,,,,,,,moderate [B06],3.0,,,,
,344-U1413B-2H-1-A,344,U1413,B,2,2-1,H,1,A,43,48,7.03,7.08,,minimal [drilling disturbance],1.0,,tephra [FS84],,N 5 (gray),tephra ,tephra ,,,,,,,,,,,,,,,,,,,,,,
,344-U1413B-2H-1-A,344,U1413,B,2,2-1,H,1,A,48,61,7.08,7.21,,minimal [drilling disturbance],1.0,silty,sand [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  sand ,silty sand  with biogenic components ,,,sand [W22_1],3.0,"sequences of mm to cm-sized, normal graded fine sands",,,,,,,,,,,,moderate [B06],3.0,,,,
,344-U1413B-2H-1-A,344,U1413,B,2,2-1,H,1,A,61,62,7.21,7.22,,minimal [drilling disturbance],1.0,silty,sand [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  sand ,silty sand  with biogenic components ,,,sand [W22_1],3.0,"sequences of mm to cm-sized, normal graded fine sands",,,,,,,,,,,,moderate [B06],3.0,,,,
,344-U1413B-2H-1-A,344,U1413,B,2,2-1,H,1,A,62,70,7.22,7.3,,minimal [drilling disturbance],1.0,silty,clay [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with biogenic components ,clay [W22_2],1.0,sand [W22_1],3.0,foraminifera enriched in some sandy layers.,,,,,,,,,,,,moderate [B06],3.0,,,,
,344-U1413B-2H-1-A,344,U1413,B,2,2-1,H,1,A,70,72,7.3,7.32,,minimal [drilling disturbance],1.0,silty,sand [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  sand ,silty sand  with biogenic components ,,,sand [W22_1],3.0,"sequences of mm to cm-sized, normal graded fine sands",,,,,,,,,,,,moderate [B06],3.0,,,,
,344-U1413B-2H-1-A,344,U1413,B,2,2-1,H,1,A,72,96,7.32,7.56,,minimal [drilling disturbance],1.0,silty,clay [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with biogenic components ,clay [W22_2],1.0,sand [W22_1],3.0,foraminifera enriched in some sandy layers.,,,,,,,,,,,,moderate [B06],3.0,,,,
,344-U1413B-2H-1-A,344,U1413,B,2,2-1,H,1,A,96,97,7.56,7.57,,minimal [drilling disturbance],1.0,silty,sand [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  sand ,silty sand  with biogenic components ,,,sand [W22_1],3.0,"sequences of mm to cm-sized, normal graded fine sands",,,,,,,,,,,,moderate [B06],3.0,,,,
,344-U1413B-2H-1-A,344,U1413,B,2,2-1,H,1,A,97,105,7.57,7.65,,minimal [drilling disturbance],1.0,silty,clay [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with biogenic components ,clay [W22_2],1.0,sand [W22_1],3.0,foraminifera enriched in some sandy layers.,,,,,,,,,,,,moderate [B06],3.0,,,,
,344-U1413B-2H-1-A,344,U1413,B,2,2-1,H,1,A,105,108,7.65,7.68,,minimal [drilling disturbance],1.0,silty,sand [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  sand ,silty sand  with biogenic components ,,,sand [W22_1],3.0,"sequences of mm to cm-sized, normal graded fine sands",,,,,,,,,,,,moderate [B06],3.0,,,,
,344-U1413B-2H-1-A,344,U1413,B,2,2-1,H,1,A,108,114,7.68,7.74,,minimal [drilling disturbance],1.0,silty,clay [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with biogenic components ,clay [W22_2],1.0,sand [W22_1],3.0,foraminifera enriched in some sandy layers.,,,,,,,,,,,,moderate [B06],3.0,,,,
,344-U1413B-2H-1-A,344,U1413,B,2,2-1,H,1,A,114,115,7.74,7.75,,minimal [drilling disturbance],1.0,silty,sand [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  sand ,silty sand  with biogenic components ,,,sand [W22_1],3.0,"sequences of mm to cm-sized, normal graded fine sands",,,,,,,,,,,,moderate [B06],3.0,,,,
,344-U1413B-2H-1-A,344,U1413,B,2,2-1,H,1,A,115,132,7.75,7.92,,minimal [drilling disturbance],1.0,silty,clay [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with biogenic components ,clay [W22_2],1.0,sand [W22_1],3.0,foraminifera enriched in some sandy layers.,,,,,,,,,,,,moderate [B06],3.0,,,,
,344-U1413B-2H-1-A,344,U1413,B,2,2-1,H,1,A,132,133,7.92,7.93,,minimal [drilling disturbance],1.0,silty,sand [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  sand ,silty sand  with biogenic components ,,,sand [W22_1],3.0,"sequences of mm to cm-sized, normal graded fine sands",,,,,,,,,,,,moderate [B06],3.0,,,,
,344-U1413B-2H-1-A,344,U1413,B,2,2-1,H,1,A,133,140,7.93,8.0,,minimal [drilling disturbance],1.0,silty,clay [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with biogenic components ,clay [W22_2],1.0,sand [W22_1],3.0,foraminifera enriched in some sandy layers.,,,,,,,,,,,,moderate [B06],3.0,,,,
,344-U1413B-2H-2,344,U1413,B,2,2-2,H,2,,140,150,9.5,9.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,IW,,,
,344-U1413B-2H-2-A,344,U1413,B,2,2-2,H,2,A,0,17,8.1,8.27,,minimal [drilling disturbance],1.0,silty,clay [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with biogenic components ,clay [W22_2],1.0,sand [W22_1],3.0,foraminifera enriched in some sandy layers.,,,,,,,,,,,,moderate [B06],3.0,,,,
,344-U1413B-2H-2-A,344,U1413,B,2,2-2,H,2,A,17,20,8.27,8.3,,minimal [drilling disturbance],1.0,silty,sand [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  sand ,silty sand  with biogenic components ,,,sand [W22_1],3.0,"sequences of mm to cm-sized, normal graded fine sands",,,,,,,,,,,,moderate [B06],3.0,,,,
,344-U1413B-2H-2-A,344,U1413,B,2,2-2,H,2,A,20,33,8.3,8.43,,minimal [drilling disturbance],1.0,silty,clay [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with biogenic components ,clay [W22_2],1.0,sand [W22_1],3.0,foraminifera enriched in some sandy layers.,,,,,,,,,,,,moderate [B06],3.0,,,,
,344-U1413B-2H-2-A,344,U1413,B,2,2-2,H,2,A,33,35,8.43,8.45,,minimal [drilling disturbance],1.0,silty,sand [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  sand ,silty sand  with biogenic components ,,,sand [W22_1],3.0,"sequences of mm to cm-sized, normal graded fine sands",,,,,,,,,,,,moderate [B06],3.0,,,,
,344-U1413B-2H-2-A,344,U1413,B,2,2-2,H,2,A,35,50,8.45,8.6,,minimal [drilling disturbance],1.0,silty,clay [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with biogenic components ,clay [W22_2],1.0,sand [W22_1],3.0,foraminifera enriched in some sandy layers.,,,,,,,,,,,,moderate [B06],3.0,,,,
,344-U1413B-2H-2-A,344,U1413,B,2,2-2,H,2,A,50,53,8.6,8.63,,minimal [drilling disturbance],1.0,silty,sand [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  sand ,silty sand  with biogenic components ,,,sand [W22_1],3.0,"sequences of mm to cm-sized, normal graded fine sands",,,,,,,,,,,,moderate [B06],3.0,,,,
,344-U1413B-2H-2-A,344,U1413,B,2,2-2,H,2,A,53,57,8.63,8.67,,minimal [drilling disturbance],1.0,silty,clay [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with biogenic components ,clay [W22_2],1.0,sand [W22_1],3.0,foraminifera enriched in some sandy layers.,,,,,,,,,,,,moderate [B06],3.0,,,,
,344-U1413B-2H-2-A,344,U1413,B,2,2-2,H,2,A,57,59,8.67,8.69,,minimal [drilling disturbance],1.0,silty,sand [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  sand ,silty sand  with biogenic components ,,,sand [W22_1],3.0,"sequences of mm to cm-sized, normal graded fine sands",,,,,,,,,,,,moderate [B06],3.0,,,,
,344-U1413B-2H-2-A,344,U1413,B,2,2-2,H,2,A,59,65,8.69,8.75,,minimal [drilling disturbance],1.0,silty,clay [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with biogenic components ,clay [W22_2],1.0,sand [W22_1],3.0,foraminifera enriched in some sandy layers.,,,,,,,,,,,,moderate [B06],3.0,,,,
,344-U1413B-2H-2-A,344,U1413,B,2,2-2,H,2,A,65,66,8.75,8.76,,minimal [drilling disturbance],1.0,silty,sand [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  sand ,silty sand  with biogenic components ,,,sand [W22_1],3.0,"sequences of mm to cm-sized, normal graded fine sands",,,,,,,,,,,,moderate [B06],3.0,,,,
,344-U1413B-2H-2-A,344,U1413,B,2,2-2,H,2,A,66,73,8.76,8.83,,minimal [drilling disturbance],1.0,silty,clay [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with biogenic components ,clay [W22_2],1.0,sand [W22_1],3.0,foraminifera enriched in some sandy layers.,,,,,,,,,,,,moderate [B06],3.0,,,,
,344-U1413B-2H-2-A,344,U1413,B,2,2-2,H,2,A,73,75,8.83,8.85,,minimal [drilling disturbance],1.0,silty,sand [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  sand ,silty sand  with biogenic components ,,,sand [W22_1],3.0,"sequences of mm to cm-sized, normal graded fine sands",,,,,,,,,,,,moderate [B06],3.0,,,,
,344-U1413B-2H-2-A,344,U1413,B,2,2-2,H,2,A,75,87,8.85,8.97,,minimal [drilling disturbance],1.0,silty,clay [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with biogenic components ,clay [W22_2],1.0,sand [W22_1],3.0,foraminifera enriched in some sandy layers.,,,,,,,,,,,,moderate [B06],3.0,,,,
,344-U1413B-2H-2-A,344,U1413,B,2,2-2,H,2,A,87,88,8.97,8.98,,minimal [drilling disturbance],1.0,silty,sand [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  sand ,silty sand  with biogenic components ,,,sand [W22_1],3.0,"sequences of mm to cm-sized, normal graded fine sands",,,,,,,,,,,,moderate [B06],3.0,,,,
,344-U1413B-2H-2-A,344,U1413,B,2,2-2,H,2,A,88,124,8.98,9.34,,minimal [drilling disturbance],1.0,silty,clay [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with biogenic components ,clay [W22_2],1.0,sand [W22_1],3.0,foraminifera enriched in some sandy layers.,,,,,,,,,,,,moderate [B06],3.0,,,,
,344-U1413B-2H-2-A,344,U1413,B,2,2-2,H,2,A,124,125,9.34,9.35,,minimal [drilling disturbance],1.0,silty,sand [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  sand ,silty sand  with biogenic components ,,,sand [W22_1],3.0,"sequences of mm to cm-sized, normal graded fine sands",,,,,,,,,,,,moderate [B06],3.0,,,,
,344-U1413B-2H-2-A,344,U1413,B,2,2-2,H,2,A,125,140,9.35,9.5,,minimal [drilling disturbance],1.0,silty,clay [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with biogenic components ,clay [W22_2],1.0,sand [W22_1],3.0,foraminifera enriched in some sandy layers.,,,,,,,,,,,,moderate [B06],3.0,,,,
,344-U1413B-2H-3,344,U1413,B,2,2-3,H,3,,140,150,11.0,11.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,IW,,,
,344-U1413B-2H-3-A,344,U1413,B,2,2-3,H,3,A,0,15,9.6,9.75,,minimal [drilling disturbance],1.0,silty,clay [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with biogenic components ,clay [W22_2],1.0,sand [W22_1],3.0,foraminifera enriched in some sandy layers.,,,,,,,,,,,,moderate [B06],3.0,,,,
,344-U1413B-2H-3-A,344,U1413,B,2,2-3,H,3,A,15,16,9.75,9.76,,minimal [drilling disturbance],1.0,silty,sand [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  sand ,silty sand  with biogenic components ,,,sand [W22_1],3.0,"sequences of mm to cm-sized, normal graded fine sands",,,,,,,,,,,,moderate [B06],3.0,,,,
,344-U1413B-2H-3-A,344,U1413,B,2,2-3,H,3,A,16,19,9.76,9.79,,minimal [drilling disturbance],1.0,silty,clay [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with biogenic components ,clay [W22_2],1.0,sand [W22_1],3.0,foraminifera enriched in some sandy layers.,,,,,,,,,,,,moderate [B06],3.0,,,,
,344-U1413B-2H-3-A,344,U1413,B,2,2-3,H,3,A,19,21,9.79,9.81,,minimal [drilling disturbance],1.0,silty,sand [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  sand ,silty sand  with biogenic components ,,,sand [W22_1],3.0,"sequences of mm to cm-sized, normal graded fine sands",,,,,,,,,,,,moderate [B06],3.0,,,,
,344-U1413B-2H-3-A,344,U1413,B,2,2-3,H,3,A,21,24,9.81,9.84,,minimal [drilling disturbance],1.0,silty,clay [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with biogenic components ,clay [W22_2],1.0,sand [W22_1],3.0,foraminifera enriched in some sandy layers.,,,,,,,,,,,,moderate [B06],3.0,,,,
,344-U1413B-2H-3-A,344,U1413,B,2,2-3,H,3,A,24,25,9.84,9.85,,minimal [drilling disturbance],1.0,silty,sand [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  sand ,silty sand  with biogenic components ,,,sand [W22_1],3.0,"sequences of mm to cm-sized, normal graded fine sands",,,,,,,,,,,,moderate [B06],3.0,,,,
,344-U1413B-2H-3-A,344,U1413,B,2,2-3,H,3,A,25,37,9.85,9.97,,minimal [drilling disturbance],1.0,silty,clay [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with biogenic components ,clay [W22_2],1.0,sand [W22_1],3.0,foraminifera enriched in some sandy layers.,,,,,,,,,,,,moderate [B06],3.0,,,,
,344-U1413B-2H-3-A,344,U1413,B,2,2-3,H,3,A,37,38,9.97,9.98,,minimal [drilling disturbance],1.0,silty,sand [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  sand ,silty sand  with biogenic components ,,,sand [W22_1],3.0,"sequences of mm to cm-sized, normal graded fine sands",,,,,,,,,,,,moderate [B06],3.0,,,,
,344-U1413B-2H-3-A,344,U1413,B,2,2-3,H,3,A,38,58,9.98,10.18,,minimal [drilling disturbance],1.0,silty,clay [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with biogenic components ,clay [W22_2],1.0,sand [W22_1],3.0,foraminifera enriched in some sandy layers.,,,,,,,,,,,,moderate [B06],3.0,,,,
,344-U1413B-2H-3-A,344,U1413,B,2,2-3,H,3,A,58,63,10.18,10.23,,minimal [drilling disturbance],1.0,silty,sand [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  sand ,silty sand  with biogenic components ,,,sand [W22_1],3.0,"sequences of mm to cm-sized, normal graded fine sands",,,,,,,,,,,,moderate [B06],3.0,,,,
