Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Lithology Prefix,Lithology Principal Name,Lithology Suffix,MAJ Lith. prefix+name+suffix [read only],TEPHRA type,Sediment structures,MAJ lith color (simple),MAJ Lith. color,MAJ Lith. abundance [%],MAJ Lith. ave. grain size ,MAJ Lith. ave. grain size rank [read only],MAJ Lith. max. grain size,MAJ Lith. max. grain size rank [read only],MAJ lithology comment,Minor Lithology Prefix,Minor Lithology Name,Minor Lithology Suffix,MIN Lith. prefix + name,MIN Lith. prefix+name+suffix,MIN Lith. name+suffix,MIN lith color (simple),MIN Lith. color,MIN Lith. abundance [%],MIN Lith. ave. grain size ,MIN Lith. ave. grain size rank,MIN Lith. max. grain size ,MIN Lith. max. grain size rank,MIN lithology comment,Lith. abundance sum [%],Bottom contact or boundary geometry,Bottom contact or boundary definition,Bottom contact or boundary attitude,Layer or bedding thickness,Grading,Amount of ash in lithology,Amount of ash in lithology rank [read only],Sedimentary structure comment,Bioturbation intensity,Bioturbation intensity rank [read only],Diagenetic structure,Macrofossil,General interval comment,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W
355-U1457A-11H-6-A,57,97,102.04,102.44,,silty,clay,,silty clay,,,brown,10YR 4/1 (dark gray),70.0,clay,1.0,silt,2.0,,sandy,silt,,sandy silt,sandy silt,silt,dark gray,10YR 3/1 (very dark gray),30.0,very fine sand,3.0,fine sand,4.0,,100.0,,,,medium bedded,,,,,,,,,,,,,355,U1457,A,11,H,6,A
355-U1457A-11H-6-A,97,132,102.44,102.79,,silty,clay,,silty clay,,,brown,10YR 4/1 (dark gray),90.0,clay,1.0,silt,2.0,,sandy,silt,,sandy silt,sandy silt,silt,dark gray,10YR 3/1 (very dark gray),10.0,very fine sand,3.0,fine sand,4.0,,100.0,,,,thickly bedded,,,,,,,,,,,,,355,U1457,A,11,H,6,A
355-U1457A-11H-CC-A,0,64,102.79,103.43,,silty,clay,,silty clay,,,brown,10YR 4/1 (dark gray),90.0,clay,1.0,silt,2.0,,sandy,silt,,sandy silt,sandy silt,silt,dark gray,10YR 3/1 (very dark gray),10.0,very fine sand,3.0,fine sand,4.0,,100.0,,,,thickly bedded,,,,,,,,,,,,,355,U1457,A,11,H,CC,A
355-U1457A-12H-1-A,0,44,103.7,104.14,,silty,clay,,silty clay,,,brown,10YR 4/1 (dark gray),,clay,1.0,silt,2.0,,,,,,,,,,,,,,,,,gradational,gradational,sub-horizontal,thickly bedded,,,,,,,,,,,,,355,U1457,A,12,H,1,A
355-U1457A-12H-1-A,44,72,104.14,104.42,,silty,clay,,silty clay,,,brown,10YR 4/1 (dark gray),80.0,clay,1.0,silt,2.0,,sandy,silt,,sandy silt,sandy silt,silt,dark gray,10YR 3/1 (very dark gray),20.0,silt,2.0,very fine sand,3.0,,100.0,erosive,sharp,horizontal,medium bedded,,,,,,,,,,,,,355,U1457,A,12,H,1,A
355-U1457A-12H-1-A,72,102,104.42,104.72,,silty,clay,,silty clay,,,brown,10YR 4/1 (dark gray),,clay,1.0,silt,2.0,,,,,,,,,,,,,,,,,,,,medium bedded,,,,,,,,,,,,,355,U1457,A,12,H,1,A
355-U1457A-12H-2-A,0,74,104.72,105.46,,silty,clay,,silty clay,,,brown,10YR 4/1 (dark gray),90.0,clay,1.0,silt,2.0,,sandy,silt,,sandy silt,sandy silt,silt,dark gray,10YR 3/1 (very dark gray),10.0,silt,2.0,very fine sand,3.0,,100.0,,,,thickly bedded,,,,,,,,,,,,,355,U1457,A,12,H,2,A
355-U1457A-12H-3-A,0,46,105.46,105.92,,silty,clay,,silty clay,,,brown,10YR 4/1 (dark gray),,clay,1.0,silt,2.0,,,,,,,,,,,,,,,,,gradational,gradational,horizontal,thickly bedded,,,,,,,,,,,,,355,U1457,A,12,H,3,A
355-U1457A-12H-3-A,46,90,105.92,106.36,,silty,clay,,silty clay,,,brown,10YR 4/1 (dark gray),,clay,1.0,silt,2.0,,,,,,,,,,,,,,,,,gradational,gradational,horizontal,medium bedded,,,,,,,,,,,,,355,U1457,A,12,H,3,A
355-U1457A-12H-3-A,90,151,106.36,106.97,,silty,clay,,silty clay,,,brown,10YR 4/1 (dark gray),80.0,clay,1.0,silt,2.0,,sandy,silt,,sandy silt,sandy silt,silt,dark gray,10YR 3/1 (very dark gray),20.0,silt,2.0,very fine sand,3.0,,100.0,,,,thickly bedded,,,,,,,,,,,,,355,U1457,A,12,H,3,A
355-U1457A-12H-4-A,0,152,106.97,108.49,,silty,clay,,silty clay,,,brown,10YR 4/1 (dark gray),,clay,1.0,silt,2.0,,,,,,,,,,,,,,,,,,,,medium bedded,,,,,,,,,,,,,355,U1457,A,12,H,4,A
355-U1457A-12H-5-A,0,108,108.49,109.57,,silty,clay,,silty clay,,,brown,10YR 4/1 (dark gray),,clay,1.0,silt,2.0,,,,,,,,,,,,,,,,,,,,medium bedded,,,,,,,,,,,,,355,U1457,A,12,H,5,A
355-U1457A-12H-6-A,0,93,109.57,110.5,,silty,clay,,silty clay,,,brown,10YR 4/1 (dark gray),,clay,1.0,silt,2.0,,,,,,,,,,,,,,,,,,,,medium bedded,,,,,,,,,,,,,355,U1457,A,12,H,6,A
355-U1457A-12H-CC-A,0,68,110.5,111.18,,silty,clay,,silty clay,,,brown,10YR 4/1 (dark gray),,clay,1.0,silt,2.0,,,,,,,,,,,,,,,,,,,,medium bedded,,,,,,,,,,,,,355,U1457,A,12,H,CC,A
355-U1457A-13F-1-A,0,150,111.2,112.7,,silty,clay,,silty clay,,,brown,10YR 4/1 (dark gray),,clay,1.0,silt,2.0,,,,,,,,,,,,,,,,,,,,thickly bedded,,,,,,,,,,,,,355,U1457,A,13,F,1,A
355-U1457A-13F-2-A,0,150,112.7,114.2,,silty,clay,,silty clay,,,brown,10YR 4/1 (dark gray),,clay,1.0,silt,2.0,,,,,,,,,,,,,,,,,,,,medium bedded,,,,,,,,,,,,,355,U1457,A,13,F,2,A
355-U1457A-13F-3-A,0,108,114.2,115.28,,silty,clay,,silty clay,,,brown,10YR 4/1 (dark gray),,clay,1.0,silt,2.0,,,,,,,,,,,,,,,,,,,,medium bedded,,,,,,,,,,,,,355,U1457,A,13,F,3,A
355-U1457A-13F-3-A,108,117,115.28,115.37,,sandy,silt,,sandy silt,,,dark gray,10YR 3/1 (very dark gray),80.0,very fine sand,3.0,fine sand,4.0,,silty,clay,,silty clay,silty clay,clay,brown,10YR 4/1 (dark gray),20.0,,,,,,100.0,,,,thinly bedded,,,,,,,,,,,,,355,U1457,A,13,F,3,A
355-U1457A-13F-3-A,117,138,115.37,115.58,,silty,clay,,silty clay,,,brown,10YR 4/1 (dark gray),,clay,1.0,silt,2.0,,,,,,,,,,,,,,,,,,,,medium bedded,,,,,,,,,,,,,355,U1457,A,13,F,3,A
355-U1457A-13F-CC-A,0,18,115.58,115.76,,silty,clay,,silty clay,,,brown,10YR 4/1 (dark gray),,clay,1.0,silt,2.0,,,,,,,,,,,,,,,,,,,,medium bedded,,,,,,,,,,,,,355,U1457,A,13,F,CC,A
355-U1457A-15F-1-A,0,150,120.8,122.3,,silty,clay,,silty clay,,,brown,10YR 4/1 (dark gray),90.0,clay,1.0,silt,2.0,,sandy,silt,,sandy silt,sandy silt,silt,dark gray,10YR 3/1 (very dark gray),10.0,,,,,,100.0,,,,medium bedded,,,,,,,,,,,,,355,U1457,A,15,F,1,A
355-U1457A-15F-2-A,0,153,122.3,123.83,,silty,clay,,silty clay,,,brown,10YR 4/1 (dark gray),80.0,clay,1.0,silt,2.0,,sandy,silt,,sandy silt,sandy silt,silt,dark gray,10YR 3/1 (very dark gray),20.0,,,,,,100.0,,,,medium bedded,,,,,,,,,,,,,355,U1457,A,15,F,2,A
355-U1457A-15F-3-A,0,148,123.83,125.31,,silty,clay,,silty clay,,,brown,10YR 4/1 (dark gray),80.0,clay,1.0,silt,2.0,,sandy,silt,,sandy silt,sandy silt,silt,dark gray,10YR 3/1 (very dark gray),20.0,,,,,,100.0,,,,medium bedded,,,,,,,,,,,,,355,U1457,A,15,F,3,A
355-U1457A-15F-CC-A,0,29,125.31,125.6,,silty,clay,,silty clay,,,brown,10YR 4/1 (dark gray),80.0,clay,1.0,silt,2.0,,sandy,silt,,sandy silt,sandy silt,silt,dark gray,10YR 3/1 (very dark gray),20.0,,,,,,100.0,,,,medium bedded,,,,,,,,,,,,,355,U1457,A,15,F,CC,A
355-U1457A-17F-1-A,0,153,130.4,131.93,,silty,clay,,silty clay,,,brown,10YR 4/1 (dark gray),80.0,clay,1.0,silt,2.0,,sandy,silt,,sandy silt,sandy silt,silt,dark gray,10YR 3/1 (very dark gray),20.0,,,,,,100.0,,,,medium bedded,,,,,,,,,,,,,355,U1457,A,17,F,1,A
355-U1457A-17F-2-A,0,150,131.93,133.43,,silty,clay,,silty clay,,,brown,10YR 4/1 (dark gray),80.0,clay,1.0,silt,2.0,,sandy,silt,,sandy silt,sandy silt,silt,dark gray,10YR 3/1 (very dark gray),20.0,,,,,,100.0,,,,medium bedded,,,,,,,,,,,,,355,U1457,A,17,F,2,A
355-U1457A-17F-3-A,0,141,133.43,134.84,,silty,clay,,silty clay,,,brown,10YR 4/1 (dark gray),70.0,clay,1.0,silt,2.0,,sandy,silt,,sandy silt,sandy silt,silt,dark gray,10YR 3/1 (very dark gray),30.0,,,,,,100.0,,,,medium bedded,,,,,,,,,,,,,355,U1457,A,17,F,3,A
355-U1457A-17F-CC-A,0,13,134.84,134.97,,silty,clay,,silty clay,,,brown,10YR 4/1 (dark gray),,clay,1.0,silt,2.0,,,,,,,,,,,,,,,,,,,,thinly bedded,,,,,,,,,,,,,355,U1457,A,17,F,CC,A
355-U1457A-19F-1-A,0,149,140.0,141.49,,silty,clay,,silty clay,,,brown,10YR 4/1 (dark gray),70.0,clay,1.0,silt,2.0,,sandy,silt,,sandy silt,sandy silt,silt,dark gray,10YR 3/1 (very dark gray),30.0,,,,,,100.0,,,,medium bedded,,,,,,,,,,,,,355,U1457,A,19,F,1,A
355-U1457A-19F-2-A,0,146,141.49,142.95,,silty,clay,,silty clay,,,brown,10YR 4/1 (dark gray),80.0,clay,1.0,silt,2.0,,sandy,silt,,sandy silt,sandy silt,silt,dark gray,10YR 3/1 (very dark gray),20.0,,,,,,100.0,,,,medium bedded,,,,,,,,,,,,,355,U1457,A,19,F,2,A
355-U1457A-19F-3-A,0,101,142.95,143.96,,silty,clay,,silty clay,,,brown,10YR 4/1 (dark gray),70.0,clay,1.0,silt,2.0,,sandy,silt,,sandy silt,sandy silt,silt,dark gray,10YR 3/1 (very dark gray),30.0,,,,,,100.0,,,,medium bedded,,,,,,,,,,,,,355,U1457,A,19,F,3,A
355-U1457A-19F-4-A,0,60,143.96,144.56,,silty,clay,,silty clay,,,brown,10YR 4/1 (dark gray),90.0,clay,1.0,silt,2.0,,sandy,silt,,sandy silt,sandy silt,silt,dark gray,10YR 3/1 (very dark gray),10.0,,,,,,100.0,,,,medium bedded,,,,,,,,,,,,,355,U1457,A,19,F,4,A
355-U1457A-19F-CC-A,0,19,144.56,144.75,,silty,clay,,silty clay,,,brown,10YR 4/1 (dark gray),70.0,clay,1.0,silt,2.0,,sandy,silt,,sandy silt,sandy silt,silt,dark gray,10YR 3/1 (very dark gray),30.0,,,,,,100.0,,,,medium bedded,,,,,,,,,,,,,355,U1457,A,19,F,CC,A
