Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology prefix,Principal lithology,Lithology suffix,Lithology name,Grain size max. [mm],Lithification,Lithification rank,Lithology [%],Lithology classification,Comment,File Data,Extra Sample ID Data
317-U1354B-2H-4-A,317,U1354,B,2,2-4,H,4,A,0,110,8.6,9.7,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",homogeneous silty mud,,
317-U1354B-2H-4-A,317,U1354,B,2,2-4,H,4,A,110,130,9.7,9.9,,Sandy Mud [S54-Leg183],,Sandy Mud,,,,,"Shepard, 1954 - Leg 183 revision",,,
317-U1354B-2H-5-A,317,U1354,B,2,2-5,H,5,A,0,20,9.92,10.12,,Very fine-fine sand [S54-W22],,Very fine-fine sand,,,,,"Shepard, 1954; Wentworth, 1922","shelly v.f.s - m.s.; shelly frag. = m.s.
",,
317-U1354B-2H-5-A,317,U1354,B,2,2-5,H,5,A,20,35,10.12,10.27,,Sandy Mud [S54-Leg183],,Sandy Mud,,,,,"Shepard, 1954 - Leg 183 revision",,,
317-U1354B-2H-5-A,317,U1354,B,2,2-5,H,5,A,35,60,10.27,10.52,,Very fine-fine sand [S54-W22],,Very fine-fine sand,,,,,"Shepard, 1954; Wentworth, 1922","shelly v.f.s - m.s.; shelly frag. = m.s.
",,
317-U1354B-2H-5-A,317,U1354,B,2,2-5,H,5,A,60,65,10.52,10.57,,Sandy Mud [S54-Leg183],,Sandy Mud,,,,,"Shepard, 1954 - Leg 183 revision",,,
317-U1354B-2H-5-A,317,U1354,B,2,2-5,H,5,A,65,85,10.57,10.77,,Medium-coarse sand [S54-W22],,Medium-coarse sand,,,,,"Shepard, 1954; Wentworth, 1922","shelly m.s., well sorted. shell frag.  m.s.",,
317-U1354B-2H-5-A,317,U1354,B,2,2-5,H,5,A,85,90,10.77,10.82,,Sandy Mud [S54-Leg183],,Sandy Mud,,,,,"Shepard, 1954 - Leg 183 revision",,,
317-U1354B-2H-5-A,317,U1354,B,2,2-5,H,5,A,90,95,10.82,10.87,,Medium-coarse sand [S54-W22],,Medium-coarse sand,,,,,"Shepard, 1954; Wentworth, 1922","shelly m.s., well sorted. shell frag.  m.s.",,
317-U1354B-2H-5-A,317,U1354,B,2,2-5,H,5,A,95,110,10.87,11.02,,Sandy Mud [S54-Leg183],,Sandy Mud,,,,,"Shepard, 1954 - Leg 183 revision",,,
317-U1354B-2H-5-A,317,U1354,B,2,2-5,H,5,A,110,122,11.02,11.14,,Medium-coarse sand [S54-W22],,Medium-coarse sand,,,,,"Shepard, 1954; Wentworth, 1922","shelly m.s., well sorted. shell frag.  m.s.",,
317-U1354B-2H-6-A,317,U1354,B,2,2-6,H,6,A,0,54,11.14,11.68,,Medium-coarse sand [S54-W22],,Medium-coarse sand,,,,,"Shepard, 1954; Wentworth, 1922","shelly m.s., well sorted. shell frag.  m.s.",,
317-U1354B-3H-1-A,317,U1354,B,3,3-1,H,1,A,0,15,11.7,11.85,,Shell hash,,Shell hash,,,,,Leg 150,"shell fragments (Tawera, Stirocolpus, and other gastropods)",,
317-U1354B-3H-1-A,317,U1354,B,3,3-1,H,1,A,15,21,11.85,11.91,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision","micaceous mud (with a few v.f. sand), with shells and shell fragments (Tawera).",,
317-U1354B-3H-1-A,317,U1354,B,3,3-1,H,1,A,21,38,11.91,12.08,,Shell hash,,Shell hash,,,,,Leg 150,all are shell fragments <5mm (max. 15mm),,
317-U1354B-4H-1-A,317,U1354,B,4,4-1,H,1,A,0,33,12.1,12.43,,Shell hash,,Shell hash,,,,,Leg 150,"shells & shell fragments (Tawera, Stirocolpus, echinoid spines), beach rock gravel (10mm)",,
317-U1354B-4H-1-A,317,U1354,B,4,4-1,H,1,A,0,150,12.1,13.6,,Sandy Mud [S54-Leg183],,Sandy Mud,,,,,"Shepard, 1954 - Leg 183 revision","calcareous, micaceous, homogeneous, slightly color-mottling, v.f.- f. (mostly v.f.) sandy mud; scattered shells & shell fragments (mostly Stirocolpus).  ",,
317-U1354B-4H-2-A,317,U1354,B,4,4-2,H,2,A,0,150,13.6,15.1,,Sandy Mud [S54-Leg183],,Sandy Mud,,,,,"Shepard, 1954 - Leg 183 revision","calcareous, micaceous, homogeneous, slightly color-mottling, v.f.- f. (mostly v.f.) sandy mud; scattered shells & shell fragments (mostly Stirocolpus).  ",,
317-U1354B-4H-3-A,317,U1354,B,4,4-3,H,3,A,0,150,15.1,16.6,,Sandy Mud [S54-Leg183],,Sandy Mud,,,,,"Shepard, 1954 - Leg 183 revision","calcareous, micaceous, homogeneous, slightly color-mottling, v.f.- f. (mostly v.f.) sandy mud; scattered shells & shell fragments (mostly Stirocolpus).  ",,
317-U1354B-4H-4-A,317,U1354,B,4,4-4,H,4,A,0,104,16.6,17.64,,Sandy Mud [S54-Leg183],,Sandy Mud,,,,,"Shepard, 1954 - Leg 183 revision","calcareous, micaceous, homogeneous, slightly color-mottling, v.f.- f. (mostly v.f.) sandy mud; scattered shells & shell fragments (mostly Stirocolpus).  ",,
317-U1354B-5H-1-A,317,U1354,B,5,5-1,H,1,A,0,7,17.7,17.77,,Marl [Leg210],,Marl,,,,,Leg 210,"micaceous, homogeneous mud with a few v.f. sand, color-mottling.",,
317-U1354B-5H-1-A,317,U1354,B,5,5-1,H,1,A,7,48,17.77,18.18,,Shell hash,,Shell hash,,,,,Leg 150,"shell hash (mainly Tawera, Stirocolpus), with mud ball. ",,
317-U1354B-5H-1-A,317,U1354,B,5,5-1,H,1,A,48,100,18.18,18.7,,Marl [Leg210],,Marl,,,,,Leg 210,"micaceous, homogeneous marl (silty with a few v.f. sand), color-mottling with (N5 ) gray (maybe burrow?). Rare shells & shell fragments are scattered. ",,
317-U1354B-5H-1-A,317,U1354,B,5,5-1,H,1,A,100,150,18.7,19.2,,Marl [Leg210],,Marl,,,,,Leg 210,"upward-fining, v.f. sandy marl; homogeneous, micaceous;  common shells and fragments. ",,
317-U1354B-5H-2-A,317,U1354,B,5,5-2,H,2,A,0,30,19.2,19.5,,Marl [Leg210],,Marl,,,,,Leg 210,"upward-fining, v.f. sandy marl; homogeneous, micaceous;  common shells and fragments. ",,
317-U1354B-5H-2-A,317,U1354,B,5,5-2,H,2,A,30,103,19.5,20.23,,Muddy Sand [S54-Leg183],,Muddy Sand,,,,,"Shepard, 1954 - Leg 183 revision","marly v.f.-f. sand, homogeneous, micaceous; with common shells & shell fragments are scattered.",,
317-U1354B-5H-2-A,317,U1354,B,5,5-2,H,2,A,103,110,20.23,20.3,,Marl [Leg210],,Marl,,,,,Leg 210,homogeneous shelly v.f. sandy marl(with a few f. sand).,,
317-U1354B-6H-1-A,317,U1354,B,6,6-1,H,1,A,0,45,20.4,20.85,,Shell hash,,Shell hash,,,,,Leg 150,"5-6mm shell hash (Stirocolpus, Tawera, Aniator elegans?, echinoid spines); max. 20mm)",,
317-U1354B-6H-1-A,317,U1354,B,6,6-1,H,1,A,45,48,20.85,20.88,,Very fine-fine sand [S54-W22],,Very fine-fine sand,,,,,"Shepard, 1954; Wentworth, 1922","well-sorted v.f. - f. sand (mostly f. sand), micaceous, homogeneous; quartz-rich.",,
317-U1354B-7H-1-A,317,U1354,B,7,7-1,H,1,A,0,98,20.9,21.88,,Very fine-fine sand [S54-W22],,Very fine-fine sand,,loose,,,"Shepard, 1954; Wentworth, 1922","well sorted, micaceous, lithic v f to fine (mostly fine) sand.",,
317-U1354B-7H-2-A,317,U1354,B,7,7-2,H,2,A,0,111,21.88,22.99,,Very fine-fine sand [S54-W22],,Very fine-fine sand,,loose,,,"Shepard, 1954; Wentworth, 1922","well sorted, micaceous, lithic v f to fine (mostly fine) sand.",,
317-U1354B-7H-3-A,317,U1354,B,7,7-3,H,3,A,0,133,22.99,24.32,,Very fine-fine sand [S54-W22],,Very fine-fine sand,,loose,,,"Shepard, 1954; Wentworth, 1922","well sorted, micaceous, lithic v f to fine (mostly fine) sand.",,
317-U1354B-7H-4-A,317,U1354,B,7,7-4,H,4,A,0,124,24.32,25.56,,Very fine-fine sand [S54-W22],,Very fine-fine sand,,loose,,,"Shepard, 1954; Wentworth, 1922","well sorted, micaceous, lithic v f to fine (mostly fine) sand.",,
317-U1354B-7H-5-A,317,U1354,B,7,7-5,H,5,A,0,94,25.56,26.5,,Very fine-fine sand [S54-W22],,Very fine-fine sand,,loose,,,"Shepard, 1954; Wentworth, 1922","well sorted, micaceous, lithic v f to fine (mostly fine) sand.",,
317-U1354B-8H-1-A,317,U1354,B,8,8-1,H,1,A,0,52,26.6,27.12,,Shell hash,,Shell hash,,loose,,,Leg 150,"Shell hash dominated by Stirocolpus and Tawera , lesser Dentatium, Dosinia, Cominella.  Both adult and juvenile forms of Tawera.  Likely fall-in.  A well-rounded quartz pebble (8 mm x 5 mm x 5 mm) was found in the hash.",,
317-U1354B-8H-1-A,317,U1354,B,8,8-1,H,1,A,52,66,27.12,27.26,,Mud [S54-Leg210],,Mud,,loose,,,"Shepard, 1954 - Leg 210 revision",Shelly mud.  Matrix is mud but with shells as in unit above.  Likely drilling disturbance.,,
317-U1354B-8H-1-A,317,U1354,B,8,8-1,H,1,A,64,110,27.24,27.7,,Mud [S54-Leg210],,Mud,,firm,,,"Shepard, 1954 - Leg 210 revision","Homogeneous mud, with a trace amount of vf micaceous sand with rare small (<2 mm) shell fragments scattered throughout, dominated by Tawera.. Faint color mottling from muddy sand-filled burrows.",,
317-U1354B-8H-1-A,317,U1354,B,8,8-1,H,1,A,110,150,27.7,28.1,,Sandy Mud [S54-Leg183],,Sandy Mud,,firm,,,"Shepard, 1954 - Leg 183 revision","Homogeneous sandy mud, with vf micaceous sand with rare small (<2 mm) shell fragments scattered throughout, dominated by Tawera. Faint color mottling from muddy sand-filled burrows.  A sharp bioturbated contact exists at 63 cm depth in section 2, with common Stiracolpus shells overlying the contact.  Muddy sand filled burrows extend down 7 cm below the contact.",,
317-U1354B-8H-2-A,317,U1354,B,8,8-2,H,2,A,0,63,28.1,28.73,,Sandy Mud [S54-Leg183],,Sandy Mud,,firm,,,"Shepard, 1954 - Leg 183 revision","Homogeneous sandy mud, with vf micaceous sand with rare small (<2 mm) shell fragments scattered throughout, dominated by Tawera. Faint color mottling from muddy sand-filled burrows.  A sharp bioturbated contact exists at 63 cm depth in section 2, with common Stiracolpus shells overlying the contact.  Muddy sand filled burrows extend down 7 cm below the contact.",,
317-U1354B-8H-2-A,317,U1354,B,8,8-2,H,2,A,63,149,28.73,29.59,,Sandy Mud [S54-Leg183],,Sandy Mud,,firm,,,"Shepard, 1954 - Leg 183 revision","vf micaceous, calcareous sandy mud.  Homogeneous.  Increasing sand content toward base of section.  126-130 cm clay-rich interval.  Rare Stirocolpus shells throughout, but more concentrated at 92-100 cm, minor concentration at 80-84 cm.
Faint mottling due to presence of muddy-sand filled burrows.",,
317-U1354B-8H-3-A,317,U1354,B,8,8-3,H,3,A,0,150,29.6,31.1,,Sandy Mud [S54-Leg183],,Sandy Mud,,firm,,,"Shepard, 1954 - Leg 183 revision","vf micaceous, calcareous sandy mud.  Homogeneous.  Rare Stirocolpus shells throughout, but more concentrated at 98-100 cm.

Faint mottling throughout due to presence of vf sand filled burrows.",,
317-U1354B-8H-4-A,317,U1354,B,8,8-4,H,4,A,0,130,31.1,32.4,,Sandy Mud [S54-Leg183],,Sandy Mud,,firm,,,"Shepard, 1954 - Leg 183 revision","vf micaceous, calcareous sandy mud.  Homogeneous.  Rare and scattered Stirocolpus shells throughout, but more concentrated at 62-66 cm and 92-94 cm.",,
317-U1354B-8H-5-A,317,U1354,B,8,8-5,H,5,A,0,64,32.6,33.24,,Sandy Mud [S54-Leg183],,Sandy Mud,,firm,,,"Shepard, 1954 - Leg 183 revision","vf micaceous, calcareous sandy mud.  Homogeneous.  Rare and scattered Stirocolpus shells and some Tawera throughout.  Stirocolpus concentrated at 40-44 cm. Slight color mottling.",,
317-U1354B-8H-CC-A,317,U1354,B,8,8-CC,H,CC,A,0,21,33.24,33.45,,Sandy Mud [S54-Leg183],,Sandy Mud,,firm,,,"Shepard, 1954 - Leg 183 revision","vf micaceous, calcareous sandy mud.  Homogeneous. ",,
317-U1354B-9H-1-A,317,U1354,B,9,9-1,H,1,A,0,13,33.5,33.63,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",shelly mud with Tawera and Stirocolpus in a muddy matrix. Possible cave in.,,
317-U1354B-9H-1-A,317,U1354,B,9,9-1,H,1,A,13,59,33.63,34.09,,Sandy Mud [S54-Leg183],,Sandy Mud,,,,,"Shepard, 1954 - Leg 183 revision",v f sandy clay with abundant & scattered shells of Stirocolpus.,,
317-U1354B-9H-1-A,317,U1354,B,9,9-1,H,1,A,59,113,34.09,34.63,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",mud with a few percent micaceous v f sand. ,,
317-U1354B-9H-1-A,317,U1354,B,9,9-1,H,1,A,113,150,34.63,35,,Sandy Mud [S54-Leg183],,Sandy Mud,,,,,"Shepard, 1954 - Leg 183 revision","micaceous, v f sandy mud with abundant shells scattered throughout. Stirocolpus dominant.",,
317-U1354B-9H-2-A,317,U1354,B,9,9-2,H,2,A,0,144,35,36.44,,Sandy Mud [S54-Leg183],,Sandy Mud,,,,,"Shepard, 1954 - Leg 183 revision",,,
317-U1354B-9H-2-A,317,U1354,B,9,9-2,H,2,A,144,150,36.44,36.5,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",,,
317-U1354B-9H-3-A,317,U1354,B,9,9-3,H,3,A,0,150,36.5,38,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",,,
317-U1354B-9H-4-A,317,U1354,B,9,9-4,H,4,A,0,150,38,39.5,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",,,
317-U1354B-9H-5-A,317,U1354,B,9,9-5,H,5,A,0,110,39.5,40.6,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",,,
317-U1354B-9H-6-A,317,U1354,B,9,9-6,H,6,A,0,60,40.6,41.2,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",,,
317-U1354B-9H-CC-A,317,U1354,B,9,9-CC,H,CC,A,0,26,41.2,41.46,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",,,
317-U1354B-10H-1-A,317,U1354,B,10,10-1,H,1,A,0,70,41.5,42.2,,Mud [S54-Leg210],,Mud,,firm,,,"Shepard, 1954 - Leg 210 revision","Homogeneous mud with trace amount of vf, well-sorted sand, slightly micaeous.

Intervals of concentrated shell fragments, mostly Stirocolpus along with some bivalve (Tawera?) fragments (mostly small, few mm in diameter). Minor amount of vf-f sand also. Intervals are at: 33-36 cm, 58-62 cm.",,
317-U1354B-10H-1-A,317,U1354,B,10,10-1,H,1,A,70,150,42.2,43,,Sandy Mud [S54-Leg183],,Sandy Mud,,firm,,,"Shepard, 1954 - Leg 183 revision","Homogeneous calcareous sandy mud.  Sand is vf, well-sorted sand, slightly micaceous.


Intervals of concentrated shell fragments, mostly Stirocolpus along with some bivalve (Tawera?) fragments (small to large , up to ~ 1 cm in diameter). Minor amount of vf-f sand also. Intervals are at:100-106, 109-118 cm.
",,
317-U1354B-10H-2-A,317,U1354,B,10,10-2,H,2,A,0,150,43,44.5,,Mud [S54-Leg210],,Mud,,firm,,,"Shepard, 1954 - Leg 210 revision","Homogeneous mud with trace amount of vf, well-sorted sand, slightly micaceous
",,
317-U1354B-10H-3-A,317,U1354,B,10,10-3,H,3,A,0,45,44.5,44.95,,Mud [S54-Leg210],,Mud,,firm,,,"Shepard, 1954 - Leg 210 revision","Homogeneous mud with trace amount of vf, well-sorted sand, slightly micaceous
",,
317-U1354B-10H-3-A,317,U1354,B,10,10-3,H,3,A,45,150,44.95,46,,Sandy Mud [S54-Leg183],,Sandy Mud,,firm,,,"Shepard, 1954 - Leg 183 revision","Homogeneous calcareous sandy mud.  Sand is vf, well-sorted sand, slightly micaceous.",,
317-U1354B-10H-4-A,317,U1354,B,10,10-4,H,4,A,0,11,46,46.11,,Sandy Mud [S54-Leg183],,Sandy Mud,,firm,,,"Shepard, 1954 - Leg 183 revision","Homogeneous calcareous sandy mud.  Sand is vf, well-sorted sand, slightly micaceous.",,
317-U1354B-10H-4-A,317,U1354,B,10,10-4,H,4,A,11,20,46.11,46.2,,Muddy Sand [S54-Leg183],,Muddy Sand,,firm,,,"Shepard, 1954 - Leg 183 revision","Muddy calcareous sand; sand is vf-f (mostly vf), well-sorted",,
317-U1354B-10H-4-A,317,U1354,B,10,10-4,H,4,A,20,53,46.2,46.53,,Marl [Leg210],,Marl,,firm,,,Leg 210,"Sandy marl, vf-f (mostly vf) with common small (< 2 mm) shell fragments and numerous sand-filled burrows (< 3 mm in diameter).  Shelly interval from 38-47 cm is mostly Stirocolpus with some Tawera fragments up to 1 cm in size.",,
317-U1354B-10H-4-A,317,U1354,B,10,10-4,H,4,A,53,130,46.53,47.3,,Marl [Leg210],,Marl,,firm,,,Leg 210,"Sandy marl, vf-f (mostly vf) with common small (< 2 mm) to large ( <1 cm) shell fragments.  Sandier sections are sand-filled burrows. Background sediment is finer-grained (mud).",,
317-U1354B-10H-4-A,317,U1354,B,10,10-4,H,4,A,130,150,47.3,47.5,,Marl [Leg210],,Marl,,firm,,,Leg 210,Marl with vf-sand filled burrows.  Rare scattered small shell fragments.,,
317-U1354B-10H-5-A,317,U1354,B,10,10-5,H,5,A,0,150,47.5,49,,Marl [Leg210],,Marl,,stiff,,,Leg 210,"Marl with minor amount of vf , well-sorted sand, mostly concentrated in 0-40 cm of section 5, with decreasing concentrations in section 5 and absent in the remainder of the core.  Most of the vf sand in the uppermost part of section 5 is found as burrow fill.  Faintly color mottled throughout.  Very stiff in sections 6 and CC.",,
317-U1354B-10H-6-A,317,U1354,B,10,10-6,H,6,A,0,107,49,50.07,,Marl [Leg210],,Marl,,stiff,,,Leg 210,"Marl with minor amount of vf , well-sorted sand, mostly concentrated in 0-40 cm of section 5, with decreasing concentrations in section 5 and absent in the remainder of the core.  Most of the vf sand in the uppermost part of section 5 is found as burrow fill.  Faintly color mottled throughout.  Very stiff in sections 6 and CC.",,
317-U1354B-10H-CC-A,317,U1354,B,10,10-CC,H,CC,A,0,21,50.07,50.28,,Marl [Leg210],,Marl,,stiff,,,Leg 210,"Marl with minor amount of vf , well-sorted sand, mostly concentrated in 0-40 cm of section 5, with decreasing concentrations in section 5 and absent in the remainder of the core.  Most of the vf sand in the uppermost part of section 5 is found as burrow fill.  Faintly color mottled throughout.  Very stiff in sections 6 and CC.",,
317-U1354B-11H-1-A,317,U1354,B,11,11-1,H,1,A,0,150,50.5,52,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",silty homogeneous mud,,
317-U1354B-11H-2-A,317,U1354,B,11,11-2,H,2,A,0,150,52,53.5,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",silty homogeneous mud,,
317-U1354B-11H-3-A,317,U1354,B,11,11-3,H,3,A,0,150,53.5,55,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",silty homogeneous mud,,
317-U1354B-11H-4-A,317,U1354,B,11,11-4,H,4,A,0,150,55,56.5,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",silty homogeneous mud,,
317-U1354B-11H-5-A,317,U1354,B,11,11-5,H,5,A,0,97,56.5,57.47,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",silty homogeneous mud,,
317-U1354B-11H-CC-A,317,U1354,B,11,11-CC,H,CC,A,0,26,57.47,57.73,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",silty homogeneous mud,,
317-U1354B-12H-1-A,317,U1354,B,12,12-1,H,1,A,0,29,57.5,57.79,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",soupy,,
317-U1354B-12H-1-A,317,U1354,B,12,12-1,H,1,A,29,91,57.79,58.41,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",homogeneous micaceous mud,,
317-U1354B-12H-2-A,317,U1354,B,12,12-2,H,2,A,0,150,58.42,59.92,,Sandy Mud [S54-Leg183],,Sandy Mud,,,,,"Shepard, 1954 - Leg 183 revision",,,
317-U1354B-12H-3-A,317,U1354,B,12,12-3,H,3,A,0,150,59.92,61.42,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",homogeneous micaceous mud,,
317-U1354B-12H-4-A,317,U1354,B,12,12-4,H,4,A,0,75,61.42,62.17,,Sandy Mud [S54-Leg183],,Sandy Mud,,,,,"Shepard, 1954 - Leg 183 revision",,,
317-U1354B-12H-CC-A,317,U1354,B,12,12-CC,H,CC,A,0,23,62.17,62.4,,Sandy Mud [S54-Leg183],,Sandy Mud,,,,,"Shepard, 1954 - Leg 183 revision",,,
317-U1354B-13H-1-A,317,U1354,B,13,13-1,H,1,A,0,20,62.5,62.7,,Muddy Sand [S54-Leg183],,Muddy Sand,,,,,"Shepard, 1954 - Leg 183 revision",,,
317-U1354B-13H-1-A,317,U1354,B,13,13-1,H,1,A,20,150,62.7,64,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",,,
317-U1354B-13H-2-A,317,U1354,B,13,13-2,H,2,A,0,60,64,64.6,,Marl [Leg210],,Marl,,,,,Leg 210,v.f. sandy marl,,
317-U1354B-13H-2-A,317,U1354,B,13,13-2,H,2,A,60,80,64.6,64.8,,Muddy Sand [S54-Leg183],,Muddy Sand,,,,,"Shepard, 1954 - Leg 183 revision",,,
317-U1354B-13H-2-A,317,U1354,B,13,13-2,H,2,A,80,150,64.8,65.5,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",,,
317-U1354B-13H-3-A,317,U1354,B,13,13-3,H,3,A,0,20,65.5,65.7,,Marl [Leg210],,Marl,,,,,Leg 210,v.f. sandy marl,,
317-U1354B-13H-3-A,317,U1354,B,13,13-3,H,3,A,20,150,65.7,67,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",,,
317-U1354B-13H-4-A,317,U1354,B,13,13-4,H,4,A,0,150,67,68.5,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",,,
317-U1354B-13H-5-A,317,U1354,B,13,13-5,H,5,A,0,110,68.5,69.6,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",,,
317-U1354B-13H-6-A,317,U1354,B,13,13-6,H,6,A,0,60,69.59,70.19,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",,,
317-U1354B-13H-CC-A,317,U1354,B,13,13-CC,H,CC,A,0,20,70.2,70.4,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",,,
317-U1354B-14H-1-A,317,U1354,B,14,14-1,H,1,A,0,150,70.5,72,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",,,
317-U1354B-14H-2-A,317,U1354,B,14,14-2,H,2,A,0,77,72,72.77,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",,,
317-U1354B-14H-2-A,317,U1354,B,14,14-2,H,2,A,77,140,72.77,73.4,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",,,
317-U1354B-14H-CC-A,317,U1354,B,14,14-CC,H,CC,A,0,16,73.39,73.55,,Muddy Sand [S54-Leg183],,Muddy Sand,,,,,"Shepard, 1954 - Leg 183 revision",,,
317-U1354B-15H-1-A,317,U1354,B,15,15-1,H,1,A,0,20,73.5,73.7,,Muddy Sand [S54-Leg183],,Muddy Sand,,,,,"Shepard, 1954 - Leg 183 revision",,,
317-U1354B-15H-1-A,317,U1354,B,15,15-1,H,1,A,20,40,73.7,73.9,,Marl [Leg210],,Marl,,,,,Leg 210,v.f. sandy marl,,
317-U1354B-15H-1-A,317,U1354,B,15,15-1,H,1,A,40,60,73.9,74.1,,Muddy Sand [S54-Leg183],,Muddy Sand,,,,,"Shepard, 1954 - Leg 183 revision",,,
317-U1354B-15H-1-A,317,U1354,B,15,15-1,H,1,A,60,124,74.1,74.74,,Mud [S54-Leg210],,Mud,,,,,"Shepard, 1954 - Leg 210 revision",,,
317-U1354B-15H-2-A,317,U1354,B,15,15-2,H,2,A,0,73,74.74,75.47,,Marl [Leg210],,Marl,,,,,Leg 210,v.f. sandy marl,,
317-U1354B-15H-3-A,317,U1354,B,15,15-3,H,3,A,0,50,75.48,75.98,,Marl [Leg210],,Marl,,,,,Leg 210,v.f. sandy marl,,
317-U1354B-15H-4-A,317,U1354,B,15,15-4,H,4,A,0,126,75.99,77.25,,Shell hash,,Shell hash,,,,,Leg 150,,,
