Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top depth [m],Bottom depth [m],Major prefix modifier before principal,Principal lithology name,Minor suffix modifier after principal,Lithology name,Lithology classification,Lithology (%),Grain size max (mm),Lithification,Comment,File Data
329-U1371E-11H-1-A,329,U1371,E,11,11-1,H,1,A,0,140,93.7,95.1,clay-bearing diatom,ooze [MMK88],,clay-bearing diatom ooze,"Mazullo, Meyer & Kidd, 1988",,,,,
329-U1371E-11H-2-A,329,U1371,E,11,11-2,H,2,A,70,80,95.9,96,clay-bearing diatom,ooze [MMK88],,clay-bearing diatom ooze,"Mazullo, Meyer & Kidd, 1988",,,,,
329-U1371E-11H-2-A,329,U1371,E,11,11-2,H,2,A,140,150,96.6,96.7,clay-bearing diatom,ooze [MMK88],,clay-bearing diatom ooze,"Mazullo, Meyer & Kidd, 1988",,,,,
329-U1371E-11H-3-A,329,U1371,E,11,11-3,H,3,A,0,130,96.7,98,clay-bearing diatom,ooze [MMK88],,clay-bearing diatom ooze,"Mazullo, Meyer & Kidd, 1988",,,,,
329-U1371E-11H-4-A,329,U1371,E,11,11-4,H,4,A,60,150,98.8,99.7,clay-bearing diatom,ooze [MMK88],,clay-bearing diatom ooze,"Mazullo, Meyer & Kidd, 1988",,,,,
329-U1371E-11H-5-A,329,U1371,E,11,11-5,H,5,A,0,140,99.7,101.1,clay-bearing diatom,ooze [MMK88],,clay-bearing diatom ooze,"Mazullo, Meyer & Kidd, 1988",,,,,
329-U1371E-11H-6-A,329,U1371,E,11,11-6,H,6,A,0,25,101.2,101.45,clay-bearing diatom,ooze [MMK88],,clay-bearing diatom ooze,"Mazullo, Meyer & Kidd, 1988",,,,,
329-U1371E-11H-6-A,329,U1371,E,11,11-6,H,6,A,45,70,101.65,101.9,clay-bearing diatom,ooze [MMK88],,clay-bearing diatom ooze,"Mazullo, Meyer & Kidd, 1988",,,,,
329-U1371E-11H-6-A,329,U1371,E,11,11-6,H,6,A,90,150,102.1,102.7,clay-bearing diatom,ooze [MMK88],,clay-bearing diatom ooze,"Mazullo, Meyer & Kidd, 1988",,,,,
329-U1371E-11H-CC-A,329,U1371,E,11,11-CC,H,CC,A,0,14,102.7,102.84,clay-bearing diatom,ooze [MMK88],,clay-bearing diatom ooze,"Mazullo, Meyer & Kidd, 1988",,,,,
329-U1371E-12H-1-A,329,U1371,E,12,12-1,H,1,A,0,140,103.2,104.6,clay-bearing diatom,ooze [MMK88],,clay-bearing diatom ooze,"Mazullo, Meyer & Kidd, 1988",,,,,
329-U1371E-12H-2-A,329,U1371,E,12,12-2,H,2,A,0,140,104.7,106.1,clay-bearing diatom,ooze [MMK88],,clay-bearing diatom ooze,"Mazullo, Meyer & Kidd, 1988",,,,,
329-U1371E-12H-3-A,329,U1371,E,12,12-3,H,3,A,70,100,106.9,107.2,clay-bearing diatom,ooze [MMK88],,clay-bearing diatom ooze,"Mazullo, Meyer & Kidd, 1988",,,,,
329-U1371E-12H-3-A,329,U1371,E,12,12-3,H,3,A,110,120,107.3,107.4,clay-bearing diatom,ooze [MMK88],,clay-bearing diatom ooze,"Mazullo, Meyer & Kidd, 1988",,,,,
329-U1371E-12H-4-A,329,U1371,E,12,12-4,H,4,A,0,70,107.7,108.4,clay-bearing diatom,ooze [MMK88],,clay-bearing diatom ooze,"Mazullo, Meyer & Kidd, 1988",,,,,
329-U1371E-12H-4-A,329,U1371,E,12,12-4,H,4,A,70,113,108.4,108.83,zeolitic pelagic,clay [S54] ,,zeolitic pelagic clay,"Shepard, 1954",,,,,
329-U1371E-12H-CC-A,329,U1371,E,12,12-CC,H,CC,A,0,28,108.93,109.21,zeolitic pelagic,clay [S54] ,,zeolitic pelagic clay,"Shepard, 1954",,,,,
329-U1371E-13H-1-A,329,U1371,E,13,13-1,H,1,A,0,140,112.7,114.1,zeolitic pelagic,clay [S54] ,,zeolitic pelagic clay,"Shepard, 1954",,,,,
329-U1371E-13H-2-A,329,U1371,E,13,13-2,H,2,A,0,20,114.2,114.4,zeolitic pelagic,clay [S54] ,,zeolitic pelagic clay,"Shepard, 1954",,,,,
329-U1371E-13H-2-A,329,U1371,E,13,13-2,H,2,A,60,140,114.8,115.6,zeolitic pelagic,clay [S54] ,,zeolitic pelagic clay,"Shepard, 1954",,,,,
329-U1371E-13H-3-A,329,U1371,E,13,13-3,H,3,A,60,90,116.3,116.6,zeolitic pelagic,clay [S54] ,,zeolitic pelagic clay,"Shepard, 1954",,,,,
329-U1371E-13H-3-A,329,U1371,E,13,13-3,H,3,A,120,130,116.9,117,zeolitic pelagic,clay [S54] ,,zeolitic pelagic clay,"Shepard, 1954",,,,,
329-U1371E-13H-4-A,329,U1371,E,13,13-4,H,4,A,0,50,117.2,117.7,zeolitic pelagic,clay [S54] ,,zeolitic pelagic clay,"Shepard, 1954",,,,,
329-U1371E-13H-4-A,329,U1371,E,13,13-4,H,4,A,75,140,117.95,118.6,zeolitic pelagic,clay [S54] ,,zeolitic pelagic clay,"Shepard, 1954",,,,,
329-U1371E-13H-5-A,329,U1371,E,13,13-5,H,5,A,0,30,118.7,119,zeolitic metalliferous pelagic,clay [S54] ,,zeolitic metalliferous pelagic clay,"Shepard, 1954",,,,,
329-U1371E-13H-5-A,329,U1371,E,13,13-5,H,5,A,60,140,119.3,120.1,zeolitic metalliferous pelagic,clay [S54] ,,zeolitic metalliferous pelagic clay,"Shepard, 1954",,,,,
329-U1371E-13H-6-A,329,U1371,E,13,13-6,H,6,A,0,50,120.2,120.7,zeolitic metalliferous pelagic,clay [S54] ,,zeolitic metalliferous pelagic clay,"Shepard, 1954",,,,,
329-U1371E-13H-6-A,329,U1371,E,13,13-6,H,6,A,70,140,120.9,121.6,zeolitic metalliferous pelagic,clay [S54] ,,zeolitic metalliferous pelagic clay,"Shepard, 1954",,,,,
329-U1371E-13H-7-A,329,U1371,E,13,13-7,H,7,A,0,29,121.7,121.99,zeolitic metalliferous pelagic,clay [S54] ,,zeolitic metalliferous pelagic clay,"Shepard, 1954",,,,,
329-U1371E-13H-CC-A,329,U1371,E,13,13-CC,H,CC,A,0,29,122.09,122.38,zeolitic metalliferous pelagic,clay [S54] ,,zeolitic metalliferous pelagic clay,"Shepard, 1954",,,,,
329-U1371E-14H-1-A,329,U1371,E,14,14-1,H,1,A,0,40,122.2,122.6,zeolitic metalliferous pelagic,clay [S54] ,,zeolitic metalliferous pelagic clay,"Shepard, 1954",,,,,
329-U1371E-14H-1-A,329,U1371,E,14,14-1,H,1,A,60,70,122.8,122.9,zeolitic metalliferous pelagic,clay [S54] ,,zeolitic metalliferous pelagic clay,"Shepard, 1954",,,,,
329-U1371E-14H-1-A,329,U1371,E,14,14-1,H,1,A,130,140,123.5,123.6,zeolitic metalliferous pelagic,clay [S54] ,,zeolitic metalliferous pelagic clay,"Shepard, 1954",,,,,
329-U1371E-14H-2-A,329,U1371,E,14,14-2,H,2,A,0,50,123.7,124.2,zeolitic metalliferous pelagic,clay [S54] ,,zeolitic metalliferous pelagic clay,"Shepard, 1954",,,,,
329-U1371E-14H-2-A,329,U1371,E,14,14-2,H,2,A,60,140,124.3,125.1,zeolitic metalliferous pelagic,clay [S54] ,,zeolitic metalliferous pelagic clay,"Shepard, 1954",,,,,
329-U1371E-14H-3-A,329,U1371,E,14,14-3,H,3,A,0,10,125.2,125.3,zeolitic metalliferous pelagic,clay [S54] ,,zeolitic metalliferous pelagic clay,"Shepard, 1954",,,,,
329-U1371E-14H-3-A,329,U1371,E,14,14-3,H,3,A,30,40,125.5,125.6,zeolitic metalliferous pelagic,clay [S54] ,,zeolitic metalliferous pelagic clay,"Shepard, 1954",,,,,
329-U1371E-14H-3-A,329,U1371,E,14,14-3,H,3,A,50,60,125.7,125.8,zeolitic metalliferous pelagic,clay [S54] ,,zeolitic metalliferous pelagic clay,"Shepard, 1954",,,,,
329-U1371E-14H-3-A,329,U1371,E,14,14-3,H,3,A,80,90,126,126.1,zeolitic metalliferous pelagic,clay [S54] ,,zeolitic metalliferous pelagic clay,"Shepard, 1954",,,,,
329-U1371E-14H-3-A,329,U1371,E,14,14-3,H,3,A,100,110,126.2,126.3,zeolitic metalliferous pelagic,clay [S54] ,,zeolitic metalliferous pelagic clay,"Shepard, 1954",,,,,
329-U1371E-14H-3-A,329,U1371,E,14,14-3,H,3,A,120,130,126.4,126.5,zeolitic metalliferous pelagic,clay [S54] ,,zeolitic metalliferous pelagic clay,"Shepard, 1954",,,,,
329-U1371E-14H-4-A,329,U1371,E,14,14-4,H,4,A,0,10,126.7,126.8,zeolitic metalliferous pelagic,clay [S54] ,,zeolitic metalliferous pelagic clay,"Shepard, 1954",,,,,
329-U1371E-14H-4-A,329,U1371,E,14,14-4,H,4,A,30,40,127,127.1,zeolitic metalliferous pelagic,clay [S54] ,,zeolitic metalliferous pelagic clay,"Shepard, 1954",,,,,
329-U1371E-14H-4-A,329,U1371,E,14,14-4,H,4,A,50,60,127.2,127.3,zeolitic metalliferous pelagic,clay [S54] ,,zeolitic metalliferous pelagic clay,"Shepard, 1954",,,,,
329-U1371E-14H-4-A,329,U1371,E,14,14-4,H,4,A,80,90,127.5,127.6,zeolitic metalliferous pelagic,clay [S54] ,,zeolitic metalliferous pelagic clay,"Shepard, 1954",,,,,
329-U1371E-14H-4-A,329,U1371,E,14,14-4,H,4,A,100,131,127.7,128.01,zeolitic metalliferous pelagic,clay [S54] ,,zeolitic metalliferous pelagic clay,"Shepard, 1954",,,,,
329-U1371E-14H-5-A,329,U1371,E,14,14-5,H,5,A,0,10,128.2,128.3,zeolitic metalliferous pelagic,clay [S54] ,,zeolitic metalliferous pelagic clay,"Shepard, 1954",,,,,
329-U1371E-14H-5-A,329,U1371,E,14,14-5,H,5,A,30,40,128.5,128.6,zeolitic metalliferous pelagic,clay [S54] ,,zeolitic metalliferous pelagic clay,"Shepard, 1954",,,,,
329-U1371E-14H-5-A,329,U1371,E,14,14-5,H,5,A,50,60,128.7,128.8,zeolitic metalliferous pelagic,clay [S54] ,,zeolitic metalliferous pelagic clay,"Shepard, 1954",,,,,
329-U1371E-14H-5-A,329,U1371,E,14,14-5,H,5,A,80,90,129,129.1,zeolitic metalliferous pelagic,clay [S54] ,,zeolitic metalliferous pelagic clay,"Shepard, 1954",,,,,
329-U1371E-14H-5-A,329,U1371,E,14,14-5,H,5,A,100,110,129.2,129.3,zeolitic metalliferous pelagic,clay [S54] ,,zeolitic metalliferous pelagic clay,"Shepard, 1954",,,,,
329-U1371E-14H-5-A,329,U1371,E,14,14-5,H,5,A,120,130,129.4,129.5,zeolitic metalliferous pelagic,clay [S54] ,,zeolitic metalliferous pelagic clay,"Shepard, 1954",,,,,
329-U1371E-14H-6-A,329,U1371,E,14,14-6,H,6,A,40,56,130.1,130.26,zeolitic metalliferous pelagic,clay [S54] ,,zeolitic metalliferous pelagic clay,"Shepard, 1954",,,,,
329-U1371E-14H-CC-A,329,U1371,E,14,14-CC,H,CC,A,0,30,130.36,130.66,zeolitic metalliferous pelagic,clay [S54] ,,zeolitic metalliferous pelagic clay,"Shepard, 1954",,,,,
