Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Lithology Prefix,Lithology Principal Name,Lithology Suffix,Lithology prefix+name [read only],Lithology prefix+name+suffix [read only],Lithology name+suffix [read only],Lithology  abundance [%],Lithology color (simple),Bottom contact or boundary geometry,Bottom contact or boundary attitude,Bedding thickness of MAJOR lithology,Interbed lithology,Thickness of interbeds,INTERPRETATION - Turbiditic or Hemipelagic,TEPHRA type,Sedimentary structure,Sedimentary structure comment,Diagenetic structure,Macrofossil,General interval comment,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W
354-U1454B-2H-1-A,35,58,7.45,7.68,,,clay [Leg210],,clay,clay,clay,,dark gray,gradational,,thin bed [B01],silt [Leg210],very thin bed [B01],,,,,,,,,,,354,U1454,B,2,H,1,A
354-U1454B-2H-1-A,58,76,7.68,7.86,,,silt [Leg210],with plant fragments [2014],silt,silt with plant fragments,silt with plant fragments,,dark gray,sharp irregular,,,,,,,cross-bedding,,,,76cm plant fragment layer,,,,354,U1454,B,2,H,1,A
354-U1454B-2H-1-A,76,112,7.86,8.22,,,clay [Leg210],,clay,clay,clay,,dark gray,gradational,,thin bed [B01],silt [Leg210],thin bed [B01],,,parallel lamination,,,,,,,,354,U1454,B,2,H,1,A
354-U1454B-2H-1-A,112,134,8.22,8.44,,,silt [Leg210],with plant fragments [2014],silt,silt with plant fragments,silt with plant fragments,,dark gray,sharp planar,horizontal,,,,,,cross-bedding,,,,,,,,354,U1454,B,2,H,1,A
354-U1454B-2H-1-A,134,150,8.44,8.6,,,clay [Leg210],,clay,clay,clay,,dark gray,,,,,,,,,,,,,,,,354,U1454,B,2,H,1,A
354-U1454B-2H-2-A,0,97,8.6,9.57,,,clay [Leg210],,clay,clay,clay,,dark gray,gradational,,medium bed [B01],silt [Leg210],thin bed [B01],,,,,,,,,,,354,U1454,B,2,H,2,A
354-U1454B-2H-2-A,97,110,9.57,9.7,,,silt [Leg210],,silt,silt,silt,,dark gray,sharp planar,horizontal,,,,,,cross-bedding,,,,,,,,354,U1454,B,2,H,2,A
354-U1454B-2H-2-A,110,150,9.7,10.1,,,clay [Leg210],,clay,clay,clay,,dark gray,,,medium bed [B01],silt [Leg210],thin bed [B01],,,parallel lamination,,,,,,,,354,U1454,B,2,H,2,A
354-U1454B-2H-3-A,0,150,10.1,11.6,,,clay [Leg210],,clay,clay,clay,,dark gray,,,medium bed [B01],silt [Leg210],thin bed [B01],,,parallel lamination,,,,,,,,354,U1454,B,2,H,3,A
354-U1454B-2H-4-A,0,84,11.6,12.44,,,silt [Leg210],,silt,silt,silt,,dark gray,sharp irregular,,thick bed [B01],clay [Leg210],thin bed [B01],,,cross-bedding,,,,,,,,354,U1454,B,2,H,4,A
354-U1454B-2H-4-A,84,150,12.44,13.1,,,clay [Leg210],,clay,clay,clay,,dark gray,,,thick bed [B01],silt [Leg210],thin bed [B01],,,parallel lamination,,,,,,,,354,U1454,B,2,H,4,A
354-U1454B-2H-5-A,0,133,13.1,14.43,,,clay [Leg210],,clay,clay,clay,,dark gray,gradational,,,,,,,color banding,,,,,,,,354,U1454,B,2,H,5,A
354-U1454B-2H-5-A,133,143,14.43,14.53,,,silt [Leg210],,silt,silt,silt,,dark gray,sharp planar,horizontal,,,,,,parallel lamination,,,,,,,,354,U1454,B,2,H,5,A
354-U1454B-2H-5-A,143,150,14.53,14.6,,,clay [Leg210],,clay,clay,clay,,dark gray,gradational,,,,,,,color banding,,,,,,,,354,U1454,B,2,H,5,A
354-U1454B-2H-6-A,0,74,14.6,15.34,,,clay [Leg210],,clay,clay,clay,,dark gray,,,,,,,,color banding,,,,,,,,354,U1454,B,2,H,6,A
354-U1454B-2H-7-A,0,39,15.34,15.73,,,clay [Leg210],,clay,clay,clay,,dark gray,gradational,,thin bed [B01],silt [Leg210],thin bed [B01],,,color banding,,,,,,,,354,U1454,B,2,H,7,A
354-U1454B-2H-7-A,39,50,15.73,15.84,,,silt [Leg210],,silt,silt,silt,,dark gray,sharp planar,horizontal,,,,,,parallel lamination,,,,,,,,354,U1454,B,2,H,7,A
354-U1454B-2H-CC-A,0,14,15.84,15.98,,,clay [Leg210],,clay,clay,clay,,dark gray,,,,,,,,color banding,,,,,,,,354,U1454,B,2,H,CC,A
354-U1454B-3H-1-A,0,11,16.6,16.71,,,clay [Leg210],,clay,clay,clay,,gray,bioturbated,,,,,,,,,,,,,,,354,U1454,B,3,H,1,A
354-U1454B-3H-1-A,11,58,16.71,17.18,,foraminifer rich,calcareous clay [Leg210],,foraminifer rich calcareous clay,foraminifer rich calcareous clay,calcareous clay,,gray,,,,,,,,,,,,,,,,354,U1454,B,3,H,1,A
354-U1454B-3H-1-A,58,150,17.18,18.1,,,calcareous clay [Leg210],,calcareous clay,calcareous clay,calcareous clay,,gray,,,,,,,,mottling [BJ80],,,,,,,,354,U1454,B,3,H,1,A
354-U1454B-3H-2-A,0,98,18.1,19.08,,,calcareous clay [Leg210],,calcareous clay,calcareous clay,calcareous clay,,gray,,,,,,,,mottling [BJ80],,,,,,,,354,U1454,B,3,H,2,A
354-U1454B-3H-3-A,0,150,19.08,20.58,,,clay [Leg210],,clay,clay,clay,,gray,,,medium bed [B01],silt [Leg210],very thin bed [B01],,,color banding,,,,,,,,354,U1454,B,3,H,3,A
354-U1454B-3H-4-A,0,150,20.58,22.08,,,clay [Leg210],,clay,clay,clay,,gray,,,medium bed [B01],silt [Leg210],very thin bed [B01],,,color banding,,,,,,,,354,U1454,B,3,H,4,A
354-U1454B-3H-5-A,0,150,22.08,23.58,,,clay [Leg210],,clay,clay,clay,,gray,,,medium bed [B01],silt [Leg210],very thin bed [B01],,,color banding,,,,,,,,354,U1454,B,3,H,5,A
354-U1454B-3H-6-A,0,101,23.58,24.59,,,clay [Leg210],,clay,clay,clay,,gray,,,medium bed [B01],silt [Leg210],very thin bed [B01],,,color banding,,,,,,,,354,U1454,B,3,H,6,A
354-U1454B-3H-7-A,0,71,24.59,25.3,,,clay [Leg210],,clay,clay,clay,,gray,,,medium bed [B01],silt [Leg210],very thin bed [B01],,,color banding,,,,,,,,354,U1454,B,3,H,7,A
354-U1454B-3H-CC-A,0,10,25.3,25.4,,,clay [Leg210],,clay,clay,clay,,gray,,,,,,,,,,,,,,,,354,U1454,B,3,H,CC,A
354-U1454B-4H-1-A,0,69,26.1,26.79,,,sand [Leg210],,sand,sand,sand,,dark gray,sharp irregular,,,,,,,normally graded,,,,,,,,354,U1454,B,4,H,1,A
354-U1454B-4H-1-A,69,100,26.79,27.1,,,clay [Leg210],,clay,clay,clay,,dark gray,,,thin bed [B01],silt [Leg210],thin bed [B01],,,color banding,,,,,,,,354,U1454,B,4,H,1,A
354-U1454B-4H-2-A,0,73,27.1,27.83,,,clay [Leg210],,clay,clay,clay,,dark gray,,,medium bed [B01],silt [Leg210],thin bed [B01],,,color banding,,,,,,,,354,U1454,B,4,H,2,A
354-U1454B-4H-3-A,0,110,27.83,28.93,,,sand [Leg210],,sand,sand,sand,,dark gray,,,,,,,,mud clast,,,,,,,,354,U1454,B,4,H,3,A
354-U1454B-4H-4-A,0,107,28.93,30.0,,,sand [Leg210],,sand,sand,sand,,dark gray,,,,,,,,,,,,,,,,354,U1454,B,4,H,4,A
354-U1454B-4H-5-A,0,146,30.0,31.46,,,sand [Leg210],,sand,sand,sand,,dark gray,,,,,,,,,,,,,,,,354,U1454,B,4,H,5,A
354-U1454B-5F-1-A,0,85,32.1,32.95,,,sand [Leg210],,sand,sand,sand,,dark gray,sharp planar,horizontal,,,,,,normally graded,,,,,,,,354,U1454,B,5,F,1,A
354-U1454B-5F-1-A,85,91,32.95,33.01,,,clay [Leg210],,clay,clay,clay,,gray,sharp planar,horizontal,,,,,,,,,,,,,,354,U1454,B,5,F,1,A
354-U1454B-5F-1-A,91,150,33.01,33.6,,,sand [Leg210],,sand,sand,sand,,dark gray,,,,,,,,,,,,,,,,354,U1454,B,5,F,1,A
354-U1454B-5F-2-A,0,36,33.6,33.96,,,sand [Leg210],,sand,sand,sand,,dark gray,sharp irregular,sub-horizontal,,,,,,,,,,,,,,354,U1454,B,5,F,2,A
354-U1454B-5F-2-A,36,61,33.96,34.21,,,clay [Leg210],,clay,clay,clay,,gray,gradational,,medium bed [B01],sand [Leg210],thin bed [B01],,,,,,,,,,,354,U1454,B,5,F,2,A
354-U1454B-5F-2-A,61,83,34.21,34.43,,,sand [Leg210],with plant fragments [2014],sand,sand with plant fragments,sand with plant fragments,,black,,,,,,,,normally graded,,,,very large and abundant wood fragments >1cm,,,,354,U1454,B,5,F,2,A
354-U1454B-5F-CC-A,0,11,34.43,34.54,,,sand [Leg210],with plant fragments [2014],sand,sand with plant fragments,sand with plant fragments,,,,,,,,,,,,,,mostly wood including a 5cm fragment,,,,354,U1454,B,5,F,CC,A
354-U1454B-6F-1-A,0,122,34.6,35.82,,,sand [Leg210],with mica,sand,sand with mica,sand with mica,,dark gray,,,,,,,,,,,,fine sand,,,,354,U1454,B,6,F,1,A
354-U1454B-6F-2-A,0,140,35.82,37.22,,,sand [Leg210],with mica,sand,sand with mica,sand with mica,,dark gray,,,,,,,,,,,,fine sand,,,,354,U1454,B,6,F,2,A
354-U1454B-6F-3-A,0,71,37.22,37.93,,,sand [Leg210],with mica,sand,sand with mica,sand with mica,,dark gray,,,,,,,,,,,,fine sand,,,,354,U1454,B,6,F,3,A
354-U1454B-7F-1-A,0,139,39.3,40.69,,,sand [Leg210],with mica,sand,sand with mica,sand with mica,,dark gray,,,,,,,,,,,,,,,,354,U1454,B,7,F,1,A
354-U1454B-7F-2-A,0,141,40.69,42.1,,,sand [Leg210],with mica,sand,sand with mica,sand with mica,,dark gray,,,,,,,,,,,,"clay lump from 85 to 109 cm, drilling disturbance.",,,,354,U1454,B,7,F,2,A
354-U1454B-7F-3-A,0,8,42.1,42.18,,clayey [Leg339],silt [Leg210],with mica,clayey silt,clayey silt with mica,silt with mica,,dark gray,gradational,horizontal,,,,,,normally graded,,,,,,,,354,U1454,B,7,F,3,A
354-U1454B-7F-3-A,8,124,42.18,43.34,,,sand [Leg210],with mica,sand,sand with mica,sand with mica,,dark gray,gradational,horizontal,,,,,,normally graded,,,,fine grained sand,,,,354,U1454,B,7,F,3,A
354-U1454B-7F-3-A,124,128,43.34,43.38,,,sand [Leg210],with mica,sand,sand with mica,sand with mica,,dark gray,,,,,,,,,,,,medium grained sand,,,,354,U1454,B,7,F,3,A
354-U1454B-8F-1-A,0,28,44.0,44.28,,silty [Leg339],sand [Leg210],with mica,silty sand,silty sand with mica,sand with mica,,dark gray,sharp planar,sub-horizontal,,,,T,,,,,,,,,,354,U1454,B,8,F,1,A
354-U1454B-8F-1-A,28,44,44.28,44.44,,clayey [Leg339],silt [Leg210],with mica,clayey silt,clayey silt with mica,silt with mica,,dark gray,gradational,horizontal,,,,T,,,,,,,,,,354,U1454,B,8,F,1,A
354-U1454B-8F-1-A,44,86,44.44,44.86,,silty [Leg339],sand [Leg210],with mica,silty sand,silty sand with mica,sand with mica,,dark gray,sharp irregular,sub-horizontal,,,,T,,,,,,,,,,354,U1454,B,8,F,1,A
354-U1454B-8F-1-A,86,113,44.86,45.13,,,clay [Leg210],,clay,clay,clay,,dark gray,sharp planar,sub-horizontal,thin bed [B01],silt [Leg210],lamina [M&W53],T,,,,,,dark gray clayey silt.,,,,354,U1454,B,8,F,1,A
354-U1454B-8F-1-A,113,118,45.13,45.18,,clayey [Leg339],silt [Leg210],with mica,clayey silt,clayey silt with mica,silt with mica,,dark gray,sharp planar,sub-horizontal,,,,T,,parallel lamination,,,,color bands,,,,354,U1454,B,8,F,1,A
354-U1454B-8F-1-A,118,131,45.18,45.31,,,clay [Leg210],,clay,clay,clay,,dark gray,sharp planar,horizontal,,,,T,,,,,,,,,,354,U1454,B,8,F,1,A
354-U1454B-8F-1-A,131,134,45.31,45.34,,clayey [Leg339],silt [Leg210],with mica,clayey silt,clayey silt with mica,silt with mica,,dark gray,sharp planar,horizontal,,,,T,,parallel lamination,,,,,,,,354,U1454,B,8,F,1,A
354-U1454B-8F-1-A,134,143,45.34,45.43,,,clay [Leg210],,clay,clay,clay,,dark gray,sharp planar,horizontal,,,,T,,,,,,,,,,354,U1454,B,8,F,1,A
354-U1454B-8F-1-A,143,150,45.43,45.5,,clayey [Leg339],silt [Leg210],with mica,clayey silt,clayey silt with mica,silt with mica,,dark gray,,,,,,T,,,,,,,,,,354,U1454,B,8,F,1,A
354-U1454B-8F-2-A,0,65,45.5,46.15,,silty [Leg339],sand [Leg210],with mica,silty sand,silty sand with mica,sand with mica,,dark gray,sharp irregular,sub-horizontal,,,,T,,,,,,,,,,354,U1454,B,8,F,2,A
354-U1454B-8F-2-A,65,150,46.15,47.0,,,clay [Leg210],,clay,clay,clay,,dark gray,sharp planar,sub-horizontal,thin bed [B01],silt [Leg210],lamina [M&W53],T,,,,,,dark gray silt.,,,,354,U1454,B,8,F,2,A
354-U1454B-8F-3-A,0,18,47.0,47.18,,,clay [Leg210],,clay,clay,clay,,dark gray,sharp planar,sub-horizontal,,,,,,,,,,,,,,354,U1454,B,8,F,3,A
354-U1454B-8F-3-A,18,149,47.18,48.49,,silty [Leg339],sand [Leg210],with mica,silty sand,silty sand with mica,sand with mica,,dark gray,,,,,,,,,,,,fine sand.,,,,354,U1454,B,8,F,3,A
354-U1454B-9F-1-A,0,6,48.7,48.76,,,clay [Leg210],,clay,clay,clay,,gray,,,,,,,,,,,,,,,,354,U1454,B,9,F,1,A
354-U1454B-9F-1-A,6,114,48.76,49.84,,silty [Leg339],sand [Leg210],with mica,silty sand,silty sand with mica,sand with mica,,dark gray,,,,,,,,,,,,some content of medium sand,,,,354,U1454,B,9,F,1,A
354-U1454B-9F-2-A,0,25,49.84,50.09,,silty [Leg339],sand [Leg210],with mica,silty sand,silty sand with mica,sand with mica,,dark gray,gradational,inclined,,,,,,,,,,,,,,354,U1454,B,9,F,2,A
354-U1454B-9F-2-A,25,95,50.09,50.79,,sandy [Leg339],clay [Leg210],,sandy clay,sandy clay,clay,,gray,gradational,inclined,,,,,,,,,,disturbed by coring,,,,354,U1454,B,9,F,2,A
354-U1454B-9F-2-A,95,115,50.79,50.99,,silty [Leg339],sand [Leg210],with mica,silty sand,silty sand with mica,sand with mica,,dark gray,sharp planar,sub-horizontal,,,,,,,,,,,,,,354,U1454,B,9,F,2,A
354-U1454B-9F-2-A,115,150,50.99,51.34,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,gray,,,thin bed [B01],silt [Leg210],lamina [M&W53],,,,,,,,,,,354,U1454,B,9,F,2,A
354-U1454B-9F-3-A,0,55,51.34,51.89,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,gray,sharp irregular,inclined,thin bed [B01],silt [Leg210],very thin bed [B01],,,,,,,,,,,354,U1454,B,9,F,3,A
354-U1454B-9F-3-A,55,59,51.89,51.93,,nannofossil rich,calcareous clay [Leg210],with foraminifers [2014],nannofossil rich calcareous clay,nannofossil rich calcareous clay with foraminifers,calcareous clay with foraminifers,,light brown,sharp irregular,inclined,,,,,,,,,,,,,,354,U1454,B,9,F,3,A
354-U1454B-9F-3-A,59,64,51.93,51.98,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,gray,,,,,,,,,,,,,,,,354,U1454,B,9,F,3,A
354-U1454B-9F-4-A,0,105,51.98,53.03,,silty [Leg339],sand [Leg210],with mica,silty sand,silty sand with mica,sand with mica,,dark gray,,,,,,,,,,,,,,,,354,U1454,B,9,F,4,A
354-U1454B-9F-CC-A,0,10,53.03,53.13,,silty [Leg339],sand [Leg210],with mica,silty sand,silty sand with mica,sand with mica,,dark gray,,,,,,,,,,,,,,,,354,U1454,B,9,F,CC,A
354-U1454B-10F-1-A,0,67,53.4,54.07,,silty [Leg339],sand [Leg210],with mica,silty sand,silty sand with mica,sand with mica,,dark gray,sharp irregular,inclined,,,,,,,,,,,,,,354,U1454,B,10,F,1,A
354-U1454B-10F-1-A,67,76,54.07,54.16,,sandy [Leg339],clay [Leg210],,sandy clay,sandy clay,clay,,gray,gradational,inclined,,,,,,,,,,,,,,354,U1454,B,10,F,1,A
354-U1454B-10F-1-A,76,97,54.16,54.37,,silty [Leg339],sand [Leg210],with mica,silty sand,silty sand with mica,sand with mica,,dark gray,sharp irregular,inclined,,,,,,,,,,,,,,354,U1454,B,10,F,1,A
354-U1454B-10F-1-A,97,110,54.37,54.5,,clayey [Leg339],sand [Leg210],with mica,clayey sand,clayey sand with mica,sand with mica,,gray,,,,,,,,,,,,,,,,354,U1454,B,10,F,1,A
354-U1454B-10F-2-A,0,148,54.5,55.98,,silty [Leg339],sand [Leg210],with mica,silty sand,silty sand with mica,sand with mica,,dark gray,,,,,,,,,,,,,,,,354,U1454,B,10,F,2,A
354-U1454B-10F-3-A,0,134,55.98,57.32,,silty [Leg339],sand [Leg210],with mica,silty sand,silty sand with mica,sand with mica,,dark gray,,,,,,,,,,,,,,,,354,U1454,B,10,F,3,A
354-U1454B-10F-CC-A,0,10,57.32,57.42,,silty [Leg339],sand [Leg210],with mica,silty sand,silty sand with mica,sand with mica,,dark gray,,,,,,,,,,,,,,,,354,U1454,B,10,F,CC,A
354-U1454B-11F-1-A,0,31,58.1,58.41,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,gray,sharp irregular,sub-horizontal,,,,,,,,,,,,,,354,U1454,B,11,F,1,A
354-U1454B-11F-1-A,31,108,58.41,59.18,,silty [Leg339],sand [Leg210],with mica,silty sand,silty sand with mica,sand with mica,,dark gray,,,,,,,,,,,,,,,,354,U1454,B,11,F,1,A
354-U1454B-11F-2-A,0,63,59.18,59.81,,silty [Leg339],sand [Leg210],with mica,silty sand,silty sand with mica,sand with mica,,dark gray,sharp irregular,sub-horizontal,,,,,,,,,,,,,,354,U1454,B,11,F,2,A
354-U1454B-11F-2-A,63,75,59.81,59.93,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,gray,sharp planar,horizontal,,,,,,,,,,,,,,354,U1454,B,11,F,2,A
354-U1454B-11F-2-A,75,105,59.93,60.23,,clayey [Leg339],silt [Leg210],with mica,clayey silt,clayey silt with mica,silt with mica,,dark gray,sharp planar,horizontal,,,,,,parallel lamination,,,,,,,,354,U1454,B,11,F,2,A
354-U1454B-11F-2-A,105,111,60.23,60.29,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,gray,sharp planar,horizontal,,,,,,,,,,,,,,354,U1454,B,11,F,2,A
354-U1454B-11F-2-A,111,129,60.29,60.47,,silty [Leg339],sand [Leg210],with mica,silty sand,silty sand with mica,sand with mica,,dark gray,sharp irregular,horizontal,,,,,,parallel lamination,,,,,,,,354,U1454,B,11,F,2,A
354-U1454B-11F-2-A,129,144,60.47,60.62,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,gray,,,,,,,,,,,,,,,,354,U1454,B,11,F,2,A
354-U1454B-11F-3-A,0,13,60.68,60.81,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,gray,gradational,sub-horizontal,very thin bed [B01],silt [Leg210],lamina [M&W53],,,,,,,,,,,354,U1454,B,11,F,3,A
354-U1454B-11F-3-A,13,53,60.81,61.21,,silty [Leg339],sand [Leg210],with mica,silty sand,silty sand with mica,sand with mica,,dark gray,sharp irregular,inclined,thin bed [B01],clay [Leg210],lamina [M&W53],,,,,,,,,,,354,U1454,B,11,F,3,A
354-U1454B-11F-3-A,53,76,61.21,61.44,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,gray,sharp irregular,sub-vertical,,,,,,,,,,,,,,354,U1454,B,11,F,3,A
354-U1454B-11F-3-A,76,112,61.44,61.8,,clayey [Leg339],sand [Leg210],with mica,clayey sand,clayey sand with mica,sand with mica,,,,,,,,,,,,,,,,,,354,U1454,B,11,F,3,A
354-U1454B-11F-4-A,0,87,61.8,62.67,,clayey [Leg339],sand [Leg210],with mica,clayey sand,clayey sand with mica,sand with mica,,dark gray,,,,,,,,,,,,,,,,354,U1454,B,11,F,4,A
354-U1454B-11F-CC-A,0,18,62.67,62.85,,clayey [Leg339],sand [Leg210],with mica,clayey sand,clayey sand with mica,sand with mica,,dark gray,,,,,,,,,,,,,,,,354,U1454,B,11,F,CC,A
354-U1454B-12F-1-A,0,10,62.8,62.9,,clayey [Leg339],silt [Leg210],,clayey silt,clayey silt,silt,,dark gray,sharp irregular,sub-horizontal,,,,,,,,,,,,,,354,U1454,B,12,F,1,A
354-U1454B-12F-1-A,10,23,62.9,63.03,,silty [Leg339],sand [Leg210],with mica,silty sand,silty sand with mica,sand with mica,,dark gray,sharp planar,horizontal,,,,,,,,,,fine sand,,,,354,U1454,B,12,F,1,A
354-U1454B-12F-1-A,23,27,63.03,63.07,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,gray,sharp irregular,sub-horizontal,,,,,,,,,,,,,,354,U1454,B,12,F,1,A
354-U1454B-12F-1-A,27,34,63.07,63.14,,silty [Leg339],sand [Leg210],with mica,silty sand,silty sand with mica,sand with mica,,dark gray,sharp planar,sub-horizontal,,,,,,,,,,fine sand,,,,354,U1454,B,12,F,1,A
354-U1454B-12F-1-A,34,37,63.14,63.17,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,gray,sharp planar,inclined,,,,,,,,,,,,,,354,U1454,B,12,F,1,A
354-U1454B-12F-1-A,37,91,63.17,63.71,,silty [Leg339],sand [Leg210],with mica,silty sand,silty sand with mica,sand with mica,,dark gray,,,,,,,,,,,,fine sand,,,,354,U1454,B,12,F,1,A
354-U1454B-12F-2-A,0,103,63.71,64.74,,silty [Leg339],sand [Leg210],with mica,silty sand,silty sand with mica,sand with mica,,dark gray,,,,,,,,,,,,fine sand,,,,354,U1454,B,12,F,2,A
354-U1454B-12F-3-A,0,109,64.74,65.83,,silty [Leg339],sand [Leg210],with mica,silty sand,silty sand with mica,sand with mica,,dark gray,,,,,,,,,,,,fine sand,,,,354,U1454,B,12,F,3,A
354-U1454B-12F-4-A,0,65,65.83,66.48,,silty [Leg339],sand [Leg210],with mica,silty sand,silty sand with mica,sand with mica,,dark gray,,,,,,,,,,,,fine sand,,,,354,U1454,B,12,F,4,A
354-U1454B-14F-1-A,0,8,72.3,72.38,,,sand [Leg210],medium grained,sand,sand medium grained,sand medium grained,,dark gray,sharp irregular,sub-horizontal,,,,,,,,,,,,,,354,U1454,B,14,F,1,A
354-U1454B-14F-1-A,8,32,72.38,72.62,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,gray,sharp irregular,sub-horizontal,,,,,,,,,,,,,,354,U1454,B,14,F,1,A
354-U1454B-14F-1-A,32,69,72.62,72.99,,silty [Leg339],sand [Leg210],with mica,silty sand,silty sand with mica,sand with mica,,dark gray,sharp irregular,sub-horizontal,,,,,,normally graded,,,,,,,,354,U1454,B,14,F,1,A
354-U1454B-14F-1-A,69,75,72.99,73.05,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,gray,sharp irregular,sub-horizontal,,,,,,,,,,,,,,354,U1454,B,14,F,1,A
354-U1454B-14F-1-A,75,79,73.05,73.09,,clayey [Leg339],silt [Leg210],with mica,clayey silt,clayey silt with mica,silt with mica,,dark gray,,,,,,,,parallel lamination,,,,,,,,354,U1454,B,14,F,1,A
354-U1454B-14F-1-A,79,86,73.09,73.16,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,gray,,,,,,,,,,,,,,,,354,U1454,B,14,F,1,A
