Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Sample domain number (if >1 domain),Sample domain name (if >1 domain),Domain relative abundance [%],Lithology Prefix,Lithology Principal name,Lithology Suffix,Lith. prefix+name+suffix,Lithological Accessories 1,Lithological Accessories 2,Lithology color,Layer/Beddding, Lamination,Grading,Other sedimentary feature,Layer or bedding thickness,Lithology avg. grain size ,Lithology avg. grain size rank,Diagenetic constituent,Diagenetic constituent composition,Bioturbation intensity,Bioturbation intensity rank,General interval comment,Bottom contact or boundary type,Bottom contact geometry,Bottom contact definition,Clasts abundance,Clasts [%],Clast -  grain size,Diagenetic structure,Macrofossil,Macrofossil abundance name,Lithology prefix + name,Lithology name+suffix,Ship File Links,Shore File Links,File Data
371-U1509A-5R-2-A,0,150,30.6,32.1,,,,,,nannofossil ooze [Leg339],,nannofossil ooze,,,N 8.5 (white),,,,,,silt [W22_1],2,,,,,Rare pyrite blebs occur through this core.,,,,,,,,,,nannofossil ooze,nannofossil ooze,,,
371-U1509A-5R-3-A,0,110,32.1,33.2,,,,,,nannofossil ooze [Leg339],,nannofossil ooze,,,N 8.5 (white),,,,,,silt [W22_1],2,,,,,Rare pyrite blebs occur through this core.,,,,,,,,,,nannofossil ooze,nannofossil ooze,,,
371-U1509A-5R-4-A,0,64,33.3,33.94,,,,,,nannofossil ooze [Leg339],,nannofossil ooze,,,N 8.5 (white),,,,,,silt [W22_1],2,,,,,Rare pyrite blebs occur through this core.,,,,,,,,,,nannofossil ooze,nannofossil ooze,,,
371-U1509A-7R-1-A,0,117,48.4,49.57,,,,,,nannofossil ooze [Leg339],,nannofossil ooze,,,N 8.5 (white),,,,,,silt [W22_1],2,,,,,,gradational boundary or contact,,,,,,,,,nannofossil ooze,nannofossil ooze,,,
371-U1509A-7R-1-A,117,141,49.57,49.81,,,,,,nannofossil ooze [Leg339],,nannofossil ooze,,,GLEY 1 8/N (white gray),,,,,,silt [W22_1],2,,,,,,gradational boundary or contact,,,,,,,,,nannofossil ooze,nannofossil ooze,,,
371-U1509A-7R-1-A,141,144,49.81,49.84,,,,,,nannofossil ooze [Leg339],with clay [2014],nannofossil ooze with clay,,,GLEY 1 7/N (light gray),,,,,,clay [W22_1],1,,,,,,,,,,,,,,,nannofossil ooze,nannofossil ooze with clay,,,
371-U1509A-7R-2-A,0,3,49.9,49.93,,,,,,nannofossil ooze [Leg339],with clay [2014],nannofossil ooze with clay,,,N 8.5 (white),,,,,,clay [W22_1],1,,,,,,,,,,,,,,,nannofossil ooze,nannofossil ooze with clay,,,
371-U1509A-7R-2-A,3,130,49.93,51.2,,,,,,nannofossil ooze [Leg339],,nannofossil ooze,,,N 8.5 (white),,,,,,silt [W22_1],2,,,,,,gradational boundary or contact,,,,,,,,,nannofossil ooze,nannofossil ooze,,,
371-U1509A-7R-2-A,130,150,51.2,51.4,,,,,nannofossil-rich [2014b],foraminiferal ooze [Leg339],,nannofossil-rich foraminiferal ooze,,,N 8.5 (white),,,,,,fine sand [W22_2],4,,,,,This interval is foraminfer sand with scattered green grains.,,,,,,,,,,nannofossil-rich foraminiferal ooze,foraminiferal ooze,,,
371-U1509A-7R-3-A,0,141,51.4,52.81,,,,,foraminiferal [Leg339],nannofossil ooze [Leg339],,foraminiferal nannofossil ooze,,,N 8.5 (white),,,,,,silt [W22_1],2,,,,,Alternates between nannofossil ooze with forams and nannofossil-rich foraminferal ooze. There are scattered green grains throughout this section.,,,,,,,,,,foraminiferal nannofossil ooze,nannofossil ooze,,,
371-U1509A-7R-4-A,0,53,52.9,53.43,,,,,foraminiferal [Leg339],nannofossil ooze [Leg339],,foraminiferal nannofossil ooze,clay,,N 8.5 (white),,,,,,silt [W22_1],2,,,,,,,,,,,,,,,foraminiferal nannofossil ooze,nannofossil ooze,,,
371-U1509A-8R-1-A,0,146,58.1,59.56,,,,,foraminiferal [Leg339],nannofossil chalk [Leg339],,foraminiferal nannofossil chalk,,,GLEY 1 8/5GY (light greenish gray),,,,,,silt [W22_1],2,,,slight [B06],2,"Pale green laminae observed, along with sporadic occurrences of green grains.",,,,,,,,,,foraminiferal nannofossil chalk,nannofossil chalk,,,
371-U1509A-8R-2-A,0,125,59.56,60.81,,,,,foraminiferal [Leg339],nannofossil chalk [Leg339],,foraminiferal nannofossil chalk,,,GLEY 1 8/5GY (light greenish gray),,,,,,silt [W22_1],2,,,sparse [B06],1,"Pale green laminae observed, along with sporadic occurrences of green grains.",,,,,,,,,,foraminiferal nannofossil chalk,nannofossil chalk,,,
371-U1509A-8R-3-A,0,67,60.91,61.58,,,,,foraminiferal [Leg339],nannofossil chalk [Leg339],,foraminiferal nannofossil chalk,,,GLEY 1 8/5GY (light greenish gray),,,,,,silt [W22_1],2,,,sparse [B06],1,"Pale green laminae observed, along with sporadic occurrences of green grains.",,,,,,,,,,foraminiferal nannofossil chalk,nannofossil chalk,,,
371-U1509A-8R-CC-A,0,9,61.58,61.67,,,,,foraminiferal [Leg339],nannofossil chalk [Leg339],,foraminiferal nannofossil chalk,,,GLEY 1 8/5GY (light greenish gray),,,,,,silt [W22_1],2,,,sparse [B06],1,"Pale green laminae observed, along with sporadic occurrences of green grains.",,,,,,,,,,foraminiferal nannofossil chalk,nannofossil chalk,,,
371-U1509A-9R-1-A,0,147,67.8,69.27,,,,,foraminiferal [Leg339],nannofossil chalk [Leg339],,foraminiferal nannofossil chalk,,,N 8 (white),,,,,,silt [W22_1],2,,,slight [B06],2,"Pale green laminae observed, along with sporadic occurrences of green grains.",,,,,,,,,,foraminiferal nannofossil chalk,nannofossil chalk,,,
371-U1509A-9R-2-A,0,143,69.27,70.7,,,,,foraminiferal [Leg339],nannofossil chalk [Leg339],,foraminiferal nannofossil chalk,,,N 8 (white),,,,,,silt [W22_1],2,,,slight [B06],2,"Pale Pale green laminae observed, along with sporadic occurrences of green grains.",,,,,,,,,,foraminiferal nannofossil chalk,nannofossil chalk,,,
371-U1509A-9R-3-A,0,121,70.7,71.91,,,,,foraminiferal [Leg339],nannofossil chalk [Leg339],,foraminiferal nannofossil chalk,,,N 8 (white),,,,,,silt [W22_1],2,,,slight [B06],2,"Pale green laminae observed, along with sporadic occurrences of green grains.",,,,,,,,,,foraminiferal nannofossil chalk,nannofossil chalk,,,
371-U1509A-9R-4-A,0,71,71.91,72.62,,,,,foraminiferal [Leg339],nannofossil chalk [Leg339],,foraminiferal nannofossil chalk,,,N 8 (white),,,,,,silt [W22_1],2,,,slight [B06],2,"Subtly darker in color than the overlying material. Pale green laminae observed for first time, along with sporadic occurrences of green grains.",,,,,,,,,,foraminiferal nannofossil chalk,nannofossil chalk,,,
371-U1509A-9R-CC-A,0,8,72.62,72.7,,,,,foraminiferal [Leg339],nannofossil chalk [Leg339],,foraminiferal nannofossil chalk,,,N 8 (white),,,,,,silt [W22_1],2,,,slight [B06],2,"Pale green laminae observed, along with sporadic occurrences of green grains.",,,,,,,,,,foraminiferal nannofossil chalk,nannofossil chalk,,,
371-U1509A-10R-1-A,0,146,77.5,78.96,,,,,foraminiferal [Leg339],nannofossil chalk [Leg339],,foraminiferal nannofossil chalk,sponge spicules,radiolarians,N 8 (white),,,,,,silt [W22_1],2,,,slight [B06],2,"Pale green laminae observed, along with sporadic occurrences of green grains.",,,,,,,,,,foraminiferal nannofossil chalk,nannofossil chalk,,,
371-U1509A-10R-2-A,0,150,78.96,80.46,,,,,foraminiferal [Leg339],nannofossil chalk [Leg339],,foraminiferal nannofossil chalk,sponge spicules,radiolarians,N 8 (white),,,,,,silt [W22_1],2,,,slight [B06],2,"Pale green laminae observed, along with sporadic occurrences of green grains.",,,,,,,,,,foraminiferal nannofossil chalk,nannofossil chalk,,,
371-U1509A-10R-3-A,0,105,80.46,81.51,,,,,foraminiferal [Leg339],nannofossil chalk [Leg339],,foraminiferal nannofossil chalk,sponge spicules,radiolarians,N 8 (white),,,,,,silt [W22_1],2,,,slight [B06],2,"Pale green laminae observed, along with sporadic occurrences of green grains.",,,,,,,,,,foraminiferal nannofossil chalk,nannofossil chalk,,,
371-U1509A-10R-4-A,0,81,81.61,82.42,,,,,foraminiferal [Leg339],nannofossil chalk [Leg339],,foraminiferal nannofossil chalk,sponge spicules,radiolarians,N 8 (white),,,,,,silt [W22_1],2,,,slight [B06],2,"Pale green laminae observed, along with sporadic occurrences of green grains.",,,,,,,,,,foraminiferal nannofossil chalk,nannofossil chalk,,,
371-U1509A-11R-1-A,0,145,87.2,88.65,,,,,foraminiferal [Leg339],nannofossil chalk [Leg339],,foraminiferal nannofossil chalk,sponge spicules,radiolarians,N 8 (white),,,,,,silt [W22_1],2,,,slight [B06],2,"Pale green laminae observed, along with sporadic occurrences of green grains.",,,,,,,,,,foraminiferal nannofossil chalk,nannofossil chalk,,,
371-U1509A-11R-2-A,0,65,88.65,89.3,,,,,foraminiferal [Leg339],nannofossil chalk [Leg339],,foraminiferal nannofossil chalk,sponge spicules,radiolarians,N 8 (white),,,,,,silt [W22_1],2,,,slight [B06],2,"Pale green laminae observed, along with sporadic occurrences of green grains.",,,,,,,,,,foraminiferal nannofossil chalk,nannofossil chalk,,,
371-U1509A-11R-2-A,65,95,89.3,89.6,,,,,tuffaceous,foraminiferal chalk [Leg339],with nannofossils and radiolarians [2014],tuffaceous foraminiferal chalk with nannofossils and radiolarians,,,GLEY 1 7/10GY (light greenish grey),bed,,normal grading,,medium bed [B01],fine sand [W22_2],4,,,moderate [B06],3,Color darkens towards the base of the bed.,,sharp,sharp,,,,,,,tuffaceous foraminiferal chalk,foraminiferal chalk with nannofossils and radiolarians,,,
371-U1509A-11R-2-A,95,143,89.6,90.08,,,,,foraminiferal [Leg339],nannofossil chalk [Leg339],,foraminiferal nannofossil chalk,sponge spicules,radiolarians,N 8 (white),,,,,,silt [W22_1],2,,,slight [B06],2,"Pale green laminae observed, along with sporadic occurrences of green grains.",,,,,,,,,,foraminiferal nannofossil chalk,nannofossil chalk,,,
371-U1509A-12R-1-A,0,150,96.8,98.3,,,,,,nannofossil chalk [Leg339],with foraminifers [2014],nannofossil chalk with foraminifers,sponge spicules,,N 8 (white),,,,,,silt [W22_1],2,,,slight [B06],2,"Pale green laminae observed, along with sporadic occurrences of green grains.",,,,,,,,,,nannofossil chalk,nannofossil chalk with foraminifers,,,
371-U1509A-12R-2-A,0,130,98.3,99.6,,,,,,nannofossil chalk [Leg339],with foraminifers [2014],nannofossil chalk with foraminifers,sponge spicules,,N 8 (white),,,,,,silt [W22_1],2,,,slight [B06],2,"Pale green laminae observed, along with sporadic occurrences of green grains. Sub-vertical diagenetic front from ~85cm to ~129cm",,,,,,,,,,nannofossil chalk,nannofossil chalk with foraminifers,,,
371-U1509A-12R-2-A,130,150,99.6,99.8,,,,,foraminiferal [Leg339],nannofossil chalk [Leg339],with sponge spicules [2014],foraminiferal nannofossil chalk with sponge spicules,,,GLEY 1 8/5GY (light greenish gray),,,,,,silt [W22_1],2,,,complete [AI355],5,,,,,,,,,,,foraminiferal nannofossil chalk,nannofossil chalk with sponge spicules,,,
371-U1509A-12R-3-A,0,150,99.8,101.3,,,,,foraminiferal [Leg339],nannofossil chalk [Leg339],with sponge spicules [2014],foraminiferal nannofossil chalk with sponge spicules,,,GLEY 1 8/5GY (light greenish gray),,,,,,silt [W22_1],2,,,complete [AI355],5,section moderately bioturbated by light brownish grey (10YR 6/2) to light grey (10YR 7/2) burrows from zoophycos and planolites. Presence of reddish grey (5R 6/1) diagenetic halo.,,,,,,,,,,foraminiferal nannofossil chalk,nannofossil chalk with sponge spicules,,,
371-U1509A-12R-4-A,0,150,101.3,102.8,,,,,foraminiferal [Leg339],nannofossil chalk [Leg339],with sponge spicules [2014],foraminiferal nannofossil chalk with sponge spicules,,,GLEY 1 8/5GY (light greenish gray),,,,,,silt [W22_1],2,,,complete [AI355],5,"section moderately bioturbated by light brownish grey (10YR 6/2) to light grey (10YR 7/2) burrows from zoophycos and planolites. Presence of reddish grey (5R 6/1) diagenetic halo. At ~91cm, presence of very thin tilted lamina",,,,,,,,,,foraminiferal nannofossil chalk,nannofossil chalk with sponge spicules,,,
371-U1509A-12R-5-A,0,96,102.8,103.76,,,,,foraminiferal [Leg339],nannofossil chalk [Leg339],with sponge spicules [2014],foraminiferal nannofossil chalk with sponge spicules,,,GLEY 1 8/5GY (light greenish gray),,,,,,silt [W22_1],2,,,complete [AI355],5,section moderately bioturbated by light brownish grey (10YR 6/2) to light grey (10YR 7/2) burrows from zoophycos and planolites. Presence of reddish grey (5R 6/1) diagenetic halo.,,,,,,,,,,foraminiferal nannofossil chalk,nannofossil chalk with sponge spicules,,,
371-U1509A-12R-6-A,0,115,103.86,105.01,,,,,foraminiferal [Leg339],nannofossil chalk [Leg339],with sponge spicules [2014],foraminiferal nannofossil chalk with sponge spicules,,,GLEY 1 8/5GY (light greenish gray),,,,,,silt [W22_1],2,,,complete [AI355],5,section moderately bioturbated by light brownish grey (10YR 6/2) to light grey (10YR 7/2) burrows from zoophycos and planolites. Presence of reddish grey (5R 6/1) diagenetic halo.,,,,,,,,,,foraminiferal nannofossil chalk,nannofossil chalk with sponge spicules,,,
371-U1509A-13R-1-A,0,150,106.3,107.8,,,,,foraminiferal [Leg339],nannofossil chalk [Leg339],,foraminiferal nannofossil chalk,radiolarians,sponge spicules,GLEY 1 8/5GY (light greenish gray),,,,,,silt [W22_1],2,,,heavy [DB91],4,"Abundant darker brownish burrows, and diagenetic halos",,,,,,,,,,foraminiferal nannofossil chalk,nannofossil chalk,,,
371-U1509A-13R-2-A,0,150,107.8,109.3,,,,,foraminiferal [Leg339],nannofossil chalk [Leg339],,foraminiferal nannofossil chalk,radiolarians,sponge spicules,GLEY 1 8/5GY (light greenish gray),,,,,,silt [W22_1],2,,,heavy [DB91],4,"Prominent pyrite bleb at 54 cm. Abundant darker brownish burrows, and diagenetic halos",,,,,,,,,,foraminiferal nannofossil chalk,nannofossil chalk,,,
371-U1509A-13R-3-A,0,150,109.3,110.8,,,,,foraminiferal [Leg339],nannofossil chalk [Leg339],,foraminiferal nannofossil chalk,radiolarians,sponge spicules,GLEY 1 8/5GY (light greenish gray),,,,,,silt [W22_1],2,,,heavy [DB91],4,"Some planar laminations at 41-50cm. Abundant darker brownish burrows, and diagenetic halos",,,,,,,,,,foraminiferal nannofossil chalk,nannofossil chalk,,,
371-U1509A-13R-4-A,0,150,110.8,112.3,,,,,foraminiferal [Leg339],nannofossil chalk [Leg339],,foraminiferal nannofossil chalk,radiolarians,sponge spicules,GLEY 1 8/5GY (light greenish gray),,,,,,silt [W22_1],2,,,heavy [DB91],4,"Abundant darker brownish burrows, and diagenetic halos",,,,,,,,,,foraminiferal nannofossil chalk,nannofossil chalk,,,
371-U1509A-13R-5-A,0,150,112.3,113.8,,,,,foraminiferal [Leg339],nannofossil chalk [Leg339],,foraminiferal nannofossil chalk,radiolarians,sponge spicules,GLEY 1 8/5GY (light greenish gray),,,,,,silt [W22_1],2,,,heavy [DB91],4,"Abundant darker brownish burrows, and diagenetic halos",,,,,,,,,,foraminiferal nannofossil chalk,nannofossil chalk,,,
371-U1509A-13R-6-A,0,83,113.8,114.63,,,,,foraminiferal [Leg339],nannofossil chalk [Leg339],,foraminiferal nannofossil chalk,radiolarians,sponge spicules,GLEY 1 8/5GY (light greenish gray),,,,,,silt [W22_1],2,,,heavy [DB91],4,"Abundant darker brownish burrows, and diagenetic halos",,,,,,,,,,foraminiferal nannofossil chalk,nannofossil chalk,,,
371-U1509A-14R-1-A,0,150,115.8,117.3,,,,,foraminiferal [Leg339],nannofossil chalk [Leg339],,foraminiferal nannofossil chalk,radiolarians,sponge spicules,GLEY 1 8/5GY (light greenish gray),,,,,,silt [W22_1],2,,,heavy [DB91],4,"Abundant darker brownish burrows, and diagenetic halos",,,,,,,,,,foraminiferal nannofossil chalk,nannofossil chalk,,,
371-U1509A-14R-2-A,0,150,117.3,118.8,,,,,foraminiferal [Leg339],nannofossil chalk [Leg339],,foraminiferal nannofossil chalk,radiolarians,sponge spicules,GLEY 1 8/5GY (light greenish gray),,,,,,silt [W22_1],2,,,heavy [DB91],4,"Abundant darker brownish burrows, and diagenetic halos",,,,,,,,,,foraminiferal nannofossil chalk,nannofossil chalk,,,
371-U1509A-14R-3-A,0,150,118.8,120.3,,,,,foraminiferal [Leg339],nannofossil chalk [Leg339],,foraminiferal nannofossil chalk,radiolarians,sponge spicules,GLEY 1 8/5GY (light greenish gray),,,,,,silt [W22_1],2,,,heavy [DB91],4,"Abundant darker brownish burrows, and diagenetic halos",,,,,,,,,,foraminiferal nannofossil chalk,nannofossil chalk,,,
371-U1509A-14R-4-A,0,62,120.3,120.92,,,,,foraminiferal [Leg339],nannofossil chalk [Leg339],,foraminiferal nannofossil chalk,radiolarians,sponge spicules,GLEY 1 8/5GY (light greenish gray),,,,,,silt [W22_1],2,,,heavy [DB91],4,"Abundant darker brownish burrows, and diagenetic halos",bioturbated boundary or contact,,,,,,,,,foraminiferal nannofossil chalk,nannofossil chalk,,,
371-U1509A-14R-4-A,62,95,120.92,121.25,,,,,foraminiferal [Leg339],nannofossil chalk [Leg339],,foraminiferal nannofossil chalk,radiolarians,sponge spicules,GLEY 1 8/5GY (light greenish gray),,,,,,silt [W22_1],2,,,heavy [DB91],4,interval severely deformed. syn-sedimentary deformation,sharp boundary or contact,,,,,,,,,foraminiferal nannofossil chalk,nannofossil chalk,,,
371-U1509A-14R-4-A,95,101,121.25,121.31,,,,,foraminiferal [Leg339],nannofossil chalk [Leg339],,foraminiferal nannofossil chalk,radiolarians,sponge spicules,GLEY 1 8/5GY (light greenish gray),,,,,,silt [W22_1],2,,,heavy [DB91],4,,,,,,,,,,,foraminiferal nannofossil chalk,nannofossil chalk,,,
371-U1509A-14R-5-A,0,70,121.41,122.11,,,,,foraminiferal [Leg339],nannofossil chalk [Leg339],,foraminiferal nannofossil chalk,radiolarians,sponge spicules,GLEY 1 8/5GY (light greenish gray),,,,,,silt [W22_1],2,,,heavy [DB91],4,"Abundant darker brownish burrows, and diagenetic halos",,,,,,,,,,foraminiferal nannofossil chalk,nannofossil chalk,,,
371-U1509A-14R-CC-A,0,8,122.11,122.19,,,,,foraminiferal [Leg339],nannofossil chalk [Leg339],,foraminiferal nannofossil chalk,radiolarians,sponge spicules,GLEY 1 8/5GY (light greenish gray),,,,,,silt [W22_1],2,,,heavy [DB91],4,"Abundant darker brownish burrows, and diagenetic halos",,,,,,,,,,foraminiferal nannofossil chalk,nannofossil chalk,,,
371-U1509A-15R-1-A,0,150,125.4,126.9,,,,,foraminiferal [Leg339],nannofossil chalk [Leg339],,foraminiferal nannofossil chalk,radiolarians,sponge spicules,GLEY 1 8/5GY (light greenish gray),,,,,,silt [W22_1],2,,,heavy [DB91],4,"Abundant darker brownish burrows, and diagenetic halos",,,,,,,,,,foraminiferal nannofossil chalk,nannofossil chalk,,,
371-U1509A-15R-2-A,0,150,126.9,128.4,,,,,foraminiferal [Leg339],nannofossil chalk [Leg339],,foraminiferal nannofossil chalk,radiolarians,sponge spicules,GLEY 1 8/5GY (light greenish gray),,,,,,silt [W22_1],2,,,heavy [DB91],4,"Abundant darker brownish burrows, and diagenetic halos",,,,,,,,,,foraminiferal nannofossil chalk,nannofossil chalk,,,
371-U1509A-15R-3-A,0,48,128.4,128.88,,,,,foraminiferal [Leg339],nannofossil chalk [Leg339],,foraminiferal nannofossil chalk,radiolarians,sponge spicules,GLEY 1 8/5GY (light greenish gray),,,,,,silt [W22_1],2,,,heavy [DB91],4,"Abundant darker brownish burrows, and diagenetic halos",,,,,,,,,,foraminiferal nannofossil chalk,nannofossil chalk,,,
371-U1509A-15R-3-A,48,150,128.88,129.9,,,,,foraminiferal [Leg339],nannofossil chalk [Leg339],,foraminiferal nannofossil chalk,radiolarians,sponge spicules,GLEY 1 8/5GY (light greenish gray),,,,,,silt [W22_1],2,,,heavy [DB91],4,Slump deformation,,,,,,,,,,foraminiferal nannofossil chalk,nannofossil chalk,,,
371-U1509A-15R-4-A,0,50,129.9,130.4,,,,,foraminiferal [Leg339],nannofossil chalk [Leg339],,foraminiferal nannofossil chalk,radiolarians,sponge spicules,GLEY 1 8/5GY (light greenish gray),,,,,,silt [W22_1],2,,,heavy [DB91],4,Slump deformation,,,,,,,,,,foraminiferal nannofossil chalk,nannofossil chalk,,,
371-U1509A-15R-4-A,50,75,130.4,130.65,,,,,foraminiferal [Leg339],nannofossil chalk [Leg339],,foraminiferal nannofossil chalk,radiolarians,sponge spicules,GLEY 1 8/5GY (light greenish gray),,,,,,silt [W22_1],2,,,heavy [DB91],4,"Abundant darker brownish burrows, and diagenetic halos",,,,,,,,,,foraminiferal nannofossil chalk,nannofossil chalk,,,
371-U1509A-15R-4-A,75,93,130.65,130.83,,,,,foraminiferal [Leg339],nannofossil chalk [Leg339],,foraminiferal nannofossil chalk,radiolarians,sponge spicules,GLEY 1 8/5GY (light greenish gray),,,,,,silt [W22_1],2,,,heavy [DB91],4,Slump deformation,,,,,,,,,,foraminiferal nannofossil chalk,nannofossil chalk,,,
371-U1509A-15R-4-A,93,150,130.83,131.4,,,,,foraminiferal [Leg339],nannofossil chalk [Leg339],,foraminiferal nannofossil chalk,radiolarians,sponge spicules,GLEY 1 8/5GY (light greenish gray),,,,,,silt [W22_1],2,,,heavy [DB91],4,"Abundant darker brownish burrows, and diagenetic halos",,,,,,,,,,foraminiferal nannofossil chalk,nannofossil chalk,,,
371-U1509A-15R-5-A,0,150,131.4,132.9,,,,,foraminiferal [Leg339],nannofossil chalk [Leg339],,foraminiferal nannofossil chalk,radiolarians,sponge spicules,GLEY 1 8/5GY (light greenish gray),,,,,,silt [W22_1],2,,,heavy [DB91],4,"Abundant darker brownish burrows, and diagenetic halos",,,,,,,,,,foraminiferal nannofossil chalk,nannofossil chalk,,,
371-U1509A-15R-6-A,0,113,132.9,134.03,,,,,foraminiferal [Leg339],nannofossil chalk [Leg339],,foraminiferal nannofossil chalk,radiolarians,sponge spicules,GLEY 1 8/5GY (light greenish gray),,,,,,silt [W22_1],2,,,heavy [DB91],4,"Abundant darker brownish burrows, and diagenetic halos",,,,,,,,,,foraminiferal nannofossil chalk,nannofossil chalk,,,
371-U1509A-15R-6-A,113,150,134.03,134.4,,,,,foraminiferal [Leg339],nannofossil chalk [Leg339],,foraminiferal nannofossil chalk,radiolarians,sponge spicules,GLEY 1 8/5GY (light greenish gray),,,,,,silt [W22_1],2,,,heavy [DB91],4,Slump deformation,,,,,,,,,,foraminiferal nannofossil chalk,nannofossil chalk,,,
371-U1509A-15R-7-A,0,13,134.4,134.53,,,,,foraminiferal [Leg339],nannofossil chalk [Leg339],,foraminiferal nannofossil chalk,radiolarians,sponge spicules,GLEY 1 8/5GY (light greenish gray),,,,,,silt [W22_1],2,,,heavy [DB91],4,Slump deformation,,,,,,,,,,foraminiferal nannofossil chalk,nannofossil chalk,,,
371-U1509A-15R-7-A,13,72,134.53,135.12,,,,,foraminiferal [Leg339],nannofossil chalk [Leg339],,foraminiferal nannofossil chalk,radiolarians,sponge spicules,GLEY 1 8/5GY (light greenish gray),,,,,,silt [W22_1],2,,,heavy [DB91],4,"Abundant darker brownish burrows, and diagenetic halos",,,,,,,,,,foraminiferal nannofossil chalk,nannofossil chalk,,,
371-U1509A-16R-1-A,0,9,135,135.09,,,,,foraminiferal [Leg339],nannofossil chalk [Leg339],,foraminiferal nannofossil chalk,,,GLEY 1 8/N (white gray),,parallel lamination,,,,silt [W22_1],2,,,sparse [B06],1,,,,,,,,,,,foraminiferal nannofossil chalk,nannofossil chalk,,,
