Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],MAJ Lith. Prefix,MAJ Lith. Principal name,MAJ Lith. Suffix,MAJ Lith. prefix+name+suffix,MAJ Lith. color,"Layer, boundary, lamination, grading",Diagenetic constituent,Diagenetic constituent composition,Bioturbation intensity,Bioturbation intensity rank,Deformational structures,General interval comment,MIN Lith. Prefix,MIN Lith. Principal name,MIN Lith. Suffix,MIN Lith. prefix + name,MIN Lith. prefix+name+suffix,MIN Lith. name+suffix,MIN Lith. color,MIN Lith. abundance [%],MIN Lith. ave. grain size ,MIN Lith. ave. grain size rank,MIN Lith. max. grain size ,MIN Lith. max. grain size rank,Lith. abundance sum [%],Bottom contact or boundary type,Bottom contact geometry,Bottom contact definition,Layer or bedding thickness,Clasts abundance,Clast 1 igneous [%],Clast 1 igneous -  grain size,Clast 2 sediment [%],Clast 2 sediment grain size,Clast 3 -other lithology [%],Clast 3 -other lithology grain size,Diagenetic structure,Macrofossil,Macrofossil abundance name,MAJ Lith. prefix + name,MAJ Lith. name+suffix,MAJ Lith. Abundance (%),MAJ Lith. Ave. grain size,MAJ Lith. ave. grain size rank,MAJ Lith. max. grain size,MAJ Lith. max. grain size rank,File Data,Extra Sample ID Data
342-U1407A-1H-2-A,342,U1407,A,1,1-2,H,2,A,80,100,2.3,2.5,foraminiferal [Leg339],nannofossil ooze [Leg339],,foraminiferal  nannofossil ooze ,10YR 5/3 (brown),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,foraminiferal   nannofossil ooze ,nannofossil ooze ,,,,,,,
342-U1407A-1H-2-A,342,U1407,A,1,1-2,H,2,A,98,100,2.48,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pebble [W22_2],,,,,,,,,,,,
342-U1407A-1H-2-A,342,U1407,A,1,1-2,H,2,A,100,107,2.5,2.57,foraminiferal [Leg339],nannofossil ooze [Leg339],,foraminiferal  nannofossil ooze ,10YR 5/3 (brown),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,foraminiferal   nannofossil ooze ,nannofossil ooze ,,,,,,,
342-U1407A-1H-2-A,342,U1407,A,1,1-2,H,2,A,107,124,2.57,2.74,foraminiferal [Leg339],nannofossil ooze [Leg339],,foraminiferal  nannofossil ooze ,10YR 6/3 (pale brown),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,foraminiferal   nannofossil ooze ,nannofossil ooze ,,,,,,,
342-U1407A-1H-2-A,342,U1407,A,1,1-2,H,2,A,124,134,2.74,2.84,foraminiferal [Leg339],nannofossil ooze [Leg339],,foraminiferal  nannofossil ooze ,5YR 5/3 (reddish brown),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,foraminiferal   nannofossil ooze ,nannofossil ooze ,,,,,,,
342-U1407A-1H-2-A,342,U1407,A,1,1-2,H,2,A,134,150,2.84,3,foraminiferal [Leg339],nannofossil ooze [Leg339],,foraminiferal  nannofossil ooze ,10YR 6/3 (pale brown),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,foraminiferal   nannofossil ooze ,nannofossil ooze ,,,,,,,
342-U1407A-1H-3-A,342,U1407,A,1,1-3,H,3,A,0,8,3,3.08,,clay [Leg339],with nannofossils [Leg339],clay  with nannofossils ,5YR 5/3 (reddish brown),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay   with nannofossils ,,,,,,,
342-U1407A-1H-3-A,342,U1407,A,1,1-3,H,3,A,8,38,3.08,3.38,foraminiferal [Leg339],nannofossil ooze [Leg339],,foraminiferal  nannofossil ooze ,10YR 6/3 (pale brown),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,foraminiferal   nannofossil ooze ,nannofossil ooze ,,,,,,,
342-U1407A-1H-3-A,342,U1407,A,1,1-3,H,3,A,38,39,3.38,3.39,foraminiferal [Leg339],nannofossil ooze [Leg339],,foraminiferal  nannofossil ooze ,10YR 7/2 (light gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,foraminiferal   nannofossil ooze ,nannofossil ooze ,,,,,,,
342-U1407A-1H-3-A,342,U1407,A,1,1-3,H,3,A,39,57,3.39,3.57,foraminiferal [Leg339],nannofossil ooze [Leg339],,foraminiferal  nannofossil ooze ,10YR 6/2 (light brownish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,foraminiferal   nannofossil ooze ,nannofossil ooze ,,,,,,,
342-U1407A-1H-3-A,342,U1407,A,1,1-3,H,3,A,57,91,3.57,3.91,,clay [Leg339],with nannofossils [Leg339],clay  with nannofossils ,5YR 5/3 (reddish brown),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay   with nannofossils ,,,,,,,
342-U1407A-1H-3-A,342,U1407,A,1,1-3,H,3,A,91,101,3.91,4.01,foraminiferal [Leg339],nannofossil ooze [Leg339],,foraminiferal  nannofossil ooze ,10YR 6/2 (light brownish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,foraminiferal   nannofossil ooze ,nannofossil ooze ,,,,,,,
342-U1407A-1H-3-A,342,U1407,A,1,1-3,H,3,A,101,118,4.01,4.18,,clay [Leg339],with nannofossils [Leg339],clay  with nannofossils ,5YR 5/3 (reddish brown),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay   with nannofossils ,,,,,,,
342-U1407A-1H-3-A,342,U1407,A,1,1-3,H,3,A,118,150,4.18,4.5,foraminiferal [Leg339],nannofossil ooze [Leg339],,foraminiferal  nannofossil ooze ,10YR 6/3 (pale brown),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,foraminiferal   nannofossil ooze ,nannofossil ooze ,,,,,,,
342-U1407A-1H-4-A,342,U1407,A,1,1-4,H,4,A,0,40,4.5,4.9,foraminiferal [Leg339],nannofossil ooze [Leg339],,foraminiferal  nannofossil ooze ,10YR 6/3 (pale brown),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,foraminiferal   nannofossil ooze ,nannofossil ooze ,,,,,,,
342-U1407A-1H-4-A,342,U1407,A,1,1-4,H,4,A,27.5,28.5,4.775,4.785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pebble [W22_2],,,,,,,,,,,,
342-U1407A-1H-4-A,342,U1407,A,1,1-4,H,4,A,29,34,4.79,4.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pebble [W22_2],,,,,,,,,,,,
342-U1407A-1H-4-A,342,U1407,A,1,1-4,H,4,A,36,38,4.86,4.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pebble [W22_2],,,,,,,,,,,,
342-U1407A-1H-4-A,342,U1407,A,1,1-4,H,4,A,40,73,4.9,5.23,,clay [Leg339],with nannofossils [Leg339],clay  with nannofossils ,5YR 5/3 (reddish brown),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay   with nannofossils ,,,,,,,
342-U1407A-1H-4-A,342,U1407,A,1,1-4,H,4,A,61,62,5.11,5.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pebble [W22_2],,,,,,,,,,,,
342-U1407A-1H-4-A,342,U1407,A,1,1-4,H,4,A,73,79,5.23,5.29,foraminiferal [Leg339],nannofossil ooze [Leg339],,foraminiferal  nannofossil ooze ,10YR 6/2 (light brownish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,foraminiferal   nannofossil ooze ,nannofossil ooze ,,,,,,,
342-U1407A-1H-4-A,342,U1407,A,1,1-4,H,4,A,79,117,5.29,5.67,foraminiferal [Leg339],nannofossil ooze [Leg339],,foraminiferal  nannofossil ooze ,10YR 5/3 (brown),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,foraminiferal   nannofossil ooze ,nannofossil ooze ,,,,,,,
342-U1407A-1H-4-A,342,U1407,A,1,1-4,H,4,A,117,142,5.67,6,muddy [Leg339],sand [Leg339],with foraminifers [Leg339],muddy  sand  with foraminifers ,10YR 5/3 (brown),,,,moderate_339 [DB91],4,,graded bed with granule to small pebble clasts at base,,,,,,,,,,,,,,,,,,,,,,,,,,,,muddy   sand ,sand   with foraminifers ,,,,,,,
342-U1407A-1H-5-A,342,U1407,A,1,1-5,H,5,A,0,17,6,6.17,,clay [Leg339],with nannofossils [Leg339],clay  with nannofossils ,5YR 5/3 (reddish brown),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay   with nannofossils ,,,,,,,
342-U1407A-1H-5-A,342,U1407,A,1,1-5,H,5,A,17,75,6.17,6.75,foraminiferal [Leg339],nannofossil ooze [Leg339],,foraminiferal  nannofossil ooze ,10YR 5/3 (brown),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,foraminiferal   nannofossil ooze ,nannofossil ooze ,,,,,,,
342-U1407A-1H-5-A,342,U1407,A,1,1-5,H,5,A,40,44,6.4,6.44,,,,,,,,,,,,limestone cobble clast (passed the fizz test),,,,,,,,,,,,,,,,,,,,,,,,cobble [W22_2],,,,,,,,,,,,
342-U1407A-2H-1-A,342,U1407,A,2,2-1,H,1,A,0,69,6.8,7.49,,clay [Leg339],with foraminifers [Leg339],clay  with foraminifers ,10YR 5/3 (brown),,,,moderate_339 [DB91],4,,"clay with foram and nannofossils 
a Mn noddule at 0-6 cm",,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay   with foraminifers ,,,,,,,
342-U1407A-2H-1-A,342,U1407,A,2,2-1,H,1,A,69,95,7.49,7.75,,clay [Leg339],with foraminifers [Leg339],clay  with foraminifers ,10YR 5/3 (brown),,,,moderate_339 [DB91],4,,"clay with foram and nannofossils
cm-scale Mn nodules",,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay   with foraminifers ,,,,,,,
342-U1407A-2H-1-A,342,U1407,A,2,2-1,H,1,A,95,150,7.75,8.3,silty [Leg339],clay [Leg339],,silty  clay ,7.5YR 5/8 (strong brown),,,,moderate_339 [DB91],4,,"silty clay
presence of dissolved Mn nodules with 10YR 5/1 colored patches\\
smear slide indicates few sandy-sized quartz",,,,,,,,,,,,,,,,,,,,,,,,,,,,silty   clay ,clay ,,,,,,,
342-U1407A-2H-2-A,342,U1407,A,2,2-2,H,2,A,0,62,8.3,8.92,,clay [Leg339],with nannofossils [Leg339],clay  with nannofossils ,10YR 7/4 (very pale brown),,,,moderate_339 [DB91],4,,1 to 4 cm-scale Mn nodules,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay   with nannofossils ,,,,,,,
342-U1407A-2H-2-A,342,U1407,A,2,2-2,H,2,A,62,150,8.92,9.8,,clay [Leg339],with nannofossils [Leg339],clay  with nannofossils ,10YR 7/3 (very pale brown),,,,moderate_339 [DB91],4,,presence of Mn micronodules,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay   with nannofossils ,,,,,,,
342-U1407A-2H-3-A,342,U1407,A,2,2-3,H,3,A,0,121,9.8,11.01,,clay [Leg339],with nannofossils [Leg339],clay  with nannofossils ,10YR 7/3 (very pale brown),,,,moderate_339 [DB91],4,,Mn micronodules and disturbed sulfide layers into bowed form,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay   with nannofossils ,,,,,,,
342-U1407A-2H-4-A,342,U1407,A,2,2-4,H,4,A,0,57,11.1,11.67,,clay [Leg339],with nannofossils [Leg339],clay  with nannofossils ,10YR 7/3 (very pale brown),,,,moderate_339 [DB91],4,,Mn micronodules and disturbed sulfide layers into bowed form,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay   with nannofossils ,,,,,,,
342-U1407A-2H-5-A,342,U1407,A,2,2-5,H,5,A,0,149,11.67,13.16,,clay [Leg339],with nannofossils [Leg339],clay  with nannofossils ,10YR 7/3 (very pale brown),,,,moderate_339 [DB91],4,,"Mn micronodules and disturbed sulfide layers into bowed form
a void at 68 to 75 cm",,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay   with nannofossils ,,,,,,,
342-U1407A-2H-6-A,342,U1407,A,2,2-6,H,6,A,0,150,13.17,14.67,,clay [Leg339],with nannofossils [Leg339],clay  with nannofossils ,10YR 7/3 (very pale brown),,,,moderate_339 [DB91],4,,"cm-scale Mn nodules 
disturbed interval at 0 to 69 cm and 86 to 93 cm",,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay   with nannofossils ,,,,,,,
342-U1407A-2H-7-A,342,U1407,A,2,2-7,H,7,A,0,105,14.67,15.72,,clay [Leg339],with nannofossils [Leg339],clay  with nannofossils ,10YR 7/4 (very pale brown),,,,moderate_339 [DB91],4,,"Mn micronodules with sulfide patches
disturbed interval (fractures) over 64 to 77 cm and at 100 cm",,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay   with nannofossils ,,,,,,,
342-U1407A-2H-CC-A,342,U1407,A,2,2-CC,H,CC,A,0,17,15.72,15.89,,clay [Leg339],with nannofossils [Leg339],clay  with nannofossils ,10YR 7/4 (very pale brown),,,,moderate_339 [DB91],4,,presence of sulfide patches,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay   with nannofossils ,,,,,,,
342-U1407A-3H-1-A,342,U1407,A,3,3-1,H,1,A,0,150,16.3,17.8,,nannofossil ooze [Leg339],,nannofossil ooze ,10YR 7/3 (very pale brown),,,,moderate_339 [DB91],4,,"with sulfide patches and layers
a disturbed interval (soupy) over 0 to 30 cm
",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,,
342-U1407A-3H-2-A,342,U1407,A,3,3-2,H,2,A,0,150,17.8,19.3,,nannofossil ooze [Leg339],with foraminifers [Leg339],nannofossil ooze  with foraminifers ,10YR 7/3 (very pale brown),,,,moderate_339 [DB91],4,,"with sulfide patches and layers
",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,,
342-U1407A-3H-3-A,342,U1407,A,3,3-3,H,3,A,0,150,19.3,20.8,,nannofossil ooze [Leg339],with foraminifers [Leg339],nannofossil ooze  with foraminifers ,10YR 7/3 (very pale brown),,,,moderate_339 [DB91],4,,with sulfide patches and layers,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,,
342-U1407A-3H-4-A,342,U1407,A,3,3-4,H,4,A,0,150,20.8,22.3,,nannofossil ooze [Leg339],with foraminifers [Leg339],nannofossil ooze  with foraminifers ,10YR 7/3 (very pale brown),,,,moderate_339 [DB91],4,,with sulfide patches and layers,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,,
342-U1407A-3H-5-A,342,U1407,A,3,3-5,H,5,A,0,150,22.3,23.8,,nannofossil ooze [Leg339],with foraminifers [Leg339],nannofossil ooze  with foraminifers [Leg339],10YR 7/3 (very pale brown),,,,moderate_339 [DB91],4,,"with sulfide patches and layers flow-in or bow-in
We note the presence of pinkish-colored (7.5YR 8/3) sediment. Smear slide indicates clay with nannofossils.",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with foraminifers [Leg339],,,,,,,
342-U1407A-3H-6-A,342,U1407,A,3,3-6,H,6,A,0,92,23.8,24.72,,nannofossil ooze [Leg339],with foraminifers [Leg339],nannofossil ooze  with foraminifers ,10YR 7/3 (very pale brown),,,,moderate_339 [DB91],4,,with sulfide patches and layers flow-in or bow-in,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,,
342-U1407A-3H-7-A,342,U1407,A,3,3-7,H,7,A,0,55,24.8,25.35,,nannofossil ooze [Leg339],with foraminifers [Leg339],nannofossil ooze  with foraminifers ,10YR 7/3 (very pale brown),,,,moderate_339 [DB91],4,,with sulfide patches and layers flow-in or bow-in,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,,
342-U1407A-3H-CC-A,342,U1407,A,3,3-CC,H,CC,A,0,10,25.35,25.45,,nannofossil ooze [Leg339],with foraminifers [Leg339],nannofossil ooze  with foraminifers ,10YR 7/3 (very pale brown),,,,moderate_339 [DB91],4,,with sulfide patches and layers flow-in or bow-in,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,,
342-U1407A-4H-1-A,342,U1407,A,4,4-1,H,1,A,0,150,25.8,27.3,,nannofossil ooze [Leg339],with foraminifers [Leg339],nannofossil ooze  with foraminifers ,10YR 8/2 (very pale brown),,,,heavy_339 [DB91],5,,"0 to 33 cm: disturbed (soupy) interval
few sulfide black-colored patches",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,,
342-U1407A-4H-2-A,342,U1407,A,4,4-2,H,2,A,0,150,27.3,28.8,,nannofossil ooze [Leg339],with foraminifers [Leg339],nannofossil ooze  with foraminifers ,10YR 8/2 (very pale brown),,,,heavy_339 [DB91],5,,sulfide black-colored patches over 95 to 100 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,,
342-U1407A-4H-3-A,342,U1407,A,4,4-3,H,3,A,0,150,28.8,30.3,,nannofossil ooze [Leg339],with foraminifers [Leg339],nannofossil ooze  with foraminifers ,10YR 8/2 (very pale brown),,,,heavy_339 [DB91],5,,"concentrated oxide black-colored patches over 43 to 68 cm
mm-scale 2.5Y 8/4 colored layers at 23 cm, 87 cm, 96-101 cm and 110 cm",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,,
342-U1407A-4H-4-A,342,U1407,A,4,4-4,H,4,A,0,150,30.3,31.8,,nannofossil ooze [Leg339],with foraminifers [Leg339],nannofossil ooze  with foraminifers ,10YR 8/2 (very pale brown),,,,heavy_339 [DB91],5,,"concentrated sulfide black-colored patches over 92 to top of the section
mm-scale 2.5 Y 8/4 colored layers over 65 to 81 cm",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,,
342-U1407A-4H-5-A,342,U1407,A,4,4-5,H,5,A,0,150,31.8,33.3,,nannofossil ooze [Leg339],with foraminifers [Leg339],nannofossil ooze  with foraminifers ,10YR 8/2 (very pale brown),,,,heavy_339 [DB91],5,,"oxide black-colored patches throughout the section with a reduced color of oxided sulfides patches, pale yellow (10YR 6/8) occurring at the upper part of the section (concentrated at 115 cm to top). 
mm-scale 2.5 Y 8/4 colored layers at 30-38 cm, 23-24 cm.",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,,
342-U1407A-4H-6-A,342,U1407,A,4,4-6,H,6,A,0,112,33.3,34.42,,nannofossil ooze [Leg339],with foraminifers [Leg339],nannofossil ooze  with foraminifers ,10YR 8/2 (very pale brown),,,,heavy_339 [DB91],5,,"abundant sulfide patches of a reduced color, pale yellow (10YR 6/8) over the section, more concentrated at 0-52 cm and 59-68 cm, with possible layered oxided sulfide at 59-68 cm.",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,,
342-U1407A-4H-7-A,342,U1407,A,4,4-7,H,7,A,0,56,34.5,35.06,,nannofossil ooze [Leg339],with foraminifers [Leg339],nannofossil ooze  with foraminifers ,10YR 8/2 (very pale brown),,,,heavy_339 [DB91],5,,"abundant oxided sulfide patches of a reduced color, pale yellow (10YR 6/8) throughout the section, ",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,,
342-U1407A-4H-CC-A,342,U1407,A,4,4-CC,H,CC,A,0,19,35.06,35.25,,nannofossil ooze [Leg339],with foraminifers [Leg339],nannofossil ooze  with foraminifers ,10YR 8/2 (very pale brown),,,,heavy_339 [DB91],5,,"abundant oxided sulfided patches of a reduced color of pale yellow (10YR 6/8) throughout the section, ",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,,
342-U1407A-5H-1-A,342,U1407,A,5,5-1,H,1,A,0,150,35.3,36.8,,nannofossil ooze [Leg339],with foraminifers [Leg339],nannofossil ooze  with foraminifers ,10YR 8/2 (very pale brown),,,,heavy_339 [DB91],5,,"0 to 18 cm; disturbed interval (fall-in)
black-colored sulfide and pale yellow-colored  oxided sulfide patches are present throughout the section ",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,,
342-U1407A-5H-2-A,342,U1407,A,5,5-2,H,2,A,0,150,36.8,38.3,,nannofossil ooze [Leg339],with foraminifers [Leg339],nannofossil ooze  with foraminifers ,10YR 8/2 (very pale brown),,,,heavy_339 [DB91],5,,black-colored sulfide and pale yellow-colored  oxided sulfide patches are present throughout the section ,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,,
342-U1407A-5H-3-A,342,U1407,A,5,5-3,H,3,A,0,150,38.3,39.8,,nannofossil ooze [Leg339],with foraminifers [Leg339],nannofossil ooze  with foraminifers ,10YR 8/2 (very pale brown),,,,heavy_339 [DB91],5,,"oblique lines or mm-scale thick layers, light gray (2.5Y 7/1) in color occurring over 100-104 cm and 120-124 cm
A mm-thick layer of pale-yellow (5Y 7/3) color at 65 cm.
rare oxided sulfide patches. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,,
342-U1407A-5H-4-A,342,U1407,A,5,5-4,H,4,A,0,150,39.8,41.3,,nannofossil ooze [Leg339],with foraminifers [Leg339],nannofossil ooze  with foraminifers ,10YR 8/2 (very pale brown),,,,heavy_339 [DB91],5,,"oblique line or mm-scale thick layer, light gray (2.5Y 7/1) in color occurring over 94-99 cm.
A mm-thick layer of pale-yellow (5Y 7/3) color over 22-27 cm, 38-39 cm,  at 65 cm, likely a more clayey layers.
 light gray (2.5Y 7/1) blebs are also present throughout the section.

",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,,
