Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Sample domain number (if >1 domain),Sample domain name (if >1 domain),Domain relative abundance [%],Lithology Prefix,Lithology Principal name,Lithology Suffix,Lith. prefix+name+suffix,Lithological Accessories 1,Lithological Accessories 2,Lithology color,Layer/Beddding, Lamination,Grading,Other sedimentary feature,Bedding thickness,Lithology avg. grain size ,Lithology avg. grain size rank,Diagenetic constituent,Diagenetic constituent composition,Bioturbation intensity,Bioturbation intensity rank,General interval comment,Bottom contact or boundary type,Bottom contact geometry,Bottom contact definition,Clasts abundance,Clasts [%],Clast -  grain size,Diagenetic structure,Macrofossil,Macrofossil abundance name,Lithology prefix + name,Lithology name+suffix,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W
369-U1513D-12R-2-A,50,55,192.6,192.65,II,,,,,nannofossil chalk,,nannofossil chalk,,,10Y 4/1 (dark greenish gray),mottled,,,,,clay [W22_1],1,,,moderate,2,,gradational boundary or contact,gradational,gradational,,,,,,,nannofossil chalk,nannofossil chalk,,,,369,U1513,D,12,R,2,A
369-U1513D-12R-2-A,55,130,192.65,193.4,II,,,,,nannofossil chalk,,nannofossil chalk,,,GLEY 1 8/10Y (light greenish gray),mottled,,,,,clay [W22_1],1,,,moderate,2,,,,,,,,,,,nannofossil chalk,nannofossil chalk,,,,369,U1513,D,12,R,2,A
369-U1513D-12R-3-A,0,13,193.5,193.63,II,,,,,nannofossil chalk,,nannofossil chalk,,,GLEY 1 8/10Y (light greenish gray),mottled,,,,,clay [W22_1],1,,,moderate,2,,,,,,,,,,,nannofossil chalk,nannofossil chalk,,,,369,U1513,D,12,R,3,A
369-U1513D-12R-3-A,13,30,193.63,193.8,II,,,,,nannofossil chalk,,nannofossil chalk,,,GLEY 1 6/5GY (greenish gray),mottled,,,,,clay [W22_1],1,,,moderate,2,,,,,,,,,,,nannofossil chalk,nannofossil chalk,,,,369,U1513,D,12,R,3,A
369-U1513D-12R-3-A,30,46,193.8,193.96,II,,,,,nannofossil chalk,,nannofossil chalk,,,GLEY 1 8/10Y (light greenish gray),mottled,,,,,clay [W22_1],1,,,moderate,2,,,,,,,,,,,nannofossil chalk,nannofossil chalk,,,,369,U1513,D,12,R,3,A
369-U1513D-12R-3-A,46,63,193.96,194.13,II,,,,,nannofossil chalk,,nannofossil chalk,,,GLEY 1 6/5GY (greenish gray),mottled,,,,,clay [W22_1],1,,,moderate,2,,,,,,,,,,,nannofossil chalk,nannofossil chalk,,,,369,U1513,D,12,R,3,A
369-U1513D-12R-3-A,63,145,194.13,194.95,II,,,,,nannofossil chalk,,nannofossil chalk,,,GLEY 1 8/10Y (light greenish gray),mottled,,,,,clay [W22_1],1,,,moderate,2,,,,,,,,,,,nannofossil chalk,nannofossil chalk,,,,369,U1513,D,12,R,3,A
369-U1513D-12R-4-A,0,12,194.95,195.07,II,,,,,nannofossil chalk,,nannofossil chalk,,,GLEY 1 6/5GY (greenish gray),mottled,,,,,clay [W22_1],1,,,moderate,2,,sharp boundary or contact,linear,sharp,,,,,,,nannofossil chalk,nannofossil chalk,,,,369,U1513,D,12,R,4,A
369-U1513D-12R-4-A,12,30,195.07,195.25,II,,,,,nannofossil chalk,,nannofossil chalk,,,GLEY 1 8/10Y (light greenish gray),mottled,,,,,clay [W22_1],1,,,moderate,2,,,,,,,,,,,nannofossil chalk,nannofossil chalk,,,,369,U1513,D,12,R,4,A
369-U1513D-12R-4-A,30,51,195.25,195.46,II,,,,,nannofossil chalk,,nannofossil chalk,,,GLEY 1 6/5GY (greenish gray),mottled,,,,,clay [W22_1],1,,,moderate,2,,,,,,,,,,,nannofossil chalk,nannofossil chalk,,,,369,U1513,D,12,R,4,A
369-U1513D-12R-CC-A,0,12,195.46,195.58,II,,,,,nannofossil chalk,,nannofossil chalk,,,GLEY 1 8/10Y (light greenish gray),mottled,,,,,clay [W22_1],1,,,moderate,2,,,,,,,,,,,nannofossil chalk,nannofossil chalk,,,,369,U1513,D,12,R,CC,A
369-U1513D-12R-CC-A,12,15,195.58,195.61,II,,,,,nannofossil chalk,,nannofossil chalk,,,GLEY 1 6/5GY (greenish gray),mottled,,,,,clay [W22_1],1,,,moderate,2,,,,,,,,,,,nannofossil chalk,nannofossil chalk,,,,369,U1513,D,12,R,CC,A
369-U1513D-13R-1-A,0,39,200.6,200.99,II,,,,,nannofossil chalk,,nannofossil chalk,,,GLEY 1 8/10Y (light greenish gray),mottled,,,,,clay [W22_1],1,,,moderate,2,,,,,,,,,,,nannofossil chalk,nannofossil chalk,,,,369,U1513,D,13,R,1,A
369-U1513D-13R-1-A,39,48,200.99,201.08,II,,,,,nannofossil chalk,,nannofossil chalk,,,GLEY 1 6/5GY (greenish gray),mottled,,,,,clay [W22_1],1,,,moderate,2,,,,,,,,,,,nannofossil chalk,nannofossil chalk,,,,369,U1513,D,13,R,1,A
369-U1513D-13R-1-A,48,93,201.08,201.53,II,,,,,nannofossil chalk,,nannofossil chalk,,,GLEY 1 8/10Y (light greenish gray),mottled,,,,,clay [W22_1],1,,,moderate,2,,,,,,,,,,,nannofossil chalk,nannofossil chalk,,,,369,U1513,D,13,R,1,A
369-U1513D-13R-1-A,93,100,201.53,201.6,II,,,,,nannofossil chalk,,nannofossil chalk,,,GLEY 1 6/5GY (greenish gray),mottled,,,,,clay [W22_1],1,,,moderate,2,,,,,,,,,,,nannofossil chalk,nannofossil chalk,,,,369,U1513,D,13,R,1,A
369-U1513D-13R-2-A,0,8,201.6,201.68,II,,,,,nannofossil chalk,,nannofossil chalk,,,GLEY 1 6/5GY (greenish gray),mottled,,,,,clay [W22_1],1,,,moderate,2,,,,,,,,,,,nannofossil chalk,nannofossil chalk,,,,369,U1513,D,13,R,2,A
369-U1513D-13R-2-A,8,45,201.68,202.05,II,,,,,nannofossil chalk,,nannofossil chalk,,,GLEY 1 8/10Y (light greenish gray),mottled,,,,,clay [W22_1],1,,,moderate,2,,,,,,,,,,,nannofossil chalk,nannofossil chalk,,,,369,U1513,D,13,R,2,A
369-U1513D-13R-2-A,45,58,202.05,202.18,II,,,,,nannofossil chalk,,nannofossil chalk,,,GLEY 1 6/5GY (greenish gray),mottled,,,,,clay [W22_1],1,,,moderate,2,,,,,,,,,,,nannofossil chalk,nannofossil chalk,,,,369,U1513,D,13,R,2,A
369-U1513D-13R-CC-A,0,12,202.18,202.3,II,,,,,nannofossil chalk,,nannofossil chalk,,,GLEY 1 6/5GY (greenish gray),mottled,,,,,clay [W22_1],1,,,moderate,2,,,,,,,,,,,nannofossil chalk,nannofossil chalk,,,,369,U1513,D,13,R,CC,A
369-U1513D-14R-1-A,0,40,210.2,210.6,II,,,,,nannofossil chalk,,nannofossil chalk,,,GLEY 1 8/10Y (light greenish gray),mottled,,,,,clay [W22_1],1,,,low,2,,,,,,,,,,,nannofossil chalk,nannofossil chalk,,,,369,U1513,D,14,R,1,A
369-U1513D-14R-2-A,0,31,210.6,210.91,II,,,,,nannofossil chalk,,nannofossil chalk,,,GLEY 1 8/10Y (light greenish gray),mottled,,,,,clay [W22_1],1,,,low,2,,,,,,,,,,,nannofossil chalk,nannofossil chalk,,,,369,U1513,D,14,R,2,A
369-U1513D-14R-2-A,31,37,210.91,210.97,II,,,,,nannofossil chalk,,nannofossil chalk,,,GLEY 1 6/5GY (greenish gray),mottled,,,,,clay [W22_1],1,,,low,2,,,,,,,,,,,nannofossil chalk,nannofossil chalk,,,,369,U1513,D,14,R,2,A
369-U1513D-14R-2-A,37,131,210.97,211.91,II,,,,,nannofossil chalk,,nannofossil chalk,,,GLEY 1 8/10Y (light greenish gray),mottled,,,,,clay [W22_1],1,,,moderate,2,,,,,,,,,,,nannofossil chalk,nannofossil chalk,,,,369,U1513,D,14,R,2,A
369-U1513D-14R-3-A,0,69,211.91,212.6,II,,,,,nannofossil chalk,,nannofossil chalk,,,GLEY 1 8/10Y (light greenish gray),mottled,,,,,clay [W22_1],1,,,moderate,2,,,,,,,,,,,nannofossil chalk,nannofossil chalk,,,,369,U1513,D,14,R,3,A
369-U1513D-14R-3-A,69,85,212.6,212.76,II,,,,,nannofossil chalk,,nannofossil chalk,,,GLEY 1 6/5GY (greenish gray),mottled,,,,,clay [W22_1],1,,,moderate,2,,,,,,,,,,,nannofossil chalk,nannofossil chalk,,,,369,U1513,D,14,R,3,A
369-U1513D-14R-3-A,85,97,212.76,212.88,II,,,,,nannofossil chalk,,nannofossil chalk,,,GLEY 1 8/10Y (light greenish gray),mottled,,,,,clay [W22_1],1,,,moderate,2,,,,,,,,,,,nannofossil chalk,nannofossil chalk,,,,369,U1513,D,14,R,3,A
369-U1513D-14R-3-A,97,107,212.88,212.98,II,,,,,nannofossil chalk,,nannofossil chalk,,,GLEY 1 6/5GY (greenish gray),mottled,,,,,clay [W22_1],1,,,moderate,2,,sharp boundary or contact,linear,sharp,,,,,,,nannofossil chalk,nannofossil chalk,,,,369,U1513,D,14,R,3,A
369-U1513D-14R-3-A,107,118,212.98,213.09,II,,,,,nannofossil chalk,,nannofossil chalk,,,10Y 4/1 (dark greenish gray),mottled,,,,,clay [W22_1],1,,,moderate,2,,,,,,,,,,,nannofossil chalk,nannofossil chalk,,,,369,U1513,D,14,R,3,A
369-U1513D-14R-CC-A,0,5,213.09,213.14,II,,,,,nannofossil chalk,,nannofossil chalk,,,10Y 4/1 (dark greenish gray),mottled,,,,,clay [W22_1],1,,,moderate,2,,sharp boundary or contact,linear,sharp,,,,,,,nannofossil chalk,nannofossil chalk,,,,369,U1513,D,14,R,CC,A
369-U1513D-14R-CC-A,5,13,213.14,213.22,II,,,,,nannofossil chalk,,nannofossil chalk,,,GLEY 1 8/10Y (light greenish gray),mottled,,,,,clay [W22_1],1,,,moderate,2,,,,,,,,,,,nannofossil chalk,nannofossil chalk,,,,369,U1513,D,14,R,CC,A
369-U1513D-15R-1-A,0,139,219.8,221.19,II,,,,,nannofossil chalk,,nannofossil chalk,,,GLEY 1 8/10Y (light greenish gray),mottled,,,,,clay [W22_1],1,,,sparse,1,faint brownish-reddish intervals observed,,,,,,,,,,nannofossil chalk,nannofossil chalk,,,,369,U1513,D,15,R,1,A
369-U1513D-15R-2-A,0,96,221.19,222.15,II,,,,,nannofossil chalk,,nannofossil chalk,,,GLEY 1 8/10Y (light greenish gray),mottled,,,,,clay [W22_1],1,,,sparse,1,faint brownish-reddish intervals observed,,,,,,,,,,nannofossil chalk,nannofossil chalk,,,,369,U1513,D,15,R,2,A
369-U1513D-15R-2-A,96,114,222.15,222.33,II,,,,,nannofossil chalk,,nannofossil chalk,,,GLEY 1 6/5GY (greenish gray),mottled,,,,,clay [W22_1],1,,,moderate,2,,,,,,,,,,,nannofossil chalk,nannofossil chalk,,,,369,U1513,D,15,R,2,A
369-U1513D-15R-2-A,114,121,222.33,222.4,II,,,,,nannofossil chalk,,nannofossil chalk,,,GLEY 1 8/10Y (light greenish gray),mottled,,,,,clay [W22_1],1,,,sparse,1,,,,,,,,,,,nannofossil chalk,nannofossil chalk,,,,369,U1513,D,15,R,2,A
369-U1513D-15R-2-A,121,140,222.4,222.59,II,,,,,nannofossil chalk,,nannofossil chalk,,,GLEY 1 6/5GY (greenish gray),mottled,,,,,clay [W22_1],1,,,moderate,2,,,,,,,,,,,nannofossil chalk,nannofossil chalk,,,,369,U1513,D,15,R,2,A
369-U1513D-15R-3-A,0,71,222.59,223.3,II,,,,,nannofossil chalk,,nannofossil chalk,,,GLEY 1 6/5GY (greenish gray),mottled,,,,,clay [W22_1],1,,,moderate,2,,,,,,,,,,,nannofossil chalk,nannofossil chalk,,,,369,U1513,D,15,R,3,A
369-U1513D-15R-3-A,71,97,223.3,223.56,II,,,,,nannofossil chalk,,nannofossil chalk,,,GLEY 1 8/10Y (light greenish gray),mottled,,,,,clay [W22_1],1,,,sparse,1,,,,,,,,,,,nannofossil chalk,nannofossil chalk,,,,369,U1513,D,15,R,3,A
369-U1513D-15R-3-A,97,116,223.56,223.75,II,,,,,nannofossil chalk,,nannofossil chalk,,,GLEY 1 6/5GY (greenish gray),mottled,,,,,clay [W22_1],1,,,moderate,2,,,,,,,,,,,nannofossil chalk,nannofossil chalk,,,,369,U1513,D,15,R,3,A
369-U1513D-15R-3-A,116,124,223.75,223.83,II,,,,,nannofossil chalk,,nannofossil chalk,,,10Y 4/1 (dark greenish gray),mottled,,,,,clay [W22_1],1,,,moderate,2,,,,,,,,,,,nannofossil chalk,nannofossil chalk,,,,369,U1513,D,15,R,3,A
369-U1513D-15R-3-A,124,150,223.83,224.09,II,,,,,nannofossil chalk,,nannofossil chalk,,,GLEY 1 8/10Y (light greenish gray),mottled,,,,,clay [W22_1],1,,,sparse,1,,,,,,,,,,,nannofossil chalk,nannofossil chalk,,,,369,U1513,D,15,R,3,A
369-U1513D-15R-4-A,0,109,224.09,225.18,II,,,,,nannofossil chalk,,nannofossil chalk,,,GLEY 1 8/10Y (light greenish gray),mottled,,,,,clay [W22_1],1,,,sparse,1,,,,,,,,,,,nannofossil chalk,nannofossil chalk,,,,369,U1513,D,15,R,4,A
369-U1513D-15R-5-A,0,112,225.18,226.3,II,,,,,nannofossil chalk,,nannofossil chalk,,,GLEY 1 8/10Y (light greenish gray),mottled,,,,,clay [W22_1],1,,,sparse,1,,,,,,,,,,,nannofossil chalk,nannofossil chalk,,,,369,U1513,D,15,R,5,A
369-U1513D-15R-6-A,0,10,226.3,226.4,II,,,,,nannofossil chalk,,nannofossil chalk,,,GLEY 1 8/10Y (light greenish gray),mottled,,,,,clay [W22_1],1,,,sparse,1,,,,,,,,,,,nannofossil chalk,nannofossil chalk,,,,369,U1513,D,15,R,6,A
369-U1513D-15R-6-A,10,27,226.4,226.57,II,,,,,nannofossil chalk,,nannofossil chalk,,,GLEY 1 6/5GY (greenish gray),mottled,,,,,clay [W22_1],1,,,moderate,2,,,,,,,,,,,nannofossil chalk,nannofossil chalk,,,,369,U1513,D,15,R,6,A
369-U1513D-15R-6-A,27,48,226.57,226.78,II,,,,,nannofossil chalk,,nannofossil chalk,,,GLEY 1 8/10Y (light greenish gray),mottled,,,,,fine sand [W22_2],4,,,sparse,1,,,,,,,,,,,nannofossil chalk,nannofossil chalk,,,,369,U1513,D,15,R,6,A
369-U1513D-15R-6-A,48,51,226.78,226.81,II,,,,silicified,limestone [USGS],,silicified limestone,,,GLEY 1 8/N (white),massive [BJ84],,,,,clay [W22_1],1,nodule,carbonate,none,0,,,,,,,,,,,silicified limestone,limestone,,,,369,U1513,D,15,R,6,A
369-U1513D-15R-6-A,51,143,226.81,227.73,II,,,,,nannofossil chalk,,nannofossil chalk,,,GLEY 1 8/10Y (light greenish gray),mottled,,,,,fine sand [W22_2],4,,,sparse,1,,,,,,,,,,,nannofossil chalk,nannofossil chalk,,,,369,U1513,D,15,R,6,A
369-U1513D-15R-CC-A,0,7,227.73,227.8,II,,,,,nannofossil chalk,,nannofossil chalk,,,GLEY 1 8/10Y (light greenish gray),mottled,,,,,fine sand [W22_2],4,,,sparse,1,,,,,,,,,,,nannofossil chalk,nannofossil chalk,,,,369,U1513,D,15,R,CC,A
369-U1513D-16R-1-A,0,17,229.4,229.57,II,,,,,nannofossil chalk,,nannofossil chalk,,,GLEY 1 8/N (white),mottled,,,,,clay [W22_1],1,,,sparse,1,,,,,,,,,,,nannofossil chalk,nannofossil chalk,,,,369,U1513,D,16,R,1,A
369-U1513D-16R-1-A,17,107,229.57,230.47,II,,,,,nannofossil chalk,,nannofossil chalk,,,GLEY 1 8/10Y (light greenish gray),mottled,,,,,clay [W22_1],1,,,moderate,2,"Between 45 and 62, they are fragments of inoceramid shell in a coarser-grained interval.",,,,,,,,,,nannofossil chalk,nannofossil chalk,,,,369,U1513,D,16,R,1,A
369-U1513D-16R-2-A,0,123,230.47,231.7,II,,,,,nannofossil chalk,,nannofossil chalk,,,GLEY 1 8/10Y (light greenish gray),mottled,,,,,clay [W22_1],1,,,moderate,2,,,,,,,,,,,nannofossil chalk,nannofossil chalk,,,,369,U1513,D,16,R,2,A
369-U1513D-16R-3-A,0,105,231.7,232.75,II,,,,,nannofossil chalk,,nannofossil chalk,,,GLEY 1 8/10Y (light greenish gray),mottled,,,,,clay [W22_1],1,,,moderate,2,,,,,,,,,,,nannofossil chalk,nannofossil chalk,,,,369,U1513,D,16,R,3,A
369-U1513D-16R-4-A,0,98,232.75,233.73,II,,,,,nannofossil chalk,,nannofossil chalk,,,GLEY 1 8/10Y (light greenish gray),mottled,,,,,clay [W22_1],1,,,moderate,2,,,,,,,,,,,nannofossil chalk,nannofossil chalk,,,,369,U1513,D,16,R,4,A
369-U1513D-16R-CC-A,0,20,233.73,233.93,II,,,,,nannofossil chalk,,nannofossil chalk,,,GLEY 1 8/10Y (light greenish gray),mottled,,,,,clay [W22_1],1,,,moderate,2,,,,,,,,,,,nannofossil chalk,nannofossil chalk,,,,369,U1513,D,16,R,CC,A
369-U1513D-17R-1-A,0,12,234.2,234.32,II,,,,nannofossil-rich,claystone [USGS],,nannofossil-rich claystone,,,GLEY 1 6/5GY (greenish gray),mottled,,,,,clay [W22_1],1,,,sparse,1,,sharp boundary or contact,linear,sharp,,,,,,,nannofossil-rich claystone,claystone,,,,369,U1513,D,17,R,1,A
369-U1513D-17R-1-A,12,28,234.32,234.48,II,,,,nannofossil-rich,claystone [USGS],,nannofossil-rich claystone,,,GLEY 1 4/10Y (dark greenish gray),mottled,,,,,clay [W22_1],1,,,moderate,2,Horizontal burrows with a black clay infill are present in this layer. Thin laminations of claystone are also present in this interval,sharp boundary or contact,linear,sharp,,,,,,,nannofossil-rich claystone,claystone,,,,369,U1513,D,17,R,1,A
369-U1513D-17R-1-A,28,120,234.48,235.4,II,,,,nannofossil-rich,claystone [USGS],,nannofossil-rich claystone,,,GLEY 1 8/10Y (light greenish gray),mottled,,,,,clay [W22_1],1,,,sparse,1,,,,,,,,,,,nannofossil-rich claystone,claystone,,,,369,U1513,D,17,R,1,A
369-U1513D-17R-1-A,120,125,235.4,235.45,II,,,,nannofossil-rich,claystone [USGS],,nannofossil-rich claystone,,,GLEY 1 6/5GY (greenish gray),mottled,,,,,clay [W22_1],1,,,moderate,2,,,,,,,,,,,nannofossil-rich claystone,claystone,,,,369,U1513,D,17,R,1,A
369-U1513D-17R-2-A,0,10,235.45,235.55,II,,,,nannofossil-rich,claystone [USGS],,nannofossil-rich claystone,,,GLEY 1 6/5GY (greenish gray),mottled,,,,,clay [W22_1],1,,,moderate,2,,,,,,,,,,,nannofossil-rich claystone,claystone,,,,369,U1513,D,17,R,2,A
369-U1513D-17R-2-A,10,50,235.55,235.95,II,,,,nannofossil-rich,claystone [USGS],,nannofossil-rich claystone,,,GLEY 1 8/10Y (light greenish gray),mottled,,,,,clay [W22_1],1,,,sparse,1,,gradational boundary or contact,linear,gradational,,,,,,,nannofossil-rich claystone,claystone,,,,369,U1513,D,17,R,2,A
369-U1513D-17R-2-A,50,70,235.95,236.15,II,,,,nannofossil-rich,claystone [USGS],,nannofossil-rich claystone,,,GLEY 1 4/10Y (dark greenish gray),mottled,,,,,clay [W22_1],1,,,moderate,2,Burrows with a black clay infill are present in this layer,gradational boundary or contact,linear,gradational,,,,,shell fragment,,nannofossil-rich claystone,claystone,,,,369,U1513,D,17,R,2,A
369-U1513D-17R-2-A,70,128,236.15,236.73,II,,,,nannofossil-rich,claystone [USGS],,nannofossil-rich claystone,,,GLEY 1 8/10Y (light greenish gray),mottled,,,,,clay [W22_1],1,,,moderate,2,,gradational boundary or contact,linear,gradational,,,,,shell fragment,,nannofossil-rich claystone,claystone,,,,369,U1513,D,17,R,2,A
369-U1513D-17R-3-A,0,122,236.73,237.95,II,,,,nannofossil-rich,claystone [USGS],,nannofossil-rich claystone,,,GLEY 1 8/10Y (light greenish gray),mottled,,,,,clay [W22_1],1,,,moderate,2,,gradational boundary or contact,linear,gradational,,,,,shell fragment,,nannofossil-rich claystone,claystone,,,,369,U1513,D,17,R,3,A
369-U1513D-17R-4-A,0,103,237.95,238.98,II,,,,nannofossil-rich,claystone [USGS],,nannofossil-rich claystone,,,GLEY 1 8/10Y (light greenish gray),mottled,,,,,clay [W22_1],1,,,moderate,2,,gradational boundary or contact,linear,gradational,,,,,,,nannofossil-rich claystone,claystone,,,,369,U1513,D,17,R,4,A
369-U1513D-18R-1-A,0,8,239.0,239.08,II,,,,nannofossil-rich,claystone [USGS],,nannofossil-rich claystone,,,GLEY 1 8/10Y (light greenish gray),mottled,,,,,clay [W22_1],1,,,sparse,1,,gradational boundary or contact,linear,gradational,,,,,,,nannofossil-rich claystone,claystone,,,,369,U1513,D,18,R,1,A
369-U1513D-18R-1-A,8,18,239.08,239.18,II,,,,nannofossil-rich,claystone [USGS],,nannofossil-rich claystone,,,GLEY 1 5/5G (grayish green),mottled,,,,,clay [W22_1],1,,,moderate,2,Thin dark green laminations present,gradational boundary or contact,linear,gradational,,,,,,,nannofossil-rich claystone,claystone,,,,369,U1513,D,18,R,1,A
369-U1513D-18R-1-A,18,102,239.18,240.02,II,,,,nannofossil-rich,claystone [USGS],,nannofossil-rich claystone,,,GLEY 1 8/10Y (light greenish gray),mottled,,,,,clay [W22_1],1,,,moderate,2,,gradational boundary or contact,linear,gradational,,,,,,,nannofossil-rich claystone,claystone,,,,369,U1513,D,18,R,1,A
369-U1513D-18R-1-A,102,114,240.02,240.14,II,,,,nannofossil-rich,claystone [USGS],,nannofossil-rich claystone,,,GLEY 1 5/5G (grayish green),mottled,,,,,clay [W22_1],1,,,moderate,2,,gradational boundary or contact,linear,gradational,,,,,,,nannofossil-rich claystone,claystone,,,,369,U1513,D,18,R,1,A
369-U1513D-18R-1-A,114,136,240.14,240.36,II,,,,nannofossil-rich,claystone [USGS],,nannofossil-rich claystone,,,GLEY 1 8/10Y (light greenish gray),mottled,,,,,clay [W22_1],1,,,moderate,2,,,,,,,,,,,nannofossil-rich claystone,claystone,,,,369,U1513,D,18,R,1,A
369-U1513D-18R-2-A,0,106,240.36,241.42,II,,,,nannofossil-rich,claystone [USGS],,nannofossil-rich claystone,,,GLEY 1 8/10Y (light greenish gray),mottled,,,,,clay [W22_1],1,,,moderate,2,,,,,,,,,,,nannofossil-rich claystone,claystone,,,,369,U1513,D,18,R,2,A
369-U1513D-18R-2-A,106,124,241.42,241.6,II,,,,nannofossil-rich,claystone [USGS],,nannofossil-rich claystone,,,GLEY 1 5/5G (grayish green),massive [BJ84],,,,,clay [W22_1],1,,,sparse,1,Thin dark green laminations present,sharp boundary or contact,linear,sharp,,,,,,,nannofossil-rich claystone,claystone,,,,369,U1513,D,18,R,2,A
369-U1513D-18R-2-A,124,150,241.6,241.86,II,,,,nannofossil-rich,claystone [USGS],,nannofossil-rich claystone,,,GLEY 1 8/10Y (light greenish gray),mottled,,,,,clay [W22_1],1,,,moderate,2,,,,,,,,,,,nannofossil-rich claystone,claystone,,,,369,U1513,D,18,R,2,A
369-U1513D-18R-3-A,0,150,241.86,243.36,II,,,,nannofossil-rich,claystone [USGS],,nannofossil-rich claystone,,,GLEY 1 8/10Y (light greenish gray),mottled,,,,,clay [W22_1],1,,,moderate,2,"Between 80 and 88 cm, a soft-sedimentary fault was observed",,,,,,,,,,nannofossil-rich claystone,claystone,,,,369,U1513,D,18,R,3,A
369-U1513D-18R-CC-A,0,15,243.36,243.51,II,,,,,claystone [USGS],with nannofossils,claystone with nannofossils,,,GLEY 1 5/5G (grayish green),mottled,,,,,clay [W22_1],1,,,sparse,1,,,,,,,,,,,claystone,claystone with nannofossils,,,,369,U1513,D,18,R,CC,A
369-U1513D-19R-1-A,0,18,243.8,243.98,II,,,,,claystone [USGS],,claystone,,,GLEY 1 8/10Y (light greenish gray),mottled,,,,,clay [W22_1],1,,,moderate,2,,gradational boundary or contact,linear,gradational,,,,,,,claystone,claystone,,,,369,U1513,D,19,R,1,A
369-U1513D-19R-1-A,18,150,243.98,245.3,II,,,,,claystone [USGS],with zeolite,claystone with zeolite,,,GLEY 1 5/5G (grayish green),mottled,,,,,clay [W22_1],1,,,moderate,2,,,,,,,,,,,claystone,claystone with zeolite,,,,369,U1513,D,19,R,1,A
369-U1513D-19R-2-A,0,96,245.3,246.26,II,,,,,claystone [USGS],with zeolite,claystone with zeolite,,,GLEY 1 5/5G (grayish green),mottled,,,,,clay [W22_1],1,,,high,3,recurring thin (1-2 cm) black intervals in this section,sharp boundary or contact,linear,sharp,,,,,,,claystone,claystone with zeolite,,,,369,U1513,D,19,R,2,A
369-U1513D-19R-2-A,96,106,246.26,246.36,III,,,,,claystone [USGS],with organic matter,claystone with organic matter,,,GLEY 1 2.5/N (black),,,,,,clay [W22_1],1,,,sparse,1,The upper half of this interval preserve moderate bioturbation while the lower half presents very thin lamination.,sharp boundary or contact,linear,sharp,,,,,,,claystone,claystone with organic matter,,,,369,U1513,D,19,R,2,A
369-U1513D-19R-2-A,106,150,246.36,246.8,III,,,,,claystone [USGS],,claystone,,,GLEY 1 5/5G (grayish green),mottled,,,,,clay [W22_1],1,,,high,3,Thin (1 cm) black interval at 122 cm. Vertical burrows are present at the top of this interval.,,,,,,,,,,claystone,claystone,,,,369,U1513,D,19,R,2,A
369-U1513D-19R-3-A,0,60,246.8,247.4,III,,,,,claystone [USGS],,claystone,,,GLEY 1 5/5G (grayish green),mottled,,,,,clay [W22_1],1,,,high,3,"Section is severely disturbed, Thin black layers are present throughout.",gradational boundary or contact,linear,gradational,,,,,,,claystone,claystone,,,,369,U1513,D,19,R,3,A
369-U1513D-19R-3-A,60,79,247.4,247.59,III,,,,nannofossil-rich,claystone [USGS],,nannofossil-rich claystone,,,GLEY 1 8/10Y (light greenish gray),mottled,,,,,clay [W22_1],1,,,sparse,1,,,,,,,,,,,nannofossil-rich claystone,claystone,,,,369,U1513,D,19,R,3,A
369-U1513D-19R-CC-A,0,16,247.59,247.75,III,,,,nannofossil-rich,claystone [USGS],,nannofossil-rich claystone,,,GLEY 1 5/5G (grayish green),mottled,,,,,clay [W22_1],1,,,moderate,2,"Core catcher (CC) is severely disturbed, Thin black layers are present throughout.",,,,,,,,,,nannofossil-rich claystone,claystone,,,,369,U1513,D,19,R,CC,A
369-U1513D-20R-1-A,0,17,248.6,248.77,III,,,,nannofossil-rich,claystone [USGS],,nannofossil-rich claystone,,,5Y 6/1 (gray),mottled,,,,,clay [W22_1],1,,,moderate,2,"Gradational color change in color uphole between 17 to 0 cm from light greenish gray, to light gray to gray.",uncertain boundary or contact,sharp,sharp,,,,,,,nannofossil-rich claystone,claystone,,,,369,U1513,D,20,R,1,A
369-U1513D-20R-1-A,17,30,248.77,248.9,III,,,,nannofossil-rich,claystone [USGS],,nannofossil-rich claystone,,,5Y 7/1 (light gray),mottled,,,,,clay [W22_1],1,,,low,2,"Gradational change in color uphole between 30 to 17 cm from greenish gray, to light gray to dark gray.",uncertain boundary or contact,sharp,sharp,,,,,,,nannofossil-rich claystone,claystone,,,,369,U1513,D,20,R,1,A
