Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],MAJ Lith. Prefix,MAJ Lith. Principal name,MAJ Lith. prefix+name [read only],Sediment structures,MAJ Lith. color,Bioturbation intensity,Clast abundance,Macrofossil,MAJ Lith. ave. grain size ,Diagenetic constituent,Diagenetic constituent composition,General interval comment,MIN Lith. color,MIN Lith. abundance [%],MIN Lith. ave. grain size ,MIN Lith. ave. grain size rank,MIN Lith. max. grain size ,MIN Lith. max. grain size rank,Lith. abundance sum [%],Bottom contact or boundary type,Bottom contact geometry,Ship File Links,Shore File Links,File Data
363-U1483B-28H-6-A,0,150,256.2,257.7,clay-bearing foraminiferal-bearing [X363],nannofossil ooze [Leg339],clay-bearing foraminiferal-bearing nannofossil ooze,,5GY 6/1 (greenish gray),heavy [DB86],,,,,,SSD,,,,,,,,,,,,
363-U1483B-28H-7-A,0,30,257.7,258,clay-bearing foraminiferal-bearing [X363],nannofossil ooze [Leg339],clay-bearing foraminiferal-bearing nannofossil ooze,,5GY 6/1 (greenish gray),heavy [DB86],,,,,,SSD,,,,,,,,,,,,
363-U1483B-28H-7-A,30,133,258,259.03,clay-bearing foraminiferal-bearing [X363],nannofossil ooze [Leg339],clay-bearing foraminiferal-bearing nannofossil ooze,,5GY 7/1 (light greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,
363-U1483B-28H-CC-A,0,22,259.03,259.25,clay-bearing foraminiferal-bearing [X363],nannofossil ooze [Leg339],clay-bearing foraminiferal-bearing nannofossil ooze,,5GY 7/1 (light greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,
363-U1483B-29H-1-A,0,141,258.5,259.91,clay-bearing foraminiferal-bearing [X363],nannofossil ooze [Leg339],clay-bearing foraminiferal-bearing nannofossil ooze,,5GY 7/1 (light greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,
363-U1483B-29H-2-A,0,141,259.91,261.32,clay-bearing foraminiferal-bearing [X363],nannofossil ooze [Leg339],clay-bearing foraminiferal-bearing nannofossil ooze,,5GY 7/1 (light greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,
363-U1483B-29H-3-A,0,141,261.32,262.73,clay-bearing foraminiferal-bearing [X363],nannofossil ooze [Leg339],clay-bearing foraminiferal-bearing nannofossil ooze,,5GY 7/1 (light greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,
363-U1483B-29H-4-A,0,140,262.73,264.13,clay-bearing foraminiferal-bearing [X363],nannofossil ooze [Leg339],clay-bearing foraminiferal-bearing nannofossil ooze,,5GY 7/1 (light greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,
363-U1483B-29H-5-A,0,141,264.13,265.54,clay-bearing foraminiferal-bearing [X363],nannofossil ooze [Leg339],clay-bearing foraminiferal-bearing nannofossil ooze,,5GY 7/1 (light greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,
363-U1483B-29H-6-A,0,138,265.54,266.92,clay-bearing foraminiferal-bearing [X363],nannofossil ooze [Leg339],clay-bearing foraminiferal-bearing nannofossil ooze,,5GY 7/1 (light greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,
363-U1483B-29H-7-A,0,39,266.92,267.31,clay-bearing foraminiferal-bearing [X363],nannofossil ooze [Leg339],clay-bearing foraminiferal-bearing nannofossil ooze,,5GY 7/1 (light greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,
363-U1483B-29H-7-A,39,43,267.31,267.35,,,,,,,,,,,,void,,,,,,,,,,,,
363-U1483B-29H-7-A,43,118,267.35,268.1,clay-bearing foraminiferal-bearing [X363],nannofossil ooze [Leg339],clay-bearing foraminiferal-bearing nannofossil ooze,,5GY 7/1 (light greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,
363-U1483B-29H-CC-A,0,0,268.1,268.1,clay-bearing foraminiferal-bearing [X363],nannofossil ooze [Leg339],clay-bearing foraminiferal-bearing nannofossil ooze,,5GY 7/1 (light greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,
363-U1483B-30H-1-A,0,148,268,269.48,clay-bearing foraminiferal-bearing [X363],nannofossil ooze [Leg339],clay-bearing foraminiferal-bearing nannofossil ooze,,5GY 6/1 (greenish gray),heavy [DB86],,,,,,SSD,,,,,,,,,,,,
363-U1483B-30H-2-A,0,140,269.48,270.88,clay-bearing foraminiferal-bearing [X363],nannofossil ooze [Leg339],clay-bearing foraminiferal-bearing nannofossil ooze,,5GY 6/1 (greenish gray),heavy [DB86],,,,,,SSD,,,,,,,,,,,,
363-U1483B-30H-3-A,0,40,270.88,271.28,clay-bearing foraminiferal-bearing [X363],nannofossil ooze [Leg339],clay-bearing foraminiferal-bearing nannofossil ooze,,5GY 6/1 (greenish gray),heavy [DB86],,,,,,SSD,,,,,,,,,,,,
363-U1483B-30H-3-A,40,144,271.28,272.32,clay-bearing foraminiferal-bearing [X363],nannofossil ooze [Leg339],clay-bearing foraminiferal-bearing nannofossil ooze,,5GY 7/1 (light greenish gray),heavy [DB86],,,,,,SSD,,,,,,,,,,,,
363-U1483B-30H-4-A,0,22,272.32,272.54,clay-bearing foraminiferal-bearing [X363],nannofossil ooze [Leg339],clay-bearing foraminiferal-bearing nannofossil ooze,,5GY 7/1 (light greenish gray),heavy [DB86],,,,,,SSD,,,,,,,,,,,,
363-U1483B-30H-4-A,22,110,272.54,273.42,clay-bearing foraminiferal-bearing [X363],nannofossil ooze [Leg339],clay-bearing foraminiferal-bearing nannofossil ooze,,5GY 6/1 (greenish gray),heavy [DB86],,,,,,SSD,,,,,,,,,,,,
363-U1483B-30H-4-A,110,145,273.42,273.77,clay-bearing foraminiferal-bearing [X363],nannofossil ooze [Leg339],clay-bearing foraminiferal-bearing nannofossil ooze,,5GY 7/1 (light greenish gray),heavy [DB86],,,,,,SSD,,,,,,,,,,,,
363-U1483B-30H-5-A,0,108,273.77,274.85,clay-bearing foraminiferal-bearing [X363],nannofossil ooze [Leg339],clay-bearing foraminiferal-bearing nannofossil ooze,,5GY 7/1 (light greenish gray),heavy [DB86],,,,,,SSD,,,,,,,,,,,,
363-U1483B-30H-5-A,108,116,274.85,274.93,clay-bearing foraminiferal-bearing [X363],nannofossil ooze [Leg339],clay-bearing foraminiferal-bearing nannofossil ooze,,5G 5/1 (greenish gray),heavy [DB86],,,,,,SSD,,,,,,,,,,,,
363-U1483B-30H-5-A,116,142,274.93,275.19,clay-bearing foraminiferal-bearing [X363],nannofossil ooze [Leg339],clay-bearing foraminiferal-bearing nannofossil ooze,,5GY 7/1 (light greenish gray),heavy [DB86],,,,,,SSD,,,,,,,,,,,,
363-U1483B-30H-6-A,0,147,275.19,276.66,clay-bearing foraminiferal-bearing [X363],nannofossil ooze [Leg339],clay-bearing foraminiferal-bearing nannofossil ooze,,5GY 7/1 (light greenish gray),heavy [DB86],,,,,,SSD,,,,,,,,,,,,
363-U1483B-30H-7-A,0,20,276.66,276.86,clay-bearing foraminiferal-bearing [X363],nannofossil ooze [Leg339],clay-bearing foraminiferal-bearing nannofossil ooze,,5GY 7/1 (light greenish gray),heavy [DB86],,,,,,SSD,,,,,,,,,,,,
363-U1483B-30H-7-A,20,22,276.86,276.88,,ash(tuff) [MMK88m],ash(tuff),,N 2.5 (black),moderate [DB86],,,,,,SSD,,,,,,,,,,,,
363-U1483B-30H-7-A,22,130,276.88,277.96,clay-bearing foraminiferal-bearing [X363],nannofossil ooze [Leg339],clay-bearing foraminiferal-bearing nannofossil ooze,,5GY 6/1 (greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,
363-U1483B-30H-CC-A,0,16,277.96,278.12,clay-bearing foraminiferal-bearing [X363],nannofossil ooze [Leg339],clay-bearing foraminiferal-bearing nannofossil ooze,,5GY 6/1 (greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,
363-U1483B-31H-1-A,0,126,277.5,278.76,clay-bearing foraminiferal-bearing [X363],nannofossil ooze [Leg339],clay-bearing foraminiferal-bearing nannofossil ooze,,5GY 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1483B-31H-1-A,126,142,278.76,278.92,clay-bearing foraminiferal-bearing [X363],nannofossil ooze [Leg339],clay-bearing foraminiferal-bearing nannofossil ooze,,10GY 6/1 (greenish gray),moderate [DB86],,,,,,Sharp boundary between 126 and 128 cm.,,,,,,,,,,,,
363-U1483B-31H-2-A,0,142,278.92,280.34,clay-bearing foraminiferal-bearing [X363],nannofossil ooze [Leg339],clay-bearing foraminiferal-bearing nannofossil ooze,,5GY 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1483B-31H-3-A,0,44,280.34,280.78,clay-bearing foraminiferal-bearing [X363],nannofossil ooze [Leg339],clay-bearing foraminiferal-bearing nannofossil ooze,,5GY 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1483B-31H-3-A,44,54,280.78,280.88,clay-bearing foraminiferal-bearing [X363],nannofossil ooze [Leg339],clay-bearing foraminiferal-bearing nannofossil ooze,,5G 5/1 (greenish gray),heavy [DB86],,,,,,Sharp boundary between 44 and 47 cm in section 3.,,,,,,,,,,,,
363-U1483B-31H-3-A,54,142,280.88,281.76,clay-bearing foraminiferal-bearing [X363],nannofossil ooze [Leg339],clay-bearing foraminiferal-bearing nannofossil ooze,,10GY 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1483B-31H-4-A,0,30,281.76,282.06,clay-bearing foraminiferal-bearing [X363],nannofossil ooze [Leg339],clay-bearing foraminiferal-bearing nannofossil ooze,,10GY 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1483B-31H-4-A,30,141,282.06,283.17,clay-bearing foraminiferal-bearing [X363],nannofossil ooze [Leg339],clay-bearing foraminiferal-bearing nannofossil ooze,,5GY 6/1 (greenish gray),moderate [DB86],,,,,,Sharp boundary between 103 and 107 in section 4.,,,,,,,,,,,,
363-U1483B-31H-5-A,0,145,283.17,284.62,clay-bearing foraminiferal-bearing [X363],nannofossil ooze [Leg339],clay-bearing foraminiferal-bearing nannofossil ooze,,5GY 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1483B-31H-6-A,0,135,284.62,285.97,clay-bearing foraminiferal-bearing [X363],nannofossil ooze [Leg339],clay-bearing foraminiferal-bearing nannofossil ooze,,5GY 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1483B-31H-7-A,0,98,285.97,286.95,clay-bearing foraminiferal-bearing [X363],nannofossil ooze [Leg339],clay-bearing foraminiferal-bearing nannofossil ooze,,5GY 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1483B-31H-CC-A,0,11,286.95,287.06,clay-bearing foraminiferal-bearing [X363],nannofossil ooze [Leg339],clay-bearing foraminiferal-bearing nannofossil ooze,,5GY 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,
